ufn,date_liced,lab_count_fine_no_id,lab_count_fine_total,lep_cop,lep_cunifer_cop,lep_chal_a,lep_chal_b,lep_pa_m_1,lep_pa_m_2,lep_pa_f_1,lep_pa_f_2,lep_pa_unid,lep_a_m,lep_a_f,lep_grav_f,cal_cop,cal_chal_a_1,cal_chal_a_2,cal_chal_b_3,cal_chal_b_4_f,cal_chal_b_4_m,cal_chal_4_unid,cal_chal_a_unid,cal_chal_b_unid,cal_pa_m,cal_pa_f,cal_a_m,cal_a_f,cal_grav_f,cal_mot_unid,unid_louse,lab_staff,quality_level,comments,quality_log
U142,2018-03-15,7,7,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U100,2017-02-14,12,12,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,2,0,0,0,2,2,0,0,0,0,0,LP,Raw,NA,NA
U119,2018-03-14,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,1,1,0,0,0,0,0,2,0,0,0,0,LP,Raw,NA,NA
U141,2018-03-15,16,16,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,1,1,1,0,0,0,0,1,0,0,0,0,0,LP,Raw,NA,NA
U164,2018-03-15,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,1,0,0,0,1,0,0,0,1,0,0,LP,Raw,NA,NA
U61,2018-01-18,23,23,1,0,0,0,0,0,0,0,0,0,0,1,3,10,3,1,1,0,1,0,0,2,0,0,0,0,0,0,LP,Raw,NA,NA
U52,2018-01-18,7,7,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U53,2018-01-18,8,8,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U72,2018-01-18,7,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,0,0,0,0,1,0,0,0,0,0,0,LP,Raw,NA,NA
U163,2018-03-15,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U49,2018-01-18,9,12,0,0,0,0,0,0,0,0,0,0,0,2,4,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U62,2018-01-18,16,15,0,0,0,0,0,0,0,0,0,0,0,2,3,4,3,0,1,1,0,0,0,0,1,0,0,0,0,0,LP,Raw,NA,1: Cal C4 UNID missing posterior end
U71,2018-01-18,13,12,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,0,0,0,0,0,2,1,0,0,0,0,LP,Raw,NA,NA
U181,2018-03-19,14,16,0,0,1,0,0,0,0,0,0,0,0,0,2,3,3,3,1,1,0,0,0,1,0,0,0,1,0,0,LP,Raw,NA,NA
U50,2018-01-18,19,18,0,0,0,0,0,0,0,0,0,0,0,4,2,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U73,2018-01-18,19,19,1,0,1,0,0,0,0,0,0,0,0,2,3,4,1,2,2,1,1,0,0,0,1,0,0,0,0,0,LP,Raw,NA,1: Cal C4 UNID missing posterior end
U54,2018-01-18,12,13,0,0,0,0,0,0,0,0,0,0,0,1,5,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U63,2018-01-18,9,10,0,0,0,0,0,0,0,0,0,0,0,2,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U140,2018-03-19,7,7,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U174,2018-03-15,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U184,2018-03-15,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U126,2018-03-15,10,10,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U183,2018-03-15,21,22,0,0,0,0,0,0,0,0,0,0,0,0,1,7,6,4,2,2,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U166,2018-03-15,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,1,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U177,2018-03-15,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,3,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U167,2018-03-15,12,10,0,0,0,0,1,0,0,0,0,0,0,0,1,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U176,2018-03-15,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U182,2018-03-19,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,1,0,0,0,0,LP,Raw,NA,NA
U175,2018-03-15,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U185,2018-03-15,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,LP,Raw,NA,NA
U168,2018-03-15,8,10,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,0,0,0,0,0,0,1,0,0,0,0,0,LP,Raw,NA,NA
U165,2018-03-15,11,11,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U186,2018-03-17,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,1,0,0,0,0,0,1,1,0,0,0,LP,Raw,NA,NA
U19,2018-01-17,9,7,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U37,2018-01-17,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U28,2018-01-18,6,7,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U45,2018-01-17,7,7,0,0,1,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U51,2018-01-18,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U48,2018-01-18,13,14,0,0,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,0,0,0,1,0,0,0,0,0,0,LP,Raw,NA,NA
U30,2018-01-18,14,14,0,0,0,0,0,0,0,0,0,0,0,1,6,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U27,2018-01-17,11,10,0,0,0,0,0,0,0,0,0,0,0,1,6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,LP,Raw,NA,NA
U40,2018-01-18,11,10,0,0,0,0,0,0,0,0,0,0,0,0,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U47,2018-01-18,9,9,0,0,0,0,0,0,0,0,0,0,0,2,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,LP,Raw,NA,NA
U26,2018-01-17,10,10,1,0,0,0,0,0,0,0,0,0,0,1,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,LP,Raw,NA,NA
U29,2018-01-18,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,LP,Raw,NA,NA
U46,2018-01-17,7,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U38,2018-01-17,3,6,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,LP,Raw,NA,NA
U492,2018-03-27,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U468,2018-03-27,17,17,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,1,1,0,0,0,0,0,0,0,1,0,0,LP,Raw,NA,NA
U466,2018-03-27,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U408,2018-03-27,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U467,2018-03-27,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U328,2018-03-27,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,1,0,0,0,1,0,0,0,0,0,0,LP,Raw,NA,NA
U409,2018-03-27,12,13,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,3,1,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U469,2018-03-27,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,1,2,0,0,0,0,0,0,1,0,0,0,LP,Raw,NA,NA
U491,2018-03-27,8,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U410,2018-03-27,6,6,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U470,2018-03-27,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,1: plus 1 Lep cunifer chal B
U319,2017-02-02,9,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,0,0,0,0,1,0,0,0,0,0,0,LP,Raw,NA,NA
U331,2016-11-17,12,13,0,0,2,0,0,0,0,0,0,0,0,0,2,0,3,2,1,1,0,0,0,0,1,1,0,0,0,0,LP,Raw,NA,NA
U308,2017-01-30,8,8,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,LP,Raw,NA,NA
U318,2017-02-27,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,0,0,0,0,0,1,0,0,0,0,LP,Raw,NA,NA
U332,2018-03-21,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U299,2017-01-31,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,1,0,0,0,0,0,0,LP,Raw,NA,NA
U307,2017-01-30,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,LP,Raw,NA,NA
U317,2017-02-27,12,13,0,0,1,0,0,0,0,0,0,0,0,0,2,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U333,2017-01-31,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U300,2017-02-27,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,LP,Raw,NA,NA
U1208,2017-01-13,9,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1214,2017-01-13,11,11,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,2,1,1,0,0,0,1,0,0,0,0,0,0,LP,Raw,NA,NA
U1213,2017-02-18,11,11,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1215,2017-01-13,14,13,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,0,2,0,0,0,0,1,0,0,0,0,0,LP,Raw,NA,NA
U1221,2017-02-17,6,9,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,2,0,0,0,0,0,0,0,0,1,0,0,LP,Raw,NA,NA
U1222,2016-12-04,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1180,2017-01-13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1206,2017-01-13,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,1,0,0,0,LP,Raw,NA,NA
U1207,2017-02-19,9,11,1,0,1,0,0,0,0,0,0,0,0,0,1,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1216,2016-11-17,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1374,2018-03-31,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1186,2018-03-31,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1187,2018-03-31,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,LP,Raw,NA,NA
U1391,2018-03-31,11,11,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,2,0,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1373,2018-03-31,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1120,2018-03-31,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1372,2018-03-31,9,9,0,0,1,0,0,0,0,0,0,0,0,0,2,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,LP,Raw,NA,NA
U1384,2018-03-31,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1383,2018-03-31,9,9,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1119,2018-03-31,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U412,2018-03-24,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,1,0,0,0,0,1,0,0,0,0,0,0,LP,Raw,NA,NA
U1296,2016-11-17,9,9,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U483,2017-02-27,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U484,2018-03-27,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,LP,Raw,NA,NA
U494,2017-02-20,11,11,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,3,0,0,0,0,0,0,1,0,0,0,0,LP,Raw,NA,NA
U496,2017-01-31,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U485,2017-02-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U486,2018-03-27,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,LP,Raw,NA,NA
U495,2016-11-17,11,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,1,0,0,0,0,0,LP,Raw,NA,NA
U497,2018-03-27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U493,2017-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U482,2017-02-02,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1182,2018-03-31,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,LP,Raw,NA,NA
U1116,2018-03-31,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,0,0,0,0,0,2,0,0,0,0,0,LP,Raw,NA,NA
U748,2018-03-31,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,0,0,0,0,1,0,0,0,0,0,LP,Raw,NA,NA
U978,2018-03-31,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,2,0,0,0,1,2,0,0,0,0,0,LP,Raw,NA,NA
U980,2018-03-31,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1181,2018-03-31,21,21,0,0,0,0,0,0,0,0,0,0,0,0,1,9,8,2,0,0,1,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U977,2018-03-31,8,8,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,LP,Raw,NA,NA
U979,2018-03-31,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1115,2018-03-31,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,0,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U610,2018-03-31,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1112,2018-03-31,14,13,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,6,0,0,0,0,0,0,2,0,0,0,0,0,LP,Raw,NA,NA
U976,2018-03-31,8,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U699,2018-03-31,22,22,0,0,0,0,0,0,0,0,0,0,0,0,2,5,6,3,3,1,0,0,0,0,0,1,1,0,0,0,LP,Raw,NA,NA
U700,2018-03-31,12,12,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,2,1,1,0,0,0,2,0,0,0,0,0,0,LP,Raw,NA,NA
U975,2018-03-31,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,1,0,0,0,1,0,0,0,1,0,0,LP,Raw,NA,NA
U973,2018-03-31,11,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,2,0,0,0,0,1,0,0,0,0,0,LP,Raw,NA,NA
U606,2018-03-31,7,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U747,2018-03-31,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,1,0,0,0,1,1,0,0,0,0,0,LP,Raw,NA,NA
U607,2018-03-31,12,12,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,0,1,0,0,0,2,1,0,0,0,0,0,LP,Raw,NA,NA
U1114,2018-03-31,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U608,2018-03-31,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U609,2018-03-31,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,LP,Raw,NA,NA
U744,2018-03-31,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,4,2,4,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U974,2018-03-31,6,8,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1113,2018-03-31,20,18,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,6,1,0,0,0,0,1,0,0,1,0,1,0,LP,Raw,NA,NA
U746,2018-03-31,20,21,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,3,3,4,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U745,2018-03-31,8,11,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1111,2018-03-31,11,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1,0,0,0,0,0,0,1,0,0,0,LP,Raw,NA,NA
U743,2018-03-31,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U698,2018-03-31,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U605,2018-03-31,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U414,2018-03-24,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,0,0,0,0,1,0,0,1,0,0,0,LP,Raw,NA,NA
U423,2018-03-24,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U415,2018-03-24,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U416,2018-03-24,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U413,2018-03-24,11,11,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,4,0,0,0,0,0,0,1,0,0,0,0,0,LP,Raw,NA,NA
U422,2018-03-24,17,16,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,1,2,0,0,0,0,4,1,0,0,0,0,LP,Raw,NA,NA
U421,2018-03-24,9,9,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U400,2018-03-24,12,13,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,1,1,0,0,0,0,1,1,1,0,0,1,0,LP,Raw,NA,1: Cal mot missing posterior end
U424,2018-03-24,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,LP,Raw,NA,NA
U335,2017-01-31,8,9,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U342,2017-02-20,8,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,1,0,0,0,0,1,0,0,0,LP,Raw,NA,NA
U351,2017-02-02,5,6,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,LP,Raw,NA,NA
U343,2017-02-20,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U336,2017-02-27,14,16,1,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,0,2,0,0,0,1,1,1,0,0,0,0,LP,Raw,NA,NA
U309,2018-03-21,8,8,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U341,2017-02-20,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,1,0,0,0,0,0,0,0,0,1,0,0,LP,Raw,NA,NA
U320,2017-02-27,12,12,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,0,0,0,0,0,0,1,0,1,0,0,0,LP,Raw,NA,NA
U334,2017-01-31,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,2,1,0,0,0,0,0,0,0,0,1,0,LP,Raw,NA,NA
U310,2017-01-30,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,LP,Raw,NA,NA
U749,2018-01-29,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,LP,Raw,NA,NA
U1184,2018-01-29,8,7,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U750,2018-01-29,10,12,1,0,1,0,0,0,0,0,0,0,0,0,1,4,1,0,3,0,0,0,0,0,0,1,0,0,0,0,LP,Raw,NA,NA
U1117,2018-01-29,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1381,2018-01-29,10,11,0,0,1,0,0,0,0,0,0,0,0,0,2,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1371,2018-01-29,21,21,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,7,0,1,0,0,0,0,0,0,1,0,0,0,LP,Raw,NA,NA
U1382,2018-01-29,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1183,2018-03-31,12,12,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,2,0,3,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1185,2018-01-29,11,11,0,0,1,0,0,0,0,0,0,0,0,0,1,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1118,2018-01-29,12,11,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U1347,2018-03-31,6,5,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
U475,2018-03-31,15,15,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,3,2,0,0,0,0,1,0,0,0,0,0,0,LP,Raw,NA,NA
U1348,2018-03-31,7,10,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,LP,Raw,NA,NA
