,survey_id,school_number,school_sliders,school_poppers,school_dimpling
995,JE415,8,0,10,10
996,JE415,9,0,0,10
997,JE415,10,0,0,10
998,JE415,11,0,0,1
999,JE415,12,0,0,10
1000,JE415,13,0,0,10
1001,JE415,14,0,0,10
1002,JE415,15,1,10,100
1003,DE524,1,1,0,0
1004,DE524,2,0,0,1
1005,DE524,3,0,0,1
1006,DE524,4,0,0,1
1007,DE524,5,0,0,1
1008,DE524,6,0,0,10
1009,DE524,7,0,0,10
1010,DE524,8,0,0,10
1011,DE524,9,0,0,1
1012,DE524,10,1,0,100
1013,DE524,11,0,0,10
1014,DE524,12,0,0,1
1015,DE524,13,0,1,1
1016,DE524,14,0,0,10
1017,DE524,15,0,0,1
1018,DE524,16,0,0,1
1019,DE524,17,0,0,1
1020,DE524,18,0,0,10
1021,DE524,19,0,0,1
1022,DE524,20,0,1,1
1023,DE524,21,0,0,10
1024,DE524,22,0,0,100
1025,DE524,23,0,0,10
1026,DE524,24,0,1,0
1027,DE524,25,0,0,1
1028,DE524,26,0,0,10
1029,DE524,27,0,0,10
1030,DE524,28,0,0,100
1031,DE524,29,0,0,10
1032,DE524,30,0,0,10
1033,DE524,31,0,0,1
1034,DE524,32,0,0,1
1035,DE524,33,0,0,10
1036,DE524,34,0,0,1
1037,DE524,35,0,0,10
1038,DE524,36,0,0,10
1039,DE524,37,1,0,10
1040,DE524,38,0,0,1
1041,DE524,39,0,0,1
1042,DE524,40,0,0,10
1043,DE524,41,1,0,0
1044,DE524,42,0,1,0
1045,DE524,43,0,0,1
1046,DE525,1,0,1,0
1047,DE525,2,0,0,1
1048,DE525,3,0,1,0
1049,DE525,4,1,0,0
1050,DE525,5,1,0,0
1051,DE525,6,0,0,1
1052,DE525,7,0,1,0
1053,DE525,8,0,0,10
1054,DE525,9,0,1,0
1055,DE525,10,1,0,0
1056,DE525,11,1,0,0
1057,DE525,12,0,0,10
1058,DE525,13,0,1,1
1059,DE525,14,0,0,1
1060,DE525,15,0,1,1
1061,DE525,16,0,0,10
1062,DE525,17,0,0,1
1063,DE525,18,0,0,10
1064,DE525,19,1,1,100
1065,DE525,20,0,0,10
1066,DE525,21,1,0,0
1067,DE525,22,0,0,1
1068,DE525,23,0,0,10
1069,DE525,24,0,0,10
1070,DE525,25,1,0,0
1071,DE525,26,0,1,0
1072,DE525,27,0,0,1
1073,DE525,28,0,0,10
1074,DE525,29,1,1,10
1075,DE525,30,0,0,10
1076,DE525,31,0,0,10
1077,DE525,32,0,0,100
1078,DE525,33,0,0,1
1079,DE525,34,0,0,1
1080,DE525,35,0,1,0
1081,DE525,36,0,0,1
1082,DE525,37,0,0,10
1083,DE525,38,0,0,10
1084,DE525,39,0,0,100
1085,DE525,40,0,0,1
1086,DE525,41,0,0,1
1087,DE525,42,0,1,1
1088,DE525,43,0,1,0
1089,DE525,44,0,1,0
1090,DE525,45,0,1,0
1091,DE525,46,1,0,0
1092,DE525,47,1,0,0
1093,DE525,48,0,1,0
1094,DE525,49,0,1,0
1095,DE525,50,0,0,1
1096,DE525,51,0,0,1
1097,DE525,52,1,0,1
1098,DE525,53,10,10,10000
1099,DE526,1,0,1,0
1100,DE526,2,1,0,1
1101,DE526,3,0,1,0
1102,DE526,4,0,1,0
1103,DE526,5,1,1,0
1104,DE526,6,1,0,0
1105,DE526,7,1,0,1
1106,JE419,1,0,0,100
1107,JE419,2,10,10,100
1108,JE419,3,0,1,100
1109,JE419,4,0,1,10
1110,JE419,5,1,0,10
1111,JE419,6,0,1,10
1112,JE419,7,0,1,0
1113,JE419,8,1,0,0
1114,JE419,9,1,1,100
1115,JE419,10,0,0,100
1116,JE419,11,0,1,100
1117,JE419,12,0,0,100
1118,JE419,13,0,0,100
1119,JE419,14,1,0,100
1120,JE419,15,1,0,10
1121,JE419,16,0,0,10
1122,DE527,1,1,0,0
1123,DE527,2,0,1,0
1124,DE527,3,0,1,1
1125,DE527,4,1,0,0
1126,DE527,5,0,1,0
1127,DE527,6,0,0,1
1128,DE527,7,1,0,0
1129,DE527,8,1,0,0
1130,DE527,9,0,0,1
1131,DE527,10,0,0,1
1132,DE527,11,0,1,0
1133,DE527,12,1,0,1
1134,DE527,13,0,0,10
1135,DE527,14,0,0,1
1136,DE527,15,0,0,1
1137,DE527,16,0,0,1
1138,DE527,17,1,0,0
1139,DE527,18,0,0,1
1140,DE527,19,1,0,0
1141,DE527,20,0,0,1
1142,DE527,21,0,0,1
1143,DE527,22,0,1,0
1144,DE527,23,1,0,0
1145,DE527,24,0,0,1
1146,DE527,25,0,0,1
1147,DE527,26,0,1,0
1148,DE527,27,0,0,1
1149,DE527,28,1,0,0
1150,DE527,29,0,1,0
1151,DE527,30,1,0,0
1152,DE527,31,0,1,0
1153,DE527,32,1,0,0
1154,DE527,33,0,0,1
1155,DE527,34,1,0,0
1156,DE528,1,0,1,1
1157,DE528,2,0,1,0
1158,DE528,3,0,1,0
1159,DE528,4,0,0,1
1160,DE528,5,0,0,10
1161,DE528,6,0,0,10
1162,DE528,7,0,0,1
1163,DE528,8,0,0,1
1164,DE528,9,0,0,1
1165,DE528,10,0,0,10
1166,DE528,11,0,0,1
1167,DE528,12,0,0,10
1168,DE528,13,0,1,0
1169,DE528,14,0,1,0
1170,DE528,15,0,0,1
1171,DE528,16,0,0,1
1172,DE528,17,0,0,1
1173,DE528,18,0,0,1
1174,DE528,19,0,0,10
1175,DE528,20,0,0,10
1176,DE528,21,0,0,10
1177,DE528,22,0,1,100
1178,DE528,23,0,1,0
1179,DE528,24,0,0,1
1180,DE528,25,0,1,0
1181,DE528,26,0,10,1
1182,DE528,27,1,0,0
1183,DE528,28,0,1,0
1184,DE528,29,1,1,0
1185,DE528,30,0,0,1
1186,DE528,31,0,0,1
1187,DE528,32,0,1,0
1188,DE528,33,0,0,1
1189,DE528,34,0,1,0
1190,DE528,35,0,0,1
1191,DE528,36,0,1,1
1192,DE528,37,0,1,0
1193,DE528,38,0,1,0
1194,DE528,39,0,10,0
1195,DE528,40,0,0,1
1196,DE528,41,0,10,0
1197,DE528,42,0,0,1
1198,DE528,43,0,1,0
1199,DE528,44,0,10,0
1200,DE529,1,0,0,1
1201,DE529,2,0,0,10
1202,DE529,3,0,0,10
1203,DE529,4,0,0,10
1204,DE529,5,0,0,10
1205,DE529,6,0,0,1
1206,DE529,7,0,0,10
1207,DE529,8,0,0,1
1208,DE529,9,0,0,10
1209,DE529,10,0,0,1
1210,DE529,11,0,0,10
1211,DE529,12,0,0,100
1212,DE529,13,0,0,100
1213,DE529,14,0,0,10
1214,DE529,15,0,0,10
1215,DE529,16,0,0,100
1216,DE529,17,0,0,10
1217,DE529,18,0,0,10
1218,DE529,19,0,0,1
1219,DE529,20,0,0,100
1220,DE529,21,0,0,100
1221,DE529,22,0,0,10
1222,DE529,23,0,0,1
1223,DE529,24,0,0,10
1224,DE529,25,0,0,1
1225,DE529,26,0,0,1
1226,DE529,27,0,1,0
1227,DE529,28,0,0,1
1228,DE529,29,0,0,1
1229,DE529,30,0,0,1
1230,DE529,31,0,0,10
1231,DE529,32,0,0,1
1232,DE529,33,0,1,1
1233,DE529,34,0,0,10
1234,DE529,35,0,0,1
1235,DE529,36,0,0,10
1236,DE529,37,0,1,0
1237,DE529,38,1,1,1
1238,DE529,39,0,0,1
1239,DE529,40,0,0,1
1240,DE529,41,0,0,1
1241,DE529,42,0,0,1
1242,DE529,43,0,1,0
1243,DE529,44,0,1,0
1244,DE529,45,0,1,0
1245,DE529,46,0,0,1
1246,DE529,47,0,0,1
1247,DE529,48,0,1,10
1248,DE529,49,0,1,1
1249,DE530,1,0,0,10
1250,DE530,2,0,0,1
1251,DE530,3,0,0,100
1252,DE530,4,0,0,1
1253,DE530,5,0,0,1
1254,DE530,6,0,1,0
1255,DE530,7,1,10,1
1256,DE530,8,0,0,1
1257,DE530,9,0,0,1
1258,DE530,10,0,1,1
1259,DE530,11,0,0,1
1260,DE530,12,0,1,0
1261,DE530,13,0,0,1
1262,DE530,14,0,0,1
1263,DE530,15,0,1,0
1264,DE530,16,0,0,10
1265,DE530,17,1,1,0
1266,DE530,18,0,10,0
1267,DE530,19,0,1,10
1268,DE530,20,0,10,0
1269,DE530,21,0,1,10
1270,DE530,22,0,1,10
1271,DE530,23,0,1,0
1272,DE530,24,0,1,0
1273,DE530,25,1,0,0
1274,DE530,26,0,0,10
1275,DE530,27,0,1,0
1276,DE530,28,0,1,0
1277,DE530,29,0,10,0
1278,DE530,30,0,0,100
1279,DE530,31,0,1,0
1280,DE530,32,10,0,0
1281,DE530,33,0,1,0
1282,DE530,34,0,0,1
1283,DE530,35,0,0,1
1284,DE530,36,0,1,10
1285,DE530,37,0,0,1
1286,DE530,38,0,1,0
1287,DE530,39,0,1,0
1288,DE530,40,0,1,0
1289,DE530,41,0,1,0
1290,DE530,42,0,0,10
1291,JE420,1,0,1,0
1292,JE420,2,0,1,10
1293,JE420,3,0,1,10
1294,DE532,1,0,1,0
1295,DE532,2,0,1,0
1296,JE421,1,0,0,10
1297,JE421,2,0,0,10
1298,JE421,3,0,0,10
1299,JE421,4,10,10,100
1300,JE421,5,1,0,0
1301,JE421,6,0,1,0
1302,JE421,7,10,1,10
1303,JE421,8,1,0,0
1304,JE421,9,0,1,1
1305,JE421,10,10,10,100
1306,JE421,11,10,0,10
1307,JE421,12,1,0,0
1308,JE421,13,0,10,0
1309,JE421,14,10,1,10
1310,JE421,15,10,1,10
1311,JE421,16,10,0,10
1312,JE421,17,10,10,10
1313,JE421,18,0,1,0
1314,JE422,1,0,0,10
1315,JE422,2,1,0,0
1316,JE422,3,0,1,1
1317,JE422,4,10,1,0
1318,JE422,5,1,0,0
1319,JE422,6,1,1,10
1320,JE422,7,1,10,0
1321,JE422,8,1,0,0
1322,JE422,9,1,1,0
1323,JE422,10,10,0,0
1324,JE422,11,1,0,0
1325,JE422,12,10,10,100
1326,JE422,13,1,0,0
1327,JE422,14,1,0,0
1328,DE533,1,1,0,0
1329,DE533,2,0,1,0
1330,DE533,3,0,1,0
1331,DE533,4,0,10,0
1332,DE533,5,0,0,1
1333,DE533,6,0,0,1
1334,DE533,7,0,1,0
1335,DE533,8,0,0,1
1336,DE533,9,0,1,0
1337,DE533,10,0,0,10
1338,DE533,11,0,0,10
1339,DE533,12,0,0,1
1340,DE533,13,0,0,1
1341,DE533,14,0,0,1
1342,DE533,15,0,1,0
1343,DE533,16,0,1,0
1344,DE533,17,0,1,0
1345,DE533,18,1,0,1
1346,DE533,19,0,1,0
1347,DE533,20,0,1,0
1348,DE533,21,0,1,0
1349,DE533,22,0,1,0
1350,DE533,23,0,1,1
1351,DE533,24,0,0,1
1352,DE533,25,0,1,0
1353,DE533,26,0,1,0
1354,DE533,27,0,1,1
1355,DE533,28,0,0,1
1356,DE533,29,1,0,1
1357,DE533,30,0,0,1
1358,DE534,1,1,0,1
1359,DE534,2,0,1,1
1360,DE534,3,0,0,1
1361,DE534,4,0,0,1
1362,DE534,5,0,0,1
1363,DE534,6,0,1,0
1364,DE534,7,0,1,10
1365,DE534,8,0,0,1
1366,DE534,9,0,0,1
1367,DE534,10,0,0,1
1368,DE534,11,0,0,1
1369,DE534,12,0,0,10
1370,DE534,13,0,0,1
1371,DE534,14,0,0,1
1372,DE534,15,0,0,1
1373,DE534,16,0,0,1
1374,DE534,17,0,0,10
1375,DE534,18,0,0,1
1376,DE534,19,0,0,1
1377,DE534,20,0,0,1
1378,DE534,21,0,0,10
1379,DE534,22,0,0,100
1380,DE534,23,0,0,1
1381,DE534,24,0,0,1
1382,DE534,25,0,1,0
1383,DE534,26,0,0,1
1384,DE534,27,0,0,1
1385,DE535,1,0,1,0
1386,DE535,2,0,1,0
1387,DE535,3,0,1,0
1388,DE535,4,0,10,1
1389,DE535,5,0,0,10
1390,DE535,6,0,0,1
1391,DE535,7,0,1,1
1392,DE535,8,0,0,10
1393,DE535,9,0,10,0
1394,DE535,10,0,10,0
1395,JE423,1,10,10,10
1396,JE423,2,0,1,0
1397,JE423,3,10,10,0
1398,JE423,4,0,1,10
1399,JE423,5,10,0,10
1400,JE423,6,1,0,0
1401,JE423,7,0,1,0
1402,JE423,8,0,1,0
1403,JE423,9,1,1,0
1404,JE423,10,0,1,0
1405,JE423,11,1,1,0
1406,JE423,12,1,1,0
1407,JE423,13,10,10,10
1408,JE423,14,10,0,10
1409,JE424,1,0,1,0
1410,JE424,2,1,0,0
1411,JE424,3,0,1,0
1412,JE424,4,0,1,0
1413,JE424,5,0,1,0
1414,JE424,6,0,1,0
1415,JE424,7,0,1,0
1416,JE424,8,0,1,0
1417,JE424,9,0,10,0
1418,JE424,10,10,0,0
1419,JE424,11,0,1,0
1420,JE424,12,1,0,1
1421,JE424,13,0,1,0
1422,JE425,1,1,0,0
1423,JE425,2,0,1,10
1424,JE425,3,0,0,100
1425,JE425,4,1,0,0
1426,JE425,5,0,1,0
1427,JE425,6,10,10,100
1428,JE425,7,0,1,1
1429,JE425,8,1,0,0
1430,JE425,9,10,1,0
1431,JE425,10,10,1,10
1432,JE425,11,1,1,1
1433,JE425,12,0,1,10
1434,JE425,13,0,1,1
1435,JE425,14,0,0,10
1436,JE425,15,1,0,10
1437,DE537,1,0,1000,0
1438,DE537,2,0,1,0
1439,DE537,3,0,100,0
1440,DE537,4,1,10,0
1441,DE537,5,0,10,0
1442,DE537,6,0,1,0
1443,DE537,7,0,1,0
1444,DE537,8,0,1,0
1445,DE537,9,0,10,0
1446,DE537,10,0,1,0
1447,DE537,11,0,1,0
1448,DE537,12,0,1,0
1449,DE537,13,0,1,0
1450,JE426,1,1,10,100
1451,JE426,2,0,1,0
1452,JE426,3,0,1,0
1453,JE426,4,0,1,10
1454,JE426,5,0,1,0
1455,JE426,6,0,10,0
1456,JE426,7,1,10,100
1457,JE426,8,0,0,1
1458,JE426,9,10,1,0
1459,JE426,10,1,10,100
1460,JE426,11,0,0,10
1461,JE426,12,10,10,100
1462,JE426,13,10,10,10
1463,JE426,14,1,10,10
1464,JE426,15,10,1,10
1465,JE426,16,1,10,10
1466,JE426,17,1,10,10
1467,JE426,18,10,1,10
1468,JE426,19,10,10,0
1469,JE426,20,0,1,0
1470,JE426,21,10,100,10
1471,JE426,22,10,100,10
1472,JE426,23,1,10,10
1473,JE426,24,1,10,0
1474,JE426,25,10,10,100
1475,JE426,26,10,10,100
1476,JE426,27,1,10,100
1477,DE538,1,0,0,10
1478,DE538,2,0,0,1
1479,DE538,3,0,1,0
1480,DE538,4,0,1,0
1481,DE538,5,0,1,0
1482,JE427,1,0,10,100
1483,JE427,2,0,1,10
1484,JE427,3,1,1,10
1485,JE427,4,0,10,10
1486,JE427,5,0,10,10
1487,JE427,6,10,10,100
1488,JE427,7,0,10,10
1489,JE427,8,10,10,100
1490,JE427,9,10,100,100
1491,JE427,10,1,0,10
1492,JE427,11,1,10,10
1493,JE427,12,0,0,1
1494,JE427,13,0,10,1
1495,JE427,14,1,100,100
1496,JE427,15,0,10,10
1497,JE427,16,0,0,10
1498,JE427,17,10,100,100
1499,JE427,18,0,0,10
1500,DE539,1,0,1,1
1501,DE539,2,0,1,0
1502,DE539,3,0,1,0
1503,DE539,4,0,0,1
1504,DE539,5,0,1,1
1505,DE539,6,0,1,0
1506,DE539,7,0,0,10
1507,DE539,8,0,0,1
1508,JE428,1,0,0,10
1509,JE428,2,0,1,10
1510,JE428,3,1,10,10
1511,JE428,4,0,10,10
1512,JE428,5,0,10,10
1513,JE428,6,0,10,10
1514,JE428,7,0,1,10
1515,JE428,8,0,10,10
1516,JE428,9,0,10,10
1517,JE428,10,0,10,10
1518,JE428,11,0,100,100
1519,JE428,12,0,10,100
1520,JE428,13,0,0,10
1521,JE428,14,0,10,100
1522,JE428,15,0,1,10
1523,JE428,16,0,1,10
1524,JE428,17,0,1,100
1525,JE428,18,0,10,100
1526,JE428,19,0,10,10
1527,JE428,20,0,10,100
1528,JE428,21,0,1,10
1529,JE428,22,1,1,10
1530,JE428,23,0,0,100
1531,JE428,24,0,1,10
1532,JE428,25,10,100,10
1533,JE428,26,0,1,0
1534,JE428,27,0,1,10
1535,JE428,28,1,10,100
1536,JE428,29,0,1,10
1537,JE429,1,0,1,0
1538,JE429,2,0,10,10
1539,JE429,3,0,10,10
1540,JE429,4,0,10,0
1541,JE429,5,0,0,10
1542,JE429,6,0,10,100
1543,JE429,7,0,10,0
1544,JE429,8,0,10,100
1545,DE540,1,0,0,100
1546,DE540,2,0,0,10
1547,DE540,3,0,1,0
1548,DE540,4,0,0,100
1549,DE540,5,0,1,0
1550,DE540,6,0,0,1
1551,DE540,7,0,0,10
1552,DE540,8,0,0,1
1553,DE540,9,0,1,0
1554,DE540,10,0,0,1
1555,DE540,11,0,1,0
1556,DE540,12,0,0,1
1557,DE540,13,0,0,1
1558,DE540,14,0,0,1
1559,DE540,15,0,0,1
1560,DE540,16,0,1,0
1561,DE540,17,0,1,0
1562,DE540,18,0,0,1
1563,DE540,19,0,0,1
1564,DE540,20,0,1,0
1565,DE540,21,0,1,0
1566,DE540,22,0,0,1
1567,DE540,23,0,0,1
1568,DE540,24,0,0,1
1569,DE540,25,0,1,1
1570,DE540,26,0,0,1
1571,DE540,27,0,0,1
1572,DE540,28,0,1,0
1573,DE540,29,0,1,0
1574,DE540,30,0,0,1
1575,DE540,31,0,0,1
1576,DE541,1,0,1,0
1577,DE541,2,0,0,1
1578,DE541,3,0,1,0
1579,DE541,4,0,1,0
1580,DE541,5,0,1,0
1581,DE541,6,0,0,1
1582,DE541,7,0,1,0
1583,DE541,8,0,1,0
1584,DE541,9,0,1,0
1585,DE541,10,0,1,0
1586,DE541,11,0,1,0
1587,DE541,12,0,0,1
1588,DE541,13,0,1,0
1589,DE541,14,0,0,1
1590,DE541,15,0,0,1
1591,DE541,16,0,0,1
1592,DE541,17,0,0,1
1593,DE541,18,0,1,0
1594,DE541,19,0,1,0
1595,DE546,1,0,0,1
1596,DE542,1,10,0,0
1597,DE542,2,0,1,0
1598,DE543,1,0,1,0
1599,DE368,0,0,0,0
1600,DE402,0,0,0,0
1601,DE404,0,0,0,0
1602,DE406,0,0,0,0
1603,DE410,0,0,0,0
1604,DE414,0,0,0,0
1605,DE416,0,0,0,0
1606,DE417,0,0,0,0
1607,DE434,0,0,0,0
1608,DE438,0,0,0,0
1609,DE502,0,0,0,0
1610,DE503,0,0,0,0
1611,DE504,0,0,0,0
1612,DE508,0,0,0,0
1613,DE509,0,0,0,0
1614,DE511,1,0,0,1
1615,DE512,0,0,0,0
1616,DE518,0,0,0,0
1617,DE522,0,0,0,0
1618,JE324,0,0,0,0
1619,JE325,0,0,0,0
1620,JE329,0,0,0,0
1621,JE330,0,0,0,0
1622,JE331,0,0,0,0
1623,JE335,0,0,0,0
1624,JE405,0,0,0,0
1625,JE406,0,0,0,0
1626,JE408,0,0,0,0
1627,JE409,0,0,0,0
1628,JE410,0,0,0,0
1629,JE411,0,0,0,0
1630,JE413,0,0,0,0
1631,JE416,0,0,0,0
