"","fish_id","hakai_id","seine_id","jsp_survey_id","date","site_id","jsp_sample_type","analyzing_lab","quality_level","quality_log"
"1","U5146","BRN66G-C2","DE300N1","DE300",2016-06-03,"D07","gill",NA,"Raw",NA
"2","U5147","BRN66G-B2","DE300N1","DE300",2016-06-03,"D07","gill",NA,"Raw",NA
"3","U5148","BRN66G-A2","DE300N1","DE300",2016-06-03,"D07","gill",NA,"Raw",NA
"4","U5149","BRN66G-H4","DE300N1","DE300",2016-06-03,"D07","gill",NA,"Raw",NA
"5","U5150","BRN66G-G4","DE300N1","DE300",2016-06-03,"D07","gill",NA,"Raw",NA
"6","U5162","BRN66G-E4","DE303N1","DE303",2016-06-08,"D11","gill",NA,"Raw",NA
"7","U5163","BRN66G-D4","DE303N1","DE303",2016-06-08,"D11","gill",NA,"Raw",NA
"8","U5164","BRN66G-C4","DE303N1","DE303",2016-06-08,"D11","gill",NA,"Raw",NA
"9","U5165","BRN66G-B4","DE303N1","DE303",2016-06-08,"D11","gill",NA,"Raw",NA
"10","U5166","BRN66G-A4","DE303N1","DE303",2016-06-08,"D11","gill",NA,"Raw",NA
"11","U5167","BRN66G-G6","DE303N1","DE303",2016-06-08,"D11","gill",NA,"Raw","1: Muscle is in G6, but Gill is in H6. G6 left blank for sample instead"
"12","U5168","BRN66G-F6","DE303N1","DE303",2016-06-08,"D11","gill",NA,"Raw",NA
"13","U5170","BRN66G-D6","DE303N1","DE303",2016-06-08,"D11","gill",NA,"Raw",NA
"14","U5153","BRN66G-F3","JE269N1","JE269",2016-06-11,"J06","gill",NA,"Raw","1: Gill touched by muscle of U5156"
"15","U5154","BRN66G-E3","JE269N1","JE269",2016-06-11,"J06","gill",NA,"Raw",NA
"16","U5155","BRN66G-D3","JE269N1","JE269",2016-06-11,"J06","gill",NA,"Raw",NA
"17","U5156","BRN66G-C3","JE269N1","JE269",2016-06-11,"J06","gill",NA,"Raw",NA
"18","U5158","BRN66G-A3","JE269N1","JE269",2016-06-11,"J06","gill",NA,"Raw",NA
"19","U5179","BRN66G-F5","JE270N1","JE270",2016-06-11,"J07","gill",NA,"Raw",NA
"20","U5180","BRN66G-E5","JE270N1","JE270",2016-06-11,"J07","gill",NA,"Raw",NA
"21","U5181","BRN66G-D5","JE270N1","JE270",2016-06-11,"J07","gill",NA,"Raw",NA
"22","U5183","BRN66G-B5","JE270N1","JE270",2016-06-11,"J07","gill",NA,"Raw",NA
"23","U5184","BRN66G-A5","JE270N1","JE270",2016-06-11,"J07","gill",NA,"Raw",NA
"24","U5173","BRN66G-A6","JE302N1","JE302",2016-07-05,"J07","gill",NA,"Raw",NA
"25","U5174","BRN66G-H7","JE302N1","JE302",2016-07-05,"J07","gill",NA,"Raw",NA
"26","U5175","BRN66G-G7","JE302N1","JE302",2016-07-05,"J07","gill",NA,"Raw",NA
"27","U5176","BRN66G-F7","JE302N1","JE302",2016-07-05,"J07","gill",NA,"Raw",NA
"28","U5177","BRN66G-E7","JE302N1","JE302",2016-07-05,"J07","gill",NA,"Raw",NA
"29","U5178","BRN66G-D7","JE302N1","JE302",2016-07-05,"J07","gill",NA,"Raw",NA
"30","U5195","BRN66G-B7","JE302N1","JE302",2016-07-05,"J07","gill",NA,"Raw",NA
"31","U5197","BRN66G-H8","JE258N1","JE258",2016-06-03,"J07","gill",NA,"Raw",NA
"32","U5198","BRN66G-G8","JE258N1","JE258",2016-06-03,"J07","gill",NA,"Raw",NA
"33","U5201","BRN66G-D8","JE258N1","JE258",2016-06-03,"J07","gill",NA,"Raw",NA
"34","U5202","BRN66G-C8","JE258N1","JE258",2016-06-03,"J07","gill",NA,"Raw",NA
"35","U5203","BRN66G-B8","JE258N1","JE258",2016-06-03,"J07","gill",NA,"Raw",NA
"36","U5204","BRN66G-A8","JE258N1","JE258",2016-06-03,"J07","gill",NA,"Raw",NA
"37","U5208","BRN66G-E10","DE173N1","DE173",2015-06-09,"D07","gill",NA,"Raw",NA
"38","U5209","BRN66G-D10","DE173N1","DE173",2015-06-09,"D07","gill",NA,"Raw",NA
"39","U5210","BRN66G-C10","DE173N1","DE173",2015-06-09,"D07","gill",NA,"Raw",NA
"40","U5211","BRN66G-B10","JE268N1","JE268",2016-06-10,"J08","gill",NA,"Raw",NA
"41","U5186","BRN66G-G9","JE270N1","JE270",2016-06-11,"J07","gill",NA,"Raw",NA
"42","U5188","BRN66G-E9","JE270N1","JE270",2016-06-11,"J07","gill",NA,"Raw",NA
"43","U5189","BRN66G-D9","JE283N1","JE283",2016-06-20,"J07","gill",NA,"Raw",NA
"44","U5190","BRN66G-C9","JE283N1","JE283",2016-06-20,"J07","gill",NA,"Raw",NA
"45","U5191","BRN66G-B9","JE283N1","JE283",2016-06-20,"J07","gill",NA,"Raw",NA
"46","U5192","BRN66G-A9","JE283N1","JE283",2016-06-20,"J07","gill",NA,"Raw",NA
"47","U5193","BRN64G-H1","JE283N1","JE283",2016-06-20,"J07","gill",NA,"Raw",NA
"48","U5232","BRN64G-G1","JE283N1","JE283",2016-06-20,"J07","gill",NA,"Raw",NA
"49","U5233","BRN64G-F1","JE283N1","JE283",2016-06-20,"J07","gill",NA,"Raw",NA
"50","U5234","BRN64G-E1","JE283N1","JE283",2016-06-20,"J07","gill",NA,"Raw",NA
"51","U5236","BRN64G-C1","JE283N1","JE283",2016-06-20,"J07","gill",NA,"Raw",NA
"52","U5212","BRN66G-A10","JE268N1","JE268",2016-06-10,"J08","gill",NA,"Raw",NA
"53","U5213","BRN66G-H11","JE268N1","JE268",2016-06-10,"J08","gill",NA,"Raw",NA
"54","U5214","BRN66G-G11","JE268N1","JE268",2016-06-10,"J08","gill",NA,"Raw",NA
"55","U5215","BRN66G-F11","JE268N1","JE268",2016-06-10,"J08","gill",NA,"Raw",NA
"56","U5216","BRN66G-E11","JE268N1","JE268",2016-06-10,"J08","gill",NA,"Raw",NA
"57","U5217","BRN66G-D11","JE268N1","JE268",2016-06-10,"J08","gill",NA,"Raw",NA
"58","U5218","BRN66G-C11","JE268N1","JE268",2016-06-10,"J08","gill",NA,"Raw",NA
"59","U5219","BRN66G-B11","JE268N1","JE268",2016-06-10,"J08","gill",NA,"Raw",NA
"60","U5220","BRN66G-A11","JE268N1","JE268",2016-06-10,"J08","gill",NA,"Raw",NA
"61","U5221","BRN66G-G12","DE308N1","DE308",2016-06-09,"D07","gill",NA,"Raw",NA
"62","U5225","BRN66G-C12","JE292N1","JE292",2016-06-25,"J07","gill",NA,"Raw",NA
"63","U5226","BRN66G-B12","JE292N1","JE292",2016-06-25,"J07","gill",NA,"Raw",NA
"64","U5227","BRN66G-A12","JE292N1","JE292",2016-06-25,"J07","gill",NA,"Raw",NA
"65","U5228","BRN64G-H2","JE292N1","JE292",2016-06-25,"J07","gill",NA,"Raw",NA
"66","U5229","BRN64G-G2","JE292N1","JE292",2016-06-25,"J07","gill",NA,"Raw",NA
"67","U5230","BRN64G-F2","JE292N1","JE292",2016-06-25,"J07","gill",NA,"Raw",NA
"68","U5231","BRN64G-E2","JE292N1","JE292",2016-06-25,"J07","gill",NA,"Raw",NA
"69","U5245","BRN64G-D2","JE292N1","JE292",2016-06-25,"J07","gill",NA,"Raw",NA
"70","U5246","BRN64G-C2","JE292N1","JE292",2016-06-25,"J07","gill",NA,"Raw",NA
"71","U5247","BRN64G-B2","JE292N1","JE292",2016-06-25,"J07","gill",NA,"Raw",NA
"72","U5249","BRN64G-H4","DE287N1","DE287",2016-05-26,"D07","gill",NA,"Raw",NA
"73","U5251","BRN64G-F4","DE287N1","DE287",2016-05-26,"D07","gill",NA,"Raw",NA
"74","U5252","BRN64G-E4","DE287N1","DE287",2016-05-26,"D07","gill",NA,"Raw",NA
"75","U5253","BRN64G-D4","DE287N1","DE287",2016-05-26,"D07","gill",NA,"Raw",NA
"76","U5254","BRN64G-C4","DE287N1","DE287",2016-05-26,"D07","gill",NA,"Raw",NA
"77","U5255","BRN64G-B4","DE287N1","DE287",2016-05-26,"D07","gill",NA,"Raw",NA
"78","U5256","BRN64G-A4","DE287N1","DE287",2016-05-26,"D07","gill",NA,"Raw",NA
"79","U5262","BRN64G-H3","JE267N1","JE267",2016-06-10,"J04","gill",NA,"Raw",NA
"80","U5263","BRN64G-G3","JE267N1","JE267",2016-06-10,"J04","gill",NA,"Raw",NA
"81","U5264","BRN64G-F3","JE267N1","JE267",2016-06-10,"J04","gill",NA,"Raw",NA
"82","U5265","BRN64G-E3","JE267N1","JE267",2016-06-10,"J04","gill",NA,"Raw",NA
"83","U5266","BRN64G-D3","JE267N1","JE267",2016-06-10,"J04","gill",NA,"Raw",NA
"84","U5267","BRN64G-C3","JE267N1","JE267",2016-06-10,"J04","gill",NA,"Raw",NA
"85","U5268","BRN64G-B3","JE267N1","JE267",2016-06-10,"J04","gill",NA,"Raw",NA
"86","U5269","BRN64G-A3","JE267N1","JE267",2016-06-10,"J04","gill",NA,"Raw",NA
"87","U5271","BRN64G-G5","JE267N1","JE267",2016-06-10,"J04","gill",NA,"Raw",NA
"88","U5272","BRN64G-F5","DE276N1","DE276",2016-05-19,"D07","gill",NA,"Raw",NA
"89","U5237","BRN64G-D5","DE276N1","DE276",2016-05-19,"D07","gill",NA,"Raw",NA
"90","U5238","BRN64G-C5","DE276N1","DE276",2016-05-19,"D07","gill",NA,"Raw",NA
"91","U5241","BRN64G-F6","DE276N1","DE276",2016-05-19,"D07","gill",NA,"Raw",NA
"92","U5244","BRN64G-C6","DE276N1","DE276",2016-05-19,"D07","gill",NA,"Raw",NA
"93","U5287","BRN56G-H11","JE270N1","JE270",2016-06-11,"J07","gill",NA,"Raw",NA
"94","U5289","BRN56G-F11","JE270N1","JE270",2016-06-11,"J07","gill",NA,"Raw",NA
"95","U5290","BRN56G-E11","JE270N1","JE270",2016-06-11,"J07","gill",NA,"Raw",NA
"96","U5292","BRN56G-C11","JE270N1","JE270",2016-06-11,"J07","gill",NA,"Raw",NA
"97","U5293","BRN56G-B11","JE270N1","JE270",2016-06-11,"J07","gill",NA,"Raw",NA
"98","U5294","BRN56G-A11","JE270N1","JE270",2016-06-11,"J07","gill",NA,"Raw",NA
"99","U5295","BRN63G-F2","JE270N1","JE270",2016-06-11,"J07","gill",NA,"Raw",NA
"100","U5296","BRN63G-E2","JE270N1","JE270",2016-06-11,"J07","gill",NA,"Raw",NA
"101","U5260","BRN56G-F10","DE308N1","DE308",2016-06-09,"D07","gill",NA,"Raw",NA
"102","U5275","BRN56G-C10","DE308N1","DE308",2016-06-09,"D07","gill",NA,"Raw",NA
"103","U5277","BRN56G-A10","JE269N1","JE269",2016-06-11,"J06","gill",NA,"Raw",NA
"104","U5278","BRN56G-G12","JE269N1","JE269",2016-06-11,"J06","gill",NA,"Raw",NA
"105","U5279","BRN56G-F12","JE269N1","JE269",2016-06-11,"J06","gill",NA,"Raw",NA
"106","U5280","BRN56G-E12","JE269N1","JE269",2016-06-11,"J06","gill",NA,"Raw",NA
"107","U5281","BRN56G-D12","JE269N1","JE269",2016-06-11,"J06","gill",NA,"Raw",NA
"108","U5282","BRN56G-C12","JE269N1","JE269",2016-06-11,"J06","gill",NA,"Raw",NA
"109","U5283","BRN56G-B12","JE269N1","JE269",2016-06-11,"J06","gill",NA,"Raw",NA
"110","U5284","BRN56G-A12","JE269N1","JE269",2016-06-11,"J06","gill",NA,"Raw",NA
"111","U5285","BRN63G-H4","JE269N1","JE269",2016-06-11,"J06","gill",NA,"Raw",NA
"112","U5286","BRN63G-G4","JE269N1","JE269",2016-06-11,"J06","gill",NA,"Raw",NA
"113","U5338","BRN63G-E4","JE258N1","JE258",2016-06-03,"J07","gill",NA,"Raw",NA
"114","U5339","BRN63G-D4","JE258N1","JE258",2016-06-03,"J07","gill",NA,"Raw",NA
"115","U5340","BRN63G-C4","JE258N1","JE258",2016-06-03,"J07","gill",NA,"Raw",NA
"116","U5297","BRN63G-D2","JE302N1","JE302",2016-07-05,"J07","gill",NA,"Raw",NA
"117","U5298","BRN63G-C2","JE302N1","JE302",2016-07-05,"J07","gill",NA,"Raw",NA
"118","U5299","BRN63G-B2","JE302N1","JE302",2016-07-05,"J07","gill",NA,"Raw",NA
"119","U5300","BRN63G-A2","JE302N1","JE302",2016-07-05,"J07","gill",NA,"Raw",NA
"120","U5301","BRN63G-H3","JE302N1","JE302",2016-07-05,"J07","gill",NA,"Raw",NA
"121","U5327","BRN63G-G3","JE302N1","JE302",2016-07-05,"J07","gill",NA,"Raw",NA
"122","U5328","BRN63G-F3","JE302N1","JE302",2016-07-05,"J07","gill",NA,"Raw",NA
"123","U5329","BRN63G-E3","JE302N1","JE302",2016-07-05,"J07","gill",NA,"Raw",NA
"124","U5331","BRN63G-C3","JE302N1","JE302",2016-07-05,"J07","gill",NA,"Raw",NA
"125","U5332","BRN63G-B3","JE262N1","JE262",2016-06-09,"J09","gill",NA,"Raw",NA
"126","U5334","BRN63G-H5","JE262N1","JE262",2016-06-09,"J09","gill",NA,"Raw",NA
"127","U5335","BRN63G-F5","JE262N1","JE262",2016-06-09,"J09","gill",NA,"Raw",NA
"128","U5336","BRN63G-G5","JE262N1","JE262",2016-06-09,"J09","gill",NA,"Raw",NA
"129","U5363","BRN63G-D5","JE262N1","JE262",2016-06-09,"J09","gill",NA,"Raw",NA
"130","U5364","BRN63G-C5","JE262N1","JE262",2016-06-09,"J09","gill",NA,"Raw",NA
"131","U5365","BRN63G-B5","JE262N1","JE262",2016-06-09,"J09","gill",NA,"Raw",NA
"132","U5368","BRN63G-F6","JE267N1","JE267",2016-06-10,"J04","gill",NA,"Raw",NA
"133","U5369","BRN63G-E6","JE267N1","JE267",2016-06-10,"J04","gill",NA,"Raw",NA
"134","U5371","BRN63G-C6","JE267N1","JE267",2016-06-10,"J04","gill",NA,"Raw",NA
"135","U5377","BRN63G-E7","JE268N1","JE268",2016-06-10,"J08","gill",NA,"Raw",NA
"136","U5378","BRN63G-D7","JE268N1","JE268",2016-06-10,"J08","gill",NA,"Raw",NA
"137","U5381","BRN63G-A7","JE268N1","JE268",2016-06-10,"J08","gill",NA,"Raw",NA
"138","U5382","BRN63G-H9","JE268N1","JE268",2016-06-10,"J08","gill",NA,"Raw",NA
"139","U5383","BRN63G-G9","JE268N1","JE268",2016-06-10,"J08","gill",NA,"Raw",NA
"140","U5384","BRN63G-F9","JE268N1","JE268",2016-06-10,"J08","gill",NA,"Raw",NA
"141","U5386","BRN63G-D9","DE303N1","DE303",2016-06-08,"D11","gill",NA,"Raw",NA
"142","U5387","BRN63G-C9","DE303N1","DE303",2016-06-08,"D11","gill",NA,"Raw",NA
"143","U5388","BRN63G-B9","DE303N1","DE303",2016-06-08,"D11","gill",NA,"Raw",NA
"144","U5341","BRN63G-B4","JE258N1","JE258",2016-06-03,"J07","gill",NA,"Raw",NA
"145","U5342","BRN63G-A4","JE258N1","JE258",2016-06-03,"J07","gill",NA,"Raw",NA
"146","U5343","BRN63G-H8","JE258N1","JE258",2016-06-03,"J07","gill",NA,"Raw",NA
"147","U5344","BRN63G-G8","JE258N1","JE258",2016-06-03,"J07","gill",NA,"Raw",NA
"148","U5345","BRN63G-F8","JE258N1","JE258",2016-06-03,"J07","gill",NA,"Raw","1: sample forgotten, taken after sitting in -20 freezer for 20 minutes"
"149","U5346","BRN63G-E8","JE258N1","JE258",2016-06-03,"J07","gill",NA,"Raw",NA
"150","U5347","BRN63G-D8","JE292N1","JE292",2016-06-25,"J07","gill",NA,"Raw",NA
"151","U5348","BRN63G-C8","JE292N1","JE292",2016-06-25,"J07","gill",NA,"Raw",NA
"152","U5349","BRN63G-B8","JE292N1","JE292",2016-06-25,"J07","gill",NA,"Raw",NA
"153","U5350","BRN63G-A8","JE292N1","JE292",2016-06-25,"J07","gill",NA,"Raw",NA
"154","U5351","BRN63G-H10","JE292N1","JE292",2016-06-25,"J07","gill",NA,"Raw",NA
"155","U5352","BRN63G-G10","JE292N1","JE292",2016-06-25,"J07","gill",NA,"Raw",NA
"156","U5353","BRN63G-F10","JE292N1","JE292",2016-06-25,"J07","gill",NA,"Raw",NA
"157","U5354","BRN63G-E10","JE292N1","JE292",2016-06-25,"J07","gill",NA,"Raw",NA
"158","U5355","BRN63G-D10","JE292N1","JE292",2016-06-25,"J07","gill",NA,"Raw",NA
"159","U5356","BRN63G-C10","JE292N1","JE292",2016-06-25,"J07","gill",NA,"Raw",NA
"160","U5302","BRN63G-H11","DE300N1","DE300",2016-06-03,"D07","gill",NA,"Raw",NA
"161","U5303","BRN63G-G11","DE300N1","DE300",2016-06-03,"D07","gill",NA,"Raw",NA
"162","U5304","BRN63G-F11","DE300N1","DE300",2016-06-03,"D07","gill",NA,"Raw",NA
"163","U5305","BRN63G-E11","DE300N1","DE300",2016-06-03,"D07","gill",NA,"Raw",NA
"164","U5306","BRN63G-D11","DE300N1","DE300",2016-06-03,"D07","gill",NA,"Raw",NA
"165","U5307","BRN63G-C11","DE300N1","DE300",2016-06-03,"D07","gill",NA,"Raw",NA
"166","U5308","BRN63G-B11","DE300N1","DE300",2016-06-03,"D07","gill",NA,"Raw",NA
"167","U5309","BRN63G-A11","DE300N1","DE300",2016-06-03,"D07","gill",NA,"Raw",NA
"168","U5310","BRN63G-G12","DE300N1","DE300",2016-06-03,"D07","gill",NA,"Raw",NA
"169","U5311","BRN63G-F12","DE300N1","DE300",2016-06-03,"D07","gill",NA,"Raw",NA
"170","U5312","BRN63G-E12","DE327N1","DE327",2016-06-16,"D07","gill",NA,"Raw",NA
"171","U5314","BRN63G-C12","DE327N1","DE327",2016-06-16,"D07","gill",NA,"Raw",NA
"172","U5357","BRN63G-B10","JE213N1","JE213",2015-06-29,"J07","gill",NA,"Raw",NA
"173","U5358","BRN63G-A10","JE213N1","JE213",2015-06-29,"J07","gill",NA,"Raw",NA
"174","U5359","BRN65G-H2","JE213N1","JE213",2015-06-29,"J07","gill",NA,"Raw",NA
"175","U5360","BRN65G-G2","JE213N1","JE213",2015-06-29,"J07","gill",NA,"Raw",NA
"176","U5361","BRN65G-F2","JE213N1","JE213",2015-06-29,"J07","gill",NA,"Raw",NA
"177","U5413","BRN65G-D2","JE213N1","JE213",2015-06-29,"J07","gill",NA,"Raw",NA
"178","U5414","BRN65G-C2","JE213N1","JE213",2015-06-29,"J07","gill",NA,"Raw",NA
"179","U5415","BRN65G-B2","JE213N1","JE213",2015-06-29,"J07","gill",NA,"Raw","1: sample fell into coolbox"
"180","U5416","BRN65G-A2","JE213N1","JE213",2015-06-29,"J07","gill",NA,"Raw",NA
"181","U5417","BRN65G-H4","JE195N1","JE195",2015-06-20,"J07","gill",NA,"Raw",NA
"182","U5418","BRN65G-G4","JE195N1","JE195",2015-06-20,"J07","gill",NA,"Raw",NA
"183","U5419","BRN65G-F4","JE195N1","JE195",2015-06-20,"J07","gill",NA,"Raw",NA
"184","U5420","BRN65G-E4","JE195N1","JE195",2015-06-20,"J07","gill",NA,"Raw",NA
"185","U5421","BRN65G-D4","JE195N1","JE195",2015-06-20,"J07","gill",NA,"Raw",NA
"186","U5389","BRN63G-A9","DE303N1","DE303",2016-06-08,"D11","gill",NA,"Raw",NA
"187","U5393","BRN65G-E1","DE303N1","DE303",2016-06-08,"D11","gill",NA,"Raw",NA
"188","U5395","BRN65G-C1","JE283N1","JE283",2016-06-20,"J07","gill",NA,"Raw",NA
"189","U5396","BRN65G-B1","JE283N1","JE283",2016-06-20,"J07","gill",NA,"Raw",NA
"190","U5397","BRN65G-A1","JE283N1","JE283",2016-06-20,"J07","gill",NA,"Raw",NA
"191","U5398","BRN65G-H3","JE283N1","JE283",2016-06-20,"J07","gill",NA,"Raw",NA
"192","U5399","BRN65G-G3","JE283N1","JE283",2016-06-20,"J07","gill",NA,"Raw",NA
"193","U5400","BRN65G-F3","JE283N1","JE283",2016-06-20,"J07","gill",NA,"Raw",NA
"194","U5401","BRN65G-E3","JE283N1","JE283",2016-06-20,"J07","gill",NA,"Raw",NA
"195","U5402","BRN65G-D3","JE283N1","JE283",2016-06-20,"J07","gill",NA,"Raw",NA
"196","U5403","BRN65G-C3","JE283N1","JE283",2016-06-20,"J07","gill",NA,"Raw",NA
"197","U5404","BRN65G-B3","JE283N1","JE283",2016-06-20,"J07","gill",NA,"Raw",NA
"198","U5405","BRN65G-A3","DE287N1","DE287",2016-05-26,"D07","gill",NA,"Raw",NA
"199","U5315","BRN63G-B12","DE327N1","DE327",2016-06-16,"D07","gill",NA,"Raw",NA
"200","U5316","BRN63G-A12","DE327N1","DE327",2016-06-16,"D07","gill",NA,"Raw",NA
"201","U5317","BRN65G-H7","DE327N1","DE327",2016-06-16,"D07","gill",NA,"Raw",NA
"202","U5318","BRN65G-G7","DE327N1","DE327",2016-06-16,"D07","gill",NA,"Raw",NA
"203","U5319","BRN65G-F7","DE327N1","DE327",2016-06-16,"D07","gill",NA,"Raw",NA
"204","U5320","BRN65G-E7","DE327N1","DE327",2016-06-16,"D07","gill",NA,"Raw",NA
"205","U5408","BRN65G-F5","DE287N1","DE287",2016-05-26,"D07","gill",NA,"Raw",NA
"206","U5409","BRN65G-E5","DE287N1","DE287",2016-05-26,"D07","gill",NA,"Raw",NA
"207","U5410","BRN65G-D5","DE287N1","DE287",2016-05-26,"D07","gill",NA,"Raw",NA
"208","U5411","BRN65G-C5","DE287N1","DE287",2016-05-26,"D07","gill",NA,"Raw",NA
"209","U5437","BRN65G-B5","DE287N1","DE287",2016-05-26,"D07","gill",NA,"Raw",NA
"210","U5438","BRN65G-A5","DE287N1","DE287",2016-05-26,"D07","gill",NA,"Raw",NA
"211","U5133","BRN60G-A12","DE327N1","DE327",2016-06-16,"D07","gill",NA,"Raw",NA
"212","U5134","BRN66G-H1","DE327N1","DE327",2016-06-16,"D07","gill",NA,"Raw",NA
"213","U5135","BRN66G-G1","DE327N1","DE327",2016-06-16,"D07","gill",NA,"Raw",NA
"214","U5136","BRN66G-F1","DE327N1","DE327",2016-06-16,"D07","gill",NA,"Raw",NA
"215","U5137","BRN66G-E1","DE327N1","DE327",2016-06-16,"D07","gill",NA,"Raw",NA
"216","U5139","BRN66G-C1","DE327N1","DE327",2016-06-16,"D07","gill",NA,"Raw",NA
"217","U5141","BRN66G-H2","DE300N1","DE300",2016-06-03,"D07","gill",NA,"Raw",NA
"218","U5144","BRN66G-E2","DE300N1","DE300",2016-06-03,"D07","gill",NA,"Raw",NA
"219","U5145","BRN66G-D2","DE300N1","DE300",2016-06-03,"D07","gill",NA,"Raw",NA
"220","U16516","BRN67G-G11","JE417N1","JE417",2018-05-31,"J09","gill",NA,"Raw",NA
"221","U16517","BRN67G-F11","JE417N1","JE417",2018-05-31,"J09","gill",NA,"Raw",NA
"222","U16439","BRN70G-G10","DE506N1","DE506",2018-05-14,"D07","gill",NA,"Raw",NA
"223","U16518","BRN67G-E11","JE417N1","JE417",2018-05-31,"J09","gill",NA,"Raw",NA
"224","U16433","BRN70G-F10","DE506N1","DE506",2018-05-14,"D07","gill",NA,"Raw",NA
"225","U16264","BRN70G-C7","DE520N3","DE520",2018-06-04,"D09","gill",NA,"Raw",NA
"226","U16265","BRN70G-B7","DE520N3","DE520",2018-06-04,"D09","gill",NA,"Raw",NA
"227","U16268","BRN70G-A7","DE520N3","DE520",2018-06-04,"D09","gill",NA,"Raw",NA
"228","U16269","BRN70G-H9","DE520N3","DE520",2018-06-04,"D09","gill",NA,"Raw",NA
"229","U16011","BRN67G-B11","DE521N1","DE521",2018-06-05,"D27","gill",NA,"Raw",NA
"230","U16012","BRN67G-A11","DE521N1","DE521",2018-06-05,"D27","gill",NA,"Raw",NA
"231","U16013","BRN68G-H2","DE521N1","DE521",2018-06-05,"D27","gill",NA,"Raw",NA
"232","U16014","BRN68G-G2","DE521N1","DE521",2018-06-05,"D27","gill",NA,"Raw",NA
"233","U16015","BRN68G-F2","DE521N1","DE521",2018-06-05,"D27","gill",NA,"Raw",NA
"234","U16016","BRN68G-E2","DE521N1","DE521",2018-06-05,"D27","gill",NA,"Raw",NA
"235","U16017","BRN68G-D2","DE521N1","DE521",2018-06-05,"D27","gill",NA,"Raw",NA
"236","U16018","BRN68G-C2","DE521N1","DE521",2018-06-05,"D27","gill",NA,"Raw",NA
"237","U16019","BRN68G-B2","DE521N1","DE521",2018-06-05,"D27","gill",NA,"Raw",NA
"238","U16020","BRN68G-A2","DE521N1","DE521",2018-06-05,"D27","gill",NA,"Raw",NA
"239","U17095","BRN67G-F10","DE521N1","DE521",2018-06-05,"D27","gill",NA,"Raw","1: Sample lost during capping process"
"240","U16266","BRN70G-G9","DE520N3","DE520",2018-06-04,"D09","gill",NA,"Raw",NA
"241","U16270","BRN70G-F9","DE520N3","DE520",2018-06-04,"D09","gill",NA,"Raw",NA
"242","U17096","BRN67G-E10","DE521N1","DE521",2018-06-05,"D27","gill",NA,"Raw","1: Sample lost during capping process"
"243","U17382","BRN70G-D9","DE534N2","DE534",2018-06-26,"D27","gill",NA,"Raw",NA
"244","U17381","BRN70G-C9","DE534N2","DE534",2018-06-26,"D27","gill",NA,"Raw",NA
"245","U17094","BRN67G-D10","DE521N1","DE521",2018-06-05,"D27","gill",NA,"Raw",NA
"246","U17383","BRN70G-B9","DE534N2","DE534",2018-06-26,"D27","gill",NA,"Raw",NA
"247","U17093","BRN67G-C10","DE521N1","DE521",2018-06-05,"D27","gill",NA,"Raw",NA
"248","U16157","BRN67G-A10","DE513N2","DE513",2018-05-28,"D09","gill",NA,"Raw",NA
"249","U16159","BRN67G-F12","DE513N2","DE513",2018-05-28,"D09","gill",NA,"Raw",NA
"250","U16152","BRN67G-E12","DE513N2","DE513",2018-05-28,"D09","gill",NA,"Raw",NA
"251","U16160","BRN67G-D12","DE513N2","DE513",2018-05-28,"D09","gill",NA,"Raw",NA
"252","U16153","BRN67G-C12","DE513N2","DE513",2018-05-28,"D09","gill",NA,"Raw",NA
"253","U16156","BRN67G-B12","DE513N2","DE513",2018-05-28,"D09","gill",NA,"Raw",NA
"254","U16155","BRN67G-A12","DE513N2","DE513",2018-05-28,"D09","gill",NA,"Raw",NA
"255","U16154","BRN68G-H1","DE513N2","DE513",2018-05-28,"D09","gill",NA,"Raw",NA
"256","U16342","BRN68G-G1","DE513N2","DE513",2018-05-28,"D09","gill",NA,"Raw",NA
"257","U16350","BRN68G-F1","DE513N2","DE513",2018-05-28,"D09","gill",NA,"Raw",NA
"258","U16344","BRN68G-E1","DE513N2","DE513",2018-05-28,"D09","gill",NA,"Raw",NA
"259","U16343","BRN68G-C1","DE513N2","DE513",2018-05-28,"D09","gill",NA,"Raw",NA
"260","U16973","BRN68G-F3","JE417N1","JE417",2018-05-31,"J09","gill",NA,"Raw",NA
"261","U16974","BRN68G-E3","JE417N1","JE417",2018-05-31,"J09","gill",NA,"Raw",NA
"262","U16979","BRN68G-D3","JE417N1","JE417",2018-05-31,"J09","gill",NA,"Raw",NA
"263","U16975","BRN68G-C3","JE417N1","JE417",2018-05-31,"J09","gill",NA,"Raw",NA
"264","U16976","BRN68G-B3","JE417N1","JE417",2018-05-31,"J09","gill",NA,"Raw",NA
"265","U16980","BRN68G-H5","JE417N1","JE417",2018-05-31,"J09","gill",NA,"Raw",NA
"266","U16978","BRN68G-G5","JE417N1","JE417",2018-05-31,"J09","gill",NA,"Raw",NA
"267","U16661","BRN68G-F5","JE414N1","JE414",2018-06-07,"J09","gill",NA,"Raw",NA
"268","U16662","BRN68G-E5","JE414N1","JE414",2018-06-07,"J09","gill",NA,"Raw",NA
"269","U16663","BRN68G-D5","JE414N1","JE414",2018-06-07,"J09","gill",NA,"Raw",NA
"270","U16667","BRN68G-C5","JE414N1","JE414",2018-06-07,"J09","gill",NA,"Raw",NA
"271","U16664","BRN68G-B5","JE414N1","JE414",2018-06-07,"J09","gill",NA,"Raw",NA
