ufn,semsp_id,seine_id,species,package_id,fish_time_out,fish_time_dewar,fork_length_field,height_field,weight_field,lice_id_protocol_field,analysis_planned,fish_field_comments,qc_log
U4522,2016-05-27-J09-SO-2,JE248N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4523,2016-05-27-J09-SO-4,JE248N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4539,2016-06-09-J09-SO-26,JE262N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4540,2016-06-21-D09-SO-6,DE329N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4541,2016-06-21-D09-SO-8,DE329N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4542,2016-06-21-D09-SO-2,DE329N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4543,2016-05-27-J09-SO-10,JE248N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4544,2016-05-27-J09-SO-6,JE248N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4545,2016-05-27-J09-SO-5,JE248N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4546,2016-05-27-J09-SO-8,JE248N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4547,2016-05-27-J09-SO-9,JE248N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4548,2016-05-27-J09-SO-3,JE248N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4390,2016-06-03-J07-SO-22,JE258N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4585,2016-06-03-J07-SO-26,JE258N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4586,2016-05-27-D22-SO-7,DE288N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4587,2016-05-27-D22-SO-16,DE288N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4478,2016-06-03-J07-SO-23,JE258N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4479,2016-06-03-J07-SO-24,JE258N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4480,2016-06-03-J07-SO-30,JE258N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4481,2016-06-03-J07-SO-25,JE258N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4482,2016-05-27-D22-SO-20,DE288N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4483,2016-05-27-D22-SO-10,DE288N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4549,2016-06-03-J07-SO-27,JE258N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4550,2016-06-03-J07-SO-28,JE258N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4551,2016-06-03-J07-SO-29,JE258N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4552,2016-05-14-D07-SO-7,DE261N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4553,2016-05-27-D22-SO-5,DE288N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4382,2016-06-03-J07-SO-19,JE258N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4383,2016-06-01-D27-SO-19,DE293N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4384,2016-05-27-D22-SO-8,DE288N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4385,2016-05-27-D22-SO-6,DE288N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4484,2016-05-27-D22-SO-30,DE288N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4485,2016-05-27-D22-SO-4,DE288N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4486,2016-05-27-D22-SO-14,DE288N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4487,2016-05-27-D22-SO-11,DE288N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4488,2016-05-27-D22-SO-12,DE288N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4609,2016-05-27-D22-SO-15,DE288N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4610,2016-05-27-D22-SO-24,DE288N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4611,2016-05-27-D22-SO-17,DE288N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4612,2016-05-27-D22-SO-25,DE288N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4613,2016-06-09-D07-SO-27,DE308N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4386,2016-05-27-D22-SO-19,DE288N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4387,2016-05-27-D22-SO-22,DE288N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4388,2016-05-27-D22-SO-21,DE288N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4389,2016-05-27-D22-SO-18,DE288N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4588,2016-06-09-D07-SO-28,DE308N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4589,2016-06-09-D07-SO-25,DE308N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4590,2016-06-09-D07-SO-29,DE308N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4591,2016-06-09-D07-SO-23,DE308N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4524,2016-06-09-D07-SO-26,DE308N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4525,2016-06-09-D07-SO-24,DE308N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4526,2016-05-23-D09-SO-19,DE277N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4527,2016-05-23-D09-SO-23,DE277N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4528,2016-05-23-D09-SO-29,DE277N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4529,2016-05-23-D09-SO-17,DE277N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4530,2016-05-23-D09-SO-22,DE277N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4531,2016-05-23-D09-SO-13,DE277N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4532,2016-06-01-J02-SO-3,JE252N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4533,2016-06-04-J03-SO-11,JE261N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4534,2016-06-04-J03-SO-13,JE261N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4535,2016-06-04-J03-SO-14,JE261N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4536,2016-06-04-J03-SO-12,JE261N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4614,2016-06-09-D07-SO-30,DE308N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4615,2016-05-23-D09-SO-10,DE277N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4616,2016-05-23-D09-SO-25,DE277N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4617,2016-05-23-D09-SO-30,DE277N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4618,2016-05-23-D09-SO-11,DE277N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4619,2016-05-23-D09-SO-18,DE277N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4620,2016-05-23-D09-SO-20,DE277N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4621,2016-05-23-D09-SO-16,DE277N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4622,2016-06-04-J03-SO-16,JE261N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4623,2016-06-04-J03-SO-17,JE261N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4624,2016-06-04-J03-SO-9,JE261N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4625,2016-06-04-J03-SO-18,JE261N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4554,2016-06-09-D07-SO-21,DE308N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4555,2016-05-23-D09-SO-12,DE277N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4556,2016-05-23-D09-SO-24,DE277N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4557,2016-05-23-D09-SO-7,DE277N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4558,2016-05-23-D09-SO-21,DE277N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4559,2016-06-01-J02-SO-4,JE252N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4560,2016-06-04-J03-SO-15,JE261N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4561,2016-06-04-J03-SO-20,JE261N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4391,2016-06-09-D07-SO-22,DE308N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4392,2016-05-23-D09-SO-28,DE277N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4633,2016-05-23-D09-SO-26,DE277N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4634,2016-05-23-D09-SO-27,DE277N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4657,2016-06-01-D09-SO-3,DE292N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4658,2016-06-01-D09-SO-6,DE292N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4659,2016-06-01-D09-SO-4,DE292N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4660,2016-06-01-D22-SO-9,DE294N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4661,2016-06-01-D22-SO-10,DE294N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4662,2016-06-01-D22-SO-1,DE294N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4663,2016-05-19-D07-SO-16,DE276N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4664,2016-05-19-D07-SO-30,DE276N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4665,2016-05-19-D07-SO-17,DE276N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4666,2016-05-19-D07-SO-6,DE276N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4667,2016-05-19-D07-SO-1,DE276N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4668,2016-05-19-D07-SO-13,DE276N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4669,2016-05-19-D07-SO-4,DE276N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4670,2016-05-19-D07-SO-2,DE276N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4671,2016-06-07-D09-SO-23,DE301N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4672,2016-06-07-D09-SO-24,DE301N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4626,2016-06-01-D09-SO-9,DE292N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4627,2016-06-01-D09-SO-1,DE292N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4628,2016-06-01-D09-SO-5,DE292N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4629,2016-06-01-D22-SO-8,DE294N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4630,2016-06-01-D22-SO-4,DE294N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4631,2016-06-01-D22-SO-2,DE294N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4632,2016-05-19-D07-SO-18,DE276N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4681,2016-05-19-D07-SO-3,DE276N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4682,2016-05-19-D07-SO-5,DE276N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4683,2016-05-19-D07-SO-7,DE276N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4684,2016-05-19-D07-SO-12,DE276N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4685,2016-05-19-D07-SO-14,DE276N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4686,2016-05-19-D07-SO-15,DE276N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4687,2016-06-07-D09-SO-26,DE301N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4562,2016-06-01-D09-SO-7,DE292N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4563,2016-06-01-D09-SO-8,DE292N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4564,2016-06-01-D22-SO-7,DE294N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4565,2016-06-01-D22-SO-6,DE294N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4566,2016-05-19-D07-SO-28,DE276N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4567,2016-05-19-D07-SO-8,DE276N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4568,2016-05-19-D07-SO-11,DE276N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4569,2016-05-19-D07-SO-9,DE276N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4570,2016-05-19-D07-SO-10,DE276N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4635,2016-06-01-D09-SO-10,DE292N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4636,2016-06-01-D09-SO-2,DE292N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4637,2016-06-01-D22-SO-3,DE294N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4638,2016-06-01-D22-SO-5,DE294N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4688,2016-06-07-D09-SO-29,DE301N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4689,2016-06-07-D09-SO-21,DE301N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4690,2016-06-07-D09-SO-22,DE301N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4691,2016-06-16-D07-SO-20,DE327N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4571,2016-06-07-D09-SO-27,DE301N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4572,2016-06-07-D09-SO-25,DE301N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4573,2016-06-07-D09-SO-30,DE301N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4574,2016-06-07-D09-SO-28,DE301N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4575,2016-06-16-D07-SO-17,DE327N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4576,2016-06-16-D07-SO-11,DE327N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4577,2016-06-16-D07-SO-15,DE327N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4578,2016-06-16-D07-SO-18,DE327N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4639,2016-06-16-D07-SO-12,DE327N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4640,2016-06-16-D07-SO-19,DE327N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4579,2016-06-16-D07-SO-14,DE327N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4580,2016-06-16-D07-SO-16,DE327N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4581,2016-06-16-D07-SO-13,DE327N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4582,2016-05-22-J09-SO-15,JE237N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4583,2016-05-22-J09-SO-12,JE237N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4584,2016-05-22-J09-SO-11,JE237N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4649,2016-05-22-J09-SO-3,JE237N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4650,2016-05-22-J09-SO-4,JE237N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4651,2016-05-22-J09-SO-2,JE237N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U1791,2016-06-14-D09-SO-12,DE322N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U1792,2016-06-14-D09-SO-20,DE322N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U1793,2016-06-14-D09-SO-17,DE322N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U1794,2016-06-14-D09-SO-18,DE322N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U1795,2016-06-14-D09-SO-14,DE322N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U1796,2016-06-14-D09-SO-11,DE322N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U1797,2016-06-14-D09-SO-13,DE322N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U1798,2016-06-14-D09-SO-16,DE322N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U1799,2016-06-14-D09-SO-19,DE322N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U1800,2016-06-14-D09-SO-15,DE322N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U1751,2016-06-02-J09-SO-10,JE255N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U1752,2016-06-02-J09-SO-3,JE255N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U1753,2016-06-02-J09-SO-2,JE255N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U1754,2016-06-02-J09-SO-4,JE255N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U1755,2016-06-02-J09-SO-5,JE255N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U1756,2016-06-02-J09-SO-1,JE255N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U1757,2016-06-02-J09-SO-6,JE255N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U1758,2016-06-02-J09-SO-9,JE255N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U1759,2016-06-02-J09-SO-7,JE255N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U1760,2016-06-02-J09-SO-8,JE255N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U1721,2016-06-18-J09-SO-13,JE274N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U1722,2016-06-18-J09-SO-11,JE274N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U1723,2016-06-18-J09-SO-18,JE274N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U1724,2016-06-18-J09-SO-12,JE274N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U1725,2016-06-18-J09-SO-14,JE274N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U1727,2016-06-18-J09-SO-16,JE274N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U1728,2016-06-18-J09-SO-19,JE274N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U1730,2016-06-18-J09-SO-20,JE274N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U1871,2016-06-16-D07-SO-28,DE327N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U1872,2016-06-16-D07-SO-29,DE327N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U1873,2016-06-16-D07-SO-23,DE327N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U1874,2016-06-16-D07-SO-24,DE327N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U1881,2016-06-16-D07-SO-25,DE327N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U1882,2016-06-16-D07-SO-27,DE327N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U1884,2016-06-16-D07-SO-21,DE327N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U1885,2016-06-16-D07-SO-26,DE327N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U1726,2016-06-18-J09-SO-15,JE274N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U1729,2016-06-18-J09-SO-17,JE274N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U2191,2016-06-10-J03-SO-24,JE266N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U2192,2016-06-10-J03-SO-30,JE266N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U2193,2016-06-10-J03-SO-25,JE266N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U2198,2016-06-10-J03-SO-21,JE266N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U2199,2016-06-10-J03-SO-29,JE266N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U2200,2016-06-10-J03-SO-28,JE266N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U2194,2016-06-10-J03-SO-27,JE266N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U2195,2016-06-10-J03-SO-26,JE266N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U2196,2016-06-10-J03-SO-23,JE266N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U2197,2016-06-10-J03-SO-22,JE266N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U1875,2016-06-16-D07-SO-30,DE327N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U1883,2016-06-16-D07-SO-22,DE327N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4800,2015-05-20-D09-SO-9,DE112N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4801,2015-05-20-D09-SO-4,DE112N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4802,2015-05-20-D09-SO-1,DE112N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4776,2015-05-20-D09-SO-2,DE112N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4777,2015-05-20-D09-SO-5,DE112N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4778,2015-05-20-D09-SO-7,DE112N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4779,2015-05-20-D09-SO-6,DE112N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4780,2015-05-20-D09-SO-10,DE112N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4781,2015-05-20-D09-SO-8,DE112N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4782,2015-06-23-J03-SO-24,JE199N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4783,2015-06-23-J03-SO-30,JE199N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4728,2015-05-20-D09-SO-3,DE112N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4729,2015-06-23-J03-SO-29,JE199N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4730,2015-06-23-J03-SO-23,JE199N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4824,2015-06-14-D09-SO-22,DE183N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4825,2015-07-14-D09-SO-3,DE240N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4826,2015-07-14-D09-SO-8,DE240N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4827,2015-07-14-D09-SO-11,DE240N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4784,2015-06-23-J03-SO-27,JE199N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4785,2015-06-23-J03-SO-25,JE199N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4786,2015-06-23-J03-SO-14,JE199N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4787,2015-06-23-J03-SO-26,JE199N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4788,2015-06-14-D09-SO-5,DE183N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4789,2015-06-14-D09-SO-8,DE183N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4790,2015-06-14-D09-SO-7,DE183N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4791,2015-06-14-D09-SO-2,DE183N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4792,2015-06-14-D09-SO-25,DE183N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4793,2015-07-14-D09-SO-4,DE240N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4731,2015-06-23-J03-SO-20,JE199N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4732,2015-06-23-J03-SO-28,JE199N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4733,2015-06-23-J03-SO-19,JE199N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4734,2015-06-14-D09-SO-9,DE183N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4735,2015-06-14-D09-SO-6,DE183N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4736,2015-06-14-D09-SO-23,DE183N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4737,2015-07-14-D09-SO-12,DE240N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4738,2015-07-14-D09-SO-15,DE240N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4739,2015-07-14-D09-SO-13,DE240N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4740,2015-07-14-D09-SO-2,DE240N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4803,2015-06-23-J03-SO-21,JE199N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4804,2015-06-23-J03-SO-15,JE199N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4805,2015-06-14-D09-SO-26,DE183N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
U4806,2015-06-14-D09-SO-21,DE183N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,,
