survey_date,site_id,gather_lat,gather_long,ysi_unit_sn,sampling_bout,line_out_depth,collected,temperature,salinity,quality_level,quality_log,
2015-06-06,J07,NA,NA,15C100324,1,1,2015-06-06 07:50:52 PST,9.9,28.7,Technician,1: Changed Temperature from 28.7 and Salinity from 9.9 (2018-07-16 JG),
2015-06-07,J06,50.477961,-126.027901,15C100324,1,1,2015-06-07 06:10:10 PST,9.8,28.6,Technician,NA,
2015-06-07,J06,50.477961,-126.027901,15C100324,1,0,2015-06-07 06:10:10 PST,9.9,28.5,Technician,NA,
2015-06-07,J05,50.499716,-126.204842,15C100324,1,0,2015-06-07 08:44:05 PST,9.9,28.7,Technician,NA,
2015-06-07,J05,50.499716,-126.204842,15C100324,1,1,2015-06-07 08:44:05 PST,9.9,28.7,Technician,NA,
2015-06-07,J08,50.480477,-126.413345,15C100324,1,0,2015-06-07 12:25:59 PST,10.8,28.5,Technician,1: Changed Temperature from 10.7 (2018-07-16 JG),
2015-06-07,J08,50.480477,-126.413345,15C100324,1,1,2015-06-07 12:25:59 PST,10.7,28.5,Technician,1: Changed Temperature from 10.8 (2018-07-16 JG),
2015-06-07,D09,50.308038,-125.326978,15B102233,1,0,2015-06-07 12:51:00 PST,11.7,28.5,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-06-07,D09,50.308038,-125.326978,15B102233,1,1,2015-06-07 12:51:00 PST,11.7,28.6,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-06-07,J09,50.539784,-126.782313,15C100324,1,1,2015-06-07 15:59:27 PST,11.3,28.7,Technician,NA,
2015-06-07,J09,50.539784,-126.782313,15C100324,1,0,2015-06-07 15:59:27 PST,12,28.7,Technician,NA,
2015-06-07,D07,NA,NA,15B102233,1,0,2015-06-07 16:13:00 PST,16.8,26.6,Technician,"1: Set location: 50.191495 N -125.1429192: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG",
2015-06-07,D07,NA,NA,15B102233,1,1,2015-06-07 16:13:00 PST,16.5,26.8,Technician,"1: Set location: 50.191495 N -125.1429192: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG",
2015-06-08,J04,50.526797,-126.386767,15C100324,1,0,2015-06-08 08:10:00 PST,10,28.7,Technician,NA,
2015-06-08,J04,50.526797,-126.386767,15C100324,1,1,2015-06-08 08:10:00 PST,9.9,28.8,Technician,NA,
2015-06-08,J03,50.544197,-126.631666,15C100324,1,0,2015-06-08 11:23:00 PST,11.4,28.8,Technician,NA,
2015-06-08,J03,50.544197,-126.631666,15C100324,1,1,2015-06-08 11:23:00 PST,10.6,28.8,Technician,NA,
2015-06-08,J01,50.576849,-126.72192,15C100324,1,0,2015-06-08 14:00:00 PST,11.4,29.2,Technician,NA,
2015-06-08,J01,50.576849,-126.72192,15C100324,1,1,2015-06-08 14:00:00 PST,11,29.3,Technician,NA,
2015-06-09,J02,50.602597,-126.701995,15C100324,1,0,2015-06-09 08:20:00 PST,9.5,29.1,Technician,NA,
2015-06-09,J02,50.602597,-126.701995,15C100324,1,1,2015-06-09 08:20:00 PST,9.5,29.1,Technician,NA,
2015-06-09,D09,NA,NA,15B102233,1,0,2015-06-09 08:34:00 PST,11.4,28.7,Technician,"1: 50.307340 N125.335137 W2: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG",
2015-06-09,D09,NA,NA,15B102233,1,1,2015-06-09 08:34:00 PST,11.4,28.8,Technician,"1: 50.307340 N125.335137 W2: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG",
2015-06-09,D07,50.190378,-125.143752,15B102233,1,0,2015-06-09 15:22:00 PST,11.8,28.6,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-06-09,D07,50.190378,-125.143752,15B102233,1,1,2015-06-09 15:22:00 PST,11.7,28.6,Technician,1: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,
2015-06-11,D09,50.307966,-125.329556,14E100030,1,0,2015-06-11 08:50:00 PST,11.6,28.8,Technician,"1: Changed Temperature from 11.3 (2018-07-16 JG)2: Experiencing problems with location device: it records the location in the field, but for some reason when we re-open the form at the lab after we return, the location has disappeared. We are recording location on our data sheets so until this problem is resolved with IT, we will record location in the notes. Lat: 50.308055 N Lon: -125.330329 W",
2015-06-11,J05,50.500394,-126.208371,15C100324,1,1,2015-06-11 09:10:00 PST,10,28.8,Technician,NA,
2015-06-11,J05,50.500394,-126.208371,15C100324,1,0,2015-06-11 09:10:00 PST,10,28.8,Technician,NA,
2015-06-11,D09,50.307966,-125.329556,14E100030,1,1,2015-06-11 11:01:00 PST,11.5,28.8,Technician,"1: Experiencing problems with location device: it records the location in the field, but for some reason when we re-open the form at the lab after we return, the location has disappeared. We are recording location on our data sheets so until this problem is resolved with IT, we will record location in the notes. Lat: 50.308055 N Lon: -125.330329 W",
2015-06-11,J07,50.459055,-126.169119,15C100324,1,1,2015-06-11 13:35:00 PST,10.6,28.7,Technician,NA,
2015-06-11,J07,50.459055,-126.169119,15C100324,1,0,2015-06-11 13:35:00 PST,11.2,28.6,Technician,NA,
2015-06-11,D07,NA,NA,14E100030,1,0,2015-06-11 13:46:00 PST,11.6,28.7,Technician,1: Lat: 50.190169 N Lon: -125.144372 W,
2015-06-11,D07,NA,NA,14E100030,1,1,2015-06-11 13:46:00 PST,11.4,28.7,Technician,1: Lat: 50.190169 N Lon: -125.144372 W,
2015-06-12,J06,50.479679,-126.026227,15C100324,1,1,2015-06-12 05:55:00 PST,10.2,28.5,Technician,NA,
2015-06-12,J06,50.479679,-126.026227,15C100324,1,0,2015-06-12 05:55:00 PST,10.2,28.5,Technician,NA,
2015-06-13,J09,50.539446,-126.782788,15C100324,1,0,2015-06-13 12:07:07 PST,10.6,28.8,Technician,NA,
2015-06-13,J09,50.539446,-126.782788,15C100324,1,1,2015-06-13 12:07:15 PST,10.5,28.9,Technician,NA,
2015-06-13,D07,50.190513,-125.144402,15B102233,1,0,2015-06-13 16:36:00 PST,12.5,28.9,Technician,NA,
2015-06-13,D07,50.190513,-125.144402,15B102233,1,1,2015-06-13 16:36:00 PST,11.9,28.8,Technician,NA,
2015-06-14,D09,50.307834,-125.330049,15B102233,1,0,2015-06-14 10:05:00 PST,11.4,28.9,Technician,1: Secchi = 13.2m,
2015-06-14,D09,50.307834,-125.330049,15B102233,1,1,2015-06-14 10:05:00 PST,11.3,28.9,Technician,1: Secchi = 13.2m,
2015-06-14,J06,50.479454,-126.025613,15C100324,1,0,2015-06-14 10:30:28 PST,10.7,28.3,Technician,NA,
2015-06-14,J06,50.479454,-126.025613,15C100324,1,1,2015-06-14 10:30:28 PST,10.3,28.5,Technician,NA,
2015-06-14,D11,50.347406,-125.453326,15B102233,1,0,2015-06-14 12:54:00 PST,11,29.2,Technician,1: Secchi 15.5 m,
2015-06-14,D11,50.347406,-125.453326,15B102233,1,1,2015-06-14 12:54:00 PST,10.9,29.3,Technician,1: Secchi 15.5 m,
2015-06-14,J07,50.458298,-126.169971,15C100324,1,1,2015-06-14 13:25:15 PST,10.4,28.9,Technician,NA,
2015-06-14,J07,50.458298,-126.169971,15C100324,1,0,2015-06-14 13:25:15 PST,10.4,28.8,Technician,NA,
2015-06-14,J05,50.49897,-126.212901,15C100324,1,1,2015-06-14 15:36:36 PST,10.3,28.7,Technician,NA,
2015-06-14,J05,50.49897,-126.212901,15C100324,1,0,2015-06-14 15:36:36 PST,10.6,28.7,Technician,NA,
2015-06-15,J04,50.525253,-126.385998,15C100324,1,1,2015-06-15 06:50:38 PST,10,28.8,Technician,NA,
2015-06-15,J04,50.525253,-126.385998,15C100324,1,0,2015-06-15 06:50:38 PST,10.1,28.7,Technician,NA,
2015-06-15,J08,NA,NA,15C100324,1,1,2015-06-15 09:56:17 PST,10.5,28.9,Technician,NA,
2015-06-15,J08,NA,NA,15C100324,1,0,2015-06-15 09:56:17 PST,10.4,28.8,Technician,NA,
2015-06-15,J03,50.547213,-126.674937,15B102233,1,0,2015-06-15 12:55:06 PST,10.2,28.9,Technician,1: Changed Temperature from 10 (2018-07-16 JG),
2015-06-15,J03,50.547213,-126.674937,15B102233,1,1,2015-06-15 12:55:06 PST,10,28.9,Technician,1: Changed Temperature from 10.2 (2018-07-16 JG),
2015-06-15,J10,NA,NA,15C100324,1,0,2015-06-15 15:20:43 PST,10.7,28.8,Technician,NA,
2015-06-15,J10,NA,NA,15C100324,1,1,2015-06-15 15:20:43 PST,10.3,28.9,Technician,NA,
2015-06-16,J01,50.582039,-126.72031,15C100324,1,1,2015-06-16 07:46:36 PST,9.5,29.4,Technician,NA,
2015-06-16,J01,50.582039,-126.72031,15C100324,1,0,2015-06-16 07:46:36 PST,9.5,29.3,Technician,NA,
2015-06-16,J02,NA,NA,15C100324,1,1,2015-06-16 11:14:52 PST,9.6,29.3,Technician,NA,
2015-06-16,J02,NA,NA,15C100324,1,0,2015-06-16 11:14:52 PST,9.9,29.3,Technician,NA,
2015-06-16,D11,NA,NA,15B102233,1,1,2015-06-16 12:55:00 PST,10.9,29.3,Technician,"1: Lat 50.348285 Lon 125.4500112: Secchi 14.9 m3: Secchi 14.9 m
Lat 50.348285 Lon 125.450011",
2015-06-16,D11,NA,NA,15B102233,1,0,2015-06-16 12:55:00 PST,11,29.3,Technician,"1: Lat 50.348285 Lon 125.4500112: Secchi 14.9 m3: Secchi 14.9 m
Lat 50.348285 Lon 125.450011",
2015-06-16,J09,50.543591,-126.814687,15C100324,1,1,2015-06-16 17:48:53 PST,10,29.1,Technician,NA,
2015-06-16,J09,50.543591,-126.814687,15C100324,1,0,2015-06-16 17:48:53 PST,10.6,28.9,Technician,NA,
2015-06-17,J04,NA,NA,15C100324,1,0,2015-06-17 07:01:00 PST,9.8,28.9,Technician,NA,
2015-06-17,J04,NA,NA,15C100324,1,1,2015-06-17 07:01:00 PST,9.8,28.9,Technician,NA,
2015-06-17,J08,NA,NA,15C100324,1,0,2015-06-17 09:24:00 PST,10.3,28.8,Technician,NA,
2015-06-17,J08,NA,NA,15C100324,1,1,2015-06-17 09:24:00 PST,10.3,28.8,Technician,NA,
2015-06-17,J03,NA,NA,15C100324,1,1,2015-06-17 12:40:00 PST,10.3,28.8,Technician,NA,
2015-06-17,J03,NA,NA,15C100324,1,0,2015-06-17 12:40:00 PST,10.4,28.8,Technician,NA,
2015-06-17,D08,50.321539,-125.039238,15B102233,1,0,2015-06-17 13:02:00 PST,17,23.1,Technician,NA,
2015-06-17,D08,50.321539,-125.039238,15B102233,1,1,2015-06-17 13:03:00 PST,16.4,23.6,Technician,NA,
2015-06-18,J06,50.479174,-126.024695,15C100324,1,0,2015-06-18 07:21:00 PST,10.4,28.5,Technician,NA,
2015-06-18,J06,50.479174,-126.024695,15C100324,1,1,2015-06-18 07:21:00 PST,10.3,28.5,Technician,NA,
2015-06-18,J07,50.457347,-126.168582,15C100324,1,0,2015-06-18 09:20:00 PST,10.1,28.8,Technician,NA,
2015-06-18,J07,50.457347,-126.168582,15C100324,1,1,2015-06-18 09:20:00 PST,10,28.9,Technician,NA,
2015-06-18,D11,NA,NA,15B102233,1,0,2015-06-18 10:25:00 PST,10.7,29.5,Technician,"1: Changed Salinity from 29.6 (2018-07-16 JG)2: Secchi 13.0",
2015-06-18,D11,NA,NA,15B102233,1,1,2015-06-18 10:25:00 PST,10.7,29.6,Technician,"1: Changed Salinity from 29.5 (2018-07-16 JG)2: Secchi 13.0",
2015-06-18,J05,50.500079,-126.210108,15C100324,1,0,2015-06-18 11:57:00 PST,10.2,28.9,Technician,NA,
2015-06-18,J05,50.500079,-126.210108,15C100324,1,1,2015-06-18 11:57:00 PST,10.1,28.9,Technician,NA,
2015-06-18,D09,NA,NA,15B102233,1,0,2015-06-18 12:54:00 PST,11.3,29.2,Technician,"1: Lat 50.308190 Lon 125.3269352: Secchi 11.43: Secchi 11.4
Lat 50.308190 Lon 125.326935",
2015-06-18,D09,NA,NA,15B102233,1,1,2015-06-18 12:54:00 PST,11.1,29.2,Technician,"1: Lat 50.308190 Lon 125.3269352: Secchi 11.43: Secchi 11.4
Lat 50.308190 Lon 125.326935",
2015-06-18,J01,50.580703,-126.722562,15C100324,1,1,2015-06-18 16:31:00 PST,9.5,29.4,Technician,NA,
2015-06-18,J01,50.580703,-126.722562,15C100324,1,0,2015-06-18 16:31:00 PST,9.8,29.3,Technician,1: Changed Salinity from 29.4 (2018-07-16 JG),
2015-06-19,J02,50.602641,-126.701554,15C100324,1,0,2015-06-19 03:47:50 PST,10,29.3,Technician,NA,
2015-06-19,J02,50.602641,-126.701554,15C100324,1,1,2015-06-19 03:47:50 PST,9.7,29.2,Technician,NA,
2015-06-19,D04,50.003478,-125.138713,15B102233,1,0,2015-06-19 07:42:00 PST,14,26.4,Technician,1: Secchi 4.0,
2015-06-19,D04,50.003478,-125.138713,15B102233,1,1,2015-06-19 07:42:00 PST,14,26.7,Technician,1: Secchi 4.0,
2015-06-19,J09,50.544194,-126.818668,15C100324,1,1,2015-06-19 08:36:05 PST,9.9,29,Technician,NA,
2015-06-19,J09,50.544194,-126.818668,15C100324,1,0,2015-06-19 08:36:05 PST,10,28.7,Technician,NA,
2015-06-19,J10,50.558179,-126.733645,15C100324,1,0,2015-06-19 11:36:15 PST,10.5,28.8,Technician,NA,
2015-06-19,J10,50.558179,-126.733645,15C100324,1,1,2015-06-19 11:36:15 PST,10.3,28.8,Technician,NA,
2015-06-19,D06,50.098945,-125.271514,15B102233,1,0,2015-06-19 12:16:00 PST,10.3,28.1,Technician,1: Secchi 9.4 m,
2015-06-19,D06,50.098945,-125.271514,15B102233,1,1,2015-06-19 12:20:00 PST,10.8,29.2,Technician,1: Secchi 9.4 m,
2015-06-20,J04,50.519035,-126.408281,15C100324,1,1,2015-06-20 08:14:56 PST,10,28.8,Technician,NA,
2015-06-20,J04,50.519035,-126.408281,15C100324,1,0,2015-06-20 08:14:56 PST,10,28.8,Technician,NA,
2015-06-20,J08,50.481127,-126.411072,15C100324,1,0,2015-06-20 10:34:45 PST,10.4,28.6,Technician,NA,
2015-06-20,J08,50.481127,-126.411072,15C100324,1,1,2015-06-20 10:34:50 PST,10.3,28.6,Technician,NA,
2015-06-20,D11,NA,NA,15B102233,1,0,2015-06-20 11:47:00 PST,10.8,29.6,Technician,"1: Secchi 10.8 m2: Secchi 10.8 m
Set Location: 50.347580N -125.455296W3: Set Location: 50.347580N -125.455296W",
2015-06-20,D11,NA,NA,15B102233,1,1,2015-06-20 11:47:00 PST,10.8,29.6,Technician,"1: Secchi 10.8 m2: Secchi 10.8 m
Set Location: 50.347580N -125.455296W3: Set Location: 50.347580N -125.455296W",
2015-06-20,D09,NA,NA,15B102233,1,1,2015-06-20 15:06:00 PST,11.4,29.3,Technician,"1: Secchi 10.4 m2: Secchi 10.4 m
Set location: 50.305973 N -125.335880W3: Set location: 50.305973 N -125.335880W",
2015-06-20,D09,NA,NA,15B102233,1,0,2015-06-20 15:06:00 PST,11.5,29.3,Technician,"1: Secchi 10.4 m2: Secchi 10.4 m
Set location: 50.305973 N -125.335880W3: Set location: 50.305973 N -125.335880W",
2015-06-20,J07,50.457892,-126.169688,15C100324,1,1,2015-06-20 16:21:00 PST,10.7,28.9,Technician,NA,
2015-06-20,J07,50.457892,-126.169688,15C100324,1,0,2015-06-20 16:21:00 PST,11.4,28.8,Technician,NA,
2015-06-21,J06,50.475954,-126.02681,15C100324,1,1,2015-06-21 07:51:25 PST,9.8,28.9,Technician,NA,
2015-06-21,J06,50.475954,-126.02681,15C100324,1,0,2015-06-21 07:51:25 PST,9.9,28.9,Technician,NA,
2015-06-21,J05,NA,NA,15C100324,1,1,2015-06-21 10:36:10 PST,9.8,28.9,Technician,"1: Changed Temperature from 9.9 (2018-07-16 JG)2: Gather location would not save after multiple attempts",
2015-06-21,J05,NA,NA,15C100324,1,0,2015-06-21 10:36:10 PST,10,28.9,Technician,1: Gather location would not save after multiple attempts,
2015-06-21,J10,50.55846,-126.732418,15C100324,1,1,2015-06-21 14:19:50 PST,10.9,28.8,Technician,1: Changed Salinity from 28.9 (2018-07-16 JG),
2015-06-21,J10,50.55846,-126.732418,15C100324,1,0,2015-06-21 14:19:50 PST,10.7,28.8,Technician,NA,
2015-06-22,D10,50.44911,-125.324304,15B102233,1,0,2015-06-22 10:01:00 PST,10.8,29,Technician,1: Secchi 10.5 m,
2015-06-22,D10,50.44911,-125.324304,15B102233,1,1,2015-06-22 10:01:00 PST,10.6,28.9,Technician,1: Secchi 10.5 m,
2015-06-22,D09,50.307484,-125.330714,15B102233,1,0,2015-06-22 14:54:00 PST,11.8,28.9,Technician,NA,
2015-06-22,D09,50.307484,-125.330714,15B102233,1,1,2015-06-22 14:55:00 PST,11.4,28.9,Technician,NA,
2015-06-23,J03,50.547821,-126.677316,15C100324,1,0,2015-06-23 07:27:00 PST,10.6,28.6,Technician,NA,
2015-06-23,J03,50.547821,-126.677316,15C100324,1,1,2015-06-23 07:27:00 PST,10.6,28.6,Technician,NA,
2015-06-23,J01,50.582124,-126.720846,15C100324,1,0,2015-06-23 09:44:00 PST,9.9,28.9,Technician,NA,
2015-06-23,J01,50.582124,-126.720846,15C100324,1,1,2015-06-23 09:45:00 PST,9.9,29,Technician,NA,
2015-06-23,D06,50.102543,-125.276026,15B102233,1,0,2015-06-23 10:38:00 PST,11.2,28.9,Technician,1: Secchi 13.7 m,
2015-06-23,D06,50.102543,-125.276026,15B102233,1,1,2015-06-23 10:39:00 PST,11.1,29,Technician,1: Secchi 13.7 m,
2015-06-23,J02,50.602285,-126.702922,15C100324,1,0,2015-06-23 13:09:07 PST,10.8,28.5,Technician,1: Changed Site ID from JS2 (2018-07-16 JG),
2015-06-23,J02,50.602285,-126.702922,15C100324,1,1,2015-06-23 13:09:07 PST,10.3,28.7,Technician,1: Changed Site ID from JS2 (2018-07-16 JG),
2015-06-23,J09,50.544419,-126.817603,15C100324,1,1,2015-06-23 17:12:00 PST,11.1,28.9,Technician,1: Changed Temperature from 28.9 and Salinity from 11.1 (2018-07-16 JG),
2015-06-23,J09,50.544419,-126.817603,15C100324,1,0,2015-06-23 17:12:00 PST,11.8,29,Technician,1: Changed Temperature from 29 and Salinity from 11.8 (2018-07-16 JG),
2015-06-24,J06,NA,NA,15C100324,1,0,2015-06-24 07:03:00 PST,10.5,28.8,Technician,NA,
2015-06-24,J06,NA,NA,15C100324,1,1,2015-06-24 07:03:00 PST,10.4,28.8,Technician,NA,
2015-06-24,D10,50.440489,-125.270759,15B102233,1,1,2015-06-24 08:14:00 PST,10.5,29,Technician,1: Secchi 11.0 m,
2015-06-24,D10,50.440489,-125.270759,15B102233,1,0,2015-06-24 08:14:00 PST,10.6,28.7,Technician,1: Secchi 11.0 m,
2015-06-24,J07,NA,NA,15C100324,1,0,2015-06-24 09:18:00 PST,10.8,28.6,Technician,NA,
2015-06-24,J07,NA,NA,15C100324,1,1,2015-06-24 09:18:00 PST,10.4,28.9,Technician,NA,
2015-06-24,D11,50.348554,-125.445381,15B102233,1,0,2015-06-24 10:20:00 PST,11.2,29.2,Technician,1: Secchi 13.8 m,
2015-06-24,D11,50.348554,-125.445381,15B102233,1,1,2015-06-24 10:21:00 PST,11.2,29.2,Technician,1: Secchi 13.8 m,
2015-06-24,J05,NA,NA,15C100324,1,0,2015-06-24 12:01:00 PST,10.5,28.7,Technician,NA,
2015-06-24,J05,NA,NA,15C100324,1,1,2015-06-24 12:01:00 PST,10.4,28.7,Technician,NA,
2015-06-24,D09,50.307106,-125.325928,15B102233,1,1,2015-06-24 12:30:00 PST,11.6,28.9,Technician,1: Secchi 12.2,
2015-06-24,D09,50.307106,-125.325928,15B102233,1,0,2015-06-24 12:30:00 PST,11.7,28.9,Technician,1: Secchi 12.2,
2015-06-24,J08,50.478533,-126.415897,15C100324,1,0,2015-06-24 14:45:00 PST,11,28.5,Technician,NA,
2015-06-24,J08,50.478533,-126.415897,15C100324,1,1,2015-06-24 14:45:00 PST,10.9,28.5,Technician,NA,
2015-06-27,J10,50.557381,-126.731109,15C100324,1,0,2015-06-27 08:07:00 PST,10.3,28.9,Technician,NA,
2015-06-27,J10,50.557381,-126.731109,15C100324,1,1,2015-06-27 08:07:00 PST,10.2,28.9,Technician,NA,
2015-06-27,D09,50.306852,-125.334925,15B102233,1,0,2015-06-27 11:15:00 PST,12.7,28.4,Technician,1: Secchi 15.4 m,
2015-06-27,J01,NA,NA,15C100324,1,0,2015-06-27 11:15:00 PST,11.2,27.1,Raw,"1: Added missing data to portal 2019-08-18 JG2: Gather location did not save.",
2015-06-27,J01,NA,NA,15C100324,1,1,2015-06-27 11:15:00 PST,11,27.2,Raw,"1: Added missing data to portal 2019-08-18 JG2: Gather location did not save.",
2015-06-27,D09,50.306852,-125.334925,15B102233,1,1,2015-06-27 11:15:00 PST,12.1,28.4,Technician,1: Secchi 15.4 m,
2015-06-27,J01,NA,NA,15C100324,1,0,2015-06-27 12:00:00 PST,11.2,27.1,Raw,"1: Added missing data to portal 2019-08-18 JG2: Gather location did not save.",
2015-06-27,J01,NA,NA,15C100324,1,1,2015-06-27 12:00:00 PST,11,27.2,Raw,"1: Added missing data to portal 2019-08-18 JG2: Gather location did not save.",
2015-06-27,J09,50.54436,-126.819082,15C100324,1,0,2015-06-27 17:21:00 PST,14.4,29.1,Technician,NA,
2015-06-27,J09,50.54436,-126.819082,15C100324,1,1,2015-06-27 17:21:00 PST,11.5,29.2,Technician,NA,
2015-06-28,J02,50.602528,-126.702007,15C100324,1,1,2015-06-28 06:49:00 PST,9.6,29.3,Technician,NA,
2015-06-28,J02,50.602528,-126.702007,15C100324,1,0,2015-06-28 06:49:00 PST,9.7,29.2,Technician,NA,
2015-06-28,J03,50.542829,-126.641526,15C100324,1,0,2015-06-28 11:49:00 PST,11.9,28.9,Technician,NA,
2015-06-28,J03,50.542829,-126.641526,15C100324,1,1,2015-06-28 11:50:00 PST,11.7,28.8,Technician,NA,
2015-06-29,J08,50.479532,-126.416476,15C100324,1,0,2015-06-29 07:13:30 PST,11.8,28.6,Technician,NA,
2015-06-29,J08,50.479532,-126.416476,15C100324,1,1,2015-06-29 07:13:30 PST,11.6,28.5,Technician,NA,
2015-06-29,D11,50.348645,-125.446688,15B102233,1,1,2015-06-29 10:14:00 PST,11.4,29.2,Technician,1: Secchi 12.9 m,
2015-06-29,D11,50.348645,-125.446688,15B102233,1,0,2015-06-29 10:14:00 PST,11.4,29.1,Technician,1: Secchi 12.9 m,
2015-06-29,J07,50.458408,-126.168236,15C100324,1,0,2015-06-29 10:20:20 PST,10.9,28.9,Technician,NA,
2015-06-29,J07,50.458408,-126.168236,15C100324,1,1,2015-06-29 10:20:20 PST,10.7,28.8,Technician,NA,
2015-06-29,D09,50.307196,-125.333301,15B102233,1,1,2015-06-29 13:07:00 PST,12.1,28.5,Technician,1: Secchi 10.5 m,
2015-06-29,D09,50.307196,-125.333301,15B102233,1,0,2015-06-29 13:07:00 PST,12.4,28.6,Technician,1: Secchi 10.5 m,
2015-07-01,J10,50.557964,-126.732132,15C100324,1,1,2015-07-01 07:50:00 PST,10.2,29.1,Technician,1: Changed Temperature from 10.3 (2018-07-16 JG),
2015-07-01,J10,50.557964,-126.732132,15C100324,1,0,2015-07-01 07:50:00 PST,10.3,29,Technician,NA,
2015-07-01,J03,NA,NA,15C100324,1,0,2015-07-01 08:39:59 PST,12.1,28.8,Raw,1: Added missing data to portal 2019-08-18 JG,
2015-07-01,J03,NA,NA,15C100324,1,1,2015-07-01 08:39:59 PST,11,28.9,Raw,1: Added missing data to portal 2019-08-18 JG,
2015-07-01,J03,NA,NA,15C100324,1,0,2015-07-01 09:40:00 PST,12.1,28.8,Raw,1: Added missing data to portal 2019-08-18 JG,
2015-07-01,J03,NA,NA,15C100324,1,1,2015-07-01 09:40:00 PST,11,28.9,Raw,1: Added missing data to portal 2019-08-18 JG,
2015-07-01,J09,50.543587,-126.817736,15C101449,1,0,2015-07-01 13:34:00 PST,11.3,29.1,Technician,NA,
2015-07-01,J09,50.543587,-126.817736,15C101449,1,1,2015-07-01 13:34:30 PST,11.2,29,Technician,NA,
2015-07-02,D09,50.304319,-125.338056,15B102233,1,0,2015-07-02 12:07:00 PST,12.1,32.1,Technician,"1: Changed Temperature from 12 (2018-07-16 JG)2: Secchi 12.9 m",
2015-07-02,D09,50.304319,-125.338056,15B102233,1,1,2015-07-02 12:12:00 PST,11.9,32.2,Technician,1: Secchi 12.9 m,
2015-07-05,D11,50.348557,-125.445679,15B102233,1,1,2015-07-05 14:59:00 PST,11.3,28.9,Technician,1: Secchi 11.9 m,
2015-07-05,D11,50.348557,-125.445679,15B102233,1,0,2015-07-05 14:59:00 PST,11.4,28.8,Technician,1: Secchi 11.9 m,
2015-07-06,D09,50.306303,-125.316594,15B102233,1,1,2015-07-06 07:53:00 PST,11.4,29.1,Technician,1: Secchi 11.3 m,
2015-07-06,D09,50.306303,-125.316594,15B102233,1,0,2015-07-06 07:53:00 PST,11.4,29.1,Technician,1: Secchi 11.3 m,
2015-07-06,D11,50.348394,-125.448635,15B102233,1,1,2015-07-06 10:41:00 PST,11,29.3,Technician,1: Secchi 11.6 m,
2015-07-06,D11,50.348394,-125.448635,15B102233,1,0,2015-07-06 10:41:00 PST,11.1,29.3,Technician,1: Secchi 11.6 m,
2015-07-07,J09,50.541362,-126.779813,15C100324,1,1,2015-07-07 11:46:50 PST,10.4,29.3,Technician,NA,
2015-07-07,J09,50.541362,-126.779813,15C100324,1,0,2015-07-07 11:46:50 PST,10.5,29.5,Technician,NA,
2015-07-07,D11,50.34823,-125.455593,15B102233,1,0,2015-07-07 13:34:00 PST,11.6,29.6,Technician,1: Secchi 12.9 m,
2015-07-07,D11,50.34823,-125.455593,15B102233,1,1,2015-07-07 13:34:00 PST,11.3,29.7,Technician,1: Secchi 12.9 m,
2015-07-07,D09,50.308225,-125.329748,15B102233,1,0,2015-07-07 15:58:00 PST,12.6,29.2,Technician,1: Secchi 11.4 m,
2015-07-07,D09,50.308225,-125.329748,15B102233,1,1,2015-07-07 15:59:00 PST,12.2,29.2,Technician,1: Secchi 11.4 m,
2015-07-14,D09,50.30711,-125.332922,15B102233,1,1,2015-07-14 08:50:00 PST,12,28.8,Technician,1: Secchi 10.0 m,
2015-07-14,D09,50.30711,-125.332922,15B102233,1,0,2015-07-14 08:50:00 PST,12,28.7,Technician,1: Secchi 10.0 m,
2015-07-14,D11,50.348205,-125.454567,15B102233,1,1,2015-07-14 12:33:00 PST,11.7,29.2,Technician,1: Secchi 15.8 m,
2015-07-14,D11,50.348205,-125.454567,15B102233,1,0,2015-07-14 12:33:00 PST,11.9,29.2,Technician,1: Secchi 15.8 m,
2016-05-07,D22,50.224243,-125.395419,15B102233,1,0,2016-05-07 07:50:00 PST,10,28.9,Technician,NA,
2016-05-07,D22,50.224243,-125.395419,15B102233,1,1,2016-05-07 07:50:00 PST,10,28.9,Technician,NA,
2016-05-07,D23,NA,NA,15B102233,1,0,2016-05-07 11:25:00 PST,10.3,28.5,Technician,NA,
2016-05-07,D23,NA,NA,15B102233,1,1,2016-05-07 11:25:00 PST,10.2,28.8,Technician,NA,
2016-05-07,D09,NA,NA,15B102233,1,1,2016-05-07 13:19:00 PST,10.5,28.7,Technician,1: YSI time estimated 15 min after time of set (no fish caught) (no data recorded). Added 2018-07-18 JG,
2016-05-07,D09,NA,NA,15B102233,1,0,2016-05-07 13:19:00 PST,10.7,28.7,Technician,1: YSI time estimated 15 min after time of set (no fish caught) (no data recorded). Added 2018-07-18 JG,
