ufn,date_liced,lab_count_fine_no_id,lab_count_fine_total,lep_cop,lep_cunifer_cop,lep_chal_a,lep_chal_b,lep_pa_m_1,lep_pa_m_2,lep_pa_f_1,lep_pa_f_2,lep_pa_unid,lep_a_m,lep_a_f,lep_grav_f,cal_cop,cal_chal_a_1,cal_chal_a_2,cal_chal_b_3,cal_chal_b_4_f,cal_chal_b_4_m,cal_chal_4_unid,cal_chal_a_unid,cal_chal_b_unid,cal_pa_m,cal_pa_f,cal_a_m,cal_a_f,cal_grav_f,cal_mot_unid,unid_louse,lab_staff,comments,quality_level,quality_log
U549,2018-02-01,14,10,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U547,2018-02-01,10,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U536,2018-02-01,8,8,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,LP,NA,Raw,NA
U537,2018-02-01,3,5,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U529,2018-02-01,10,8,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U538,2018-02-01,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U539,2018-02-01,9,9,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U550,2018-02-01,14,13,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,LP,NA,Raw,NA
U565,2018-02-05,15,14,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U583,2018-02-05,10,12,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,1,0,1,0,0,0,1,1,0,0,0,0,0,LP,NA,Raw,NA
U556,2018-02-05,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,7,3,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U564,2018-02-05,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U563,2018-02-05,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,LP,NA,Raw,NA
U554,2018-02-05,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U581,2018-02-05,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,LP,NA,Raw,NA
U540,2018-02-05,23,25,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,3,2,1,0,0,0,0,3,0,0,0,0,0,LP,NA,Raw,NA
U582,2018-02-05,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,1,1,0,0,0,0,0,1,0,0,1,0,LP,Cal mot missing posterior end,Raw,NA
U562,2018-02-05,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,LP,NA,Raw,NA
U561,2018-02-05,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U555,2018-02-05,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,LP,NA,Raw,NA
U552,2018-02-05,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U553,2018-02-05,8,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U551,2018-02-05,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,1,0,0,0,1,0,LP,Cal mot missing posterior end,Raw,NA
U648,2018-02-06,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,LP,NA,Raw,NA
U592,2018-02-06,8,8,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U723,2018-02-06,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U706,2018-02-06,18,21,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,2,2,3,0,0,0,1,0,0,0,0,0,0,LP,NA,Raw,NA
U722,2018-02-06,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U708,2018-02-06,23,21,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,3,2,3,1,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U707,2018-02-06,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U652,2018-02-06,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,3,1,1,0,0,0,0,0,0,0,0,0,LP,Cal C4 missing posterior end,Raw,NA
U623,2018-02-06,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,2,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U620,2018-02-06,4,7,1,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U644,2018-02-06,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U646,2018-02-06,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,1,0,0,0,0,1,1,1,0,2,0,0,LP,NA,Raw,NA
U619,2018-02-06,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U643,2018-02-06,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,LP,NA,Raw,NA
U653,2018-02-06,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,2,0,0,0,1,1,0,0,1,0,0,LP,NA,Raw,NA
U645,2018-02-06,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,1,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U661,2018-02-06,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U711,2018-02-06,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U705,2018-02-06,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U704,2018-02-06,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U721,2018-02-06,16,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,3,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U600,2018-02-06,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U616,2018-02-06,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,0,1,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U622,2018-02-06,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U662,2018-02-06,24,25,0,0,1,0,0,0,0,0,0,0,0,0,2,5,5,4,0,4,0,0,0,0,2,0,0,2,0,0,LP,NA,Raw,NA
U813,2018-02-07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U719,2018-02-07,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U754,2018-02-07,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,1,1,0,0,0,0,1,0,0,0,0,0,LP,NA,Raw,NA
U783,2018-02-07,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U720,2018-02-07,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U734,2018-02-07,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U782,2018-02-07,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U781,2018-02-07,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,1,1,0,0,0,0,0,0,0,0,0,LP,Cal C4 missing posterior end,Raw,NA
U784,2018-02-07,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U761,2018-02-07,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U816,2018-02-07,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U814,2018-02-07,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,7,3,0,0,0,0,1,0,0,0,0,0,0,LP,NA,Raw,NA
U815,2018-02-07,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U831,2018-02-07,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U800,2018-02-07,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U714,2018-02-07,18,15,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,2,2,3,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U724,2018-02-07,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U712,2018-02-07,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,4,3,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U630,2018-02-07,12,12,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,1,0,0,0,0,0,0,0,0,1,0,0,0,LP,NA,Raw,NA
U788,2018-02-07,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,LP,NA,Raw,NA
U789,2018-02-07,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,LP,NA,Raw,NA
U790,2018-02-07,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,2,0,0,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U740,2018-02-07,21,18,0,0,0,0,0,0,0,0,0,0,0,0,2,6,6,0,2,2,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U766,2018-02-07,8,8,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U739,2018-02-07,8,9,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U717,2018-02-07,13,12,0,0,2,1,0,0,0,0,0,0,0,0,1,4,2,0,1,0,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U10403,2018-02-13,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U10404,2018-02-13,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U10405,2018-02-13,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U10406,2018-02-13,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U10407,2018-02-13,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U10409,2018-02-13,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U10410,2018-02-13,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U10961,2018-02-13,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U10962,2018-02-13,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,LP,NA,Raw,NA
U10964,2018-02-13,NA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U10969,2018-02-13,NA,16,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,5,0,3,2,0,0,0,1,1,0,0,0,0,LP,NA,Raw,NA
U10970,2018-02-13,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U10723,2018-02-13,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U10724,2018-02-13,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,LP,hemorhagging chalimus scar,Raw,NA
U10725,2018-02-13,NA,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,LP,Cal mot missing posterior end,Raw,NA
U10726,2018-02-13,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U10728,2018-02-13,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U10729,2018-02-13,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,LP,NA,Raw,NA
U10163,2018-02-14,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U10170,2018-02-14,NA,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U10246,2018-02-14,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U10248,2018-02-14,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U12565,2018-02-14,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,LP,NA,Raw,NA
U12570,2018-02-14,NA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U10966,2018-02-14,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U12641,2018-02-14,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U12642,2018-02-14,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U12643,2018-02-14,NA,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U12647,2018-02-14,NA,6,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U12649,2018-02-14,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U12962,2018-02-14,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U12963,2018-02-14,NA,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U12965,2018-02-14,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,LP,C mot missing posterior end,Raw,NA
U12967,2018-02-14,NA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U12968,2018-02-14,NA,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U10802,2018-02-14,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U10804,2018-02-14,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,LP,JG missed one GC mot.,Raw,NA
U10081,2018-02-15,NA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U10087,2018-02-15,NA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U10088,2018-02-15,NA,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,1,0,0,1,0,LP,one C mot missing posterior end,Raw,NA
U10090,2018-02-15,NA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U10242,2018-02-15,NA,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U10243,2018-02-15,NA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U12563,2018-02-15,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U12566,2018-02-15,NA,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,4,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U12567,2018-02-15,NA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,LP,NA,Raw,NA
U12569,2018-02-15,NA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U12645,2018-02-15,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U12646,2018-02-15,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U12648,2018-02-15,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U12650,2018-02-15,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U11121,2018-02-15,NA,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U11122,2018-02-15,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U11128,2018-02-15,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U11129,2018-02-15,NA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,LP,NA,Raw,NA
U10082,2018-02-16,NA,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U10561,2018-02-16,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,LP,C mot missing posterior end; KB missed mot in bag,Raw,NA
U10563,2018-02-16,NA,10,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U10567,2018-02-16,NA,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U10568,2018-02-16,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U10570,2018-02-16,NA,9,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U10641,2018-02-16,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U10642,2018-02-16,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U10648,2018-02-16,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U10650,2018-02-16,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U11123,2018-02-16,NA,10,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U11125,2018-02-16,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U12803,2018-02-16,NA,6,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U12805,2018-02-16,NA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U12807,2018-02-16,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U826,2018-02-19,6,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,LP,NA,Raw,NA
U849,2018-02-19,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,LP,NA,Raw,NA
U861,2018-02-19,9,9,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U840,2018-02-19,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U846,2018-02-19,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,LP,NA,Raw,NA
U850,2018-02-19,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U847,2018-02-19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U864,2018-02-19,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U844,2018-02-19,13,16,0,1,0,0,0,0,0,0,0,0,0,0,2,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U845,2018-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U809,2018-02-19,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U810,2018-02-19,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,LP,NA,Raw,NA
U758,2018-02-19,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U821,2018-02-19,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U822,2018-02-19,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U823,2018-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,0 lice found- no vial,Raw,NA
U1162,2018-02-19,20,20,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,7,3,4,2,0,0,1,0,0,0,0,0,0,LP,both Cal C4 UNIDs missing posterior end,Raw,NA
