seine_id,survey_id,set_number,set_type,lat,long,set_time,time_searching,set_sliders,set_poppers,set_dimpling,fish_retained,so_taken,so_total,pi_taken,pi_total,cu_taken,cu_total,co_taken,co_total,he_taken,he_total,ck_taken,ck_total,collection_protocol,seine_comments,qc_log
JE180N1,JE180,1,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,
JE180N2,JE180,2,targeted,50.59549,-126.69036,2015-06-16 08:30:00 PDT,30,NA,NA,NA,yes,6,6,10,200,10,400,2,3,1,1,NA,NA,SEMSP,NA,
JE181N1,JE181,1,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,
JE181N2,JE181,2,targeted,50.54327,-126.81252,2015-06-16 15:30:00 PDT,60,NA,NA,NA,yes,30,700,9,200,10,1500,8,8,10,20,NA,NA,SEMSP,NA,
JE182N1,JE182,1,targeted,50.52491,-126.38617,2015-06-17 06:02:00 PDT,3,NA,NA,NA,yes,3,3,10,50,10,300,0,0,0,0,NA,NA,SEMSP,NA,
JE183N1,JE183,1,targeted,50.47943,-126.41631,2015-06-17 07:51:00 PDT,0,NA,NA,NA,yes,30,35,4,4,10,100,0,0,2,2,NA,NA,SEMSP,NA,
JE184N1,JE184,1,targeted,50.5463,-126.66727,2015-06-17 11:50:00 PDT,2,NA,NA,NA,yes,3,3,10,80,10,500,0,0,10,20,NA,NA,SEMSP,NA,
JE185N1,JE185,1,targeted,50.47909,-126.02584,2015-06-18 05:35:00 PDT,3,NA,NA,NA,yes,20,20,2,2,10,300,0,0,0,0,NA,NA,SEMSP,NA,
JE186N1,JE186,1,targeted,50.45747,-126.16879,2015-06-18 08:47:00 PDT,0,NA,NA,NA,yes,30,300,1,2,10,3000,0,1,0,0,NA,NA,SEMSP,"So many fish in net - unsure of true numbers for herring, coho, pink. Saw one pink & coho and never saw again.",
JE187N1,JE187,1,targeted,50.49921,-126.20961,2015-06-18 11:15:00 PDT,10,NA,NA,NA,yes,17,17,10,20,10,300,0,0,0,0,NA,NA,SEMSP,NA,
JE188N1,JE188,1,targeted,50.58086,-126.72272,2015-06-18 13:23:00 PDT,10,NA,NA,NA,yes,4,4,10,200,10,6000,0,0,4,10,NA,NA,SEMSP,Too many fish to sort through - lost herring in amongst other fish,
JE189N1,JE189,1,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,
JE189N2,JE189,2,targeted,50.54362,-126.81951,2015-06-19 06:35:00 PDT,1,NA,NA,NA,yes,30,200,10,50,10,1000,0,0,1,1,NA,NA,SEMSP,NA,
JE190N1,JE190,1,targeted,50.55814,-126.73386,2015-06-19 09:51:00 PDT,1,NA,NA,NA,yes,30,200,10,20,10,400,0,0,8,8,NA,NA,SEMSP,NA,
JE191N1,JE191,1,targeted,50.60263,-126.70188,2015-06-19 14:19:00 PDT,1,NA,NA,NA,yes,30,50,10,100,10,200,1,1,6,6,NA,NA,SEMSP,NA,
JE192N1,JE192,1,targeted,50.5194,-126.40831,2015-06-20 06:20:00 PDT,2,NA,NA,NA,yes,30,30,10,200,10,300,0,0,4,4,NA,NA,SEMSP,NA,
JE193N1,JE193,1,targeted,50.48001,-126.41469,2015-06-20 09:21:00 PDT,0,NA,NA,NA,yes,5,5,10,100,10,200,0,0,0,0,NA,NA,SEMSP,NA,
JE195N1,JE195,1,targeted,50.45804,-126.16997,2015-06-20 15:30:00 PDT,4,NA,NA,NA,yes,24,24,10,50,10,250,0,0,0,0,NA,NA,SEMSP,NA,
JE196N1,JE196,1,targeted,50.4763,-126.02838,2015-06-21 05:55:00 PDT,0,NA,NA,NA,yes,30,1200,9,20,10,1500,1,1,10,80,NA,NA,SEMSP,NA,
JE197N1,JE197,1,targeted,50.49608,-126.21645,2015-06-21 09:07:00 PDT,0,NA,NA,NA,yes,30,200,1,1,10,200,0,0,2,2,NA,NA,SEMSP,NA,
JE198N1,JE198,1,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,
JE198N2,JE198,2,targeted,50.55821,-126.73327,2015-06-21 13:02:00 PDT,5,NA,NA,NA,yes,30,100,8,8,10,600,0,0,1,1,NA,NA,SEMSP,NA,
JE199N1,JE199,1,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,
JE199N2,JE199,2,targeted,50.54774,-126.67774,2015-06-23 06:20:00 PDT,0,NA,NA,NA,yes,30,50,10,20,10,300,1,1,5,5,NA,NA,SEMSP,NA,
JE200N1,JE200,1,targeted,50.58209,-126.71978,2015-06-23 09:36:00 PDT,5,NA,NA,NA,yes,18,18,2,2,10,200,0,0,0,0,NA,NA,SEMSP,NA,
JE201N2,JE201,2,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,
JE201N1,JE201,1,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,
JE201N3,JE201,3,targeted,50.60237,-126.70219,2015-06-23 12:30:00 PDT,10,NA,NA,NA,yes,18,18,10,10,10,70,0,0,0,0,NA,NA,SEMSP,NA,
JE202N1,JE202,1,targeted,50.54414,-126.81843,2015-06-23 15:45:00 PDT,0,NA,NA,NA,yes,30,500,10,300,10,300,2,2,10,30,NA,NA,SEMSP,NA,
JE203N1,JE203,1,targeted,50.47705,-126.02871,2015-06-24 05:30:00 PDT,2,NA,NA,NA,yes,8,8,10,20,10,200,1,1,10,70,NA,NA,SEMSP,NA,
JE204N1,JE204,1,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,
JE204N2,JE204,2,targeted,50.45524,-126.11718,2015-06-24 08:05:00 PDT,0,NA,NA,NA,yes,29,37,4,4,10,13,0,0,0,0,NA,NA,SEMSP,NA,
JE205N1,JE205,1,targeted,50.49837,-126.21404,2015-06-24 10:20:00 PDT,3,NA,NA,NA,yes,30,60,10,20,10,400,0,0,1,1,NA,NA,SEMSP,NA,
JE206N1,JE206,1,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,
JE206N2,JE206,2,targeted,50.4787,-126.41567,2015-06-24 13:55:00 PDT,5,NA,NA,NA,yes,19,19,10,100,10,300,0,0,10,300,NA,NA,SEMSP,NA,
JE207N1,JE207,1,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,
JE207N2,JE207,2,targeted,50.55961,-126.7542,2015-06-27 07:00:00 PDT,0,NA,NA,NA,yes,10,10,10,115,10,115,4,4,0,0,NA,NA,SEMSP,NA,
JE208N1,JE208,1,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,
JE208N2,JE208,2,targeted,50.58165,-126.71952,2015-06-27 11:15:00 PDT,0,NA,NA,NA,yes,10,10,10,100,10,400,0,0,2,2,NA,NA,SEMSP,NA,
JE209N1,JE209,1,targeted,50.5438,-126.81988,2015-06-27 15:00:00 PDT,0,NA,NA,NA,yes,30,100,10,800,10,1200,0,0,10,10,NA,NA,SEMSP,NA,
JE210N1,JE210,1,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,
JE210N2,JE210,2,targeted,50.60255,-126.70201,2015-06-28 06:05:00 PDT,0,NA,NA,NA,yes,0,0,10,300,10,200,10,20,5,5,NA,NA,SEMSP,NA,
JE211N1,JE211,1,targeted,50.54277,-126.64149,2015-06-28 10:50:00 PDT,5,NA,NA,NA,yes,0,0,10,100,10,100,1,1,10,15,NA,NA,SEMSP,NA,
JE212N1,JE212,1,targeted,50.47895,-126.41667,2015-06-29 05:45:00 PDT,1,NA,NA,NA,yes,0,0,10,100,10,100,0,0,2,2,NA,NA,SEMSP,NA,
JE213N1,JE213,1,targeted,50.45942,-126.16916,2015-06-29 08:40:00 PDT,2,NA,NA,NA,yes,30,400,10,100,10,500,0,0,5,6,NA,NA,SEMSP,One herring was accidentally released.,
JE216N1,JE216,1,targeted,50.55809,-126.73246,2015-07-01 06:50:00 PDT,3,NA,NA,NA,yes,4,3,10,20,10,400,0,0,2,2,NA,NA,SEMSP,NA,
JE217N1,JE217,1,targeted,50.54703,-126.67197,2015-07-01 08:40:00 PDT,1,NA,NA,NA,yes,3,3,10,60,8,8,0,0,5,5,NA,NA,SEMSP,NA,
JE218N1,JE218,1,targeted,50.54329,-126.8169,2015-07-01 13:00:00 PDT,1,NA,NA,NA,yes,30,40,10,200,10,100,3,10,10,20,NA,NA,SEMSP,"Most sockeye in set small, likely Nimpkish or other local stock.",
JE219N1,JE219,1,targeted,NA,NA,2015-07-02 07:30:00 PDT,40,NA,NA,NA,no,0,0,0,300,0,300,0,0,0,0,0,0,SEMSP,"SO = 0, CU = 300, HE = 0, CO = 0, PI = 300",
JE220N1,JE220,1,targeted,NA,NA,2015-07-02 09:18:00 PDT,20,NA,NA,NA,no,0,0,0,100,0,100,0,5,0,20,0,10,SEMSP,"SO = 0, CU = 100, HE = 20, CO = 5, PI = 100, chinook = 10",
JE221N1,JE221,1,targeted,NA,NA,2015-07-07 05:54:00 PDT,4,NA,NA,NA,no,0,0,0,0,0,40,0,10,0,0,0,2,SEMSP,"SO = 0, CU = 40, HE = 0, CO = 10, PI = 0, chinook = 2",
JE224N1,JE224,1,targeted,NA,NA,2015-07-07 09:10:00 PDT,20,NA,NA,NA,no,0,0,0,10,0,300,0,5,0,1,0,0,SEMSP,"SO = 0, CU = 300, HE = 1, CO = 5, PI = 10",
JE225N1,JE225,1,targeted,NA,NA,2015-07-07 10:30:00 PDT,30,NA,NA,NA,yes,30,30,10,300,NA,10,1,1,0,0,NA,NA,SEMSP,"28 or 29 of sockeye were very small, likely from Nimpkish or other local watershed",
JE227N1,JE227,1,targeted,NA,NA,2015-07-10 07:35:00 PDT,35,NA,NA,NA,no,0,0,0,100,0,100,0,0,0,0,0,0,SEMSP,"SO = 0, CU = 100, HE = 0, CO = 0, PI = 100",
JE228N1,JE228,1,targeted,NA,NA,2015-07-10 08:40:00 PDT,40,NA,NA,NA,no,0,0,0,0,0,0,0,0,0,0,0,0,SEMSP,"net set on possible smolt school, fish not caught or seen again. Otherwise no smolt activity.",
JE229N1,JE229,1,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,
JE229N2,JE229,2,targeted,NA,NA,2015-07-10 10:00:00 PDT,40,NA,NA,NA,no,0,0,0,20,0,100,0,0,0,0,0,0,SEMSP,"SO = 0, CU = 100, HE = 0, CO = 0, PI = 20",
JE231N1,JE231,1,targeted,50.506881,-126.247378,2016-05-20 11:43:00 PDT,1,NA,NA,NA,yes,30,2000,1,1,2,2,0,0,0,0,NA,NA,SEMSP,NA,
JE232N1,JE232,1,targeted,50.458043,-126.152637,2016-05-20 14:48:00 PDT,15,NA,NA,NA,no,0,0,0,50,0,50,0,10,0,0,NA,NA,SEMSP,NA,
JE233N1,JE233,1,targeted,50.473969,-126.247378,2016-05-21 05:22:00 PDT,0,NA,NA,NA,yes,30,2000,0,0,0,0,0,0,1,1,NA,NA,SEMSP,NA,
JE234N1,JE234,1,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,
JE234N2,JE234,2,targeted,50.458043,-126.152637,2016-05-21 08:58:00 PDT,0,NA,NA,NA,yes,30,150,10,15,0,0,1,1,0,0,NA,NA,SEMSP,NA,
JE235N2,JE235,2,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,
JE235N1,JE235,1,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,
JE235N3,JE235,3,targeted,50.526493,-126.38718,2016-05-21 12:00:00 PDT,123,NA,NA,NA,no,0,0,0,0,0,0,0,0,0,0,NA,NA,SEMSP,"few small cryptic schools, unable to catch",
JE236N1,JE236,1,targeted,50.480359,-126.412275,2016-05-21 14:35:00 PDT,8,NA,NA,NA,yes,25,25,2,2,0,0,3,3,1,1,NA,NA,SEMSP,NA,
JE237N1,JE237,1,targeted,50.543296,-126.816816,2016-05-22 05:06:00 PDT,0,NA,NA,NA,yes,30,40,10,20,9,9,5,5,1,1,NA,NA,SEMSP,NA,
JE238N1,JE238,1,targeted,50.558361,-126.732241,2016-05-22 08:21:00 PDT,1,NA,NA,NA,yes,30,300,6,6,7,7,0,0,0,0,NA,NA,SEMSP,NA,
JE239N1,JE239,1,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,
JE239N2,JE239,2,targeted,50.54692,-126.67193,2016-05-22 10:55:00 PDT,5,NA,NA,NA,no,0,0,0,0,0,0,0,0,0,0,NA,NA,SEMSP,NA,
JE240N1,JE240,1,targeted,50.601718,-126.701857,2016-05-22 12:45:00 PDT,2,NA,NA,NA,yes,30,500,10,15,8,8,1,1,0,0,NA,NA,SEMSP,NA,
JE243N1,JE243,1,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,
JE243N2,JE243,2,targeted,50.522967,-126.377383,2016-05-26 07:50:00 PDT,20,NA,NA,NA,yes,30,400,5,5,7,7,6,6,0,0,NA,NA,SEMSP,NA,
JE244N1,JE244,1,targeted,50.495266,-126.211667,2016-05-26 11:00:00 PDT,10,NA,NA,NA,yes,30,400,10,500,10,100,0,0,0,0,NA,NA,SEMSP,NA,
JE245N1,JE245,1,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,
JE245N2,JE245,2,targeted,50.477037,-126.028592,2016-05-27 05:45:00 PDT,0,NA,NA,NA,yes,30,300,9,9,10,30,7,7,0,0,NA,NA,SEMSP,NA,
JE246N1,JE246,1,targeted,50.4559,-126.1191,2016-05-27 07:55:00 PDT,0,NA,NA,NA,yes,30,70,0,0,0,0,10,16,0,0,NA,NA,SEMSP,NA,
JE248N1,JE248,1,targeted,50.543432,-126.8134,2016-05-27 14:20:00 PDT,0,NA,NA,NA,yes,30,400,2,2,1,1,1,1,0,0,NA,NA,SEMSP,NA,
JE249N1,JE249,1,targeted,50.576696,-126.721158,2016-05-27 16:40:00 PDT,8,NA,NA,NA,yes,30,200,10,10,10,50,1,1,0,0,NA,NA,SEMSP,NA,
JE250N1,JE250,1,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,
JE250N2,JE250,2,targeted,50.60125,-126.704457,2016-05-28 05:15:00 PDT,0,NA,NA,NA,yes,30,750,6,6,10,15,0,0,0,0,NA,NA,SEMSP,No fish on first set,
JE251N1,JE251,1,targeted,50.545897,-126.668909,2016-05-28 09:10:00 PDT,0,NA,NA,NA,yes,30,100,0,0,1,1,10,85,0,0,NA,NA,SEMSP,NA,
JE252N1,JE252,1,targeted,50.60125,-126.704457,2016-06-01 10:22:00 PDT,0,NA,NA,NA,yes,30,2000,10,100,10,900,4,4,7,7,NA,NA,SEMSP,NA,
JE253N1,JE253,1,targeted,50.576696,-126.721158,2016-06-01 13:35:00 PDT,3,NA,NA,NA,yes,18,18,10,200,10,100,0,0,0,0,NA,NA,SEMSP,Morts due to misidentification,
JE254N1,JE254,1,targeted,50.477038,-126.028566,2016-06-02 05:37:00 PDT,0,NA,NA,NA,yes,30,80,1,1,5,5,1,1,0,0,NA,NA,SEMSP,NA,
JE255N1,JE255,1,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,
JE255N2,JE255,2,targeted,50.543432,-126.8134,2016-06-02 09:49:00 PDT,18,NA,NA,NA,yes,30,600,5,6,10,400,6,6,1,1,NA,NA,SEMSP,Couldnt locate whatman paper for JS00541-JS00660,
JE256N1,JE256,1,targeted,50.540979,-126.78085,2016-06-02 14:51:00 PDT,6,NA,NA,NA,yes,30,300,10,100,10,100,0,0,2,2,NA,NA,SEMSP,Mort due to missidentification,
JE257N1,JE257,1,targeted,50.507301,-126.24325,2016-06-03 13:17:00 PDT,6,NA,NA,NA,yes,30,4000,1,300,10,700,0,0,0,1,NA,NA,SEMSP,"Rough weather, fish  not happy in net, let them go before getting all pink and the 1 herring. One sockeye mort floating on surface on arrival to site.",
JE258N1,JE258,1,targeted,50.459012,-126.1695,2016-06-03 16:22:00 PDT,17,NA,NA,NA,yes,30,400,10,100,10,100,0,0,0,0,NA,NA,SEMSP,NA,
JE259N2,JE259,2,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,
JE259N1,JE259,1,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,
JE259N3,JE259,3,targeted,50.458983,-126.169594,2016-06-04 06:13:00 PDT,0,NA,NA,NA,yes,30,3000,0,0,10,100,0,0,0,0,NA,NA,SEMSP,morts due to caught in the net when pulling in,
JE260N1,JE260,1,targeted,50.525287,-126.390347,2016-06-04 10:14:00 PDT,1,NA,NA,NA,no,0,0,0,0,0,0,0,0,0,0,NA,NA,SEMSP,"no fish, stopped for weather",
JE261N1,JE261,1,targeted,50.543029,-126.632233,2016-06-04 13:44:00 PDT,7,NA,NA,NA,yes,30,700,10,100,6,100,2,2,0,0,NA,NA,SEMSP,there were extra chum that escaped through a hole in the net,
JE262N1,JE262,1,targeted,50.544941,-126.816489,2016-06-09 07:22:00 PDT,1,NA,NA,NA,yes,29,600,10,300,10,300,1,1,1,1,NA,NA,SEMSP,NA,
JE263N1,JE263,1,targeted,50.55543,-126.724521,2016-06-09 12:26:00 PDT,7,NA,NA,NA,yes,30,50,10,50,10,100,8,8,0,0,NA,NA,SEMSP,NA,
JE264N1,JE264,1,targeted,50.602327,-126.701507,2016-06-09 13:19:00 PDT,9,NA,NA,NA,yes,30,200,10,80,10,100,2,2,2,2,NA,NA,SEMSP,NA,
JE265N1,JE265,1,targeted,50.5771,-126.721684,2016-06-10 05:34:00 PDT,8,NA,NA,NA,yes,22,27,10,200,10,200,0,0,0,0,NA,NA,SEMSP,NA,
JE266N1,JE266,1,targeted,50.547475,-126.676942,2016-06-10 08:07:00 PDT,14,NA,NA,NA,yes,30,100,10,50,2,50,1,1,0,0,NA,NA,SEMSP,"Cruise ship wake: Sockeye #1-11 OK (before wake), Pink # 1-6 OK (before wake), Coho # 1 OK (before wake), Chum # 1-2 OK (before wake), remainder were heavily de-scaled",
JE267N1,JE267,1,targeted,50.51821,-126.406079,2016-06-10 10:34:00 PDT,1,NA,NA,NA,yes,30,200,9,9,10,13,0,0,0,0,NA,NA,SEMSP,NA,
JE268N1,JE268,1,targeted,50.480214,-126.4142,2016-06-10 13:45:00 PDT,2,NA,NA,NA,yes,30,1000,10,2000,10,2000,0,0,10,100,NA,NA,SEMSP,NA,
JE269N1,JE269,1,targeted,50.476173,-126.029443,2016-06-11 05:13:00 PDT,14,NA,NA,NA,yes,29,2000,10,2000,10,2000,1,1,1,2,NA,NA,SEMSP,"pink mort due to mis identification as a sockeye, only 29 sockeye taken as a result; no set site coordinates taken",
JE270N1,JE270,1,targeted,50.456683,-126.153895,2016-06-11 08:47:00 PDT,10,NA,NA,NA,yes,30,300,10,700,10,500,0,0,5,6,NA,NA,SEMSP,pink mort due to mis identification,
JE271N1,JE271,1,targeted,50.500269,-126.209365,2016-06-11 11:45:00 PDT,16,NA,NA,NA,yes,30,1000,10,200,10,1000,0,0,0,0,NA,NA,SEMSP,chum mort at the bottom of the bunt,
JE272N1,JE272,1,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,
JE272N2,JE272,2,targeted,50.602051,-126.704553,2016-06-17 07:35:00 PDT,1,NA,NA,NA,yes,30,2000,10,100,7,100,3,3,1,3,NA,NA,SEMSP,~10% of fish suffered scaling due to repositioning of boat in high current conditions,
JE273N1,JE273,1,targeted,50.579213,-126.71432,2016-06-17 13:15:00 PDT,41,NA,NA,NA,yes,30,80,10,2000,10,1000,0,0,1,1,NA,NA,SEMSP,NA,
JE274N1,JE274,1,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,
JE274N2,JE274,2,targeted,50.579393,-126.714162,2016-06-18 06:37:00 PDT,1,NA,NA,NA,yes,30,100,10,400,10,400,7,7,0,0,NA,NA,SEMSP,NA,
JE276N1,JE276,1,targeted,50.546326,-126.669166,2016-06-18 13:42:00 PDT,30,NA,NA,NA,yes,6,6,10,100,10,20,0,0,2,2,NA,NA,SEMSP,"Chinook mis-IDed as Coho, couldnt revive.",
JE278N3,JE278,3,targeted,50.483183,-126.403858,2016-06-19 07:53:00 PDT,5,NA,NA,NA,no,0,0,0,80,0,10,0,2,0,8,NA,NA,SEMSP,Three seperate sets no sockeye. No fish collected.,
JE278N2,JE278,2,targeted,50.483183,-126.403858,2016-06-19 07:53:00 PDT,5,NA,NA,NA,no,0,3,0,80,0,30,0,0,0,1,NA,NA,SEMSP,Three seperate sets no sockeye. No fish collected.,
JE278N1,JE278,1,targeted,50.483183,-126.403858,2016-06-19 07:53:00 PDT,5,NA,NA,NA,no,0,3,0,80,0,75,0,0,0,2,NA,NA,SEMSP,Three seperate sets no sockeye. No fish collected.,
JE281N1,JE281,1,targeted,50.506302,-126.24142,2016-06-19 11:05:00 PDT,69,NA,NA,NA,no,0,0,0,0,0,0,0,0,0,0,NA,NA,SEMSP,NA,
JE282N1,JE282,1,targeted,50.506323,-126.241304,2016-06-19 13:20:00 PDT,10,NA,NA,NA,yes,30,500,10,3000,10,500,0,0,7,7,NA,NA,SEMSP,NA,
JE283N1,JE283,1,targeted,50.455728,-126.116461,2016-06-20 05:47:00 PDT,13,NA,NA,NA,yes,30,300,10,100,10,100,0,0,0,0,NA,NA,SEMSP,Morts due to being caught in net during pull up. :(,
JE284N1,JE284,1,targeted,50.54401,-126.81461,2016-06-23 11:20:00 PDT,1,NA,NA,NA,no,0,1,0,300,0,300,0,1,0,0,NA,NA,SEMSP,"Caught sockeye for Emma, no sockeye in next set. No other sockeye found at site after 20 minute search.",
JE285N1,JE285,1,targeted,50.55803,-126.73463,2016-06-23 13:20:00 PDT,0,NA,NA,NA,yes,30,100,10,100,10,100,10,50,5,5,NA,NA,SEMSP,NA,
JE286N1,JE286,1,targeted,50.55803,-126.73463,2016-06-23 16:17:00 PDT,7,NA,NA,NA,yes,26,27,10,1000,10,700,2,2,7,7,NA,NA,SEMSP,One sockeye released b/c dropped during transfer.,
JE288N1,JE288,1,targeted,50.6017,-126.70318,2016-06-24 06:30:00 PDT,5,NA,NA,NA,yes,4,4,10,20,10,20,1,1,0,0,NA,NA,SEMSP,"Other activity in area, but no distinct sockeye. Difficult catching consditions, so kept school. Herring was small (~6cm) and dead when net was brought in.",
JE290N1,JE290,1,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,
JE290N2,JE290,2,targeted,50.4806,-126.40961,2016-06-24 15:05:00 PDT,8,NA,NA,NA,yes,10,10,10,300,10,300,0,0,2,2,NA,NA,SEMSP,"Strong current, some fish were jostled and lost scales. Additional bycatch 1 gunnel fish.",
JE291N1,JE291,1,targeted,50.47508,-126.03392,2016-06-25 05:21:00 PDT,0,NA,NA,NA,yes,30,300,10,600,10,300,1,1,1,1,NA,NA,SEMSP,NA,
JE292N1,JE292,1,targeted,50.45733,-126.16553,2016-06-25 07:52:00 PDT,1,NA,NA,NA,yes,30,50,10,400,10,20,0,0,0,0,NA,NA,SEMSP,Morts due to misidentification.,
JE293N1,JE293,1,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,
JE293N2,JE293,2,targeted,50.49874,-126.21257,2016-06-25 11:40:00 PDT,0,NA,NA,NA,yes,28,28,10,300,10,300,0,0,0,0,NA,NA,SEMSP,NA,
JE294N1,JE294,1,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate,
JE294N2,JE294,2,targeted,50.601529,-126.703784,2016-07-04 06:15:00 PDT,3,NA,NA,NA,no,0,2,0,20,0,20,0,2,0,0,NA,NA,SEMSP,NA,
JE295N1,JE295,1,targeted,50.580247,-126.721745,2016-07-04 07:51:00 PDT,5,NA,NA,NA,no,0,0,0,500,0,300,0,0,0,0,NA,NA,SEMSP,NA,
JE298N1,JE298,1,targeted,50.543818,-126.794456,2016-07-04 13:35:00 PDT,18,NA,NA,NA,yes,15,50,10,200,10,200,7,7,0,0,NA,NA,SEMSP,NA,
JE300N1,JE300,1,targeted,50.47779,-126.429726,2016-07-05 07:38:00 PDT,1,NA,NA,NA,no,0,0,0,20,0,80,0,1,0,0,0,10,SEMSP,NA,
JE302N1,JE302,1,targeted,50.456886,-126.162647,2016-07-05 12:45:00 PDT,3,NA,NA,NA,yes,30,200,10,300,10,300,0,0,1,1,NA,NA,SEMSP,NA,
JE303N1,JE303,1,targeted,50.457049,-126.162651,2016-07-06 07:05:00 PDT,7,NA,NA,NA,yes,22,22,10,300,10,300,1,2,0,0,NA,NA,SEMSP,NA,
JE304N1,JE304,1,targeted,NA,NA,NA,NA,NA,NA,NA,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No sockeye in set; did not enumerate. Seine ID formerly JE304N1,
JE304N2,JE304,2,targeted,50.54522,-126.65949,2017-06-06 08:20:00 PDT,NA,10,0,10,yes,23,23,0,0,10,59,8,8,0,0,0,0,SEMSP,Seine ID formerly JN1,
JE305N1,JE305,1,targeted,50.6022,-126.70567,2017-06-06 15:27:00 PDT,NA,10,0,1000,yes,7,600,0,0,0,100,0,100,0,10,0,0,SEMSP,"No oceanography completed due to sudden change in weather. Trialled live-licing and anaesthatization protocols, but could not finish due to weather. Some morphological measurements missing. . Seine ID formerly JN4",
