ufn,sample_id,analyzing_lab,quality_level,quality_flag,quality_log
U5136,BRN66M-F1,NA,Technicianm,,
U5137,BRN66M-E1,NA,Technicianm,,
U5138,BRN66M-D1,NA,Technicianm,,
U5139,BRN66M-C1,NA,Technicianm,,
U5140,BRN66M-A1,NA,Technicianm,,
U5141,BRN66M-H2,NA,Technicianm,,
U5142,BRN66M-G2,NA,Technicianm,,
U5143,BRN66M-F2,NA,Technicianm,,
U5144,BRN66M-E2,NA,Technicianm,,
U5145,BRN66M-D2,NA,Technicianm,,
U5146,BRN66M-C2,NA,Technicianm,,
U5147,BRN66M-B2,NA,Technicianm,,
U5148,BRN66M-A2,NA,Technicianm,,
U5149,BRN66M-H4,NA,Technicianm,,
U5150,BRN66M-G4,NA,Technicianm,,
U5161,BRN66M-F4,NA,Technicianm,,
U5162,BRN66M-E4,NA,Technicianm,,
U5163,BRN66M-D4,NA,Technicianm,,
U5164,BRN66M-C4,NA,Technicianm,,
U5165,BRN66M-B4,NA,Technicianm,,
U5166,BRN66M-A4,NA,Technicianm,,
U5167,BRN66M-G6,NA,Technicianm,,
U5168,BRN66M-F6,NA,Technicianm,,
U5169,BRN66M-E6,NA,Technicianm,,
U5170,BRN66M-D6,NA,Technicianm,,
U5151,BRN66M-H3,NA,Technicianm,,
U5152,BRN66M-G3,NA,Technicianm,,
U5153,BRN66M-F3,NA,Technicianm,,
U5154,BRN66M-E3,NA,Technicianm,,
U5155,BRN66M-D3,NA,Technicianm,,
U5156,BRN66M-C3,NA,Technicianm,,
U5157,BRN66M-B3,NA,Technicianm,,
U5158,BRN66M-A3,NA,Technicianm,,
U5159,BRN66M-H5,NA,Technicianm,,
U5160,BRN66M-G5,NA,Technicianm,,
U5179,BRN66M-F5,NA,Technicianm,,
U5180,BRN66M-E5,NA,Technicianm,,
U5181,BRN66M-D5,NA,Technicianm,,
U5182,BRN66M-C5,NA,Technicianm,,
U5193,BRN64M-H1,NA,Technicianm,,
U5232,BRN64M-G1,NA,Technicianm,,
U5233,BRN64M-F1,NA,Technicianm,,
U5234,BRN64M-E1,NA,Technicianm,,
U5235,BRN64M-D1,NA,Technicianm,,
U5236,BRN64M-C1,NA,Technicianm,,
U5212,BRN66M-A10,NA,Technicianm,,
U5213,BRN66M-H11,NA,Technicianm,,
U5214,BRN66M-G11,NA,Technicianm,,
U5215,BRN66M-F11,NA,Technicianm,,
U5216,BRN66M-E11,NA,Technicianm,,
U5217,BRN66M-D11,NA,Technicianm,,
U5218,BRN66M-C11,NA,Technicianm,,
U5219,BRN66M-B11,NA,Technicianm,,
U5220,BRN66M-A11,NA,Technicianm,,
U5221,BRN66M-G12,NA,Technicianm,,
U5222,BRN66M-F12,NA,Technicianm,,
U5223,BRN66M-E12,NA,Technicianm,,
U5224,BRN66M-D12,NA,Technicianm,,
U5225,BRN66M-C12,NA,Technicianm,,
U5226,BRN66M-B12,NA,Technicianm,,
U5227,BRN66M-A12,NA,Technicianm,,
U5228,BRN64M-H2,NA,Technicianm,,
U5229,BRN64M-G2,NA,Technicianm,,
U5230,BRN64M-F2,NA,Technicianm,,
U5231,BRN64M-E2,NA,Technicianm,,
U5245,BRN64M-D2,NA,Technicianm,,
U5246,BRN64M-C2,NA,Technicianm,,
U5247,BRN64M-B2,NA,Technicianm,,
U5248,BRN64M-A2,NA,Technicianm,,
U5249,BRN64M-H4,NA,Technicianm,,
U5250,BRN64M-G4,NA,Technicianm,,
U5251,BRN64M-F4,NA,Technicianm,,
U5252,BRN64M-E4,NA,Technicianm,,
U5253,BRN64M-D4,NA,Technicianm,,
U5254,BRN64M-C4,NA,Technicianm,,
U5255,BRN64M-B4,NA,Technicianm,,
U5256,BRN64M-A4,NA,Technicianm,,
U5257,BRN64M-G6,NA,Technicianm,,
U5262,BRN64M-H3,NA,Technicianm,,
U5263,BRN64M-G3,NA,Technicianm,,
U5264,BRN64M-F3,NA,Technicianm,,
U5265,BRN64M-E3,NA,Technicianm,,
U5266,BRN64M-D3,NA,Technicianm,,
U5267,BRN64M-C3,NA,Technicianm,,
U5268,BRN64M-B3,NA,Technicianm,,
U5269,BRN64M-A3,NA,Technicianm,,
U5270,BRN64M-H5,NA,Technicianm,,
U5271,BRN64M-G5,NA,Technicianm,,
U5272,BRN64M-F5,NA,Technicianm,,
U5273,BRN64M-E5,NA,Technicianm,,
U5237,BRN64M-D5,NA,Technicianm,,
U5238,BRN64M-C5,NA,Technicianm,,
U5239,BRN64M-B5,NA,Technicianm,,
U5240,BRN64M-A5,NA,Technicianm,,
U5241,BRN64M-F6,NA,Technicianm,,
U5242,BRN64M-E6,NA,Technicianm,,
U5243,BRN64M-D6,NA,Technicianm,,
U5244,BRN64M-C6,NA,Technicianm,,
U5287,BRN56M-H11,NA,Technicianm,,
U5288,BRN56M-G11,NA,Technicianm,,
U5289,BRN56M-F11,NA,Technicianm,,
U5290,BRN56M-E11,NA,Technicianm,,
U5291,BRN56M-D11,NA,Technicianm,,
U5292,BRN56M-C11,NA,Technicianm,,
U5293,BRN56M-B11,NA,Technicianm,,
U5294,BRN56M-A11,NA,Technicianm,,
U5295,BRN63M-F2,NA,Technicianm,,
U5296,BRN63M-E2,NA,Technicianm,,
U5258,BRN56M-H10,NA,Technicianm,,
U5259,BRN56M-G10,NA,Technicianm,,
U5260,BRN56M-F10,NA,Technicianm,,
U5261,BRN56M-E10,NA,Technicianm,,
U5274,BRN56M-D10,NA,Technicianm,,
U5275,BRN56M-C10,NA,Technicianm,,
U5276,BRN56M-B10,NA,Technicianm,,
U5277,BRN56M-A10,NA,Technicianm,,
U5278,BRN56M-G12,NA,Technicianm,,
U5279,BRN56M-F12,NA,Technicianm,,
U5280,BRN56M-E12,NA,Technicianm,,
U5281,BRN56M-D12,NA,Technicianm,,
U5282,BRN56M-C12,NA,Technicianm,,
U5283,BRN56M-B12,NA,Technicianm,,
U5284,BRN56M-A12,NA,Technicianm,,
U5285,BRN63M-H4,NA,Technicianm,,
U5286,BRN63M-G4,NA,Technicianm,,
U5337,BRN63M-F4,NA,Technicianm,,
U5338,BRN63M-E4,NA,Technicianm,,
U5339,BRN63M-D4,NA,Technicianm,,
U5340,BRN63M-C4,NA,Technicianm,,
U5297,BRN63M-D2,NA,Technicianm,,
U5298,BRN63M-C2,NA,Technicianm,,
U5299,BRN63M-B2,NA,Technicianm,,
U5300,BRN63M-A2,NA,Technicianm,,
U5301,BRN63M-H3,NA,Technicianm,,
U5327,BRN63M-G3,NA,Technicianm,,
U5328,BRN63M-F3,NA,Technicianm,,
U5329,BRN63M-E3,NA,Technicianm,,
U5330,BRN63M-D3,NA,Technicianm,,
U5331,BRN63M-C3,NA,Technicianm,,
U5332,BRN63M-B3,NA,Technicianm,,
U5333,BRN63M-A3,NA,Technicianm,,
U5334,BRN63M-H5,NA,Technicianm,,
U5335,BRN63M-G5,NA,Technicianm,,
U5336,BRN63M-F5,NA,Technicianm,,
U5362,BRN63M-E5,NA,Technicianm,,
U5363,BRN63M-D5,NA,Technicianm,,
U5364,BRN63M-C5,NA,Technicianm,,
U5365,BRN63M-B5,NA,Technicianm,,
U5366,BRN63M-A5,NA,Technicianm,,
U5367,BRN63M-G6,NA,Technicianm,,
U5368,BRN63M-F6,NA,Technicianm,,
U5369,BRN63M-E6,NA,Technicianm,,
U5370,BRN63M-D6,NA,Technicianm,,
U5371,BRN63M-C6,NA,Technicianm,,
U5372,BRN63M-B6,NA,Technicianm,,
U5373,BRN63M-A6,NA,Technicianm,,
U5374,BRN63M-H7,NA,Technicianm,,
U5375,BRN63M-G7,NA,Technicianm,,
U5376,BRN63M-F7,NA,Technicianm,,
U5377,BRN63M-E7,NA,Technicianm,,
U5378,BRN63M-D7,NA,Technicianm,,
U5379,BRN63M-C7,NA,Technicianm,,
U5380,BRN63M-B7,NA,Technicianm,,
U5381,BRN63M-A7,NA,Technicianm,,
U5382,BRN63M-H9,NA,Technicianm,,
U5383,BRN63M-G9,NA,Technicianm,,
U5384,BRN63M-F9,NA,Technicianm,,
U5385,BRN63M-E9,NA,Technicianm,,
U5386,BRN63M-D9,NA,Technicianm,,
U5387,BRN63M-C9,NA,Technicianm,,
U5388,BRN63M-B9,NA,Technicianm,,
U5341,BRN63M-B4,NA,Technicianm,,
U5342,BRN63M-A4,NA,Technicianm,,
U5343,BRN63M-H8,NA,Technicianm,,
U5344,BRN63M-G8,NA,Technicianm,,
U5345,BRN63M-F8,NA,Technicianm,,
U5346,BRN63M-E8,NA,Technicianm,,
U5347,BRN63M-D8,NA,Technicianm,,
U5348,BRN63M-C8,NA,Technicianm,,
U5349,BRN63M-B8,NA,Technicianm,,
U5350,BRN63M-A8,NA,Technicianm,,
U5351,BRN63M-H10,NA,Technicianm,,
U5352,BRN63M-G10,NA,Technicianm,,
U5353,BRN63M-F10,NA,Technicianm,,
U5354,BRN63M-E10,NA,Technicianm,,
U5355,BRN63M-D10,NA,Technicianm,,
U5356,BRN63M-C10,NA,Technicianm,,
U5302,BRN63M-H11,NA,Technicianm,,
U5303,BRN63M-G11,NA,Technicianm,,
U5304,BRN63M-F11,NA,Technicianm,,
U5305,BRN63M-E11,NA,Technicianm,,
U5306,BRN63M-D11,NA,Technicianm,,
U5307,BRN63M-C11,NA,Technicianm,,
U5308,BRN63M-B11,NA,Technicianm,,
U5309,BRN63M-A11,NA,Technicianm,,
U5310,BRN63M-G12,NA,Technicianm,,
U5311,BRN63M-F12,NA,Technicianm,,
U5312,BRN63M-E12,NA,Technicianm,,
U5313,BRN63M-D12,NA,Technicianm,,
U5314,BRN63M-C12,NA,Technicianm,,
U5357,BRN63M-B10,NA,Technicianm,,
U5358,BRN63M-A10,NA,Technicianm,,
U5359,BRN65M-H2,NA,Technicianm,,
U5360,BRN65M-G2,NA,Technicianm,,
U5361,BRN65M-F2,NA,Technicianm,,
U5412,BRN65M-E2,NA,Technicianm,,
U5413,BRN65M-D2,NA,Technicianm,,
U5414,BRN65M-C2,NA,Technicianm,,
U5415,BRN65M-B2,NA,Technicianm,,
U5416,BRN65M-A2,NA,Technicianm,,
U5417,BRN65M-H4,NA,Technicianm,,
U5418,BRN65M-G4,NA,Technicianm,,
U5419,BRN65M-F4,NA,Technicianm,,
U5420,BRN65M-E4,NA,Technicianm,,
U5421,BRN65M-D4,NA,Technicianm,,
U5389,BRN63M-A9,NA,Technicianm,,
U5390,BRN65M-H1,NA,Technicianm,,
U5391,BRN65M-G1,NA,Technicianm,,
U5392,BRN65M-F1,NA,Technicianm,,
U5393,BRN65M-E1,NA,Technicianm,,
U5394,BRN65M-D1,NA,Technicianm,,
U5395,BRN65M-C1,NA,Technicianm,,
U5396,BRN65M-B1,NA,Technicianm,,
U5397,BRN65M-A1,NA,Technicianm,,
U5398,BRN65M-H3,NA,Technicianm,,
U5399,BRN65M-G3,NA,Technicianm,,
U5400,BRN65M-F3,NA,Technicianm,,
U5401,BRN65M-E3,NA,Technicianm,,
U5402,BRN65M-D3,NA,Technicianm,,
U5403,BRN65M-C3,NA,Technicianm,,
U5404,BRN65M-B3,NA,Technicianm,,
U5405,BRN65M-A3,NA,Technicianm,,
U5315,BRN63M-B12,NA,Technicianm,,
U5316,BRN63M-A12,NA,Technicianm,,
U5317,BRN65M-H7,NA,Technicianm,,
U5318,BRN65M-G7,NA,Technicianm,,
U5319,BRN65M-F7,NA,Technicianm,,
U5320,BRN65M-E7,NA,Technicianm,,
U5321,BRN65M-D7,NA,Technicianm,,
U5406,BRN65M-H5,NA,Technicianm,,
U5407,BRN65M-G5,NA,Technicianm,,
U5408,BRN65M-F5,NA,Technicianm,,
U5409,BRN65M-E5,NA,Technicianm,,
U5410,BRN65M-D5,NA,Technicianm,,
U5411,BRN65M-C5,NA,Technicianm,,
U5437,BRN65M-B5,NA,Technicianm,,
U5438,BRN65M-A5,NA,Technicianm,,
U5439,BRN65M-H8,NA,Technicianm,,
U5440,BRN64M-H7,NA,Technicianm,,
U5441,BRN64M-G7,NA,Technicianm,,
U5442,BRN64M-F7,NA,Technicianm,,
U5443,BRN64M-E7,NA,Technicianm,,
U5444,BRN64M-D7,NA,Technicianm,,
U5445,BRN64M-C7,NA,Technicianm,,
U5446,BRN64M-B7,NA,Technicianm,,
U5447,BRN64M-A7,NA,Technicianm,,
U5448,BRN64M-H9,NA,Technicianm,,
U5449,BRN64M-G9,NA,Technicianm,,
U16798,BRN62M-H2,NA,Technicianm,,
U16797,BRN62M-G2,NA,Technicianm,,
U16800,BRN62M-F2,NA,Technicianm,,
U16795,BRN62M-E2,NA,Technicianm,,
U16793,BRN62M-D2,NA,Technicianm,,
U16796,BRN62M-C2,NA,Technicianm,,
U16799,BRN62M-B2,NA,Technicianm,,
U16794,BRN62M-A2,NA,Technicianm,,
U16792,BRN62M-H3,NA,Technicianm,,
U16791,BRN62M-G3,NA,Technicianm,,
U5422,BRN65M-C4,NA,Technicianm,,
U5423,BRN65M-B4,NA,Technicianm,,
U5424,BRN65M-A4,NA,Technicianm,,
U5425,BRN65M-G6,NA,Technicianm,,
U5426,BRN65M-F6,NA,Technicianm,,
U5427,BRN65M-E6,NA,Technicianm,,
U5428,BRN65M-D6,NA,Technicianm,,
U5429,BRN65M-C6,NA,Technicianm,,
U5430,BRN65M-B6,NA,Technicianm,,
U5431,BRN65M-A6,NA,Technicianm,,
U5432,BRN64M-H8,NA,Technicianm,,
U5433,BRN64M-G8,NA,Technicianm,,
U5434,BRN64M-F8,NA,Technicianm,,
U5435,BRN64M-E8,NA,Technicianm,,
U5436,BRN64M-D8,NA,Technicianm,,
U5462,BRN64M-C8,NA,Technicianm,,
U5463,BRN64M-B8,NA,Technicianm,,
U5464,BRN64M-A8,NA,Technicianm,,
U5465,BRN64M-B6,NA,Technicianm,,
U5466,BRN64M-A6,NA,Technicianm,,
U16753,BRN62M-H4,NA,Technicianm,,
U16751,BRN62M-G4,NA,Technicianm,,
U16752,BRN62M-F4,NA,Technicianm,,
U16756,BRN62M-E4,NA,Technicianm,,
U16754,BRN62M-D4,NA,Technicianm,,
U16755,BRN62M-C4,NA,Technicianm,,
U16757,BRN62M-B4,NA,Technicianm,,
U16758,BRN62M-A4,NA,Technicianm,,
U16701,BRN62M-G6,NA,Technicianm,,
U16702,BRN62M-F6,NA,Technicianm,,
U16703,BRN62M-E6,NA,Technicianm,,
U16705,BRN62M-D6,NA,Technicianm,,
U16704,BRN62M-C6,NA,Technicianm,,
U16706,BRN62M-B6,NA,Technicianm,,
U16893,BRN62M-F3,NA,Technicianm,,
U16897,BRN62M-E3,NA,Technicianm,,
U16891,BRN62M-D3,NA,Technicianm,,
U16892,BRN62M-C3,NA,Technicianm,,
U16899,BRN62M-B3,NA,Technicianm,,
U16900,BRN62M-A3,NA,Technicianm,,
U16896,BRN62M-H5,NA,Technicianm,,
U16894,BRN62M-G5,NA,Technicianm,,
U16895,BRN62M-F5,NA,Technicianm,,
U16898,BRN62M-E5,NA,Technicianm,,
U16761,BRN62M-D5,NA,Technicianm,,
U16766,BRN62M-C5,NA,Technicianm,,
U16763,BRN62M-B5,NA,Technicianm,,
U16765,BRN62M-A5,NA,Technicianm,,
U16767,BRN62M-H7,NA,Technicianm,,
U16762,BRN62M-G7,NA,Technicianm,,
U16764,BRN62M-F7,NA,Technicianm,,
U16707,BRN62M-A6,NA,Technicianm,,
U16708,BRN62M-H8,NA,Technicianm,,
U16709,BRN62M-G8,NA,Technicianm,,
U16710,BRN62M-F8,NA,Technicianm,,
U16921,BRN62M-E8,NA,Technicianm,,
U16922,BRN62M-D8,NA,Technicianm,,
U16923,BRN62M-C8,NA,Technicianm,,
U17351,BRN62M-B8,NA,Technicianm,,
U17352,BRN62M-A8,NA,Technicianm,,
U17353,BRN62M-H10,NA,Technicianm,,
U17354,BRN62M-G10,NA,Technicianm,,
U17355,BRN62M-F10,NA,Technicianm,,
U17356,BRN62M-E10,NA,Technicianm,,
U17357,BRN62M-D10,NA,Technicianm,,
U17358,BRN62M-C10,NA,Technicianm,,
U17359,BRN62M-B10,NA,Technicianm,,
U17360,BRN62M-A10,NA,Technicianm,,
U16954,BRN62M-E7,NA,Technicianm,,
U16953,BRN62M-D7,NA,Technicianm,,
U16952,BRN62M-C7,NA,Technicianm,,
U16951,BRN62M-B7,NA,Technicianm,,
U16955,BRN62M-A7,NA,Technicianm,,
U17429,BRN62M-H9,NA,Technicianm,,
U17425,BRN62M-G9,NA,Technicianm,,
U17422,BRN62M-F9,NA,Technicianm,,
U17423,BRN62M-E9,NA,Technicianm,,
U17426,BRN62M-D9,NA,Technicianm,,
U17421,BRN62M-C9,NA,Technicianm,,
U17430,BRN62M-B9,NA,Technicianm,,
U17424,BRN62M-A9,NA,Technicianm,,
U17427,BRN62M-H11,NA,Technicianm,,
U17428,BRN62M-G11,NA,Technicianm,,
U17197,BRN62M-F11,NA,Technicianm,,
U17198,BRN62M-E11,NA,Technicianm,,
U17199,BRN62M-D11,NA,Technicianm,,
U17192,BRN62M-C11,NA,Technicianm,,
U17191,BRN62M-B11,NA,Technicianm,,
U17193,BRN62M-A11,NA,Technicianm,,
U17196,BRN67M-H1,NA,Technicianm,,
U17195,BRN67M-G1,NA,Technicianm,,
U17194,BRN67M-F1,NA,Technicianm,,
U17200,BRN67M-E1,NA,Technicianm,,
U16992,BRN67M-D1,NA,Technicianm,,
U16993,BRN67M-C1,NA,Technicianm,,
U16998,BRN67M-B1,NA,Technicianm,,
U17000,BRN67M-A1,NA,Technicianm,,
U16996,BRN67M-H2,NA,Technicianm,,
U16994,BRN67M-G2,NA,Technicianm,,
U16999,BRN67M-F2,NA,Technicianm,,
U16997,BRN67M-E2,NA,Technicianm,,
U16991,BRN67M-D2,NA,Technicianm,,
U16995,BRN67M-C2,NA,Technicianm,,
U17265,BRN67M-B2,NA,Technicianm,,
U17264,BRN67M-A2,NA,Technicianm,,
U17263,BRN67M-H4,NA,Technicianm,,
U17270,BRN67M-G4,NA,Technicianm,,
U17262,BRN67M-F4,NA,Technicianm,,
U17261,BRN67M-E4,NA,Technicianm,,
U17266,BRN67M-D4,NA,Technicianm,,
U17267,BRN67M-C4,NA,Technicianm,,
U17268,BRN67M-B4,NA,Technicianm,,
U17269,BRN67M-A4,NA,Technicianm,,
U17233,BRN67M-G6,NA,Technicianm,,
U16931,BRN62M-G12,NA,Technicianm,,
U16932,BRN62M-F12,NA,Technicianm,,
U16933,BRN62M-E12,NA,Technicianm,,
U16934,BRN62M-D12,NA,Technicianm,,
U16935,BRN62M-C12,NA,Technicianm,,
U16936,BRN62M-B12,NA,Technicianm,,
U16937,BRN62M-A12,NA,Technicianm,,
U17941,BRN67M-H3,NA,Technicianm,,
U17942,BRN67M-G3,NA,Technicianm,,
U17943,BRN67M-F3,NA,Technicianm,,
U17944,BRN67M-E3,NA,Technicianm,,
U17411,BRN67M-D3,NA,Technicianm,,
U17412,BRN67M-C3,NA,Technicianm,,
U17413,BRN67M-B3,NA,Technicianm,,
U17414,BRN67M-A3,NA,Technicianm,,
U17415,BRN67M-H5,NA,Technicianm,,
U17416,BRN67M-G5,NA,Technicianm,,
U16881,BRN67M-F5,NA,Technicianm,,
U16882,BRN67M-E5,NA,Technicianm,,
U16883,BRN67M-D5,NA,Technicianm,,
U16884,BRN67M-C5,NA,Technicianm,,
U16885,BRN67M-B5,NA,Technicianm,,
U16889,BRN67M-A5,NA,Technicianm,,
U16886,BRN67M-H7,NA,Technicianm,,
U16887,BRN67M-G7,NA,Technicianm,,
U16888,BRN67M-F7,NA,Technicianm,,
U16890,BRN67M-E7,NA,Technicianm,,
U16291,BRN67M-D7,NA,Technicianm,,
U16292,BRN67M-C7,NA,Technicianm,,
U16293,BRN67M-B7,NA,Technicianm,,
U16294,BRN67M-A7,NA,Technicianm,,
U16295,BRN67M-H9,NA,Technicianm,,
U16296,BRN67M-G9,NA,Technicianm,,
U16297,BRN67M-F9,NA,Technicianm,,
U16298,BRN67M-E9,NA,Technicianm,,
U16511,BRN67M-D9,NA,Technicianm,,
U16512,BRN67M-C9,NA,Technicianm,,
U17231,BRN67M-F6,NA,Technicianm,,
U17235,BRN67M-E6,NA,Technicianm,,
U17237,BRN67M-D6,NA,Technicianm,,
U17238,BRN67M-C6,NA,Technicianm,,
U17234,BRN67M-B6,NA,Technicianm,,
U17232,BRN67M-H8,NA,Technicianm,,
U17240,BRN67M-G8,NA,Technicianm,,
U17239,BRN67M-F8,NA,Technicianm,,
U17236,BRN67M-E8,NA,Technicianm,,
U17092,BRN67M-D8,NA,Technicianm,,
U17099,BRN67M-C8,NA,Technicianm,,
U17100,BRN67M-B8,NA,Technicianm,,
U17097,BRN67M-A8,NA,Technicianm,,
U17098,BRN67M-H10,NA,Technicianm,,
U17091,BRN67M-G10,NA,Technicianm,,
U16513,BRN67M-B9,NA,Technicianm,,
U16514,BRN67M-A9,NA,Technicianm,,
U16515,BRN67M-H11,NA,Technicianm,,
U16516,BRN67M-G11,NA,Technicianm,,
U16517,BRN67M-F11,NA,Technicianm,,
U16518,BRN67M-E11,NA,Technicianm,,
U16519,BRN67M-D11,NA,Technicianm,,
U16520,BRN67M-C11,NA,Technicianm,,
U16011,BRN67M-B11,NA,Technicianm,,
U16012,BRN67M-A11,NA,Technicianm,,
U16013,BRN68M-H2,NA,Technicianm,,
U16014,BRN68M-G2,NA,Technicianm,,
U16015,BRN68M-F2,NA,Technicianm,,
U16016,BRN68M-E2,NA,Technicianm,,
U16017,BRN68M-D2,NA,Technicianm,,
U16018,BRN68M-C2,NA,Technicianm,,
U16019,BRN68M-B2,NA,Technicianm,,
U16020,BRN68M-A2,NA,Technicianm,,
U17095,BRN67M-F10,NA,Technicianm,,
U17096,BRN67M-E10,NA,Technicianm,,
U17094,BRN67M-D10,NA,Technicianm,,
U17093,BRN67M-C10,NA,Technicianm,,
U16151,BRN67M-B10,NA,Technicianm,,
U16157,BRN67M-A10,NA,Technicianm,,
U16158,BRN67M-G12,NA,Technicianm,,
U16159,BRN67M-F12,NA,Technicianm,,
U16152,BRN67M-E12,NA,Technicianm,,
U16160,BRN67M-D12,NA,Technicianm,,
U16153,BRN67M-C12,NA,Technicianm,,
U16156,BRN67M-B12,NA,Technicianm,,
U16155,BRN67M-A12,NA,Technicianm,,
U16154,BRN68M-H1,NA,Technicianm,,
U16342,BRN68M-G1,NA,Technicianm,,
U16350,BRN68M-F1,NA,Technicianm,,
U16344,BRN68M-E1,NA,Technicianm,,
U16341,BRN68M-D1,NA,Technicianm,,
U16343,BRN68M-C1,NA,Technicianm,,
U16971,BRN68M-H3,NA,Technicianm,,
U16972,BRN68M-G3,NA,Technicianm,,
U16973,BRN68M-F3,NA,Technicianm,,
U16974,BRN68M-E3,NA,Technicianm,,
U16979,BRN68M-D3,NA,Technicianm,,
U16975,BRN68M-C3,NA,Technicianm,,
U16976,BRN68M-B3,NA,Technicianm,,
U16977,BRN68M-A3,NA,Technicianm,,
U16980,BRN68M-H5,NA,Technicianm,,
U16978,BRN68M-G5,NA,Technicianm,,
U16661,BRN68M-F5,NA,Technicianm,,
U16662,BRN68M-E5,NA,Technicianm,,
U16663,BRN68M-D5,NA,Technicianm,,
U16667,BRN68M-C5,NA,Technicianm,,
U16664,BRN68M-B5,NA,Technicianm,,
U16665,BRN68M-A5,NA,Technicianm,,
U16666,BRN68M-H7,NA,Technicianm,,
U16669,BRN68M-G7,NA,Technicianm,,
U16668,BRN68M-F7,NA,Technicianm,,
U16670,BRN68M-E7,NA,Technicianm,,
U16345,BRN68M-B1,NA,Technicianm,,
U16346,BRN68M-A1,NA,Technicianm,,
U16349,BRN68M-H4,NA,Technicianm,,
U16348,BRN68M-G4,NA,Technicianm,,
U16347,BRN68M-F4,NA,Technicianm,,
U16717,BRN68M-E4,NA,Technicianm,,
U16718,BRN68M-D4,NA,Technicianm,,
U16716,BRN68M-C4,NA,Technicianm,,
U16719,BRN68M-B4,NA,Technicianm,,
U16720,BRN68M-A4,NA,Technicianm,,
U16711,BRN68M-G6,NA,Technicianm,,
U16714,BRN68M-F6,NA,Technicianm,,
U16712,BRN68M-E6,NA,Technicianm,,
U16713,BRN68M-D6,NA,Technicianm,,
U16715,BRN68M-C6,NA,Technicianm,,
U16502,BRN68M-B6,NA,Technicianm,,
U16501,BRN68M-A6,NA,Technicianm,,
U16504,BRN68M-H8,NA,Technicianm,,
U16508,BRN68M-G8,NA,Technicianm,,
U16509,BRN68M-F8,NA,Technicianm,,
U16167,BRN68M-D7,NA,Technicianm,,
U16169,BRN68M-C7,NA,Technicianm,,
U16170,BRN68M-B7,NA,Technicianm,,
U16166,BRN68M-A7,NA,Technicianm,,
U16164,BRN68M-H9,NA,Technicianm,,
U16162,BRN68M-G9,NA,Technicianm,,
U16168,BRN68M-F9,NA,Technicianm,,
U16163,BRN68M-E9,NA,Technicianm,,
U16161,BRN68M-D9,NA,Technicianm,,
U16165,BRN68M-C9,NA,Technicianm,,
U16194,BRN68M-B9,NA,Technicianm,,
U16191,BRN68M-A9,NA,Technicianm,,
U16192,BRN68M-H11,NA,Technicianm,,
U16193,BRN68M-G11,NA,Technicianm,,
U16195,BRN68M-F11,NA,Technicianm,,
U16196,BRN68M-E11,NA,Technicianm,,
U16197,BRN68M-D11,NA,Technicianm,,
U16506,BRN68M-E8,NA,Technicianm,,
U16510,BRN68M-D8,NA,Technicianm,,
U16507,BRN68M-C8,NA,Technicianm,,
U16503,BRN68M-B8,NA,Technicianm,,
U16505,BRN68M-A8,NA,Technicianm,,
U16806,BRN68M-H10,NA,Technicianm,,
U16810,BRN68M-G10,NA,Technicianm,,
U16808,BRN68M-E10,NA,Technicianm,,
U16809,BRN68M-F10,NA,Technicianm,,
U16803,BRN68M-D10,NA,Technicianm,,
U16805,BRN68M-C10,NA,Technicianm,,
U16801,BRN68M-B10,NA,Technicianm,,
U16807,BRN68M-A10,NA,Technicianm,,
U16804,BRN68M-G12,NA,Technicianm,,
U16802,BRN68M-F12,NA,Technicianm,,
U16198,BRN68M-C11,NA,Technicianm,,
U16199,BRN68M-B11,NA,Technicianm,,
U16200,BRN68M-A11,NA,Technicianm,,
U16141,BRN61M-H1,NA,Technicianm,,
U16142,BRN61M-G1,NA,Technicianm,,
U16143,BRN61M-F1,NA,Technicianm,,
U16144,BRN61M-E1,NA,Technicianm,,
U16145,BRN61M-D1,NA,Technicianm,,
U16146,BRN61M-C1,NA,Technicianm,,
U16147,BRN61M-B1,NA,Technicianm,,
U16148,BRN61M-A1,NA,Technicianm,,
U16149,BRN61M-H3,NA,Technicianm,,
U16150,BRN61M-G3,NA,Technicianm,,
U16351,BRN61M-F3,NA,Technicianm,,
U16352,BRN61M-E3,NA,Technicianm,,
U16353,BRN61M-D3,NA,Technicianm,,
U16354,BRN61M-C3,NA,Technicianm,,
U16355,BRN61M-B3,NA,Technicianm,,
U16356,BRN61M-A3,NA,Technicianm,,
U16183,BRN68M-E12,NA,Technicianm,,
U16190,BRN68M-D12,NA,Technicianm,,
U16187,BRN68M-C12,NA,Technicianm,,
U16189,BRN68M-B12,NA,Technicianm,,
U16188,BRN68M-A12,NA,Technicianm,,
U16186,BRN61M-H2,NA,Technicianm,,
U16185,BRN61M-G2,NA,Technicianm,,
U16184,BRN61M-F2,NA,Technicianm,,
U16181,BRN61M-E2,NA,Technicianm,,
U16182,BRN61M-D2,NA,Technicianm,,
U16257,BRN61M-C2,NA,Technicianm,,
U16256,BRN61M-B2,NA,Technicianm,,
U16258,BRN61M-A2,NA,Technicianm,,
U16252,BRN61M-H4,NA,Technicianm,,
U16251,BRN61M-G4,NA,Technicianm,,
U16254,BRN61M-F4,NA,Technicianm,,
U16253,BRN61M-E4,NA,Technicianm,,
U16255,BRN61M-D4,NA,Technicianm,,
U16259,BRN61M-C4,NA,Technicianm,,
