eventID,resourceID,relationshipOfResource,relationshipOfResourceID,relatedResourceID
DE369N1,U10443-hakai-jsp-sea-louse-Lepeophtheirus salmonis,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U10443
DE379N1,U11248-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U11248
DE379N1,U11244-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U11244
DE379N1,U11243-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U11243
DE376N1,U11007-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U11007
DE376N1,U11003-hakai-jsp-sea-louse-Lepeophtheirus salmonis,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U11003
JE309N1,U12847-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U12847
DE380N1,U11330-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U11330
DE380N1,U11324-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U11324
DE380N1,U11325-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U11325
DE380N1,U11328-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U11328
DE380N1,U11329-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U11329
JE308N1,U12772-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U12772
JE314N1,U13233-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U13233
JE314N1,U13236-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U13236
JE314N1,U13240-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U13240
JE310N1,U12931-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U12931
JE310N1,U12932-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U12932
JE314N1,U13251-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U13251
JE314N1,U13252-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U13252
DE366N1,U10211-hakai-jsp-sea-louse-Lepeophtheirus salmonis,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U10211
DE366N1,U10211-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U10211
DE375N1,U10911-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U10911
DE375N1,U10912-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U10912
DE375N1,U10913-hakai-jsp-sea-louse-Lepeophtheirus salmonis,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U10913
DE375N1,U10913-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U10913
DE375N1,U10916-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U10916
DE375N1,U10917-hakai-jsp-sea-louse-Lepeophtheirus salmonis,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U10917
DE375N1,U10917-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U10917
JE310N1,U12911-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U12911
JE310N1,U12912-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U12912
JE310N1,U12913-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U12913
JE312N1,U13071-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U13071
JE312N1,U13073-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U13073
JE312N1,U13074-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U13074
JE312N1,U13076-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U13076
JE314N1,U13231-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U13231
JE314N1,U13232-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U13232
JE314N1,U13234-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U13234
JE314N1,U13237-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U13237
JE314N1,U13238-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U13238
JE307N1,U12701-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U12701
JE307N1,U12704-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U12704
JE307N1,U12709-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U12709
JE307N1,U12710-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U12710
JE307N1,U12706-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U12706
JE307N1,U12707-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U12707
JE308N1,U12787-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U12787
JE308N1,U12788-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U12788
DE368N1,U14001-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U14001
DE375N1,U14004-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U14004
JE311N5,U14041-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U14041
JE308N1,U12782-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U12782
JE308N1,U12786-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U12786
JE309N1,U12862-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U12862
JE312N1,U13103-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U13103
JE312N1,U13104-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U13104
JE312N1,U13105-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U13105
JE312N1,U13106-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U13106
JE312N1,U13107-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U13107
JE312N1,U13109-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U13109
JE312N1,U13110-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U13110
JE309N1,U12861-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U12861
JE311N5,U13023-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U13023
DE370N1,U10543-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U10543
JE310N1,U12941-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U12941
DE375N1,U10942-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U10942
DE376N1,U11021-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U11021
DE376N1,U11022-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U11022
DE376N1,U11023-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U11023
JE415N2,U16562-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16562
JE419N1,U16701-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16701
JE419N1,U16704-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16704
JE419N1,U16705-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16705
JE419N1,U16706-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16706
JE420N1,U16751-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16751
JE420N1,U16753-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16753
JE421N1,U16897-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16897
JE421N1,U16899-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16899
JE419N1,U16707-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16707
DE532N3,U17351-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17351
JE422N1,U16953-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16953
DE523N3,U17421-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17421
DE523N3,U17423-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17423
DE523N3,U17429-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17429
DE523N3,U17430-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17430
JE418N1,U16881-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16881
JE423N2,U17941-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17941
JE423N2,U17943-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17943
DE520N3,U16298-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16298
JE418N1,U16885-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16885
JE418N1,U16890-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16890
DE521N1,U17092-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17092
DE521N1,U17094-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17094
DE521N1,U17096-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17096
DE513N2,U16164-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16164
JE414N1,U16803-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16803
JE414N1,U16809-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16809
DE519N1,U16123-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16123
DE534N2,U17041-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17041
DE536N1,U17072-hakai-jsp-sea-louse-Lepeophtheirus salmonis,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17072
JE422N1,U16912-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16912
JE422N2,U16583-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16583
DE541N1,U17125-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17125
JE422N1,U16918-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16918
JE422N1,U16919-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16919
JE422N1,U16920-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16920
JE415N2,U16837-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16837
JE415N2,U16839-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16839
JE421N1,U16942-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16942
JE421N1,U16948-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16948
JE421N1,U16941-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16941
JE421N1,U16944-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16944
JE421N1,U16945-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16945
JE421N1,U16950-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16950
JE420N1,U16824-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16824
JE420N1,U16827-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16827
JE419N1,U16641-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16641
JE419N1,U16642-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16642
JE423N2,U17731-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17731
JE423N2,U17732-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17732
JE423N2,U17733-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17733
JE423N2,U17737-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17737
DE514N1,U16081-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16081
DE514N1,U16086-hakai-jsp-sea-louse-Lepeophtheirus salmonis,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16086
DE530N2,U17058-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17058
DE522N1,U17088-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17088
DE535N1,U17342-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17342
DE535N1,U17347-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17347
DE535N1,U17349-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17349
DE527N3,U17144-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17144
DE532N3,U17028-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17028
DE525N1,U17326-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17326
DE533N2,U17164-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17164
DE533N2,U17165-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17165
DE533N2,U17166-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17166
DE533N2,U17167-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17167
DE533N2,U17168-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17168
DE533N2,U17169-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17169
DE533N2,U17170-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17170
DE523N3,U17215-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17215
DE506N1,U16438-hakai-jsp-sea-louse-Lepeophtheirus salmonis,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16438
DE520N3,U16267-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16267
DE520N3,U16270-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16270
DE534N2,U17381-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17381
JE429N1,U17971-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17971
JE427N1,U17563-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17563
JE427N1,U17566-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17566
JE427N1,U17569-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17569
JE429N1,U17973-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17973
JE429N1,U17975-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17975
JE429N1,U17976-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17976
JE429N1,U17977-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17977
JE429N1,U17979-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17979
DE517N2,U16066-hakai-jsp-sea-louse-Lepeophtheirus salmonis,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16066
DE517N2,U16066-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16066
DE517N2,U16067-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16067
DE517N2,U16070-hakai-jsp-sea-louse-Lepeophtheirus salmonis,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16070
DE517N2,U16070-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16070
DE534N2,U17389-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17389
JE428N1,U17711-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17711
JE428N1,U17712-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17712
JE428N1,U17713-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17713
JE428N1,U17717-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17717
JE427N1,U17570-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17570
JE426N1,U17631-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17631
JE426N1,U17633-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17633
JE426N1,U17634-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17634
JE426N1,U17635-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17635
JE426N1,U17636-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17636
JE426N1,U17637-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17637
JE426N1,U17638-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17638
DE521N1,U17111-hakai-jsp-sea-louse-Lepeophtheirus salmonis,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17111
DE521N1,U17117-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17117
DE521N1,U17118-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17118
DE517N2,U16115-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16115
DE526N1,U17319-hakai-jsp-sea-louse-Lepeophtheirus salmonis,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U17319
DE517N2,U16111-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16111
DE513N2,U16234-hakai-jsp-sea-louse-Lepeophtheirus salmonis,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16234
JE418N1,U16981-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16981
JE418N1,U16983-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16983
JE418N1,U16984-hakai-jsp-sea-louse-Caligus clemensi,ectopatasite of,http://purl.obolibrary.org/obo/RO_0002632,hakai-jsp-U16984
