sample_id,location
SFA4251,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
S3433FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
SFA4309,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
S3434FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
SFA4250,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
S3435FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
S3440FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA101
S3441FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA101
S3442FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA101
S3443FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA101
S3444FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA101
S3445FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA101
S3446FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA101
S3447FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA101
S3448FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA101
S3501FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA100
S3502FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA100
S3503FA1,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA100
S3504FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 60 / BFACU7
S3505FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 60 / BFACU7
S3506FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 60 / BFACU7
S3507FA1,Prep -80 Freezer #1 / Shelf 3 / Tray 60 / BFACU7
SFA4001,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFACU8
SFA4002,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFACU8
SFA4003,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFACU8
SFA4004,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFACU8
SFA4005,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFACU8
SFA4006,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFACU8
SFA4007,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFACU8
SFA4008,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFACU8
SFA4009,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFACU8
SFA4010,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFACU8
SFA4011,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFACU8
SFA4012,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFACU8
SFA4013,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA102
SFA4014,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA102
SFA4015,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA102
SFA4016,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA102
SFA4017,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA102
SFA4018,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA102
SFA4019,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA102
SFA4020,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA102
SFA4021,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA102
SFA4022,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA102
SFA4023,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFACU8
SFA4024,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFACU8
SFA4025,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFACU8
SFA4026,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFACU8
SFA4027,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFACU8
SFA4028,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFACU8
SFA4029,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFACU8
SFA4030,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFACU8
SFA4031,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFACU8
SFA4032,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFACU8
SFA4033,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFACU8
SFA4034,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFACU8
SFA4035,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFACU8
SFA4036,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFACU8
SFA4037,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFACU8
SFA4038,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFACU8
SFA4039,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFACU8
SFA4040,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFACU8
SFA4041,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFACU8
SFA4042,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFACU8
SFA4043,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFACU8
SFA4044,Prep -80 Freezer #1 / Shelf 1 / Tray 13 / BFACU8
SFA4045,Prep -80 Freezer #1 / Shelf 2 / Tray 43 / BFACU9
SFA4046,Prep -80 Freezer #1 / Shelf 2 / Tray 43 / BFACU9
SFA4047,Prep -80 Freezer #1 / Shelf 2 / Tray 43 / BFACU9
SFA4048,Prep -80 Freezer #1 / Shelf 2 / Tray 43 / BFACU9
SFA4049,Prep -80 Freezer #1 / Shelf 2 / Tray 43 / BFACU9
SFA4050,Prep -80 Freezer #1 / Shelf 2 / Tray 43 / BFACU9
SFA4051,Prep -80 Freezer #1 / Shelf 2 / Tray 43 / BFACU9
SFA4052,Prep -80 Freezer #1 / Shelf 2 / Tray 43 / BFACU9
SFA4053,Prep -80 Freezer #1 / Shelf 2 / Tray 43 / BFACU9
SFA4054,Prep -80 Freezer #1 / Shelf 2 / Tray 43 / BFACU9
SFA4055,Prep -80 Freezer #1 / Shelf 2 / Tray 43 / BFACU9
SFA4056,Prep -80 Freezer #1 / Shelf 2 / Tray 43 / BFACU9
SFA4057,Prep -80 Freezer #1 / Shelf 2 / Tray 43 / BFACU9
SFA4058,Prep -80 Freezer #1 / Shelf 2 / Tray 43 / BFACU9
SFA4059,Prep -80 Freezer #1 / Shelf 2 / Tray 43 / BFACU9
SFA4060,Prep -80 Freezer #1 / Shelf 2 / Tray 43 / BFACU9
SFA4061,Prep -80 Freezer #1 / Shelf 2 / Tray 43 / BFACU9
SFA4062,Prep -80 Freezer #1 / Shelf 2 / Tray 43 / BFACU9
SFA4063,Prep -80 Freezer #1 / Shelf 2 / Tray 43 / BFACU9
SFA4064,Prep -80 Freezer #1 / Shelf 2 / Tray 43 / BFACU9
SFA4065,Prep -80 Freezer #1 / Shelf 2 / Tray 43 / BFACU9
SFA4066,Prep -80 Freezer #1 / Shelf 2 / Tray 43 / BFACU9
SFA4067,Prep -80 Freezer #1 / Shelf 2 / Tray 43 / BFACU9
SFA4068,Prep -80 Freezer #1 / Shelf 2 / Tray 43 / BFACU9
SFA4069,Prep -80 Freezer #1 / Shelf 2 / Tray 43 / BFACU9
SFA4070,Prep -80 Freezer #1 / Shelf 2 / Tray 43 / BFACU9
SFA4071,Prep -80 Freezer #1 / Shelf 2 / Tray 43 / BFACU9
SFA4072,Prep -80 Freezer #1 / Shelf 2 / Tray 43 / BFACU9
SFA4073,Prep -80 Freezer #1 / Shelf 2 / Tray 43 / BFACU9
SFA4074,Prep -80 Freezer #1 / Shelf 2 / Tray 43 / BFACU9
SFA4075,Prep -80 Freezer #1 / Shelf 2 / Tray 43 / BFACU9
SFA4076,Prep -80 Freezer #1 / Shelf 2 / Tray 43 / BFACU9
SFA4077,Prep -80 Freezer #1 / Shelf 2 / Tray 43 / BFACU9
SFA4078,Prep -80 Freezer #1 / Shelf 2 / Tray 43 / BFACU9
SFA4079,Prep -80 Freezer #1 / Shelf 2 / Tray 43 / BFACU9
SFA4080,Prep -80 Freezer #1 / Shelf 2 / Tray 43 / BFACU9
SFA4081,Prep -80 Freezer #1 / Shelf 2 / Tray 43 / BFACU9
SFA4082,Prep -80 Freezer #1 / Shelf 2 / Tray 43 / BFACU9
SFA4083,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA100
SFA4084,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA100
SFA4085,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA100
SFA4086,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA100
SFA4087,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA100
SFA4088,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA100
SFA4089,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA100
SFA4090,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA100
SFA4091,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA100
SFA4092,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA100
SFA4093,Prep -80 Freezer #1 / Shelf 2 / Tray 43 / BFACU9
SFA4094,Prep -80 Freezer #1 / Shelf 2 / Tray 43 / BFACU9
SFA4095,Prep -80 Freezer #1 / Shelf 1 / Tray 8 / BFACU10
SFA4096,Prep -80 Freezer #1 / Shelf 1 / Tray 8 / BFACU10
SFA4097,Prep -80 Freezer #1 / Shelf 1 / Tray 8 / BFACU10
SFA4098,Prep -80 Freezer #1 / Shelf 1 / Tray 8 / BFACU10
SFA4099,Prep -80 Freezer #1 / Shelf 1 / Tray 8 / BFACU10
SFA4100,Prep -80 Freezer #1 / Shelf 1 / Tray 8 / BFACU10
SFA4101,Prep -80 Freezer #1 / Shelf 1 / Tray 8 / BFACU10
SFA4102,Prep -80 Freezer #1 / Shelf 1 / Tray 8 / BFACU10
SFA4103,Prep -80 Freezer #1 / Shelf 1 / Tray 8 / BFACU10
SFA4104,Prep -80 Freezer #1 / Shelf 1 / Tray 8 / BFACU10
SFA4105,Prep -80 Freezer #1 / Shelf 1 / Tray 8 / BFACU10
SFA4106,Prep -80 Freezer #1 / Shelf 1 / Tray 8 / BFACU10
SFA4107,Prep -80 Freezer #1 / Shelf 1 / Tray 8 / BFACU10
SFA4108,Prep -80 Freezer #1 / Shelf 1 / Tray 8 / BFACU10
SFA4109,Prep -80 Freezer #1 / Shelf 1 / Tray 8 / BFACU10
SFA4110,Prep -80 Freezer #1 / Shelf 1 / Tray 8 / BFACU10
SFA4111,Prep -80 Freezer #1 / Shelf 1 / Tray 8 / BFACU10
SFA4112,Prep -80 Freezer #1 / Shelf 1 / Tray 8 / BFACU10
SFA4113,Prep -80 Freezer #1 / Shelf 1 / Tray 8 / BFACU10
SFA4114,Prep -80 Freezer #1 / Shelf 1 / Tray 8 / BFACU10
SFA4115,Prep -80 Freezer #1 / Shelf 1 / Tray 8 / BFACU10
SFA4116,Prep -80 Freezer #1 / Shelf 1 / Tray 8 / BFACU10
SFA4117,Prep -80 Freezer #1 / Shelf 1 / Tray 8 / BFACU10
SFA4118,Prep -80 Freezer #1 / Shelf 1 / Tray 8 / BFACU10
SFA4119,Prep -80 Freezer #1 / Shelf 1 / Tray 8 / BFACU10
SFA4120,Prep -80 Freezer #1 / Shelf 1 / Tray 8 / BFACU10
SFA4121,Prep -80 Freezer #1 / Shelf 1 / Tray 8 / BFACU10
SFA4122,Prep -80 Freezer #1 / Shelf 1 / Tray 8 / BFACU10
SFA4123,Prep -80 Freezer #1 / Shelf 1 / Tray 8 / BFACU10
SFA4124,Prep -80 Freezer #1 / Shelf 1 / Tray 8 / BFACU10
SFA4125,Prep -80 Freezer #1 / Shelf 1 / Tray 8 / BFACU10
SFA4126,Prep -80 Freezer #1 / Shelf 1 / Tray 8 / BFACU10
SFA4127,Prep -80 Freezer #1 / Shelf 1 / Tray 8 / BFACU10
SFA4128,Prep -80 Freezer #1 / Shelf 1 / Tray 8 / BFACU10
SFA4129,Prep -80 Freezer #1 / Shelf 1 / Tray 8 / BFACU10
SFA4130,Prep -80 Freezer #1 / Shelf 1 / Tray 8 / BFACU10
SFA4131,Prep -80 Freezer #1 / Shelf 1 / Tray 8 / BFACU10
SFA4132,Prep -80 Freezer #1 / Shelf 1 / Tray 8 / BFACU10
SFA4133,Prep -80 Freezer #1 / Shelf 1 / Tray 8 / BFACU10
SFA4134,Prep -80 Freezer #1 / Shelf 1 / Tray 8 / BFACU10
SFA4135,Prep -80 Freezer #1 / Shelf 1 / Tray 8 / BFACU10
SFA4136,Prep -80 Freezer #1 / Shelf 1 / Tray 8 / BFACU10
SFA4137,Prep -80 Freezer #1 / Shelf 1 / Tray 8 / BFACU10
SFA4138,Prep -80 Freezer #1 / Shelf 1 / Tray 8 / BFACU10
SFA4139,Prep -80 Freezer #1 / Shelf 1 / Tray 8 / BFACU10
SFA4140,Prep -80 Freezer #1 / Shelf 1 / Tray 8 / BFACU10
SFA4141,Prep -80 Freezer #1 / Shelf 1 / Tray 8 / BFACU10
SFA4142,Prep -80 Freezer #1 / Shelf 1 / Tray 8 / BFACU10
SFA4143,Prep -80 Freezer #1 / Shelf 1 / Tray 8 / BFACU10
SFA4144,Prep -80 Freezer #1 / Shelf 1 / Tray 8 / BFACU10
SFA4417,Prep -80 Freezer #1 / Shelf 2 / Tray 46 / BFACU11
SFA4145,Prep -80 Freezer #1 / Shelf 2 / Tray 46 / BFACU11
SFA4418,Prep -80 Freezer #1 / Shelf 2 / Tray 46 / BFACU11
SFA4451,Prep -80 Freezer #1 / Shelf 2 / Tray 46 / BFACU11
SFA4419,Prep -80 Freezer #1 / Shelf 2 / Tray 46 / BFACU11
SFA4420,Prep -80 Freezer #1 / Shelf 2 / Tray 46 / BFACU11
SFA4151,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA101
SFA4292,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
S3436FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
SFA4293,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
S3437FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
S3438FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
SFA5401,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
S3439FA1,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
SFA4294,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
SFA5402,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
SFA4295,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
SFA4162,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA101
SFA4163,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA101
SFA4164,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA101
SFA4165,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA101
SFA4166,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA101
SFA4167,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA101
SFA4168,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA101
SFA4169,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA101
SFA4170,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA101
SFA4171,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA101
SFA5403,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
SFA4296,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
SFA5404,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
SFA4297,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
SFA5405,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
SFA4298,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
SFA5406,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
SFA5408,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
SFA4152,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
SFA4153,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
SFA4299,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
SFA4183,Prep -80 Freezer #1 / Shelf 1 / Tray 9 / BFAPI7
SFA4184,Prep -80 Freezer #1 / Shelf 1 / Tray 9 / BFAPI7
SFA4185,Prep -80 Freezer #1 / Shelf 1 / Tray 9 / BFAPI7
SFA4186,Prep -80 Freezer #1 / Shelf 1 / Tray 9 / BFAPI7
SFA4187,Prep -80 Freezer #1 / Shelf 1 / Tray 9 / BFAPI7
SFA4188,Prep -80 Freezer #1 / Shelf 1 / Tray 9 / BFAPI7
SFA4189,Prep -80 Freezer #1 / Shelf 1 / Tray 9 / BFAPI7
SFA4190,Prep -80 Freezer #1 / Shelf 1 / Tray 9 / BFAPI7
SFA4191,Prep -80 Freezer #1 / Shelf 1 / Tray 9 / BFAPI7
SFA4192,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA101
SFA4193,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA101
SFA4194,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA101
SFA4195,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA101
SFA4196,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA101
SFA4197,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA101
SFA4198,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA101
SFA4199,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA101
SFA4200,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA101
SFA4201,Prep -80 Freezer #1 / Shelf 1 / Tray 9 / BFAPI7
SFA4202,Prep -80 Freezer #1 / Shelf 1 / Tray 9 / BFAPI7
SFA4203,Prep -80 Freezer #1 / Shelf 1 / Tray 9 / BFAPI7
SFA4204,Prep -80 Freezer #1 / Shelf 1 / Tray 9 / BFAPI7
SFA4205,Prep -80 Freezer #1 / Shelf 1 / Tray 9 / BFAPI7
SFA4206,Prep -80 Freezer #1 / Shelf 1 / Tray 9 / BFAPI7
SFA4207,Prep -80 Freezer #1 / Shelf 1 / Tray 9 / BFAPI7
SFA4208,Prep -80 Freezer #1 / Shelf 1 / Tray 9 / BFAPI7
SFA4209,Prep -80 Freezer #1 / Shelf 1 / Tray 9 / BFAPI7
SFA4210,Prep -80 Freezer #1 / Shelf 1 / Tray 9 / BFAPI7
SFA4211,Prep -80 Freezer #1 / Shelf 1 / Tray 9 / BFAPI7
SFA4212,Prep -80 Freezer #1 / Shelf 1 / Tray 9 / BFAPI7
SFA4213,Prep -80 Freezer #1 / Shelf 1 / Tray 9 / BFAPI7
SFA4214,Prep -80 Freezer #1 / Shelf 1 / Tray 9 / BFAPI7
SFA4215,Prep -80 Freezer #1 / Shelf 1 / Tray 9 / BFAPI7
SFA4216,Prep -80 Freezer #1 / Shelf 1 / Tray 9 / BFAPI7
SFA4217,Prep -80 Freezer #1 / Shelf 1 / Tray 9 / BFAPI7
SFA4218,Prep -80 Freezer #1 / Shelf 1 / Tray 9 / BFAPI7
SFA4219,Prep -80 Freezer #1 / Shelf 1 / Tray 9 / BFAPI7
SFA4220,Prep -80 Freezer #1 / Shelf 1 / Tray 9 / BFAPI7
SFA4221,Prep -80 Freezer #1 / Shelf 1 / Tray 9 / BFAPI7
SFA4222,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4223,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4224,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4225,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4226,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4227,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4228,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4229,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4230,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4231,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4232,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4233,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4234,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4235,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4236,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4237,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4238,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4239,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4240,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4241,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4242,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4243,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4244,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4245,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4246,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4247,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4248,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4154,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
SFA4300,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
SFA4155,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
SFA4252,Prep -80 Freezer #1 / Shelf 1 / Tray 9 / BFAPI7
SFA4253,Prep -80 Freezer #1 / Shelf 1 / Tray 9 / BFAPI7
SFA4254,Prep -80 Freezer #1 / Shelf 1 / Tray 9 / BFAPI7
SFA4255,Prep -80 Freezer #1 / Shelf 1 / Tray 9 / BFAPI7
SFA4256,Prep -80 Freezer #1 / Shelf 1 / Tray 9 / BFAPI7
SFA4257,Prep -80 Freezer #1 / Shelf 1 / Tray 9 / BFAPI7
SFA4258,Prep -80 Freezer #1 / Shelf 1 / Tray 9 / BFAPI7
SFA4259,Prep -80 Freezer #1 / Shelf 1 / Tray 9 / BFAPI7
SFA4260,Prep -80 Freezer #1 / Shelf 1 / Tray 9 / BFAPI7
SFA4261,Prep -80 Freezer #1 / Shelf 1 / Tray 9 / BFAPI7
SFA4262,Prep -80 Freezer #1 / Shelf 1 / Tray 9 / BFAPI7
SFA4263,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4264,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4265,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA101
SFA4266,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4267,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4268,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4269,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4270,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4271,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4272,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4273,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4274,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4275,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4276,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4277,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA101
SFA4278,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4279,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4280,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4281,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4282,Offsite - UBC Hunt Lab / JSP Fatty Acids / BFA101
SFA4283,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4284,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4285,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4286,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4287,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4288,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4289,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4290,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4291,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFAPI8
SFA4310,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
SFA4156,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
SFA4311,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
SFA4157,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
SFA4313,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
SFA4301,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
SFA4158,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
SFA4312,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
SFA4159,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
SFA4160,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
SFA4161,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
SFA4303,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
SFA4249,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
SFA4305,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
SFA5409,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
SFA5410,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
SFA5411,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
SFA5412,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
SFA5413,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
SFA5414,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
SFA4302,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
SFA4307,Prep -80 Freezer #1 / Shelf 1 / Tray 22 / BFAPI6
SFA4314,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFACO5
SFA4315,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFACO5
SFA4316,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFACO5
SFA4317,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFACO5
SFA4318,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFACO5
SFA4319,Prep -80 Freezer #1 / Shelf 1 / Tray 24 / BFACO5
