sample_id,container_cell,location
S1706IS1,74,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO34
S1707IS1,75,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO34
S1708IS1,76,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO34
S1709IS1,77,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO34
S1710IS1,78,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO34
S1711IS1,79,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO34
S1694IS1,80,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO34
S1712IS1,81,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO34
S1695IS1,82,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO34
S1713IS1,83,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO34
S1714IS1,84,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO34
S1696IS1,85,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO34
S1697IS1,86,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO34
S1715IS1,87,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO34
S1698IS1,88,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO34
S1716IS1,89,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO34
S1699IS1,90,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO34
S1717IS1,91,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO34
S1700IS1,92,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO34
S1718IS1,93,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO34
S1741IS1,94,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO34
S1742IS1,96,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO34
S1720IS1,97,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO34
S1743IS1,98,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO34
S1744IS1,99,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO34
S1745IS1,100,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO34
S1746IS1,1,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1731IS1,2,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1747IS1,3,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1732IS1,4,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1733IS1,5,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1748IS1,6,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1734IS1,7,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1749IS1,8,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1735IS1,9,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1750IS1,10,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1736IS1,11,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1737IS1,12,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1781IS1,13,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1738IS1,14,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1782IS1,15,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1739IS1,16,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1783IS1,17,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1740IS1,18,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1784IS1,19,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1785IS1,20,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1771IS1,21,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1786IS1,22,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1772IS1,23,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1773IS1,24,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1774IS1,25,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1775IS1,26,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1776IS1,27,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1777IS1,28,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1787IS1,29,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1778IS1,30,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1788IS1,31,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1779IS1,32,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1789IS1,33,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1780IS1,34,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1790IS1,35,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1811IS1,36,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1812IS1,37,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1813IS1,38,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1814IS1,39,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1801IS1,40,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1815IS1,41,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1802IS1,42,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1803IS1,43,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1804IS1,44,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1805IS1,45,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1806IS1,46,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1807IS1,47,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1808IS1,48,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1816IS1,49,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1809IS1,50,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1817IS1,51,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1810IS1,52,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1821IS1,53,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1818IS1,54,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1822IS1,55,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1819IS1,56,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1823IS1,57,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1820IS1,58,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1824IS1,59,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1831IS1,60,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1825IS1,61,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1826IS1,62,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1832IS1,63,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1827IS1,64,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1833IS1,65,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1828IS1,66,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1834IS1,67,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1829IS1,68,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1835IS1,69,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1830IS1,70,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1841IS1,71,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1836IS1,72,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1842IS1,73,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1837IS1,74,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1843IS1,75,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1846IS1,78,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1847IS1,79,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1848IS1,80,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1849IS1,81,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1850IS1,82,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1861IS1,83,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1862IS1,84,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1863IS1,85,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1864IS1,86,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1865IS1,87,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1866IS1,88,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1867IS1,89,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1868IS1,90,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1869IS1,92,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1870IS1,94,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1886IS1,96,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1887IS1,98,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1888IS1,100,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO35
S1840IS1,3,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S1851IS1,4,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S1852IS1,5,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S1853IS1,6,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S1854IS1,7,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S1855IS1,8,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S1856IS1,9,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S1857IS1,10,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S1858IS1,11,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S1859IS1,12,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S1860IS1,13,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S1876IS1,14,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S1877IS1,15,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S1878IS1,16,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S1879IS1,17,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S1880IS1,18,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S1911IS1,19,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S1912IS1,20,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S1913IS1,21,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S1914IS1,22,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S1915IS1,23,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S1916IS1,24,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S1917IS1,25,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S1918IS1,26,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S1919IS1,27,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S1920IS1,28,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S1951IS1,29,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S1952IS1,30,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S1953IS1,31,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S1954IS1,32,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S1955IS1,33,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S1956IS1,34,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S1957IS1,35,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S2024IS1,36,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S2025IS1,38,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S2029IS1,45,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S2030IS1,47,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S2041IS1,49,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S2042IS1,52,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S2043IS1,54,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S2044IS1,56,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S2045IS1,58,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S2046IS1,60,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S2047IS1,61,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S2048IS1,63,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S2049IS1,65,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S2156IS1,67,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S2157IS1,69,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S2158IS1,72,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S2159IS1,74,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S2160IS1,76,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S2261IS1,78,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S2262IS1,80,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S2263IS1,81,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S2264IS1,83,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S2265IS1,85,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S2266IS1,87,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S2267IS1,89,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S2115IS1,91,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S2268IS1,92,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S2269IS1,94,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S2270IS1,96,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S2501IS1,98,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S2502IS1,100,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO36
S1679IS1,1,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1680IS1,2,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1681IS1,3,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1682IS1,4,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1683IS1,5,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1684IS1,6,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1685IS1,7,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1686IS1,8,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1687IS1,9,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1688IS1,10,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1689IS1,11,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1690IS1,12,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1891IS1,13,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1892IS1,14,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1893IS1,15,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1894IS1,16,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1895IS1,17,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1896IS1,18,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1897IS1,19,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1898IS1,20,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1899IS1,21,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1900IS1,22,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1901IS1,23,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1902IS1,24,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1903IS1,25,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1904IS1,26,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1905IS1,27,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1906IS1,28,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1907IS1,29,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1908IS1,30,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1909IS1,31,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1910IS1,32,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1931IS1,33,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1932IS1,34,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1933IS1,35,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1934IS1,36,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1935IS1,37,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1936IS1,38,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1937IS1,39,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1938IS1,40,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1939IS1,41,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1940IS1,42,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1941IS1,43,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1942IS1,44,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1943IS1,45,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1944IS1,46,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1945IS1,47,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1946IS1,48,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1947IS1,49,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1948IS1,50,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1949IS1,51,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1950IS1,52,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1961IS1,53,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1962IS1,54,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1963IS1,55,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1964IS1,56,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1965IS1,57,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1966IS1,58,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1967IS1,59,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1968IS1,60,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1969IS1,61,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1970IS1,62,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1981IS1,63,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1982IS1,64,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1983IS1,65,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1984IS1,66,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1985IS1,67,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1986IS1,68,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1987IS1,69,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1988IS1,70,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1989IS1,71,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1990IS1,72,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S2071IS1,73,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S2072IS1,74,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S2073IS1,75,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S2074IS1,76,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S2075IS1,77,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S2076IS1,78,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S2077IS1,79,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S2078IS1,80,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S2079IS1,81,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S2080IS1,82,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S2081IS1,83,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S2082IS1,84,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S2083IS1,85,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S2084IS1,86,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S2085IS1,87,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S2086IS1,88,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S2087IS1,89,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S2088IS1,90,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO37
S1889IS1,1,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S1890IS1,2,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S1971IS1,3,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S1972IS1,4,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S1973IS1,5,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S1974IS1,6,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S1975IS1,7,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S1976IS1,8,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S1977IS1,9,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S1978IS1,10,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S1979IS1,11,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S1980IS1,12,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S1921IS1,13,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S1922IS1,14,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S1923IS1,15,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S1924IS1,16,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S1925IS1,17,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S1926IS1,18,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S1927IS1,19,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S1928IS1,20,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S1929IS1,21,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S1930IS1,22,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S1991IS1,23,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S1992IS1,24,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S1993IS1,25,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S1994IS1,26,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S1995IS1,27,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S1996IS1,28,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S1997IS1,29,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S1998IS1,30,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S1999IS1,31,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S2000IS1,32,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S2001IS1,33,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S2002IS1,34,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S2003IS1,35,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S2004IS1,36,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S2005IS1,37,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S2006IS1,38,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S2007IS1,39,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S2008IS1,40,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S2009IS1,41,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S2010IS1,42,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S1958IS1,43,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S2011IS1,44,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S1959IS1,45,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S2012IS1,46,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S1960IS1,47,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S2021IS1,48,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S2013IS1,49,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S2014IS1,50,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S2022IS1,51,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S2015IS1,52,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S2016IS1,53,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S2033IS1,54,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S2034IS1,55,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S2035IS1,56,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S2036IS1,57,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S2037IS1,58,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S2038IS1,59,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S2039IS1,60,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S2040IS1,62,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S2051IS1,64,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S2052IS1,66,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S2053IS1,68,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S2054IS1,70,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S2055IS1,71,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S2056IS1,73,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S2057IS1,75,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S2058IS1,77,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S2059IS1,79,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S2060IS1,82,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S2111IS1,84,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S2112IS1,86,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S2113IS1,88,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S2114IS1,90,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
S2116IS1,93,Offsite - UBC Hunt Lab / JSP Isotopes / BISSO38
