survey_date,site_id,gather_lat,gather_long,ysi_unit_sn,sampling_bout,collected,quality_log,temperature_0m,temperature_1m,salinity_0m,salinity_1m
,D22,,,15B102233,,2016-06-01 16:45:00 PDT,NA,,,,
,J10,,,15C100324,,2016-06-02 07:45:00 PDT,NA,,,,
,D11,,,15B102233,,2016-06-02 09:17:00 PDT,NA,,,,
,D11,,,15B102233,,2016-06-02 09:20:00 PDT,NA,,,,
,D21,,,15B102233,,2016-06-02 10:58:00 PDT,NA,,,,
,J09,,,15C100324,,2016-06-02 11:30:00 PDT,Changed Temperature from 104 (2018-07-16 JG),,,,
,J09,,,15C100324,,2016-06-02 11:30:00 PDT,NA,,,,
,D20,,,15B102233,,2016-06-02 16:01:00 PDT,NA,,,,
,J08,,,15C100324,,2016-06-02 16:27:00 PDT,NA,,,,
,D08,,,15B102233,,2016-06-03 07:16:00 PDT,NA,,,,
,D24,,,15B102233,,2016-06-03 11:11:00 PDT,NA,,,,
,J05,,,15C100324,,2016-06-03 14:30:00 PDT,NA,,,,
,D07,,,15B102233,,2016-06-03 14:44:00 PDT,NA,,,,
,J07,,,15C100324,,2016-06-03 17:39:00 PDT,NA,,,,
,J03,,,15C100324,,2016-06-04 03:40:00 PDT,NA,,,,
,J06,,,15C100324,,2016-06-04 07:41:00 PDT,NA,,,,
,J04,,,15C100324,,2016-06-04 11:11:00 PDT,NA,,,,
,D09,,,15B102233,,2016-06-07 07:05:00 PDT,NA,,,,
,D22,,,15B102233,,2016-06-07 12:30:00 PDT,NA,,,,
,D11,,,15B102233,,2016-06-08 08:25:00 PDT,NA,,,,
,D21,,,15B102233,,2016-06-08 09:53:00 PDT,NA,,,,
,D21,,,15B102233,,2016-06-08 09:54:00 PDT,NA,,,,
,D20,,,15B102233,,2016-06-08 13:31:00 PDT,NA,,,,
,D20,,,15B102233,,2016-06-08 13:33:00 PDT,NA,,,,
,D08,,,15B102233,,2016-06-09 06:28:00 PDT,NA,,,,
,J09,,,15C100324,,2016-06-09 09:08:00 PDT,NA,,,,
,D07,,,15B102233,,2016-06-09 09:40:00 PDT,NA,,,,
,D04,,,15B102233,,2016-06-09 13:24:00 PDT,NA,,,,
,J10,,,15C100324,,2016-06-09 14:12:00 PDT,NA,,,,
,J02,,,15C100324,,2016-06-09 17:08:00 PDT,NA,,,,
,J01,,,15C100324,,2016-06-10 06:59:00 PDT,NA,,,,
,J03,,,15C100324,,2016-06-10 09:17:00 PDT,NA,,,,
,J04,,,15C100324,,2016-06-10 12:20:00 PDT,NA,,,,
,J08,,,15C100324,,2016-06-10 14:46:00 PDT,Changed from J04 & updated entries based on new fields - JG 2017/10/03,,,,
,D25,,,15B102233,,2016-06-11 06:07:00 PDT,NA,,,,
,J06,,,15C100324,,2016-06-11 06:36:00 PDT,NA,,,,
,D26,,,15B102233,,2016-06-11 08:26:00 PDT,NA,,,,
,D26,,,15B102233,,2016-06-11 08:27:00 PDT,NA,,,,
,D04,,,15B102233,,2016-06-11 09:40:00 PDT,NA,,,,
,J07,,,15C100324,,2016-06-11 10:25:00 PDT,NA,,,,
,J05,,,15C100324,,2016-06-11 12:44:00 PDT,NA,,,,
,D20,,,15B102233,,2016-06-13 08:08:00 PDT,NA,,,,
,D21,,,15B102233,,2016-06-13 11:38:00 PDT,NA,,,,
,D11,,,15B102233,,2016-06-13 13:15:00 PDT,NA,,,,
,D22,,,15C100324,,2016-06-14 10:53:00 PDT,NA,,,,
,D27,,,15B102233,,2016-06-14 13:27:00 PDT,NA,,,,
,D09,,,15B102233,,2016-06-14 16:17:00 PDT,NA,,,,
,D08,,,15C100324,,2016-06-16 07:43:00 PDT,NA,,,,
,D24,,,15B102233,,2016-06-16 10:00:00 PDT,NA,,,,
,D07,,,15C100324,,2016-06-16 14:22:00 PDT,NA,,,,
,J02,,,15C100324,,2016-06-17 10:07:00 PDT,Added 2018-07-16 JG,,,,
,J01,,,15C100324,,2016-06-17 15:45:00 PDT,Added 2018-07-16 JG,,,,
,J09,,,15C100324,,2016-06-18 08:23:00 PDT,NA,,,,
,J09,,,15C100324,,2016-06-18 08:24:00 PDT,NA,,,,
,J10,,,15C100324,,2016-06-18 12:34:00 PDT,Changed Salinity from 31.6 (2018-07-16 JG),,,,
,J10,,,15C100324,,2016-06-18 12:34:00 PDT,NA,,,,
,J03,,,15C100324,,2016-06-18 15:29:00 PDT,NA,,,,
,J06,,,15C100324,,2016-06-19 05:32:00 PDT,NA,,,,
,J04,,,15C100324,,2016-06-19 06:45:00 PDT,NA,,,,
,J08,,,15C100324,,2016-06-19 09:21:00 PDT,NA,,,,
,J08,,,15C100324,,2016-06-19 09:22:00 PDT,NA,,,,
,J05,,,15C100324,,2016-06-19 11:22:00 PDT,NA,,,,
,J05,,,15C100324,,2016-06-19 11:22:00 PDT,Changed Salinity from 30.2 (2018-07-16 JG),,,,
,J06,,,15C100324,,2016-06-19 15:32:00 PDT,NA,,,,
,J07,,,15C100324,,2016-06-20 07:18:00 PDT,Changed Line Out from 5 (2018-07-16 JG),,,,
,J07,,,15C100324,,2016-06-20 07:18:00 PDT,NA,,,,
,D09,,,15B102233,,2016-06-21 07:33:00 PDT,NA,,,,
,D22,,,15B102233,,2016-06-21 14:37:00 PDT,NA,,,,
,D22,,,15B102233,,2016-06-21 14:37:00 PDT,Changed Temperature from 28.8 and Salinity from 11.3 (2018-07-16 JG),,,,
,D27,,,15B102233,,2016-06-21 16:06:00 PDT,NA,,,,
,D21,,,15B102233,,2016-06-22 08:59:00 PDT,NA,,,,
,D28,,,15B102233,,2016-06-22 11:20:00 PDT,NA,,,,
,D20,,,15B102233,,2016-06-22 14:37:00 PDT,NA,,,,
,D07,,,15B102233,,2016-06-23 06:37:00 PDT,NA,,,,
,D08,,,15B102233,,2016-06-23 08:46:00 PDT,NA,,,,
,D24,,,15B102233,,2016-06-23 12:04:00 PDT,NA,,,,
,J09,,,15C100324,,2016-06-23 12:30:00 PDT,NA,,,,
,J10,,,15C100324,,2016-06-23 15:26:00 PDT,NA,,,,
,J03,,,15C100324,,2016-06-23 18:05:00 PDT,NA,,,,
,J01,,,15C100324,,2016-06-24 05:39:00 PDT,Changed Temperature from 9.8 (2018-07-16 JG),,,,
,J01,,,15C100324,,2016-06-24 05:39:00 PDT,NA,,,,
,J02,,,15C100324,,2016-06-24 07:49:00 PDT,Added missing data to portal 2019-08-18 JG,,,,
,J02,,,15C100324,,2016-06-24 07:49:00 PDT,NA,,,,
,D25,,,15B102233,,2016-06-24 08:21:00 PDT,Added 2018-07-19 JG,,,,
,D26,,,15B102233,,2016-06-24 10:26:00 PDT,Added 2018-07-19 JG,,,,
,D04,,,15B102233,,2016-06-24 12:03:00 PDT,Added 2018-07-19 JG,,,,
,J04,,,15C100324,,2016-06-24 12:21:00 PDT,NA,,,,
,J02,,,15C100324,,2016-06-24 14:48:59 PDT,Added missing data to portal 2019-08-18 JG,,,,
,J08,,,15C100324,,2016-06-24 16:34:00 PDT,NA,,,,
,J06,,,15C100324,,2016-06-25 06:59:00 PDT,NA,,,,
,J07,,,15C100324,,2016-06-25 09:56:00 PDT,NA,,,,
,J05,,,15C100324,,2016-06-25 13:35:00 PDT,NA,,,,
,D24,,,15B102233,,2016-06-28 06:55:00 PDT,NA,,,,
,D24,,,15B102233,,2016-06-28 06:56:00 PDT,NA,,,,
,D08,,,15B102233,,2016-06-28 08:15:00 PDT,NA,,,,
,D07,,,15B102233,,2016-06-28 09:30:00 PDT,NA,,,,
,D27,,,15B102233,,2016-06-29 06:46:00 PDT,NA,,,,
,D22,,,15B102233,,2016-06-29 07:22:00 PDT,NA,,,,
,D09,,,15B102233,,2016-06-29 08:38:00 PDT,NA,,,,
,D21,,,15B102233,,2016-06-30 08:22:00 PDT,NA,,,,
,D11,,,15B102233,,2016-06-30 11:20:00 PDT,NA,,,,
,D28,,,15B102233,,2016-06-30 13:46:00 PDT,NA,,,,
,D20,,,15B102233,,2016-06-30 14:54:00 PDT,NA,,,,
,J01,,,15C100324,,2016-07-04 08:30:00 PDT,Added 2018-07-16 JG,,,,
,J03,,,15C100324,,2016-07-04 10:17:00 PDT,Added 2018-07-16 JG,,,,
,J10,,,15C100324,,2016-07-04 11:51:00 PDT,Added 2018-07-16 JG,,,,
,J02,,,15C100324,,2016-07-04 13:32:00 PDT,Added 2018-07-16 JG,,,,
,J09,,,15C100324,,2016-07-04 15:10:00 PDT,NA,,,,
,J04,,,15C100324,,2016-07-05 06:56:00 PDT,NA,,,,
,D08,,,15B102233,,2016-07-05 07:18:00 PDT,NA,,,,
,J08,,,15C100324,,2016-07-05 08:36:00 PDT,Changed Temperature from 10.3 (2018-07-16 JG),,,,
,J08,,,15C100324,,2016-07-05 08:36:00 PDT,NA,,,,
,D24,,,15B102233,,2016-07-05 09:18:00 PDT,NA,,,,
,J05,,,15C100324,,2016-07-05 10:26:00 PDT,Changed Site ID from J09 (2018-07-16 JG),,,,
,D07,,,15B102233,,2016-07-05 10:37:00 PDT,NA,,,,
,J07,,,15C100324,,2016-07-05 14:34:00 PDT,NA,,,,
,D27,,,15B102233,,2016-07-06 08:35:00 PDT,NA,,,,
,D09,,,15B102233,,2016-07-06 11:56:00 PDT,NA,,,,
,D22,,,15B102233,,2016-07-06 14:11:00 PDT,NA,,,,
,D08,,,15B102233,,2017-05-11 12:37:00 PDT,NA,,,,
,D08,,,15B102233,,2017-05-11 12:38:00 PDT,NA,,,,
,D22,,,15B102233,,2017-05-15 08:42:00 PDT,NA,,,,
,D22,,,15B102233,,2017-05-15 08:43:00 PDT,NA,,,,
,D09,,,15B102233,,2017-05-16 08:42:00 PDT,NA,,,,
,D08,,,15B102233,,2017-05-17 07:40:00 PDT,NA,,,,
,D29,,,15B102233,,2017-05-17 09:42:00 PDT,NA,,,,
,D09,,,15B102233,,2017-05-19 09:51:58 PDT,NA,,,,
,D30,,,15B102233,,2017-05-19 10:46:45 PDT,NA,,,,
,D22,,,15B102233,,2017-05-23 08:27:00 PDT,Drop location approximate,,,,
,D22,,,15B102233,,2017-05-23 08:28:00 PDT,Drop location approximate,,,,
,D27,,,15B102233,,2017-05-23 10:00:00 PDT,NA,,,,
,D27,,,15B102233,,2017-05-23 10:01:00 PDT,NA,,,,
,D32,,,15B102233,,2017-05-23 12:45:00 PDT,NA,,,,
,D09,,,15B102233,,2017-05-25 08:07:00 PDT,NA,,,,
,J03,,,15C101449,,2017-05-26 06:44:00 PDT,NA,,,,
,J03,,,15C101449,,2017-05-26 06:45:00 PDT,NA,,,,
,J02,,,15C101449,,2017-05-26 07:32:00 PDT,NA,,,,
,D08,,,15B102233,,2017-05-26 07:46:33 PDT,NA,,,,
,J13,,,15C101449,,2017-05-26 09:05:00 PDT,NA,,,,
,D29,,,15B102233,,2017-05-26 09:21:30 PDT,NA,,,,
,J09,,,15C101449,,2017-05-26 10:56:00 PDT,NA,,,,
,D34,,,15B102233,,2017-05-26 13:25:37 PDT,NA,,,,
,D22,,,15B102233,,2017-05-29 08:18:00 PDT,NA,,,,
,D27,,,15B102233,,2017-05-29 10:52:29 PDT,NA,,,,
,D09,,,15B102233,,2017-05-29 13:14:35 PDT,NA,,,,
,D22,,,15B102233,,2017-05-31 07:20:33 PDT,NA,,,,
,D27,,,15B102233,,2017-05-31 08:29:00 PDT,NA,,,,
,D08,,,15B102233,,2017-05-31 10:33:12 PDT,NA,,,,
,D29,,,15B102233,,2017-05-31 12:56:20 PDT,NA,,,,
,D08,,,15B102233,,2017-06-01 08:27:34 PDT,NA,,,,
,D29,,,15B102233,,2017-06-01 11:32:29 PDT,NA,,,,
,J09,,,15C101449,,2017-06-02 13:20:00 PDT,NA,,,,
,J11,,,15C101449,,2017-06-02 14:18:00 PDT,NA,,,,
,J12,,,15C101449,,2017-06-02 14:59:00 PDT,NA,,,,
,J03,,,15C101449,,2017-06-03 05:56:00 PDT,NA,,,,
,J02,,,15C101449,,2017-06-03 07:30:00 PDT,NA,,,,
,J13,,,15C101449,,2017-06-03 09:21:00 PDT,NA,,,,
,J13,,,15C101449,,2017-06-03 09:22:00 PDT,NA,,,,
,D22,,,15B102233,,2017-06-05 10:02:48 PDT,NA,,,,
,D27,,,15B102233,,2017-06-05 13:38:11 PDT,NA,,,,
,J03,,,15C101449,,2017-06-06 10:56:00 PDT,NA,,,,
,J09,,,15C101449,,2017-06-07 07:39:00 PDT,NA,,,,
,J11,,,15C101449,,2017-06-07 08:34:00 PDT,NA,,,,
,J12,,,15C101449,,2017-06-07 09:12:00 PDT,NA,,,,
,D09,,,15B102233,,2017-06-07 10:21:10 PDT,NA,,,,
,D08,,,15B102233,,2017-06-09 09:25:38 PDT,NA,,,,
,D29,,,15B102233,,2017-06-09 11:08:18 PDT,NA,,,,
,D09,,,15B102233,,2017-06-12 12:02:04 PDT,NA,,,,
,D22,,,15B102233,,2017-06-13 07:31:20 PDT,NA,,,,
,J09,,,15C101449,,2017-06-13 10:04:00 PDT,NA,,,,
,D27,,,15B102233,,2017-06-13 11:13:34 PDT,NA,,,,
,J03,,,15C101449,,2017-06-14 09:59:00 PDT,NA,,,,
,D08,,,15B102233,,2017-06-14 11:38:26 PDT,NA,,,,
,D29,,,15B102233,,2017-06-14 12:47:53 PDT,NA,,,,
,D22,,,15B102233,,2017-06-19 10:21:18 PDT,NA,,,,
,J03,,,15C101449,,2017-06-20 08:06:00 PDT,NA,,,,
,D09,,,15B102233,,2017-06-20 09:04:17 PDT,NA,,,,
,J02,,,15C101449,,2017-06-20 12:36:00 PDT,NA,,,,
,D08,,,15B102233,,2017-06-21 10:09:57 PDT,NA,,,,
,J09,,,15C101449,,2017-06-21 10:11:00 PDT,NA,,,,
,D29,,,15B102233,,2017-06-21 11:03:28 PDT,NA,,,,
,D09,,,15B102233,,2017-06-26 07:43:57 PDT,NA,,,,
,D22,,,15B102233,,2017-06-27 07:21:36 PDT,NA,,,,
,D27,,,15B102233,,2017-06-27 08:42:01 PDT,NA,,,,
,J09,,,15C101449,,2017-06-27 10:03:00 PDT,NA,,,,
,D10,,,15B102233,,2017-06-28 08:57:48 PDT,NA,,,,
,J02,,,15C101449,,2017-06-28 14:48:00 PDT,NA,,,,
,D09,,,15B102233,,2017-06-29 05:20:02 PDT,NA,,,,
,D09,,,15B102233,,2017-06-29 08:05:00 PDT,NA,,,,
,D09,,,15B102233,,2017-06-29 11:23:37 PDT,NA,,,,
,D09,,,15B102233,,2017-06-29 12:00:35 PDT,NA,,,,
,D09,,,15B102233,,2017-06-29 14:54:58 PDT,NA,,,,
,D09,,,15B102233,,2017-06-30 14:49:03 PDT,NA,,,,
,D09,,,15B102233,,2017-06-30 16:32:11 PDT,NA,,,,
,D09,,,15B102233,,2017-06-30 20:12:15 PDT,NA,,,,
,D22,,,15B102233,,2017-07-04 06:42:30 PDT,NA,,,,
,D27,,,15B102233,,2017-07-04 10:46:01 PDT,NA,,,,
,D09,,,15B102233,,2017-07-05 10:10:13 PDT,NA,,,,
,D10,,,15B102233,,2017-07-06 07:53:29 PDT,NA,,,,
,J09,,,15C101449,,2017-07-06 08:57:00 PDT,NA,,,,
,J09,,,15C101449,,2017-07-06 08:58:00 PDT,NA,,,,
,D08,,,15B102233,,2017-07-06 10:29:35 PDT,NA,,,,
,D29,,,15B102233,,2017-07-06 11:27:27 PDT,NA,,,,
,J03,,,15C101449,,2017-07-07 08:20:00 PDT,NA,,,,
,J03,,,15C101449,,2017-07-07 08:21:00 PDT,NA,,,,
,D09,,,15B102233,,2017-07-10 10:45:53 PDT,NA,,,,
,J09,,,15C101449,,2017-07-12 07:41:00 PDT,NA,,,,
,J11,,,15C101449,,2017-07-12 08:51:00 PDT,NA,,,,
,J12,,,15C101449,,2017-07-12 09:32:00 PDT,NA,,,,
,J03,,,15C101449,,2017-07-12 12:00:00 PDT,NA,,,,
,J13,,,15C101449,,2017-07-12 12:55:00 PDT,NA,,,,
,J02,,,15C101449,,2017-07-12 14:33:00 PDT,NA,,,,
,D08,,,15B102233,,2018-05-01 14:02:00 PDT,Changed collection time to reflect written data (2018-05-31 JG),,,,
,D09,,,15B102233,,2018-05-09 08:05:00 PDT,Changed collection time to reflect written data (2018-05-31 JG),,,,
,D22,,,15B102233,,2018-05-10 07:52:00 PDT,Changed collection time to reflect written data (2018-05-31 JG),,,,
,D27,,,15B102233,,2018-05-10 10:07:00 PDT,Changed collection time to reflect written data (2018-05-31 JG),,,,
,D10,,,15B102233,,2018-05-11 08:21:00 PDT,NA,,,,
,D08,,,15B102233,,2018-05-11 11:08:00 PDT,Changed collection time to reflect written data (2018-05-31 JG),,,,
,D07,,,15B102233,,2018-05-14 09:56:00 PDT,NA,,,,
,D09,,,15B102233,,2018-05-14 11:12:00 PDT,NA,,,,
,D22,,,15B102233,,2018-05-15 07:00:00 PDT,NA,,,,
,D22,,,15B102233,,2018-05-15 07:00:00 PDT,Changed collection time to reflect written data (2018-05-31 JG),,,,
,D27,,,15B102233,,2018-05-15 08:28:00 PDT,NA,,,,
,D09,,,15B102233,,2018-05-15 12:14:00 PDT,NA,,,,
,J03,,,15C101449,,2018-05-16 06:44:00 PDT,Changed collection time to reflect written data (2018-05-31 JG),,,,
,J02,,,15C101449,,2018-05-16 07:46:00 PDT,NA,,,,
,J09,,,15C101449,,2018-05-17 06:32:00 PDT,NA,,,,
,D10,,,15B102233,,2018-05-17 07:11:00 PDT,NA,,,,
,J11,,,15C101449,,2018-05-17 09:42:00 PDT,NA,,,,
,J03,,,15C101449,,2018-05-17 10:44:00 PDT,NA,,,,
,D08,,,15B102233,,2018-05-17 12:07:00 PDT,Changed collection time to reflect written data (2018-05-31 JG),,,,
,J09,,,15C101449,,2018-05-21 07:30:00 PDT,Gather location did not work,,,,
,J11,,,15C101449,,2018-05-21 10:45:00 PDT,NA,,,,
,J03,,,15C101449,,2018-05-22 06:37:00 PDT,Changed salinity from 31.1 to 31.3 as according to written data (2018-05-31 JG),,,,
,J02,,,15C101449,,2018-05-22 07:43:00 PDT,NA,,,,
,J01,,,15C101449,,2018-05-22 08:39:00 PDT,NA,,,,
,D09,,,15B102233,,2018-05-22 10:02:00 PDT,NA,,,,
,D22,,,15B102233,,2018-05-23 07:38:00 PDT,Changed collection time to reflect written data (2018-05-31 JG),,,,
,D27,,,15B102233,,2018-05-23 12:41:00 PDT,NA,,,,
,D10,,,15B102233,,2018-05-24 08:03:00 PDT,NA,,,,
,D08,,,15B102233,,2018-05-24 09:38:00 PDT,NA,,,,
,D09,,,15B102233,,2018-05-28 11:42:00 PDT,Changed collection time to reflect written data (2018-05-31 JG),,,,
,D27,,,15B102233,,2018-05-29 10:54:00 PDT,NA,,,,
,D27,,,15B102233,,2018-05-29 10:54:00 PDT,Changed collection time to reflect written data (2018-05-31 JG),,,,
,J09,,,15C101449,,2018-05-30 06:41:00 PDT,NA,,,,
,J11,,,15C101449,,2018-05-30 08:33:00 PDT,NA,,,,
,J03,,,15C101449,,2018-05-30 09:28:00 PDT,Changed Unit ID to 15C101449 (2018-05-31 JG),,,,
,D10,,,15B102233,,2018-05-30 10:48:00 PDT,NA,,,,
,J02,,,15C101449,,2018-05-30 11:31:00 PDT,NA,,,,
,J09,,,15C101449,,2018-05-31 10:40:00 PDT,Changed Unit ID from 15C104050 (2018-07-20 JG),,,,
,J03,,,15C101449,,2018-06-03 10:35:00 PDT,NA,,,,
,D09,,,15B102233,,2018-06-04 11:00:00 PDT,NA,,,,
,D27,,,15B102233,,2018-06-05 09:22:00 PDT,NA,,,,
,J09,,,15C101449,,2018-06-07 09:46:00 PDT,NA,,,,
,D10,,,15B102233,,2018-06-07 10:47:00 PDT,NA,,,,
,D09,,,15B102233,,2018-06-11 13:13:00 PDT,NA,,,,
,J02,,,15C101449,,2018-06-12 09:46:00 PDT,"Changed Unit ID from 15C104050 (2018-07-20 JG)
2: Using DI YSI cable",,,,
,D27,,,15B102233,,2018-06-12 09:57:00 PDT,NA,,,,
,D22,,,15B102233,,2018-06-12 13:47:00 PDT,NA,,,,
,D10,,,15B102233,,2018-06-13 09:57:00 PDT,NA,,,,
,J09,,,15C101449,,2018-06-14 10:12:00 PDT,"Form uploaded with two readings at ""0m""; added temp & sal values for 1m reading",,,,
,J09,,,15C101449,,2018-06-14 10:12:00 PDT,"Form uploaded with two readings at ""0m""; fixed temp & sal values for proper reading",,,,
,D09,,,15B102233,,2018-06-18 11:36:00 PDT,NA,,,,
,D30,,,15B102233,,2018-06-18 13:14:00 PDT,NA,,,,
,D27,,,15B102233,,2018-06-19 08:42:00 PDT,"YSI calibrated to 12,880 us/cm at 20C instead of 25C",,,,
,D22,,,15B102233,,2018-06-19 12:47:00 PDT,"Changed collection time from 12:50 to be consistent with 0m recording. Corrected Temperature from 10.9 (based on written datasheet) (2018-07-09 JG)
2: YSI calibrated to 12,880 us/cm at 20C instead of 25C",,,,
,D22,,,15B102233,,2018-06-19 12:47:00 PDT,"Corrected Temperature from 10.9 (based on written datasheet) 2018-07-09 JG
2: YSI calibrated to 12,880 us/cm at 20C instead of 25C",,,,
,J02,,,15C101449,,2018-06-20 11:30:00 PDT,Changed Unit ID from 15C104050 (2018-07-20 JG),,,,
,D10,,,15B102233,,2018-06-20 13:35:00 PDT,"YSI calibrated to 12,880 us/cm at 20C instead of 25C",,,,
,J09,,,15C101449,,2018-06-21 11:48:00 PDT,NA,,,,
,J03,,,15C101449,,2018-06-23 07:33:00 PDT,NA,,,,
,J03,,,15C101449,,2018-06-23 12:04:00 PDT,NA,,,,
,D09,,,15B102233,,2018-06-25 10:41:00 PDT,"YSI calibrated to 12,880 us/cm at 20C instead of 25C",,,,
,D09,,,15B102233,,2018-06-25 11:15:00 PDT,"YSI calibrated to 12,880 us/cm at 20C instead of 25C",,,,
,D27,,,15B102233,,2018-06-26 09:09:00 PDT,"YSI calibrated to 12,880 us/cm at 20C instead of 25C",,,,
,D27,,,15B102233,,2018-06-26 11:15:00 PDT,"YSI calibrated to 12,880 us/cm at 20C instead of 25C",,,,
,D10,,,15B102233,,2018-06-27 08:15:00 PDT,"YSI calibrated to 12,880 us/cm at 20C instead of 25C",,,,
,J09,,,15C101449,,2018-06-28 08:19:00 PDT,NA,,,,
,J03,,,15C101449,,2018-06-29 06:47:00 PDT,NA,,,,
,J02,,,15C101449,,2018-06-29 09:03:00 PDT,NA,,,,
,D09,,,15B102233,,2018-07-03 07:23:00 PDT,"YSI calibrated to 12,880 us/cm at 20C instead of 25C",,,,
,D09,,,15B102233,,2018-07-03 08:16:00 PDT,"YSI calibrated to 12,880 us/cm at 20C instead of 25C",,,,
,J03,,,15C101449,,2018-07-03 09:23:00 PDT,NA,,,,
,D27,,,15B102233,,2018-07-04 08:02:00 PDT,"YSI calibrated to 12,880 us/cm at 20C instead of 25C",,,,
,J09,,,15C101449,,2018-07-04 08:35:00 PDT,NA,,,,
,D27,,,15B102233,,2018-07-04 08:47:00 PDT,"YSI calibrated to 12,880 us/cm at 20C instead of 25C",,,,
,D10,,,15B102233,,2018-07-05 07:54:00 PDT,"YSI calibrated to 12,880 us/cm at 20C instead of 25C",,,,
,D10,,,15B102233,,2018-07-05 09:04:00 PDT,"YSI calibrated to 12,880 us/cm at 20C instead of 25C",,,,
,J03,,,15C101449,,2018-07-09 08:16:00 PDT,NA,,,,
,J09,,,15C101449,,2018-07-09 11:01:00 PDT,NA,,,,
,D09,,,15B102233,,2018-07-17 08:33:00 PDT,NA,,,,
,D09,,,15B102233,,2018-07-17 09:49:00 PDT,NA,,,,
,D09,,,15B102233,,2018-08-01 09:03:00 PDT,Fish capture,,,,
,D09,,,15B102233,,2018-08-01 10:15:00 PDT,NA,,,,
,D09,,,15B102233,,2018-08-08 10:30:00 PDT,NA,,,,
,D09,,,15B102233,,2018-08-15 09:42:00 PDT,NA,,,,
,D09,,,15B102233,,2018-08-22 09:08:00 PDT,NA,,,,
,D09,,,15B102233,,2019-05-10 11:10:00 PDT,NA,,,,
,D09,,,15B102233,,2019-05-13 08:21:00 PDT,NA,,,,
,J03,,,15C101449,,2019-05-17 07:45:00 PDT,NA,,,,
,J02,,,15C101449,,2019-05-17 10:25:00 PDT,NA,,,,
,J11,,,15C101449,,2019-05-20 09:34:00 PDT,NA,,,,
,J09,,,15C101449,,2019-05-20 12:40:00 PDT,NA,,,,
,D10,,,15B102233,,2019-05-14 10:20:00 PDT,NA,,,,
,D35,,,15B102233,,2019-05-14 11:25:00 PDT,NA,,,,
,D22,,,15B102233,,2019-05-15 08:14:00 PDT,NA,,,,
,D27,,,15B102233,,2019-05-15 09:30:00 PDT,NA,,,,
,D09,,,15B102233,,2019-05-21 09:49:00 PDT,NA,,,,
,D09,,,15B102233,,2019-05-21 12:20:00 PDT,NA,,,,
,D27,,,15B102233,,2019-05-22 08:40:00 PDT,NA,,,,
,D27,,,15B102233,,2019-05-22 10:22:00 PDT,NA,,,,
,D10,,,15B102233,,2019-05-23 10:26:00 PDT,NA,,,,
,J03,,,15C101449,,2019-05-23 10:04:00 PDT,NA,,,,
,J11,,,15C101449,,2019-05-26 07:52:00 PDT,NA,,,,
,J11,,,15C101449,,2019-05-26 11:47:00 PDT,NA,,,,
,D09,,,15B102233,,2019-05-25 10:40:00 PDT,NA,,,,
,D27,,,15B102233,,2019-05-26 07:47:00 PDT,YSI reading was ~1 hour after setting net,,,,
,D27,,,15B102233,,2019-05-26 09:03:00 PDT,NA,,,,
,D22,,,15B102233,,2019-05-26 10:48:00 PDT,NA,,,,
,D22,,,15B102233,,2019-05-26 11:42:00 PDT,NA,,,,
,D10,,,15B102233,,2019-05-27 09:11:00 PDT,NA,,,,
,D35,,,15B102233,,2019-05-27 09:57:00 PDT,NA,,,,
,D35,,,15B102233,,2019-05-27 12:22:00 PDT,NA,,,,
,D09,,,15B102233,,2019-05-28 08:39:00 PDT,NA,,,,
,D09,,,15B102233,,2019-05-28 11:32:00 PDT,NA,,,,
,J03,,,15C101449,,2019-05-29 07:03:00 PDT,NA,,,,
,J02,,,15C101449,,2019-05-29 08:53:00 PDT,NA,,,,
,J02,,,15C101449,,2019-05-29 13:37:00 PDT,NA,,,,
,J11,,,15C101449,,2019-05-30 08:12:00 PDT,NA,,,,
,J11,,,15C101449,,2019-05-30 12:07:00 PDT,NA,,,,
,D27,,,15B102233,,2019-05-29 07:06:00 PDT,NA,,,,
,D27,,,15B102233,,2019-05-29 09:02:00 PDT,NA,,,,
,J03,,,15C101449,,2019-05-31 08:49:00 PDT,NA,,,,
,J03,,,15C101449,,2019-05-31 12:41:00 PDT,NA,,,,
,D10,,,15B102233,,2019-05-30 09:13:00 PDT,NA,,,,
,D35,,,15B102233,,2019-05-30 10:25:00 PDT,NA,,,,
,D35,,,15B102233,,2019-05-30 12:48:00 PDT,NA,,,,
,D09,,,15B102233,,2019-06-05 07:15:00 PDT,NA,,,,
,D09,,,15B102233,,2019-06-05 10:33:00 PDT,NA,,,,
,D27,,,15B102233,,2019-06-01 07:39:00 PDT,NA,,,,
,D27,,,15B102233,,2019-06-01 09:27:00 PDT,NA,,,,
,D09,,,15B102233,,2019-06-02 08:00:00 PDT,NA,,,,
,D09,,,15B102233,,2019-06-02 11:43:00 PDT,NA,,,,
,J11,,,15C101449,,2019-06-05 06:04:00 PDT,NA,,,,
,J11,,,15C101449,,2019-06-05 07:45:00 PDT,NA,,,,
,J02,,,15C101449,,2019-06-05 12:05:00 PDT,NA,,,,
,J11,,,15C101449,,2019-06-06 06:14:00 PDT,NA,,,,
,J11,,,15C101449,,2019-06-06 08:41:00 PDT,NA,,,,
,J02,,,15C101449,,2019-06-06 12:15:00 PDT,NA,,,,
,J02,,,15C101449,,2019-06-06 14:18:00 PDT,secchi touched bottom at 11 m,,,,
,J03,,,15C101449,,2019-06-09 06:54:00 PDT,NA,,,,
