eventID,occurrenceID,measurementType,measurementValue,measurementTypeID,measurementUnit,measurementUnitID
JE306N1,hakai-jsp-U12613,Fork_length,130,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
JE306N1,hakai-jsp-U12615,Fork_length,143,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
JE306N1,hakai-jsp-U12616,Fork_length,115,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
JE306N1,hakai-jsp-U12617,Fork_length,122,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
JE306N1,hakai-jsp-U12618,Fork_length,137,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
JE306N1,hakai-jsp-U12619,Fork_length,114,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
JE306N1,hakai-jsp-U12620,Fork_length,141,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
JE306N1,hakai-jsp-U12614,Fork_length,115,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE370N1,hakai-jsp-U10495,Fork_length,109,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
JE307N1,hakai-jsp-U12691,Fork_length,135,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
JE307N1,hakai-jsp-U12692,Fork_length,125,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
JE307N1,hakai-jsp-U12694,Fork_length,149,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
JE307N1,hakai-jsp-U12696,Fork_length,148,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
JE307N1,hakai-jsp-U12697,Fork_length,153,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
JE307N1,hakai-jsp-U12699,Fork_length,121,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
JE307N1,hakai-jsp-U12700,Fork_length,130,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE372N1,hakai-jsp-U10701,Fork_length,131,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE373N1,hakai-jsp-U10781,Fork_length,118,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE373N1,hakai-jsp-U10782,Fork_length,131,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE367N1,hakai-jsp-U10301,Fork_length,129,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE371N1,hakai-jsp-U10621,Fork_length,112,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE371N1,hakai-jsp-U10622,Fork_length,106,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE371N1,hakai-jsp-U10623,Fork_length,111,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE371N1,hakai-jsp-U10591,Fork_length,104,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE371N1,hakai-jsp-U10593,Fork_length,92,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE371N1,hakai-jsp-U10594,Fork_length,94,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE371N1,hakai-jsp-U10595,Fork_length,91,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE373N1,hakai-jsp-U10751,Fork_length,101,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE373N1,hakai-jsp-U10752,Fork_length,107,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE380N1,hakai-jsp-U11311,Fork_length,83,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE376N1,hakai-jsp-U10961,Fork_length,108,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE376N1,hakai-jsp-U10962,Fork_length,100,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE376N1,hakai-jsp-U10964,Fork_length,98,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE376N1,hakai-jsp-U10969,Fork_length,88,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE376N1,hakai-jsp-U10970,Fork_length,94,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE369N1,hakai-jsp-U10403,Fork_length,78,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE369N1,hakai-jsp-U10404,Fork_length,91,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE369N1,hakai-jsp-U10405,Fork_length,94,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE369N1,hakai-jsp-U10406,Fork_length,99,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE369N1,hakai-jsp-U10407,Fork_length,87,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE369N1,hakai-jsp-U10409,Fork_length,92,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE369N1,hakai-jsp-U10410,Fork_length,92,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE373N1,hakai-jsp-U10723,Fork_length,119,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE373N1,hakai-jsp-U10724,Fork_length,129,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE373N1,hakai-jsp-U10725,Fork_length,114,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE373N1,hakai-jsp-U10726,Fork_length,112,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE373N1,hakai-jsp-U10728,Fork_length,85,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE373N1,hakai-jsp-U10729,Fork_length,120,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE366N1,hakai-jsp-U10163,Fork_length,152,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE366N1,hakai-jsp-U10170,Fork_length,138,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE367N1,hakai-jsp-U10246,Fork_length,116,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE367N1,hakai-jsp-U10248,Fork_length,151,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE376N1,hakai-jsp-U10966,Fork_length,119,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE374N1,hakai-jsp-U10802,Fork_length,122,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE374N1,hakai-jsp-U10804,Fork_length,122,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
JE307N1,hakai-jsp-U12641,Fork_length,114,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
JE307N1,hakai-jsp-U12642,Fork_length,116,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
JE307N1,hakai-jsp-U12643,Fork_length,121,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
JE307N1,hakai-jsp-U12647,Fork_length,124,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
JE307N1,hakai-jsp-U12649,Fork_length,125,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
JE306N1,hakai-jsp-U12565,Fork_length,108,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
JE306N1,hakai-jsp-U12570,Fork_length,96,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
JE311N5,hakai-jsp-U12962,Fork_length,121,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
JE311N5,hakai-jsp-U12963,Fork_length,128,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
JE311N5,hakai-jsp-U12965,Fork_length,117,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
JE311N5,hakai-jsp-U12967,Fork_length,126,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
JE311N5,hakai-jsp-U12968,Fork_length,124,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE367N1,hakai-jsp-U10242,Fork_length,139,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE367N1,hakai-jsp-U10243,Fork_length,109,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE378N1,hakai-jsp-U11121,Fork_length,97,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE378N1,hakai-jsp-U11122,Fork_length,117,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE378N1,hakai-jsp-U11128,Fork_length,118,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE378N1,hakai-jsp-U11129,Fork_length,102,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
JE307N1,hakai-jsp-U12645,Fork_length,112,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
JE307N1,hakai-jsp-U12646,Fork_length,118,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
JE307N1,hakai-jsp-U12648,Fork_length,117,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
JE307N1,hakai-jsp-U12650,Fork_length,116,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE365N1,hakai-jsp-U10081,Fork_length,139,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE365N1,hakai-jsp-U10087,Fork_length,126,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE365N1,hakai-jsp-U10088,Fork_length,127,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE365N1,hakai-jsp-U10090,Fork_length,122,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
JE306N1,hakai-jsp-U12563,Fork_length,109,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
JE306N1,hakai-jsp-U12566,Fork_length,104,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
JE306N1,hakai-jsp-U12567,Fork_length,123,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
JE306N1,hakai-jsp-U12569,Fork_length,107,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE372N1,hakai-jsp-U10641,Fork_length,111,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE372N1,hakai-jsp-U10642,Fork_length,121,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE372N1,hakai-jsp-U10648,Fork_length,116,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE372N1,hakai-jsp-U10650,Fork_length,111,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE378N1,hakai-jsp-U11123,Fork_length,124,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE378N1,hakai-jsp-U11125,Fork_length,126,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE365N1,hakai-jsp-U10082,Fork_length,130,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE371N1,hakai-jsp-U10561,Fork_length,101,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE371N1,hakai-jsp-U10563,Fork_length,96,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE371N1,hakai-jsp-U10567,Fork_length,123,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE371N1,hakai-jsp-U10568,Fork_length,101,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE371N1,hakai-jsp-U10570,Fork_length,119,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
JE309N1,hakai-jsp-U12803,Fork_length,113,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
JE309N1,hakai-jsp-U12805,Fork_length,127,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
JE309N1,hakai-jsp-U12807,Fork_length,109,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE365N1,hakai-jsp-U10131,Fork_length,130,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE365N1,hakai-jsp-U10132,Fork_length,142,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE365N1,hakai-jsp-U10133,Fork_length,140,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE365N1,hakai-jsp-U10134,Fork_length,122,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
JE307N1,hakai-jsp-U12693,Fork_length,153,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
JE307N1,hakai-jsp-U12695,Fork_length,136,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
JE307N1,hakai-jsp-U12698,Fork_length,128,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE367N1,hakai-jsp-U10244,Fork_length,111,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE376N1,hakai-jsp-U10963,Fork_length,101,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
JE309N1,hakai-jsp-U12808,Fork_length,120,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE365N1,hakai-jsp-U10111,Fork_length,79,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE365N1,hakai-jsp-U10112,Fork_length,78,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE367N1,hakai-jsp-U10271,Fork_length,80,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE378N1,hakai-jsp-U11167,Fork_length,100,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE365N1,hakai-jsp-U10129,Fork_length,119,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE370N1,hakai-jsp-U10481,Fork_length,128,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE370N1,hakai-jsp-U10482,Fork_length,119,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE370N1,hakai-jsp-U10483,Fork_length,114,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE370N1,hakai-jsp-U10484,Fork_length,123,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE378N1,hakai-jsp-U11161,Fork_length,83,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE378N1,hakai-jsp-U11163,Fork_length,112,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE378N1,hakai-jsp-U11164,Fork_length,87,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE378N1,hakai-jsp-U11165,Fork_length,84,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE378N1,hakai-jsp-U11168,Fork_length,87,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE378N1,hakai-jsp-U11169,Fork_length,105,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE365N1,hakai-jsp-U10083,Fork_length,114,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE371N1,hakai-jsp-U10602,Fork_length,102,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE371N1,hakai-jsp-U10603,Fork_length,115,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE371N1,hakai-jsp-U10604,Fork_length,111,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE371N1,hakai-jsp-U10605,Fork_length,117,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE371N1,hakai-jsp-U10562,Fork_length,111,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE371N1,hakai-jsp-U10564,Fork_length,97,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE371N1,hakai-jsp-U10606,Fork_length,115,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE380N1,hakai-jsp-U11281,Fork_length,130,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE380N1,hakai-jsp-U11282,Fork_length,133,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE308N1,hakai-jsp-U5073,Fork_length,111,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE308N1,hakai-jsp-U5074,Fork_length,88,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE308N1,hakai-jsp-U5075,Fork_length,100,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE371N1,hakai-jsp-U10601,Fork_length,75,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE380N1,hakai-jsp-U11321,Fork_length,93,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE380N1,hakai-jsp-U11322,Fork_length,103,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE380N1,hakai-jsp-U11323,Fork_length,101,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE365N1,hakai-jsp-U10126,Fork_length,123,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE365N1,hakai-jsp-U10127,Fork_length,118,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE365N1,hakai-jsp-U10130,Fork_length,129,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE371N1,hakai-jsp-U10565,Fork_length,89,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE371N1,hakai-jsp-U10566,Fork_length,105,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
DE371N1,hakai-jsp-U10569,Fork_length,109,http://vocab.nerc.ac.uk/collection/P01/current/FL01XX01/,Millimetres,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
