seine_id,bm_species,scientificName,bm_status,occurrenceID
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-37
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-38
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-39
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-40
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-41
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-42
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-43
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-44
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-45
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-46
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-47
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-48
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-49
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-50
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-51
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-52
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-53
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-54
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-55
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-56
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-57
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-58
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-59
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-60
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-61
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-62
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-63
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-64
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-65
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-66
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-67
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-68
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-69
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-70
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-71
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-72
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-73
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-74
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-75
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-76
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-77
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-78
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-79
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-80
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-81
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-82
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-83
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-84
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-85
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-86
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-87
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-88
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-89
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-90
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-91
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-92
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-93
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-94
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-95
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-96
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-97
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-98
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-99
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-100
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-101
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-102
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-103
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-104
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-105
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-106
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-107
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-108
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-109
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-110
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-111
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-112
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-113
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-114
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-115
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-116
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-117
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-118
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-119
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-120
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-121
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-122
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-123
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-124
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-125
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-126
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-127
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-128
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-129
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-130
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-131
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-132
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-133
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-134
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-135
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-136
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-137
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-138
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-139
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-140
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-141
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-142
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-143
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-144
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-145
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-146
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-147
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-148
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-149
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-150
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-151
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-152
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-153
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-154
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-155
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-156
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-157
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-158
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-159
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-160
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-161
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-162
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-163
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-164
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-165
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-166
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-167
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-168
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-169
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-170
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-171
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-172
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-173
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-174
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-175
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-176
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-177
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-178
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-179
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-180
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-181
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-182
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-183
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-184
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-185
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-186
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-187
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-188
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-189
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-190
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-191
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-192
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-193
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-194
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-195
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-196
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-197
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-198
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-199
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-200
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-201
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-202
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-203
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-204
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-205
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-206
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-207
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-208
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-209
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-210
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-211
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-212
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-213
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-214
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-215
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-216
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-217
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-218
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-219
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-220
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-221
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-222
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-223
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-224
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-225
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-226
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-227
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-228
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-229
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-230
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-231
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-232
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-233
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-234
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-235
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-236
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-237
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-238
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-239
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-240
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-241
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-242
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-243
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-244
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-245
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-246
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-247
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-248
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-249
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-250
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-251
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-252
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-253
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-254
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-255
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-256
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-257
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-258
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-259
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-260
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-261
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-262
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-263
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-264
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-265
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-266
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-267
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-268
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-269
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-270
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-271
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-272
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-273
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-274
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-275
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-276
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-277
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-278
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-279
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-280
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-281
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-282
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-283
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-284
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-285
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-286
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-287
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-288
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-289
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-290
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-291
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-292
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-293
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-294
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-295
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-296
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-297
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-298
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-299
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-300
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-301
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-302
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-303
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-304
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-305
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-306
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-307
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-308
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-309
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-310
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-311
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-312
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-313
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-314
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-315
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-316
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-317
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-318
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-319
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-320
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-321
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-322
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-323
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-324
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-325
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-326
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-327
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-328
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-329
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-330
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-331
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-332
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-333
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-334
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-335
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-336
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-337
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-338
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-339
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-340
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-341
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-342
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-343
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-344
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-345
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-346
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-347
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-348
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-349
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-350
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-351
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-352
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-353
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-354
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-355
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-356
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-357
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-358
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-359
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-360
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-361
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-362
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-363
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-364
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-365
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-366
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-367
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-368
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-369
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-370
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-371
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-372
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-373
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-374
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-375
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-376
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-377
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,bycatch-378
