sample_id,sample_type,ufn,sample_comments,analyzing_lab
SXM5025,extra_muscle,U4625,NA,NA
SXM5026,extra_muscle,U4626,NA,NA
SXM5027,extra_muscle,U4627,NA,NA
SXM5028,extra_muscle,U4628,NA,NA
SXM5029,extra_muscle,U4629,NA,NA
SXM5030,extra_muscle,U4630,NA,NA
SXM5031,extra_muscle,U4631,NA,NA
SXM5032,extra_muscle,U4632,NA,NA
SXM5033,extra_muscle,U4633,NA,NA
SXM5034,extra_muscle,U4634,NA,NA
SXM5035,extra_muscle,U4635,NA,NA
SXM5036,extra_muscle,U4636,NA,NA
SXM5037,extra_muscle,U4637,NA,NA
SXM5038,extra_muscle,U4638,NA,NA
SXM5039,extra_muscle,U4639,NA,NA
SXM5040,extra_muscle,U4640,NA,NA
SXM5049,extra_muscle,U4649,NA,NA
SXM5050,extra_muscle,U4650,NA,NA
SXM5051,extra_muscle,U4651,NA,NA
SXM5057,extra_muscle,U4657,NA,NA
SXM5058,extra_muscle,U4658,NA,NA
SXM5059,extra_muscle,U4659,NA,NA
SXM5060,extra_muscle,U4660,NA,NA
SXM5061,extra_muscle,U4661,NA,NA
SXM5062,extra_muscle,U4662,NA,NA
SXM5063,extra_muscle,U4663,NA,NA
SXM5064,extra_muscle,U4664,NA,NA
SXM5065,extra_muscle,U4665,NA,NA
SXM5066,extra_muscle,U4666,NA,NA
SXM5067,extra_muscle,U4667,NA,NA
SXM5068,extra_muscle,U4668,NA,NA
SXM5069,extra_muscle,U4669,NA,NA
SXM5070,extra_muscle,U4670,NA,NA
SXM5071,extra_muscle,U4671,NA,NA
SXM5072,extra_muscle,U4672,NA,NA
SXM5081,extra_muscle,U4681,NA,NA
SXM5082,extra_muscle,U4682,NA,NA
SXM5083,extra_muscle,U4683,NA,NA
SXM5084,extra_muscle,U4684,NA,NA
SXM5085,extra_muscle,U4685,NA,NA
SXM5086,extra_muscle,U4686,NA,NA
SXM5087,extra_muscle,U4687,NA,NA
SXM5088,extra_muscle,U4688,NA,NA
SXM5089,extra_muscle,U4689,NA,NA
SXM5090,extra_muscle,U4690,NA,NA
SXM5091,extra_muscle,U4691,NA,NA
SXM4131,extra_muscle,U3731,NA,NA
SXM4132,extra_muscle,U3732,NA,NA
SXM4133,extra_muscle,U3733,NA,NA
SXM4134,extra_muscle,U3734,NA,NA
SXM4135,extra_muscle,U3735,NA,NA
SXM4136,extra_muscle,U3736,NA,NA
SXM4137,extra_muscle,U3737,NA,NA
SXM4138,extra_muscle,U3738,NA,NA
SXM4139,extra_muscle,U3739,NA,NA
SXM4140,extra_muscle,U3740,NA,NA
SXM4141,extra_muscle,U3741,NA,NA
SXM4142,extra_muscle,U3742,NA,NA
SXM4143,extra_muscle,U3743,Fish slid on to bench,NA
SXM4144,extra_muscle,U3744,Fish fell on bench,NA
SXM4145,extra_muscle,U3745,NA,NA
SXM4146,extra_muscle,U3746,NA,NA
SXM4147,extra_muscle,U3747,NA,NA
SXM4148,extra_muscle,U3748,NA,NA
SXM4149,extra_muscle,U3749,NA,NA
SXM4150,extra_muscle,U3750,NA,NA
SXM4249,extra_muscle,U3849,NA,NA
SXM4250,extra_muscle,U3850,NA,NA
SXM4251,extra_muscle,U3851,NA,NA
SXM4292,extra_muscle,U3892,NA,NA
SXM4293,extra_muscle,U3893,NA,NA
SXM4294,extra_muscle,U3894,NA,NA
SXM4295,extra_muscle,U3895,NA,NA
SXM4296,extra_muscle,U3896,NA,NA
SXM4297,extra_muscle,U3897,NA,NA
SXM4298,extra_muscle,U3898,NA,NA
SXM4299,extra_muscle,U3899,NA,NA
SXM4300,extra_muscle,U3900,NA,NA
SXM4301,extra_muscle,U3901,NA,NA
SXM4302,extra_muscle,U3902,NA,NA
SXM4303,extra_muscle,U3903,NA,NA
SXM4304,extra_muscle,U3904,NA,NA
SXM4305,extra_muscle,U3905,NA,NA
SXM4306,extra_muscle,U3906,NA,NA
SXM4307,extra_muscle,U3907,NA,NA
SXM4308,extra_muscle,U3908,NA,NA
SXM4309,extra_muscle,U3909,NA,NA
SXM4310,extra_muscle,U3910,NA,NA
SXM4311,extra_muscle,U3911,NA,NA
SXM4312,extra_muscle,U3912,NA,NA
SXM4313,extra_muscle,U3913,NA,NA
SXM4363,extra_muscle,U3963,NA,NA
SXM4367,extra_muscle,U3967,NA,NA
SXM4368,extra_muscle,U3968,NA,NA
SXM4369,extra_muscle,U3969,NA,NA
SXM4394,extra_muscle,U3994,NA,NA
SXM4427,extra_muscle,U4027,NA,NA
SXM4428,extra_muscle,U4028,NA,NA
SXM4429,extra_muscle,U4029,NA,NA
SXM4430,extra_muscle,U4030,NA,NA
SXM4431,extra_muscle,U4031,NA,NA
SXM4432,extra_muscle,U4032,NA,NA
SXM4433,extra_muscle,U4033,NA,NA
SXM4434,extra_muscle,U4034,NA,NA
SXM4435,extra_muscle,U4035,NA,NA
SXM4436,extra_muscle,U4036,NA,NA
SXM4437,extra_muscle,U4037,NA,NA
SXM4438,extra_muscle,U4038,NA,NA
SXM4439,extra_muscle,U4039,NA,NA
SXM4440,extra_muscle,U4040,NA,NA
SXM4441,extra_muscle,U4041,NA,NA
SXM4442,extra_muscle,U4042,NA,NA
SXM4443,extra_muscle,U4043,NA,NA
SXM4444,extra_muscle,U4044,NA,NA
SXM4515,extra_muscle,U4115,NA,NA
SXM4524,extra_muscle,U4124,NA,NA
SXM4481,extra_muscle,U4081,NA,NA
SXM4516,extra_muscle,U4116,NA,NA
SXM4482,extra_muscle,U4082,NA,NA
SXM4525,extra_muscle,U4125,NA,NA
SXM4451,extra_muscle,U4051,NA,NA
SXM4452,extra_muscle,U4052,NA,NA
SXM4453,extra_muscle,U4053,NA,NA
SXM4454,extra_muscle,U4054,NA,NA
SXM4455,extra_muscle,U4055,NA,NA
SXM4456,extra_muscle,U4056,NA,NA
SXM4457,extra_muscle,U4057,NA,NA
SXM4458,extra_muscle,U4058,NA,NA
SXM4459,extra_muscle,U4059,NA,NA
SXM4460,extra_muscle,U4060,NA,NA
SXM4517,extra_muscle,U4117,NA,NA
SXM4483,extra_muscle,U4083,NA,NA
SXM4507,extra_muscle,U4107,NA,NA
SXM4518,extra_muscle,U4118,NA,NA
SXM4445,extra_muscle,U4045,NA,NA
SXM4466,extra_muscle,U4066,NA,NA
SXM4467,extra_muscle,U4067,NA,NA
SXM4468,extra_muscle,U4068,NA,NA
SXM4469,extra_muscle,U4069,NA,NA
SXM4470,extra_muscle,U4070,NA,NA
SXM4471,extra_muscle,U4071,NA,NA
SXM4472,extra_muscle,U4072,NA,NA
SXM4473,extra_muscle,U4073,NA,NA
SXM4474,extra_muscle,U4074,NA,NA
SXM4475,extra_muscle,U4075,NA,NA
SXM4476,extra_muscle,U4076,NA,NA
SXM4477,extra_muscle,U4077,NA,NA
SXM4478,extra_muscle,U4078,NA,NA
SXM4479,extra_muscle,U4079,NA,NA
SXM4480,extra_muscle,U4080,NA,NA
SXM4519,extra_muscle,U4119,NA,NA
SXM4484,extra_muscle,U4084,NA,NA
SXM4446,extra_muscle,U4046,NA,NA
SXM4520,extra_muscle,U4120,NA,NA
SXM4485,extra_muscle,U4085,NA,NA
SXM4486,extra_muscle,U4086,NA,NA
SXM4487,extra_muscle,U4087,NA,NA
SXM4488,extra_muscle,U4088,NA,NA
SXM4489,extra_muscle,U4089,NA,NA
SXM4490,extra_muscle,U4090,NA,NA
SXM4491,extra_muscle,U4091,NA,NA
SXM4492,extra_muscle,U4092,NA,NA
SXM4493,extra_muscle,U4093,NA,NA
SXM4494,extra_muscle,U4094,NA,NA
SXM4495,extra_muscle,U4095,NA,NA
SXM4505,extra_muscle,U4105,NA,NA
SXM4447,extra_muscle,U4047,NA,NA
SXM4506,extra_muscle,U4106,NA,NA
SXM4521,extra_muscle,U4121,NA,NA
SXM4448,extra_muscle,U4048,NA,NA
SXM4522,extra_muscle,U4122,NA,NA
SXM4508,extra_muscle,U4108,NA,NA
SXM4449,extra_muscle,U4049,NA,NA
SXM4523,extra_muscle,U4123,NA,NA
SXM4450,extra_muscle,U4050,NA,NA
SXM4461,extra_muscle,U4061,NA,NA
SXM4509,extra_muscle,U4109,NA,NA
SXM4543,extra_muscle,U4143,NA,NA
SXM4534,extra_muscle,U4134,NA,NA
SXM4510,extra_muscle,U4110,NA,NA
SXM4511,extra_muscle,U4111,NA,NA
SXM4512,extra_muscle,U4112,NA,NA
SXM4513,extra_muscle,U4113,NA,NA
SXM4514,extra_muscle,U4114,NA,NA
SXM4544,extra_muscle,U4144,NA,NA
SXM4462,extra_muscle,U4062,NA,NA
SXM4545,extra_muscle,U4145,NA,NA
SXM4535,extra_muscle,U4135,NA,NA
SXM4463,extra_muscle,U4063,NA,NA
SXM4546,extra_muscle,U4146,NA,NA
SXM4536,extra_muscle,U4136,NA,NA
SXM4547,extra_muscle,U4147,NA,NA
SXM4537,extra_muscle,U4137,NA,NA
SXM4464,extra_muscle,U4064,NA,NA
SXM4548,extra_muscle,U4148,NA,NA
SXM4538,extra_muscle,U4138,NA,NA
SXM4549,extra_muscle,U4149,NA,NA
SXM4527,extra_muscle,U4127,NA,NA
SXM4526,extra_muscle,U4126,NA,NA
SXM4528,extra_muscle,U4128,NA,NA
SXM4530,extra_muscle,U4130,NA,NA
SXM4529,extra_muscle,U4129,NA,NA
SXM4531,extra_muscle,U4131,NA,NA
SXM4532,extra_muscle,U4132,NA,NA
SXM4533,extra_muscle,U4133,NA,NA
SXM4550,extra_muscle,U4150,NA,NA
SXM4551,extra_muscle,U4151,NA,NA
SXM4552,extra_muscle,U4152,NA,NA
SXM4553,extra_muscle,U4153,NA,NA
SXM4554,extra_muscle,U4154,NA,NA
SXM5499,extra_muscle,U4960,NA,NA
SXM4567,extra_muscle,U4167,NA,NA
SXM4568,extra_muscle,U4168,NA,NA
SXM4569,extra_muscle,U4169,NA,NA
SXM4555,extra_muscle,U4155,NA,NA
SXM5504,extra_muscle,U4965,NA,NA
SXM4504,extra_muscle,U4104,NA,NA
SXM4559,extra_muscle,U4159,NA,NA
SXM4560,extra_muscle,U4160,NA,NA
SXM4561,extra_muscle,U4161,NA,NA
SXM4562,extra_muscle,U4162,NA,NA
SXM4556,extra_muscle,U4156,NA,NA
SXM4557,extra_muscle,U4157,NA,NA
SXM4558,extra_muscle,U4158,NA,NA
SXM4563,extra_muscle,U4163,NA,NA
SXM4564,extra_muscle,U4164,NA,NA
SXM4565,extra_muscle,U4165,NA,NA
SXM4566,extra_muscle,U4166,NA,NA
SXM4503,extra_muscle,U4103,NA,NA
SXM4502,extra_muscle,U4102,NA,NA
SXM4501,extra_muscle,U4101,NA,NA
SXM4500,extra_muscle,U4100,NA,NA
SXM4499,extra_muscle,U4099,NA,NA
SXM4498,extra_muscle,U4098,NA,NA
SXM4497,extra_muscle,U4097,NA,NA
SXM4570,extra_muscle,U4170,NA,NA
SXM4571,extra_muscle,U4171,NA,NA
SXM4572,extra_muscle,U4172,NA,NA
SXM4573,extra_muscle,U4173,NA,NA
SXM5250,extra_muscle,U4800,NA,NA
SXM5251,extra_muscle,U4801,NA,NA
SXM5252,extra_muscle,U4802,NA,NA
SXM5226,extra_muscle,U4776,NA,NA
SXM5227,extra_muscle,U4777,NA,NA
SXM5228,extra_muscle,U4778,NA,NA
SXM5229,extra_muscle,U4779,NA,NA
SXM5230,extra_muscle,U4780,NA,NA
SXM5178,extra_muscle,U4728,NA,NA
SXM5231,extra_muscle,U4781,NA,NA
SXM5179,extra_muscle,U4729,NA,NA
SXM5232,extra_muscle,U4782,NA,NA
SXM5180,extra_muscle,U4730,NA,NA
SXM5233,extra_muscle,U4783,NA,NA
SXM5234,extra_muscle,U4784,NA,NA
SXM5181,extra_muscle,U4731,NA,NA
SXM5235,extra_muscle,U4785,NA,NA
SXM5253,extra_muscle,U4803,NA,NA
SXM5182,extra_muscle,U4732,NA,NA
SXM5236,extra_muscle,U4786,NA,NA
SXM5202,extra_muscle,U4752,NA,NA
SXM5254,extra_muscle,U4804,NA,NA
SXM5237,extra_muscle,U4787,NA,NA
SXM5183,extra_muscle,U4733,NA,NA
SXM5203,extra_muscle,U4753,NA,NA
SXM5238,extra_muscle,U4788,NA,NA
SXM5207,extra_muscle,U4757,NA,NA
SXM5208,extra_muscle,U4758,NA,NA
SXM5209,extra_muscle,U4759,NA,NA
SXM5210,extra_muscle,U4760,NA,NA
SXM5255,extra_muscle,U4805,NA,NA
SXM5184,extra_muscle,U4734,NA,NA
SXM5204,extra_muscle,U4754,NA,NA
SXM5239,extra_muscle,U4789,NA,NA
SXM5185,extra_muscle,U4735,NA,NA
SXM5256,extra_muscle,U4806,NA,NA
SXM5205,extra_muscle,U4755,NA,NA
SXM5240,extra_muscle,U4790,NA,NA
SXM5257,extra_muscle,U4807,NA,NA
SXM5186,extra_muscle,U4736,NA,NA
SXM5241,extra_muscle,U4791,NA,NA
SXM5258,extra_muscle,U4808,NA,NA
SXM5274,extra_muscle,U4824,NA,NA
SXM5242,extra_muscle,U4792,NA,NA
SXM5187,extra_muscle,U4737,NA,NA
SXM5243,extra_muscle,U4793,NA,NA
SXM5259,extra_muscle,U4809,NA,NA
SXM5275,extra_muscle,U4825,NA,NA
SXM5244,extra_muscle,U4794,NA,NA
SXM5245,extra_muscle,U4795,NA,NA
SXM5246,extra_muscle,U4796,NA,NA
SXM5247,extra_muscle,U4797,NA,NA
SXM5248,extra_muscle,U4798,NA,NA
SXM5249,extra_muscle,U4799,NA,NA
SXM5188,extra_muscle,U4738,NA,NA
SXM5260,extra_muscle,U4810,NA,NA
SXM5189,extra_muscle,U4739,NA,NA
SXM5261,extra_muscle,U4811,NA,NA
SXM5276,extra_muscle,U4826,NA,NA
SXM5190,extra_muscle,U4740,NA,NA
SXM5277,extra_muscle,U4827,NA,NA
SXM5262,extra_muscle,U4812,NA,NA
SXM5263,extra_muscle,U4813,NA,NA
SXM5264,extra_muscle,U4814,NA,NA
SXM5265,extra_muscle,U4815,NA,NA
SXM5266,extra_muscle,U4816,NA,NA
SXM5267,extra_muscle,U4817,NA,NA
SXM5268,extra_muscle,U4818,NA,NA
SXM5269,extra_muscle,U4819,NA,NA
SXM5191,extra_muscle,U4741,NA,NA
SXM5270,extra_muscle,U4820,NA,NA
SXM5192,extra_muscle,U4742,NA,NA
SXM5271,extra_muscle,U4821,NA,NA
SXM5193,extra_muscle,U4743,NA,NA
SXM5272,extra_muscle,U4822,NA,NA
SXM5194,extra_muscle,U4744,NA,NA
SXM5273,extra_muscle,U4823,NA,NA
SXM5195,extra_muscle,U4745,NA,NA
SXM5298,extra_muscle,U4848,NA,NA
SXM5299,extra_muscle,U4849,NA,NA
SXM5196,extra_muscle,U4746,NA,NA
SXM5300,extra_muscle,U4850,NA,NA
SXM5197,extra_muscle,U4747,NA,NA
SXM5301,extra_muscle,U4851,NA,NA
SXM5198,extra_muscle,U4748,NA,NA
SXM5302,extra_muscle,U4852,NA,NA
SXM5199,extra_muscle,U4749,NA,NA
SXM5303,extra_muscle,U4853,NA,NA
SXM5304,extra_muscle,U4854,NA,NA
SXM5305,extra_muscle,U4855,NA,NA
SXM5306,extra_muscle,U4856,NA,NA
SXM5307,extra_muscle,U4857,NA,NA
SXM5308,extra_muscle,U4858,NA,NA
SXM5309,extra_muscle,U4859,NA,NA
SXM5310,extra_muscle,U4860,NA,NA
SXM5311,extra_muscle,U4861,NA,NA
SXM5313,extra_muscle,U4863,NA,NA
SXM5314,extra_muscle,U4864,NA,NA
SXM5315,extra_muscle,U4865,NA,NA
SXM5316,extra_muscle,U4866,NA,NA
SXM5317,extra_muscle,U4867,NA,NA
SXM5318,extra_muscle,U4868,NA,NA
SXM5319,extra_muscle,U4869,NA,NA
SXM5320,extra_muscle,U4870,NA,NA
SXM5321,extra_muscle,U4871,NA,NA
SXM5401,extra_muscle,U4901,NA,NA
SXM5402,extra_muscle,U4902,NA,NA
SXM5403,extra_muscle,U4903,NA,NA
SXM5404,extra_muscle,U4904,NA,NA
SXM5405,extra_muscle,U4905,NA,NA
SXM5406,extra_muscle,U4906,NA,NA
SXM5408,extra_muscle,U4908,NA,NA
SXM5409,extra_muscle,U4909,NA,NA
SXM5410,extra_muscle,U4910,NA,NA
SXM5411,extra_muscle,U4911,NA,NA
SXM5412,extra_muscle,U4912,NA,NA
SXM5413,extra_muscle,U4913,NA,NA
SXM5414,extra_muscle,U4914,NA,NA
SXM5415,extra_muscle,U4915,NA,NA
SXM5416,extra_muscle,U4916,NA,NA
SXM5418,extra_muscle,U4918,NA,NA
SXM5419,extra_muscle,U4919,NA,NA
SXM5420,extra_muscle,U4920,NA,NA
SXM5421,extra_muscle,U4921,NA,NA
SXM5422,extra_muscle,U4922,NA,NA
SXM5423,extra_muscle,U4923,NA,NA
SXM5424,extra_muscle,U4924,NA,NA
SXM5425,extra_muscle,U4925,NA,NA
SXM5426,extra_muscle,U4926,NA,NA
SXM5427,extra_muscle,U4927,NA,NA
SXM5428,extra_muscle,U4928,NA,NA
SXM5429,extra_muscle,U4929,NA,NA
SXM5430,extra_muscle,U4930,NA,NA
SXM5431,extra_muscle,U4931,NA,NA
SXM5432,extra_muscle,U4932,NA,NA
SXM5433,extra_muscle,U4933,NA,NA
SXM5434,extra_muscle,U4934,NA,NA
SXM5435,extra_muscle,U4935,NA,NA
SXM5436,extra_muscle,U4936,NA,NA
SXM5437,extra_muscle,U4937,NA,NA
SXM5438,extra_muscle,U4938,NA,NA
SXM5439,extra_muscle,U4939,NA,NA
SXM5440,extra_muscle,U4940,NA,NA
SXM5441,extra_muscle,U4941,NA,NA
SXM5442,extra_muscle,U4942,NA,NA
SXM5443,extra_muscle,U4943,NA,NA
SXM5444,extra_muscle,U4944,NA,NA
SXM5445,extra_muscle,U4945,NA,NA
SXM5446,extra_muscle,U4946,NA,NA
SXM5447,extra_muscle,U4947,NA,NA
SXM5448,extra_muscle,U4948,NA,NA
SXM5449,extra_muscle,U4949,NA,NA
SXM5450,extra_muscle,U4950,NA,NA
SXM5451,extra_muscle,U4951,NA,NA
SXM5452,extra_muscle,U4952,NA,NA
SXM5453,extra_muscle,U4953,NA,NA
SXM5454,extra_muscle,U4954,NA,NA
SXM5455,extra_muscle,U4955,NA,NA
SXM5456,extra_muscle,U4956,NA,NA
SXM5457,extra_muscle,U4957,NA,NA
SXM4496,extra_muscle,U4096,NA,NA
SXM4465,extra_muscle,U4065,NA,NA
SXM5509,extra_muscle,U4970,NA,NA
SXM5510,extra_muscle,U4971,NA,NA
SXM5511,extra_muscle,U4972,NA,NA
SXM5512,extra_muscle,U4973,NA,NA
SXM5513,extra_muscle,U4974,NA,NA
SXM5514,extra_muscle,U4975,NA,NA
SXM5515,extra_muscle,U4976,NA,NA
SXM5516,extra_muscle,U4977,NA,NA
SXM5517,extra_muscle,U4978,NA,NA
SXM5518,extra_muscle,U4979,NA,NA
SXM5519,extra_muscle,U4980,NA,NA
SXM5537,extra_muscle,U4998,NA,NA
SXM5538,extra_muscle,U4999,NA,NA
SXM5539,extra_muscle,U5000,NA,NA
SXM5540,extra_muscle,U5001,NA,NA
SXM5541,extra_muscle,U5002,NA,NA
SXM5542,extra_muscle,U5003,NA,NA
SXM5543,extra_muscle,U5004,NA,NA
SXM5544,extra_muscle,U5005,NA,NA
SXM5545,extra_muscle,U5006,NA,NA
SXM5546,extra_muscle,U5007,NA,NA
SXM5547,extra_muscle,U5008,NA,NA
SXM5548,extra_muscle,U5009,NA,NA
SXM5549,extra_muscle,U5010,NA,NA
SXM5550,extra_muscle,U5011,NA,NA
SXM5551,extra_muscle,U5012,NA,NA
SXM5552,extra_muscle,U5013,NA,NA
SXM5553,extra_muscle,U5014,NA,NA
SXM5554,extra_muscle,U5015,NA,NA
SXM5555,extra_muscle,U5016,NA,NA
SXM5556,extra_muscle,U5017,NA,NA
SXM5557,extra_muscle,U5018,NA,NA
SXM5558,extra_muscle,U5019,NA,NA
SXM5559,extra_muscle,U5020,NA,NA
SXM5560,extra_muscle,U5021,NA,NA
SXM5561,extra_muscle,U5022,NA,NA
SXM5562,extra_muscle,U5023,NA,NA
SXM5563,extra_muscle,U5024,NA,NA
SXM5564,extra_muscle,U5025,NA,NA
SXM5565,extra_muscle,U5026,NA,NA
SXM5566,extra_muscle,U5027,NA,NA
SXM5567,extra_muscle,U5028,NA,NA
SXM5568,extra_muscle,U5029,NA,NA
SXM5569,extra_muscle,U5030,NA,NA
SXM5570,extra_muscle,U5031,NA,NA
SXM5571,extra_muscle,U5032,NA,NA
SXM5572,extra_muscle,U5033,NA,NA
SXM5573,extra_muscle,U5034,NA,NA
SXM5574,extra_muscle,U5035,NA,NA
SXM5575,extra_muscle,U5036,NA,NA
SXM5576,extra_muscle,U5037,NA,NA
SXM5577,extra_muscle,U5038,NA,NA
SXM5578,extra_muscle,U5039,NA,NA
SXM5579,extra_muscle,U5040,NA,NA
SXM5580,extra_muscle,U5041,NA,NA
SXM5581,extra_muscle,U5042,NA,NA
SXM5582,extra_muscle,U5043,NA,NA
SXM5584,extra_muscle,U5045,NA,NA
SXM5585,extra_muscle,U5046,NA,NA
SXM5586,extra_muscle,U5047,NA,NA
SXM5587,extra_muscle,U5048,NA,NA
SXM5588,extra_muscle,U5049,NA,NA
SXM5589,extra_muscle,U5050,NA,NA
SXM5590,extra_muscle,U5051,NA,NA
SXM5591,extra_muscle,U5052,NA,NA
SXM5592,extra_muscle,U5053,NA,NA
SXM5593,extra_muscle,U5054,NA,NA
SXM5594,extra_muscle,U5055,NA,NA
SXM5595,extra_muscle,U5056,NA,NA
SXM5596,extra_muscle,U5057,NA,NA
SXM5597,extra_muscle,U5058,NA,NA
SXM5598,extra_muscle,U5059,NA,NA
SXM5599,extra_muscle,U5060,NA,NA
