ufn,sample_type,sample_id,sample_comments,analyzing_lab
U3941,fatty_acid,SFA4341,NA,NA
U3942,fatty_acid,SFA4342,NA,NA
U3943,fatty_acid,SFA4343,NA,NA
U3944,fatty_acid,SFA4344,NA,NA
U3945,fatty_acid,SFA4345,NA,NA
U3946,fatty_acid,SFA4346,NA,NA
U3947,fatty_acid,SFA4347,NA,NA
U3948,fatty_acid,SFA4348,NA,NA
U3949,fatty_acid,SFA4349,NA,JGarzke_UBC
U3950,fatty_acid,SFA4350,NA,NA
U3951,fatty_acid,SFA4351,NA,NA
U3952,fatty_acid,SFA4352,NA,NA
U3953,fatty_acid,SFA4353,NA,NA
U3954,fatty_acid,SFA4354,NA,NA
U3955,fatty_acid,SFA4355,NA,NA
U3956,fatty_acid,SFA4356,NA,NA
U3957,fatty_acid,SFA4357,NA,NA
U3958,fatty_acid,SFA4358,NA,NA
U3959,fatty_acid,SFA4359,NA,NA
U3960,fatty_acid,SFA4360,NA,NA
U3961,fatty_acid,SFA4361,NA,NA
U3962,fatty_acid,SFA4362,NA,NA
U3963,fatty_acid,SFA4363,NA,NA
U3967,fatty_acid,SFA4367,NA,NA
U3968,fatty_acid,SFA4368,NA,NA
U3969,fatty_acid,SFA4369,NA,NA
U3970,fatty_acid,SFA4370,NA,NA
U3971,fatty_acid,SFA4371,NA,NA
U3972,fatty_acid,SFA4372,NA,NA
U3973,fatty_acid,SFA4373,NA,NA
U3974,fatty_acid,SFA4374,NA,NA
U3975,fatty_acid,SFA4375,NA,NA
U3976,fatty_acid,SFA4376,NA,JGarzke_UBC
U3977,fatty_acid,SFA4377,NA,JGarzke_UBC
U3978,fatty_acid,SFA4378,NA,NA
U3979,fatty_acid,SFA4379,NA,NA
U3980,fatty_acid,SFA4380,NA,NA
U3981,fatty_acid,SFA4381,NA,NA
U3982,fatty_acid,SFA4382,NA,NA
U3983,fatty_acid,SFA4383,NA,NA
U3984,fatty_acid,SFA4384,NA,NA
U3985,fatty_acid,SFA4385,NA,NA
U3986,fatty_acid,SFA4386,NA,NA
U3987,fatty_acid,SFA4387,NA,NA
U3988,fatty_acid,SFA4388,NA,NA
U3989,fatty_acid,SFA4389,NA,NA
U3990,fatty_acid,SFA4390,NA,NA
U3991,fatty_acid,SFA4391,NA,NA
U3992,fatty_acid,SFA4392,NA,NA
U3993,fatty_acid,SFA4393,NA,NA
U3994,fatty_acid,SFA4394,NA,NA
U3995,fatty_acid,SFA4395,NA,NA
U3996,fatty_acid,SFA4396,NA,NA
U3997,fatty_acid,SFA4397,NA,NA
U3998,fatty_acid,SFA4398,NA,NA
U3999,fatty_acid,SFA4399,NA,NA
U4000,fatty_acid,SFA4400,NA,NA
U4001,fatty_acid,SFA4401,NA,NA
U4002,fatty_acid,SFA4402,NA,NA
U4003,fatty_acid,SFA4403,NA,NA
U4004,fatty_acid,SFA4404,NA,NA
U4005,fatty_acid,SFA4405,NA,NA
U4006,fatty_acid,SFA4406,NA,NA
U4007,fatty_acid,SFA4407,NA,NA
U4008,fatty_acid,SFA4408,NA,JGarzke_UBC
U4009,fatty_acid,SFA4409,NA,JGarzke_UBC
U4010,fatty_acid,SFA4410,NA,NA
U4011,fatty_acid,SFA4411,NA,NA
U4012,fatty_acid,SFA4412,NA,NA
U4013,fatty_acid,SFA4413,NA,NA
U4014,fatty_acid,SFA4414,NA,NA
U4015,fatty_acid,SFA4415,NA,NA
U4016,fatty_acid,SFA4416,NA,NA
U3746,fatty_acid,SFA4146,NA,NA
U4021,fatty_acid,SFA4421,NA,NA
U4052,fatty_acid,SFA4452,NA,NA
U4066,fatty_acid,SFA4466,NA,NA
U4022,fatty_acid,SFA4422,NA,NA
U3747,fatty_acid,SFA4147,NA,NA
U4023,fatty_acid,SFA4423,NA,NA
U4024,fatty_acid,SFA4424,NA,NA
U4053,fatty_acid,SFA4453,NA,NA
U4025,fatty_acid,SFA4425,NA,NA
U4027,fatty_acid,SFA4427,NA,NA
U4028,fatty_acid,SFA4428,NA,NA
U4029,fatty_acid,SFA4429,NA,NA
U4030,fatty_acid,SFA4430,NA,NA
U4031,fatty_acid,SFA4431,NA,NA
U4032,fatty_acid,SFA4432,NA,NA
U4033,fatty_acid,SFA4433,NA,NA
U4034,fatty_acid,SFA4434,NA,NA
U4035,fatty_acid,SFA4435,NA,NA
U4036,fatty_acid,SFA4436,NA,NA
U4037,fatty_acid,SFA4437,NA,NA
U4038,fatty_acid,SFA4438,NA,NA
U4039,fatty_acid,SFA4439,NA,NA
U4040,fatty_acid,SFA4440,NA,NA
U4041,fatty_acid,SFA4441,NA,NA
U4067,fatty_acid,SFA4467,NA,NA
U4026,fatty_acid,SFA4426,NA,NA
U4054,fatty_acid,SFA4454,NA,NA
U4068,fatty_acid,SFA4468,NA,NA
U4055,fatty_acid,SFA4455,FA fell on bench.,NA
U4069,fatty_acid,SFA4469,NA,NA
U4049,fatty_acid,SFA4449,NA,NA
U4056,fatty_acid,SFA4456,NA,NA
U4050,fatty_acid,SFA4450,NA,NA
U4070,fatty_acid,SFA4470,NA,NA
U4057,fatty_acid,SFA4457,NA,NA
U4071,fatty_acid,SFA4471,NA,NA
U4058,fatty_acid,SFA4458,NA,NA
U4059,fatty_acid,SFA4459,NA,NA
U4072,fatty_acid,SFA4472,NA,NA
U3748,fatty_acid,SFA4148,NA,NA
U4060,fatty_acid,SFA4460,NA,NA
U4073,fatty_acid,SFA4473,NA,NA
U3749,fatty_acid,SFA4149,NA,NA
U4061,fatty_acid,SFA4461,NA,NA
U4062,fatty_acid,SFA4462,NA,NA
U4063,fatty_acid,SFA4463,NA,NA
U4064,fatty_acid,SFA4464,NA,NA
U4065,fatty_acid,SFA4465,NA,NA
U4076,fatty_acid,SFA4476,NA,NA
U3750,fatty_acid,SFA4150,NA,NA
U4074,fatty_acid,SFA4474,NA,NA
U4077,fatty_acid,SFA4477,NA,NA
U4042,fatty_acid,SFA4442,NA,NA
U4075,fatty_acid,SFA4475,NA,NA
U4078,fatty_acid,SFA4478,NA,NA
U4079,fatty_acid,SFA4479,NA,NA
U4085,fatty_acid,SFA4485,NA,NA
U4044,fatty_acid,SFA4444,NA,NA
U4086,fatty_acid,SFA4486,NA,NA
U4087,fatty_acid,SFA4487,NA,NA
U4088,fatty_acid,SFA4488,NA,NA
U4089,fatty_acid,SFA4489,NA,NA
U4090,fatty_acid,SFA4490,NA,NA
U4091,fatty_acid,SFA4491,NA,NA
U4108,fatty_acid,SFA4508,NA,NA
U4092,fatty_acid,SFA4492,NA,NA
U4093,fatty_acid,SFA4493,NA,NA
U4094,fatty_acid,SFA4494,NA,NA
U4095,fatty_acid,SFA4495,NA,NA
U4110,fatty_acid,SFA4510,NA,NA
U4111,fatty_acid,SFA4511,NA,NA
U4112,fatty_acid,SFA4512,NA,NA
U4113,fatty_acid,SFA4513,NA,NA
U4114,fatty_acid,SFA4514,NA,NA
U4122,fatty_acid,SFA4522,NA,NA
U4080,fatty_acid,SFA4480,NA,NA
U4115,fatty_acid,SFA4515,NA,NA
U4124,fatty_acid,SFA4524,NA,NA
U4096,fatty_acid,SFA4496,NA,NA
U4097,fatty_acid,SFA4497,NA,NA
U4098,fatty_acid,SFA4498,NA,NA
U4099,fatty_acid,SFA4499,NA,NA
U4100,fatty_acid,SFA4500,NA,NA
U4101,fatty_acid,SFA4501,NA,NA
U4102,fatty_acid,SFA4502,NA,NA
U4103,fatty_acid,SFA4503,NA,NA
U4104,fatty_acid,SFA4504,NA,NA
U4081,fatty_acid,SFA4481,NA,NA
U4116,fatty_acid,SFA4516,NA,NA
U4082,fatty_acid,SFA4482,NA,NA
U4125,fatty_acid,SFA4525,NA,NA
U4109,fatty_acid,SFA4509,NA,NA
U4117,fatty_acid,SFA4517,NA,NA
U4083,fatty_acid,SFA4483,NA,NA
U4118,fatty_acid,SFA4518,NA,NA
U4119,fatty_acid,SFA4519,NA,NA
U4120,fatty_acid,SFA4520,NA,NA
U4121,fatty_acid,SFA4521,NA,NA
U4045,fatty_acid,SFA4445,NA,NA
U4084,fatty_acid,SFA4484,NA,NA
U4046,fatty_acid,SFA4446,NA,NA
U4105,fatty_acid,SFA4505,NA,NA
U4047,fatty_acid,SFA4447,NA,NA
U4106,fatty_acid,SFA4506,NA,NA
U4048,fatty_acid,SFA4448,NA,NA
U4123,fatty_acid,SFA4523,NA,NA
U4107,fatty_acid,SFA4507,NA,NA
U4043,fatty_acid,SFA4443,NA,NA
U4126,fatty_acid,SFA4526,NA,NA
U4127,fatty_acid,SFA4527,NA,NA
U4128,fatty_acid,SFA4528,NA,NA
U4129,fatty_acid,SFA4529,NA,NA
U4130,fatty_acid,SFA4530,NA,NA
U4131,fatty_acid,SFA4531,NA,NA
U4132,fatty_acid,SFA4532,NA,NA
U4133,fatty_acid,SFA4533,NA,NA
U4134,fatty_acid,SFA4534,NA,NA
U4135,fatty_acid,SFA4535,NA,NA
U4136,fatty_acid,SFA4536,NA,NA
U4137,fatty_acid,SFA4537,NA,NA
U4138,fatty_acid,SFA4538,NA,NA
U4143,fatty_acid,SFA4543,NA,NA
U4144,fatty_acid,SFA4544,NA,NA
U4145,fatty_acid,SFA4545,NA,NA
U4146,fatty_acid,SFA4546,NA,NA
U4147,fatty_acid,SFA4547,NA,NA
U4148,fatty_acid,SFA4548,NA,NA
U4149,fatty_acid,SFA4549,NA,NA
U4150,fatty_acid,SFA4550,NA,NA
U4151,fatty_acid,SFA4551,NA,NA
U4152,fatty_acid,SFA4552,NA,NA
U4153,fatty_acid,SFA4553,NA,NA
U4154,fatty_acid,SFA4554,NA,NA
U4155,fatty_acid,SFA4555,NA,NA
U4156,fatty_acid,SFA4556,NA,NA
U4157,fatty_acid,SFA4557,NA,NA
U4158,fatty_acid,SFA4558,NA,NA
U4159,fatty_acid,SFA4559,NA,NA
U4160,fatty_acid,SFA4560,NA,NA
U4161,fatty_acid,SFA4561,NA,NA
U4162,fatty_acid,SFA4562,NA,NA
U4163,fatty_acid,SFA4563,NA,NA
U4164,fatty_acid,SFA4564,NA,NA
U4165,fatty_acid,SFA4565,NA,NA
U4166,fatty_acid,SFA4566,NA,NA
U4167,fatty_acid,SFA4567,NA,NA
U4168,fatty_acid,SFA4568,NA,NA
U4169,fatty_acid,SFA4569,NA,NA
U4170,fatty_acid,SFA4570,NA,NA
U4171,fatty_acid,SFA4571,NA,NA
U4172,fatty_acid,SFA4572,NA,NA
U4173,fatty_acid,SFA4573,NA,NA
U4177,fatty_acid,SFA4577,NA,NA
U4178,fatty_acid,SFA4578,NA,NA
U4179,fatty_acid,SFA4579,NA,NA
U4180,fatty_acid,SFA4580,NA,NA
U4181,fatty_acid,SFA4581,NA,NA
U4182,fatty_acid,SFA4582,Fish fell on floor,NA
U4183,fatty_acid,SFA4583,NA,NA
U4184,fatty_acid,SFA4584,NA,NA
U4185,fatty_acid,SFA4585,NA,NA
U4186,fatty_acid,SFA4586,NA,NA
U4187,fatty_acid,SFA4587,NA,NA
U4188,fatty_acid,SFA4588,NA,JGarzke_UBC
U4189,fatty_acid,SFA4589,NA,NA
U4190,fatty_acid,SFA4590,NA,NA
U4191,fatty_acid,SFA4591,NA,NA
U4192,fatty_acid,SFA4592,NA,JGarzke_UBC
U4193,fatty_acid,SFA4593,NA,JGarzke_UBC
U4194,fatty_acid,SFA4594,NA,NA
U4195,fatty_acid,SFA4595,NA,NA
U4196,fatty_acid,SFA4596,NA,NA
U4197,fatty_acid,SFA4597,NA,NA
U4198,fatty_acid,SFA4598,NA,NA
U4199,fatty_acid,SFA4599,NA,NA
U4200,fatty_acid,SFA4600,NA,NA
U4201,fatty_acid,SFA4601,NA,NA
U4202,fatty_acid,SFA4602,NA,NA
U4203,fatty_acid,SFA4603,NA,NA
U4204,fatty_acid,SFA4604,NA,NA
U4205,fatty_acid,SFA4605,NA,NA
U4206,fatty_acid,SFA4606,NA,NA
U4207,fatty_acid,SFA4607,NA,NA
U4208,fatty_acid,SFA4608,NA,NA
U4209,fatty_acid,SFA4609,NA,NA
U4210,fatty_acid,SFA4610,NA,NA
U4211,fatty_acid,SFA4611,NA,NA
U4212,fatty_acid,SFA4612,NA,NA
U4213,fatty_acid,SFA4613,NA,NA
U4214,fatty_acid,SFA4614,NA,NA
U4215,fatty_acid,SFA4615,NA,NA
U4216,fatty_acid,SFA4616,NA,NA
U4217,fatty_acid,SFA4617,NA,NA
U4218,fatty_acid,SFA4618,NA,NA
U4219,fatty_acid,SFA4619,NA,NA
U4220,fatty_acid,SFA4620,NA,NA
U4221,fatty_acid,SFA4621,NA,NA
U4222,fatty_acid,SFA4622,NA,NA
U4223,fatty_acid,SFA4623,NA,NA
U4224,fatty_acid,SFA4624,NA,NA
U4225,fatty_acid,SFA4625,NA,NA
U4226,fatty_acid,SFA4626,NA,NA
U4227,fatty_acid,SFA4627,NA,NA
U4228,fatty_acid,SFA4628,NA,NA
U4229,fatty_acid,SFA4629,NA,NA
U4230,fatty_acid,SFA4630,NA,NA
U4231,fatty_acid,SFA4631,NA,NA
U4232,fatty_acid,SFA4632,NA,NA
U4233,fatty_acid,SFA4633,NA,NA
U4234,fatty_acid,SFA4634,NA,NA
U4235,fatty_acid,SFA4635,NA,NA
U4236,fatty_acid,SFA4636,NA,NA
U4237,fatty_acid,SFA4637,NA,NA
U4238,fatty_acid,SFA4638,NA,NA
U4239,fatty_acid,SFA4639,NA,NA
U4240,fatty_acid,SFA4640,NA,NA
U4241,fatty_acid,SFA4641,NA,NA
U4242,fatty_acid,SFA4642,NA,NA
U4243,fatty_acid,SFA4643,NA,NA
U4244,fatty_acid,SFA4644,NA,NA
U4245,fatty_acid,SFA4645,NA,NA
U4246,fatty_acid,SFA4646,NA,NA
U4247,fatty_acid,SFA4647,NA,NA
U4248,fatty_acid,SFA4648,NA,NA
U4249,fatty_acid,SFA4649,NA,NA
U4250,fatty_acid,SFA4650,NA,NA
U4251,fatty_acid,SFA4651,NA,NA
U4252,fatty_acid,SFA4652,NA,NA
U4253,fatty_acid,SFA4653,NA,NA
U4254,fatty_acid,SFA4654,NA,NA
U4255,fatty_acid,SFA4655,NA,NA
U4256,fatty_acid,SFA4656,NA,NA
U4257,fatty_acid,SFA4657,NA,NA
U4258,fatty_acid,SFA4658,NA,NA
U4259,fatty_acid,SFA4659,NA,JGarzke_UBC
U4260,fatty_acid,SFA4660,NA,NA
U4261,fatty_acid,SFA4661,NA,JGarzke_UBC
U4262,fatty_acid,SFA4662,NA,JGarzke_UBC
U4263,fatty_acid,SFA4663,NA,JGarzke_UBC
U4264,fatty_acid,SFA4664,NA,NA
U4265,fatty_acid,SFA4665,NA,JGarzke_UBC
U4266,fatty_acid,SFA4666,NA,JGarzke_UBC
U4267,fatty_acid,SFA4667,NA,NA
U4268,fatty_acid,SFA4668,NA,JGarzke_UBC
U4269,fatty_acid,SFA4669,NA,NA
U4270,fatty_acid,SFA4670,NA,NA
U4271,fatty_acid,SFA4671,NA,NA
U4272,fatty_acid,SFA4672,NA,NA
U4273,fatty_acid,SFA4673,NA,NA
U4274,fatty_acid,SFA4674,NA,NA
U4275,fatty_acid,SFA4675,NA,NA
U4276,fatty_acid,SFA4676,NA,NA
U4277,fatty_acid,SFA4677,NA,NA
U4278,fatty_acid,SFA4678,NA,NA
U4279,fatty_acid,SFA4679,NA,NA
U4280,fatty_acid,SFA4680,NA,NA
U4281,fatty_acid,SFA4681,NA,NA
U4282,fatty_acid,SFA4682,NA,NA
U4283,fatty_acid,SFA4683,NA,NA
U4284,fatty_acid,SFA4684,NA,NA
U4285,fatty_acid,SFA4685,NA,NA
U4286,fatty_acid,SFA4686,NA,NA
U4287,fatty_acid,SFA4687,NA,NA
U4288,fatty_acid,SFA4688,NA,NA
U4289,fatty_acid,SFA4689,NA,NA
U4290,fatty_acid,SFA4690,NA,NA
U4291,fatty_acid,SFA4691,NA,NA
U4292,fatty_acid,SFA4692,NA,NA
U4293,fatty_acid,SFA4693,NA,NA
U4294,fatty_acid,SFA4694,NA,NA
U4295,fatty_acid,SFA4695,NA,NA
U4296,fatty_acid,SFA4696,NA,NA
U4297,fatty_acid,SFA4697,NA,NA
U4298,fatty_acid,SFA4698,NA,NA
U4299,fatty_acid,SFA4699,NA,NA
U4300,fatty_acid,SFA4700,NA,NA
U4301,fatty_acid,SFA4701,NA,NA
U4302,fatty_acid,SFA4702,NA,NA
U4303,fatty_acid,SFA4703,NA,NA
U4304,fatty_acid,SFA4704,NA,NA
U4305,fatty_acid,SFA4705,NA,NA
U4306,fatty_acid,SFA4706,NA,NA
U4307,fatty_acid,SFA4707,NA,NA
U4308,fatty_acid,SFA4708,NA,NA
U4309,fatty_acid,SFA4709,NA,JGarzke_UBC
U4310,fatty_acid,SFA4710,NA,NA
U4311,fatty_acid,SFA4711,NA,JGarzke_UBC
U4312,fatty_acid,SFA4712,NA,NA
U4313,fatty_acid,SFA4713,NA,JGarzke_UBC
U4315,fatty_acid,SFA4715,NA,NA
U4316,fatty_acid,SFA4716,NA,NA
U4317,fatty_acid,SFA4717,NA,NA
U4318,fatty_acid,SFA4718,NA,NA
U4319,fatty_acid,SFA4719,NA,JGarzke_UBC
U4320,fatty_acid,SFA4720,NA,JGarzke_UBC
U4321,fatty_acid,SFA4721,NA,NA
U4322,fatty_acid,SFA4722,NA,JGarzke_UBC
U4323,fatty_acid,SFA4723,NA,JGarzke_UBC
U4324,fatty_acid,SFA4724,NA,NA
U4325,fatty_acid,SFA4725,NA,JGarzke_UBC
U4326,fatty_acid,SFA4726,NA,JGarzke_UBC
U4327,fatty_acid,SFA4727,NA,NA
U4328,fatty_acid,SFA4728,NA,NA
U4329,fatty_acid,SFA4729,NA,NA
U4330,fatty_acid,SFA4730,NA,NA
U4331,fatty_acid,SFA4731,NA,NA
U4332,fatty_acid,SFA4732,NA,NA
U4333,fatty_acid,SFA4733,NA,NA
U4334,fatty_acid,SFA4734,NA,NA
U4335,fatty_acid,SFA4735,NA,NA
U4336,fatty_acid,SFA4736,NA,NA
U4337,fatty_acid,SFA4737,NA,NA
U4338,fatty_acid,SFA4738,NA,NA
U4339,fatty_acid,SFA4739,NA,NA
U4340,fatty_acid,SFA4740,NA,NA
U4341,fatty_acid,SFA4741,NA,NA
U4342,fatty_acid,SFA4742,NA,NA
U4343,fatty_acid,SFA4743,NA,NA
U4344,fatty_acid,SFA4744,NA,NA
U4345,fatty_acid,SFA4745,NA,NA
U4346,fatty_acid,SFA4746,NA,JGarzke_UBC
U4347,fatty_acid,SFA4747,NA,JGarzke_UBC
U4348,fatty_acid,SFA4748,NA,JGarzke_UBC
U4349,fatty_acid,SFA4749,NA,JGarzke_UBC
U4350,fatty_acid,SFA4750,NA,JGarzke_UBC
U4351,fatty_acid,SFA4751,NA,NA
U4352,fatty_acid,SFA4752,NA,JGarzke_UBC
U4353,fatty_acid,SFA4753,NA,JGarzke_UBC
U4354,fatty_acid,SFA4754,NA,NA
U4355,fatty_acid,SFA4755,NA,NA
U4356,fatty_acid,SFA4756,NA,NA
U4357,fatty_acid,SFA4757,NA,NA
U4358,fatty_acid,SFA4758,NA,NA
U4359,fatty_acid,SFA4759,NA,NA
U4360,fatty_acid,SFA4760,NA,NA
U4361,fatty_acid,SFA4761,NA,NA
U4362,fatty_acid,SFA4762,NA,NA
U4363,fatty_acid,SFA4763,NA,NA
U4364,fatty_acid,SFA4764,NA,NA
U4365,fatty_acid,SFA4765,NA,NA
U4366,fatty_acid,SFA4766,NA,NA
U4367,fatty_acid,SFA4767,NA,JGarzke_UBC
U4368,fatty_acid,SFA4768,NA,JGarzke_UBC
U4369,fatty_acid,SFA4769,NA,NA
U4370,fatty_acid,SFA4770,NA,NA
U4371,fatty_acid,SFA4771,NA,NA
U4372,fatty_acid,SFA4772,NA,NA
U4373,fatty_acid,SFA4773,NA,NA
U4374,fatty_acid,SFA4774,NA,NA
U4375,fatty_acid,SFA4775,NA,NA
U4376,fatty_acid,SFA4776,NA,JGarzke_UBC
U4377,fatty_acid,SFA4777,NA,JGarzke_UBC
U4378,fatty_acid,SFA4778,NA,JGarzke_UBC
U4379,fatty_acid,SFA4779,NA,JGarzke_UBC
U4380,fatty_acid,SFA4780,NA,JGarzke_UBC
U4381,fatty_acid,SFA4781,NA,JGarzke_UBC
U4382,fatty_acid,SFA4782,NA,NA
U4383,fatty_acid,SFA4783,NA,NA
U4384,fatty_acid,SFA4784,NA,NA
U4385,fatty_acid,SFA4785,NA,NA
U4386,fatty_acid,SFA4786,NA,NA
U4387,fatty_acid,SFA4787,NA,NA
U4388,fatty_acid,SFA4788,NA,NA
U4389,fatty_acid,SFA4789,NA,NA
U4390,fatty_acid,SFA4790,NA,JGarzke_UBC
U4391,fatty_acid,SFA4791,NA,JGarzke_UBC
U4392,fatty_acid,SFA4792,NA,NA
U4393,fatty_acid,SFA4793,NA,NA
U4394,fatty_acid,SFA4794,NA,NA
U4395,fatty_acid,SFA4795,NA,NA
U4396,fatty_acid,SFA4796,NA,JGarzke_UBC
U4397,fatty_acid,SFA4797,NA,JGarzke_UBC
U4398,fatty_acid,SFA4798,NA,JGarzke_UBC
U4399,fatty_acid,SFA4799,NA,JGarzke_UBC
U4400,fatty_acid,SFA4800,NA,JGarzke_UBC
U4401,fatty_acid,SFA4801,NA,JGarzke_UBC
U4402,fatty_acid,SFA4802,NA,JGarzke_UBC
U4403,fatty_acid,SFA4803,NA,NA
U4404,fatty_acid,SFA4804,NA,NA
U4405,fatty_acid,SFA4805,NA,NA
U4406,fatty_acid,SFA4806,NA,NA
U4407,fatty_acid,SFA4807,NA,NA
U4408,fatty_acid,SFA4808,NA,NA
U4409,fatty_acid,SFA4809,NA,JGarzke_UBC
U4411,fatty_acid,SFA4811,NA,NA
U4412,fatty_acid,SFA4812,NA,NA
U4413,fatty_acid,SFA4813,NA,NA
U4414,fatty_acid,SFA4814,NA,NA
U4415,fatty_acid,SFA4815,NA,NA
U4416,fatty_acid,SFA4816,NA,JGarzke_UBC
U4417,fatty_acid,SFA4817,NA,NA
U4418,fatty_acid,SFA4818,NA,NA
U4419,fatty_acid,SFA4819,NA,NA
U4420,fatty_acid,SFA4820,NA,NA
U4421,fatty_acid,SFA4821,NA,JGarzke_UBC
U4422,fatty_acid,SFA4822,NA,NA
U4423,fatty_acid,SFA4823,NA,JGarzke_UBC
U4424,fatty_acid,SFA4824,NA,NA
U4425,fatty_acid,SFA4825,NA,NA
U4426,fatty_acid,SFA4826,NA,NA
U4427,fatty_acid,SFA4827,NA,JGarzke_UBC
U4428,fatty_acid,SFA4828,NA,JGarzke_UBC
U4429,fatty_acid,SFA4829,NA,NA
U4430,fatty_acid,SFA4830,NA,NA
U4431,fatty_acid,SFA4831,NA,NA
U4432,fatty_acid,SFA4832,NA,NA
U4433,fatty_acid,SFA4833,NA,NA
U4434,fatty_acid,SFA4834,NA,NA
U4435,fatty_acid,SFA4835,NA,NA
U4436,fatty_acid,SFA4836,NA,JGarzke_UBC
U4437,fatty_acid,SFA4837,NA,JGarzke_UBC
U4438,fatty_acid,SFA4838,NA,NA
U4439,fatty_acid,SFA4839,Fish slightly thawed,NA
U4440,fatty_acid,SFA4840,NA,NA
U4441,fatty_acid,SFA4841,NA,NA
U4442,fatty_acid,SFA4842,NA,NA
U4443,fatty_acid,SFA4843,NA,NA
U4444,fatty_acid,SFA4844,NA,NA
U4445,fatty_acid,SFA4845,NA,JGarzke_UBC
U4446,fatty_acid,SFA4846,NA,NA
U4447,fatty_acid,SFA4847,NA,JGarzke_UBC
U4448,fatty_acid,SFA4848,NA,NA
U4449,fatty_acid,SFA4849,NA,JGarzke_UBC
U4450,fatty_acid,SFA4850,NA,JGarzke_UBC
U4451,fatty_acid,SFA4851,NA,JGarzke_UBC
U4452,fatty_acid,SFA4852,NA,JGarzke_UBC
U4453,fatty_acid,SFA4853,NA,JGarzke_UBC
U4454,fatty_acid,SFA4854,NA,NA
U4455,fatty_acid,SFA4855,NA,NA
U4456,fatty_acid,SFA4856,NA,NA
U4457,fatty_acid,SFA4857,NA,NA
U4458,fatty_acid,SFA4858,NA,NA
U4459,fatty_acid,SFA4859,NA,NA
U4460,fatty_acid,SFA4860,NA,NA
U4461,fatty_acid,SFA4861,NA,JGarzke_UBC
U4462,fatty_acid,SFA4862,NA,JGarzke_UBC
U4463,fatty_acid,SFA4863,NA,NA
U4464,fatty_acid,SFA4864,NA,NA
U4465,fatty_acid,SFA4865,NA,NA
U4466,fatty_acid,SFA4866,NA,NA
U4467,fatty_acid,SFA4867,NA,NA
U4468,fatty_acid,SFA4868,NA,JGarzke_UBC
U4469,fatty_acid,SFA4869,NA,NA
U4470,fatty_acid,SFA4870,NA,NA
U4471,fatty_acid,SFA4871,NA,NA
U4472,fatty_acid,SFA4872,NA,NA
U4473,fatty_acid,SFA4873,NA,NA
U4474,fatty_acid,SFA4874,NA,NA
U4475,fatty_acid,SFA4875,NA,NA
U4476,fatty_acid,SFA4876,NA,NA
U4477,fatty_acid,SFA4877,NA,NA
U4478,fatty_acid,SFA4878,NA,JGarzke_UBC
U4479,fatty_acid,SFA4879,NA,JGarzke_UBC
U4480,fatty_acid,SFA4880,NA,NA
U4481,fatty_acid,SFA4881,NA,NA
U4482,fatty_acid,SFA4882,NA,NA
U4483,fatty_acid,SFA4883,NA,NA
U4484,fatty_acid,SFA4884,NA,NA
U4485,fatty_acid,SFA4885,NA,NA
U4486,fatty_acid,SFA4886,NA,NA
U4487,fatty_acid,SFA4887,NA,NA
U4488,fatty_acid,SFA4888,NA,NA
U4489,fatty_acid,SFA4889,NA,NA
U4490,fatty_acid,SFA4890,NA,NA
U4491,fatty_acid,SFA4891,NA,NA
U4492,fatty_acid,SFA4892,NA,NA
U4493,fatty_acid,SFA4893,NA,NA
U4494,fatty_acid,SFA4894,NA,NA
U4495,fatty_acid,SFA4895,NA,NA
U4496,fatty_acid,SFA4896,NA,NA
U4497,fatty_acid,SFA4897,NA,NA
U4498,fatty_acid,SFA4898,NA,NA
U4499,fatty_acid,SFA4899,NA,NA
U4500,fatty_acid,SFA4900,NA,NA
U4501,fatty_acid,SFA4901,NA,NA
U4502,fatty_acid,SFA4902,NA,NA
U4503,fatty_acid,SFA4903,NA,NA
U4504,fatty_acid,SFA4904,NA,NA
U4505,fatty_acid,SFA4905,NA,NA
U4506,fatty_acid,SFA4906,NA,NA
U4507,fatty_acid,SFA4907,NA,NA
U4508,fatty_acid,SFA4908,NA,NA
U4509,fatty_acid,SFA4909,NA,NA
U4510,fatty_acid,SFA4910,NA,NA
U4511,fatty_acid,SFA4911,NA,NA
U4512,fatty_acid,SFA4912,NA,NA
U4513,fatty_acid,SFA4913,NA,NA
U4514,fatty_acid,SFA4914,NA,JGarzke_UBC
U4515,fatty_acid,SFA4915,NA,JGarzke_UBC
U4516,fatty_acid,SFA4916,NA,JGarzke_UBC
U4517,fatty_acid,SFA4917,NA,NA
U4518,fatty_acid,SFA4918,NA,NA
U4519,fatty_acid,SFA4919,NA,NA
U4520,fatty_acid,SFA4920,NA,NA
U4521,fatty_acid,SFA4921,NA,NA
U4522,fatty_acid,SFA4922,NA,NA
U4523,fatty_acid,SFA4923,NA,NA
U4524,fatty_acid,SFA4924,NA,NA
U4525,fatty_acid,SFA4925,NA,NA
U4526,fatty_acid,SFA4926,NA,NA
U4527,fatty_acid,SFA4927,NA,NA
U4528,fatty_acid,SFA4928,NA,NA
U4529,fatty_acid,SFA4929,Fatty acid sample fell on floor.,NA
U4530,fatty_acid,SFA4930,NA,NA
U4531,fatty_acid,SFA4931,NA,JGarzke_UBC
U4532,fatty_acid,SFA4932,NA,NA
U4533,fatty_acid,SFA4933,NA,JGarzke_UBC
U4534,fatty_acid,SFA4934,NA,JGarzke_UBC
U4535,fatty_acid,SFA4935,NA,JGarzke_UBC
