sample_id,sample_type,ufn,sample_comments,analyzing_lab
S106SC1,scale,U106,NA,NA
S107SC1,scale,U107,NA,NA
S108SC1,scale,U108,NA,NA
S109SC1,scale,U109,NA,NA
S110SC1,scale,U110,NA,NA
S111SC1,scale,U111,NA,NA
S112SC1,scale,U112,NA,NA
S113SC1,scale,U113,NA,NA
S114SC1,scale,U114,NA,NA
S115SC1,scale,U115,NA,NA
S116SC1,scale,U116,NA,NA
S117SC1,scale,U117,NA,NA
S118SC1,scale,U118,NA,NA
S119SC1,scale,U119,NA,NA
S120SC1,scale,U120,NA,NA
S122SC1,scale,U122,NA,NA
S123SC1,scale,U123,NA,NA
S124SC1,scale,U124,NA,NA
S125SC1,scale,U125,NA,NA
S126SC1,scale,U126,NA,NA
S127SC1,scale,U127,NA,NA
S128SC1,scale,U128,NA,NA
S129SC1,scale,U129,NA,NA
S130SC1,scale,U130,NA,NA
S131SC1,scale,U131,NA,NA
S132SC1,scale,U132,NA,NA
S133SC1,scale,U133,NA,NA
S134SC1,scale,U134,NA,NA
S135SC1,scale,U135,NA,NA
S136SC1,scale,U136,NA,NA
S137SC1,scale,U137,NA,NA
S138SC1,scale,U138,NA,NA
S139SC1,scale,U139,NA,NA
S140SC1,scale,U140,NA,NA
S141SC1,scale,U141,NA,NA
S142SC1,scale,U142,NA,NA
S143SC1,scale,U143,NA,NA
S144SC1,scale,U144,NA,NA
S145SC1,scale,U145,NA,NA
S146SC1,scale,U146,NA,NA
S147SC1,scale,U147,NA,NA
S148SC1,scale,U148,NA,NA
S149SC1,scale,U149,NA,NA
S150SC1,scale,U150,NA,NA
S151SC1,scale,U151,NA,NA
S152SC1,scale,U152,NA,NA
S153SC1,scale,U153,NA,NA
S154SC1,scale,U154,NA,NA
S155SC1,scale,U155,NA,NA
S156SC1,scale,U156,NA,NA
S157SC1,scale,U157,NA,NA
S158SC1,scale,U158,NA,NA
S159SC1,scale,U159,NA,NA
S160SC1,scale,U160,NA,NA
S161SC1,scale,U161,NA,NA
S162SC1,scale,U162,NA,NA
S163SC1,scale,U163,NA,NA
S164SC1,scale,U164,NA,NA
S165SC1,scale,U165,NA,NA
S166SC1,scale,U166,NA,NA
S167SC1,scale,U167,NA,NA
S168SC1,scale,U168,NA,NA
S169SC1,scale,U169,NA,NA
S170SC1,scale,U170,NA,NA
S171SC1,scale,U171,NA,NA
S172SC1,scale,U172,NA,NA
S174SC1,scale,U174,NA,NA
S175SC1,scale,U175,NA,NA
S176SC1,scale,U176,NA,NA
S177SC1,scale,U177,NA,NA
S178SC1,scale,U178,NA,NA
S179SC1,scale,U179,NA,NA
S180SC1,scale,U180,NA,NA
S181SC1,scale,U181,NA,NA
S182SC1,scale,U182,NA,NA
S183SC1,scale,U183,NA,NA
S184SC1,scale,U184,NA,NA
S185SC1,scale,U185,NA,NA
S186SC1,scale,U186,NA,NA
S187SC1,scale,U187,NA,NA
S188SC1,scale,U188,NA,NA
S189SC1,scale,U189,NA,NA
S190SC1,scale,U190,NA,NA
S191SC1,scale,U191,NA,NA
S192SC1,scale,U192,NA,NA
S193SC1,scale,U193,NA,NA
S194SC1,scale,U194,NA,NA
S195SC1,scale,U195,NA,NA
S196SC1,scale,U196,NA,NA
S197SC1,scale,U197,NA,NA
S198SC1,scale,U198,NA,NA
S199SC1,scale,U199,NA,NA
S200SC1,scale,U200,NA,NA
S201SC1,scale,U201,NA,NA
S202SC1,scale,U202,NA,NA
S203SC1,scale,U203,NA,NA
S204SC1,scale,U204,NA,NA
S205SC1,scale,U205,NA,NA
S206SC1,scale,U206,NA,NA
S207SC1,scale,U207,NA,NA
S208SC1,scale,U208,NA,NA
S209SC1,scale,U209,NA,NA
S210SC1,scale,U210,NA,NA
S211SC1,scale,U211,NA,NA
S212SC1,scale,U212,NA,NA
S213SC1,scale,U213,NA,NA
S214SC1,scale,U214,NA,NA
S215SC1,scale,U215,NA,NA
S216SC1,scale,U216,NA,NA
S217SC1,scale,U217,NA,NA
S218SC1,scale,U218,NA,NA
S219SC1,scale,U219,NA,NA
S220SC1,scale,U220,NA,NA
S221SC1,scale,U221,NA,NA
S222SC1,scale,U222,NA,NA
S223SC1,scale,U223,NA,NA
S224SC1,scale,U224,NA,NA
S225SC1,scale,U225,NA,NA
S226SC1,scale,U226,NA,NA
S227SC1,scale,U227,NA,NA
S228SC1,scale,U228,NA,NA
S229SC1,scale,U229,NA,NA
S230SC1,scale,U230,NA,NA
S231SC1,scale,U231,NA,NA
S232SC1,scale,U232,NA,NA
S233SC1,scale,U233,NA,NA
S234SC1,scale,U234,NA,NA
S235SC1,scale,U235,NA,NA
S236SC1,scale,U236,NA,NA
S237SC1,scale,U237,NA,NA
S238SC1,scale,U238,NA,NA
S239SC1,scale,U239,NA,NA
S240SC1,scale,U240,NA,NA
S241SC1,scale,U241,NA,NA
S242SC1,scale,U242,NA,NA
S243SC1,scale,U243,NA,NA
S244SC1,scale,U244,NA,NA
S245SC1,scale,U245,NA,NA
S246SC1,scale,U246,NA,NA
S247SC1,scale,U247,NA,NA
S248SC1,scale,U248,NA,NA
S249SC1,scale,U249,NA,NA
S250SC1,scale,U250,NA,NA
S251SC1,scale,U251,NA,NA
S252SC1,scale,U252,NA,NA
S253SC1,scale,U253,NA,NA
S254SC1,scale,U254,NA,NA
S255SC1,scale,U255,NA,NA
S256SC1,scale,U256,NA,NA
S257SC1,scale,U257,NA,NA
S258SC1,scale,U258,NA,NA
S259SC1,scale,U259,NA,NA
S260SC1,scale,U260,NA,NA
S261SC1,scale,U261,NA,NA
S262SC1,scale,U262,NA,NA
S263SC1,scale,U263,NA,NA
S264SC1,scale,U264,NA,NA
S265SC1,scale,U265,NA,NA
S266SC1,scale,U266,NA,NA
S267SC1,scale,U267,NA,NA
S268SC1,scale,U268,NA,NA
S269SC1,scale,U269,NA,NA
S270SC1,scale,U270,NA,NA
S271SC1,scale,U271,NA,NA
S272SC1,scale,U272,NA,NA
S273SC1,scale,U273,NA,NA
S274SC1,scale,U274,NA,NA
S275SC1,scale,U275,NA,NA
S276SC1,scale,U276,NA,NA
S277SC1,scale,U277,NA,NA
S278SC1,scale,U278,NA,NA
S279SC1,scale,U279,NA,NA
S280SC1,scale,U280,NA,NA
S281SC1,scale,U281,NA,NA
S284SC1,scale,U284,NA,NA
S285SC1,scale,U285,NA,NA
S286SC1,scale,U286,NA,NA
S287SC1,scale,U287,NA,NA
S288SC1,scale,U288,NA,NA
S289SC1,scale,U289,NA,NA
S290SC1,scale,U290,NA,NA
S291SC1,scale,U291,NA,NA
S292SC1,scale,U292,NA,NA
S293SC1,scale,U293,NA,NA
S294SC1,scale,U294,NA,NA
S295SC1,scale,U295,NA,NA
S296SC1,scale,U296,NA,NA
S297SC1,scale,U297,NA,NA
S298SC1,scale,U298,NA,NA
S299SC1,scale,U299,NA,NA
S300SC1,scale,U300,NA,NA
S301SC1,scale,U301,NA,NA
S302SC1,scale,U302,NA,NA
S303SC1,scale,U303,NA,NA
S304SC1,scale,U304,NA,NA
S305SC1,scale,U305,NA,NA
S306SC1,scale,U306,NA,NA
S307SC1,scale,U307,NA,NA
S308SC1,scale,U308,NA,NA
S309SC1,scale,U309,NA,NA
S310SC1,scale,U310,NA,NA
S311SC1,scale,U311,NA,NA
S312SC1,scale,U312,NA,NA
S313SC1,scale,U313,NA,NA
S315SC1,scale,U315,NA,NA
S316SC1,scale,U316,NA,NA
S317SC1,scale,U317,NA,NA
S318SC1,scale,U318,NA,NA
S319SC1,scale,U319,NA,NA
S320SC1,scale,U320,NA,NA
S321SC1,scale,U321,NA,NA
S322SC1,scale,U322,NA,NA
S323SC1,scale,U323,NA,NA
S324SC1,scale,U324,NA,NA
S325SC1,scale,U325,NA,NA
S326SC1,scale,U326,NA,NA
S327SC1,scale,U327,NA,NA
S328SC1,scale,U328,NA,NA
S329SC1,scale,U329,NA,NA
S330SC1,scale,U330,NA,NA
S331SC1,scale,U331,NA,NA
S332SC1,scale,U332,NA,NA
S333SC1,scale,U333,NA,NA
S334SC1,scale,U334,NA,NA
S335SC1,scale,U335,NA,NA
S336SC1,scale,U336,NA,NA
S337SC1,scale,U337,NA,NA
S338SC1,scale,U338,NA,NA
S339SC1,scale,U339,NA,NA
S340SC1,scale,U340,NA,NA
S341SC1,scale,U341,NA,NA
S342SC1,scale,U342,NA,NA
S343SC1,scale,U343,NA,NA
S345SC1,scale,U345,NA,NA
S346SC1,scale,U346,NA,NA
S347SC1,scale,U347,NA,NA
S348SC1,scale,U348,NA,NA
S349SC1,scale,U349,NA,NA
S350SC1,scale,U350,NA,NA
S351SC1,scale,U351,NA,NA
S352SC1,scale,U352,NA,NA
S353SC1,scale,U353,NA,NA
S354SC1,scale,U354,NA,NA
S355SC1,scale,U355,NA,NA
S356SC1,scale,U356,NA,NA
S357SC1,scale,U357,NA,NA
S358SC1,scale,U358,NA,NA
S359SC1,scale,U359,NA,NA
S360SC1,scale,U360,NA,NA
S361SC1,scale,U361,NA,NA
S362SC1,scale,U362,NA,NA
S363SC1,scale,U363,NA,NA
S364SC1,scale,U364,NA,NA
S365SC1,scale,U365,NA,NA
S366SC1,scale,U366,NA,NA
S367SC1,scale,U367,NA,NA
S368SC1,scale,U368,NA,NA
S369SC1,scale,U369,NA,NA
S370SC1,scale,U370,NA,NA
S371SC1,scale,U371,NA,NA
S372SC1,scale,U372,NA,NA
S373SC1,scale,U373,NA,NA
S374SC1,scale,U374,NA,NA
S375SC1,scale,U375,NA,NA
S376SC1,scale,U376,NA,NA
S377SC1,scale,U377,NA,NA
S378SC1,scale,U378,NA,NA
S379SC1,scale,U379,NA,NA
S380SC1,scale,U380,NA,NA
S381SC1,scale,U381,NA,NA
S382SC1,scale,U382,NA,NA
S383SC1,scale,U383,NA,NA
S384SC1,scale,U384,NA,NA
S385SC1,scale,U385,NA,NA
S386SC1,scale,U386,NA,NA
S387SC1,scale,U387,NA,NA
S388SC1,scale,U388,NA,NA
S389SC1,scale,U389,NA,NA
S390SC1,scale,U390,NA,NA
S391SC1,scale,U391,NA,NA
S392SC1,scale,U392,NA,NA
S393SC1,scale,U393,NA,NA
S394SC1,scale,U394,NA,NA
S395SC1,scale,U395,NA,NA
S396SC1,scale,U396,NA,NA
S397SC1,scale,U397,NA,NA
S398SC1,scale,U398,NA,NA
S399SC1,scale,U399,NA,NA
S400SC1,scale,U400,NA,NA
S401SC1,scale,U401,NA,NA
S402SC1,scale,U402,NA,NA
S403SC1,scale,U403,NA,NA
S404SC1,scale,U404,NA,NA
S405SC1,scale,U405,NA,NA
S406SC1,scale,U406,NA,NA
S407SC1,scale,U407,NA,NA
S408SC1,scale,U408,NA,NA
S409SC1,scale,U409,NA,NA
S410SC1,scale,U410,NA,NA
S411SC1,scale,U411,NA,NA
S412SC1,scale,U412,NA,NA
S413SC1,scale,U413,NA,NA
S414SC1,scale,U414,NA,NA
S415SC1,scale,U415,NA,NA
S416SC1,scale,U416,NA,NA
S417SC1,scale,U417,NA,NA
S418SC1,scale,U418,NA,NA
S419SC1,scale,U419,NA,NA
S420SC1,scale,U420,NA,NA
S421SC1,scale,U421,NA,NA
S422SC1,scale,U422,NA,NA
S423SC1,scale,U423,NA,NA
S424SC1,scale,U424,NA,NA
S425SC1,scale,U425,NA,NA
S426SC1,scale,U426,NA,NA
S427SC1,scale,U427,NA,NA
S428SC1,scale,U428,NA,NA
S429SC1,scale,U429,NA,NA
S430SC1,scale,U430,NA,NA
S431SC1,scale,U431,NA,NA
S432SC1,scale,U432,NA,NA
S433SC1,scale,U433,NA,NA
S434SC1,scale,U434,NA,NA
S435SC1,scale,U435,NA,NA
S436SC1,scale,U436,NA,NA
S437SC1,scale,U437,NA,NA
S438SC1,scale,U438,NA,NA
S439SC1,scale,U439,NA,NA
S440SC1,scale,U440,NA,NA
S441SC1,scale,U441,NA,NA
S442SC1,scale,U442,NA,NA
S443SC1,scale,U443,NA,NA
S444SC1,scale,U444,NA,NA
S445SC1,scale,U445,NA,NA
S446SC1,scale,U446,NA,NA
S447SC1,scale,U447,NA,NA
S448SC1,scale,U448,NA,NA
S449SC1,scale,U449,NA,NA
S450SC1,scale,U450,NA,NA
S451SC1,scale,U451,NA,NA
S452SC1,scale,U452,NA,NA
S453SC1,scale,U453,NA,NA
S454SC1,scale,U454,NA,NA
S455SC1,scale,U455,NA,NA
S456SC1,scale,U456,NA,NA
S457SC1,scale,U457,NA,NA
S458SC1,scale,U458,NA,NA
S459SC1,scale,U459,NA,NA
S460SC1,scale,U460,NA,NA
S461SC1,scale,U461,NA,NA
S462SC1,scale,U462,NA,NA
S463SC1,scale,U463,NA,NA
S464SC1,scale,U464,NA,NA
S465SC1,scale,U465,NA,NA
S466SC1,scale,U466,NA,NA
S467SC1,scale,U467,NA,NA
S468SC1,scale,U468,NA,NA
S469SC1,scale,U469,NA,NA
S470SC1,scale,U470,NA,NA
S471SC1,scale,U471,NA,NA
S472SC1,scale,U472,NA,NA
S473SC1,scale,U473,NA,NA
S474SC1,scale,U474,NA,NA
S475SC1,scale,U475,NA,NA
S476SC1,scale,U476,NA,NA
S477SC1,scale,U477,NA,NA
S478SC1,scale,U478,NA,NA
S479SC1,scale,U479,NA,NA
S480SC1,scale,U480,NA,NA
S481SC1,scale,U481,NA,NA
S482SC1,scale,U482,NA,NA
S483SC1,scale,U483,NA,NA
S484SC1,scale,U484,NA,NA
S485SC1,scale,U485,NA,NA
S486SC1,scale,U486,NA,NA
S487SC1,scale,U487,NA,NA
S488SC1,scale,U488,NA,NA
S489SC1,scale,U489,NA,NA
S490SC1,scale,U490,NA,NA
S491SC1,scale,U491,NA,NA
S492SC1,scale,U492,NA,NA
S493SC1,scale,U493,NA,NA
S494SC1,scale,U494,NA,NA
S495SC1,scale,U495,NA,NA
S496SC1,scale,U496,NA,NA
S497SC1,scale,U497,NA,NA
S498SC1,scale,U498,NA,NA
S499SC1,scale,U499,NA,NA
S500SC1,scale,U500,NA,NA
S501SC1,scale,U501,NA,NA
S502SC1,scale,U502,NA,NA
S503SC1,scale,U503,NA,NA
S504SC1,scale,U504,NA,NA
S505SC1,scale,U505,NA,NA
S506SC1,scale,U506,NA,NA
S507SC1,scale,U507,NA,NA
S508SC1,scale,U508,NA,NA
S509SC1,scale,U509,NA,NA
S510SC1,scale,U510,NA,NA
S511SC1,scale,U511,NA,NA
S512SC1,scale,U512,NA,NA
S513SC1,scale,U513,NA,NA
S514SC1,scale,U514,NA,NA
S515SC1,scale,U515,NA,NA
S516SC1,scale,U516,NA,NA
S517SC1,scale,U517,NA,NA
S518SC1,scale,U518,NA,NA
S519SC1,scale,U519,NA,NA
S520SC1,scale,U520,NA,NA
S521SC1,scale,U521,NA,NA
S522SC1,scale,U522,NA,NA
S523SC1,scale,U523,NA,NA
S524SC1,scale,U524,NA,NA
S525SC1,scale,U525,NA,NA
S526SC1,scale,U526,NA,NA
S527SC1,scale,U527,NA,NA
S528SC1,scale,U528,NA,NA
S529SC1,scale,U529,NA,NA
S530SC1,scale,U530,NA,NA
S531SC1,scale,U531,NA,NA
S532SC1,scale,U532,NA,NA
S533SC1,scale,U533,NA,NA
S534SC1,scale,U534,NA,NA
S535SC1,scale,U535,NA,NA
S536SC1,scale,U536,NA,NA
S537SC1,scale,U537,NA,NA
S538SC1,scale,U538,NA,NA
S539SC1,scale,U539,NA,NA
S540SC1,scale,U540,NA,NA
S541SC1,scale,U541,NA,NA
S542SC1,scale,U542,NA,NA
S543SC1,scale,U543,NA,NA
S544SC1,scale,U544,NA,NA
S545SC1,scale,U545,NA,NA
S546SC1,scale,U546,NA,NA
S547SC1,scale,U547,NA,NA
S548SC1,scale,U548,NA,NA
S549SC1,scale,U549,NA,NA
S550SC1,scale,U550,NA,NA
S551SC1,scale,U551,NA,NA
S552SC1,scale,U552,NA,NA
S553SC1,scale,U553,NA,NA
S554SC1,scale,U554,NA,NA
S555SC1,scale,U555,NA,NA
S556SC1,scale,U556,NA,NA
S557SC1,scale,U557,NA,NA
S558SC1,scale,U558,NA,NA
S559SC1,scale,U559,NA,NA
S560SC1,scale,U560,NA,NA
S561SC1,scale,U561,NA,NA
S562SC1,scale,U562,NA,NA
S563SC1,scale,U563,NA,NA
S564SC1,scale,U564,NA,NA
S565SC1,scale,U565,NA,NA
S566SC1,scale,U566,NA,NA
S567SC1,scale,U567,NA,NA
S568SC1,scale,U568,NA,NA
S569SC1,scale,U569,NA,NA
S570SC1,scale,U570,NA,NA
S571SC1,scale,U571,NA,NA
S572SC1,scale,U572,NA,NA
S573SC1,scale,U573,NA,NA
S574SC1,scale,U574,NA,NA
S575SC1,scale,U575,NA,NA
S576SC1,scale,U576,NA,NA
S577SC1,scale,U577,NA,NA
S578SC1,scale,U578,NA,NA
S579SC1,scale,U579,NA,NA
S580SC1,scale,U580,NA,NA
S581SC1,scale,U581,NA,NA
S582SC1,scale,U582,NA,NA
S583SC1,scale,U583,NA,NA
S584SC1,scale,U584,NA,NA
S586SC1,scale,U586,NA,NA
S587SC1,scale,U587,NA,NA
S588SC1,scale,U588,NA,NA
S589SC1,scale,U589,NA,NA
S590SC1,scale,U590,NA,NA
S591SC1,scale,U591,NA,NA
S592SC1,scale,U592,NA,NA
S593SC1,scale,U593,NA,NA
S594SC1,scale,U594,NA,NA
S595SC1,scale,U595,NA,NA
S596SC1,scale,U596,NA,NA
S597SC1,scale,U597,NA,NA
S598SC1,scale,U598,NA,NA
S599SC1,scale,U599,NA,NA
S600SC1,scale,U600,NA,NA
S601SC1,scale,U601,Fish fell on floor,NA
S602SC1,scale,U602,NA,NA
S603SC1,scale,U603,NA,NA
S604SC1,scale,U604,NA,NA
S605SC1,scale,U605,NA,NA
S606SC1,scale,U606,NA,NA
S607SC1,scale,U607,NA,NA
S608SC1,scale,U608,NA,NA
S609SC1,scale,U609,NA,NA
S610SC1,scale,U610,NA,NA
S611SC1,scale,U611,NA,NA
S612SC1,scale,U612,NA,NA
S613SC1,scale,U613,NA,NA
S614SC1,scale,U614,NA,NA
S615SC1,scale,U615,NA,NA
S616SC1,scale,U616,NA,NA
S617SC1,scale,U617,NA,NA
S618SC1,scale,U618,NA,NA
S619SC1,scale,U619,NA,NA
S620SC1,scale,U620,NA,NA
S621SC1,scale,U621,NA,NA
S622SC1,scale,U622,NA,NA
S623SC1,scale,U623,NA,NA
S624SC1,scale,U624,NA,NA
S625SC1,scale,U625,NA,NA
S626SC1,scale,U626,NA,NA
S627SC1,scale,U627,NA,NA
S628SC1,scale,U628,NA,NA
S629SC1,scale,U629,NA,NA
S630SC1,scale,U630,NA,NA
S631SC1,scale,U631,NA,NA
S632SC1,scale,U632,NA,NA
S633SC1,scale,U633,NA,NA
S634SC1,scale,U634,NA,NA
S635SC1,scale,U635,NA,NA
S636SC1,scale,U636,NA,NA
S637SC1,scale,U637,NA,NA
S638SC1,scale,U638,NA,NA
S639SC1,scale,U639,NA,NA
S640SC1,scale,U640,NA,NA
S641SC1,scale,U641,NA,NA
S642SC1,scale,U642,NA,NA
S643SC1,scale,U643,NA,NA
S644SC1,scale,U644,NA,NA
S645SC1,scale,U645,NA,NA
S646SC1,scale,U646,NA,NA
S647SC1,scale,U647,NA,NA
S648SC1,scale,U648,NA,NA
S649SC1,scale,U649,NA,NA
S650SC1,scale,U650,NA,NA
S651SC1,scale,U651,NA,NA
S652SC1,scale,U652,NA,NA
S653SC1,scale,U653,NA,NA
S654SC1,scale,U654,NA,NA
S655SC1,scale,U655,NA,NA
S656SC1,scale,U656,NA,NA
S657SC1,scale,U657,NA,NA
S658SC1,scale,U658,NA,NA
S660SC1,scale,U660,NA,NA
S661SC1,scale,U661,NA,NA
S662SC1,scale,U662,NA,NA
S663SC1,scale,U663,NA,NA
S664SC1,scale,U664,NA,NA
S665SC1,scale,U665,NA,NA
S666SC1,scale,U666,NA,NA
S667SC1,scale,U667,NA,NA
S668SC1,scale,U668,NA,NA
S669SC1,scale,U669,NA,NA
S670SC1,scale,U670,NA,NA
S671SC1,scale,U671,NA,NA
S672SC1,scale,U672,NA,NA
S673SC1,scale,U673,NA,NA
S674SC1,scale,U674,NA,NA
S675SC1,scale,U675,NA,NA
S676SC1,scale,U676,NA,NA
S677SC1,scale,U677,NA,NA
S678SC1,scale,U678,NA,NA
S679SC1,scale,U679,NA,NA
S680SC1,scale,U680,NA,NA
S682SC1,scale,U682,NA,NA
S683SC1,scale,U683,NA,NA
S684SC1,scale,U684,NA,NA
S685SC1,scale,U685,NA,NA
S686SC1,scale,U686,NA,NA
S687SC1,scale,U687,NA,NA
S688SC1,scale,U688,NA,NA
S689SC1,scale,U689,NA,NA
S690SC1,scale,U690,NA,NA
S691SC1,scale,U691,NA,NA
S692SC1,scale,U692,NA,NA
S693SC1,scale,U693,NA,NA
S694SC1,scale,U694,NA,NA
S695SC1,scale,U695,NA,NA
S696SC1,scale,U696,NA,NA
S697SC1,scale,U697,NA,NA
S698SC1,scale,U698,NA,NA
S699SC1,scale,U699,NA,NA
S700SC1,scale,U700,NA,NA
S701SC1,scale,U701,NA,NA
S702SC1,scale,U702,NA,NA
S703SC1,scale,U703,NA,NA
S704SC1,scale,U704,NA,NA
S705SC1,scale,U705,NA,NA
S706SC1,scale,U706,NA,NA
S707SC1,scale,U707,NA,NA
S708SC1,scale,U708,NA,NA
S709SC1,scale,U709,NA,NA
S710SC1,scale,U710,NA,NA
S711SC1,scale,U711,NA,NA
S712SC1,scale,U712,NA,NA
S713SC1,scale,U713,NA,NA
S714SC1,scale,U714,NA,NA
S716SC1,scale,U716,NA,NA
S717SC1,scale,U717,NA,NA
S718SC1,scale,U718,NA,NA
S719SC1,scale,U719,NA,NA
S720SC1,scale,U720,NA,NA
S721SC1,scale,U721,NA,NA
S722SC1,scale,U722,NA,NA
S723SC1,scale,U723,NA,NA
S724SC1,scale,U724,NA,NA
S725SC1,scale,U725,NA,NA
S726SC1,scale,U726,NA,NA
S727SC1,scale,U727,NA,NA
S728SC1,scale,U728,NA,NA
S730SC1,scale,U730,NA,NA
S731SC1,scale,U731,NA,NA
S732SC1,scale,U732,NA,NA
S733SC1,scale,U733,NA,NA
S734SC1,scale,U734,NA,NA
S735SC1,scale,U735,NA,NA
S737SC1,scale,U737,NA,NA
S738SC1,scale,U738,NA,NA
S739SC1,scale,U739,NA,NA
S740SC1,scale,U740,NA,NA
S741SC1,scale,U741,NA,NA
S742SC1,scale,U742,NA,NA
S743SC1,scale,U743,NA,NA
S744SC1,scale,U744,NA,NA
S745SC1,scale,U745,NA,NA
S746SC1,scale,U746,NA,NA
S747SC1,scale,U747,NA,NA
S748SC1,scale,U748,NA,NA
S749SC1,scale,U749,NA,NA
S750SC1,scale,U750,NA,NA
S751SC1,scale,U751,NA,NA
S752SC1,scale,U752,NA,NA
S753SC1,scale,U753,NA,NA
S754SC1,scale,U754,NA,NA
S755SC1,scale,U755,NA,NA
S756SC1,scale,U756,NA,NA
S757SC1,scale,U757,NA,NA
S758SC1,scale,U758,NA,NA
S759SC1,scale,U759,NA,NA
S760SC1,scale,U760,NA,NA
S761SC1,scale,U761,NA,NA
S762SC1,scale,U762,NA,NA
S763SC1,scale,U763,NA,NA
S764SC1,scale,U764,NA,NA
S765SC1,scale,U765,NA,NA
S766SC1,scale,U766,NA,NA
S767SC1,scale,U767,NA,NA
S768SC1,scale,U768,NA,NA
S769SC1,scale,U769,NA,NA
S770SC1,scale,U770,NA,NA
S771SC1,scale,U771,NA,NA
S772SC1,scale,U772,NA,NA
S773SC1,scale,U773,NA,NA
S774SC1,scale,U774,NA,NA
S775SC1,scale,U775,NA,NA
S776SC1,scale,U776,NA,NA
S777SC1,scale,U777,NA,NA
S778SC1,scale,U778,NA,NA
S779SC1,scale,U779,NA,NA
S780SC1,scale,U780,NA,NA
S781SC1,scale,U781,NA,NA
S782SC1,scale,U782,NA,NA
S783SC1,scale,U783,NA,NA
S784SC1,scale,U784,NA,NA
S785SC1,scale,U785,NA,NA
S786SC1,scale,U786,NA,NA
S787SC1,scale,U787,NA,NA
S788SC1,scale,U788,NA,NA
S789SC1,scale,U789,NA,NA
S790SC1,scale,U790,NA,NA
S791SC1,scale,U791,NA,NA
S792SC1,scale,U792,NA,NA
S793SC1,scale,U793,NA,NA
S794SC1,scale,U794,NA,NA
S795SC1,scale,U795,NA,NA
