sample_id,sample_type,ufn,sample_comments,analyzing_lab
S251OT1,otolith,U251,NA,YKuzmenko_UBC
S252OT1,otolith,U252,NA,YKuzmenko_UBC
S253OT1,otolith,U253,NA,YKuzmenko_UBC
S254OT1,otolith,U254,NA,YKuzmenko_UBC
S255OT1,otolith,U255,NA,YKuzmenko_UBC
S129OT1,otolith,U129,NA,YKuzmenko_UBC
S224OT1,otolith,U224,NA,YKuzmenko_UBC
S225OT1,otolith,U225,NA,YKuzmenko_UBC
S226OT1,otolith,U226,NA,YKuzmenko_UBC
S227OT1,otolith,U227,NA,YKuzmenko_UBC
S228OT1,otolith,U228,NA,YKuzmenko_UBC
S229OT1,otolith,U229,NA,YKuzmenko_UBC
S256OT1,otolith,U256,NA,YKuzmenko_UBC
S257OT1,otolith,U257,NA,YKuzmenko_UBC
S258OT1,otolith,U258,NA,YKuzmenko_UBC
S259OT1,otolith,U259,NA,YKuzmenko_UBC
S260OT1,otolith,U260,NA,YKuzmenko_UBC
S261OT1,otolith,U261,NA,YKuzmenko_UBC
S262OT1,otolith,U262,NA,YKuzmenko_UBC
S263OT1,otolith,U263,NA,YKuzmenko_UBC
S264OT1,otolith,U264,NA,YKuzmenko_UBC
S265OT1,otolith,U265,NA,YKuzmenko_UBC
S230OT1,otolith,U230,NA,YKuzmenko_UBC
S271OT1,otolith,U271,NA,YKuzmenko_UBC
S272OT1,otolith,U272,NA,YKuzmenko_UBC
S273OT1,otolith,U273,NA,YKuzmenko_UBC
S274OT1,otolith,U274,NA,YKuzmenko_UBC
S281OT1,otolith,U281,NA,YKuzmenko_UBC
S284OT1,otolith,U284,NA,YKuzmenko_UBC
S285OT1,otolith,U285,NA,YKuzmenko_UBC
S286OT1,otolith,U286,NA,YKuzmenko_UBC
S130OT1,otolith,U130,NA,YKuzmenko_UBC
S266OT1,otolith,U266,1 otolith,YKuzmenko_UBC
S267OT1,otolith,U267,NA,YKuzmenko_UBC
S268OT1,otolith,U268,NA,YKuzmenko_UBC
S269OT1,otolith,U269,NA,YKuzmenko_UBC
S270OT1,otolith,U270,NA,YKuzmenko_UBC
S275OT1,otolith,U275,NA,YKuzmenko_UBC
S276OT1,otolith,U276,NA,YKuzmenko_UBC
S277OT1,otolith,U277,NA,YKuzmenko_UBC
S278OT1,otolith,U278,NA,YKuzmenko_UBC
S279OT1,otolith,U279,NA,YKuzmenko_UBC
S287OT1,otolith,U287,NA,YKuzmenko_UBC
S288OT1,otolith,U288,NA,YKuzmenko_UBC
S289OT1,otolith,U289,NA,YKuzmenko_UBC
S290OT1,otolith,U290,NA,YKuzmenko_UBC
S291OT1,otolith,U291,NA,YKuzmenko_UBC
S280OT1,otolith,U280,NA,YKuzmenko_UBC
S292OT1,otolith,U292,NA,YKuzmenko_UBC
S293OT1,otolith,U293,NA,YKuzmenko_UBC
S294OT1,otolith,U294,NA,YKuzmenko_UBC
S295OT1,otolith,U295,NA,YKuzmenko_UBC
S296OT1,otolith,U296,NA,YKuzmenko_UBC
S297OT1,otolith,U297,NA,YKuzmenko_UBC
S301OT1,otolith,U301,NA,YKuzmenko_UBC
S302OT1,otolith,U302,NA,YKuzmenko_UBC
S303OT1,otolith,U303,NA,YKuzmenko_UBC
S304OT1,otolith,U304,NA,YKuzmenko_UBC
S305OT1,otolith,U305,NA,YKuzmenko_UBC
S311OT1,otolith,U311,NA,YKuzmenko_UBC
S312OT1,otolith,U312,NA,YKuzmenko_UBC
S313OT1,otolith,U313,NA,YKuzmenko_UBC
S315OT1,otolith,U315,NA,YKuzmenko_UBC
S298OT1,otolith,U298,NA,YKuzmenko_UBC
S299OT1,otolith,U299,NA,YKuzmenko_UBC
S300OT1,otolith,U300,NA,YKuzmenko_UBC
S306OT1,otolith,U306,NA,YKuzmenko_UBC
S307OT1,otolith,U307,NA,YKuzmenko_UBC
S308OT1,otolith,U308,NA,YKuzmenko_UBC
S309OT1,otolith,U309,NA,YKuzmenko_UBC
S310OT1,otolith,U310,NA,YKuzmenko_UBC
S316OT1,otolith,U316,NA,YKuzmenko_UBC
S317OT1,otolith,U317,NA,YKuzmenko_UBC
S318OT1,otolith,U318,NA,YKuzmenko_UBC
S319OT1,otolith,U319,NA,YKuzmenko_UBC
S320OT1,otolith,U320,NA,YKuzmenko_UBC
S321OT1,otolith,U321,NA,YKuzmenko_UBC
S331OT1,otolith,U331,NA,YKuzmenko_UBC
S333OT1,otolith,U333,NA,YKuzmenko_UBC
S334OT1,otolith,U334,NA,YKuzmenko_UBC
S341OT1,otolith,U341,1 otolith,YKuzmenko_UBC
S335OT1,otolith,U335,NA,YKuzmenko_UBC
S336OT1,otolith,U336,NA,YKuzmenko_UBC
S337OT1,otolith,U337,1 otolith,YKuzmenko_UBC
S338OT1,otolith,U338,NA,YKuzmenko_UBC
S339OT1,otolith,U339,NA,YKuzmenko_UBC
S340OT1,otolith,U340,NA,YKuzmenko_UBC
S342OT1,otolith,U342,NA,YKuzmenko_UBC
S343OT1,otolith,U343,NA,YKuzmenko_UBC
S344OT1,otolith,U344,NA,YKuzmenko_UBC
S345OT1,otolith,U345,NA,YKuzmenko_UBC
S346OT1,otolith,U346,NA,YKuzmenko_UBC
S347OT1,otolith,U347,NA,YKuzmenko_UBC
S348OT1,otolith,U348,NA,YKuzmenko_UBC
S351OT1,otolith,U351,NA,YKuzmenko_UBC
S352OT1,otolith,U352,NA,YKuzmenko_UBC
S353OT1,otolith,U353,NA,YKuzmenko_UBC
S354OT1,otolith,U354,NA,YKuzmenko_UBC
S355OT1,otolith,U355,NA,YKuzmenko_UBC
S356OT1,otolith,U356,NA,YKuzmenko_UBC
S361OT1,otolith,U361,NA,YKuzmenko_UBC
S349OT1,otolith,U349,1 otolith,YKuzmenko_UBC
S350OT1,otolith,U350,NA,YKuzmenko_UBC
S357OT1,otolith,U357,NA,YKuzmenko_UBC
S358OT1,otolith,U358,NA,YKuzmenko_UBC
S359OT1,otolith,U359,NA,YKuzmenko_UBC
S360OT1,otolith,U360,NA,YKuzmenko_UBC
S362OT1,otolith,U362,NA,YKuzmenko_UBC
S363OT1,otolith,U363,NA,YKuzmenko_UBC
S364OT1,otolith,U364,NA,YKuzmenko_UBC
S365OT1,otolith,U365,NA,YKuzmenko_UBC
S366OT1,otolith,U366,NA,YKuzmenko_UBC
S367OT1,otolith,U367,NA,YKuzmenko_UBC
S371OT1,otolith,U371,NA,YKuzmenko_UBC
S372OT1,otolith,U372,NA,YKuzmenko_UBC
S373OT1,otolith,U373,NA,YKuzmenko_UBC
S374OT1,otolith,U374,NA,YKuzmenko_UBC
S381OT1,otolith,U381,NA,YKuzmenko_UBC
S368OT1,otolith,U368,1 otolith,YKuzmenko_UBC
S369OT1,otolith,U369,NA,YKuzmenko_UBC
S370OT1,otolith,U370,NA,YKuzmenko_UBC
S382OT1,otolith,U382,NA,YKuzmenko_UBC
S383OT1,otolith,U383,NA,YKuzmenko_UBC
S384OT1,otolith,U384,NA,YKuzmenko_UBC
S385OT1,otolith,U385,NA,YKuzmenko_UBC
S386OT1,otolith,U386,NA,YKuzmenko_UBC
S391OT1,otolith,U391,NA,YKuzmenko_UBC
S375OT1,otolith,U375,NA,YKuzmenko_UBC
S376OT1,otolith,U376,NA,YKuzmenko_UBC
S377OT1,otolith,U377,NA,YKuzmenko_UBC
S378OT1,otolith,U378,NA,YKuzmenko_UBC
S379OT1,otolith,U379,NA,YKuzmenko_UBC
S380OT1,otolith,U380,NA,YKuzmenko_UBC
S387OT1,otolith,U387,NA,YKuzmenko_UBC
S388OT1,otolith,U388,NA,YKuzmenko_UBC
S389OT1,otolith,U389,1 otolith,YKuzmenko_UBC
S390OT1,otolith,U390,NA,YKuzmenko_UBC
S394OT1,otolith,U394,NA,YKuzmenko_UBC
S395OT1,otolith,U395,NA,YKuzmenko_UBC
S396OT1,otolith,U396,NA,YKuzmenko_UBC
S397OT1,otolith,U397,NA,YKuzmenko_UBC
S398OT1,otolith,U398,NA,YKuzmenko_UBC
S399OT1,otolith,U399,NA,YKuzmenko_UBC
S401OT1,otolith,U401,NA,YKuzmenko_UBC
S411OT1,otolith,U411,NA,YKuzmenko_UBC
S412OT1,otolith,U412,NA,YKuzmenko_UBC
S413OT1,otolith,U413,NA,YKuzmenko_UBC
S414OT1,otolith,U414,NA,YKuzmenko_UBC
S415OT1,otolith,U415,NA,YKuzmenko_UBC
S416OT1,otolith,U416,NA,YKuzmenko_UBC
S417OT1,otolith,U417,NA,YKuzmenko_UBC
S418OT1,otolith,U418,NA,YKuzmenko_UBC
S421OT1,otolith,U421,NA,YKuzmenko_UBC
S422OT1,otolith,U422,NA,YKuzmenko_UBC
S423OT1,otolith,U423,NA,YKuzmenko_UBC
S424OT1,otolith,U424,NA,YKuzmenko_UBC
S425OT1,otolith,U425,NA,YKuzmenko_UBC
S426OT1,otolith,U426,NA,YKuzmenko_UBC
S322OT1,otolith,U322,NA,YKuzmenko_UBC
S323OT1,otolith,U323,NA,YKuzmenko_UBC
S324OT1,otolith,U324,NA,YKuzmenko_UBC
S325OT1,otolith,U325,NA,YKuzmenko_UBC
S419OT1,otolith,U419,NA,YKuzmenko_UBC
S420OT1,otolith,U420,NA,YKuzmenko_UBC
S431OT1,otolith,U431,NA,YKuzmenko_UBC
S432OT1,otolith,U432,NA,YKuzmenko_UBC
S326OT1,otolith,U326,NA,YKuzmenko_UBC
S427OT1,otolith,U427,NA,YKuzmenko_UBC
S428OT1,otolith,U428,NA,YKuzmenko_UBC
S429OT1,otolith,U429,NA,YKuzmenko_UBC
S430OT1,otolith,U430,NA,YKuzmenko_UBC
S433OT1,otolith,U433,NA,YKuzmenko_UBC
S434OT1,otolith,U434,NA,YKuzmenko_UBC
S435OT1,otolith,U435,NA,YKuzmenko_UBC
S436OT1,otolith,U436,NA,YKuzmenko_UBC
S437OT1,otolith,U437,NA,YKuzmenko_UBC
S441OT1,otolith,U441,NA,YKuzmenko_UBC
S442OT1,otolith,U442,NA,YKuzmenko_UBC
S327OT1,otolith,U327,NA,YKuzmenko_UBC
S438OT1,otolith,U438,NA,YKuzmenko_UBC
S439OT1,otolith,U439,NA,YKuzmenko_UBC
S440OT1,otolith,U440,NA,YKuzmenko_UBC
S443OT1,otolith,U443,1 otolith,YKuzmenko_UBC
S444OT1,otolith,U444,1 cracked otolith,YKuzmenko_UBC
S445OT1,otolith,U445,NA,YKuzmenko_UBC
S446OT1,otolith,U446,NA,YKuzmenko_UBC
S447OT1,otolith,U447,NA,YKuzmenko_UBC
S448OT1,otolith,U448,NA,YKuzmenko_UBC
S449OT1,otolith,U449,NA,YKuzmenko_UBC
S451OT1,otolith,U451,NA,YKuzmenko_UBC
S452OT1,otolith,U452,NA,YKuzmenko_UBC
S453OT1,otolith,U453,NA,YKuzmenko_UBC
S402OT1,otolith,U402,NA,YKuzmenko_UBC
S403OT1,otolith,U403,NA,YKuzmenko_UBC
S404OT1,otolith,U404,NA,YKuzmenko_UBC
S405OT1,otolith,U405,NA,YKuzmenko_UBC
S406OT1,otolith,U406,NA,YKuzmenko_UBC
S407OT1,otolith,U407,NA,YKuzmenko_UBC
S450OT1,otolith,U450,NA,YKuzmenko_UBC
S461OT1,otolith,U461,NA,YKuzmenko_UBC
S462OT1,otolith,U462,NA,YKuzmenko_UBC
S463OT1,otolith,U463,NA,YKuzmenko_UBC
S464OT1,otolith,U464,NA,YKuzmenko_UBC
S465OT1,otolith,U465,NA,YKuzmenko_UBC
S328OT1,otolith,U328,NA,YKuzmenko_UBC
S408OT1,otolith,U408,NA,YKuzmenko_UBC
S409OT1,otolith,U409,NA,YKuzmenko_UBC
S410OT1,otolith,U410,NA,YKuzmenko_UBC
S466OT1,otolith,U466,NA,YKuzmenko_UBC
S467OT1,otolith,U467,NA,YKuzmenko_UBC
S468OT1,otolith,U468,NA,YKuzmenko_UBC
S469OT1,otolith,U469,1 otolith,YKuzmenko_UBC
S470OT1,otolith,U470,NA,YKuzmenko_UBC
S481OT1,otolith,U481,Both otoliths cracked,YKuzmenko_UBC
S491OT1,otolith,U491,NA,YKuzmenko_UBC
S492OT1,otolith,U492,NA,YKuzmenko_UBC
S482OT1,otolith,U482,1 otolith,YKuzmenko_UBC
S483OT1,otolith,U483,NA,YKuzmenko_UBC
S485OT1,otolith,U485,NA,YKuzmenko_UBC
S486OT1,otolith,U486,1 otolith,YKuzmenko_UBC
S487OT1,otolith,U487,1 otolith,YKuzmenko_UBC
S488OT1,otolith,U488,NA,YKuzmenko_UBC
S489OT1,otolith,U489,NA,YKuzmenko_UBC
S493OT1,otolith,U493,NA,YKuzmenko_UBC
S494OT1,otolith,U494,1 otolith,YKuzmenko_UBC
S495OT1,otolith,U495,1 otolith,YKuzmenko_UBC
S496OT1,otolith,U496,NA,YKuzmenko_UBC
S497OT1,otolith,U497,NA,YKuzmenko_UBC
S498OT1,otolith,U498,NA,YKuzmenko_UBC
S499OT1,otolith,U499,NA,YKuzmenko_UBC
S454OT1,otolith,U454,NA,YKuzmenko_UBC
S455OT1,otolith,U455,NA,YKuzmenko_UBC
S456OT1,otolith,U456,NA,YKuzmenko_UBC
S457OT1,otolith,U457,NA,YKuzmenko_UBC
S458OT1,otolith,U458,NA,YKuzmenko_UBC
S490OT1,otolith,U490,NA,YKuzmenko_UBC
S500OT1,otolith,U500,NA,YKuzmenko_UBC
S501OT1,otolith,U501,NA,YKuzmenko_UBC
S502OT1,otolith,U502,NA,YKuzmenko_UBC
S503OT1,otolith,U503,NA,YKuzmenko_UBC
S504OT1,otolith,U504,NA,YKuzmenko_UBC
S505OT1,otolith,U505,NA,YKuzmenko_UBC
S506OT1,otolith,U506,NA,YKuzmenko_UBC
S511OT1,otolith,U511,NA,YKuzmenko_UBC
S512OT1,otolith,U512,NA,YKuzmenko_UBC
S513OT1,otolith,U513,NA,YKuzmenko_UBC
S514OT1,otolith,U514,NA,YKuzmenko_UBC
S515OT1,otolith,U515,1 otolith,YKuzmenko_UBC
S516OT1,otolith,U516,NA,YKuzmenko_UBC
S459OT1,otolith,U459,NA,YKuzmenko_UBC
S460OT1,otolith,U460,NA,YKuzmenko_UBC
S507OT1,otolith,U507,NA,YKuzmenko_UBC
S508OT1,otolith,U508,NA,YKuzmenko_UBC
S509OT1,otolith,U509,NA,YKuzmenko_UBC
S510OT1,otolith,U510,NA,YKuzmenko_UBC
S517OT1,otolith,U517,NA,YKuzmenko_UBC
S518OT1,otolith,U518,1 cracked otolith retained,YKuzmenko_UBC
S519OT1,otolith,U519,NA,YKuzmenko_UBC
S520OT1,otolith,U520,NA,YKuzmenko_UBC
S521OT1,otolith,U521,NA,YKuzmenko_UBC
S522OT1,otolith,U522,NA,YKuzmenko_UBC
S523OT1,otolith,U523,NA,YKuzmenko_UBC
S524OT1,otolith,U524,NA,YKuzmenko_UBC
S531OT1,otolith,U531,NA,YKuzmenko_UBC
S532OT1,otolith,U532,NA,YKuzmenko_UBC
S533OT1,otolith,U533,NA,YKuzmenko_UBC
S534OT1,otolith,U534,NA,YKuzmenko_UBC
S541OT1,otolith,U541,NA,YKuzmenko_UBC
S542OT1,otolith,U542,NA,YKuzmenko_UBC
S543OT1,otolith,U543,NA,YKuzmenko_UBC
