sample_id,sample_type,ufn,tissue_type,sample_comments,analyzing_lab,quality_log
JS00209,DNA,U18164,fin_clip,NA,NA,NA
JS00221,DNA,U18293,fin_clip,NA,NA,NA
JS00222,DNA,U18294,fin_clip,NA,NA,NA
JS00223,DNA,U18295,fin_clip,NA,NA,NA
JS00224,DNA,U18296,fin_clip,NA,NA,NA
JS00225,DNA,U18297,fin_clip,NA,NA,NA
JS00226,DNA,U18298,fin_clip,NA,NA,NA
JS00227,DNA,U18299,fin_clip,NA,NA,NA
JS00228,DNA,U18300,fin_clip,NA,NA,NA
JS00229,DNA,U18301,fin_clip,NA,NA,NA
JS00230,DNA,U18302,fin_clip,NA,NA,NA
JS00231,DNA,U18303,fin_clip,NA,NA,NA
JS00232,DNA,U18304,fin_clip,NA,NA,NA
JS00233,DNA,U18305,fin_clip,NA,NA,NA
JS00234,DNA,U18306,fin_clip,NA,NA,NA
JS00235,DNA,U18307,fin_clip,NA,NA,NA
JS00236,DNA,U18308,fin_clip,NA,NA,NA
JS00237,DNA,U18309,fin_clip,NA,NA,NA
JS00238,DNA,U18310,fin_clip,NA,NA,NA
JS00239,DNA,U18311,fin_clip,NA,NA,NA
JS00240,DNA,U18312,fin_clip,NA,NA,NA
JS00241,DNA,U18333,fin_clip,NA,NA,NA
JS00242,DNA,U18344,fin_clip,NA,NA,NA
JS00243,DNA,U18346,fin_clip,NA,NA,NA
JS00244,DNA,U18347,fin_clip,NA,NA,NA
JS00245,DNA,U18348,fin_clip,NA,NA,NA
JS00246,DNA,U18349,fin_clip,NA,NA,NA
JS00247,DNA,U18350,fin_clip,NA,NA,NA
JS00248,DNA,U18351,fin_clip,NA,NA,NA
JS00249,DNA,U18352,fin_clip,NA,NA,NA
JS00250,DNA,U18334,fin_clip,NA,NA,NA
JS00251,DNA,U18335,fin_clip,NA,NA,NA
JS00252,DNA,U18336,fin_clip,NA,NA,NA
JS00253,DNA,U18337,fin_clip,NA,NA,NA
JS00254,DNA,U18338,fin_clip,NA,NA,NA
JS00255,DNA,U18339,fin_clip,NA,NA,NA
JS00256,DNA,U18340,fin_clip,NA,NA,NA
JS00257,DNA,U18341,fin_clip,NA,NA,NA
JS00258,DNA,U18342,fin_clip,NA,NA,NA
JS00259,DNA,U18343,fin_clip,NA,NA,NA
JS00260,DNA,U18345,fin_clip,NA,NA,NA
JS00271,DNA,U18420,fin_clip,NA,NA,NA
JS00272,DNA,U18431,fin_clip,NA,NA,NA
JS00273,DNA,U18433,fin_clip,NA,NA,NA
JS00274,DNA,U18434,fin_clip,NA,NA,NA
JS00275,DNA,U18435,fin_clip,NA,NA,NA
JS00276,DNA,U18436,fin_clip,NA,NA,NA
JS00277,DNA,U18437,fin_clip,NA,NA,NA
JS00278,DNA,U18438,fin_clip,NA,NA,NA
JS00279,DNA,U18439,fin_clip,NA,NA,NA
JS00280,DNA,U18421,fin_clip,NA,NA,NA
JS00281,DNA,U18422,fin_clip,NA,NA,NA
JS00282,DNA,U18423,fin_clip,NA,NA,NA
JS00283,DNA,U18424,fin_clip,NA,NA,NA
JS00284,DNA,U18425,fin_clip,NA,NA,NA
JS00285,DNA,U18426,fin_clip,NA,NA,NA
JS00286,DNA,U18427,fin_clip,NA,NA,NA
JS00287,DNA,U18428,fin_clip,NA,NA,NA
JS00288,DNA,U18429,fin_clip,NA,NA,NA
JS00289,DNA,U18430,fin_clip,NA,NA,NA
JS00291,DNA,U18432,fin_clip,NA,NA,NA
JS00321,DNA,U18450,fin_clip,NA,NA,NA
JS00322,DNA,U18451,fin_clip,NA,NA,NA
JS00323,DNA,U18452,fin_clip,NA,NA,NA
JS00324,DNA,U18453,fin_clip,NA,NA,NA
JS00325,DNA,U18454,fin_clip,NA,NA,NA
JS00326,DNA,U18455,fin_clip,NA,NA,NA
JS00327,DNA,U18456,fin_clip,NA,NA,NA
JS00328,DNA,U18457,fin_clip,NA,NA,NA
JS00329,DNA,U18458,fin_clip,NA,NA,NA
JS00330,DNA,U18459,fin_clip,NA,NA,NA
JS00361,DNA,U18374,fin_clip,NA,NA,NA
JS00362,DNA,U18385,fin_clip,NA,NA,NA
JS00363,DNA,U18387,fin_clip,NA,NA,NA
JS00364,DNA,U18388,fin_clip,NA,NA,NA
JS00365,DNA,U18389,fin_clip,NA,NA,NA
JS00366,DNA,U18390,fin_clip,NA,NA,NA
JS00367,DNA,U18391,fin_clip,NA,NA,NA
JS00368,DNA,U18392,fin_clip,NA,NA,NA
JS00369,DNA,U18393,fin_clip,NA,NA,NA
JS00370,DNA,U18375,fin_clip,NA,NA,NA
JS00371,DNA,U18376,fin_clip,NA,NA,NA
JS00372,DNA,U18377,fin_clip,NA,NA,NA
JS00373,DNA,U18378,fin_clip,NA,NA,NA
JS00374,DNA,U18379,fin_clip,NA,NA,NA
JS00375,DNA,U18380,fin_clip,NA,NA,NA
JS00376,DNA,U18381,fin_clip,NA,NA,NA
JS00377,DNA,U18382,fin_clip,NA,NA,NA
JS00378,DNA,U18383,fin_clip,NA,NA,NA
JS00379,DNA,U18384,fin_clip,NA,NA,NA
JS00380,DNA,U18386,fin_clip,NA,NA,NA
JS00411,DNA,U18460,fin_clip,NA,NA,NA
JS00451,DNA,U18544,fin_clip,NA,NA,NA
JS00452,DNA,U18546,fin_clip,NA,NA,NA
JS00455,DNA,U18547,fin_clip,NA,NA,NA
JS00456,DNA,U18548,fin_clip,NA,NA,NA
JS00457,DNA,U18549,fin_clip,NA,NA,NA
JS00458,DNA,U18550,fin_clip,NA,NA,NA
JS00459,DNA,U18551,fin_clip,NA,NA,NA
JS00460,DNA,U18545,fin_clip,NA,NA,NA
JS00481,DNA,U18536,fin_clip,NA,NA,NA
JS00482,DNA,U18538,fin_clip,NA,NA,NA
JS00483,DNA,U18539,fin_clip,NA,NA,NA
JS00484,DNA,U18540,fin_clip,NA,NA,NA
JS00486,DNA,U18541,fin_clip,NA,NA,NA
JS00487,DNA,U18542,fin_clip,NA,NA,NA
JS00489,DNA,U18543,fin_clip,NA,NA,NA
JS00490,DNA,U18537,fin_clip,NA,NA,NA
JS00511,DNA,U18681,fin_clip,NA,NA,NA
JS00513,DNA,U18685,fin_clip,NA,NA,NA
JS00514,DNA,U18686,fin_clip,NA,NA,NA
JS00515,DNA,U18687,fin_clip,NA,NA,NA
JS00516,DNA,U18688,fin_clip,NA,NA,NA
JS00517,DNA,U18689,fin_clip,NA,NA,NA
JS00519,DNA,U18690,fin_clip,NA,NA,NA
JS00520,DNA,U18682,fin_clip,NA,NA,NA
JS00521,DNA,U18683,fin_clip,NA,NA,NA
JS00522,DNA,U18684,fin_clip,NA,NA,NA
JS00701,DNA,U18654,fin_clip,NA,NA,NA
JS00702,DNA,U18655,fin_clip,NA,NA,NA
JS00703,DNA,U18656,fin_clip,NA,NA,NA
JS00704,DNA,U18657,fin_clip,NA,NA,NA
JS00705,DNA,U18658,fin_clip,NA,NA,NA
JS00706,DNA,U18659,fin_clip,NA,NA,NA
JS00707,DNA,U18660,fin_clip,NA,NA,NA
JS00708,DNA,U18661,fin_clip,NA,NA,NA
JS00709,DNA,U18662,fin_clip,NA,NA,NA
JS00710,DNA,U18663,fin_clip,NA,NA,NA
JS00711,DNA,U18664,fin_clip,NA,NA,NA
JS00712,DNA,U18665,fin_clip,NA,NA,NA
JS00713,DNA,U18666,fin_clip,NA,NA,NA
JS00714,DNA,U18667,fin_clip,NA,NA,NA
JS00715,DNA,U18668,fin_clip,NA,NA,NA
JS00716,DNA,U18669,fin_clip,NA,NA,NA
JS00717,DNA,U18670,fin_clip,NA,NA,NA
JS00718,DNA,U18671,fin_clip,NA,NA,NA
JS00719,DNA,U18672,fin_clip,NA,NA,NA
JS00720,DNA,U18673,fin_clip,NA,NA,NA
JS00731,DNA,U18744,fin_clip,NA,NA,NA
JS00732,DNA,U18745,fin_clip,NA,NA,NA
JS00733,DNA,U18746,fin_clip,NA,NA,NA
JS00734,DNA,U18747,fin_clip,NA,NA,NA
JS00735,DNA,U18748,fin_clip,NA,NA,NA
JS00736,DNA,U18749,fin_clip,NA,NA,NA
JS00737,DNA,U18750,fin_clip,NA,NA,NA
JS00738,DNA,U18751,fin_clip,NA,NA,NA
JS00739,DNA,U18752,fin_clip,NA,NA,NA
JS00740,DNA,U18753,fin_clip,NA,NA,NA
JS00751,DNA,U18754,fin_clip,NA,NA,NA
JS00752,DNA,U18756,fin_clip,NA,NA,NA
JS00753,DNA,U18757,fin_clip,NA,NA,NA
JS00754,DNA,U18758,fin_clip,NA,NA,NA
JS00755,DNA,U18759,fin_clip,NA,NA,NA
JS00756,DNA,U18760,fin_clip,NA,NA,NA
JS00757,DNA,U18761,fin_clip,NA,NA,NA
JS00758,DNA,U18762,fin_clip,NA,NA,NA
JS00759,DNA,U18763,fin_clip,NA,NA,NA
JS00760,DNA,U18755,fin_clip,NA,NA,NA
JS00791,DNA,U18774,fin_clip,NA,NA,NA
JS00792,DNA,U18775,fin_clip,NA,NA,NA
JS00793,DNA,U18776,fin_clip,NA,NA,NA
JS00794,DNA,U18777,fin_clip,NA,NA,NA
JS00795,DNA,U18778,fin_clip,NA,NA,NA
JS00796,DNA,U18779,fin_clip,NA,NA,NA
JS00797,DNA,U18780,fin_clip,NA,NA,NA
JS00798,DNA,U18781,fin_clip,NA,NA,NA
JS00799,DNA,U18782,fin_clip,NA,NA,NA
JS00800,DNA,U18783,fin_clip,NA,NA,NA
JS00804,DNA,U18784,fin_clip,NA,NA,NA
JS00805,DNA,U18785,fin_clip,NA,NA,NA
JS00891,DNA,U18897,fin_clip,NA,NA,NA
JS00892,DNA,U18898,fin_clip,NA,NA,NA
JS00893,DNA,U18899,fin_clip,NA,NA,NA
JS00894,DNA,U18900,fin_clip,NA,NA,NA
JS00895,DNA,U18901,fin_clip,NA,NA,NA
JS00896,DNA,U18902,fin_clip,NA,NA,NA
JS00897,DNA,U18903,fin_clip,NA,NA,NA
JS00898,DNA,U18904,fin_clip,NA,NA,NA
JS00899,DNA,U18905,fin_clip,NA,NA,NA
JS00900,DNA,U18906,fin_clip,NA,NA,NA
JS00901,DNA,U18848,fin_clip,NA,NA,NA
JS00902,DNA,U18859,fin_clip,NA,NA,NA
JS00903,DNA,U18861,fin_clip,NA,NA,NA
JS00904,DNA,U18862,fin_clip,NA,NA,NA
JS00905,DNA,U18863,fin_clip,NA,NA,NA
JS00906,DNA,U18864,fin_clip,NA,NA,NA
JS00907,DNA,U18865,fin_clip,NA,NA,NA
JS00908,DNA,U18866,fin_clip,NA,NA,NA
JS00909,DNA,U18867,fin_clip,NA,NA,NA
JS00910,DNA,U18849,fin_clip,NA,NA,NA
JS00911,DNA,U18850,fin_clip,NA,NA,NA
JS00912,DNA,U18851,fin_clip,NA,NA,NA
JS00913,DNA,U18852,fin_clip,NA,NA,NA
JS00914,DNA,U18853,fin_clip,NA,NA,NA
JS00915,DNA,U18854,fin_clip,NA,NA,NA
JS00916,DNA,U18855,fin_clip,NA,NA,NA
JS00917,DNA,U18856,fin_clip,NA,NA,NA
JS00918,DNA,U18857,fin_clip,NA,NA,NA
JS00919,DNA,U18858,fin_clip,NA,NA,NA
JS00920,DNA,U18860,fin_clip,NA,NA,NA
JS00941,DNA,U18927,fin_clip,NA,NA,NA
JS00942,DNA,U18928,fin_clip,NA,NA,NA
JS00943,DNA,U18929,fin_clip,NA,NA,NA
JS00944,DNA,U18930,fin_clip,NA,NA,NA
JS00945,DNA,U18931,fin_clip,NA,NA,NA
JS00947,DNA,U18932,fin_clip,NA,NA,NA
JS00948,DNA,U18933,fin_clip,NA,NA,NA
JS00949,DNA,U18934,fin_clip,NA,NA,NA
JS00950,DNA,U18935,fin_clip,NA,NA,NA
JS00951,DNA,U18936,fin_clip,NA,NA,NA
JS00952,DNA,U18937,fin_clip,NA,NA,NA
JS01011,DNA,U18938,fin_clip,NA,NA,NA
JS01012,DNA,U18939,fin_clip,NA,NA,NA
JS01013,DNA,U18940,fin_clip,NA,NA,NA
JS01014,DNA,U18941,fin_clip,NA,NA,NA
JS01015,DNA,U18942,fin_clip,NA,NA,NA
JS01016,DNA,U18943,fin_clip,NA,NA,NA
JS01017,DNA,U18944,fin_clip,NA,NA,NA
JS01018,DNA,U18945,fin_clip,NA,NA,NA
JS01019,DNA,U18946,fin_clip,NA,NA,NA
JS01020,DNA,U18947,fin_clip,NA,NA,NA
JS01031,DNA,U18958,fin_clip,NA,NA,NA
JS01032,DNA,U18959,fin_clip,NA,NA,NA
JS01033,DNA,U18960,fin_clip,NA,NA,NA
JS01034,DNA,U18961,fin_clip,NA,NA,NA
JS01035,DNA,U18962,fin_clip,NA,NA,NA
JS01036,DNA,U18963,fin_clip,NA,NA,NA
JS01037,DNA,U18964,fin_clip,NA,NA,NA
JS01038,DNA,U18965,fin_clip,NA,NA,NA
JS01039,DNA,U18966,fin_clip,NA,NA,NA
JS01040,DNA,U18967,fin_clip,NA,NA,NA
JS01051,DNA,U19023,fin_clip,NA,NA,NA
JS01052,DNA,U19034,fin_clip,NA,NA,NA
JS01053,DNA,U19036,fin_clip,NA,NA,NA
JS01054,DNA,U19037,fin_clip,NA,NA,NA
JS01055,DNA,U19038,fin_clip,NA,NA,NA
JS01056,DNA,U19039,fin_clip,NA,NA,NA
JS01057,DNA,U19040,fin_clip,NA,NA,NA
JS01058,DNA,U19041,fin_clip,NA,NA,NA
JS01059,DNA,U19042,fin_clip,NA,NA,NA
JS01060,DNA,U19024,fin_clip,NA,NA,NA
JS01061,DNA,U19025,fin_clip,NA,NA,NA
JS01062,DNA,U19026,fin_clip,NA,NA,NA
JS01063,DNA,U19027,fin_clip,NA,NA,NA
JS01064,DNA,U19028,fin_clip,NA,NA,NA
JS01065,DNA,U19029,fin_clip,NA,NA,NA
JS01066,DNA,U19030,fin_clip,NA,NA,NA
JS01067,DNA,U19031,fin_clip,NA,NA,NA
JS01068,DNA,U19032,fin_clip,NA,NA,NA
JS01069,DNA,U19033,fin_clip,NA,NA,NA
JS01070,DNA,U19035,fin_clip,NA,PBS,NA
JS01081,DNA,U19048,fin_clip,NA,NA,NA
JS01082,DNA,U19050,fin_clip,NA,NA,NA
JS01083,DNA,U19051,fin_clip,NA,NA,NA
JS01084,DNA,U19052,fin_clip,NA,NA,NA
JS01085,DNA,U19053,fin_clip,NA,NA,NA
JS01086,DNA,U19054,fin_clip,NA,NA,NA
JS01087,DNA,U19055,fin_clip,NA,NA,NA
JS01088,DNA,U19056,fin_clip,NA,NA,NA
JS01089,DNA,U19057,fin_clip,NA,NA,NA
JS01090,DNA,U19049,fin_clip,NA,NA,NA
JS01121,DNA,U19001,fin_clip,NA,NA,NA
JS01122,DNA,U19002,fin_clip,NA,NA,NA
JS01123,DNA,U19003,fin_clip,NA,NA,NA
JS01124,DNA,U19004,fin_clip,NA,NA,NA
JS01125,DNA,U19005,fin_clip,NA,NA,NA
JS01126,DNA,U19006,fin_clip,NA,NA,NA
JS01127,DNA,U19007,fin_clip,NA,NA,NA
JS01128,DNA,U19008,fin_clip,NA,NA,NA
JS01129,DNA,U19009,fin_clip,NA,NA,NA
JS01130,DNA,U19010,fin_clip,NA,NA,NA
JS01131,DNA,U19011,fin_clip,NA,NA,NA
JS01132,DNA,U19012,fin_clip,NA,NA,NA
JS01133,DNA,U19013,fin_clip,NA,NA,NA
JS01134,DNA,U19014,fin_clip,NA,NA,NA
JS01135,DNA,U19015,fin_clip,NA,NA,NA
JS01136,DNA,U19016,fin_clip,NA,NA,NA
JS01137,DNA,U19017,fin_clip,NA,NA,NA
JS01138,DNA,U19018,fin_clip,NA,NA,NA
JS01139,DNA,U19019,fin_clip,NA,NA,NA
JS01140,DNA,U19020,fin_clip,NA,NA,NA
JS01141,DNA,U19194,fin_clip,NA,PBS,NA
JS01142,DNA,U19205,fin_clip,NA,PBS,NA
JS01143,DNA,U19216,fin_clip,NA,PBS,NA
JS01144,DNA,U19218,fin_clip,NA,PBS,NA
JS01145,DNA,U19219,fin_clip,NA,PBS,NA
JS01146,DNA,U19220,fin_clip,NA,PBS,NA
JS01147,DNA,U19221,fin_clip,NA,PBS,NA
JS01148,DNA,U19222,fin_clip,NA,PBS,NA
JS01149,DNA,U19223,fin_clip,NA,PBS,NA
JS01150,DNA,U19195,fin_clip,NA,PBS,NA
JS01151,DNA,U19196,fin_clip,NA,NA,NA
JS01152,DNA,U19197,fin_clip,NA,NA,NA
JS01153,DNA,U19198,fin_clip,NA,NA,NA
JS01154,DNA,U19199,fin_clip,NA,NA,NA
JS01155,DNA,U19200,fin_clip,NA,NA,NA
JS01156,DNA,U19201,fin_clip,NA,NA,NA
JS01157,DNA,U19202,fin_clip,NA,NA,NA
JS01158,DNA,U19203,fin_clip,NA,NA,NA
JS01159,DNA,U19204,fin_clip,NA,NA,NA
JS01160,DNA,U19206,fin_clip,NA,NA,NA
JS01161,DNA,U19207,fin_clip,NA,NA,NA
JS01162,DNA,U19208,fin_clip,NA,NA,NA
JS01163,DNA,U19209,fin_clip,NA,NA,NA
JS01164,DNA,U19210,fin_clip,NA,NA,NA
JS01165,DNA,U19211,fin_clip,NA,NA,NA
JS01166,DNA,U19212,fin_clip,NA,NA,NA
JS01167,DNA,U19213,fin_clip,NA,NA,NA
JS01168,DNA,U19214,fin_clip,NA,NA,NA
JS01169,DNA,U19215,fin_clip,NA,NA,NA
JS01170,DNA,U19217,fin_clip,NA,NA,NA
JS01180,DNA,U2040,fin_clip,NA,NA,NA
JS01181,DNA,U19153,fin_clip,NA,NA,NA
JS01182,DNA,U19154,fin_clip,NA,NA,NA
JS01183,DNA,U19155,fin_clip,NA,NA,NA
JS01184,DNA,U19156,fin_clip,NA,NA,NA
JS01185,DNA,U19157,fin_clip,NA,NA,NA
JS01186,DNA,U19158,fin_clip,NA,NA,NA
JS01187,DNA,U19159,fin_clip,NA,NA,NA
JS01188,DNA,U19160,fin_clip,NA,NA,NA
JS01189,DNA,U19161,fin_clip,NA,NA,NA
JS01190,DNA,U19162,fin_clip,NA,NA,NA
JS01191,DNA,U19163,fin_clip,NA,NA,NA
JS01192,DNA,U19164,fin_clip,NA,NA,NA
JS01193,DNA,U19165,fin_clip,NA,NA,NA
JS01194,DNA,U19166,fin_clip,NA,NA,NA
JS01195,DNA,U19167,fin_clip,NA,NA,NA
JS01196,DNA,U19168,fin_clip,NA,NA,NA
JS01197,DNA,U19169,fin_clip,NA,NA,NA
JS01198,DNA,U19170,fin_clip,NA,NA,NA
JS01199,DNA,U19171,fin_clip,NA,NA,NA
JS01200,DNA,U19172,fin_clip,NA,NA,NA
JS01281,DNA,U19251,fin_clip,NA,NA,NA
JS01282,DNA,U19252,fin_clip,NA,NA,NA
JS01283,DNA,U19253,fin_clip,NA,NA,NA
JS01284,DNA,U19254,fin_clip,NA,NA,NA
JS01285,DNA,U19255,fin_clip,NA,NA,NA
JS01286,DNA,U19256,fin_clip,NA,NA,NA
JS01287,DNA,U19257,fin_clip,NA,NA,NA
JS01288,DNA,U19258,fin_clip,NA,NA,NA
JS01289,DNA,U19259,fin_clip,NA,NA,NA
JS01290,DNA,U19260,fin_clip,NA,NA,NA
JS01311,DNA,U19261,fin_clip,NA,NA,NA
JS01312,DNA,U19262,fin_clip,NA,NA,NA
JS01313,DNA,U19263,fin_clip,NA,NA,NA
JS01314,DNA,U19264,fin_clip,NA,NA,NA
JS01315,DNA,U19265,fin_clip,NA,NA,NA
JS01316,DNA,U19266,fin_clip,NA,NA,NA
JS01317,DNA,U19267,fin_clip,NA,NA,NA
JS01318,DNA,U19268,fin_clip,NA,NA,NA
JS01319,DNA,U19269,fin_clip,NA,NA,NA
JS01320,DNA,U19270,fin_clip,NA,NA,NA
JS01321,DNA,U19443,fin_clip,NA,NA,NA
JS01322,DNA,U19445,fin_clip,NA,NA,NA
JS01323,DNA,U19446,fin_clip,NA,NA,NA
JS01324,DNA,U19447,fin_clip,NA,NA,NA
JS01325,DNA,U19448,fin_clip,NA,NA,NA
JS01326,DNA,U19449,fin_clip,NA,NA,NA
JS01327,DNA,U19450,fin_clip,NA,NA,NA
JS01328,DNA,U19451,fin_clip,NA,NA,NA
JS01329,DNA,U19452,fin_clip,NA,NA,NA
JS01330,DNA,U19444,fin_clip,NA,NA,NA
JS01461,DNA,U19558,fin_clip,NA,NA,NA
JS01462,DNA,U19559,fin_clip,NA,NA,NA
JS01463,DNA,U19560,fin_clip,NA,NA,NA
JS01464,DNA,U19561,fin_clip,NA,NA,NA
JS01465,DNA,U19562,fin_clip,NA,NA,NA
JS01466,DNA,U19563,fin_clip,NA,NA,NA
JS01467,DNA,U19564,fin_clip,NA,NA,NA
JS01468,DNA,U19565,fin_clip,NA,NA,NA
JS01469,DNA,U19566,fin_clip,NA,NA,NA
JS01470,DNA,U19567,fin_clip,NA,NA,NA
JS01471,DNA,U19568,fin_clip,NA,NA,NA
JS01472,DNA,U19570,fin_clip,NA,NA,NA
JS01473,DNA,U19580,fin_clip,NA,NA,NA
JS01474,DNA,U19582,fin_clip,NA,NA,NA
JS01475,DNA,U19583,fin_clip,NA,NA,NA
JS01476,DNA,U19584,fin_clip,NA,NA,NA
JS01477,DNA,U19585,fin_clip,NA,NA,NA
JS01478,DNA,U19586,fin_clip,NA,NA,NA
JS01479,DNA,U19587,fin_clip,NA,NA,NA
JS01480,DNA,U19569,fin_clip,NA,NA,NA
JS01491,DNA,U19571,fin_clip,NA,NA,NA
JS01492,DNA,U19572,fin_clip,NA,NA,NA
JS01493,DNA,U19573,fin_clip,NA,NA,NA
JS01494,DNA,U19574,fin_clip,NA,NA,NA
JS01495,DNA,U19575,fin_clip,NA,NA,NA
JS01496,DNA,U19576,fin_clip,NA,NA,NA
JS01497,DNA,U19577,fin_clip,NA,NA,NA
JS01498,DNA,U19578,fin_clip,NA,NA,NA
JS01499,DNA,U19579,fin_clip,NA,NA,NA
JS01500,DNA,U19581,fin_clip,NA,NA,NA
JS01501,DNA,U19518,fin_clip,NA,NA,NA
JS01502,DNA,U19529,fin_clip,NA,NA,NA
JS01503,DNA,U19530,fin_clip,NA,NA,NA
JS01504,DNA,U19531,fin_clip,NA,NA,NA
JS01505,DNA,U19532,fin_clip,NA,NA,NA
JS01507,DNA,U19533,fin_clip,NA,NA,NA
JS01508,DNA,U19534,fin_clip,NA,NA,NA
JS01509,DNA,U19535,fin_clip,NA,NA,NA
JS01510,DNA,U19519,fin_clip,NA,NA,NA
JS01511,DNA,U19520,fin_clip,NA,NA,NA
JS01512,DNA,U19521,fin_clip,NA,NA,NA
JS01513,DNA,U19522,fin_clip,NA,NA,NA
JS01514,DNA,U19523,fin_clip,NA,NA,NA
JS01515,DNA,U19524,fin_clip,NA,NA,NA
JS01516,DNA,U19525,fin_clip,NA,NA,NA
JS01517,DNA,U19526,fin_clip,NA,NA,NA
JS01518,DNA,U19527,fin_clip,NA,NA,NA
JS01519,DNA,U19528,fin_clip,NA,NA,NA
JS01561,DNA,U19663,fin_clip,NA,NA,NA
JS01562,DNA,U19665,fin_clip,NA,NA,NA
JS01563,DNA,U19675,fin_clip,NA,NA,NA
JS01564,DNA,U19677,fin_clip,NA,NA,NA
JS01565,DNA,U19678,fin_clip,NA,NA,NA
JS01566,DNA,U19679,fin_clip,NA,NA,NA
JS01567,DNA,U19680,fin_clip,NA,NA,NA
JS01568,DNA,U19681,fin_clip,NA,NA,NA
JS01569,DNA,U19682,fin_clip,NA,NA,NA
JS01570,DNA,U19664,fin_clip,NA,NA,NA
JS01581,DNA,U19666,fin_clip,NA,NA,NA
JS01582,DNA,U19667,fin_clip,NA,NA,NA
JS01583,DNA,U19668,fin_clip,NA,NA,NA
JS01584,DNA,U19669,fin_clip,NA,NA,NA
JS01585,DNA,U19670,fin_clip,NA,NA,NA
JS01586,DNA,U19671,fin_clip,NA,NA,NA
JS01587,DNA,U19672,fin_clip,NA,NA,NA
JS01588,DNA,U19673,fin_clip,NA,NA,NA
JS01589,DNA,U19674,fin_clip,NA,NA,NA
JS01590,DNA,U19676,fin_clip,NA,NA,NA
JS01601,DNA,U19738,fin_clip,NA,NA,NA
JS01602,DNA,U19739,fin_clip,NA,NA,NA
JS01603,DNA,U19740,fin_clip,NA,NA,NA
JS01604,DNA,U19741,fin_clip,NA,NA,NA
JS01605,DNA,U19742,fin_clip,NA,NA,NA
JS01606,DNA,U19743,fin_clip,NA,NA,NA
JS01607,DNA,U19744,fin_clip,NA,NA,NA
JS01608,DNA,U19745,fin_clip,NA,NA,NA
JS01609,DNA,U19746,fin_clip,NA,NA,NA
JS01610,DNA,U19747,fin_clip,NA,NA,NA
JS01611,DNA,U19748,fin_clip,NA,NA,NA
JS01612,DNA,U19749,fin_clip,NA,NA,NA
DC00011,DNA,U9818,fin_clip,NA,NA,NA
DC00012,DNA,U9819,fin_clip,NA,NA,NA
DC00042,DNA,U9894,fin_clip,NA,NA,NA
DC00081,DNA,U18003,fin_clip,NA,NA,NA
DC00091,DNA,U18014,fin_clip,NA,NA,NA
DC00141,DNA,U18245,fin_clip,NA,NA,NA
DC00142,DNA,U18246,fin_clip,NA,NA,NA
DC00171,DNA,U18471,fin_clip,NA,NA,NA
DC00241,DNA,U18692,fin_clip,NA,NA,NA
DC00751,DNA,U18691,fin_clip,NA,NA,NA
DC00871,DNA,U18807,fin_clip,NA,NA,NA
JC00021,DNA,U18099,fin_clip,NA,NA,NA
JC00031,DNA,U18126,fin_clip,NA,NA,NA
JC00032,DNA,U18127,fin_clip,NA,NA,NA
JC00033,DNA,U18128,fin_clip,NA,NA,NA
JC00071,DNA,U18275,fin_clip,NA,NA,NA
JC00072,DNA,U18276,fin_clip,NA,NA,NA
JC00073,DNA,U18277,fin_clip,NA,NA,NA
JC00074,DNA,U18278,fin_clip,NA,NA,NA
JC00075,DNA,U18279,fin_clip,NA,NA,NA
JC00076,DNA,U18280,fin_clip,NA,NA,NA
JC00091,DNA,U18394,fin_clip,NA,NA,NA
JC00092,DNA,U18395,fin_clip,NA,NA,NA
JC00093,DNA,U18396,fin_clip,NA,NA,NA
JC00094,DNA,U18397,fin_clip,NA,NA,NA
JC00095,DNA,U18398,fin_clip,NA,NA,NA
JC00096,DNA,U18399,fin_clip,NA,NA,NA
JC00097,DNA,U18400,fin_clip,NA,NA,NA
JC00101,DNA,U18440,fin_clip,NA,NA,NA
JC00102,DNA,U18442,fin_clip,NA,NA,NA
JC00103,DNA,U18443,fin_clip,NA,NA,NA
JC00104,DNA,U18444,fin_clip,NA,NA,NA
JC00105,DNA,U18445,fin_clip,NA,NA,NA
JC00106,DNA,U18446,fin_clip,NA,NA,NA
JC00107,DNA,U18447,fin_clip,NA,NA,NA
JC00108,DNA,U18448,fin_clip,NA,NA,NA
JC00109,DNA,U18449,fin_clip,NA,NA,NA
JC00110,DNA,U18441,fin_clip,NA,NA,NA
JC00121,DNA,U18353,fin_clip,NA,NA,NA
JC00141,DNA,U18461,fin_clip,NA,NA,NA
JC00142,DNA,U18463,fin_clip,NA,NA,NA
JC00143,DNA,U18464,fin_clip,NA,NA,NA
JC00144,DNA,U18465,fin_clip,NA,NA,NA
JC00145,DNA,U18466,fin_clip,NA,NA,NA
JC00146,DNA,U18467,fin_clip,NA,NA,NA
JC00147,DNA,U18468,fin_clip,NA,NA,NA
JC00148,DNA,U18469,fin_clip,NA,NA,NA
JC00149,DNA,U18470,fin_clip,NA,NA,NA
JC00150,DNA,U18462,fin_clip,NA,NA,NA
JC00171,DNA,U18674,fin_clip,NA,NA,NA
JC00291,DNA,U18869,fin_clip,NA,NA,NA
JC00292,DNA,U18870,fin_clip,NA,NA,NA
JC00293,DNA,U18871,fin_clip,NA,NA,NA
JC00294,DNA,U18872,fin_clip,NA,NA,NA
JC00295,DNA,U18873,fin_clip,NA,NA,NA
JC00296,DNA,U18874,fin_clip,NA,NA,NA
