ufn,sample_type,sample_id,sample_comments,analyzing_lab,sample_quality_flag,sample_quality_log
U11127,RNA_DNA,S11127RD1,NA,Hakai,AV,NA
U10882,RNA_DNA,S10882RD1,NA,NA,AV,NA
U10883,RNA_DNA,S10883RD1,NA,NA,AV,NA
U10649,RNA_DNA,S10649RD1,NA,Hakai,AV,NA
U10643,RNA_DNA,S10643RD1,NA,Hakai,AV,NA
U10792,RNA_DNA,S10792RD1,NA,Hakai,AV,NA
U10797,RNA_DNA,S10797RD1,NA,Hakai,AV,NA
U10791,RNA_DNA,S10791RD1,NA,Hakai,AV,NA
U10793,RNA_DNA,S10793RD1,Muscle from U10798 touched inside of kidney tube,Hakai,AV,NA
U10798,RNA_DNA,S10798RD1,NA,Hakai,AV,NA
U10810,RNA_DNA,S10810RD1,NA,NA,AV,NA
U10807,RNA_DNA,S10807RD1,NA,NA,AV,NA
U10809,RNA_DNA,S10809RD1,NA,NA,AV,NA
U10241,RNA_DNA,S10241RD1,NA,Hakai,AV,NA
U10247,RNA_DNA,S10247RD1,NA,Hakai,AV,NA
U10245,RNA_DNA,S10245RD1,NA,Hakai,AV,NA
U12561,RNA_DNA,S12561RD1,NA,NA,AV,NA
U12562,RNA_DNA,S12562RD1,NA,NA,AV,NA
U12564,RNA_DNA,S12564RD1,NA,NA,AV,NA
U12568,RNA_DNA,S12568RD1,NA,NA,AV,NA
U10967,RNA_DNA,S10967RD1,NA,NA,AV,NA
U12403,RNA_DNA,S12403RD1,NA,NA,AV,NA
U12409,RNA_DNA,S12409RD1,NA,NA,AV,NA
U12401,RNA_DNA,S12401RD1,NA,NA,AV,NA
U12402,RNA_DNA,S12402RD1,NA,NA,AV,NA
U12406,RNA_DNA,S12406RD1,NA,NA,AV,NA
U12404,RNA_DNA,S12404RD1,NA,NA,AV,NA
U12410,RNA_DNA,S12410RD1,NA,NA,AV,NA
U12408,RNA_DNA,S12408RD1,NA,NA,AV,NA
U10805,RNA_DNA,S10805RD1,Fish fell on bench.,NA,AV,NA
U10806,RNA_DNA,S10806RD1,NA,NA,AV,NA
U10803,RNA_DNA,S10803RD1,NA,NA,AV,NA
U10801,RNA_DNA,S10801RD1,NA,NA,AV,NA
U10808,RNA_DNA,S10808RD1,NA,NA,AV,NA
U10645,RNA_DNA,S10645RD1,NA,Hakai,AV,NA
U10644,RNA_DNA,S10644RD1,NA,Hakai,AV,NA
U10646,RNA_DNA,S10646RD1,NA,Hakai,AV,NA
U10968,RNA_DNA,S10968RD1,NA,NA,AV,NA
U10965,RNA_DNA,S10965RD1,NA,NA,AV,NA
U12644,RNA_DNA,S12644RD1,NA,NA,AV,NA
U10408,RNA_DNA,S10408RD1,NA,NA,AV,NA
U10402,RNA_DNA,S10402RD1,NA,NA,AV,NA
U10401,RNA_DNA,S10401RD1,NA,NA,AV,NA
U10647,RNA_DNA,S10647RD1,NA,Hakai,AV,NA
U12407,RNA_DNA,S12407RD1,NA,NA,AV,NA
U12405,RNA_DNA,S12405RD1,NA,NA,AV,NA
U13201,RNA_DNA,S13201RD1,NA,NA,AV,NA
U10881,RNA_DNA,S10881RD1,NA,NA,AV,NA
U12605,RNA_DNA,S12605RD1,NA,NA,AV,NA
U12608,RNA_DNA,S12608RD1,NA,NA,AV,NA
U12610,RNA_DNA,S12610RD1,NA,NA,AV,NA
U12609,RNA_DNA,S12609RD1,NA,NA,AV,NA
U12607,RNA_DNA,S12607RD1,NA,NA,AV,NA
U12606,RNA_DNA,S12606RD1,NA,NA,AV,NA
U12601,RNA_DNA,S12601RD1,NA,NA,AV,NA
U12603,RNA_DNA,S12603RD1,NA,NA,AV,NA
U12602,RNA_DNA,S12602RD1,NA,NA,AV,NA
U12604,RNA_DNA,S12604RD1,NA,NA,AV,NA
U10769,RNA_DNA,S10769RD1,NA,NA,AV,NA
U10768,RNA_DNA,S10768RD1,NA,NA,AV,NA
U10767,RNA_DNA,S10767RD1,NA,NA,AV,NA
U10762,RNA_DNA,S10762RD1,NA,NA,AV,NA
U10763,RNA_DNA,S10763RD1,NA,NA,AV,NA
U10770,RNA_DNA,S10770RD1,NA,NA,AV,NA
U10764,RNA_DNA,S10764RD1,NA,NA,AV,NA
U10765,RNA_DNA,S10765RD1,NA,NA,AV,NA
U10761,RNA_DNA,S10761RD1,NA,NA,AV,NA
U10766,RNA_DNA,S10766RD1,NA,NA,AV,NA
U10845,RNA_DNA,S10845RD1,NA,NA,AV,NA
U10841,RNA_DNA,S10841RD1,NA,NA,AV,NA
U10847,RNA_DNA,S10847RD1,NA,NA,AV,NA
U10842,RNA_DNA,S10842RD1,NA,NA,AV,NA
U10846,RNA_DNA,S10846RD1,NA,NA,AV,NA
U10844,RNA_DNA,S10844RD1,NA,NA,AV,NA
U10848,RNA_DNA,S10848RD1,NA,NA,AV,NA
U10849,RNA_DNA,S10849RD1,NA,NA,AV,NA
U10843,RNA_DNA,S10843RD1,NA,NA,AV,NA
U10850,RNA_DNA,S10850RD1,NA,NA,AV,NA
U12764,RNA_DNA,S12764RD1,NA,NA,AV,NA
U12769,RNA_DNA,S12769RD1,NA,NA,AV,NA
U12762,RNA_DNA,S12762RD1,NA,NA,AV,NA
U12761,RNA_DNA,S12761RD1,NA,NA,AV,NA
U12768,RNA_DNA,S12768RD1,NA,NA,AV,NA
U12765,RNA_DNA,S12765RD1,NA,NA,AV,NA
U12770,RNA_DNA,S12770RD1,NA,NA,AV,NA
U12766,RNA_DNA,S12766RD1,NA,NA,AV,NA
U12767,RNA_DNA,S12767RD1,NA,NA,AV,NA
U12763,RNA_DNA,S12763RD1,NA,NA,AV,NA
U11410,RNA_DNA,S11410RD1,NA,NA,AV,NA
U11408,RNA_DNA,S11408RD1,NA,NA,AV,NA
U11409,RNA_DNA,S11409RD1,NA,NA,AV,NA
U11405,RNA_DNA,S11405RD1,NA,NA,AV,NA
U11407,RNA_DNA,S11407RD1,NA,NA,AV,NA
U11404,RNA_DNA,S11404RD1,NA,NA,AV,NA
U11406,RNA_DNA,S11406RD1,NA,NA,AV,NA
U11401,RNA_DNA,S11401RD1,NA,NA,AV,NA
U11402,RNA_DNA,S11402RD1,NA,NA,AV,NA
U11403,RNA_DNA,S11403RD1,NA,NA,AV,NA
U13082,RNA_DNA,S13082RD1,NA,NA,AV,NA
U13088,RNA_DNA,S13088RD1,NA,NA,AV,NA
U13090,RNA_DNA,S13090RD1,NA,NA,AV,NA
U13086,RNA_DNA,S13086RD1,NA,NA,AV,NA
U13087,RNA_DNA,S13087RD1,Fish touched bench prior to weight,NA,AV,NA
U13081,RNA_DNA,S13081RD1,NA,NA,AV,NA
U13083,RNA_DNA,S13083RD1,NA,NA,AV,NA
U13084,RNA_DNA,S13084RD1,NA,NA,AV,NA
U10285,RNA_DNA,S10285RD1,NA,NA,AV,NA
U10287,RNA_DNA,S10287RD1,NA,NA,AV,NA
U10282,RNA_DNA,S10282RD1,used vials for v10283 so I corrected the number with sharpie,NA,AV,NA
U10286,RNA_DNA,S10286RD1,NA,NA,AV,NA
U10290,RNA_DNA,S10290RD1,NA,NA,AV,NA
U10289,RNA_DNA,S10289RD1,NA,NA,AV,NA
U10288,RNA_DNA,S10288RD1,NA,NA,AV,NA
U10281,RNA_DNA,S10281RD1,NA,NA,AV,NA
U10283,RNA_DNA,S10283RD1,NA,NA,AV,NA
U10284,RNA_DNA,S10284RD1,NA,NA,AV,NA
U10927,RNA_DNA,S10927RD1,NA,NA,AV,NA
U10930,RNA_DNA,S10930RD1,NA,NA,AV,NA
U10926,RNA_DNA,S10926RD1,NA,NA,AV,NA
U10923,RNA_DNA,S10923RD1,NA,NA,AV,NA
U10925,RNA_DNA,S10925RD1,NA,NA,AV,NA
U10921,RNA_DNA,S10921RD1,NA,NA,AV,NA
U13085,RNA_DNA,S13085RD1,NA,NA,AV,NA
U13089,RNA_DNA,S13089RD1,NA,NA,AV,NA
U13249,RNA_DNA,S13249RD1,NA,NA,AV,NA
U13248,RNA_DNA,S13248RD1,NA,NA,AV,NA
U13250,RNA_DNA,S13250RD1,NA,NA,AV,NA
U13247,RNA_DNA,S13247RD1,NA,NA,AV,NA
U13241,RNA_DNA,S13241RD1,NA,NA,AV,NA
U13242,RNA_DNA,S13242RD1,NA,NA,AV,NA
U10929,RNA_DNA,S10929RD1,NA,NA,AV,NA
U10928,RNA_DNA,S10928RD1,NA,NA,AV,NA
U10922,RNA_DNA,S10922RD1,NA,NA,AV,NA
U10924,RNA_DNA,S10924RD1,NA,NA,AV,NA
U10361,RNA_DNA,S10361RD1,NA,NA,AV,NA
U10362,RNA_DNA,S10362RD1,NA,NA,AV,NA
U10367,RNA_DNA,S10367RD1,NA,NA,AV,NA
U10368,RNA_DNA,S10368RD1,NA,NA,AV,NA
U13243,RNA_DNA,S13243RD1,NA,NA,AV,NA
U13246,RNA_DNA,S13246RD1,POSSIBLE SOCKEYE,NA,AV,NA
U13244,RNA_DNA,S13244RD1,NA,NA,AV,NA
U13245,RNA_DNA,S13245RD1,NA,NA,AV,NA
U10447,RNA_DNA,S10447RD1,NA,NA,AV,NA
U10449,RNA_DNA,S10449RD1,NA,NA,AV,NA
U10446,RNA_DNA,S10446RD1,NA,NA,AV,NA
U10448,RNA_DNA,S10448RD1,NA,NA,AV,NA
U10370,RNA_DNA,S10370RD1,NA,NA,AV,NA
U10366,RNA_DNA,S10366RD1,NA,NA,AV,NA
U10365,RNA_DNA,S10365RD1,NA,NA,AV,NA
U10364,RNA_DNA,S10364RD1,NA,NA,AV,NA
U10363,RNA_DNA,S10363RD1,NA,NA,AV,NA
U10369,RNA_DNA,S10369RD1,NA,NA,AV,NA
U11247,RNA_DNA,S11247RD1,NA,NA,AV,NA
U11241,RNA_DNA,S11241RD1,NA,NA,AV,NA
U10442,RNA_DNA,S10442RD1,Fish touched bench during weighing so muscle RNA could be contaminated,NA,AV,NA
U10444,RNA_DNA,S10444RD1,NA,NA,AV,NA
U10443,RNA_DNA,S10443RD1,NA,NA,AV,NA
U10445,RNA_DNA,S10445RD1,NA,NA,AV,NA
U10441,RNA_DNA,S10441RD1,NA,NA,AV,NA
U10450,RNA_DNA,S10450RD1,NA,NA,AV,NA
U10042,RNA_DNA,S10042RD1,NA,NA,AV,NA
U10041,RNA_DNA,S10041RD1,NA,NA,AV,NA
U11248,RNA_DNA,S11248RD1,NA,NA,AV,NA
U11246,RNA_DNA,S11246RD1,fish touched scale,NA,AV,NA
U11245,RNA_DNA,S11245RD1,NA,NA,AV,NA
U11249,RNA_DNA,S11249RD1,NA,NA,AV,NA
U11244,RNA_DNA,S11244RD1,NA,NA,AV,NA
U11243,RNA_DNA,S11243RD1,NA,NA,AV,NA
U11242,RNA_DNA,S11242RD1,NA,NA,AV,NA
U11250,RNA_DNA,S11250RD1,NA,NA,AV,NA
U10044,RNA_DNA,S10044RD1,NA,NA,AV,NA
U10043,RNA_DNA,S10043RD1,NA,NA,AV,NA
U10685,RNA_DNA,S10685RD1,NA,NA,AV,NA
U10689,RNA_DNA,S10689RD1,NA,NA,AV,NA
U10686,RNA_DNA,S10686RD1,NA,NA,AV,NA
U10687,RNA_DNA,S10687RD1,NA,NA,AV,NA
U10682,RNA_DNA,S10682RD1,NA,NA,AV,NA
U10683,RNA_DNA,S10683RD1,NA,NA,AV,NA
U11007,RNA_DNA,S11007RD1,NA,NA,AV,NA
U11005,RNA_DNA,S11005RD1,NA,NA,AV,NA
U11001,RNA_DNA,S11001RD1,NA,NA,AV,NA
U11006,RNA_DNA,S11006RD1,NA,NA,AV,NA
U11009,RNA_DNA,S11009RD1,NA,NA,AV,NA
U11008,RNA_DNA,S11008RD1,NA,NA,AV,NA
U11002,RNA_DNA,S11002RD1,NA,NA,AV,NA
U10690,RNA_DNA,S10690RD1,NA,NA,AV,NA
U12850,RNA_DNA,S12850RD1,NA,NA,AV,NA
U12848,RNA_DNA,S12848RD1,NA,NA,AV,NA
U12842,RNA_DNA,S12842RD1,NA,NA,AV,NA
U12841,RNA_DNA,S12841RD1,NA,NA,AV,NA
U12844,RNA_DNA,S12844RD1,NA,NA,AV,NA
U12846,RNA_DNA,S12846RD1,NA,NA,AV,NA
U12847,RNA_DNA,S12847RD1,NA,NA,AV,NA
U11004,RNA_DNA,S11004RD1,NA,NA,AV,NA
U11010,RNA_DNA,S11010RD1,NA,NA,AV,NA
U11003,RNA_DNA,S11003RD1,NA,NA,AV,NA
U11326,RNA_DNA,S11326RD1,NA,NA,AV,NA
U11330,RNA_DNA,S11330RD1,NA,NA,AV,NA
U11327,RNA_DNA,S11327RD1,NA,NA,AV,NA
U11328,RNA_DNA,S11328RD1,NA,NA,AV,NA
U11324,RNA_DNA,S11324RD1,NA,NA,AV,NA
U12843,RNA_DNA,S12843RD1,NA,NA,AV,NA
U12845,RNA_DNA,S12845RD1,NA,NA,AV,NA
U12849,RNA_DNA,S12849RD1,NA,NA,AV,NA
U11325,RNA_DNA,S11325RD1,NA,NA,AV,NA
U11329,RNA_DNA,S11329RD1,NA,NA,AV,NA
U16561,RNA_DNA,S16561RD1,NA,NA,AV,NA
U16562,RNA_DNA,S16562RD1,NA,NA,AV,NA
U16563,RNA_DNA,S16563RD1,NA,NA,AV,NA
U16564,RNA_DNA,S16564RD1,NA,NA,AV,NA
U16565,RNA_DNA,S16565RD1,NA,NA,AV,NA
U16566,RNA_DNA,S16566RD1,NA,NA,AV,NA
U16567,RNA_DNA,S16567RD1,NA,NA,AV,NA
U16568,RNA_DNA,S16568RD1,NA,NA,AV,NA
U5471,RNA_DNA,S5471RD1,NA,NA,AV,NA
U5472,RNA_DNA,S5472RD1,NA,NA,AV,NA
U5473,RNA_DNA,S5473RD1,NA,NA,AV,NA
U5474,RNA_DNA,S5474RD1,NA,NA,AV,NA
U5475,RNA_DNA,S5475RD1,NA,NA,AV,NA
U5476,RNA_DNA,S5476RD1,NA,NA,AV,NA
U5477,RNA_DNA,S5477RD1,NA,NA,AV,NA
U5478,RNA_DNA,S5478RD1,NA,NA,AV,NA
U5479,RNA_DNA,S5479RD1,NA,NA,AV,NA
U5480,RNA_DNA,S5480RD1,NA,NA,AV,NA
U5481,RNA_DNA,S5481RD1,NA,NA,AV,NA
U5482,RNA_DNA,S5482RD1,NA,NA,AV,NA
U5483,RNA_DNA,S5483RD1,NA,NA,AV,NA
U5484,RNA_DNA,S5484RD1,NA,NA,AV,NA
U5115,RNA_DNA,S5115RD1,NA,NA,AV,NA
U5485,RNA_DNA,S5485RD1,NA,NA,AV,NA
U5486,RNA_DNA,S5486RD1,NA,NA,AV,NA
U5487,RNA_DNA,S5487RD1,NA,NA,AV,NA
U5488,RNA_DNA,S5488RD1,NA,NA,AV,NA
U5489,RNA_DNA,S5489RD1,NA,NA,AV,NA
U5490,RNA_DNA,S5490RD1,NA,NA,AV,NA
U5491,RNA_DNA,S5491RD1,NA,NA,AV,NA
U5492,RNA_DNA,S5492RD1,NA,NA,AV,NA
U5493,RNA_DNA,S5493RD1,NA,NA,AV,NA
U5494,RNA_DNA,S5494RD1,NA,NA,AV,NA
U5495,RNA_DNA,S5495RD1,NA,NA,AV,NA
U5496,RNA_DNA,S5496RD1,NA,NA,AV,NA
U5497,RNA_DNA,S5497RD1,NA,NA,AV,NA
U5498,RNA_DNA,S5498RD1,NA,NA,AV,NA
U5499,RNA_DNA,S5499RD1,NA,NA,AV,NA
U5500,RNA_DNA,S5500RD1,NA,NA,AV,NA
U5132,RNA_DNA,S5132RD1,NA,NA,AV,NA
U5133,RNA_DNA,S5133RD1,NA,NA,AV,NA
U5134,RNA_DNA,S5134RD1,NA,NA,AV,NA
U5135,RNA_DNA,S5135RD1,NA,NA,AV,NA
U5136,RNA_DNA,S5136RD1,NA,NA,AV,NA
U5137,RNA_DNA,S5137RD1,NA,NA,AV,NA
U5138,RNA_DNA,S5138RD1,NA,NA,AV,NA
U5139,RNA_DNA,S5139RD1,NA,NA,AV,NA
U5140,RNA_DNA,S5140RD1,NA,NA,AV,NA
U5141,RNA_DNA,S5141RD1,NA,NA,AV,NA
U5142,RNA_DNA,S5142RD1,NA,NA,AV,NA
U5143,RNA_DNA,S5143RD1,NA,NA,AV,NA
U5144,RNA_DNA,S5144RD1,NA,NA,AV,NA
U5145,RNA_DNA,S5145RD1,NA,NA,AV,NA
U5146,RNA_DNA,S5146RD1,NA,NA,AV,NA
U5147,RNA_DNA,S5147RD1,NA,NA,AV,NA
U5148,RNA_DNA,S5148RD1,NA,NA,AV,NA
U5149,RNA_DNA,S5149RD1,NA,NA,AV,NA
U5150,RNA_DNA,S5150RD1,NA,NA,AV,NA
U5161,RNA_DNA,S5161RD1,NA,NA,AV,NA
U5162,RNA_DNA,S5162RD1,NA,NA,AV,NA
U5163,RNA_DNA,S5163RD1,NA,NA,AV,NA
U5164,RNA_DNA,S5164RD1,NA,NA,AV,NA
U5165,RNA_DNA,S5165RD1,NA,NA,AV,NA
U5166,RNA_DNA,S5166RD1,NA,NA,AV,NA
U5167,RNA_DNA,S5167RD1,"Muscle is in G6, but Gill is in H6. G6 left blank for sample instead",NA,AV,NA
U5168,RNA_DNA,S5168RD1,NA,NA,AV,NA
U5169,RNA_DNA,S5169RD1,NA,NA,AV,NA
U5170,RNA_DNA,S5170RD1,NA,NA,AV,NA
U5151,RNA_DNA,S5151RD1,NA,NA,AV,NA
U5152,RNA_DNA,S5152RD1,NA,NA,AV,NA
U5153,RNA_DNA,S5153RD1,Gill touched by muscle of U5156,NA,AV,NA
U5154,RNA_DNA,S5154RD1,NA,NA,AV,NA
U5155,RNA_DNA,S5155RD1,NA,NA,AV,NA
U5156,RNA_DNA,S5156RD1,NA,NA,AV,NA
U5157,RNA_DNA,S5157RD1,Muscle touched gill of U5153,NA,AV,NA
U5158,RNA_DNA,S5158RD1,NA,NA,AV,NA
U5159,RNA_DNA,S5159RD1,NA,NA,AV,NA
U5160,RNA_DNA,S5160RD1,NA,NA,AV,NA
U5179,RNA_DNA,S5179RD1,NA,NA,AV,NA
U5180,RNA_DNA,S5180RD1,NA,NA,AV,NA
U5181,RNA_DNA,S5181RD1,NA,NA,AV,NA
U5182,RNA_DNA,S5182RD1,NA,NA,AV,NA
U5183,RNA_DNA,S5183RD1,NA,NA,AV,NA
U5184,RNA_DNA,S5184RD1,NA,NA,AV,NA
U5171,RNA_DNA,S5171RD1,NA,NA,AV,NA
U5172,RNA_DNA,S5172RD1,NA,NA,AV,NA
U5173,RNA_DNA,S5173RD1,NA,NA,AV,NA
U5174,RNA_DNA,S5174RD1,NA,NA,AV,NA
U5175,RNA_DNA,S5175RD1,NA,NA,AV,NA
U5176,RNA_DNA,S5176RD1,NA,NA,AV,NA
U5177,RNA_DNA,S5177RD1,NA,NA,AV,NA
U5178,RNA_DNA,S5178RD1,NA,NA,AV,NA
U5194,RNA_DNA,S5194RD1,NA,NA,AV,NA
U5195,RNA_DNA,S5195RD1,NA,NA,AV,NA
U5196,RNA_DNA,S5196RD1,NA,NA,AV,NA
U5197,RNA_DNA,S5197RD1,NA,NA,AV,NA
U5198,RNA_DNA,S5198RD1,NA,NA,AV,NA
U5199,RNA_DNA,S5199RD1,NA,NA,AV,NA
U5200,RNA_DNA,S5200RD1,NA,NA,AV,NA
U5201,RNA_DNA,S5201RD1,NA,NA,AV,NA
U5202,RNA_DNA,S5202RD1,NA,NA,AV,NA
U5203,RNA_DNA,S5203RD1,NA,NA,AV,NA
U5204,RNA_DNA,S5204RD1,NA,NA,AV,NA
U5205,RNA_DNA,S5205RD1,NA,NA,AV,NA
U5206,RNA_DNA,S5206RD1,NA,NA,AV,NA
U5207,RNA_DNA,S5207RD1,NA,NA,AV,NA
U5208,RNA_DNA,S5208RD1,NA,NA,AV,NA
U5209,RNA_DNA,S5209RD1,NA,NA,AV,NA
U5210,RNA_DNA,S5210RD1,NA,NA,AV,NA
U5211,RNA_DNA,S5211RD1,NA,NA,AV,NA
U5185,RNA_DNA,S5185RD1,NA,NA,AV,NA
U5186,RNA_DNA,S5186RD1,NA,NA,AV,NA
U5187,RNA_DNA,S5187RD1,NA,NA,AV,NA
U5188,RNA_DNA,S5188RD1,NA,NA,AV,NA
U5189,RNA_DNA,S5189RD1,NA,NA,AV,NA
U5190,RNA_DNA,S5190RD1,NA,NA,AV,NA
U5191,RNA_DNA,S5191RD1,NA,NA,AV,NA
U5192,RNA_DNA,S5192RD1,NA,NA,AV,NA
U5193,RNA_DNA,S5193RD1,NA,NA,AV,NA
U5232,RNA_DNA,S5232RD1,NA,NA,AV,NA
U5233,RNA_DNA,S5233RD1,NA,NA,AV,NA
U5234,RNA_DNA,S5234RD1,NA,NA,AV,NA
U5235,RNA_DNA,S5235RD1,NA,NA,AV,NA
U5236,RNA_DNA,S5236RD1,NA,NA,AV,NA
U5212,RNA_DNA,S5212RD1,NA,NA,AV,NA
U5213,RNA_DNA,S5213RD1,NA,NA,AV,NA
U5214,RNA_DNA,S5214RD1,NA,NA,AV,NA
U5215,RNA_DNA,S5215RD1,NA,NA,AV,NA
U5216,RNA_DNA,S5216RD1,NA,NA,AV,NA
U5217,RNA_DNA,S5217RD1,NA,NA,AV,NA
U5218,RNA_DNA,S5218RD1,NA,NA,AV,NA
U5219,RNA_DNA,S5219RD1,NA,NA,AV,NA
U5220,RNA_DNA,S5220RD1,NA,NA,AV,NA
U5221,RNA_DNA,S5221RD1,NA,NA,AV,NA
U5222,RNA_DNA,S5222RD1,NA,NA,AV,NA
U5223,RNA_DNA,S5223RD1,NA,NA,AV,NA
U5224,RNA_DNA,S5224RD1,NA,NA,AV,NA
U5225,RNA_DNA,S5225RD1,NA,NA,AV,NA
U5226,RNA_DNA,S5226RD1,NA,NA,AV,NA
U5227,RNA_DNA,S5227RD1,NA,NA,AV,NA
U5228,RNA_DNA,S5228RD1,NA,NA,AV,NA
U5229,RNA_DNA,S5229RD1,NA,NA,AV,NA
U5230,RNA_DNA,S5230RD1,NA,NA,AV,NA
U5231,RNA_DNA,S5231RD1,NA,NA,AV,NA
U5245,RNA_DNA,S5245RD1,NA,NA,AV,NA
U5246,RNA_DNA,S5246RD1,NA,NA,AV,NA
U5247,RNA_DNA,S5247RD1,NA,NA,AV,NA
U5248,RNA_DNA,S5248RD1,NA,NA,AV,NA
U5249,RNA_DNA,S5249RD1,whole fish fell on bench,NA,AV,NA
U5250,RNA_DNA,S5250RD1,NA,NA,AV,NA
U5251,RNA_DNA,S5251RD1,NA,NA,AV,NA
U5252,RNA_DNA,S5252RD1,NA,NA,AV,NA
U5253,RNA_DNA,S5253RD1,NA,NA,AV,NA
U5254,RNA_DNA,S5254RD1,NA,NA,AV,NA
U5255,RNA_DNA,S5255RD1,NA,NA,AV,NA
U5256,RNA_DNA,S5256RD1,NA,NA,AV,NA
U5257,RNA_DNA,S5257RD1,NA,NA,AV,NA
U5262,RNA_DNA,S5262RD1,NA,NA,AV,NA
U5263,RNA_DNA,S5263RD1,NA,NA,AV,NA
U5264,RNA_DNA,S5264RD1,NA,NA,AV,NA
U5265,RNA_DNA,S5265RD1,NA,NA,AV,NA
U5266,RNA_DNA,S5266RD1,NA,NA,AV,NA
U5267,RNA_DNA,S5267RD1,NA,NA,AV,NA
U5268,RNA_DNA,S5268RD1,NA,NA,AV,NA
U5269,RNA_DNA,S5269RD1,NA,NA,AV,NA
U5270,RNA_DNA,S5270RD1,NA,NA,AV,NA
U5271,RNA_DNA,S5271RD1,NA,NA,AV,NA
U5272,RNA_DNA,S5272RD1,NA,NA,AV,NA
U5273,RNA_DNA,S5273RD1,NA,NA,AV,NA
U5237,RNA_DNA,S5237RD1,NA,NA,AV,NA
U5238,RNA_DNA,S5238RD1,NA,NA,AV,NA
U5239,RNA_DNA,S5239RD1,NA,NA,AV,NA
U5240,RNA_DNA,S5240RD1,fish fell on bench,NA,AV,NA
U5241,RNA_DNA,S5241RD1,NA,NA,AV,NA
U5242,RNA_DNA,S5242RD1,NA,NA,AV,NA
U5243,RNA_DNA,S5243RD1,NA,NA,AV,NA
U5244,RNA_DNA,S5244RD1,NA,NA,AV,NA
U5287,RNA_DNA,S5287RD1,NA,NA,AV,NA
U5288,RNA_DNA,S5288RD1,NA,NA,AV,NA
U5289,RNA_DNA,S5289RD1,NA,NA,AV,NA
U5290,RNA_DNA,S5290RD1,NA,NA,AV,NA
U5291,RNA_DNA,S5291RD1,NA,NA,AV,NA
U5292,RNA_DNA,S5292RD1,NA,NA,AV,NA
U5293,RNA_DNA,S5293RD1,fish fell on bench,NA,AV,NA
U5294,RNA_DNA,S5294RD1,NA,NA,AV,NA
U5295,RNA_DNA,S5295RD1,NA,NA,AV,NA
U5296,RNA_DNA,S5296RD1,NA,NA,AV,NA
U5258,RNA_DNA,S5258RD1,NA,NA,AV,NA
U5259,RNA_DNA,S5259RD1,NA,NA,AV,NA
U5260,RNA_DNA,S5260RD1,NA,NA,AV,NA
U5261,RNA_DNA,S5261RD1,NA,NA,AV,NA
U5274,RNA_DNA,S5274RD1,NA,NA,AV,NA
U5275,RNA_DNA,S5275RD1,NA,NA,AV,NA
U5276,RNA_DNA,S5276RD1,NA,NA,AV,NA
U5277,RNA_DNA,S5277RD1,NA,NA,AV,NA
U5278,RNA_DNA,S5278RD1,NA,NA,AV,NA
U5279,RNA_DNA,S5279RD1,NA,NA,AV,NA
U5280,RNA_DNA,S5280RD1,NA,NA,AV,NA
U5281,RNA_DNA,S5281RD1,NA,NA,AV,NA
U5282,RNA_DNA,S5282RD1,NA,NA,AV,NA
U5283,RNA_DNA,S5283RD1,NA,NA,AV,NA
U5284,RNA_DNA,S5284RD1,NA,NA,AV,NA
U5285,RNA_DNA,S5285RD1,Fell on bench,NA,AV,NA
U5286,RNA_DNA,S5286RD1,NA,NA,AV,NA
U5337,RNA_DNA,S5337RD1,NA,NA,AV,NA
U5338,RNA_DNA,S5338RD1,NA,NA,AV,NA
U5339,RNA_DNA,S5339RD1,NA,NA,AV,NA
U5340,RNA_DNA,S5340RD1,NA,NA,AV,NA
U5297,RNA_DNA,S5297RD1,NA,NA,AV,NA
U5298,RNA_DNA,S5298RD1,NA,NA,AV,NA
U5299,RNA_DNA,S5299RD1,NA,NA,AV,NA
U5300,RNA_DNA,S5300RD1,NA,NA,AV,NA
U5301,RNA_DNA,S5301RD1,NA,NA,AV,NA
U5327,RNA_DNA,S5327RD1,Fish fell on bench,NA,AV,NA
U5328,RNA_DNA,S5328RD1,NA,NA,AV,NA
U5329,RNA_DNA,S5329RD1,fish fell on bench,NA,AV,NA
U5330,RNA_DNA,S5330RD1,NA,NA,AV,NA
U5331,RNA_DNA,S5331RD1,NA,NA,AV,NA
U5332,RNA_DNA,S5332RD1,NA,NA,AV,NA
U5333,RNA_DNA,S5333RD1,NA,NA,AV,NA
U5334,RNA_DNA,S5334RD1,NA,NA,AV,NA
U5335,RNA_DNA,S5335RD1,NA,NA,AV,NA
U5336,RNA_DNA,S5336RD1,NA,NA,AV,NA
U5362,RNA_DNA,S5362RD1,NA,NA,AV,NA
U5363,RNA_DNA,S5363RD1,NA,NA,AV,NA
U5364,RNA_DNA,S5364RD1,NA,NA,AV,NA
U5365,RNA_DNA,S5365RD1,NA,NA,AV,NA
U5366,RNA_DNA,S5366RD1,NA,NA,AV,NA
U5367,RNA_DNA,S5367RD1,NA,NA,AV,NA
U5368,RNA_DNA,S5368RD1,NA,NA,AV,NA
U5369,RNA_DNA,S5369RD1,NA,NA,AV,NA
U5370,RNA_DNA,S5370RD1,NA,NA,AV,NA
U5371,RNA_DNA,S5371RD1,NA,NA,AV,NA
U5372,RNA_DNA,S5372RD1,NA,NA,AV,NA
U5373,RNA_DNA,S5373RD1,NA,NA,AV,NA
U5374,RNA_DNA,S5374RD1,NA,NA,AV,NA
U5375,RNA_DNA,S5375RD1,NA,NA,AV,NA
