sample_id,sample_type,ufn,sample_comments,analyzing_lab,sample_quality_flag,sample_quality_log
S69SC1,scale,U69,NA,NA,AV,NA
S70SC1,scale,U70,NA,NA,AV,NA
S71SC1,scale,U71,NA,NA,AV,NA
S72SC1,scale,U72,NA,NA,AV,NA
S73SC1,scale,U73,NA,NA,AV,NA
S74SC1,scale,U74,NA,NA,AV,NA
S75SC1,scale,U75,NA,NA,AV,NA
S76SC1,scale,U76,NA,NA,AV,NA
S77SC1,scale,U77,NA,NA,AV,NA
S78SC1,scale,U78,NA,NA,AV,NA
S79SC1,scale,U79,NA,NA,AV,NA
S80SC1,scale,U80,NA,NA,AV,NA
S81SC1,scale,U81,NA,NA,AV,NA
S82SC1,scale,U82,NA,NA,AV,NA
S83SC1,scale,U83,NA,NA,AV,NA
S84SC1,scale,U84,NA,NA,AV,NA
S85SC1,scale,U85,NA,NA,AV,NA
S86SC1,scale,U86,NA,NA,AV,NA
S87SC1,scale,U87,NA,NA,AV,NA
S88SC1,scale,U88,NA,NA,AV,NA
S89SC1,scale,U89,NA,NA,AV,NA
S90SC1,scale,U90,NA,NA,AV,NA
S91SC1,scale,U91,NA,NA,AV,NA
S92SC1,scale,U92,NA,NA,AV,NA
S93SC1,scale,U93,NA,NA,AV,NA
S94SC1,scale,U94,NA,NA,AV,NA
S95SC1,scale,U95,NA,NA,AV,NA
S96SC1,scale,U96,NA,NA,AV,NA
S97SC1,scale,U97,NA,NA,AV,NA
S98SC1,scale,U98,NA,NA,AV,NA
S100SC1,scale,U100,NA,NA,AV,NA
S101SC1,scale,U101,NA,NA,AV,NA
S102SC1,scale,U102,NA,NA,AV,NA
S103SC1,scale,U103,NA,NA,AV,NA
S104SC1,scale,U104,NA,NA,AV,NA
S106SC1,scale,U106,NA,NA,AV,NA
S107SC1,scale,U107,NA,NA,AV,NA
S108SC1,scale,U108,NA,NA,AV,NA
S109SC1,scale,U109,NA,NA,AV,NA
S110SC1,scale,U110,NA,NA,AV,NA
S111SC1,scale,U111,NA,NA,AV,NA
S112SC1,scale,U112,NA,NA,AV,NA
S113SC1,scale,U113,NA,NA,AV,NA
S114SC1,scale,U114,NA,NA,AV,NA
S115SC1,scale,U115,NA,NA,AV,NA
S116SC1,scale,U116,NA,NA,AV,NA
S117SC1,scale,U117,NA,NA,AV,NA
S118SC1,scale,U118,NA,NA,AV,NA
S119SC1,scale,U119,NA,NA,AV,NA
S120SC1,scale,U120,NA,NA,AV,NA
S122SC1,scale,U122,NA,NA,AV,NA
S123SC1,scale,U123,NA,NA,AV,NA
S124SC1,scale,U124,NA,NA,AV,NA
S125SC1,scale,U125,NA,NA,AV,NA
S126SC1,scale,U126,NA,NA,AV,NA
S127SC1,scale,U127,NA,NA,AV,NA
S128SC1,scale,U128,NA,NA,AV,NA
S129SC1,scale,U129,NA,NA,AV,NA
S130SC1,scale,U130,NA,NA,AV,NA
S131SC1,scale,U131,NA,NA,AV,NA
S132SC1,scale,U132,NA,NA,AV,NA
S133SC1,scale,U133,NA,NA,AV,NA
S134SC1,scale,U134,NA,NA,AV,NA
S135SC1,scale,U135,NA,NA,AV,NA
S136SC1,scale,U136,NA,NA,AV,NA
S137SC1,scale,U137,NA,NA,AV,NA
S138SC1,scale,U138,NA,NA,AV,NA
S139SC1,scale,U139,NA,NA,AV,NA
S140SC1,scale,U140,NA,NA,AV,NA
S141SC1,scale,U141,NA,NA,AV,NA
S142SC1,scale,U142,NA,NA,AV,NA
S143SC1,scale,U143,NA,NA,AV,NA
S144SC1,scale,U144,NA,NA,AV,NA
S145SC1,scale,U145,NA,NA,AV,NA
S146SC1,scale,U146,NA,NA,AV,NA
S147SC1,scale,U147,NA,NA,AV,NA
S148SC1,scale,U148,NA,NA,AV,NA
S149SC1,scale,U149,NA,NA,AV,NA
S150SC1,scale,U150,NA,NA,AV,NA
S151SC1,scale,U151,NA,NA,AV,NA
S152SC1,scale,U152,NA,NA,AV,NA
S153SC1,scale,U153,NA,NA,AV,NA
S154SC1,scale,U154,NA,NA,AV,NA
S155SC1,scale,U155,NA,NA,AV,NA
S156SC1,scale,U156,NA,NA,AV,NA
S157SC1,scale,U157,NA,NA,AV,NA
S158SC1,scale,U158,NA,NA,AV,NA
S159SC1,scale,U159,NA,NA,AV,NA
S160SC1,scale,U160,NA,NA,AV,NA
S161SC1,scale,U161,NA,NA,AV,NA
S162SC1,scale,U162,NA,NA,AV,NA
S163SC1,scale,U163,NA,NA,AV,NA
S164SC1,scale,U164,NA,NA,AV,NA
S165SC1,scale,U165,NA,NA,AV,NA
S166SC1,scale,U166,NA,NA,AV,NA
S167SC1,scale,U167,NA,NA,AV,NA
S168SC1,scale,U168,NA,NA,AV,NA
S169SC1,scale,U169,NA,NA,AV,NA
S170SC1,scale,U170,NA,NA,AV,NA
S171SC1,scale,U171,NA,NA,AV,NA
S172SC1,scale,U172,NA,NA,AV,NA
S174SC1,scale,U174,NA,NA,AV,NA
S175SC1,scale,U175,NA,NA,AV,NA
S176SC1,scale,U176,NA,NA,AV,NA
S177SC1,scale,U177,NA,NA,AV,NA
S178SC1,scale,U178,NA,NA,AV,NA
S179SC1,scale,U179,NA,NA,AV,NA
S180SC1,scale,U180,NA,NA,AV,NA
S181SC1,scale,U181,NA,NA,AV,NA
S182SC1,scale,U182,NA,NA,AV,NA
S183SC1,scale,U183,NA,NA,AV,NA
S184SC1,scale,U184,NA,NA,AV,NA
S185SC1,scale,U185,NA,NA,AV,NA
S186SC1,scale,U186,NA,NA,AV,NA
S187SC1,scale,U187,NA,NA,AV,NA
S188SC1,scale,U188,NA,NA,AV,NA
S189SC1,scale,U189,NA,NA,AV,NA
S190SC1,scale,U190,NA,NA,AV,NA
S191SC1,scale,U191,NA,NA,AV,NA
S192SC1,scale,U192,NA,NA,AV,NA
S193SC1,scale,U193,NA,NA,AV,NA
S194SC1,scale,U194,NA,NA,AV,NA
S195SC1,scale,U195,NA,NA,AV,NA
S196SC1,scale,U196,NA,NA,AV,NA
S197SC1,scale,U197,NA,NA,AV,NA
S198SC1,scale,U198,NA,NA,AV,NA
S199SC1,scale,U199,NA,NA,AV,NA
S200SC1,scale,U200,NA,NA,AV,NA
S201SC1,scale,U201,NA,NA,AV,NA
S202SC1,scale,U202,NA,NA,AV,NA
S203SC1,scale,U203,NA,NA,AV,NA
S204SC1,scale,U204,NA,NA,AV,NA
S205SC1,scale,U205,NA,NA,AV,NA
S206SC1,scale,U206,NA,NA,AV,NA
S207SC1,scale,U207,NA,NA,AV,NA
S208SC1,scale,U208,NA,NA,AV,NA
S209SC1,scale,U209,NA,NA,AV,NA
S210SC1,scale,U210,NA,NA,AV,NA
S211SC1,scale,U211,NA,NA,AV,NA
S212SC1,scale,U212,NA,NA,AV,NA
S213SC1,scale,U213,NA,NA,AV,NA
S214SC1,scale,U214,NA,NA,AV,NA
S215SC1,scale,U215,NA,NA,AV,NA
S216SC1,scale,U216,NA,NA,AV,NA
S217SC1,scale,U217,NA,NA,AV,NA
S218SC1,scale,U218,NA,NA,AV,NA
S219SC1,scale,U219,NA,NA,AV,NA
S220SC1,scale,U220,NA,NA,AV,NA
S221SC1,scale,U221,NA,NA,AV,NA
S222SC1,scale,U222,NA,NA,AV,NA
S223SC1,scale,U223,NA,NA,AV,NA
S224SC1,scale,U224,NA,NA,AV,NA
S225SC1,scale,U225,NA,NA,AV,NA
S226SC1,scale,U226,NA,NA,AV,NA
S227SC1,scale,U227,NA,NA,AV,NA
S228SC1,scale,U228,NA,NA,AV,NA
S229SC1,scale,U229,NA,NA,AV,NA
S230SC1,scale,U230,NA,NA,AV,NA
S231SC1,scale,U231,NA,NA,AV,NA
S232SC1,scale,U232,NA,NA,AV,NA
S233SC1,scale,U233,NA,NA,AV,NA
S234SC1,scale,U234,NA,NA,AV,NA
S235SC1,scale,U235,NA,NA,AV,NA
S236SC1,scale,U236,NA,NA,AV,NA
S237SC1,scale,U237,NA,NA,AV,NA
S238SC1,scale,U238,NA,NA,AV,NA
S239SC1,scale,U239,NA,NA,AV,NA
S240SC1,scale,U240,NA,NA,AV,NA
S241SC1,scale,U241,NA,NA,AV,NA
S242SC1,scale,U242,NA,NA,AV,NA
S243SC1,scale,U243,NA,NA,AV,NA
S244SC1,scale,U244,NA,NA,AV,NA
S245SC1,scale,U245,NA,NA,AV,NA
S246SC1,scale,U246,NA,NA,AV,NA
S247SC1,scale,U247,NA,NA,AV,NA
S248SC1,scale,U248,NA,NA,AV,NA
S249SC1,scale,U249,NA,NA,AV,NA
S250SC1,scale,U250,NA,NA,AV,NA
S251SC1,scale,U251,NA,NA,AV,NA
S252SC1,scale,U252,NA,NA,AV,NA
S253SC1,scale,U253,NA,NA,AV,NA
S254SC1,scale,U254,NA,NA,AV,NA
S255SC1,scale,U255,NA,NA,AV,NA
S256SC1,scale,U256,NA,NA,AV,NA
S257SC1,scale,U257,NA,NA,AV,NA
S258SC1,scale,U258,NA,NA,AV,NA
S259SC1,scale,U259,NA,NA,AV,NA
S260SC1,scale,U260,NA,NA,AV,NA
S261SC1,scale,U261,NA,NA,AV,NA
S262SC1,scale,U262,NA,NA,AV,NA
S263SC1,scale,U263,NA,NA,AV,NA
S264SC1,scale,U264,NA,NA,AV,NA
S265SC1,scale,U265,NA,NA,AV,NA
S266SC1,scale,U266,NA,NA,AV,NA
S267SC1,scale,U267,NA,NA,AV,NA
S268SC1,scale,U268,NA,NA,AV,NA
S269SC1,scale,U269,NA,NA,AV,NA
S270SC1,scale,U270,NA,NA,AV,NA
S271SC1,scale,U271,NA,NA,AV,NA
S272SC1,scale,U272,NA,NA,AV,NA
S273SC1,scale,U273,NA,NA,AV,NA
S274SC1,scale,U274,NA,NA,AV,NA
S275SC1,scale,U275,NA,NA,AV,NA
S276SC1,scale,U276,NA,NA,AV,NA
S277SC1,scale,U277,NA,NA,AV,NA
S278SC1,scale,U278,NA,NA,AV,NA
S279SC1,scale,U279,NA,NA,AV,NA
S280SC1,scale,U280,NA,NA,AV,NA
S281SC1,scale,U281,NA,NA,AV,NA
S284SC1,scale,U284,NA,NA,AV,NA
S285SC1,scale,U285,NA,NA,AV,NA
S286SC1,scale,U286,NA,NA,AV,NA
S287SC1,scale,U287,NA,NA,AV,NA
S288SC1,scale,U288,NA,NA,AV,NA
S289SC1,scale,U289,NA,NA,AV,NA
S290SC1,scale,U290,NA,NA,AV,NA
S291SC1,scale,U291,NA,NA,AV,NA
S292SC1,scale,U292,NA,NA,AV,NA
S293SC1,scale,U293,NA,NA,AV,NA
S294SC1,scale,U294,NA,NA,AV,NA
S295SC1,scale,U295,NA,NA,AV,NA
S296SC1,scale,U296,NA,NA,AV,NA
S297SC1,scale,U297,NA,NA,AV,NA
S298SC1,scale,U298,NA,NA,AV,NA
S299SC1,scale,U299,NA,NA,AV,NA
S300SC1,scale,U300,NA,NA,AV,NA
S301SC1,scale,U301,NA,NA,AV,NA
S302SC1,scale,U302,NA,NA,AV,NA
S303SC1,scale,U303,NA,NA,AV,NA
S304SC1,scale,U304,NA,NA,AV,NA
S305SC1,scale,U305,NA,NA,AV,NA
S306SC1,scale,U306,NA,NA,AV,NA
S307SC1,scale,U307,NA,NA,AV,NA
S308SC1,scale,U308,NA,NA,AV,NA
S309SC1,scale,U309,NA,NA,AV,NA
S310SC1,scale,U310,NA,NA,AV,NA
S311SC1,scale,U311,NA,NA,AV,NA
S312SC1,scale,U312,NA,NA,AV,NA
S313SC1,scale,U313,NA,NA,AV,NA
S315SC1,scale,U315,NA,NA,AV,NA
S316SC1,scale,U316,NA,NA,AV,NA
S317SC1,scale,U317,NA,NA,AV,NA
S318SC1,scale,U318,NA,NA,AV,NA
S319SC1,scale,U319,NA,NA,AV,NA
S320SC1,scale,U320,NA,NA,AV,NA
S321SC1,scale,U321,NA,NA,AV,NA
S322SC1,scale,U322,NA,NA,AV,NA
S323SC1,scale,U323,NA,NA,AV,NA
S324SC1,scale,U324,NA,NA,AV,NA
S325SC1,scale,U325,NA,NA,AV,NA
S326SC1,scale,U326,NA,NA,AV,NA
S327SC1,scale,U327,NA,NA,AV,NA
S328SC1,scale,U328,NA,NA,AV,NA
S329SC1,scale,U329,NA,NA,AV,NA
S330SC1,scale,U330,NA,NA,AV,NA
S331SC1,scale,U331,NA,NA,AV,NA
S332SC1,scale,U332,NA,NA,AV,NA
S333SC1,scale,U333,NA,NA,AV,NA
S334SC1,scale,U334,NA,NA,AV,NA
S335SC1,scale,U335,NA,NA,AV,NA
S336SC1,scale,U336,NA,NA,AV,NA
S337SC1,scale,U337,NA,NA,AV,NA
S338SC1,scale,U338,NA,NA,AV,NA
S339SC1,scale,U339,NA,NA,AV,NA
S340SC1,scale,U340,NA,NA,AV,NA
S341SC1,scale,U341,NA,NA,AV,NA
S342SC1,scale,U342,NA,NA,AV,NA
S343SC1,scale,U343,NA,NA,AV,NA
S345SC1,scale,U345,NA,NA,AV,NA
S346SC1,scale,U346,NA,NA,AV,NA
S347SC1,scale,U347,NA,NA,AV,NA
S348SC1,scale,U348,NA,NA,AV,NA
S349SC1,scale,U349,NA,NA,AV,NA
S350SC1,scale,U350,NA,NA,AV,NA
S351SC1,scale,U351,NA,NA,AV,NA
S352SC1,scale,U352,NA,NA,AV,NA
S353SC1,scale,U353,NA,NA,AV,NA
S354SC1,scale,U354,NA,NA,AV,NA
S355SC1,scale,U355,NA,NA,AV,NA
S356SC1,scale,U356,NA,NA,AV,NA
S357SC1,scale,U357,NA,NA,AV,NA
S358SC1,scale,U358,NA,NA,AV,NA
S359SC1,scale,U359,NA,NA,AV,NA
S360SC1,scale,U360,NA,NA,AV,NA
S361SC1,scale,U361,NA,NA,AV,NA
S362SC1,scale,U362,NA,NA,AV,NA
S363SC1,scale,U363,NA,NA,AV,NA
S364SC1,scale,U364,NA,NA,AV,NA
S365SC1,scale,U365,NA,NA,AV,NA
S366SC1,scale,U366,NA,NA,AV,NA
S367SC1,scale,U367,NA,NA,AV,NA
S368SC1,scale,U368,NA,NA,AV,NA
S369SC1,scale,U369,NA,NA,AV,NA
S370SC1,scale,U370,NA,NA,AV,NA
S371SC1,scale,U371,NA,NA,AV,NA
S372SC1,scale,U372,NA,NA,AV,NA
S373SC1,scale,U373,NA,NA,AV,NA
S374SC1,scale,U374,NA,NA,AV,NA
S375SC1,scale,U375,NA,NA,AV,NA
S376SC1,scale,U376,NA,NA,AV,NA
S377SC1,scale,U377,NA,NA,AV,NA
S378SC1,scale,U378,NA,NA,AV,NA
S379SC1,scale,U379,NA,NA,AV,NA
S380SC1,scale,U380,NA,NA,AV,NA
S381SC1,scale,U381,NA,NA,AV,NA
S382SC1,scale,U382,NA,NA,AV,NA
S383SC1,scale,U383,NA,NA,AV,NA
S384SC1,scale,U384,NA,NA,AV,NA
S385SC1,scale,U385,NA,NA,AV,NA
S386SC1,scale,U386,NA,NA,AV,NA
S387SC1,scale,U387,NA,NA,AV,NA
S388SC1,scale,U388,NA,NA,AV,NA
S389SC1,scale,U389,NA,NA,AV,NA
S390SC1,scale,U390,NA,NA,AV,NA
S391SC1,scale,U391,NA,NA,AV,NA
S392SC1,scale,U392,NA,NA,AV,NA
S393SC1,scale,U393,NA,NA,AV,NA
S394SC1,scale,U394,NA,NA,AV,NA
S395SC1,scale,U395,NA,NA,AV,NA
S396SC1,scale,U396,NA,NA,AV,NA
S397SC1,scale,U397,NA,NA,AV,NA
S398SC1,scale,U398,NA,NA,AV,NA
S399SC1,scale,U399,NA,NA,AV,NA
S400SC1,scale,U400,NA,NA,AV,NA
S401SC1,scale,U401,NA,NA,AV,NA
S402SC1,scale,U402,NA,NA,AV,NA
S403SC1,scale,U403,NA,NA,AV,NA
S404SC1,scale,U404,NA,NA,AV,NA
S405SC1,scale,U405,NA,NA,AV,NA
S406SC1,scale,U406,NA,NA,AV,NA
S407SC1,scale,U407,NA,NA,AV,NA
S408SC1,scale,U408,NA,NA,AV,NA
S409SC1,scale,U409,NA,NA,AV,NA
S410SC1,scale,U410,NA,NA,AV,NA
S411SC1,scale,U411,NA,NA,AV,NA
S412SC1,scale,U412,NA,NA,AV,NA
S413SC1,scale,U413,NA,NA,AV,NA
S414SC1,scale,U414,NA,NA,AV,NA
S415SC1,scale,U415,NA,NA,AV,NA
S416SC1,scale,U416,NA,NA,AV,NA
S417SC1,scale,U417,NA,NA,AV,NA
S418SC1,scale,U418,NA,NA,AV,NA
S419SC1,scale,U419,NA,NA,AV,NA
S420SC1,scale,U420,NA,NA,AV,NA
S421SC1,scale,U421,NA,NA,AV,NA
S422SC1,scale,U422,NA,NA,AV,NA
S423SC1,scale,U423,NA,NA,AV,NA
S424SC1,scale,U424,NA,NA,AV,NA
S425SC1,scale,U425,NA,NA,AV,NA
S426SC1,scale,U426,NA,NA,AV,NA
S427SC1,scale,U427,NA,NA,AV,NA
S428SC1,scale,U428,NA,NA,AV,NA
S429SC1,scale,U429,NA,NA,AV,NA
S430SC1,scale,U430,NA,NA,AV,NA
S431SC1,scale,U431,NA,NA,AV,NA
S432SC1,scale,U432,NA,NA,AV,NA
S433SC1,scale,U433,NA,NA,AV,NA
S434SC1,scale,U434,NA,NA,AV,NA
S435SC1,scale,U435,NA,NA,AV,NA
S436SC1,scale,U436,NA,NA,AV,NA
S437SC1,scale,U437,NA,NA,AV,NA
S438SC1,scale,U438,NA,NA,AV,NA
S439SC1,scale,U439,NA,NA,AV,NA
S440SC1,scale,U440,NA,NA,AV,NA
S441SC1,scale,U441,NA,NA,AV,NA
S442SC1,scale,U442,NA,NA,AV,NA
S443SC1,scale,U443,NA,NA,AV,NA
S444SC1,scale,U444,NA,NA,AV,NA
S445SC1,scale,U445,NA,NA,AV,NA
S446SC1,scale,U446,NA,NA,AV,NA
S447SC1,scale,U447,NA,NA,AV,NA
S448SC1,scale,U448,NA,NA,AV,NA
S449SC1,scale,U449,NA,NA,AV,NA
S450SC1,scale,U450,NA,NA,AV,NA
S451SC1,scale,U451,NA,NA,AV,NA
S452SC1,scale,U452,NA,NA,AV,NA
S453SC1,scale,U453,NA,NA,AV,NA
S454SC1,scale,U454,NA,NA,AV,NA
S455SC1,scale,U455,NA,NA,AV,NA
S456SC1,scale,U456,NA,NA,AV,NA
S457SC1,scale,U457,NA,NA,AV,NA
S458SC1,scale,U458,NA,NA,AV,NA
S459SC1,scale,U459,NA,NA,AV,NA
S460SC1,scale,U460,NA,NA,AV,NA
S461SC1,scale,U461,NA,NA,AV,NA
S462SC1,scale,U462,NA,NA,AV,NA
S463SC1,scale,U463,NA,NA,AV,NA
S464SC1,scale,U464,NA,NA,AV,NA
S465SC1,scale,U465,NA,NA,AV,NA
S466SC1,scale,U466,NA,NA,AV,NA
S467SC1,scale,U467,NA,NA,AV,NA
S468SC1,scale,U468,NA,NA,AV,NA
S469SC1,scale,U469,NA,NA,AV,NA
S470SC1,scale,U470,NA,NA,AV,NA
S471SC1,scale,U471,NA,NA,AV,NA
S472SC1,scale,U472,NA,NA,AV,NA
S473SC1,scale,U473,NA,NA,AV,NA
S474SC1,scale,U474,NA,NA,AV,NA
S475SC1,scale,U475,NA,NA,AV,NA
S476SC1,scale,U476,NA,NA,AV,NA
S477SC1,scale,U477,NA,NA,AV,NA
S478SC1,scale,U478,NA,NA,AV,NA
S479SC1,scale,U479,NA,NA,AV,NA
S480SC1,scale,U480,NA,NA,AV,NA
S481SC1,scale,U481,NA,NA,AV,NA
S482SC1,scale,U482,NA,NA,AV,NA
S483SC1,scale,U483,NA,NA,AV,NA
S484SC1,scale,U484,NA,NA,AV,NA
S485SC1,scale,U485,NA,NA,AV,NA
S486SC1,scale,U486,NA,NA,AV,NA
S487SC1,scale,U487,NA,NA,AV,NA
S488SC1,scale,U488,NA,NA,AV,NA
S489SC1,scale,U489,NA,NA,AV,NA
S490SC1,scale,U490,NA,NA,AV,NA
S491SC1,scale,U491,NA,NA,AV,NA
S492SC1,scale,U492,NA,NA,AV,NA
S493SC1,scale,U493,NA,NA,AV,NA
S494SC1,scale,U494,NA,NA,AV,NA
S495SC1,scale,U495,NA,NA,AV,NA
S496SC1,scale,U496,NA,NA,AV,NA
S497SC1,scale,U497,NA,NA,AV,NA
S498SC1,scale,U498,NA,NA,AV,NA
S499SC1,scale,U499,NA,NA,AV,NA
S500SC1,scale,U500,NA,NA,AV,NA
S501SC1,scale,U501,NA,NA,AV,NA
S502SC1,scale,U502,NA,NA,AV,NA
S503SC1,scale,U503,NA,NA,AV,NA
S504SC1,scale,U504,NA,NA,AV,NA
S505SC1,scale,U505,NA,NA,AV,NA
S506SC1,scale,U506,NA,NA,AV,NA
S507SC1,scale,U507,NA,NA,AV,NA
S508SC1,scale,U508,NA,NA,AV,NA
S509SC1,scale,U509,NA,NA,AV,NA
S510SC1,scale,U510,NA,NA,AV,NA
S511SC1,scale,U511,NA,NA,AV,NA
S512SC1,scale,U512,NA,NA,AV,NA
S513SC1,scale,U513,NA,NA,AV,NA
S514SC1,scale,U514,NA,NA,AV,NA
S515SC1,scale,U515,NA,NA,AV,NA
S516SC1,scale,U516,NA,NA,AV,NA
S517SC1,scale,U517,NA,NA,AV,NA
S518SC1,scale,U518,NA,NA,AV,NA
S519SC1,scale,U519,NA,NA,AV,NA
S520SC1,scale,U520,NA,NA,AV,NA
S521SC1,scale,U521,NA,NA,AV,NA
S522SC1,scale,U522,NA,NA,AV,NA
S523SC1,scale,U523,NA,NA,AV,NA
S524SC1,scale,U524,NA,NA,AV,NA
S525SC1,scale,U525,NA,NA,AV,NA
S526SC1,scale,U526,NA,NA,AV,NA
S527SC1,scale,U527,NA,NA,AV,NA
S528SC1,scale,U528,NA,NA,AV,NA
S529SC1,scale,U529,NA,NA,AV,NA
S530SC1,scale,U530,NA,NA,AV,NA
S531SC1,scale,U531,NA,NA,AV,NA
S532SC1,scale,U532,NA,NA,AV,NA
S533SC1,scale,U533,NA,NA,AV,NA
S534SC1,scale,U534,NA,NA,AV,NA
S535SC1,scale,U535,NA,NA,AV,NA
S536SC1,scale,U536,NA,NA,AV,NA
S537SC1,scale,U537,NA,NA,AV,NA
S538SC1,scale,U538,NA,NA,AV,NA
S539SC1,scale,U539,NA,NA,AV,NA
S540SC1,scale,U540,NA,NA,AV,NA
S541SC1,scale,U541,NA,NA,AV,NA
S542SC1,scale,U542,NA,NA,AV,NA
S543SC1,scale,U543,NA,NA,AV,NA
S544SC1,scale,U544,NA,NA,AV,NA
S545SC1,scale,U545,NA,NA,AV,NA
S546SC1,scale,U546,NA,NA,AV,NA
S547SC1,scale,U547,NA,NA,AV,NA
S548SC1,scale,U548,NA,NA,AV,NA
S549SC1,scale,U549,NA,NA,AV,NA
S550SC1,scale,U550,NA,NA,AV,NA
S551SC1,scale,U551,NA,NA,AV,NA
S552SC1,scale,U552,NA,NA,AV,NA
S553SC1,scale,U553,NA,NA,AV,NA
S554SC1,scale,U554,NA,NA,AV,NA
S555SC1,scale,U555,NA,NA,AV,NA
S556SC1,scale,U556,NA,NA,AV,NA
S557SC1,scale,U557,NA,NA,AV,NA
S558SC1,scale,U558,NA,NA,AV,NA
S559SC1,scale,U559,NA,NA,AV,NA
S560SC1,scale,U560,NA,NA,AV,NA
S561SC1,scale,U561,NA,NA,AV,NA
S562SC1,scale,U562,NA,NA,AV,NA
S563SC1,scale,U563,NA,NA,AV,NA
S564SC1,scale,U564,NA,NA,AV,NA
S565SC1,scale,U565,NA,NA,AV,NA
S566SC1,scale,U566,NA,NA,AV,NA
S567SC1,scale,U567,NA,NA,AV,NA
S568SC1,scale,U568,NA,NA,AV,NA
S569SC1,scale,U569,NA,NA,AV,NA
S570SC1,scale,U570,NA,NA,AV,NA
S571SC1,scale,U571,NA,NA,AV,NA
S572SC1,scale,U572,NA,NA,AV,NA
S573SC1,scale,U573,NA,NA,AV,NA
S574SC1,scale,U574,NA,NA,AV,NA
S575SC1,scale,U575,NA,NA,AV,NA
S576SC1,scale,U576,NA,NA,AV,NA
S577SC1,scale,U577,NA,NA,AV,NA
S578SC1,scale,U578,NA,NA,AV,NA
S579SC1,scale,U579,NA,NA,AV,NA
S580SC1,scale,U580,NA,NA,AV,NA
S581SC1,scale,U581,NA,NA,AV,NA
S582SC1,scale,U582,NA,NA,AV,NA
S583SC1,scale,U583,NA,NA,AV,NA
S584SC1,scale,U584,NA,NA,AV,NA
S586SC1,scale,U586,NA,NA,AV,NA
S587SC1,scale,U587,NA,NA,AV,NA
S588SC1,scale,U588,NA,NA,AV,NA
S589SC1,scale,U589,NA,NA,AV,NA
S590SC1,scale,U590,NA,NA,AV,NA
S591SC1,scale,U591,NA,NA,AV,NA
S592SC1,scale,U592,NA,NA,AV,NA
S593SC1,scale,U593,NA,NA,AV,NA
S594SC1,scale,U594,NA,NA,AV,NA
S595SC1,scale,U595,NA,NA,AV,NA
