package_id,seine_id,pkg_species,n_fish,field_liced_status,preservation_status,pkg_type,pkg_comments
P1522,DE721N2,PI,10,N,OK,JSP,NA
P1525,DE721N2,CO,2,N,OK,JSP,NA
P1520,DE722N2,PI,10,N,OK,JSP,NA
P1516,DE722N2,CU,2,N,OK,JSP,NA
P1517,DE722N2,SO,1,N,OK,JSP,NA
JP237,JE101N1,SO,10,N,PC,JSP,NA
JP240,JE101N1,SO,10,N,PC,JSP,NA
JP276,JE101N1,CO,6,N,PC,JSP,ID in bundle with JP276
JP277,JE101N1,HE,4,N,PC,JSP,ID in bundle with JP275
JP318A,JE101N1,SO,10,N,PC,JSP,NA
JP314A,JE102N2,SO,10,N,PC,JSP,NA
JP316A,JE102N2,SO,10,N,PC,JSP,NA
JP323,JE104N1,CO,4,N,PC,JSP,NA
JP324,JE104N1,CU,1,N,PC,JSP,NA
JP450,JE105N2,CO,3,N,PC,JSP,NA
JP227,JE106N4,HE,1,N,PC,JSP,NA
JP228,JE106N4,CO,2,N,PC,JSP,Coho SEMSP #1 & #9
JP229,JE106N4,CU,1,N,PC,JSP,Previously thawed
JP243,JE106N4,SO,15,N,PC,JSP,NA
JP322,JE106N4,SO,12,N,PC,JSP,NA
JP235,JE108N2,CU,10,N,PC,JSP,NA
JP313A,JE108N2,CO,8,N,PC,JSP,NA
JP326,JE108N2,HE,5,N,PC,JSP,NA
JP241,JE109N3,CU,10,N,PC,JSP,NA
JP560,JE110N2,CU,2,N,OK,JSP,NA
JP208,JE110N2,SO,15,N,OK,JSP,NA
JP225,JE110N2,SO,5,N,OK,JSP,NA
JP657,JE112N1,CU,2,N,OK,JSP,NA
JP245,JE112N1,SO,15,N,OK,JSP,NA
JP311B,JE112N1,SO,5,N,OK,JSP,NA
JP677,JE113N1,CU,10,N,OK,JSP,NA
JP678,JE113N1,HE,4,N,OK,JSP,NA
JP247,JE113N1,SO,15,N,OK,JSP,NA
JP351,JE113N1,SO,4,N,OK,JSP,NA
JP403,JE114N1,CU,10,N,OK,JSP,NA
JP410,JE114N1,PI,2,N,OK,JSP,NA
JP737,JE114N1,CO,4,N,OK,JSP,NA
JP253,JE114N1,SO,5,N,OK,JSP,NA
JP419,JE115N1,CO,1,N,OK,JSP,NA
JP421,JE115N1,CU,10,N,OK,JSP,NA
JP420,JE115N1,HE,3,N,OK,JSP,NA
DP633,JE115N1,SO,20,N,OK,JSP,NA
JP341,JE115N1,SO,5,N,OK,JSP,NA
JP433,JE116N1,CU,10,N,OK,JSP,NA
JP619,JE116N1,HE,5,N,OK,JSP,NA
JP620,JE116N1,CO,1,N,OK,JSP,NA
JP242,JE116N1,SO,15,N,OK,JSP,NA
JP260,JE116N1,SO,5,N,OK,JSP,NA
JP734,JE117N2,SO,5,N,OK,JSP,NA
JP283,JE117N2,SO,15,N,OK,JSP,NA
JP547,JE118N1,CU,5,N,OK,JSP,NA
JP234,JE118N1,SO,15,N,OK,JSP,NA
JP269,JE118N1,SO,5,N,OK,JSP,NA
JP391,JE119N1,CO,10,N,OK,JSP,NA
JP591,JE119N1,CU,10,N,OK,JSP,NA
JP263,JE119N1,SO,4,N,OK,JSP,NA
JP317A,JE119N1,SO,15,N,OK,JSP,NA
JP558,JE122N2,CU,10,N,OK,JSP,NA
JP256,JE122N2,SO,15,N,OK,JSP,NA
JP317B,JE122N2,SO,15,N,OK,JSP,NA
JP599,JE123N3,CU,11,N,OK,JSP,NA
JP600,JE123N3,CO,1,N,OK,JSP,NA
JP598,JE123N3,HE,1,N,OK,JSP,NA
JP320,JE123N3,SO,15,N,OK,JSP,NA
JP328,JE123N3,SO,15,N,OK,JSP,NA
JP405,JE126N1,HE,5,N,OK,JSP,NA
JP404,JE126N1,CO,1,N,OK,JSP,NA
JP588,JE126N1,CU,10,N,OK,JSP,NA
JP302,JE126N1,SO,6,N,OK,JSP,NA
JP339,JE126N1,SO,14,N,OK,JSP,NA
JP389,JE128N2,CU,10,N,OK,JSP,NA
JP388,JE128N2,CO,1,N,OK,JSP,NA
JP267,JE128N2,SO,4,N,OK,JSP,NA
JP348,JE128N2,SO,15,N,OK,JSP,NA
JP413,JE129N3,CO,4,N,OK,JSP,NA
JP414,JE129N3,HE,5,N,OK,JSP,NA
JP590,JE129N3,CU,10,N,OK,JSP,NA
JP255,JE129N3,SO,15,N,OK,JSP,NA
JP268,JE129N3,SO,5,N,OK,JSP,NA
JP448,JE131N1,HE,5,N,OK,JSP,NA
JP647,JE131N1,CU,10,N,OK,JSP,NA
JP646,JE131N1,HE,5,N,OK,JSP,NA
JP251,JE131N1,SO,4,N,OK,JSP,NA
JP345,JE131N1,SO,15,N,OK,JSP,NA
JP436,JE132N1,CU,10,N,OK,JSP,NA
JP437,JE132N1,HE,3,N,OK,JSP,NA
JP244,JE132N1,SO,5,N,OK,JSP,NA
JP254,JE132N1,SO,15,N,OK,JSP,NA
JP736,JE133N1,SO,4,N,OK,JSP,NA
JP220,JE133N1,SO,5,N,OK,JSP,NA
JP552,JE134N1,CU,5,N,OK,JSP,NA
DP217,JE134N1,SO,5,N,OK,JSP,NA
JP207,JE134N1,SO,5,N,OK,JSP,NA
JP202,JE136N1,SO,5,N,OK,JSP,NA
JP203,JE136N1,SO,15,N,OK,JSP,NA
JP409,JE137N1,CO,5,N,OK,JSP,NA
JP381,JE137N1,CU,10,N,OK,JSP,NA
JP379,JE137N1,PI,1,N,OK,JSP,NA
JP380,JE137N1,HE,1,N,OK,JSP,NA
JP329,JE137N1,SO,15,N,OK,JSP,NA
JP372,JE138N1,PI,2,N,OK,JSP,NA
JP371,JE138N1,CO,4,N,OK,JSP,NA
JP373,JE138N1,CU,10,N,OK,JSP,NA
JP266,JE138N1,SO,5,N,OK,JSP,NA
JP344,JE138N1,SO,15,N,OK,JSP,NA
JP593,JE139N1,CU,10,N,OK,JSP,NA
JP594,JE139N1,CO,3,N,OK,JSP,NA
JP257,JE139N1,SO,15,N,OK,JSP,NA
JP315B,JE139N1,SO,15,N,OK,JSP,NA
JP676,JE140N1,HE,5,N,OK,JSP,NA
JP265,JE140N1,SO,15,N,OK,JSP,NA
JP346,JE140N1,SO,15,N,OK,JSP,NA
JP680,JE140N1,CU,10,N,NA,JSP,NA
JP679,JE140N1,PI,2,N,NA,JSP,NA
JP621,JE142N1,CU,10,N,OK,JSP,NA
JP617,JE142N1,HE,3,N,OK,JSP,NA
JP342,JE142N1,SO,15,N,OK,JSP,NA
JP597,JE143N1,CU,10,N,OK,JSP,NA
JP252,JE143N1,SO,15,N,OK,JSP,NA
JP318B,JE143N1,SO,15,N,OK,JSP,NA
JP287,JE145N1,SO,15,N,OK,JSP,NA
JP338,JE145N1,SO,15,N,OK,JSP,NA
JP585,JE146N1,CU,10,N,OK,JSP,NA
JP584,JE146N1,HE,2,N,OK,JSP,NA
JP211,JE146N1,SO,15,N,OK,JSP,NA
JP248,JE146N1,SO,15,N,OK,JSP,NA
JP639,JE147N1,HE,10,N,OK,JSP,NA
JP651,JE147N1,CU,10,N,OK,JSP,NA
JP732,JE147N1,SO,16,N,OK,JSP,NA
JP733,JE147N1,SO,15,N,OK,JSP,NA
JP570,JE148N3,CO,6,N,OK,JSP,NA
JP557,JE148N3,PI,1,N,OK,JSP,NA
JP562,JE148N3,CU,10,N,OK,JSP,NA
JP270,JE148N3,SO,15,N,OK,JSP,NA
JP343,JE148N3,SO,15,N,OK,JSP,NA
JP675,JE149N1,CU,10,N,OK,JSP,NA
JP674,JE149N1,CO,1,N,OK,JSP,NA
JP239,JE149N1,SO,15,N,OK,JSP,NA
JP340,JE149N1,SO,15,N,OK,JSP,NA
JP374,JE150N1,HE,2,N,OK,JSP,NA
JP376,JE150N1,CO,3,N,OK,JSP,NA
JP375,JE150N1,PI,3,N,OK,JSP,NA
JP649,JE150N1,CU,10,N,OK,JSP,NA
JP264,JE150N1,SO,15,N,OK,JSP,NA
JP336,JE150N1,SO,15,N,OK,JSP,NA
JP214,JE152N1,SO,15,N,OK,JSP,NA
JP221,JE152N1,SO,4,N,OK,JSP,NA
JP377,JE152N1,PI,3,N,OK,JSP,NA
JP378,JE152N1,CU,10,N,OK,JSP,Accidentally also assigned as JP452
JP452,JE152N1,CU,10,N,NA,JSP,NA
JP406,JE154N1,HE,2,N,OK,JSP,NA
JP685,JE154N1,CO,4,N,OK,JSP,NA
JP686,JE154N1,CU,10,N,OK,JSP,NA
JP327,JE154N1,SO,15,N,OK,JSP,NA
JP349,JE154N1,SO,5,N,OK,JSP,NA
JP422,JE155N1,CU,10,N,OK,JSP,NA
JP442,JE155N1,CO,1,N,OK,JSP,NA
JP262,JE155N1,SO,15,N,OK,JSP,NA
JP299,JE155N1,SO,4,N,OK,JSP,NA
JP369,JE157N2,CU,10,N,OK,JSP,NA
JP370,JE157N2,PI,3,N,OK,JSP,NA
JP246,JE157N2,SO,15,N,OK,JSP,NA
JP250,JE157N2,SO,15,N,OK,JSP,NA
JP279,JE157N2,SO,5,N,OK,JSP,NA
JP213,JE159N1,SO,4,N,OK,JSP,NA
JP222,JE159N1,SO,5,N,OK,JSP,NA
JP415,JE160N1,HE,2,N,OK,JSP,NA
JP416,JE160N1,CO,1,N,OK,JSP,NA
JP418,JE160N1,CU,10,N,OK,JSP,NA
JP259,JE160N1,SO,15,N,OK,JSP,NA
JP310A,JE160N1,SO,5,N,OK,JSP,NA
JP417,JE160N1,PI,2,N,OK,JSP,NA
JP216,JE161N1,SO,5,N,OK,JSP,Individual fish labels incorrectly read date as 2015-05-08
JP233,JE161N1,SO,5,N,OK,JSP,Individual fish labels incorrectly read date as 2015-05-08
JP426,JE162N1,PI,10,N,OK,JSP,NA
JP425,JE162N1,CO,3,N,OK,JSP,NA
JP401,JE162N1,CU,10,N,OK,JSP,NA
JP296,JE162N1,SO,5,N,OK,JSP,NA
JP330,JE162N1,SO,15,N,OK,JSP,NA
JP571,JE163N1,HE,2,N,OK,JSP,NA
JP567,JE163N1,CU,10,N,OK,JSP,NA
JP200,JE163N1,SO,15,N,OK,JSP,NA
JP209,JE163N1,SO,5,N,OK,JSP,NA
JP424,JE165N1,PI,10,N,OK,JSP,NA
JP423,JE165N1,HE,3,N,OK,JSP,NA
JP648,JE165N1,CU,10,N,OK,JSP,NA
JP275,JE165N1,SO,15,N,OK,JSP,NA
JP294,JE165N1,SO,15,N,OK,JSP,NA
JP618,JE166N1,HE,10,N,OK,JSP,NA
JP612,JE166N1,CU,10,N,OK,JSP,NA
JP611,JE166N1,PI,4,N,OK,JSP,NA
JP210,JE166N1,SO,15,N,OK,JSP,NA
JP280,JE166N1,SO,15,N,OK,JSP,NA
JP392,JE168N1,HE,10,N,OK,JSP,NA
JP440,JE168N1,CO,1,N,OK,JSP,NA
JP441,JE168N1,CU,10,N,OK,JSP,NA
JP316B,JE168N1,SO,4,N,OK,JSP,NA
JP556,JE171N2,CO,6,N,OK,JSP,NA
JP554,JE171N2,CU,10,N,OK,JSP,NA
JP201,JE171N2,SO,15,N,OK,JSP,NA
JP215,JE171N2,SO,15,N,OK,JSP,NA
JP297,JE172N4,PI,6,N,OK,JSP,NA
JP332,JE172N4,SO,15,N,OK,JSP,NA
JP681,JE173N1,HE,10,N,OK,JSP,NA
JP303,JE173N1,SO,4,N,OK,JSP,NA
JP312A,JE173N1,SO,NA,N,OK,JSP,Unknown # of fish
JP445,JE173N1,PI,7,N,OK,JSP,NA
JP472,JE173N1,CU,10,N,NA,JSP,NA
JP627,JE174N1,CU,10,N,OK,JSP,NA
JP613,JE174N1,PI,10,N,OK,JSP,NA
JP626,JE174N1,HE,1,N,OK,JSP,NA
JP609,JE174N1,CU,10,N,OK,JSP,NA
JP610,JE174N1,PI,2,N,OK,JSP,NA
JP308,JE174N1,SO,5,N,OK,JSP,NA
JP314B,JE174N1,SO,15,N,OK,JSP,NA
JP444,JE175N1,PI,1,N,OK,JSP,NA
JP604,JE175N1,CU,10,N,OK,JSP,NA
JP616,JE176N2,PI,10,N,OK,JSP,NA
JP592,JE176N2,CU,10,N,OK,JSP,NA
JP305,JE176N2,SO,5,N,OK,JSP,NA
JP313B,JE176N2,SO,14,N,OK,JSP,NA
JP655,JE177N2,CO,1,N,OK,JSP,NA
JP656,JE177N2,PI,4,N,OK,JSP,NA
JP383,JE178N1,HE,3,N,OK,JSP,NA
JP384,JE178N1,CO,10,N,OK,JSP,NA
JP608,JE178N1,CO,1,N,OK,JSP,NA
JP607,JE178N1,PI,10,N,OK,JSP,NA
JP606,JE178N1,HE,3,N,OK,JSP,NA
JP272,JE178N1,SO,15,N,OK,JSP,NA
JP273,JE178N1,SO,5,N,OK,JSP,NA
JP393,JE179N1,PI,10,N,OK,JSP,NA
JP382,JE179N1,CU,10,N,OK,JSP,NA
JP236,JE179N1,SO,15,N,OK,JSP,NA
JP285,JE179N1,SO,5,N,OK,JSP,NA
JP559,JE180N2,CU,5,N,OK,JSP,NA
JP553,JE181N2,HE,5,N,OK,JSP,NA
JP555,JE181N2,CU,5,N,OK,JSP,NA
JP293,JE181N2,SO,5,N,OK,JSP,NA
JP295,JE181N2,SO,15,N,OK,JSP,NA
JP400,JE182N1,CU,10,N,OK,JSP,NA
JP387,JE182N1,PI,10,N,OK,JSP,NA
JP218,JE182N1,SO,3,N,OK,JSP,NA
JP673,JE183N1,CU,10,N,OK,JSP,NA
JP281,JE183N1,PI,4,N,OK,JSP,ID in bundle with JP282
JP282,JE183N1,HE,2,N,OK,JSP,ID in bundle with JP281
JP331,JE183N1,SO,15,N,OK,JSP,NA
JP615,JE184N1,CU,10,N,OK,JSP,NA
JP735,JE184N1,SO,3,N,OK,JSP,NA
JP634,JE185N1,PI,2,N,OK,JSP,NA
JP238,JE185N1,SO,15,N,OK,JSP,NA
JP596,JE186N1,CU,10,N,OK,JSP,NA
JP595,JE186N1,PI,1,N,OK,JSP,NA
JP261,JE186N1,SO,15,N,OK,JSP,NA
JP347,JE186N1,SO,15,N,OK,JSP,NA
JP397,JE187N1,CU,10,N,OK,JSP,NA
JP439,JE187N1,CU,5,N,OK,JSP,NA
JP438,JE187N1,PI,10,N,OK,JSP,NA
JP334,JE187N1,SO,17,N,OK,JSP,NA
JP335,JE187N1,CU,5,N,OK,JSP,NA
JP587,JE188N1,PI,10,N,OK,JSP,NA
JP586,JE188N1,CU,10,N,OK,JSP,NA
JP551,JE189N2,CU,4,N,OK,JSP,NA
JP223,JE189N2,SO,3,N,OK,JSP,NA
JP290,JE189N2,SO,15,N,OK,JSP,NA
JP629,JE190N1,CU,10,N,OK,JSP,NA
JP628,JE190N1,HE,5,N,OK,JSP,NA
JP601,JE190N1,HE,3,N,OK,JSP,NA
JP605,JE190N1,PI,10,N,OK,JSP,NA
JP231,JE190N1,SO,4,N,OK,JSP,NA
JP309A,JE190N1,SO,15,N,OK,JSP,NA
JP550,JE191N1,HE,1,N,OK,JSP,NA
JP563,JE191N1,CU,5,N,OK,JSP,NA
JP206,JE191N1,SO,15,N,OK,JSP,NA
JP212,JE191N1,SO,5,N,OK,JSP,NA
JP386,JE192N1,HE,2,N,OK,JSP,NA
JP385,JE192N1,CU,10,N,OK,JSP,NA
JP682,JE192N1,HE,2,N,OK,JSP,NA
JP683,JE192N1,PI,10,N,OK,JSP,NA
JP333,JE192N1,SO,15,N,OK,JSP,NA
JP350,JE192N1,SO,2,N,OK,JSP,NA
JP402,JE193N1,CU,10,N,OK,JSP,NA
JP684,JE193N1,PI,10,N,OK,JSP,NA
JP288,JE195N1,SO,15,N,OK,JSP,NA
JP298,JE195N1,PI,5,N,OK,JSP,NA
JP300,JE195N1,SO,2,N,OK,JSP,NA
JP411,JE195N1,PI,5,N,OK,JSP,NA
JP412,JE195N1,CU,10,N,OK,JSP,NA
JP429,JE196N1,CO,1,N,OK,JSP,NA
JP431,JE196N1,CU,10,N,OK,JSP,NA
JP430,JE196N1,PI,5,N,OK,JSP,NA
JP644,JE196N1,HE,10,N,OK,JSP,NA
JP643,JE196N1,PI,4,N,OK,JSP,NA
JP271,JE196N1,SO,15,N,OK,JSP,NA
JP395,JE197N1,PI,1,N,OK,JSP,NA
JP394,JE197N1,HE,2,N,OK,JSP,NA
JP396,JE197N1,CU,10,N,OK,JSP,NA
JP325,JE197N1,SO,5,N,OK,JSP,NA
JP337,JE197N1,SO,15,N,OK,JSP,NA
JP368,JE198N2,PI,8,N,OK,JSP,NA
JP443,JE198N2,CU,10,N,OK,JSP,NA
JP367,JE198N2,HE,2,N,OK,JSP,NA
JP284,JE198N2,SO,15,N,OK,JSP,NA
JP292,JE198N2,SO,15,N,OK,JSP,NA
JP204,JE199N2,SO,5,N,OK,JSP,NA
JP622,JE200N1,CU,10,N,OK,JSP,NA
JP623,JE200N1,PI,2,N,OK,JSP,NA
JP286,JE200N1,SO,3,N,OK,JSP,NA
JP291,JE200N1,SO,4,N,OK,JSP,NA
JP568,JE201N3,CU,5,N,OK,JSP,NA
JP224,JE201N3,SO,4,N,OK,JSP,NA
JP226,JE201N3,SO,5,N,OK,JSP,NA
JP549,JE202N1,CU,10,N,OK,JSP,NA
JP574,JE202N1,HE,10,N,OK,JSP,NA
JP205,JE202N1,SO,15,N,OK,JSP,NA
JP449,JE203N1,CO,1,N,OK,JSP,NA
JP366,JE203N1,CU,10,N,OK,JSP,NA
JP631,JE203N1,HE,10,N,OK,JSP,NA
JP633,JE203N1,PI,10,N,OK,JSP,NA
JP432,JE204N2,CU,10,N,OK,JSP,NA
JP289,JE204N2,SO,5,N,OK,JSP,NA
JP307,JE204N2,SO,15,N,OK,JSP,NA
JP428,JE205N1,PI,10,N,OK,JSP,NA
JP447,JE205N1,CU,8,N,OK,JSP,NA
JP427,JE205N1,CU,2,N,OK,JSP,NA
JP274,JE205N1,SO,6,N,OK,JSP,NA
JP315A,JE205N1,SO,15,N,OK,JSP,NA
JP446,JE206N2,HE,10,N,OK,JSP,NA
JP641,JE206N2,CU,10,N,OK,JSP,NA
JP614,JE206N2,PI,10,N,OK,JSP,NA
JP301,JE206N2,SO,9,N,OK,JSP,NA
JP632,JE207N2,PI,10,N,OK,JSP,NA
JP630,JE207N2,CO,3,N,OK,JSP,NA
JP583,JE207N2,CU,10,N,OK,JSP,NA
JP582,JE207N2,CO,1,N,OK,JSP,NA
JP434,JE208N2,PI,10,N,OK,JSP,NA
JP435,JE208N2,HE,2,N,OK,JSP,NA
JP645,JE208N2,SO,5,N,OK,JSP,NA
JP652,JE208N2,CU,10,N,OK,JSP,NA
JP311A,JE208N2,SO,5,N,OK,JSP,NA
JP474,JE209N1,HE,3,N,OK,JSP,NA
JP569,JE209N1,PI,1,N,OK,JSP,NA
JP564,JE209N1,CU,5,N,OK,JSP,NA
JP575,JE209N1,HE,5,N,OK,JSP,NA
JP278,JE209N1,SO,15,N,OK,JSP,NA
JP321,JE209N1,SO,15,N,OK,JSP,NA
JP566,JE210N2,CU,10,N,OK,JSP,NA
JP572,JE210N2,PI,10,N,OK,JSP,NA
JP624,JE211N1,PI,10,N,OK,JSP,NA
JP408,JE212N1,PI,5,N,OK,JSP,NA
JP399,JE212N1,CU,10,N,OK,JSP,NA
JP398,JE212N1,PI,5,N,OK,JSP,NA
JP407,JE212N1,HE,2,N,OK,JSP,NA
JP469,JE213N1,HE,2,N,OK,JSP,NA
JP470,JE213N1,PI,10,N,NA,JSP,NA
JP473,JE213N1,CU,10,N,NA,JSP,NA
JP625,JE216N1,PI,10,N,OK,JSP,NA
JP602,JE216N1,CU,10,N,OK,JSP,NA
JP603,JE216N1,HE,2,N,OK,JSP,NA
JP653,JE217N1,CU,8,N,OK,JSP,NA
JP589,JE217N1,HE,5,N,OK,JSP,NA
JP548,JE218N1,CU,5,N,OK,JSP,NA
JP573,JE218N1,PI,10,N,OK,JSP,NA
JP219,JE218N1,SO,3,N,OK,JSP,NA
JP230,JE218N1,SO,7,N,OK,JSP,NA
JP576,JE225N1,CU,5,N,OK,JSP,NA
JP232,JE225N1,SO,10,N,OK,JSP,NA
JP526,JE231N1,CU,2,N,OK,JSP,NA
JP689,JE231N1,SO,10,N,OK,JSP,NA
JP664,JE231N1,SO,10,N,OK,JSP,NA
JP515,JE233N1,HE,1,N,OK,JSP,NA
JP701,JE233N1,SO,11,N,OK,JSP,NA
JP636,JE233N1,SO,9,N,OK,JSP,NA
JP490,JE234N2,CO,1,N,OK,JSP,NA
JP539,JE234N2,PI,10,N,OK,JSP,NA
JP637,JE234N2,SO,15,N,OK,JSP,NA
JP672,JE234N2,SO,1,N,OK,JSP,NA
JP504,JE236N1,HE,1,N,OK,JSP,NA
JP486,JE236N1,CO,3,N,OK,JSP,NA
JP546,JE236N1,PI,2,N,OK,JSP,NA
JP713,JE236N1,SO,10,N,OK,JSP,NA
JP671,JE236N1,SO,15,N,OK,JSP,NA
JP483,JE238N1,CU,7,N,OK,JSP,NA
JP528,JE238N1,PI,6,N,OK,JSP,NA
JP729,JE238N1,SO,5,N,OK,JSP,NA
JP667,JE238N1,SO,15,N,OK,JSP,NA
JP577,JE240N1,SO,5,N,OK,JSP,NA
JP579,JE240N1,SO,15,N,OK,JSP,NA
JP513,JE243N2,CO,6,N,OK,JSP,NA
JP506,JE243N2,CU,7,N,OK,JSP,NA
JP538,JE243N2,PI,5,N,OK,JSP,NA
JP669,JE243N2,SO,10,N,OK,JSP,NA
JP661,JE243N2,SO,10,N,OK,JSP,NA
JP514,JE244N1,CU,10,N,OK,JSP,NA
JP532,JE244N1,PI,10,N,OK,JSP,NA
JP714,JE244N1,SO,10,N,OK,JSP,NA
JP705,JE244N1,SO,10,N,OK,JSP,NA
JP482,JE245N2,CO,6,N,OK,JSP,NA
JP505,JE245N2,CU,10,N,OK,JSP,NA
JP521,JE245N2,PI,9,N,OK,JSP,NA
JP663,JE245N2,SO,10,N,OK,JSP,NA
JP692,JE245N2,SO,10,N,OK,JSP,NA
JP494,JE246N1,CO,10,N,OK,JSP,NA
JP658,JE246N1,SO,10,N,OK,JSP,NA
JP694,JE246N1,SO,10,N,OK,JSP,NA
JP500,JE249N1,CO,1,N,OK,JSP,NA
JP522,JE249N1,CU,10,N,OK,JSP,NA
JP543,JE249N1,PI,10,N,OK,JSP,NA
JP691,JE249N1,SO,10,N,OK,JSP,NA
JP642,JE249N1,SO,10,N,OK,JSP,NA
JP578,JE250N2,SO,10,N,OK,JSP,NA
JP640,JE251N1,CO,10,N,OK,JSP,NA
JP650,JE252N1,SO,8,N,OK,JSP,NA
JP520,JE253N1,PI,10,N,OK,JSP,NA
JP478,JE253N1,CU,10,N,OK,JSP,NA
JP710,JE253N1,SO,8,N,OK,JSP,NA
JP509,JE254N1,CO,1,N,OK,JSP,NA
JP485,JE254N1,CU,5,N,OK,JSP,NA
JP544,JE254N1,PI,1,N,OK,JSP,NA
JP708,JE254N1,SO,10,N,OK,JSP,NA
JP687,JE254N1,SO,10,N,OK,JSP,NA
JP489,JE256N1,HE,2,N,OK,JSP,NA
JP511,JE256N1,CU,10,N,OK,JSP,NA
JP531,JE256N1,PI,10,N,OK,JSP,NA
JP699,JE256N1,SO,10,N,OK,JSP,NA
JP660,JE256N1,SO,10,N,OK,JSP,NA
JP491,JE257N1,CU,10,N,OK,JSP,NA
JP718,JE257N1,SO,10,N,OK,JSP,NA
JP724,JE257N1,SO,10,N,OK,JSP,NA
JP635,JE258N1,SO,10,N,OK,JSP,NA
JP456,JE258N1,CU,10,N,NA,JSP,NA
JP464,JE258N1,PI,10,N,NA,JSP,NA
JP498,JE259N3,CU,10,N,OK,JSP,NA
JP725,JE259N3,SO,10,N,OK,JSP,NA
JP693,JE259N3,SO,10,N,OK,JSP,NA
JP654,JE262N1,PI,1,N,OK,JSP,NA
JP465,JE262N1,PI,9,N,NA,JSP,NA
JP484,JE263N1,CO,8,N,OK,JSP,NA
JP503,JE263N1,CU,10,N,OK,JSP,NA
JP523,JE263N1,PI,10,N,OK,JSP,NA
JP698,JE263N1,SO,10,N,OK,JSP,NA
JP581,JE264N1,SO,10,N,OK,JSP,NA
JP580,JE264N1,SO,10,N,OK,JSP,NA
JP507,JE265N1,CU,10,N,OK,JSP,NA
JP542,JE265N1,PI,10,N,OK,JSP,NA
JP722,JE265N1,SO,10,N,OK,JSP,NA
JP731,JE265N1,SO,2,N,OK,JSP,NA
JP723,JE267N1,SO,10,N,OK,JSP,NA
JP666,JE267N1,SO,10,N,OK,JSP,NA
JP460,JE267N1,CU,10,N,NA,JSP,NA
JP466,JE267N1,PI,9,N,NA,JSP,NA
JP492,JE268N1,HE,10,N,OK,JSP,NA
JP703,JE268N1,SO,10,N,OK,JSP,NA
JP697,JE268N1,SO,10,N,OK,JSP,NA
JP457,JE268N1,CU,10,N,NA,JSP,NA
JP467,JE268N1,PI,10,N,NA,JSP,NA
JP517,JE269N1,HE,1,N,OK,JSP,NA
JP512,JE269N1,CO,1,N,OK,JSP,NA
JP638,JE269N1,SO,10,N,OK,JSP,NA
JP662,JE269N1,SO,10,N,OK,JSP,NA
JP453,JE269N1,CU,10,N,NA,JSP,NA
JP462,JE269N1,PI,10,N,NA,JSP,NA
JP497,JE270N1,HE,5,N,OK,JSP,NA
JP711,JE270N1,SO,10,N,OK,JSP,NA
JP665,JE270N1,SO,10,N,OK,JSP,NA
JP455,JE270N1,CU,10,N,NA,JSP,NA
JP461,JE270N1,PI,10,N,NA,JSP,NA
JP518,JE271N1,CU,10,N,OK,JSP,NA
JP533,JE271N1,PI,10,N,OK,JSP,NA
JP706,JE271N1,SO,10,N,OK,JSP,NA
JP690,JE271N1,SO,10,N,OK,JSP,NA
JP493,JE272N2,CO,3,N,OK,JSP,NA
JP510,JE272N2,HE,1,N,OK,JSP,NA
JP524,JE272N2,CU,7,N,OK,JSP,NA
JP540,JE272N2,PI,10,N,OK,JSP,NA
JP502,JE273N1,HE,1,N,OK,JSP,NA
JP476,JE273N1,CU,10,N,OK,JSP,NA
JP545,JE273N1,PI,10,N,OK,JSP,NA
JP704,JE273N1,SO,10,N,OK,JSP,NA
JP716,JE273N1,SO,10,N,OK,JSP,NA
JP696,JE273N1,SO,10,N,OK,JSP,NA
JP695,JE273N1,SO,10,N,OK,JSP,NA
JP688,JE273N1,SO,10,N,OK,JSP,NA
JP496,JE282N1,HE,7,N,OK,JSP,NA
JP525,JE282N1,CU,10,N,OK,JSP,NA
JP536,JE282N1,PI,10,N,OK,JSP,NA
JP709,JE282N1,SO,10,N,OK,JSP,NA
JP659,JE282N1,SO,10,N,OK,JSP,NA
JP719,JE283N1,SO,10,N,OK,JSP,NA
JP458,JE283N1,CU,10,N,NA,JSP,NA
JP471,JE283N1,PI,10,N,NA,JSP,NA
JP477,JE285N1,HE,5,N,OK,JSP,NA
JP487,JE285N1,CO,10,N,OK,JSP,NA
JP481,JE285N1,CU,10,N,OK,JSP,NA
JP534,JE285N1,PI,10,N,OK,JSP,NA
JP712,JE285N1,SO,10,N,OK,JSP,NA
JP668,JE285N1,SO,9,N,OK,JSP,NA
JP670,JE285N1,SO,1,N,OK,JSP,NA
JP508,JE290N2,HE,2,N,OK,JSP,NA
JP488,JE290N2,CU,10,N,OK,JSP,NA
JP527,JE290N2,PI,10,N,OK,JSP,NA
JP480,JE291N1,HE,1,N,OK,JSP,NA
JP499,JE291N1,CO,1,N,OK,JSP,NA
JP479,JE291N1,CU,10,N,OK,JSP,NA
JP541,JE291N1,PI,10,N,OK,JSP,NA
JP726,JE291N1,SO,10,N,OK,JSP,NA
JP700,JE291N1,SO,10,N,OK,JSP,NA
JP721,JE292N1,SO,10,N,OK,JSP,NA
JP720,JE292N1,SO,10,N,OK,JSP,NA
JP702,JE292N1,SO,1,N,OK,JSP,NA
JP459,JE292N1,CU,10,N,NA,JSP,NA
JP468,JE292N1,PI,10,N,NA,JSP,NA
JP495,JE293N2,CU,10,N,OK,JSP,NA
