sample_type,sample_id,ufn,sample_comments,analyzing_lab,sample_quality_flag,sample_quality_log
RNA_DNA,S1802RD1,U1802,NA,UBC_Hunt,AV,NA
RNA_DNA,S1803RD1,U1803,NA,UBC_Hunt,AV,NA
RNA_DNA,S1804RD1,U1804,NA,UBC_Hunt,AV,NA
RNA_DNA,S1805RD1,U1805,NA,UBC_Hunt,AV,NA
RNA_DNA,S1806RD1,U1806,NA,UBC_Hunt,AV,NA
RNA_DNA,S1790RD1,U1790,NA,UBC_Hunt,AV,NA
RNA_DNA,S1811RD1,U1811,NA,UBC_Hunt,AV,NA
RNA_DNA,S1812RD1,U1812,NA,UBC_Hunt,AV,NA
RNA_DNA,S1813RD1,U1813,NA,UBC_Hunt,AV,NA
RNA_DNA,S1814RD1,U1814,NA,UBC_Hunt,AV,NA
RNA_DNA,S1815RD1,U1815,NA,UBC_Hunt,AV,NA
RNA_DNA,S1816RD1,U1816,NA,UBC_Hunt,AV,NA
RNA_DNA,S1817RD1,U1817,NA,UBC_Hunt,AV,NA
RNA_DNA,S1807RD1,U1807,NA,UBC_Hunt,AV,NA
RNA_DNA,S1808RD1,U1808,NA,UBC_Hunt,AV,NA
RNA_DNA,S1809RD1,U1809,NA,UBC_Hunt,AV,NA
RNA_DNA,S1810RD1,U1810,NA,UBC_Hunt,AV,NA
RNA_DNA,S1821RD1,U1821,NA,UBC_Hunt,AV,NA
RNA_DNA,S1822RD1,U1822,NA,UBC_Hunt,AV,NA
RNA_DNA,S1823RD1,U1823,NA,UBC_Hunt,AV,NA
RNA_DNA,S1824RD1,U1824,NA,UBC_Hunt,AV,NA
RNA_DNA,S1818RD1,U1818,NA,UBC_Hunt,AV,NA
RNA_DNA,S1819RD1,U1819,NA,UBC_Hunt,AV,NA
RNA_DNA,S1820RD1,U1820,NA,UBC_Hunt,AV,NA
RNA_DNA,S1831RD1,U1831,NA,UBC_Hunt,AV,NA
RNA_DNA,S1832RD1,U1832,NA,UBC_Hunt,AV,NA
RNA_DNA,S1833RD1,U1833,NA,UBC_Hunt,AV,NA
RNA_DNA,S1834RD1,U1834,Fish fell on floor,UBC_Hunt,AV,NA
RNA_DNA,S1835RD1,U1835,NA,UBC_Hunt,AV,NA
RNA_DNA,S1825RD1,U1825,NA,UBC_Hunt,AV,NA
RNA_DNA,S1826RD1,U1826,NA,UBC_Hunt,AV,NA
RNA_DNA,S1827RD1,U1827,NA,UBC_Hunt,AV,NA
RNA_DNA,S1828RD1,U1828,NA,UBC_Hunt,AV,NA
RNA_DNA,S1829RD1,U1829,NA,UBC_Hunt,AV,NA
RNA_DNA,S1830RD1,U1830,NA,UBC_Hunt,AV,NA
RNA_DNA,S1841RD1,U1841,NA,UBC_Hunt,AV,NA
RNA_DNA,S1842RD1,U1842,NA,UBC_Hunt,AV,NA
RNA_DNA,S1836RD1,U1836,NA,UBC_Hunt,AV,NA
RNA_DNA,S1837RD1,U1837,NA,UBC_Hunt,AV,NA
RNA_DNA,S1840RD1,U1840,NA,UBC_Hunt,AV,NA
RNA_DNA,S1851RD1,U1851,NA,UBC_Hunt,AV,NA
RNA_DNA,S1852RD1,U1852,NA,UBC_Hunt,AV,NA
RNA_DNA,S1853RD1,U1853,NA,UBC_Hunt,AV,NA
RNA_DNA,S1843RD1,U1843,NA,UBC_Hunt,AV,NA
RNA_DNA,S1846RD1,U1846,NA,UBC_Hunt,AV,NA
RNA_DNA,S1847RD1,U1847,NA,UBC_Hunt,AV,NA
RNA_DNA,S1848RD1,U1848,NA,UBC_Hunt,AV,NA
RNA_DNA,S1849RD1,U1849,NA,UBC_Hunt,AV,NA
RNA_DNA,S1850RD1,U1850,NA,UBC_Hunt,AV,NA
RNA_DNA,S1679RD1,U1679,NA,UBC_Hunt,AV,NA
RNA_DNA,S1680RD1,U1680,NA,UBC_Hunt,AV,NA
RNA_DNA,S1681RD1,U1681,NA,UBC_Hunt,AV,NA
RNA_DNA,S1682RD1,U1682,NA,UBC_Hunt,AV,NA
RNA_DNA,S1683RD1,U1683,NA,UBC_Hunt,AV,NA
RNA_DNA,S1684RD1,U1684,NA,UBC_Hunt,AV,NA
RNA_DNA,S1685RD1,U1685,NA,UBC_Hunt,AV,NA
RNA_DNA,S1686RD1,U1686,NA,UBC_Hunt,AV,NA
RNA_DNA,S1861RD1,U1861,NA,UBC_Hunt,AV,NA
RNA_DNA,S1862RD1,U1862,NA,UBC_Hunt,AV,NA
RNA_DNA,S1863RD1,U1863,NA,UBC_Hunt,AV,NA
RNA_DNA,S1864RD1,U1864,NA,UBC_Hunt,AV,NA
RNA_DNA,S1865RD1,U1865,NA,UBC_Hunt,AV,NA
RNA_DNA,S1866RD1,U1866,NA,UBC_Hunt,AV,NA
RNA_DNA,S1867RD1,U1867,NA,UBC_Hunt,AV,NA
RNA_DNA,S1868RD1,U1868,NA,UBC_Hunt,AV,NA
RNA_DNA,S1854RD1,U1854,NA,UBC_Hunt,AV,NA
RNA_DNA,S1855RD1,U1855,NA,UBC_Hunt,AV,NA
RNA_DNA,S1856RD1,U1856,NA,UBC_Hunt,AV,NA
RNA_DNA,S1857RD1,U1857,NA,UBC_Hunt,AV,NA
RNA_DNA,S1858RD1,U1858,NA,UBC_Hunt,AV,NA
RNA_DNA,S1859RD1,U1859,NA,UBC_Hunt,AV,NA
RNA_DNA,S1860RD1,U1860,NA,UBC_Hunt,AV,NA
RNA_DNA,S1876RD1,U1876,NA,UBC_Hunt,AV,NA
RNA_DNA,S1687RD1,U1687,NA,UBC_Hunt,AV,NA
RNA_DNA,S1688RD1,U1688,NA,UBC_Hunt,AV,NA
RNA_DNA,S1689RD1,U1689,NA,UBC_Hunt,AV,NA
RNA_DNA,S1690RD1,U1690,NA,UBC_Hunt,AV,NA
RNA_DNA,S1891RD1,U1891,NA,UBC_Hunt,AV,NA
RNA_DNA,S1892RD1,U1892,NA,UBC_Hunt,AV,NA
RNA_DNA,S1893RD1,U1893,NA,UBC_Hunt,AV,NA
RNA_DNA,S1894RD1,U1894,NA,UBC_Hunt,AV,NA
RNA_DNA,S1869RD1,U1869,NA,UBC_Hunt,AV,NA
RNA_DNA,S1870RD1,U1870,NA,UBC_Hunt,AV,NA
RNA_DNA,S1886RD1,U1886,NA,UBC_Hunt,AV,NA
RNA_DNA,S1887RD1,U1887,NA,UBC_Hunt,AV,NA
RNA_DNA,S1888RD1,U1888,NA,UBC_Hunt,AV,NA
RNA_DNA,S1889RD1,U1889,NA,UBC_Hunt,AV,NA
RNA_DNA,S1890RD1,U1890,NA,UBC_Hunt,AV,NA
RNA_DNA,S1971RD1,U1971,NA,UBC_Hunt,AV,NA
RNA_DNA,S1895RD1,U1895,NA,UBC_Hunt,AV,NA
RNA_DNA,S1896RD1,U1896,NA,UBC_Hunt,AV,NA
RNA_DNA,S1897RD1,U1897,NA,UBC_Hunt,AV,NA
RNA_DNA,S1898RD1,U1898,NA,UBC_Hunt,AV,NA
RNA_DNA,S1899RD1,U1899,NA,UBC_Hunt,AV,NA
RNA_DNA,S1900RD1,U1900,NA,UBC_Hunt,AV,NA
RNA_DNA,S1901RD1,U1901,NA,UBC_Hunt,AV,NA
RNA_DNA,S1902RD1,U1902,NA,UBC_Hunt,AV,NA
RNA_DNA,S1903RD1,U1903,NA,UBC_Hunt,AV,NA
RNA_DNA,S1904RD1,U1904,NA,UBC_Hunt,AV,NA
RNA_DNA,S1905RD1,U1905,NA,UBC_Hunt,AV,NA
RNA_DNA,S1906RD1,U1906,NA,UBC_Hunt,AV,NA
RNA_DNA,S1907RD1,U1907,NA,UBC_Hunt,AV,NA
RNA_DNA,S1908RD1,U1908,NA,UBC_Hunt,AV,NA
RNA_DNA,S1909RD1,U1909,NA,UBC_Hunt,AV,NA
RNA_DNA,S1910RD1,U1910,NA,UBC_Hunt,AV,NA
RNA_DNA,S1877RD1,U1877,NA,UBC_Hunt,AV,NA
RNA_DNA,S1878RD1,U1878,NA,UBC_Hunt,AV,NA
RNA_DNA,S1879RD1,U1879,NA,UBC_Hunt,AV,NA
RNA_DNA,S1880RD1,U1880,NA,UBC_Hunt,AV,NA
RNA_DNA,S1911RD1,U1911,NA,UBC_Hunt,AV,NA
RNA_DNA,S1912RD1,U1912,NA,UBC_Hunt,AV,NA
RNA_DNA,S1913RD1,U1913,NA,UBC_Hunt,AV,NA
RNA_DNA,S1914RD1,U1914,NA,UBC_Hunt,AV,NA
RNA_DNA,S1931RD1,U1931,NA,UBC_Hunt,AV,NA
RNA_DNA,S1932RD1,U1932,NA,UBC_Hunt,AV,NA
RNA_DNA,S1933RD1,U1933,NA,UBC_Hunt,AV,NA
RNA_DNA,S1934RD1,U1934,NA,UBC_Hunt,AV,NA
RNA_DNA,S1935RD1,U1935,NA,UBC_Hunt,AV,NA
RNA_DNA,S1936RD1,U1936,NA,UBC_Hunt,AV,NA
RNA_DNA,S1937RD1,U1937,NA,UBC_Hunt,AV,NA
RNA_DNA,S1938RD1,U1938,NA,UBC_Hunt,AV,NA
RNA_DNA,S1972RD1,U1972,NA,UBC_Hunt,AV,NA
RNA_DNA,S1973RD1,U1973,NA,UBC_Hunt,AV,NA
RNA_DNA,S1974RD1,U1974,NA,UBC_Hunt,AV,NA
RNA_DNA,S1975RD1,U1975,NA,UBC_Hunt,AV,NA
RNA_DNA,S1976RD1,U1976,NA,UBC_Hunt,AV,NA
RNA_DNA,S1977RD1,U1977,NA,UBC_Hunt,AV,NA
RNA_DNA,S1978RD1,U1978,NA,UBC_Hunt,AV,NA
RNA_DNA,S1979RD1,U1979,NA,UBC_Hunt,AV,NA
RNA_DNA,S1939RD1,U1939,NA,UBC_Hunt,AV,NA
RNA_DNA,S1940RD1,U1940,NA,UBC_Hunt,AV,NA
RNA_DNA,S1941RD1,U1941,NA,UBC_Hunt,AV,NA
RNA_DNA,S1942RD1,U1942,NA,UBC_Hunt,AV,NA
RNA_DNA,S1943RD1,U1943,NA,UBC_Hunt,AV,NA
RNA_DNA,S1944RD1,U1944,NA,UBC_Hunt,AV,NA
RNA_DNA,S1945RD1,U1945,NA,UBC_Hunt,AV,NA
RNA_DNA,S1946RD1,U1946,NA,UBC_Hunt,AV,NA
RNA_DNA,S1980RD1,U1980,NA,UBC_Hunt,AV,NA
RNA_DNA,S1921RD1,U1921,NA,UBC_Hunt,AV,NA
RNA_DNA,S1922RD1,U1922,NA,UBC_Hunt,AV,NA
RNA_DNA,S1923RD1,U1923,NA,UBC_Hunt,AV,NA
RNA_DNA,S1924RD1,U1924,NA,UBC_Hunt,AV,NA
RNA_DNA,S1925RD1,U1925,NA,UBC_Hunt,AV,NA
RNA_DNA,S1926RD1,U1926,NA,UBC_Hunt,AV,NA
RNA_DNA,S1927RD1,U1927,NA,UBC_Hunt,AV,NA
RNA_DNA,S1915RD1,U1915,NA,UBC_Hunt,AV,NA
RNA_DNA,S1916RD1,U1916,NA,UBC_Hunt,AV,NA
RNA_DNA,S1917RD1,U1917,NA,UBC_Hunt,AV,NA
RNA_DNA,S1918RD1,U1918,NA,UBC_Hunt,AV,NA
RNA_DNA,S1919RD1,U1919,NA,UBC_Hunt,AV,NA
RNA_DNA,S1920RD1,U1920,NA,UBC_Hunt,AV,NA
RNA_DNA,S1951RD1,U1951,NA,UBC_Hunt,AV,NA
RNA_DNA,S1952RD1,U1952,NA,UBC_Hunt,AV,NA
RNA_DNA,S1947RD1,U1947,NA,UBC_Hunt,AV,NA
RNA_DNA,S1948RD1,U1948,NA,UBC_Hunt,AV,NA
RNA_DNA,S1949RD1,U1949,NA,UBC_Hunt,AV,NA
RNA_DNA,S1950RD1,U1950,NA,UBC_Hunt,AV,NA
RNA_DNA,S1961RD1,U1961,NA,UBC_Hunt,AV,NA
RNA_DNA,S1962RD1,U1962,NA,UBC_Hunt,AV,NA
RNA_DNA,S1963RD1,U1963,NA,UBC_Hunt,AV,NA
RNA_DNA,S1964RD1,U1964,NA,UBC_Hunt,AV,NA
RNA_DNA,S1928RD1,U1928,NA,UBC_Hunt,AV,NA
RNA_DNA,S1929RD1,U1929,NA,UBC_Hunt,AV,NA
RNA_DNA,S1930RD1,U1930,NA,UBC_Hunt,AV,NA
RNA_DNA,S1991RD1,U1991,NA,UBC_Hunt,AV,NA
RNA_DNA,S1992RD1,U1992,NA,UBC_Hunt,AV,NA
RNA_DNA,S1993RD1,U1993,NA,UBC_Hunt,AV,NA
RNA_DNA,S1994RD1,U1994,NA,UBC_Hunt,AV,NA
RNA_DNA,S1995RD1,U1995,NA,UBC_Hunt,AV,NA
RNA_DNA,S1965RD1,U1965,NA,UBC_Hunt,AV,NA
RNA_DNA,S1966RD1,U1966,NA,UBC_Hunt,AV,NA
RNA_DNA,S1967RD1,U1967,NA,UBC_Hunt,AV,NA
RNA_DNA,S1968RD1,U1968,NA,UBC_Hunt,AV,NA
RNA_DNA,S1969RD1,U1969,NA,UBC_Hunt,AV,NA
RNA_DNA,S1970RD1,U1970,NA,UBC_Hunt,AV,NA
RNA_DNA,S1981RD1,U1981,NA,UBC_Hunt,AV,NA
RNA_DNA,S1982RD1,U1982,NA,UBC_Hunt,AV,NA
RNA_DNA,S1953RD1,U1953,NA,UBC_Hunt,AV,NA
RNA_DNA,S1954RD1,U1954,NA,UBC_Hunt,AV,NA
RNA_DNA,S1955RD1,U1955,NA,UBC_Hunt,AV,NA
RNA_DNA,S1956RD1,U1956,NA,UBC_Hunt,AV,NA
RNA_DNA,S1957RD1,U1957,NA,UBC_Hunt,AV,NA
RNA_DNA,S1958RD1,U1958,NA,UBC_Hunt,AV,NA
RNA_DNA,S1959RD1,U1959,NA,UBC_Hunt,AV,NA
RNA_DNA,S1960RD1,U1960,NA,UBC_Hunt,AV,NA
RNA_DNA,S1996RD1,U1996,NA,UBC_Hunt,AV,NA
RNA_DNA,S1997RD1,U1997,NA,UBC_Hunt,AV,NA
RNA_DNA,S1998RD1,U1998,NA,UBC_Hunt,AV,NA
RNA_DNA,S1999RD1,U1999,NA,UBC_Hunt,AV,NA
RNA_DNA,S2000RD1,U2000,NA,UBC_Hunt,AV,NA
RNA_DNA,S2001RD1,U2001,NA,UBC_Hunt,AV,NA
RNA_DNA,S2002RD1,U2002,NA,UBC_Hunt,AV,NA
RNA_DNA,S2003RD1,U2003,NA,UBC_Hunt,AV,NA
RNA_DNA,S2004RD1,U2004,NA,UBC_Hunt,AV,NA
RNA_DNA,S2005RD1,U2005,NA,UBC_Hunt,AV,NA
RNA_DNA,S2006RD1,U2006,NA,UBC_Hunt,AV,NA
RNA_DNA,S2007RD1,U2007,NA,UBC_Hunt,AV,NA
RNA_DNA,S2008RD1,U2008,NA,UBC_Hunt,AV,NA
RNA_DNA,S2009RD1,U2009,NA,UBC_Hunt,AV,NA
RNA_DNA,S2010RD1,U2010,NA,UBC_Hunt,AV,NA
RNA_DNA,S2011RD1,U2011,NA,UBC_Hunt,AV,NA
RNA_DNA,S2012RD1,U2012,NA,UBC_Hunt,AV,NA
RNA_DNA,S2013RD1,U2013,NA,UBC_Hunt,AV,NA
RNA_DNA,S2014RD1,U2014,NA,UBC_Hunt,AV,NA
RNA_DNA,S2015RD1,U2015,NA,UBC_Hunt,AV,NA
RNA_DNA,S2016RD1,U2016,NA,UBC_Hunt,AV,NA
RNA_DNA,S2033RD1,U2033,NA,UBC_Hunt,AV,NA
RNA_DNA,S2034RD1,U2034,NA,UBC_Hunt,AV,NA
RNA_DNA,S2035RD1,U2035,NA,UBC_Hunt,AV,NA
RNA_DNA,S2021RD1,U2021,NA,UBC_Hunt,AV,NA
RNA_DNA,S2022RD1,U2022,NA,UBC_Hunt,AV,NA
RNA_DNA,S2024RD1,U2024,NA,UBC_Hunt,AV,NA
RNA_DNA,S2025RD1,U2025,NA,UBC_Hunt,AV,NA
RNA_DNA,S2029RD1,U2029,NA,UBC_Hunt,AV,NA
RNA_DNA,S1983RD1,U1983,NA,UBC_Hunt,AV,NA
RNA_DNA,S1984RD1,U1984,NA,UBC_Hunt,AV,NA
RNA_DNA,S1985RD1,U1985,NA,UBC_Hunt,AV,NA
RNA_DNA,S1986RD1,U1986,NA,UBC_Hunt,AV,NA
RNA_DNA,S1987RD1,U1987,NA,UBC_Hunt,AV,NA
RNA_DNA,S1988RD1,U1988,NA,UBC_Hunt,AV,NA
RNA_DNA,S1989RD1,U1989,NA,UBC_Hunt,AV,NA
RNA_DNA,S1990RD1,U1990,NA,UBC_Hunt,AV,NA
RNA_DNA,S2036RD1,U2036,NA,UBC_Hunt,AV,NA
RNA_DNA,S2037RD1,U2037,NA,UBC_Hunt,AV,NA
RNA_DNA,S2038RD1,U2038,NA,UBC_Hunt,AV,NA
RNA_DNA,S2039RD1,U2039,NA,UBC_Hunt,AV,NA
RNA_DNA,S2040RD1,U2040,NA,UBC_Hunt,AV,NA
RNA_DNA,S2051RD1,U2051,NA,UBC_Hunt,AV,NA
RNA_DNA,S2052RD1,U2052,NA,UBC_Hunt,AV,NA
RNA_DNA,S2053RD1,U2053,NA,UBC_Hunt,AV,NA
RNA_DNA,S2071RD1,U2071,NA,UBC_Hunt,AV,NA
RNA_DNA,S2072RD1,U2072,NA,UBC_Hunt,AV,NA
RNA_DNA,S2073RD1,U2073,NA,UBC_Hunt,AV,NA
RNA_DNA,S2074RD1,U2074,NA,UBC_Hunt,AV,NA
RNA_DNA,S2075RD1,U2075,NA,UBC_Hunt,AV,NA
RNA_DNA,S2076RD1,U2076,NA,UBC_Hunt,AV,NA
RNA_DNA,S2077RD1,U2077,NA,UBC_Hunt,AV,NA
RNA_DNA,S2078RD1,U2078,NA,UBC_Hunt,AV,NA
RNA_DNA,S2079RD1,U2079,NA,UBC_Hunt,AV,NA
RNA_DNA,S2080RD1,U2080,NA,UBC_Hunt,AV,NA
RNA_DNA,S2081RD1,U2081,NA,UBC_Hunt,AV,NA
RNA_DNA,S2082RD1,U2082,NA,UBC_Hunt,AV,NA
RNA_DNA,S2083RD1,U2083,NA,UBC_Hunt,AV,NA
RNA_DNA,S2084RD1,U2084,NA,UBC_Hunt,AV,NA
RNA_DNA,S2085RD1,U2085,NA,UBC_Hunt,AV,NA
RNA_DNA,S2086RD1,U2086,NA,UBC_Hunt,AV,NA
RNA_DNA,S2054RD1,U2054,NA,UBC_Hunt,AV,NA
RNA_DNA,S2055RD1,U2055,NA,UBC_Hunt,AV,NA
RNA_DNA,S2056RD1,U2056,NA,UBC_Hunt,AV,NA
RNA_DNA,S2057RD1,U2057,NA,UBC_Hunt,AV,NA
RNA_DNA,S2058RD1,U2058,NA,UBC_Hunt,AV,NA
RNA_DNA,S2059RD1,U2059,NA,UBC_Hunt,AV,NA
RNA_DNA,S2060RD1,U2060,NA,UBC_Hunt,AV,NA
RNA_DNA,S2513RD1,U2513,NA,UBC_Hunt,AV,NA
RNA_DNA,S2514RD1,U2514,NA,UBC_Hunt,AV,NA
RNA_DNA,S2515RD1,U2515,NA,UBC_Hunt,AV,NA
RNA_DNA,S2516RD1,U2516,NA,UBC_Hunt,AV,NA
RNA_DNA,S2517RD1,U2517,NA,UBC_Hunt,AV,NA
RNA_DNA,S2518RD1,U2518,NA,UBC_Hunt,AV,NA
RNA_DNA,S2519RD1,U2519,NA,UBC_Hunt,AV,NA
RNA_DNA,S2520RD1,U2520,NA,UBC_Hunt,AV,NA
RNA_DNA,S2834RD1,U2834,NA,UBC_Hunt,AV,NA
RNA_DNA,S2835RD1,U2835,NA,UBC_Hunt,AV,NA
RNA_DNA,S2836RD1,U2836,NA,UBC_Hunt,AV,NA
RNA_DNA,S2837RD1,U2837,NA,UBC_Hunt,AV,NA
RNA_DNA,S2838RD1,U2838,NA,UBC_Hunt,AV,NA
RNA_DNA,S2839RD1,U2839,NA,UBC_Hunt,AV,NA
RNA_DNA,S2840RD1,U2840,NA,UBC_Hunt,AV,NA
RNA_DNA,S2841RD1,U2841,NA,UBC_Hunt,AV,NA
RNA_DNA,S2637RD1,U2637,NA,UBC_Hunt,AV,NA
RNA_DNA,S2638RD1,U2638,NA,UBC_Hunt,AV,NA
RNA_DNA,S2639RD1,U2639,NA,UBC_Hunt,AV,NA
RNA_DNA,S2640RD1,U2640,Fish fell on floor,UBC_Hunt,AV,NA
RNA_DNA,S2641RD1,U2641,NA,UBC_Hunt,AV,NA
RNA_DNA,S2642RD1,U2642,NA,UBC_Hunt,AV,NA
RNA_DNA,S2643RD1,U2643,NA,UBC_Hunt,AV,NA
RNA_DNA,S2644RD1,U2644,NA,UBC_Hunt,AV,NA
RNA_DNA,S2842RD1,U2842,NA,UBC_Hunt,AV,NA
RNA_DNA,S2843RD1,U2843,NA,UBC_Hunt,AV,NA
RNA_DNA,S2844RD1,U2844,NA,UBC_Hunt,AV,NA
RNA_DNA,S2845RD1,U2845,NA,UBC_Hunt,AV,NA
RNA_DNA,S2846RD1,U2846,NA,UBC_Hunt,AV,NA
RNA_DNA,S2847RD1,U2847,NA,UBC_Hunt,AV,NA
RNA_DNA,S2848RD1,U2848,NA,UBC_Hunt,AV,NA
RNA_DNA,S2849RD1,U2849,NA,UBC_Hunt,AV,NA
RNA_DNA,S2521RD1,U2521,NA,UBC_Hunt,AV,NA
RNA_DNA,S2522RD1,U2522,NA,UBC_Hunt,AV,NA
RNA_DNA,S2523RD1,U2523,NA,UBC_Hunt,AV,NA
RNA_DNA,S2524RD1,U2524,NA,UBC_Hunt,AV,NA
RNA_DNA,S2525RD1,U2525,NA,UBC_Hunt,AV,NA
RNA_DNA,S2526RD1,U2526,NA,UBC_Hunt,AV,NA
RNA_DNA,S2527RD1,U2527,NA,UBC_Hunt,AV,NA
RNA_DNA,S2528RD1,U2528,NA,UBC_Hunt,AV,NA
RNA_DNA,S2850RD1,U2850,NA,UBC_Hunt,AV,NA
RNA_DNA,S2851RD1,U2851,NA,UBC_Hunt,AV,NA
RNA_DNA,S2852RD1,U2852,NA,UBC_Hunt,AV,NA
RNA_DNA,S2853RD1,U2853,NA,UBC_Hunt,AV,NA
RNA_DNA,S2854RD1,U2854,NA,UBC_Hunt,AV,NA
RNA_DNA,S2855RD1,U2855,NA,UBC_Hunt,AV,NA
RNA_DNA,S2856RD1,U2856,NA,UBC_Hunt,AV,NA
RNA_DNA,S2857RD1,U2857,NA,UBC_Hunt,AV,NA
RNA_DNA,S2858RD1,U2858,NA,UBC_Hunt,AV,NA
RNA_DNA,S2859RD1,U2859,NA,UBC_Hunt,AV,NA
RNA_DNA,S2860RD1,U2860,NA,UBC_Hunt,AV,NA
RNA_DNA,S2861RD1,U2861,NA,UBC_Hunt,AV,NA
RNA_DNA,S2862RD1,U2862,NA,UBC_Hunt,AV,NA
RNA_DNA,S2863RD1,U2863,NA,UBC_Hunt,AV,NA
RNA_DNA,S2864RD1,U2864,NA,UBC_Hunt,AV,NA
RNA_DNA,S2865RD1,U2865,NA,UBC_Hunt,AV,NA
RNA_DNA,S2529RD1,U2529,NA,UBC_Hunt,AV,NA
RNA_DNA,S2530RD1,U2530,NA,UBC_Hunt,AV,NA
RNA_DNA,S2531RD1,U2531,NA,UBC_Hunt,AV,NA
RNA_DNA,S2532RD1,U2532,NA,UBC_Hunt,AV,NA
RNA_DNA,S2533RD1,U2533,NA,UBC_Hunt,AV,NA
RNA_DNA,S2882RD1,U2882,NA,UBC_Hunt,AV,NA
RNA_DNA,S2883RD1,U2883,NA,UBC_Hunt,AV,NA
RNA_DNA,S2884RD1,U2884,NA,UBC_Hunt,AV,NA
RNA_DNA,S2866RD1,U2866,NA,UBC_Hunt,AV,NA
RNA_DNA,S2867RD1,U2867,NA,UBC_Hunt,AV,NA
RNA_DNA,S2868RD1,U2868,NA,UBC_Hunt,AV,NA
RNA_DNA,S2869RD1,U2869,NA,UBC_Hunt,AV,NA
RNA_DNA,S2870RD1,U2870,NA,UBC_Hunt,AV,NA
RNA_DNA,S2871RD1,U2871,NA,UBC_Hunt,AV,NA
RNA_DNA,S2872RD1,U2872,NA,UBC_Hunt,AV,NA
RNA_DNA,S2873RD1,U2873,NA,UBC_Hunt,AV,NA
RNA_DNA,S2874RD1,U2874,NA,UBC_Hunt,AV,NA
RNA_DNA,S2875RD1,U2875,NA,UBC_Hunt,AV,NA
RNA_DNA,S2876RD1,U2876,NA,UBC_Hunt,AV,NA
RNA_DNA,S2877RD1,U2877,NA,UBC_Hunt,AV,NA
RNA_DNA,S2878RD1,U2878,NA,UBC_Hunt,AV,NA
RNA_DNA,S2879RD1,U2879,NA,UBC_Hunt,AV,NA
RNA_DNA,S2880RD1,U2880,NA,UBC_Hunt,AV,NA
RNA_DNA,S2881RD1,U2881,NA,UBC_Hunt,AV,NA
RNA_DNA,S2885RD1,U2885,NA,UBC_Hunt,AV,NA
RNA_DNA,S2886RD1,U2886,NA,UBC_Hunt,AV,NA
RNA_DNA,S2887RD1,U2887,NA,UBC_Hunt,AV,NA
RNA_DNA,S2888RD1,U2888,NA,UBC_Hunt,AV,NA
RNA_DNA,S2889RD1,U2889,NA,UBC_Hunt,AV,NA
RNA_DNA,S2890RD1,U2890,NA,UBC_Hunt,AV,NA
RNA_DNA,S2891RD1,U2891,NA,UBC_Hunt,AV,NA
RNA_DNA,S2892RD1,U2892,NA,UBC_Hunt,AV,NA
RNA_DNA,S2893RD1,U2893,NA,UBC_Hunt,AV,NA
RNA_DNA,S2894RD1,U2894,NA,UBC_Hunt,AV,NA
RNA_DNA,S2895RD1,U2895,NA,UBC_Hunt,AV,NA
RNA_DNA,S2896RD1,U2896,NA,UBC_Hunt,AV,NA
RNA_DNA,S2897RD1,U2897,NA,UBC_Hunt,AV,NA
RNA_DNA,S2898RD1,U2898,NA,UBC_Hunt,AV,NA
RNA_DNA,S2658RD1,U2658,NA,UBC_Hunt,AV,NA
RNA_DNA,S2659RD1,U2659,NA,UBC_Hunt,AV,NA
RNA_DNA,S2645RD1,U2645,NA,UBC_Hunt,AV,NA
RNA_DNA,S2646RD1,U2646,NA,UBC_Hunt,AV,NA
RNA_DNA,S2647RD1,U2647,NA,UBC_Hunt,AV,NA
RNA_DNA,S2648RD1,U2648,NA,UBC_Hunt,AV,NA
RNA_DNA,S2649RD1,U2649,NA,UBC_Hunt,AV,NA
RNA_DNA,S2650RD1,U2650,NA,UBC_Hunt,AV,NA
RNA_DNA,S2651RD1,U2651,NA,UBC_Hunt,AV,NA
RNA_DNA,S3046RD1,U3046,NA,UBC_Hunt,AV,NA
RNA_DNA,S3030RD1,U3030,NA,UBC_Hunt,AV,NA
RNA_DNA,S3031RD1,U3031,NA,UBC_Hunt,AV,NA
RNA_DNA,S3032RD1,U3032,NA,UBC_Hunt,AV,NA
RNA_DNA,S3033RD1,U3033,NA,UBC_Hunt,AV,NA
RNA_DNA,S3034RD1,U3034,NA,UBC_Hunt,AV,NA
RNA_DNA,S3035RD1,U3035,NA,UBC_Hunt,AV,NA
RNA_DNA,S3036RD1,U3036,NA,UBC_Hunt,AV,NA
RNA_DNA,S3037RD1,U3037,NA,UBC_Hunt,AV,NA
RNA_DNA,S3038RD1,U3038,NA,UBC_Hunt,AV,NA
RNA_DNA,S3039RD1,U3039,NA,UBC_Hunt,AV,NA
RNA_DNA,S3040RD1,U3040,NA,UBC_Hunt,AV,NA
RNA_DNA,S3041RD1,U3041,NA,UBC_Hunt,AV,NA
RNA_DNA,S3042RD1,U3042,NA,UBC_Hunt,AV,NA
RNA_DNA,S3043RD1,U3043,NA,UBC_Hunt,AV,NA
RNA_DNA,S3044RD1,U3044,NA,UBC_Hunt,AV,NA
RNA_DNA,S3045RD1,U3045,NA,UBC_Hunt,AV,NA
RNA_DNA,S3047RD1,U3047,NA,UBC_Hunt,AV,NA
RNA_DNA,S3048RD1,U3048,NA,UBC_Hunt,AV,NA
RNA_DNA,S3049RD1,U3049,NA,UBC_Hunt,AV,NA
