sample_type,sample_id,ufn,sample_comments,analyzing_lab,sample_quality_flag,sample_quality_log
RNA_DNA,S10407RD1,U10407,NA,NA,AV,NA
RNA_DNA,S10403RD1,U10403,NA,NA,AV,NA
RNA_DNA,S10405RD1,U10405,NA,NA,AV,NA
RNA_DNA,S10804RD1,U10804,Fish fell on bench,NA,AV,NA
RNA_DNA,S10970RD1,U10970,NA,NA,AV,NA
RNA_DNA,S10969RD1,U10969,NA,NA,AV,NA
RNA_DNA,S10966RD1,U10966,NA,NA,AV,NA
RNA_DNA,S10163RD1,U10163,NA,NA,AV,NA
RNA_DNA,S10170RD1,U10170,NA,NA,AV,NA
RNA_DNA,S10248RD1,U10248,NA,Hakai,AV,NA
RNA_DNA,S10246RD1,U10246,NA,Hakai,AV,NA
RNA_DNA,S10243RD1,U10243,NA,Hakai,AV,NA
RNA_DNA,S10802RD1,U10802,NA,NA,AV,NA
RNA_DNA,S12647RD1,U12647,NA,NA,AV,NA
RNA_DNA,S12649RD1,U12649,NA,NA,AV,NA
RNA_DNA,S12643RD1,U12643,NA,NA,AV,NA
RNA_DNA,S12642RD1,U12642,NA,NA,AV,NA
RNA_DNA,S12641RD1,U12641,NA,NA,AV,NA
RNA_DNA,S12650RD1,U12650,NA,NA,AV,NA
RNA_DNA,S12648RD1,U12648,NA,NA,AV,NA
RNA_DNA,S12968RD1,U12968,NA,NA,AV,NA
RNA_DNA,S12965RD1,U12965,NA,NA,AV,NA
RNA_DNA,S12962RD1,U12962,NA,NA,AV,NA
RNA_DNA,S12565RD1,U12565,NA,NA,AV,NA
RNA_DNA,S12570RD1,U12570,NA,NA,AV,NA
RNA_DNA,S12567RD1,U12567,NA,NA,AV,NA
RNA_DNA,S12563RD1,U12563,NA,NA,AV,NA
RNA_DNA,S12569RD1,U12569,NA,NA,AV,NA
RNA_DNA,S12645RD1,U12645,NA,NA,AV,NA
RNA_DNA,S12646RD1,U12646,NA,NA,AV,NA
RNA_DNA,S11128RD1,U11128,NA,Hakai,AV,NA
RNA_DNA,S11122RD1,U11122,NA,UBC_Hunt,AV,NA
RNA_DNA,S11121RD1,U11121,NA,UBC_Hunt,AV,NA
RNA_DNA,S11129RD1,U11129,NA,Hakai,AV,NA
RNA_DNA,S11123RD1,U11123,NA,Hakai,AV,NA
RNA_DNA,S11125RD1,U11125,NA,Hakai,AV,NA
RNA_DNA,S12566RD1,U12566,NA,NA,AV,NA
RNA_DNA,S10090RD1,U10090,NA,Hakai,AV,NA
RNA_DNA,S10087RD1,U10087,NA,Hakai,AV,NA
RNA_DNA,S10081RD1,U10081,NA,UBC_Hunt,AV,NA
RNA_DNA,S10088RD1,U10088,NA,Hakai,AV,NA
RNA_DNA,S10082RD1,U10082,NA,UBC_Hunt,AV,NA
RNA_DNA,S10563RD1,U10563,fish fell on bench top,UBC_Hunt,AV,NA
RNA_DNA,S10568RD1,U10568,NA,Hakai,AV,NA
RNA_DNA,S10242RD1,U10242,"Sample thawed to -20C overnight, probably no good,",Hakai,AV,NA
RNA_DNA,S12808RD1,U12808,NA,NA,AV,NA
RNA_DNA,S10244RD1,U10244,NA,Hakai,AV,NA
RNA_DNA,S10963RD1,U10963,NA,NA,AV,NA
RNA_DNA,S10481RD1,U10481,NA,NA,AV,NA
RNA_DNA,S10482RD1,U10482,NA,NA,AV,NA
RNA_DNA,S10483RD1,U10483,NA,NA,AV,NA
RNA_DNA,S10484RD1,U10484,NA,NA,AV,NA
RNA_DNA,S10561RD1,U10561,Left in coolbox in -20 freezer for 40 hrs; likely not useable,UBC_Hunt,AV,NA
RNA_DNA,S10567RD1,U10567,Left in coolbox in -20 freezer for 40 hrs; likely not useable,Hakai,AV,NA
RNA_DNA,S10570RD1,U10570,Left in coolbox in -20 freezer for 40 hrs; likely not useable,Hakai,AV,NA
RNA_DNA,S12803RD1,U12803,Left in coolbox in -20 freezer for 40 hrs; likely not useable,NA,AV,NA
RNA_DNA,S12805RD1,U12805,Left in coolbox in -20 freezer for 40 hrs; likely not useable,NA,AV,NA
RNA_DNA,S12807RD1,U12807,Left in coolbox in -20 freezer for 40 hrs; likely not useable,NA,AV,NA
RNA_DNA,S10562RD1,U10562,Left in coolbox in -20 freezer for 40 hrs; likely not useable,UBC_Hunt,AV,NA
RNA_DNA,S10564RD1,U10564,NA,UBC_Hunt,AV,NA
RNA_DNA,S10650RD1,U10650,NA,Hakai,AV,NA
RNA_DNA,S10642RD1,U10642,NA,Hakai,AV,NA
RNA_DNA,S10641RD1,U10641,NA,Hakai,AV,NA
RNA_DNA,S10648RD1,U10648,NA,Hakai,AV,NA
RNA_DNA,S12802RD1,U12802,NA,NA,AV,NA
RNA_DNA,S12806RD1,U12806,NA,NA,AV,NA
RNA_DNA,S12809RD1,U12809,NA,NA,AV,NA
RNA_DNA,S12810RD1,U12810,NA,NA,AV,NA
RNA_DNA,S10485RD1,U10485,NA,NA,AV,NA
RNA_DNA,S10490RD1,U10490,NA,NA,AV,NA
RNA_DNA,S10486RD1,U10486,NA,NA,AV,NA
RNA_DNA,S10487RD1,U10487,NA,NA,AV,NA
RNA_DNA,S10488RD1,U10488,NA,NA,AV,NA
RNA_DNA,S10489RD1,U10489,NA,NA,AV,NA
RNA_DNA,S12801RD1,U12801,NA,NA,AV,NA
RNA_DNA,S12804RD1,U12804,NA,NA,AV,NA
RNA_DNA,S10569RD1,U10569,Fish stored at -60C for 40 hrs; may be compromised,Hakai,AV,NA
RNA_DNA,S10565RD1,U10565,Fish stored at -60C for 40 hrs; may be compromised,UBC_Hunt,AV,NA
RNA_DNA,S10566RD1,U10566,Fish stored at -60C for 40 hrs; may be compromised,UBC_Hunt,AV,NA
RNA_DNA,S11043RD1,U11043,NA,NA,AV,NA
RNA_DNA,S11042RD1,U11042,NA,NA,AV,NA
RNA_DNA,S11046RD1,U11046,NA,NA,AV,NA
RNA_DNA,S11044RD1,U11044,NA,NA,AV,NA
RNA_DNA,S11047RD1,U11047,NA,NA,AV,NA
RNA_DNA,S12709RD1,U12709,NA,NA,AV,NA
RNA_DNA,S12708RD1,U12708,NA,NA,AV,NA
RNA_DNA,S12703RD1,U12703,NA,NA,AV,NA
RNA_DNA,S12701RD1,U12701,NA,NA,AV,NA
RNA_DNA,S12710RD1,U12710,NA,NA,AV,NA
RNA_DNA,S12702RD1,U12702,RNA muscle touched chamois,NA,AV,NA
RNA_DNA,S12705RD1,U12705,NA,NA,AV,NA
RNA_DNA,S12704RD1,U12704,NA,NA,AV,NA
RNA_DNA,S12706RD1,U12706,"samples left in -20 overnight with dry ice, but dry ice sublimated by AM",NA,AV,NA
RNA_DNA,S12707RD1,U12707,"samples left in -20 overnight with dry ice, but dry ice sublimated by AM",NA,AV,NA
RNA_DNA,S12789RD1,U12789,"samples left in -20 overnight with dry ice, but dry ice sublimated by AM",NA,AV,NA
RNA_DNA,S12787RD1,U12787,"samples left in -20 overnight with dry ice, but dry ice sublimated by AM",NA,AV,NA
RNA_DNA,S12788RD1,U12788,"samples left in -20 overnight with dry ice, but dry ice sublimated by AM",NA,AV,NA
RNA_DNA,S12790RD1,U12790,NA,NA,AV,NA
RNA_DNA,S12781RD1,U12781,NA,NA,AV,NA
RNA_DNA,S12784RD1,U12784,NA,NA,AV,NA
RNA_DNA,S13110RD1,U13110,NA,NA,AV,NA
RNA_DNA,S13105RD1,U13105,NA,NA,AV,NA
RNA_DNA,S13104RD1,U13104,NA,NA,AV,NA
RNA_DNA,S13106RD1,U13106,NA,NA,AV,NA
RNA_DNA,S13107RD1,U13107,NA,NA,AV,NA
RNA_DNA,S13109RD1,U13109,NA,NA,AV,NA
RNA_DNA,S13108RD1,U13108,NA,NA,AV,NA
RNA_DNA,S13102RD1,U13102,NA,NA,AV,NA
RNA_DNA,S13101RD1,U13101,NA,NA,AV,NA
RNA_DNA,S13103RD1,U13103,NA,NA,AV,NA
RNA_DNA,S10221RD1,U10221,NA,NA,AV,NA
RNA_DNA,S10461RD1,U10461,NA,NA,AV,NA
RNA_DNA,S10541RD1,U10541,NA,NA,AV,NA
RNA_DNA,S10542RD1,U10542,NA,NA,AV,NA
RNA_DNA,S10543RD1,U10543,NA,NA,AV,NA
RNA_DNA,S10861RD1,U10861,NA,NA,AV,NA
RNA_DNA,S10781RD1,U10781,Sample accidentally left in coolbox overnight in -20 freezer,NA,AV,NA
RNA_DNA,S10782RD1,U10782,Sample accidentally left in coolbox overnight in -20 freezer,NA,AV,NA
RNA_DNA,S10701RD1,U10701,Sample accidentally left in coolbox overnight in -20 freezer,NA,AV,NA
RNA_DNA,S10623RD1,U10623,NA,NA,AV,NA
RNA_DNA,S10621RD1,U10621,NA,NA,AV,NA
RNA_DNA,S10622RD1,U10622,NA,NA,AV,NA
RNA_DNA,S10301RD1,U10301,NA,NA,AV,NA
RNA_DNA,S12782RD1,U12782,NA,NA,AV,NA
RNA_DNA,S12785RD1,U12785,NA,NA,AV,NA
RNA_DNA,S12783RD1,U12783,NA,NA,AV,NA
RNA_DNA,S12786RD1,U12786,NA,NA,AV,NA
RNA_DNA,S12862RD1,U12862,NA,NA,AV,NA
RNA_DNA,S12861RD1,U12861,NA,NA,AV,NA
RNA_DNA,S13021RD1,U13021,NA,NA,AV,NA
RNA_DNA,S10942RD1,U10942,NA,NA,AV,NA
RNA_DNA,S10941RD1,U10941,NA,NA,AV,NA
RNA_DNA,S11022RD1,U11022,NA,NA,AV,NA
RNA_DNA,S11021RD1,U11021,NA,NA,AV,NA
RNA_DNA,S11023RD1,U11023,NA,NA,AV,NA
RNA_DNA,S13022RD1,U13022,NA,NA,AV,NA
RNA_DNA,S13023RD1,U13023,NA,NA,AV,NA
RNA_DNA,S13024RD1,U13024,NA,NA,AV,NA
RNA_DNA,S13025RD1,U13025,NA,NA,AV,NA
RNA_DNA,S13262RD1,U13262,NA,NA,AV,NA
RNA_DNA,S13261RD1,U13261,NA,NA,AV,NA
RNA_DNA,S12941RD1,U12941,NA,NA,AV,NA
RNA_DNA,S14039RD1,U14039,NA,NA,AV,NA
RNA_DNA,S14004RD1,U14004,NA,NA,AV,NA
RNA_DNA,S14041RD1,U14041,NA,NA,AV,NA
RNA_DNA,S14040RD1,U14040,NA,NA,AV,NA
RNA_DNA,S14001RD1,U14001,NA,NA,AV,NA
RNA_DNA,S14002RD1,U14002,NA,NA,AV,NA
RNA_DNA,S14003RD1,U14003,NA,NA,AV,NA
RNA_DNA,S10112RD1,U10112,NA,NA,AV,NA
RNA_DNA,S10111RD1,U10111,NA,NA,AV,NA
RNA_DNA,S10271RD1,U10271,NA,NA,AV,NA
RNA_DNA,S5073RD1,U5073,NA,NA,AV,NA
RNA_DNA,S5074RD1,U5074,NA,NA,AV,NA
RNA_DNA,S5075RD1,U5075,NA,NA,AV,NA
RNA_DNA,S12999RD1,U12999,NA,NA,AV,NA
RNA_DNA,S12998RD1,U12998,NA,NA,AV,NA
RNA_DNA,S13000RD1,U13000,NA,NA,AV,NA
RNA_DNA,S12991RD1,U12991,NA,NA,AV,NA
RNA_DNA,S12997RD1,U12997,NA,NA,AV,NA
RNA_DNA,S12992RD1,U12992,NA,NA,AV,NA
RNA_DNA,S12996RD1,U12996,NA,NA,AV,NA
RNA_DNA,S12993RD1,U12993,NA,NA,AV,NA
RNA_DNA,S12995RD1,U12995,NA,NA,AV,NA
RNA_DNA,S12994RD1,U12994,NA,NA,AV,NA
RNA_DNA,S10514RD1,U10514,NA,NA,AV,NA
RNA_DNA,S10517RD1,U10517,NA,NA,AV,NA
RNA_DNA,S10511RD1,U10511,NA,NA,AV,NA
RNA_DNA,S10518RD1,U10518,NA,NA,AV,NA
RNA_DNA,S10515RD1,U10515,NA,NA,AV,NA
RNA_DNA,S10516RD1,U10516,NA,NA,AV,NA
RNA_DNA,S10512RD1,U10512,NA,NA,AV,NA
RNA_DNA,S10519RD1,U10519,NA,NA,AV,NA
RNA_DNA,S10513RD1,U10513,NA,NA,AV,NA
RNA_DNA,S10520RD1,U10520,NA,NA,AV,NA
RNA_DNA,S13240RD1,U13240,used unsterile shop cloth,NA,AV,NA
RNA_DNA,S13236RD1,U13236,NA,NA,AV,NA
RNA_DNA,S13235RD1,U13235,NA,NA,AV,NA
RNA_DNA,S13233RD1,U13233,NA,NA,AV,NA
RNA_DNA,S13237RD1,U13237,NA,NA,AV,NA
RNA_DNA,S13232RD1,U13232,NA,NA,AV,NA
RNA_DNA,S10352RD1,U10352,RNA/FA/XM samples left in -20 with dry ice overnight,NA,AV,NA
RNA_DNA,S10351RD1,U10351,RNA/FA/XM samples left in -20 with dry ice overnight,NA,AV,NA
RNA_DNA,S10353RD1,U10353,RNA/FA/XM samples left in -20 with dry ice overnight,NA,AV,NA
RNA_DNA,S10032RD1,U10032,NA,NA,AV,NA
RNA_DNA,S10034RD1,U10034,NA,NA,AV,NA
RNA_DNA,S10031RD1,U10031,NA,NA,AV,NA
RNA_DNA,S10033RD1,U10033,NA,NA,AV,NA
RNA_DNA,S13074RD1,U13074,NA,NA,AV,NA
RNA_DNA,S10593RD1,U10593,Muscle touched eppendorf tube in coolbox,NA,AV,NA
RNA_DNA,S10592RD1,U10592,NA,NA,AV,NA
RNA_DNA,S10591RD1,U10591,NA,NA,AV,NA
RNA_DNA,S10594RD1,U10594,NA,NA,AV,NA
RNA_DNA,S10595RD1,U10595,NA,NA,AV,NA
RNA_DNA,S10752RD1,U10752,NA,NA,AV,NA
RNA_DNA,S10751RD1,U10751,NA,NA,AV,NA
RNA_DNA,S11311RD1,U11311,NA,NA,AV,NA
RNA_DNA,S10911RD1,U10911,RNAsamples left in -20 with dry ice overnight,NA,AV,NA
RNA_DNA,S10915RD1,U10915,NA,NA,AV,NA
RNA_DNA,S10916RD1,U10916,NA,NA,AV,NA
RNA_DNA,S10913RD1,U10913,NA,NA,AV,NA
RNA_DNA,S10912RD1,U10912,NA,NA,AV,NA
RNA_DNA,S10918RD1,U10918,NA,NA,AV,NA
RNA_DNA,S10914RD1,U10914,NA,NA,AV,NA
RNA_DNA,S10917RD1,U10917,NA,NA,AV,NA
RNA_DNA,S12751RD1,U12751,NA,NA,AV,NA
RNA_DNA,S12911RD1,U12911,NA,NA,AV,NA
RNA_DNA,S12912RD1,U12912,NA,NA,AV,NA
RNA_DNA,S12913RD1,U12913,NA,NA,AV,NA
RNA_DNA,S13239RD1,U13239,NA,NA,AV,NA
RNA_DNA,S13238RD1,U13238,NA,NA,AV,NA
RNA_DNA,S13234RD1,U13234,NA,NA,AV,NA
RNA_DNA,S13231RD1,U13231,NA,NA,AV,NA
RNA_DNA,S13073RD1,U13073,NA,NA,AV,NA
RNA_DNA,S13072RD1,U13072,muscle touched tray,NA,AV,NA
RNA_DNA,S13071RD1,U13071,muscle touched chamois,NA,AV,NA
RNA_DNA,S13076RD1,U13076,NA,NA,AV,NA
RNA_DNA,S13075RD1,U13075,NA,NA,AV,NA
RNA_DNA,S10129RD1,U10129,NA,NA,AV,NA
RNA_DNA,S10125RD1,U10125,NA,NA,AV,NA
RNA_DNA,S10126RD1,U10126,NA,NA,AV,NA
RNA_DNA,S10127RD1,U10127,NA,NA,AV,NA
RNA_DNA,S10130RD1,U10130,NA,NA,AV,NA
RNA_DNA,S10121RD1,U10121,NA,NA,AV,NA
RNA_DNA,S10123RD1,U10123,NA,NA,AV,NA
RNA_DNA,S10128RD1,U10128,NA,NA,AV,NA
RNA_DNA,S11167RD1,U11167,NA,NA,AV,NA
RNA_DNA,S11168RD1,U11168,NA,NA,AV,NA
RNA_DNA,S11169RD1,U11169,NA,NA,AV,NA
RNA_DNA,S11163RD1,U11163,NA,NA,AV,NA
RNA_DNA,S11164RD1,U11164,NA,NA,AV,NA
RNA_DNA,S11161RD1,U11161,NA,NA,AV,NA
RNA_DNA,S11165RD1,U11165,NA,NA,AV,NA
RNA_DNA,S11322RD1,U11322,NA,NA,AV,NA
RNA_DNA,S10602RD1,U10602,NA,NA,AV,NA
RNA_DNA,S10603RD1,U10603,NA,NA,AV,NA
RNA_DNA,S10604RD1,U10604,NA,NA,AV,NA
RNA_DNA,S10605RD1,U10605,NA,NA,AV,NA
RNA_DNA,S10122RD1,U10122,NA,NA,AV,NA
RNA_DNA,S10124RD1,U10124,NA,NA,AV,NA
RNA_DNA,S11162RD1,U11162,fish fell on bench top,NA,AV,NA
RNA_DNA,S11170RD1,U11170,NA,NA,AV,NA
RNA_DNA,S11323RD1,U11323,NA,NA,AV,NA
RNA_DNA,S11321RD1,U11321,NA,NA,AV,NA
RNA_DNA,S10601RD1,U10601,NA,NA,AV,NA
RNA_DNA,S11166RD1,U11166,NA,NA,AV,NA
RNA_DNA,S12442RD1,U12442,NA,NA,AV,NA
RNA_DNA,S12441RD1,U12441,NA,NA,AV,NA
RNA_DNA,S12449RD1,U12449,NA,NA,AV,NA
RNA_DNA,S12444RD1,U12444,NA,NA,AV,NA
RNA_DNA,S10606RD1,U10606,Fish fell on bench,NA,AV,NA
RNA_DNA,S10522RD1,U10522,"All samples contaminated with 57-5H. Thought I was taking out a new row, but didn't see previous samples collected until it was too late.",NA,AV,NA
RNA_DNA,S10521RD1,U10521,NA,NA,AV,NA
RNA_DNA,S10530RD1,U10530,NA,NA,AV,NA
RNA_DNA,S10524RD1,U10524,NA,NA,AV,NA
RNA_DNA,S10529RD1,U10529,NA,NA,AV,NA
RNA_DNA,S10528RD1,U10528,NA,NA,AV,NA
RNA_DNA,S10523RD1,U10523,NA,NA,AV,NA
RNA_DNA,S13008RD1,U13008,NA,NA,AV,NA
RNA_DNA,S13002RD1,U13002,NA,NA,AV,NA
RNA_DNA,S13010RD1,U13010,NA,NA,AV,NA
RNA_DNA,S13001RD1,U13001,NA,NA,AV,NA
RNA_DNA,S13005RD1,U13005,NA,NA,AV,NA
RNA_DNA,S13004RD1,U13004,NA,NA,AV,NA
RNA_DNA,S13006RD1,U13006,NA,NA,AV,NA
RNA_DNA,S13007RD1,U13007,NA,NA,AV,NA
RNA_DNA,S13003RD1,U13003,NA,NA,AV,NA
RNA_DNA,S13009RD1,U13009,fish fell on bench,NA,AV,NA
RNA_DNA,S10525RD1,U10525,NA,NA,AV,NA
RNA_DNA,S10527RD1,U10527,NA,NA,AV,NA
RNA_DNA,S10526RD1,U10526,NA,NA,AV,NA
RNA_DNA,S10610RD1,U10610,NA,NA,AV,NA
RNA_DNA,S10609RD1,U10609,NA,NA,AV,NA
RNA_DNA,S10608RD1,U10608,NA,NA,AV,NA
RNA_DNA,S10607RD1,U10607,NA,NA,AV,NA
RNA_DNA,S11081RD1,U11081,Muscle fell on coolrack,NA,AV,NA
RNA_DNA,S11085RD1,U11085,NA,NA,AV,NA
RNA_DNA,S11090RD1,U11090,NA,NA,AV,NA
RNA_DNA,S11086RD1,U11086,NA,NA,AV,NA
RNA_DNA,S11089RD1,U11089,NA,NA,AV,NA
RNA_DNA,S11084RD1,U11084,NA,NA,AV,NA
RNA_DNA,S11083RD1,U11083,NA,NA,AV,NA
RNA_DNA,S11082RD1,U11082,NA,NA,AV,NA
RNA_DNA,S11088RD1,U11088,NA,NA,AV,NA
RNA_DNA,S11087RD1,U11087,NA,NA,AV,NA
RNA_DNA,S12685RD1,U12685,NA,NA,AV,NA
RNA_DNA,S12682RD1,U12682,NA,NA,AV,NA
RNA_DNA,S12681RD1,U12681,NA,NA,AV,NA
RNA_DNA,S12690RD1,U12690,NA,NA,AV,NA
RNA_DNA,S12686RD1,U12686,NA,NA,AV,NA
RNA_DNA,S12687RD1,U12687,NA,NA,AV,NA
RNA_DNA,S12688RD1,U12688,NA,NA,AV,NA
RNA_DNA,S12689RD1,U12689,NA,NA,AV,NA
RNA_DNA,S12684RD1,U12684,NA,NA,AV,NA
RNA_DNA,S12683RD1,U12683,NA,NA,AV,NA
RNA_DNA,S12926RD1,U12926,NA,NA,AV,NA
RNA_DNA,S12922RD1,U12922,NA,NA,AV,NA
RNA_DNA,S12923RD1,U12923,NA,NA,AV,NA
RNA_DNA,S12447RD1,U12447,NA,NA,AV,NA
RNA_DNA,S12448RD1,U12448,NA,NA,AV,NA
RNA_DNA,S12450RD1,U12450,NA,NA,AV,NA
RNA_DNA,S12446RD1,U12446,NA,NA,AV,NA
RNA_DNA,S12445RD1,U12445,NA,NA,AV,NA
RNA_DNA,S12443RD1,U12443,NA,NA,AV,NA
RNA_DNA,S10684RD1,U10684,NA,NA,AV,NA
RNA_DNA,S10681RD1,U10681,NA,NA,AV,NA
RNA_DNA,S12925RD1,U12925,NA,NA,AV,NA
RNA_DNA,S12924RD1,U12924,NA,NA,AV,NA
RNA_DNA,S12927RD1,U12927,NA,NA,AV,NA
RNA_DNA,S12929RD1,U12929,fish fell on bench top,NA,AV,NA
RNA_DNA,S12930RD1,U12930,NA,NA,AV,NA
RNA_DNA,S12928RD1,U12928,NA,NA,AV,NA
RNA_DNA,S12921RD1,U12921,NA,NA,AV,NA
RNA_DNA,S10688RD1,U10688,NA,NA,AV,NA
RNA_DNA,S10083RD1,U10083,NA,Hakai,AV,NA
RNA_DNA,S10089RD1,U10089,NA,Hakai,AV,NA
RNA_DNA,S10086RD1,U10086,NA,Hakai,AV,NA
RNA_DNA,S10085RD1,U10085,NA,Hakai,AV,NA
RNA_DNA,S10084RD1,U10084,NA,Hakai,AV,NA
RNA_DNA,S12721RD1,U12721,NA,NA,AV,NA
RNA_DNA,S12728RD1,U12728,NA,NA,AV,NA
RNA_DNA,S12727RD1,U12727,NA,NA,AV,NA
RNA_DNA,S12725RD1,U12725,NA,NA,AV,NA
RNA_DNA,S12724RD1,U12724,NA,NA,AV,NA
RNA_DNA,S12722RD1,U12722,NA,NA,AV,NA
RNA_DNA,S12726RD1,U12726,NA,NA,AV,NA
RNA_DNA,S12730RD1,U12730,NA,NA,AV,NA
RNA_DNA,S12729RD1,U12729,NA,NA,AV,NA
RNA_DNA,S12723RD1,U12723,NA,NA,AV,NA
RNA_DNA,S10722RD1,U10722,NA,Hakai,AV,NA
RNA_DNA,S11050RD1,U11050,NA,NA,AV,NA
RNA_DNA,S11049RD1,U11049,NA,NA,AV,NA
RNA_DNA,S11048RD1,U11048,NA,NA,AV,NA
RNA_DNA,S11041RD1,U11041,NA,NA,AV,NA
RNA_DNA,S11045RD1,U11045,NA,NA,AV,NA
RNA_DNA,S10796RD1,U10796,NA,Hakai,AV,NA
RNA_DNA,S10795RD1,U10795,NA,Hakai,AV,NA
RNA_DNA,S10794RD1,U10794,NA,Hakai,AV,NA
RNA_DNA,S10730RD1,U10730,NA,Hakai,AV,NA
RNA_DNA,S10721RD1,U10721,NA,Hakai,AV,NA
RNA_DNA,S10727RD1,U10727,NA,Hakai,AV,NA
RNA_DNA,S12969RD1,U12969,NA,NA,AV,NA
RNA_DNA,S12961RD1,U12961,NA,NA,AV,NA
RNA_DNA,S12966RD1,U12966,NA,NA,AV,NA
RNA_DNA,S12964RD1,U12964,NA,NA,AV,NA
RNA_DNA,S12970RD1,U12970,NA,NA,AV,NA
RNA_DNA,S10165RD1,U10165,NA,NA,AV,NA
RNA_DNA,S10168RD1,U10168,NA,NA,AV,NA
RNA_DNA,S10169RD1,U10169,NA,NA,AV,NA
RNA_DNA,S10164RD1,U10164,NA,NA,AV,NA
RNA_DNA,S10161RD1,U10161,NA,NA,AV,NA
RNA_DNA,S10167RD1,U10167,NA,NA,AV,NA
RNA_DNA,S10162RD1,U10162,NA,NA,AV,NA
RNA_DNA,S10166RD1,U10166,NA,NA,AV,NA
RNA_DNA,S11130RD1,U11130,NA,Hakai,AV,NA
RNA_DNA,S11124RD1,U11124,NA,Hakai,AV,NA
RNA_DNA,S11126RD1,U11126,NA,Hakai,AV,NA
RNA_DNA,S11127RD1,U11127,NA,Hakai,AV,NA
RNA_DNA,S10882RD1,U10882,NA,NA,AV,NA
RNA_DNA,S10883RD1,U10883,NA,NA,AV,NA
RNA_DNA,S10649RD1,U10649,NA,Hakai,AV,NA
RNA_DNA,S10643RD1,U10643,NA,Hakai,AV,NA
RNA_DNA,S10792RD1,U10792,NA,Hakai,AV,NA
RNA_DNA,S10797RD1,U10797,NA,Hakai,AV,NA
RNA_DNA,S10791RD1,U10791,NA,Hakai,AV,NA
RNA_DNA,S10793RD1,U10793,Muscle from U10798 touched inside of kidney tube,Hakai,AV,NA
RNA_DNA,S10798RD1,U10798,NA,Hakai,AV,NA
RNA_DNA,S10810RD1,U10810,NA,NA,AV,NA
RNA_DNA,S10807RD1,U10807,NA,NA,AV,NA
RNA_DNA,S10809RD1,U10809,NA,NA,AV,NA
RNA_DNA,S10241RD1,U10241,NA,Hakai,AV,NA
RNA_DNA,S10247RD1,U10247,NA,Hakai,AV,NA
RNA_DNA,S10245RD1,U10245,NA,Hakai,AV,NA
RNA_DNA,S12561RD1,U12561,NA,NA,AV,NA
RNA_DNA,S12562RD1,U12562,NA,NA,AV,NA
RNA_DNA,S12564RD1,U12564,NA,NA,AV,NA
RNA_DNA,S12568RD1,U12568,NA,NA,AV,NA
RNA_DNA,S10967RD1,U10967,NA,NA,AV,NA
RNA_DNA,S12403RD1,U12403,NA,NA,AV,NA
RNA_DNA,S12409RD1,U12409,NA,NA,AV,NA
RNA_DNA,S12401RD1,U12401,NA,NA,AV,NA
RNA_DNA,S12402RD1,U12402,NA,NA,AV,NA
RNA_DNA,S12406RD1,U12406,NA,NA,AV,NA
RNA_DNA,S12404RD1,U12404,NA,NA,AV,NA
RNA_DNA,S12410RD1,U12410,NA,NA,AV,NA
RNA_DNA,S12408RD1,U12408,NA,NA,AV,NA
RNA_DNA,S10805RD1,U10805,Fish fell on bench.,NA,AV,NA
RNA_DNA,S10806RD1,U10806,NA,NA,AV,NA
RNA_DNA,S10803RD1,U10803,NA,NA,AV,NA
RNA_DNA,S10801RD1,U10801,NA,NA,AV,NA
RNA_DNA,S10808RD1,U10808,NA,NA,AV,NA
RNA_DNA,S10645RD1,U10645,NA,Hakai,AV,NA
RNA_DNA,S10644RD1,U10644,NA,Hakai,AV,NA
RNA_DNA,S10646RD1,U10646,NA,Hakai,AV,NA
RNA_DNA,S10968RD1,U10968,NA,NA,AV,NA
RNA_DNA,S10965RD1,U10965,NA,NA,AV,NA
RNA_DNA,S12644RD1,U12644,NA,NA,AV,NA
RNA_DNA,S10408RD1,U10408,NA,NA,AV,NA
RNA_DNA,S10402RD1,U10402,NA,NA,AV,NA
RNA_DNA,S10401RD1,U10401,NA,NA,AV,NA
RNA_DNA,S10647RD1,U10647,NA,Hakai,AV,NA
RNA_DNA,S12407RD1,U12407,NA,NA,AV,NA
RNA_DNA,S12405RD1,U12405,NA,NA,AV,NA
RNA_DNA,S13201RD1,U13201,NA,NA,AV,NA
RNA_DNA,S10881RD1,U10881,NA,NA,AV,NA
RNA_DNA,S12605RD1,U12605,NA,NA,AV,NA
RNA_DNA,S12608RD1,U12608,NA,NA,AV,NA
RNA_DNA,S12610RD1,U12610,NA,NA,AV,NA
RNA_DNA,S12609RD1,U12609,NA,NA,AV,NA
RNA_DNA,S12607RD1,U12607,NA,NA,AV,NA
RNA_DNA,S12606RD1,U12606,NA,NA,AV,NA
RNA_DNA,S12601RD1,U12601,NA,NA,AV,NA
RNA_DNA,S12603RD1,U12603,NA,NA,AV,NA
RNA_DNA,S12602RD1,U12602,NA,NA,AV,NA
RNA_DNA,S12604RD1,U12604,NA,NA,AV,NA
RNA_DNA,S10769RD1,U10769,NA,NA,AV,NA
RNA_DNA,S10768RD1,U10768,NA,NA,AV,NA
RNA_DNA,S10767RD1,U10767,NA,NA,AV,NA
RNA_DNA,S10762RD1,U10762,NA,NA,AV,NA
RNA_DNA,S10763RD1,U10763,NA,NA,AV,NA
RNA_DNA,S10770RD1,U10770,NA,NA,AV,NA
RNA_DNA,S10764RD1,U10764,NA,NA,AV,NA
