sample_id,stock_1,region_1,prob_1,stock_2,region_2,prob_2,stock_3,region_3,prob_3,stock_4,region_4,prob_4,stock_5,region_5,prob_5
DS00492,L_Shuswap,4,0.5804,Chilko,3,0.1576,L_Adams,4,0.1003,Thompson_N,2,0.0614,Stellako,3,0.0233
DS00493,L_Adams,4,0.605,L_Shuswap,4,0.1673,Chilko,3,0.0882,Horsefly,3,0.0449,Portage_Cr,4,0.0409
DS00494,L_Adams,4,0.9382,Portage_Cr,4,0.0367,Little,4,0.0115,Eagle_L,4,0.0051,L_Shuswap,4,0.0043
DS00495,Scotch,2,0.5857,L_Adams,4,0.4027,Chilko,3,0.0084,Little,4,0.0032,,,
DS00496,L_Adams,4,0.96,Little,4,0.0365,L_Shuswap,4,0.0022,Portage_Cr,4,0.0007,Scotch,2,0.0005
DS00497,Chilko,3,0.8108,Horsefly,3,0.1306,Quesnel_Horsef,3,0.0311,U_Horsefly,3,0.0144,L_Adams,4,0.007
DS00498,L_Adams,4,0.9294,Little,4,0.0652,L_Shuswap,4,0.0026,Eagle_L,4,0.0015,Portage_Cr,4,0.0008
DS00499,L_Adams,4,0.9923,L_Shuswap,4,0.0065,Portage_Cr,4,0.0012,,,,,,
DS00500,Chilko,3,0.9861,L_Adams,4,0.011,Horsefly,3,0.0014,Quesnel_Horsef,3,0.0009,Chilko-North,3,0.0005
DS00501,Horsefly,3,0.4816,Quesnel_Horsef,3,0.2964,L_Adams,4,0.142,U_Horsefly,3,0.0693,Wasko_Cr,3,0.0061
DS00502,L_Shuswap,4,0.9139,L_Adams,4,0.0677,Scotch,2,0.0058,Portage_Cr,4,0.003,Little,4,0.0029
DS00504,L_Adams,4,0.8077,Chilko,3,0.0843,Quesnel_Horsef,3,0.0442,Wasko_Cr,3,0.0257,Horsefly,3,0.0113
DS00505,Horsefly,3,0.565,Quesnel_Horsef,3,0.314,U_Horsefly,3,0.1126,L_Shuswap,4,0.0052,L_Adams,4,0.0016
DS00506,L_Shuswap,4,0.9904,L_Adams,4,0.0088,Little,4,0.0008,,,,,,
DS00507,Chilko,3,0.995,Stellako,3,0.0034,Chilko_south,2,0.001,L_Adams,4,0.0005,Gluskie,1,0.0001
DS00508,L_Shuswap,4,0.4979,L_Adams,4,0.2621,Scotch,2,0.2357,Seymour,2,0.0017,Little,4,0.0011
DS00509,L_Shuswap,4,0.6057,L_Adams,4,0.3574,Quesnel_Horsef,3,0.0109,Eagle_L,4,0.0087,Little,4,0.0047
DS00510,L_Shuswap,4,0.939,L_Adams,4,0.0572,Portage_Cr,4,0.0023,Eagle_L,4,0.001,MiddleShuswap,4,0.0003
DS00531,Scotch,2,0.9378,L_Adams,4,0.0617,Eagle,2,0.0003,Seymour,2,0.0001,Horsefly,3,0.0001
DS00532,L_Shuswap,4,0.9929,L_Adams,4,0.0071,,,,,,,,,
DS00533,L_Adams,4,0.7496,Chilko,3,0.1979,Stellako,3,0.0088,Quesnel_Horsef,3,0.0071,Chilko_south,2,0.0061
DS00534,L_Shuswap,4,0.9269,L_Adams,4,0.0434,Little,4,0.0127,Chilko,3,0.0102,MiddleShuswap,4,0.0046
DS00535,L_Adams,4,0.9406,L_Shuswap,4,0.0433,Chilko,3,0.0078,Seymour,2,0.0045,Little,4,0.0024
DS00536,L_Adams,4,0.9885,L_Shuswap,4,0.0084,Little,4,0.0029,Portage_Cr,4,0.0002,,,
DS00537,Chilko,3,0.972,Chilko_south,2,0.0136,Horsefly,3,0.0054,L_Adams,4,0.0054,L_Shuswap,4,0.0013
DS00538,Chilko,3,0.6815,L_Adams,4,0.2434,L_Shuswap,4,0.0408,Horsefly,3,0.0164,Quesnel_Horsef,3,0.0049
DS00539,L_Adams,4,0.9635,Scotch,2,0.0134,L_Shuswap,4,0.0125,Seymour,2,0.0063,Little,4,0.002
DS00540,L_Shuswap,4,0.6616,L_Adams,4,0.2394,Scotch,2,0.0937,Seymour,2,0.0025,Little,4,0.0017
DS00601,L_Shuswap,4,0.9968,L_Adams,4,0.0028,MiddleShuswap,4,0.0003,Little,4,0.0001,,,
DS00602,Scotch,2,0.9559,Seymour,2,0.0268,L_Adams,4,0.0159,Chilko,3,0.0007,L_Shuswap,4,0.0005
DS00603,Nahatlatch,2,1,,,,,,,,,,,,
DS00604,L_Adams,4,0.8622,Quesnel_Horsef,3,0.0702,U_Horsefly,3,0.0355,Horsefly,3,0.0207,Scotch,2,0.0056
DS00605,Scotch,2,0.8925,Seymour,2,0.0503,L_Adams,4,0.045,L_Shuswap,4,0.0112,Eagle_L,4,0.0006
DS00606,L_Adams,4,0.8321,L_Shuswap,4,0.1551,Eagle_L,4,0.0038,Scotch,2,0.003,Portage_Cr,4,0.0028
DS00607,L_Adams,4,0.6517,L_Shuswap,4,0.3209,Portage_Cr,4,0.0166,Chilko,3,0.0054,Little,4,0.0034
DS00608,L_Adams,4,0.9255,L_Shuswap,4,0.0687,Eagle_L,4,0.0045,Little,4,0.0013,,,
DS00609,L_Adams,4,0.7398,L_Shuswap,4,0.1596,Scotch,2,0.0558,Little,4,0.0236,Chilko,3,0.0073
DS00610,Chilko,3,0.9728,L_Adams,4,0.0172,Chilko_south,2,0.0075,Horsefly,3,0.0007,Chilko-North,3,0.0006
DS00611,Mitchell,3,0.8998,Wasko_Cr,3,0.042,Roaring,3,0.0248,Horsefly,3,0.0159,Quesnel_Horsef,3,0.0123
DS00612,L_Adams,4,0.7641,Horsefly,3,0.1327,U_Horsefly,3,0.0546,L_Shuswap,4,0.025,Quesnel_Horsef,3,0.0087
DS00613,Chilko,3,0.4469,Horsefly,3,0.3323,Quesnel_Horsef,3,0.1611,L_Adams,4,0.0334,U_Horsefly,3,0.014
DS00614,Scotch,2,0.9855,Seymour,2,0.0099,L_Shuswap,4,0.0023,L_Adams,4,0.0023,,,
DS00616,L_Adams,4,0.8245,L_Shuswap,4,0.0775,Little,4,0.036,Quesnel_Horsef,3,0.0252,Horsefly,3,0.0207
DS00617,Scotch,2,0.8213,L_Adams,4,0.1269,L_Shuswap,4,0.0358,Seymour,2,0.006,Portage_Cr,4,0.0042
DS00618,Stellako,3,0.3678,L_Adams,4,0.2699,Little,4,0.1279,Chilko,3,0.1017,Porter_Cr,1,0.0262
DS00619,L_Adams,4,0.8577,L_Shuswap,4,0.0472,Scotch,2,0.0442,Portage_Cr,4,0.0178,Little,4,0.0147
DS00620,L_Shuswap,4,0.9897,L_Adams,4,0.0052,Little,4,0.003,Scotch,2,0.0006,MiddleShuswap,4,0.0003
DS00621,L_Shuswap,4,1,,,,,,,,,,,,
DS00622,L_Adams,4,0.421,Horsefly,3,0.3967,Chilko,3,0.1043,Quesnel_Horsef,3,0.0265,U_Horsefly,3,0.0244
DS00623,Mitchell,3,0.7766,Chilko,3,0.0639,L_Adams,4,0.061,Quesnel_Horsef,3,0.0478,Scotch,2,0.0143
DS00624,Chilko,3,0.5251,L_Adams,4,0.3211,L_Shuswap,4,0.1033,Chilko_south,2,0.0255,Little,4,0.0083
DS00625,L_Shuswap,4,0.941,L_Adams,4,0.0562,Scotch,2,0.0017,MiddleShuswap,4,0.0007,Horsefly,3,0.0002
DS00626,L_Adams,4,0.9699,Little,4,0.0097,Scotch,2,0.0064,Horsefly,3,0.004,U_Horsefly,3,0.0032
DS00627,Scotch,2,0.7271,L_Shuswap,4,0.0739,L_Adams,4,0.0622,Quesnel_Horsef,3,0.0341,Seymour,2,0.0235
DS00628,L_Shuswap,4,0.998,Little,4,0.001,L_Adams,4,0.0008,MiddleShuswap,4,0.0002,,,
DS00629,L_Adams,4,0.7533,L_Shuswap,4,0.2392,Scotch,2,0.0052,Seymour,2,0.0014,MiddleShuswap,4,0.0004
DS00630,L_Shuswap,4,0.9984,L_Adams,4,0.0014,MiddleShuswap,4,0.0002,,,,,,
JS00461,L_Adams,4,0.9399,Little,4,0.0269,L_Shuswap,4,0.0191,Chilko,3,0.0062,Scotch,2,0.0055
JS00462,L_Adams,4,0.9595,Little,4,0.0215,Portage_Cr,4,0.0061,L_Shuswap,4,0.0051,Chilko_south,2,0.0045
JS00463,L_Shuswap,4,0.9157,L_Adams,4,0.081,Little,4,0.0023,Portage_Cr,4,0.0008,MiddleShuswap,4,0.0001
JS00464,L_Adams,4,0.6694,Chilko,3,0.1633,Scotch,2,0.123,Seymour,2,0.0228,L_Shuswap,4,0.0121
JS00465,Mitchell,3,0.9902,Wasko_Cr,3,0.0069,Quesnel_Mitche,3,0.0012,Roaring,3,0.0011,Quesnel_Horsef,3,0.0006
JS00466,L_Adams,4,0.8437,L_Shuswap,4,0.1114,Scotch,2,0.028,Portage_Cr,4,0.0087,Little,4,0.0059
JS00467,Quesnel_Horsef,3,0.6854,Horsefly,3,0.2271,U_Horsefly,3,0.0829,McKinley,3,0.003,M_Horsefly,3,0.0009
JS00468,Quesnel_Horsef,3,0.6821,Horsefly,3,0.1932,U_Horsefly,3,0.1086,Thompson_N,2,0.0101,L_Adams,4,0.0025
JS00469,L_Adams,4,0.3397,Quesnel_Horsef,3,0.212,L_Shuswap,4,0.1964,Scotch,2,0.1552,U_Horsefly,3,0.0333
JS00485,Chilko,3,0.387,L_Adams,4,0.2006,Horsefly,3,0.104,L_Shuswap,4,0.0984,Quesnel_Horsef,3,0.085
JS00488,Scotch,2,0.9729,Seymour,2,0.0271,,,,,,,,,
JS00491,Quesnel_Horsef,3,0.6601,Horsefly,3,0.1424,U_Horsefly,3,0.1023,L_Adams,4,0.0559,L_Shuswap,4,0.0311
JS00492,L_Shuswap,4,0.9956,L_Adams,4,0.0037,Little,4,0.0005,Portage_Cr,4,0.0002,,,
JS00493,L_Adams,4,0.8566,L_Shuswap,4,0.1256,Portage_Cr,4,0.0074,Chilko,3,0.0044,Nahatlatch,2,0.0031
JS00494,L_Adams,4,0.6,L_Shuswap,4,0.397,Little,4,0.0011,Scotch,2,0.0007,Eagle_L,4,0.0005
JS00495,Scotch,2,0.5038,L_Adams,4,0.4076,Seymour,2,0.0775,Little,4,0.0062,Eagle_L,4,0.0027
JS00496,Mitchell,3,0.9951,Quesnel_Mitche,3,0.0029,Wasko_Cr,3,0.0019,Roaring,3,0.0001,,,
JS00497,Quesnel_Horsef,3,0.4717,Chilko,3,0.3649,U_Horsefly,3,0.0678,L_Adams,4,0.0405,Chilko_south,2,0.0198
JS00498,Scotch,2,0.9238,Seymour,2,0.063,L_Shuswap,4,0.0105,L_Adams,4,0.0018,Eagle,2,0.0009
DS00641,L_Adams,4,0.9238,L_Shuswap,4,0.0583,Little,4,0.0123,Portage_Cr,4,0.0027,MiddleShuswap,4,0.001
DS00642,Chilko,3,0.633,L_Shuswap,4,0.2807,Horsefly,3,0.0351,Eagle_L,4,0.0229,Portage_Cr,4,0.0083
DS00643,L_Adams,4,0.5517,L_Shuswap,4,0.4333,Chilko,3,0.0056,Portage_Cr,4,0.0046,Little,4,0.0034
DS00644,L_Shuswap,4,0.9908,Scotch,2,0.0089,MiddleShuswap,4,0.0002,Seymour,2,0.0001,,,
DS00645,L_Shuswap,4,0.8161,Horsefly,3,0.0973,L_Adams,4,0.0484,Quesnel_Horsef,3,0.0253,U_Horsefly,3,0.0117
DS00646,L_Shuswap,4,0.9011,L_Adams,4,0.0819,Scotch,2,0.0153,Seymour,2,0.0009,Little,4,0.0005
DS00647,L_Shuswap,4,0.9953,Scotch,2,0.0021,L_Adams,4,0.002,Little,4,0.0002,MiddleShuswap,4,0.0002
DS00648,L_Adams,4,0.7796,L_Shuswap,4,0.1516,Portage_Cr,4,0.0271,Little,4,0.0257,Chilko,3,0.0045
DS00649,L_Shuswap,4,0.4497,L_Adams,4,0.3448,Scotch,2,0.1639,Portage_Cr,4,0.0141,Seymour,2,0.0127
DS00650,L_Adams,4,0.9531,L_Shuswap,4,0.0352,Portage_Cr,4,0.0079,Little,4,0.0021,Eagle_L,4,0.0015
DS00681,Mitchell,3,0.9975,Wasko_Cr,3,0.0019,Quesnel_Mitche,3,0.0004,Blue_Lead_Ck,3,0.0001,Roaring,3,0.0001
DS00682,L_Shuswap,4,0.999,L_Adams,4,0.001,,,,,,,,,
DS00683,L_Adams,4,0.7709,L_Shuswap,4,0.1976,Little,4,0.0156,Chilko_south,2,0.0044,Chilko,3,0.0039
DS00684,Chilko,3,0.5013,L_Adams,4,0.465,Chilko_south,2,0.0127,Scotch,2,0.0097,Horsefly,3,0.0039
DS00685,Horsefly,3,0.841,U_Horsefly,3,0.1176,Chilko,3,0.0244,Quesnel_Horsef,3,0.0039,Bivouac,1,0.0026
DS00686,L_Shuswap,4,0.8807,L_Adams,4,0.0909,Scotch,2,0.0097,Quesnel_Horsef,3,0.0065,Little,4,0.0044
DS00687,L_Shuswap,4,0.9994,L_Adams,4,0.0006,,,,,,,,,
DS00688,L_Shuswap,4,0.8752,L_Adams,4,0.1186,Eagle_L,4,0.0022,Portage_Cr,4,0.002,Chilko,3,0.001
DS00689,Chilko,3,0.9774,L_Adams,4,0.0123,L_Shuswap,4,0.0036,Mitchell,3,0.0025,Quesnel_Horsef,3,0.0021
DS00690,L_Shuswap,4,0.9754,L_Adams,4,0.024,Little,4,0.0005,MiddleShuswap,4,0.0001,,,
DS00701,Quesnel_Horsef,3,0.6293,Horsefly,3,0.2091,U_Horsefly,3,0.0899,Wasko_Cr,3,0.0441,Mitchell,3,0.0127
DS00702,Horsefly,3,0.8069,U_Horsefly,3,0.1035,Chilko,3,0.0457,Quesnel_Horsef,3,0.0165,L_Adams,4,0.0165
DS00703,Chilko,3,0.3574,L_Adams,4,0.2847,Kynock,1,0.0892,Stellako,3,0.0356,Pinchi_Cr,3,0.0302
DS00704,Mitchell,3,0.9927,Quesnel_Mitche,3,0.0072,Roaring,3,0.0001,,,,,,
DS00705,L_Adams,4,0.6695,Little,4,0.0816,Chilko,3,0.0688,Scotch,2,0.0669,Portage_Cr,4,0.0447
DS00706,L_Shuswap,4,0.6677,L_Adams,4,0.3143,Quesnel_Horsef,3,0.0084,Horsefly,3,0.0044,Dust,1,0.0012
DS00707,Chilko,3,0.4538,Quesnel_Horsef,3,0.2551,Horsefly,3,0.2027,U_Horsefly,3,0.0257,Chilko_south,2,0.0189
DS00708,L_Adams,4,0.5418,L_Shuswap,4,0.3321,Scotch,2,0.044,Portage_Cr,4,0.0306,Horsefly,3,0.0215
DS00709,Quesnel_Horsef,3,0.7228,Horsefly,3,0.1707,U_Horsefly,3,0.087,Chilko,3,0.0075,L_Shuswap,4,0.0053
DS00710,L_Shuswap,4,0.9995,Scotch,2,0.0003,MiddleShuswap,4,0.0001,L_Adams,4,0.0001,,,
JS00530,Mitchell,3,0.9975,Roaring,3,0.0014,Wasko_Cr,3,0.0006,Quesnel_Mitche,3,0.0004,Blue_Lead_Ck,3,0.0001
JS00531,L_Adams,4,0.682,Nahatlatch,2,0.1557,L_Shuswap,4,0.1366,Chilko,3,0.016,Chilko_south,2,0.0039
JS00532,L_Adams,4,0.9031,L_Shuswap,4,0.0866,Eagle_L,4,0.0065,Stellako,3,0.0019,Portage_Cr,4,0.0007
JS00533,Stellako,3,0.5024,L_Adams,4,0.3592,Pinchi_Cr,3,0.0493,L_Shuswap,4,0.0287,Thompson_N,2,0.0146
JS00534,Mitchell,3,0.9943,Wasko_Cr,3,0.0044,Roaring,3,0.0013,,,,,,
JS00536,Chilko,3,0.7696,L_Adams,4,0.1106,Chilko_south,2,0.0959,Horsefly,3,0.0107,Portage_Cr,4,0.0096
JS00537,Mitchell,3,0.9916,Quesnel_Mitche,3,0.0068,Roaring,3,0.0015,Blue_Lead_Ck,3,0.0001,,,
JS00538,L_Adams,4,0.9952,Eagle_L,4,0.0044,L_Shuswap,4,0.0004,,,,,,
JS00539,Mitchell,3,0.9505,Roaring,3,0.0205,Wasko_Cr,3,0.0119,Quesnel_Horsef,3,0.0091,L_Shuswap,4,0.0047
JS00540,L_Adams,4,0.6763,L_Shuswap,4,0.3161,Little,4,0.0052,Seymour,2,0.0012,MiddleShuswap,4,0.0007
JS00661,L_Adams,4,0.4241,L_Shuswap,4,0.2626,Horsefly,3,0.241,Quesnel_Horsef,3,0.0274,Portage_Cr,4,0.012
JS00662,Quesnel_Horsef,3,0.532,Horsefly,3,0.3268,U_Horsefly,3,0.1118,Chilko,3,0.0261,McKinley,3,0.0026
JS00663,Chilko,3,0.9873,Chilko-North,3,0.0042,L_Adams,4,0.0036,Chilko_south,2,0.0034,L_Shuswap,4,0.0014
JS00664,Mitchell,3,0.9968,Wasko_Cr,3,0.0018,Roaring,3,0.0008,Quesnel_Mitche,3,0.0006,,,
JS00665,L_Shuswap,4,0.5447,L_Adams,4,0.4206,Little,4,0.0126,Scotch,2,0.0065,Portage_Cr,4,0.0055
JS00666,Quesnel_Horsef,3,0.659,Horsefly,3,0.2349,U_Horsefly,3,0.0996,M_Horsefly,3,0.0031,L_Adams,4,0.0014
JS00667,Chilko,3,0.5706,L_Adams,4,0.3289,Chilko_south,2,0.0715,Portage_Cr,4,0.0154,L_Shuswap,4,0.0085
JS00668,Quesnel_Horsef,3,0.619,Horsefly,3,0.2592,U_Horsefly,3,0.09,Chilko,3,0.0232,M_Horsefly,3,0.0039
JS00669,L_Adams,4,0.8014,Scotch,2,0.1468,Seymour,2,0.0486,L_Shuswap,4,0.0021,Eagle_L,4,0.0007
JS00670,L_Adams,4,0.4255,Chilko,3,0.2756,L_Shuswap,4,0.2323,Little,4,0.0291,Quesnel_Horsef,3,0.0172
JS00671,L_Adams,4,0.9715,L_Shuswap,4,0.0147,Pinchi_Cr,3,0.0028,Portage_Cr,4,0.0026,Chilko,3,0.0024
JS00672,L_Adams,4,0.7896,L_Shuswap,4,0.1626,Horsefly,3,0.0217,Eagle_L,4,0.0111,Quesnel_Horsef,3,0.0073
JS00673,L_Shuswap,4,0.8476,L_Adams,4,0.1399,Little,4,0.011,Eagle_L,4,0.0006,Portage_Cr,4,0.0003
JS00674,Quesnel_Horsef,3,0.7184,Horsefly,3,0.1716,U_Horsefly,3,0.1007,Chilko,3,0.0034,McKinley,3,0.0022
JS00675,Quesnel_Horsef,3,0.4592,Horsefly,3,0.3516,U_Horsefly,3,0.1041,L_Adams,4,0.0506,Chilko,3,0.0211
JS00676,L_Shuswap,4,0.9989,MiddleShuswap,4,0.0006,L_Adams,4,0.0005,,,,,,
JS00677,L_Adams,4,0.7332,Thompson_N,2,0.097,Chilko,3,0.0806,L_Shuswap,4,0.0677,Quesnel_Horsef,3,0.0074
JS00678,Quesnel_Horsef,3,0.6294,Horsefly,3,0.2571,U_Horsefly,3,0.0988,L_Shuswap,4,0.0048,L_Adams,4,0.0047
JS00679,Horsefly,3,0.6335,Quesnel_Horsef,3,0.2557,U_Horsefly,3,0.1012,M_Horsefly,3,0.0054,McKinley,3,0.0036
JS00680,L_Shuswap,4,0.9958,L_Adams,4,0.0041,MiddleShuswap,4,0.0001,,,,,,
JS00681,L_Shuswap,4,0.7177,L_Adams,4,0.279,Little,4,0.0029,MiddleShuswap,4,0.0004,,,
JS00682,Chilko,3,0.8584,Horsefly,3,0.0386,Kynock,1,0.0354,Porter_Cr,1,0.013,Bivouac,1,0.0103
JS00683,Mitchell,3,0.4102,Quesnel_Horsef,3,0.3637,Scotch,2,0.1015,L_Shuswap,4,0.0364,Horsefly,3,0.0257
JS00684,Quesnel_Horsef,3,0.8029,Horsefly,3,0.1017,U_Horsefly,3,0.0893,L_Adams,4,0.0027,M_Horsefly,3,0.0015
JS00685,Chilko,3,0.9384,L_Adams,4,0.0256,Chilko_south,2,0.0092,Gluskie,1,0.0057,Kynock,1,0.0056
JS00686,Quesnel_Horsef,3,0.663,Horsefly,3,0.1331,L_Adams,4,0.1196,U_Horsefly,3,0.0639,L_Shuswap,4,0.0165
JS00687,L_Adams,4,0.6376,L_Shuswap,4,0.3534,Little,4,0.0088,Portage_Cr,4,0.0001,MiddleShuswap,4,0.0001
JS00688,Horsefly,3,0.5713,Quesnel_Horsef,3,0.3153,U_Horsefly,3,0.1027,M_Horsefly,3,0.0047,L_Adams,4,0.0047
JS00689,Chilko,3,0.999,L_Adams,4,0.0008,Horsefly,3,0.0002,,,,,,
JS00690,L_Adams,4,0.402,Horsefly,3,0.2237,Chilko,3,0.1539,Quesnel_Horsef,3,0.1277,U_Horsefly,3,0.0364
JS00691,Scotch,2,0.9858,Seymour,2,0.0133,L_Adams,4,0.0006,Eagle,2,0.0003,,,
JS00692,Chilko,3,0.9769,Chilko_south,2,0.0177,L_Shuswap,4,0.0051,L_Adams,4,0.0002,Roaring,3,0.0001
JS00693,L_Adams,4,0.9809,L_Shuswap,4,0.0125,Little,4,0.0045,Eagle_L,4,0.001,Blackwater,1,0.0006
JS00694,Horsefly,3,0.7827,L_Adams,4,0.1072,U_Horsefly,3,0.0948,Quesnel_Horsef,3,0.0127,M_Horsefly,3,0.001
JS00695,Scotch,2,0.4983,L_Shuswap,4,0.4805,L_Adams,4,0.017,Little,4,0.0031,Seymour,2,0.0011
JS00696,L_Adams,4,0.4896,Chilko,3,0.4537,L_Shuswap,4,0.0237,Horsefly,3,0.0159,Scotch,2,0.0099
JS00697,L_Shuswap,4,0.5375,L_Adams,4,0.4169,Scotch,2,0.017,Quesnel_Horsef,3,0.0101,Horsefly,3,0.0078
JS00698,L_Adams,4,0.9273,L_Shuswap,4,0.0596,Little,4,0.0075,Portage_Cr,4,0.0025,Eagle_L,4,0.002
JS00699,L_Adams,4,0.8452,L_Shuswap,4,0.0654,Chilko,3,0.0594,Horsefly,3,0.017,Little,4,0.0061
JS00700,Horsefly,3,0.4452,Quesnel_Horsef,3,0.4404,U_Horsefly,3,0.1109,McKinley,3,0.0028,M_Horsefly,3,0.0002
DS00721,L_Shuswap,4,0.9573,L_Adams,4,0.041,Little,4,0.001,Portage_Cr,4,0.0006,MiddleShuswap,4,0.0001
DS00722,L_Shuswap,4,0.8031,L_Adams,4,0.1899,Portage_Cr,4,0.0057,Scotch,2,0.0007,Little,4,0.0006
DS00723,Chilko,3,0.9888,L_Adams,4,0.0063,Chilko_south,2,0.0029,Horsefly,3,0.0014,U_Horsefly,3,0.0005
DS00724,L_Shuswap,4,0.9896,L_Adams,4,0.0091,MiddleShuswap,4,0.0011,Little,4,0.0001,Portage_Cr,4,0.0001
DS00725,Scotch,2,0.8829,L_Shuswap,4,0.0869,Seymour,2,0.012,L_Adams,4,0.0119,Little,4,0.0032
DS00726,L_Adams,4,0.6561,L_Shuswap,4,0.1758,Scotch,2,0.1409,Portage_Cr,4,0.0088,Little,4,0.0062
DS00727,Horsefly,3,0.4432,Quesnel_Horsef,3,0.2385,L_Adams,4,0.2368,U_Horsefly,3,0.0762,Little,4,0.0016
DS00728,Scotch,2,0.8066,L_Adams,4,0.1679,Little,4,0.0112,L_Shuswap,4,0.0087,Seymour,2,0.0029
DS00729,L_Adams,4,0.8191,L_Shuswap,4,0.1616,Scotch,2,0.0056,Eagle_L,4,0.0055,Portage_Cr,4,0.0051
DS00730,Chilko,3,0.9699,Chilko_south,2,0.0167,L_Shuswap,4,0.0076,L_Adams,4,0.0025,Quesnel_Horsef,3,0.0015
DS00751,L_Shuswap,4,0.8374,L_Adams,4,0.157,Little,4,0.0037,Horsefly,3,0.0019,,,
DS00752,Scotch,2,0.9604,Seymour,2,0.0375,Eagle,2,0.0011,L_Shuswap,4,0.001,,,
DS00753,L_Shuswap,4,0.3442,Quesnel_Horsef,3,0.3222,L_Adams,4,0.2091,Horsefly,3,0.0632,U_Horsefly,3,0.0423
DS00754,L_Shuswap,4,0.4697,L_Adams,4,0.4521,Quesnel_Horsef,3,0.0371,Little,4,0.0258,Portage_Cr,4,0.0039
DS00755,L_Adams,4,0.7734,Chilko,3,0.1074,Quesnel_Horsef,3,0.0234,Portage_Cr,4,0.02,Mitchell,3,0.0198
DS00756,L_Adams,4,0.8107,L_Shuswap,4,0.1192,Mitchell,3,0.0222,Portage_Cr,4,0.0175,Little,4,0.0163
DS00757,L_Shuswap,4,0.9946,L_Adams,4,0.0053,MiddleShuswap,4,0.0001,,,,,,
DS00758,L_Adams,4,0.8516,L_Shuswap,4,0.0855,Scotch,2,0.0419,Seymour,2,0.0094,Little,4,0.0072
DS00759,L_Adams,4,0.5299,L_Shuswap,4,0.3774,Portage_Cr,4,0.0415,Little,4,0.0288,Scotch,2,0.016
DS00760,L_Adams,4,0.9133,Chilko,3,0.023,Horsefly,3,0.0225,L_Shuswap,4,0.0162,Quesnel_Horsef,3,0.0088
JS00741,L_Shuswap,4,0.9994,L_Adams,4,0.0004,MiddleShuswap,4,0.0001,Little,4,0.0001,,,
JS00742,L_Shuswap,4,0.8704,L_Adams,4,0.0936,Horsefly,3,0.0215,Quesnel_Horsef,3,0.0052,Little,4,0.0031
JS00743,L_Adams,4,0.4291,Chilko,3,0.3254,L_Shuswap,4,0.0747,Horsefly,3,0.0353,Quesnel_Horsef,3,0.0255
JS00744,Chilko,3,0.9748,Chilko_south,2,0.0187,L_Adams,4,0.0064,Portage_Cr,4,0.0001,,,
JS00745,L_Adams,4,0.9666,L_Shuswap,4,0.0179,Little,4,0.0109,Eagle_L,4,0.0011,Scotch,2,0.001
JS00746,L_Shuswap,4,0.993,L_Adams,4,0.0027,MiddleShuswap,4,0.0019,Chilko,3,0.0016,Little,4,0.0008
JS00747,Chilko,3,0.5017,Horsefly,3,0.2444,L_Adams,4,0.1355,Quesnel_Horsef,3,0.081,U_Horsefly,3,0.0198
JS00748,Quesnel_Horsef,3,0.7304,Horsefly,3,0.1381,U_Horsefly,3,0.0808,Wasko_Cr,3,0.0425,Mitchell,3,0.002
JS00749,L_Adams,4,0.5082,L_Shuswap,4,0.2562,Quesnel_Horsef,3,0.0995,Chilko,3,0.0497,Horsefly,3,0.0402
JS00750,Chilko,3,0.9081,L_Adams,4,0.0545,Porter_Cr,1,0.014,Kynock,1,0.0051,Sinta,1,0.0027
JS00761,L_Shuswap,4,0.999,L_Adams,4,0.0007,MiddleShuswap,4,0.0002,Dust,1,0.0001,,,
JS00762,Scotch,2,0.8112,L_Adams,4,0.1119,L_Shuswap,4,0.0643,Seymour,2,0.0077,Eagle_L,4,0.004
JS00763,L_Adams,4,0.8604,Quesnel_Horsef,3,0.0666,Horsefly,3,0.0389,Little,4,0.0136,L_Shuswap,4,0.0097
JS00764,Quesnel_Horsef,3,0.768,Horsefly,3,0.112,U_Horsefly,3,0.101,Roaring,3,0.0122,L_Adams,4,0.0032
JS00765,L_Shuswap,4,0.8625,L_Adams,4,0.1364,Little,4,0.0006,MiddleShuswap,4,0.0003,U_Horsefly,3,0.0001
JS00766,Pitt,2,0.5148,L_Adams,4,0.4585,Chilko_south,2,0.0143,Chilko,3,0.0044,Canoe_Cr,15,0.0023
JS00767,Scotch,2,0.7906,Seymour,2,0.1646,L_Adams,4,0.0424,Eagle,2,0.0023,U_Adams,2,0.0001
JS00768,Scotch,2,0.5745,L_Adams,4,0.4214,Little,4,0.0032,Portage_Cr,4,0.0005,Chilko,3,0.0003
JS00770,Mitchell,3,0.989,Quesnel_Horsef,3,0.0039,Wasko_Cr,3,0.0029,Roaring,3,0.0028,Quesnel_Mitche,3,0.0012
JS00771,L_Adams,4,0.919,Little,4,0.0399,L_Shuswap,4,0.0271,Portage_Cr,4,0.0133,Quesnel_Horsef,3,0.0006
JS00781,L_Shuswap,4,0.4743,Scotch,2,0.3051,L_Adams,4,0.1929,Seymour,2,0.0155,Kynock,1,0.0033
JS00782,L_Adams,4,0.803,Scotch,2,0.1476,L_Shuswap,4,0.0439,Little,4,0.003,Eagle_L,4,0.001
JS00783,L_Shuswap,4,0.798,L_Adams,4,0.1838,Scotch,2,0.0108,Little,4,0.0051,Eagle_L,4,0.001
JS00784,L_Adams,4,0.9211,Little,4,0.0308,Scotch,2,0.0208,Chilko,3,0.0107,L_Shuswap,4,0.0071
