ufn,cm_lab,cpaf_lab,caf_lab,cgf_lab,ucal_lab,lpaf_lab,lpam_lab,lam_lab,laf_lab,lgf_lab,ulep_lab,lab_count_motiles,comments,quality_level,quality_log
U3441,0,0,0,1,0,0,0,0,1,0,0,2,NA,Raw,NA
U3447,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3442,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3443,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3444,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3445,0,0,0,0,0,0,1,0,0,0,0,1,NA,Raw,NA
U3446,0,0,0,1,0,0,0,0,0,0,0,1,NA,Raw,NA
U3751,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3859,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U3857,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3323,0,0,0,2,0,0,0,0,0,0,0,2,NA,Raw,NA
U3322,0,0,0,1,0,0,0,0,0,0,0,1,NA,Raw,NA
U3319,1,0,0,1,0,1,0,1,0,1,0,5,NA,Raw,NA
U2977,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3318,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3320,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2976,0,0,0,1,0,2,0,1,1,0,0,5,NA,Raw,NA
U3627,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3629,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3632,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3626,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3624,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3628,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3623,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3625,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3630,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3949,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3959,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3920,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3919,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3917,0,0,0,0,0,0,1,0,0,0,0,1,NA,Raw,NA
U3918,0,0,0,0,0,0,0,0,0,0,1,1,NA,Raw,NA
U3995,0,0,0,1,0,0,0,0,0,0,0,1,NA,Raw,NA
U2268,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U2270,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2501,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2269,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2503,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1945,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4206,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U4301,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4300,0,2,0,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U4285,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4298,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1982,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4287,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4286,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4288,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4290,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U4289,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4270,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4291,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4271,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4208,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U4272,1,0,0,0,1,0,0,0,0,0,0,2,NA,Raw,NA
U4205,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U1944,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U1962,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1947,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1961,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1948,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1946,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U1950,1,1,0,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U1949,0,1,1,1,1,0,0,0,0,0,0,4,NA,Raw,NA
U2464,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2468,0,0,1,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U2469,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2722,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2720,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2366,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2363,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2361,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2362,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2365,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2359,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2364,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2360,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2367,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2368,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1951,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U1929,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U1993,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4485,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4553,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4385,0,0,1,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U4586,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4384,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1992,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4483,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4487,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4488,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U1991,0,0,1,0,0,0,0,0,0,0,1,2,NA,Raw,NA
U4486,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U4609,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4587,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4611,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U4389,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4482,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4387,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1918,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4610,0,0,0,0,1,0,0,0,0,0,0,1,NA,Raw,NA
U4612,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1994,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1930,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1919,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1920,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2011,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1960,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1959,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2013,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2021,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2012,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4212,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2014,0,0,0,2,0,0,0,0,0,0,0,2,NA,Raw,NA
U4187,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4209,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2015,0,0,2,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U2016,2,0,0,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U4309,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2022,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4188,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4313,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4210,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4311,0,0,0,0,1,0,0,0,0,0,0,1,NA,Raw,NA
U4193,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4186,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U4185,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4195,0,1,0,0,1,0,0,0,0,0,0,2,NA,Raw,NA
U4310,1,1,0,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U4191,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4194,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4189,0,0,0,0,1,0,0,0,0,0,0,1,NA,Raw,NA
U4211,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2710,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2607,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2707,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2708,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2711,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2705,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2709,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2474,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2475,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U2476,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2482,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4521,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4522,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4548,3,0,0,0,0,0,0,0,0,0,0,3,NA,Raw,NA
U4545,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4520,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4547,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U4543,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1787,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U1780,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U1789,0,0,0,0,0,1,0,0,0,0,0,1,NA,Raw,NA
U1790,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1775,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1776,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U1777,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U1778,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1788,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1779,0,1,1,0,2,0,0,0,0,0,0,4,NA,Raw,NA
U3752,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3757,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3760,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3753,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3758,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3754,0,0,0,0,0,0,0,0,0,1,0,1,NA,Raw,NA
U3759,0,0,0,0,0,0,0,0,0,2,0,2,NA,Raw,NA
U3799,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3800,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3793,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U3795,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3794,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3792,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3842,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3610,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3606,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3605,0,0,0,1,0,0,0,0,0,0,0,1,NA,Raw,NA
U3607,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3611,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3612,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3609,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3608,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3317,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U2970,1,0,0,0,1,0,0,0,0,0,0,2,NA,Raw,NA
U3316,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2972,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3314,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2974,0,0,0,0,1,0,0,0,0,0,0,1,NA,Raw,NA
U3313,0,0,0,1,0,0,0,0,0,0,0,1,NA,Raw,NA
U2971,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2973,0,0,1,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U3682,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U3942,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U3977,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4008,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4009,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1763,0,2,0,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U1765,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1764,0,1,0,0,0,0,1,0,0,0,0,2,NA,Raw,NA
U1767,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1768,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1766,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1769,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1762,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1761,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1770,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4428,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4396,0,0,0,1,0,0,0,0,0,0,0,1,NA,Raw,NA
U4397,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4399,0,0,1,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U4425,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4442,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4283,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4236,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4284,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U4234,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4232,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4237,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U4235,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4233,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4348,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U4346,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4368,0,0,0,1,0,0,0,0,0,0,0,1,NA,Raw,NA
U4343,0,0,1,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U4349,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4347,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4213,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U4350,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4367,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4214,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2333,0,0,0,0,0,1,0,0,0,0,0,1,NA,Raw,NA
U2335,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2332,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2330,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U2331,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2336,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2334,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U2337,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U2338,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2329,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3811,0,0,0,1,0,0,0,0,0,0,0,1,NA,Raw,NA
U3813,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U3810,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3812,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3673,0,0,0,1,0,0,0,0,0,0,0,1,NA,Raw,NA
U3681,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U3678,0,0,1,1,0,0,0,0,0,0,0,2,NA,Raw,NA
U3674,0,0,0,1,1,1,0,0,0,0,0,3,NA,Raw,NA
U3680,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3675,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3677,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3676,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U4027,0,0,0,1,0,0,0,0,0,0,0,1,NA,Raw,NA
U4636,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U4657,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U4659,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4628,0,1,0,0,1,0,0,0,0,0,0,2,NA,Raw,NA
U4658,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4562,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U4563,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U4626,2,0,0,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U1683,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1680,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1685,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1682,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1687,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1686,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U1681,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U1684,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1679,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1861,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4501,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U4500,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4498,0,0,1,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U4503,0,0,1,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U4504,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4502,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4411,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4497,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U4496,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4494,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U4495,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2424,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2425,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2421,0,1,1,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U2422,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2420,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U2428,0,0,1,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U2423,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2427,0,0,1,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U2429,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2426,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4662,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4631,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4630,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4638,0,0,1,0,1,0,0,0,0,0,0,2,NA,Raw,NA
U4564,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4629,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1972,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1974,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1878,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1879,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1973,0,0,1,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U1932,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1912,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1880,1,1,0,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U1911,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1971,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U4489,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4490,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4465,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4438,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4492,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U4464,0,0,0,0,0,0,0,1,0,0,0,1,NA,Raw,NA
U4559,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1898,2,0,0,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U1901,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1893,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1892,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1899,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U1900,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U1897,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1896,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1894,0,1,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U1895,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1860,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1889,0,2,2,0,0,0,0,0,0,0,0,4,NA,Raw,NA
U1890,0,0,0,0,1,0,0,0,0,0,0,1,NA,Raw,NA
U1870,3,0,0,0,0,0,0,0,0,0,0,3,NA,Raw,NA
U1886,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U1888,0,0,1,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U1876,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1887,0,1,1,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U1877,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U1859,1,1,0,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U2376,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2369,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2370,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2372,2,1,0,0,0,0,0,0,0,0,0,3,NA,Raw,NA
U2371,1,0,1,1,0,0,1,0,0,0,0,4,NA,Raw,NA
U2373,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2377,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U2375,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3865,2,0,0,0,0,0,0,0,0,0,0,2,NA,Raw,NA
U3882,0,0,0,0,0,0,1,0,0,0,0,1,NA,Raw,NA
U3877,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3784,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3782,0,0,0,0,0,0,0,1,0,0,1,2,NA,Raw,NA
U3785,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3783,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3789,0,0,0,0,0,0,0,0,1,0,0,1,NA,Raw,NA
U3791,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3790,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3786,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3802,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U3803,0,0,0,0,0,0,0,1,0,0,0,1,NA,Raw,NA
U3821,0,0,0,0,0,0,0,0,0,1,0,1,NA,Raw,NA
U3805,0,0,0,0,0,1,0,0,0,0,0,1,NA,Raw,NA
U3804,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3801,0,0,0,0,0,0,0,1,0,0,0,1,NA,Raw,NA
U3807,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
U3689,1,0,0,0,0,0,0,0,0,0,0,1,NA,Raw,NA
U3690,0,0,0,1,0,0,0,0,0,0,0,1,NA,Raw,NA
U3692,0,0,0,0,0,0,0,0,0,0,0,0,NA,Raw,NA
