"Cast PK","Hakai ID","Filename","CTD model","CTD serial number","CTD firmware version","Cruise","Station","Drop number","Start time","Bottom time","Drop time (s)","Drop depth (m)","Target depth (m)","Latitude","Longitude","Operators","Comments","Cast Type","Sensors Submerged","Water Depth (m)","Soak Start","Soak End","Weather"
"15289","018066_2020-06-22T18:55:21.333Z","018066_20200622_1419","XRX-620","018066","6.81","DISOCKEYE","D09","6","2020-06-22 11:55:21.333","2020-06-22 11:55:53.333","32","42.87701140567953","35","undefined","undefined","julian.gan,krystal.bachen,tim.vanderstap","undefined","Dynamic","Full","null","Invalid date","Invalid date","{""tide"":null,""sky_cover"":""overcast"",""wind_speed"":null,""swell_height"":null,""weather_notes"":null}"
"15290","018066_2020-06-22T19:20:58.499Z","018066_20200622_1419","XRX-620","018066","6.81","DISOCKEYE","D09","8","2020-06-22 12:20:58.499","2020-06-22 12:21:27.833","29","42.490508390100814","35","undefined","undefined","julian.gan,krystal.bachen,tim.vanderstap","undefined","Dynamic","Full","null","Invalid date","Invalid date","{""tide"":null,""sky_cover"":""overcast"",""wind_speed"":null,""swell_height"":null,""weather_notes"":null}"
"15308","018066_2020-06-29T17:51:46.167Z","018066_20200629_1253","XRX-620","018066","6.81","DISOCKEYE","D09","4","2020-06-29 10:51:46.167","2020-06-29 10:52:00.333","14","19.363248036372052","15","undefined","undefined","julian.gan,krystal.bachen,tim.vanderstap","undefined","Dynamic","Full","null","Invalid date","Invalid date","{""tide"":null,""sky_cover"":null,""wind_speed"":null,""swell_height"":null,""weather_notes"":null}"
"15309","018066_2020-06-29T18:06:44.000Z","018066_20200629_1253","XRX-620","018066","6.81","DISOCKEYE","D09","6","2020-06-29 11:06:45.000","2020-06-29 11:07:16.000","31","43.06736504278287","35","undefined","undefined","julian.gan,krystal.bachen,tim.vanderstap","undefined","Dynamic","Full","null","Invalid date","Invalid date","{""tide"":null,""sky_cover"":null,""wind_speed"":null,""swell_height"":null,""weather_notes"":null}"
"15354","080217_2020-07-06T17:19:17.000Z","080217_20200706_1256","RBRmaestro","080217","1.430","DISOCKEYE","D09","4","2020-07-06 10:19:17.000","2020-07-06 10:19:57.167","40","50.59910749490219","55","undefined","undefined","julian.gan,krystal.bachen,tim.vanderstap","undefined","Dynamic","Full","null","Invalid date","Invalid date","{""tide"":null,""sky_cover"":null,""wind_speed"":null,""swell_height"":null,""weather_notes"":null}"
"15355","080217_2020-07-06T17:31:29.667Z","080217_20200706_1256","RBRmaestro","080217","1.430","DISOCKEYE","D09","6","2020-07-06 10:31:29.667","2020-07-06 10:31:53.500","24","33.28213177241978","35","undefined","undefined","julian.gan,krystal.bachen,tim.vanderstap","undefined","Dynamic","Full","null","Invalid date","Invalid date","{""tide"":null,""sky_cover"":null,""wind_speed"":null,""swell_height"":null,""weather_notes"":null}"
"9423","010856_2017-06-28T16:03:46.833Z","010856_20170628_1225","XR-620","010856","6.81","DISOCKEYE","D10","2","2017-06-28 09:03:46.833","2017-06-28 09:04:41.500","55","43.05361441795362","45","undefined","undefined","brett.johnson,carly.janusson,julian.gan,luke.rogers","undefined","null","null","null","Invalid date","Invalid date","null"
"9532","010856_2017-07-06T15:01:08.833Z","010856_20170706_1426","XR-620","010856","6.81","DISOCKEYE","D10","2","2017-07-06 08:01:08.833","2017-07-06 08:02:23.500","75","80.3247567981505","90","undefined","undefined","julian.gan,luke.rogers,Melissa Orobko","undefined","null","null","null","Invalid date","Invalid date","null"
"12140","065679_2018-05-11T15:24:05.000Z","065679_20180511_1402","RBRconcerto","065679","12.040","DISOCKEYE","D10","2","2018-05-11 08:29:51.000","2018-05-11 08:30:40.333","49","56.68643929502183","70","undefined","undefined","brett.johnson,julian.gan,katie.davidson,sara.tremblayb","undefined","null","null","null","Invalid date","Invalid date","null"
"12074","065679_2018-05-17T14:19:19.667Z","065679_20180517_1418","RBRconcerto","065679","12.040","DISOCKEYE","D10","2","2018-05-17 07:22:49.000","2018-05-17 07:23:29.000","40","32.45429266949098","35","undefined","undefined","brett.johnson,katie.davidson,sara.tremblayb","undefined","null","null","null","Invalid date","Invalid date","null"
"12137","065679_2018-05-24T15:20:38.333Z","065679_20180524_1511","RBRconcerto","065679","12.040","DISOCKEYE","D10","3","2018-05-24 08:22:50.167","2018-05-24 08:23:57.833","68","66.40841891558871","70","undefined","undefined","brett.johnson,Jessica Garzke,julian.gan,katie.davidson,sara.tremblayb","undefined","null","null","null","Invalid date","Invalid date","null"
"12202","065679_2018-05-30T17:54:40.166Z","065679_20180530_1531","RBRconcerto","065679","12.040","DISOCKEYE","D10","2","2018-05-30 10:54:40.166","2018-05-30 10:55:32.833","53","65.26634572787738","70","undefined","undefined","brett.johnson","undefined","null","null","null","Invalid date","Invalid date","null"
"12277","065679_2018-06-07T17:51:24.500Z","065679_20180607_1421","RBRconcerto","065679","12.040","DISOCKEYE","D10","2","2018-06-07 10:54:10.000","2018-06-07 10:55:06.166","56","89.85057827192618","95","undefined","undefined","Brian Hendriks,katie.davidson,lauren.portner,sara.tremblayb","undefined","null","null","null","Invalid date","Invalid date","null"
"12348","065679_2018-06-13T17:01:13.667Z","065679_20180613_1551","RBRconcerto","065679","12.040","DISOCKEYE","D10","2","2018-06-13 10:04:25.333","2018-06-13 10:05:30.333","65","77.16005072863776","85","undefined","undefined","brett.johnson,julian.gan,katie.davidson,sara.tremblayb","undefined","null","null","null","Invalid date","Invalid date","null"
"12502","065679_2018-06-20T20:42:21.333Z","065679_20180620_1554","RBRconcerto","065679","12.040","DISOCKEYE","D10","2","2018-06-20 13:45:10.000","2018-06-20 13:46:21.500","72","61.21061932194425","65","undefined","undefined","David castalago,julian.gan,katie.davidson,sara.tremblayb","undefined","null","null","null","Invalid date","Invalid date","null"
"12504","065679_2018-06-27T15:24:24.166Z","065679_20180627_1347","RBRconcerto","065679","12.040","DISOCKEYE","D10","2","2018-06-27 08:27:06.000","2018-06-27 08:28:22.833","77","84.62829432069384","90","undefined","undefined","brett.johnson,julian.gan,katie.davidson,sara.tremblayb","undefined","null","null","null","Invalid date","Invalid date","null"
"12538","065679_2018-07-05T16:06:09.000Z","065679_20180705_1156","RBRconcerto","065679","12.040","DISOCKEYE","D10","3","2018-07-05 09:12:30.166","2018-07-05 09:13:44.333","74","83.36285087451584","90","undefined","undefined","Brian Hendriks,julian.gan,katie.davidson,sara.tremblayb","undefined","null","null","null","Invalid date","Invalid date","null"
"13975","080217_2019-05-14T17:27:43.667Z","080217_20190514_1351","RBRmaestro","080217","1.430","DISOCKEYE","D10","2","2019-05-14 10:30:44.500","2019-05-14 10:32:10.500","86","94.81571451754319","100","undefined","undefined","brett.johnson,julian.gan,krystal.bachen,sarah.friesen","undefined","Dynamic","Full","null","Invalid date","Invalid date","{""tide"":null,""sky_cover"":""overcast"",""wind_speed"":null,""swell_height"":null,""weather_notes"":null}"
"13926","080217_2019-05-23T17:23:55.333Z","080217_20190523_1354","RBRmaestro","080217","1.430","DISOCKEYE","D10","1","2019-05-23 10:23:55.333","2019-05-23 10:24:17.500","22","28.830828541610064","30","undefined","undefined","brett.johnson","undefined","Dynamic","Full","null","Invalid date","Invalid date","{""tide"":null,""sky_cover"":""clear"",""wind_speed"":""10"",""swell_height"":""0"",""weather_notes"":null}"
"13949","080217_2019-05-27T16:16:29.000Z","080217_20190527_1431","RBRmaestro","080217","1.430","DISOCKEYE","D10","2","2019-05-27 09:16:29.000","2019-05-27 09:17:47.000","78","86.40311171431885","95","undefined","undefined","brett.johnson,Caroline Graham,julian.gan,tyrel.froese","undefined","Dynamic","Full","null","Invalid date","Invalid date","{""tide"":null,""sky_cover"":""clear"",""wind_speed"":""1"",""swell_height"":""0"",""weather_notes"":null}"
"13990","080217_2019-05-30T16:20:49.833Z","080217_20190530_1515","RBRmaestro","080217","1.430","DISOCKEYE","D10","2","2019-05-30 09:20:49.833","2019-05-30 09:22:18.333","89","29.54417836787848","30","undefined","undefined","brett.johnson","undefined","Dynamic","Full","null","Invalid date","Invalid date","{""tide"":null,""sky_cover"":null,""wind_speed"":null,""swell_height"":null,""weather_notes"":null}"
"13972","080217_2019-06-03T14:59:28.667Z","080217_20190603_1228","RBRmaestro","080217","1.430","DISOCKEYE","D10","3","2019-06-03 07:59:28.667","2019-06-03 08:01:01.834","93","85.03248936241552","90","undefined","undefined","brett.johnson,Jacob Lerner,sarah.friesen,tyrel.froese","undefined","Dynamic","Full","null","Invalid date","Invalid date","{""tide"":null,""sky_cover"":null,""wind_speed"":null,""swell_height"":null,""weather_notes"":null}"
"14004","080217_2019-06-06T18:09:52.833Z","080217_20190606_1343","RBRmaestro","080217","1.430","DISOCKEYE","D10","5","2019-06-06 11:01:00.167","2019-06-06 11:11:03.333","603","91.65013783833427","100","undefined","undefined","julian.gan,sam.james,sarah.friesen,tyrel.froese","undefined","Dynamic","Full","null","Invalid date","Invalid date","{""tide"":null,""sky_cover"":null,""wind_speed"":null,""swell_height"":null,""weather_notes"":null}"
"14061","080217_2019-06-12T16:55:13.500Z","080217_20190612_1239","RBRmaestro","080217","1.430","DISOCKEYE","D10","3","2019-06-12 09:55:13.500","2019-06-12 09:55:43.833","30","29.106947421127412","30","undefined","undefined","Jacob Lerner,krystal.bachen,sam.james,sarah.friesen","undefined","Dynamic","Full","null","Invalid date","Invalid date","{""tide"":null,""sky_cover"":null,""wind_speed"":null,""swell_height"":null,""weather_notes"":null}"
"14130","080217_2019-06-20T14:46:23.834Z","080217_20190620_1253","RBRmaestro","080217","1.430","DISOCKEYE","D10","2","2019-06-20 07:46:23.834","2019-06-20 07:47:43.167","79","70.23048300040874","75","undefined","undefined","brett.johnson,sam.james,tyrel.froese,Vanessa Fladmark","undefined","Dynamic","Full","null","Invalid date","Invalid date","{""tide"":null,""sky_cover"":""clear"",""wind_speed"":""16"",""swell_height"":""0"",""weather_notes"":null}"
"14142","018032_2019-06-26T14:39:00.500Z","018032_20190626_1308","XRX-620","018032","6.81","DISOCKEYE","D10","2","2019-06-26 07:39:00.500","2019-06-26 07:39:56.833","56","47.03725868387213","50","undefined","undefined","brett.johnson,jonathan.bergshoeff,tyrel.froese,Vanessa Fladmark","undefined","Dynamic","Full","null","Invalid date","Invalid date","{""tide"":null,""sky_cover"":""overcast"",""wind_speed"":""10"",""swell_height"":""0"",""weather_notes"":null}"
"15208","018066_2020-06-05T17:21:38.833Z","018066_20200605_1750","XRX-620","018066","6.81","DISOCKEYE","D10","1","2020-06-05 10:21:38.833","2020-06-05 10:22:36.833","58","72.0481882703502","60","undefined","undefined","julian.gan,krystal.bachen,tim.vanderstap","undefined","Dynamic","Full","null","Invalid date","Invalid date","{""tide"":null,""sky_cover"":""overcast"",""wind_speed"":""6"",""swell_height"":""0.5"",""weather_notes"":null}"
"15259","018066_2020-06-19T17:22:27.500Z","018066_20200619_1307","XRX-620","018066","6.81","DISOCKEYE","D10","5","2020-06-19 10:22:27.500","2020-06-19 10:23:15.000","48","66.12045710240469","55","undefined","undefined","julian.gan,nick.sinclair,tim.vanderstap","undefined","Dynamic","Full","null","Invalid date","Invalid date","{""tide"":null,""sky_cover"":null,""wind_speed"":null,""swell_height"":null,""weather_notes"":null}"
"15322","080217_2020-07-03T19:10:53.000Z","080217_20200703_1522","RBRmaestro","080217","1.430","DISOCKEYE","D10","4","2020-07-03 12:10:53.000","2020-07-03 12:11:26.500","34","41.98146007268949","45","undefined","undefined","julian.gan,krystal.bachen,tim.vanderstap","undefined","Dynamic","Full","null","Invalid date","Invalid date","{""tide"":null,""sky_cover"":null,""wind_speed"":null,""swell_height"":null,""weather_notes"":null}"
"11848","010856_2016-06-22T21:44:03.499Z","010856_20160622_1734","XR-620","010856","6.81","DISOCKEYE","D20","2","2016-06-22 14:44:03.499","2016-06-22 14:44:25.166","22","21.834532900120756","20","undefined","undefined","Brianna Knowles,Luke Rogers,Tim Spesivy","undefined","null","null","null","Invalid date","Invalid date","null"
"11846","010856_2016-06-22T16:10:13.499Z","010856_20160622_1734","XR-620","010856","6.81","DISOCKEYE","D21","2","2016-06-22 09:10:13.499","2016-06-22 09:10:34.166","21","21.43810419336307","20","undefined","undefined","Brianna Knowles,Luke Rogers,Tim Spesivy","undefined","null","null","null","Invalid date","Invalid date","null"
"11844","010856_2016-06-21T21:43:04.833Z","010856_20160621_1744","XR-620","010856","6.81","DISOCKEYE","D22","2","2016-06-21 14:43:19.333","2016-06-21 14:45:47.833","148","67.04120009790759","65","undefined","undefined","Brett Johnson,Brianna Knowles,Sam James","undefined","null","null","null","Invalid date","Invalid date","null"
"11863","010856_2016-07-06T21:20:10.167Z","010856_20160706_1633","XR-620","010856","6.81","DISOCKEYE","D22","2","2016-07-06 14:20:17.500","2016-07-06 14:21:32.667","75","63.72900526973631","65","undefined","undefined","Brett Johnson,Luke Rogers,Sam James","undefined","null","null","null","Invalid date","Invalid date","null"
"8952","010856_2017-05-15T16:36:59.667Z","010856_20170515_1254","XR-620","010856","6.81","DISOCKEYE","D22","3","2017-05-15 09:36:57.000","2017-05-15 09:37:50.500","54","47.840178106122245","50","undefined","undefined","carly.janusson,julian.gan,luke.rogers,Sam James","undefined","null","null","null","Invalid date","Invalid date","null"
"9056","010856_2017-05-23T15:39:39.833Z","010856_20170523_1435","XR-620","010856","6.81","DISOCKEYE","D22","2","2017-05-23 08:39:39.833","2017-05-23 08:41:19.333","100","89.09272086110708","90","undefined","undefined","carly.janusson,julian.gan,luke.rogers,sam.james","undefined","null","null","null","Invalid date","Invalid date","null"
"9158","010856_2017-05-29T15:25:02.500Z","010856_20170529_1456","XR-620","010856","6.81","DISOCKEYE","D22","2","2017-05-29 08:25:04.333","2017-05-29 08:25:45.166","41","41.77053990391243","40","undefined","undefined","carly.janusson,julian.gan,luke.rogers,sam.james","undefined","null","null","null","Invalid date","Invalid date","null"
"9169","010856_2017-05-31T14:23:47.000Z","010856_20170531_1438","XR-620","010856","6.81","DISOCKEYE","D22","2","2017-05-31 07:23:47.000","2017-05-31 07:24:27.500","41","39.43749537335286","40","undefined","undefined","brenna.collicutt,julian.gan,luke.rogers,sam.james","undefined","null","null","null","Invalid date","Invalid date","null"
"9198","010856_2017-06-05T17:07:47.000Z","010856_20170605_1615","XR-620","010856","6.81","DISOCKEYE","D22","2","2017-06-05 10:07:47.333","2017-06-05 10:08:33.667","46","51.98996270693562","55","undefined","undefined","brenna.collicutt,julian.gan,luke.rogers,sam.james","undefined","null","null","null","Invalid date","Invalid date","null"
"9309","010856_2017-06-13T14:36:40.333Z","010856_20170613_1542","XR-620","010856","6.81","DISOCKEYE","D22","2","2017-06-13 07:36:40.333","2017-06-13 07:37:48.000","68","70.42523942854935","75","undefined","undefined","brenna.collicutt,julian.gan,luke.rogers,sam.james","undefined","null","null","null","Invalid date","Invalid date","null"
"9387","010856_2017-06-19T17:26:58.500Z","010856_20170619_1603","XR-620","010856","6.81","DISOCKEYE","D22","2","2017-06-19 10:26:58.500","2017-06-19 10:27:57.333","59","63.62311474228665","75","undefined","undefined","carly.janusson,julian.gan,luke.rogers,Tianyi Chang","undefined","null","null","null","Invalid date","Invalid date","null"
"9409","010856_2017-06-27T14:24:38.667Z","010856_20170627_1000","XR-620","010856","6.81","DISOCKEYE","D22","2","2017-06-27 07:24:38.667","2017-06-27 07:26:17.500","99","69.90512262218998","75","undefined","undefined","brett.johnson,carly.janusson,julian.gan,luke.rogers","undefined","null","null","null","Invalid date","Invalid date","null"
"9480","010856_2017-07-04T13:47:19.667Z","010856_20170704_1505","XR-620","010856","6.81","DISOCKEYE","D22","2","2017-07-04 06:47:19.667","2017-07-04 06:48:10.833","51","60.13643610967594","65","undefined","undefined","brett.johnson,carly.janusson,julian.gan,sam.james","undefined","null","null","null","Invalid date","Invalid date","null"
"14787","065679_2018-05-10T15:13:24.167Z","065679_20180510_1318","RBRconcerto","065679","12.040","DISOCKEYE","D22","3","2018-05-10 08:03:40.500","2018-05-10 08:04:41.333","61","74.80961116483316","80","undefined","undefined","katie.davidson,krystal.bachen,sara.tremblayb","undefined","Dynamic","Full","null","Invalid date","Invalid date","{""tide"":null,""sky_cover"":""cloudy"",""wind_speed"":""1"",""swell_height"":""0"",""weather_notes"":null}"
"12076","065679_2018-05-15T14:06:15.167Z","065679_20180515_1455","RBRconcerto","065679","12.040","DISOCKEYE","D22","2","2018-05-15 07:08:57.833","2018-05-15 07:10:31.167","93","93.53463608663208","100","undefined","undefined","brett.johnson,katie.davidson,Sam James,sara.tremblayb","undefined","null","null","null","Invalid date","Invalid date","null"
"12120","065679_2018-05-23T14:39:46.000Z","065679_20180523_1539","RBRconcerto","065679","12.040","DISOCKEYE","D22","2","2018-05-23 07:42:40.000","2018-05-23 07:43:30.500","50","47.98861305020341","50","undefined","undefined","brett.johnson,julian.gan,katie.davidson,sara.tremblayb","undefined","null","null","null","Invalid date","Invalid date","null"
"12351","065679_2018-06-12T21:04:40.666Z","065679_20180612_1549","RBRconcerto","065679","12.040","DISOCKEYE","D22","3","2018-06-12 14:04:40.666","2018-06-12 14:06:06.166","85","93.81219930986775","100","undefined","undefined","chris.osullivan,julian.gan,katie.davidson,sara.tremblayb","undefined","null","null","null","Invalid date","Invalid date","null"
"12508","065679_2018-06-19T19:59:10.500Z","065679_20180620_0434","RBRconcerto","065679","12.040","DISOCKEYE","D22","2","2018-06-19 12:59:10.500","2018-06-19 13:00:23.666","73","86.23135276037667","85","undefined","undefined","David Costalago,julian.gan,katie.davidson,sara.tremblayb","undefined","null","null","null","Invalid date","Invalid date","null"
"13977","080217_2019-05-15T15:34:09.333Z","080217_20190515_0917","RBRmaestro","080217","1.430","DISOCKEYE","D22","3","2019-05-15 08:34:09.500","2019-05-15 08:35:27.166","78","71.33864560769715","75","undefined","undefined","emily.haughton,julian.gan,sam.james,tyrel.froese","undefined","Dynamic","Full","null","Invalid date","Invalid date","{""tide"":null,""sky_cover"":null,""wind_speed"":null,""swell_height"":null,""weather_notes"":null}"
"13941","080217_2019-05-26T17:44:14.667Z","080217_20190526_1415","RBRmaestro","080217","1.430","DISOCKEYE","D22","1","2019-05-26 10:44:14.667","2019-05-26 10:45:21.000","66","79.65198797704204","85","undefined","undefined","brett.johnson","undefined","Dynamic","Full","null","Invalid date","Invalid date","{""tide"":null,""sky_cover"":null,""wind_speed"":null,""swell_height"":null,""weather_notes"":null}"
"13979","080217_2019-06-04T17:34:23.166Z","080217_20190604_1240","RBRmaestro","080217","1.430","DISOCKEYE","D22","2","2019-06-04 10:34:23.166","2019-06-04 10:35:12.166","49","56.83274731824119","60","undefined","undefined","Jacob Lerner,julian.gan,krystal.bachen,sam.james","undefined","Dynamic","Full","null","Invalid date","Invalid date","{""tide"":null,""sky_cover"":null,""wind_speed"":null,""swell_height"":null,""weather_notes"":null}"
"14051","080217_2019-06-11T19:25:43.000Z","080217_20190611_1433","RBRmaestro","080217","1.430","DISOCKEYE","D22","4","2019-06-11 12:29:48.666","2019-06-11 12:30:16.666","28","24.092892629519667","25","undefined","undefined","Jacob Lerner,julian.gan,krystal.bachen,sam.james","undefined","Dynamic","Full","null","Invalid date","Invalid date","{""tide"":null,""sky_cover"":null,""wind_speed"":null,""swell_height"":null,""weather_notes"":null}"
"14358","080217_2019-07-09T17:03:43.500Z","080217_20190709_1118","RBRmaestro","080217","1.430","DISOCKEYE","D22","3","2019-07-09 10:03:43.500","2019-07-09 10:05:20.166","97","73.57208883004814","80","undefined","undefined","brett.johnson,julian.gan,sarah.friesen,tyrel.froese","undefined","Dynamic","Full","null","Invalid date","Invalid date","{""tide"":null,""sky_cover"":null,""wind_speed"":null,""swell_height"":null,""weather_notes"":null}"
"11853","010856_2016-06-23T19:13:18.833Z","010856_20160623_1526","XR-620","010856","6.81","DISOCKEYE","D24","2","2016-06-23 12:13:18.833","2016-06-23 12:13:31.833","13","11.621144313524821","12","undefined","undefined","Luke Rogers,Sam James,Tim Spesivy","undefined","null","null","null","Invalid date","Invalid date","null"
"11859","010856_2016-07-05T16:23:57.500Z","010856_20160705_1357","XR-620","010856","6.81","DISOCKEYE","D24","2","2016-07-05 09:24:05.666","2016-07-05 09:24:59.500","54","50.46859717983607","50","undefined","undefined","Luke Rogers,Sam James,Tim Spesivy","undefined","null","null","null","Invalid date","Invalid date","null"
"11854","010856_2016-06-24T15:28:11.666Z","010856_20160624_1632","XR-620","010856","6.81","DISOCKEYE","D25","1","2016-06-24 08:28:19.833","2016-06-24 08:29:10.333","50","47.73576673816215","40","undefined","undefined","Brianna Knowles,Luke Rogers,Natalie Mahara","undefined","null","null","null","Invalid date","Invalid date","null"
"11855","010856_2016-06-24T17:32:43.667Z","010856_20160624_1632","XR-620","010856","6.81","DISOCKEYE","D26","1","2016-06-24 10:32:45.833","2016-06-24 10:33:03.833","18","11.969147885514383","10","undefined","undefined","Brianna Knowles,Luke Rogers,Natalie Mahara","undefined","null","null","null","Invalid date","Invalid date","null"
"11845","010856_2016-06-21T23:11:08.167Z","010856_20160621_1744","XR-620","010856","6.81","DISOCKEYE","D27","4","2016-06-21 16:11:09.167","2016-06-21 16:11:49.000","40","32.19293988902691","30","undefined","undefined","Brett Johnson,Brianna Knowles,Sam James","undefined","null","null","null","Invalid date","Invalid date","null"
"11861","010856_2016-07-06T15:42:20.834Z","010856_20160706_1633","XR-620","010856","6.81","DISOCKEYE","D27","2","2016-07-06 08:42:21.000","2016-07-06 08:42:42.334","21","20.440564392433398","65","undefined","undefined","Brett Johnson,Luke Rogers,Sam James","undefined","null","null","null","Invalid date","Invalid date","null"
"9057","010856_2017-05-23T17:07:20.500Z","010856_20170523_1435","XR-620","010856","6.81","DISOCKEYE","D27","2","2017-05-23 10:07:20.667","2017-05-23 10:07:58.500","38","26.498667777950413","25","undefined","undefined","carly.janusson,julian.gan,luke.rogers,sam.james","undefined","null","null","null","Invalid date","Invalid date","null"
"9159","010856_2017-05-29T17:57:40.333Z","010856_20170529_1456","XR-620","010856","6.81","DISOCKEYE","D27","2","2017-05-29 10:57:40.333","2017-05-29 10:58:20.666","40","41.34289210698138","40","undefined","undefined","carly.janusson,julian.gan,luke.rogers,sam.james","undefined","null","null","null","Invalid date","Invalid date","null"
"9170","010856_2017-05-31T15:37:23.501Z","010856_20170531_1438","XR-620","010856","6.81","DISOCKEYE","D27","2","2017-05-31 08:37:23.501","2017-05-31 08:38:03.667","40","38.94273388657206","40","undefined","undefined","brenna.collicutt,julian.gan,luke.rogers,sam.james","undefined","null","null","null","Invalid date","Invalid date","null"
"9199","010856_2017-06-05T20:42:33.833Z","010856_20170605_1615","XR-620","010856","6.81","DISOCKEYE","D27","2","2017-06-05 13:42:34.000","2017-06-05 13:43:04.500","30","33.72927578541419","35","undefined","undefined","brenna.collicutt,julian.gan,luke.rogers,sam.james","undefined","null","null","null","Invalid date","Invalid date","null"
"9310","010856_2017-06-13T18:18:39.000Z","010856_20170613_1542","XR-620","010856","6.81","DISOCKEYE","D27","2","2017-06-13 11:18:40.667","2017-06-13 11:19:08.667","28","33.57552565873272","35","undefined","undefined","brenna.collicutt,julian.gan,luke.rogers,sam.james","undefined","null","null","null","Invalid date","Invalid date","null"
"9410","010856_2017-06-27T15:46:16.500Z","010856_20170627_1000","XR-620","010856","6.81","DISOCKEYE","D27","2","2017-06-27 08:46:16.500","2017-06-27 08:46:38.333","22","22.862238359331624","25","undefined","undefined","brett.johnson,carly.janusson,julian.gan,luke.rogers","undefined","null","null","null","Invalid date","Invalid date","null"
"9481","010856_2017-07-04T17:49:23.333Z","010856_20170704_1505","XR-620","010856","6.81","DISOCKEYE","D27","2","2017-07-04 10:49:31.834","2017-07-04 10:50:08.333","36","42.347652531549265","45","undefined","undefined","brett.johnson,carly.janusson,julian.gan,sam.james","undefined","null","null","null","Invalid date","Invalid date","null"
"14786","065679_2018-05-10T17:10:56.333Z","065679_20180510_1318","RBRconcerto","065679","12.040","DI_W,DISOCKEYE","D27","2","2018-05-10 10:15:28.667","2018-05-10 10:17:02.833","94","52.749319475680146","60","undefined","undefined","brett.johnson,katie.davidson,krystal.bachen,sara.tremblayb","undefined","Dynamic","Full","null","Invalid date","Invalid date","{""tide"":null,""sky_cover"":""overcast"",""wind_speed"":""10"",""swell_height"":""0"",""weather_notes"":null}"
"12077","065679_2018-05-15T15:36:54.000Z","065679_20180515_1455","RBRconcerto","065679","12.040","DISOCKEYE","D27","2","2018-05-15 08:36:54.000","2018-05-15 08:37:30.000","36","27.062497882148524","30","undefined","undefined","brett.johnson,katie.davidson,Sam James,sara.tremblayb","undefined","null","null","null","Invalid date","Invalid date","null"
"12121","065679_2018-05-23T19:51:53.667Z","065679_20180523_1539","RBRconcerto","065679","12.040","DISOCKEYE","D27","2","2018-05-23 12:54:47.500","2018-05-23 12:55:52.500","65","78.47598690611413","85","undefined","undefined","brett.johnson,julian.gan,katie.davidson,sara.tremblayb","undefined","null","null","null","Invalid date","Invalid date","null"
"12203","065679_2018-05-29T18:04:15.500Z","065679_20180530_0511","RBRconcerto","065679","12.040","DISOCKEYE","D27","2","2018-05-29 11:04:17.500","2018-05-29 11:07:43.166","206","69.6670042473061","75","undefined","undefined","julian.gan,katie.davidson,sara.tremblayb","undefined","null","null","null","Invalid date","Invalid date","null"
"12275","065679_2018-06-05T16:26:53.833Z","065679_20180605_1144","RBRconcerto","065679","12.040","DISOCKEYE","D27","2","2018-06-05 09:26:53.833","2018-06-05 09:27:14.333","21","33.615910676124045","35","undefined","undefined","julian.gan,katie.davidson,lauren.portner,sara.tremblayb","undefined","null","null","null","Invalid date","Invalid date","null"
"12349","065679_2018-06-12T17:02:57.000Z","065679_20180612_1549","RBRconcerto","065679","12.040","DISOCKEYE","D27","2","2018-06-12 10:02:57.167","2018-06-12 10:04:06.000","69","56.00922436718658","60","undefined","undefined","chris.osullivan,julian.gan,katie.davidson,sara.tremblayb","undefined","null","null","null","Invalid date","Invalid date","null"
"12507","065679_2018-06-19T15:48:19.833Z","065679_20180620_0434","RBRconcerto","065679","12.040","DISOCKEYE","D27","2","2018-06-19 08:48:19.833","2018-06-19 08:49:12.667","53","51.970881222651194","55","undefined","undefined","David Costalago,julian.gan,katie.davidson,sara.tremblayb","undefined","null","null","null","Invalid date","Invalid date","null"
"12510","065679_2018-06-26T18:25:16.500Z","065679_20180626_1238","RBRconcerto","065679","12.040","DISOCKEYE","D27","6","2018-06-26 11:25:17.166","2018-06-26 11:25:51.833","35","49.973500539659376","55","undefined","undefined","eva.jordison,julian.gan,katie.davidson,sara.tremblayb","undefined","null","null","null","Invalid date","Invalid date","null"
"12537","065679_2018-07-04T15:52:46.667Z","065679_20180704_1024","RBRconcerto","065679","12.040","DISOCKEYE","D27","3","2018-07-04 08:52:46.667","2018-07-04 08:53:31.500","45","50.40050067252704","70","undefined","undefined","julian.gan,katie.davidson,sara.tremblayb,tyrel.froese","undefined","null","null","null","Invalid date","Invalid date","null"
"13904","080217_2019-05-22T17:27:08.167Z","080217_20190522_1258","RBRmaestro","080217","1.430","DISOCKEYE","D27","3","2019-05-22 10:27:08.333","2019-05-22 10:27:31.000","23","19.728471768661834","20","undefined","undefined","julian.gan,lauren.portner,sam.james,tyrel.froese","undefined","Dynamic","Full","null","Invalid date","Invalid date","{""tide"":null,""sky_cover"":""clear"",""wind_speed"":""10"",""swell_height"":""1"",""weather_notes"":null}"
"13939","080217_2019-05-26T16:35:19.000Z","080217_20190526_1415","RBRmaestro","080217","1.430","DISOCKEYE","D27","4","2019-05-26 09:35:19.166","2019-05-26 09:36:00.500","41","28.717024246724417","30","undefined","undefined","brett.johnson","undefined","Dynamic","Full","null","Invalid date","Invalid date","{""tide"":null,""sky_cover"":null,""wind_speed"":null,""swell_height"":null,""weather_notes"":null}"
