x,y,region,species,year,daily_percent
136,1.2010134433347084,DI,Pink,2015 - 2020,0.1853424906144363
137,1.4196926598299753,DI,Pink,2015 - 2020,0.2186792164952669
138,1.6775126967284435,DI,Pink,2015 - 2020,0.2578200368984682
139,1.9812125725364238,DI,Pink,2015 - 2020,0.3036998758079803
140,2.33858706475196,DI,Pink,2015 - 2020,0.3573744922155364
141,2.758611125245303,DI,Pink,2015 - 2020,0.42002406049334295
142,3.2515623123279496,DI,Pink,2015 - 2020,0.4929511870826464
143,3.8291329220327732,DI,Pink,2015 - 2020,0.5775706097048237
144,4.504519975403762,DI,Pink,2015 - 2020,0.6753870533709891
145,5.292476885648653,DI,Pink,2015 - 2020,0.7879569102448905
146,6.209305573625708,DI,Pink,2015 - 2020,0.9168286879770555
147,7.272762313931914,DI,Pink,2015 - 2020,1.063456740306206
148,8.50184528795668,DI,Pink,2015 - 2020,1.2290829740247657
149,9.916427752311117,DI,Pink,2015 - 2020,1.414582464354437
150,11.536699514771072,DI,Pink,2015 - 2020,1.6202717624599554
151,13.382383245465737,DI,Pink,2015 - 2020,1.845683730694665
152,15.471703678755661,DI,Pink,2015 - 2020,2.089320433289924
153,17.820109614502105,DI,Pink,2015 - 2020,2.3484059357464435
154,20.438782574916317,DI,Pink,2015 - 2020,2.6186729604142123
155,23.333011636707255,DI,Pink,2015 - 2020,2.894229061790938
156,26.500567313719753,DI,Pink,2015 - 2020,3.1675556770124977
157,29.930259568489493,DI,Pink,2015 - 2020,3.4296922547697406
158,33.60090244146623,DI,Pink,2015 - 2020,3.670642872976739
159,37.48091412859653,DI,Pink,2015 - 2020,3.880011687130299
160,41.528742422627104,DI,Pink,2015 - 2020,4.047828294030573
161,45.69421561362055,DI,Pink,2015 - 2020,4.1654731909934455
162,49.92078687522736,DI,Pink,2015 - 2020,4.226571261606807
163,54.148490487529955,DI,Pink,2015 - 2020,4.227703612302598
164,58.31729667054841,DI,Pink,2015 - 2020,4.168806183018454
165,62.370473995714256,DI,Pink,2015 - 2020,4.053177325165848
166,66.25756683670906,DI,Pink,2015 - 2020,3.8870928409948036
167,69.9366705613557,DI,Pink,2015 - 2020,3.6791037246466374
168,73.37581733146955,DI,Pink,2015 - 2020,3.439146770113851
169,76.55343505878213,DI,Pink,2015 - 2020,3.1776177273125796
170,79.45797532860618,DI,Pink,2015 - 2020,2.9045402698240537
171,82.08689775971904,DI,Pink,2015 - 2020,2.628922431112855
172,84.44523906025175,DI,Pink,2015 - 2020,2.3583413005327145
173,86.54399016660875,DI,Pink,2015 - 2020,2.0987511063569997
174,88.39846830632978,DI,Pink,2015 - 2020,1.8544781397210244
175,90.0268189040288,DI,Pink,2015 - 2020,1.6283505976990256
176,91.44872874595353,DI,Pink,2015 - 2020,1.4219098419247302
177,92.68438576787896,DI,Pink,2015 - 2020,1.2356570219254337
178,93.75368642062465,DI,Pink,2015 - 2020,1.0693006527456816
179,94.67566928489676,DI,Pink,2015 - 2020,0.9219828642721097
180,95.46814173856987,DI,Pink,2015 - 2020,0.7924724536731134
181,96.14746240562327,DI,Pink,2015 - 2020,0.6793206670534033
182,96.72844318640473,DI,Pink,2015 - 2020,0.5809807807814593
183,97.22433866297712,DI,Pink,2015 - 2020,0.495895476572386
184,97.64689595512827,DI,Pink,2015 - 2020,0.42255729215115423
185,98.00644359547405,DI,Pink,2015 - 2020,0.3595476403457809
186,98.31200307043419,DI,Pink,2015 - 2020,0.305559474960134
187,98.5714110363332,DI,Pink,2015 - 2020,0.2594079658990154
188,98.7914437756783,DI,Pink,2015 - 2020,0.22003273934510048
189,98.9779382398441,DI,Pink,2015 - 2020,0.18649446416578996
136,17.196342839336396,DI,Sockeye,2015 - 2020,2.3816789983401936
137,19.87159366821679,DI,Sockeye,2015 - 2020,2.675250828880394
138,22.848195162630134,DI,Sockeye,2015 - 2020,2.9766014944133445
139,26.125294234843317,DI,Sockeye,2015 - 2020,3.2770990722131828
140,29.69153542073544,DI,Sockeye,2015 - 2020,3.5662411858921246
141,33.523677060793126,DI,Sockeye,2015 - 2020,3.832141640057685
142,37.58600989715056,DI,Sockeye,2015 - 2020,4.0623328363574345
143,41.8308455637986,DI,Sockeye,2015 - 2020,4.2448356666480365
144,46.200218017156736,DI,Sockeye,2015 - 2020,4.369372453358139
145,50.62875252313458,DI,Sockeye,2015 - 2020,4.428534505977844
146,55.0474425672604,DI,Sockeye,2015 - 2020,4.4186900441258175
147,59.3878909675871,DI,Sockeye,2015 - 2020,4.3404484003267
148,63.586472248838845,DI,Sockeye,2015 - 2020,4.198581281251748
149,67.58789039401674,DI,Sockeye,2015 - 2020,4.001418145177894
150,71.34773394041396,DI,Sockeye,2015 - 2020,3.759843546397221
151,74.83382906461213,DI,Sockeye,2015 - 2020,3.4860951241981724
152,78.0264034253318,DI,Sockeye,2015 - 2020,3.192574360719661
153,80.91724661065209,DI,Sockeye,2015 - 2020,2.8908431853202927
154,83.50815598380362,DI,Sockeye,2015 - 2020,2.5909093731515327
155,85.80898460936172,DI,Sockeye,2015 - 2020,2.300828625558097
156,87.8355761045191,DI,Sockeye,2015 - 2020,2.0265914951573905
157,89.60780442581176,DI,Sockeye,2015 - 2020,1.7722283212926584
158,91.14785886533525,DI,Sockeye,2015 - 2020,1.5400544395234874
159,92.4788434011774,DI,Sockeye,2015 - 2020,1.3309845358421484
160,93.62370435148836,DI,Sockeye,2015 - 2020,1.1448609503109566
161,94.60446348979347,DI,Sockeye,2015 - 2020,0.9807591383051175
162,95.44171348535939,DI,Sockeye,2015 - 2020,0.8372499955659123
163,96.15432483154004,DI,Sockeye,2015 - 2020,0.7126113461806511
164,96.75931409811376,DI,Sockeye,2015 - 2020,0.6049892665737246
165,97.2718287803756,DI,Sockeye,2015 - 2020,0.5125146822618376
166,97.70521155235465,DI,Sockeye,2015 - 2020,0.43338277197905484
167,98.07111462524684,DI,Sockeye,2015 - 2020,0.3659030728921806
168,98.37964217445175,DI,Sockeye,2015 - 2020,0.30852754920491066
169,98.6395049695943,DI,Sockeye,2015 - 2020,0.2598627951425527
170,98.8581762987679,DI,Sockeye,2015 - 2020,0.21867132917360266
171,99.04204208803102,DI,Sockeye,2015 - 2020,0.18386578926312325
172,99.19654093672922,DI,Sockeye,2015 - 2020,0.1544988486981964
173,99.32629180319,DI,Sockeye,2015 - 2020,0.12975086646078182
174,99.43520846205624,DI,Sockeye,2015 - 2020,0.10891665886623514
175,99.52660076967258,DI,Sockeye,2015 - 2020,0.09139230761634565
176,99.60326334522324,DI,Sockeye,2015 - 2020,0.0766625755506567
177,99.66755260297737,DI,Sockeye,2015 - 2020,0.06428925775412608
178,99.72145323110644,DI,Sockeye,2015 - 2020,0.05390062812907104
179,99.76663526125532,DI,Sockeye,2015 - 2020,0.04518203014887945
180,99.80450285082003,DI,Sockeye,2015 - 2020,0.037867589564712034
181,99.83623583517034,DI,Sockeye,2015 - 2020,0.03173298435031313
182,99.86282501938605,DI,Sockeye,2015 - 2020,0.026589184215708883
183,99.88510208150343,DI,Sockeye,2015 - 2020,0.02227706211738223
184,99.90376486020982,DI,Sockeye,2015 - 2020,0.018662778706385552
185,99.91939870456375,DI,Sockeye,2015 - 2020,0.01563384435392834
186,99.93249447461508,DI,Sockeye,2015 - 2020,0.01309577005133633
187,99.94346370123064,DI,Sockeye,2015 - 2020,0.010969226615557659
188,99.95265134150038,DI,Sockeye,2015 - 2020,0.009187640269743724
189,99.96034650270755,DI,Sockeye,2015 - 2020,0.007695161207166734
136,7.329784609556347,DI,Chum,2015 - 2020,0.44558265009105913
137,7.801791341784221,DI,Chum,2015 - 2020,0.47200673222787426
138,8.301470458890353,DI,Chum,2015 - 2020,0.49967911710613233
139,8.830087381918553,DI,Chum,2015 - 2020,0.5286169230281992
140,9.388918795391959,DI,Chum,2015 - 2020,0.5588314134734063
141,9.979245903411321,DI,Chum,2015 - 2020,0.5903271080193626
142,10.60234674801363,DI,Chum,2015 - 2020,0.623100844602309
143,11.259487549405971,DI,Chum,2015 - 2020,0.657140801392341
144,11.951913038592751,DI,Chum,2015 - 2020,0.69242548918678
145,12.680835766707721,DI,Chum,2015 - 2020,0.7289227281149699
146,13.447424392264717,DI,Chum,2015 - 2020,0.7665886255569951
147,14.25279096770696,DI,Chum,2015 - 2020,0.8053665754422443
148,15.097977270127513,DI,Chum,2015 - 2020,0.8451863024205526
149,15.98394024780166,DI,Chum,2015 - 2020,0.8859629776741471
150,16.911536684015832,DI,Chum,2015 - 2020,0.9275964362141718
151,17.881507212229643,DI,Chum,2015 - 2020,0.9699705282138105
152,18.89445985129937,DI,Chum,2015 - 2020,1.0129526390697272
153,19.950853265540488,DI,Chum,2015 - 2020,1.0563934142411178
154,21.050979990801594,DI,Chum,2015 - 2020,1.1001267252611058
155,22.19494990322299,DI,Chum,2015 - 2020,1.1439699124213973
156,23.382674240504908,DI,Chum,2015 - 2020,1.1877243372819173
157,24.613850514675242,DI,Chum,2015 - 2020,1.231176274170334
158,25.887948678752384,DI,Chum,2015 - 2020,1.2740981640771416
159,27.20419892551171,DI,Chum,2015 - 2020,1.3162502467593278
160,28.561581502975784,DI,Chum,2015 - 2020,1.3573825774640724
161,29.958818926591544,DI,Chum,2015 - 2020,1.3972374236157599
162,31.39437095091259,DI,Chum,2015 - 2020,1.4355520243210478
163,32.866432632945894,DI,Chum,2015 - 2020,1.4720616820333028
164,34.37293577462192,DI,Chum,2015 - 2020,1.5065031416760277
165,35.911553973201514,DI,Chum,2015 - 2020,1.5386181985795915
166,37.47971143663611,DI,Chum,2015 - 2020,1.568157463434595
167,39.0745956374979,DI,Chum,2015 - 2020,1.5948842008617916
168,40.6931737863919,DI,Chum,2015 - 2020,1.6185781488940023
169,42.33221300675423,DI,Chum,2015 - 2020,1.6390392203623279
170,43.98830399122364,DI,Chum,2015 - 2020,1.656090984469408
171,45.65788781937268,DI,Chum,2015 - 2020,1.6695838281490438
172,47.33728552174989,DI,Chum,2015 - 2020,1.6793977023772086
173,49.0227298901404,DI,Chum,2015 - 2020,1.685444368390506
174,50.71039896265072,DI,Chum,2015 - 2020,1.6876690725103245
175,52.396450558077554,DI,Chum,2015 - 2020,1.6860515954268323
176,54.07705719968144,DI,Chum,2015 - 2020,1.6806066416038874
177,55.74844075566348,DI,Chum,2015 - 2020,1.6713835559820396
178,57.40690613297602,DI,Chum,2015 - 2020,1.6584653773125382
179,59.04887339212162,DI,Chum,2015 - 2020,1.641967259145602
180,60.670907701762026,DI,Chum,2015 - 2020,1.622034309640405
181,62.26974662075756,DI,Chum,2015 - 2020,1.5988389189955328
182,63.84232427837968,DI,Chum,2015 - 2020,1.5725776576221193
183,65.38579211700302,DI,Chum,2015 - 2020,1.543467838623343
184,66.89753596139016,DI,Chum,2015 - 2020,1.5117438443871407
185,68.37518928046599,DI,Chum,2015 - 2020,1.4776533190758272
186,69.81664260716892,DI,Chum,2015 - 2020,1.441453326702927
187,71.2200491758831,DI,Chum,2015 - 2020,1.403406568714189
188,72.58382692200047,DI,Chum,2015 - 2020,1.3637777461173641
189,73.90665706191473,DI,Chum,2015 - 2020,1.3228301399142595
