ufn,survey_date,site_id,species,louse_species,n_lice,year,region
U2912,2015-05-16,D07,CU,motile_caligus,0,2015,DI
U2828,2015-05-16,D07,CU,motile_caligus,1,2015,DI
U2827,2015-05-16,D07,CU,motile_caligus,1,2015,DI
U2830,2015-05-16,D07,CU,motile_caligus,0,2015,DI
U2635,2015-05-16,D07,CU,motile_caligus,1,2015,DI
U1396,2015-05-16,D07,PI,motile_caligus,0,2015,DI
U312,2015-05-16,D07,SO,motile_caligus,0,2015,DI
U292,2015-05-16,D07,SO,motile_caligus,1,2015,DI
U302,2015-05-16,D07,SO,motile_caligus,0,2015,DI
U295,2015-05-16,D07,SO,motile_caligus,1,2015,DI
U294,2015-05-16,D07,SO,motile_caligus,0,2015,DI
U293,2015-05-16,D07,SO,motile_caligus,2,2015,DI
U301,2015-05-16,D07,SO,motile_caligus,0,2015,DI
U303,2015-05-16,D07,SO,motile_caligus,2,2015,DI
U311,2015-05-16,D07,SO,motile_caligus,0,2015,DI
U313,2015-05-16,D07,SO,motile_caligus,0,2015,DI
U4976,2015-05-19,D08,CU,motile_caligus,0,2015,DI
U4973,2015-05-19,D08,CU,motile_caligus,0,2015,DI
U4975,2015-05-19,D08,CU,motile_caligus,1,2015,DI
U4978,2015-05-19,D08,CU,motile_caligus,0,2015,DI
U4171,2015-05-19,D08,CU,motile_caligus,0,2015,DI
U4977,2015-05-19,D08,CU,motile_caligus,0,2015,DI
U4172,2015-05-19,D08,CU,motile_caligus,0,2015,DI
U4972,2015-05-19,D08,CU,motile_caligus,0,2015,DI
U4974,2015-05-19,D08,CU,motile_caligus,0,2015,DI
U230,2015-05-19,D08,SO,motile_caligus,1,2015,DI
U273,2015-05-19,D08,SO,motile_caligus,0,2015,DI
U286,2015-05-19,D08,SO,motile_caligus,0,2015,DI
U285,2015-05-19,D08,SO,motile_caligus,0,2015,DI
U272,2015-05-19,D08,SO,motile_caligus,0,2015,DI
U274,2015-05-19,D08,SO,motile_caligus,1,2015,DI
U281,2015-05-19,D08,SO,motile_caligus,0,2015,DI
U284,2015-05-19,D08,SO,motile_caligus,0,2015,DI
U4751,2015-05-19,D08,SO,motile_caligus,1,2015,DI
U4705,2015-05-19,D08,SO,motile_caligus,0,2015,DI
U4831,2015-05-19,D08,SO,motile_caligus,2,2015,DI
U4828,2015-05-19,D08,SO,motile_caligus,0,2015,DI
U4830,2015-05-19,D08,SO,motile_caligus,0,2015,DI
U4704,2015-05-19,D08,SO,motile_caligus,0,2015,DI
U4750,2015-05-19,D08,SO,motile_caligus,0,2015,DI
U4706,2015-05-19,D08,SO,motile_caligus,0,2015,DI
U4862,2015-05-19,D08,SO,motile_caligus,0,2015,DI
U4829,2015-05-19,D08,SO,motile_caligus,0,2015,DI
U3122,2015-05-20,D09,CU,motile_caligus,0,2015,DI
U3108,2015-05-20,D09,CU,motile_caligus,0,2015,DI
U3121,2015-05-20,D09,CU,motile_caligus,2,2015,DI
U3126,2015-05-20,D09,CU,motile_caligus,0,2015,DI
U3111,2015-05-20,D09,CU,motile_caligus,0,2015,DI
U4802,2015-05-20,D09,SO,motile_caligus,0,2015,DI
U4780,2015-05-20,D09,SO,motile_caligus,0,2015,DI
U350,2015-05-20,D09,SO,motile_caligus,0,2015,DI
U349,2015-05-20,D09,SO,motile_caligus,2,2015,DI
U348,2015-05-20,D09,SO,motile_caligus,1,2015,DI
U357,2015-05-20,D09,SO,motile_caligus,1,2015,DI
U355,2015-05-20,D09,SO,motile_caligus,2,2015,DI
U362,2015-05-20,D09,SO,motile_caligus,0,2015,DI
U356,2015-05-20,D09,SO,motile_caligus,0,2015,DI
U363,2015-05-20,D09,SO,motile_caligus,1,2015,DI
U347,2015-05-20,D09,SO,motile_caligus,1,2015,DI
U4776,2015-05-20,D09,SO,motile_caligus,0,2015,DI
U361,2015-05-20,D09,SO,motile_caligus,0,2015,DI
U4820,2015-05-20,D09,SO,motile_caligus,0,2015,DI
U4848,2015-05-20,D09,SO,motile_caligus,0,2015,DI
U4849,2015-05-20,D09,SO,motile_caligus,1,2015,DI
U4745,2015-05-20,D09,SO,motile_caligus,0,2015,DI
U4823,2015-05-20,D09,SO,motile_caligus,0,2015,DI
U4821,2015-05-20,D09,SO,motile_caligus,0,2015,DI
U4743,2015-05-20,D09,SO,motile_caligus,1,2015,DI
U4744,2015-05-20,D09,SO,motile_caligus,0,2015,DI
U4822,2015-05-20,D09,SO,motile_caligus,0,2015,DI
U4728,2015-05-20,D09,SO,motile_caligus,0,2015,DI
U4742,2015-05-20,D09,SO,motile_caligus,0,2015,DI
U4801,2015-05-20,D09,SO,motile_caligus,0,2015,DI
U4777,2015-05-20,D09,SO,motile_caligus,1,2015,DI
U4779,2015-05-20,D09,SO,motile_caligus,0,2015,DI
U4778,2015-05-20,D09,SO,motile_caligus,0,2015,DI
U4781,2015-05-20,D09,SO,motile_caligus,2,2015,DI
U4800,2015-05-20,D09,SO,motile_caligus,0,2015,DI
U2626,2015-05-21,D07,CU,motile_caligus,1,2015,DI
U4173,2015-05-21,D07,CU,motile_caligus,1,2015,DI
U2634,2015-05-21,D07,CU,motile_caligus,2,2015,DI
U2627,2015-05-21,D07,CU,motile_caligus,0,2015,DI
U4980,2015-05-21,D07,CU,motile_caligus,0,2015,DI
U2831,2015-05-21,D07,CU,motile_caligus,1,2015,DI
U4979,2015-05-21,D07,CU,motile_caligus,0,2015,DI
U3007,2015-05-21,D07,CU,motile_caligus,0,2015,DI
U1392,2015-05-21,D07,PI,motile_caligus,0,2015,DI
U1386,2015-05-21,D07,PI,motile_caligus,0,2015,DI
U1394,2015-05-21,D07,PI,motile_caligus,1,2015,DI
U2859,2015-05-21,D07,PI,motile_caligus,1,2015,DI
U1190,2015-05-21,D07,PI,motile_caligus,1,2015,DI
U1395,2015-05-21,D07,PI,motile_caligus,0,2015,DI
U2528,2015-05-21,D07,PI,motile_caligus,2,2015,DI
U128,2015-05-21,D07,SO,motile_caligus,0,2015,DI
U235,2015-05-21,D07,SO,motile_caligus,0,2015,DI
U233,2015-05-21,D07,SO,motile_caligus,2,2015,DI
U210,2015-05-21,D07,SO,motile_caligus,0,2015,DI
U218,2015-05-21,D07,SO,motile_caligus,2,2015,DI
U217,2015-05-21,D07,SO,motile_caligus,1,2015,DI
U241,2015-05-21,D07,SO,motile_caligus,0,2015,DI
U234,2015-05-21,D07,SO,motile_caligus,0,2015,DI
U216,2015-05-21,D07,SO,motile_caligus,2,2015,DI
U236,2015-05-21,D07,SO,motile_caligus,0,2015,DI
U4091,2015-05-23,D08,CU,motile_caligus,0,2015,DI
U4087,2015-05-23,D08,CU,motile_caligus,0,2015,DI
U4088,2015-05-23,D08,CU,motile_caligus,0,2015,DI
U4090,2015-05-23,D08,CU,motile_caligus,0,2015,DI
U4044,2015-05-23,D08,CU,motile_caligus,0,2015,DI
U4089,2015-05-23,D08,CU,motile_caligus,1,2015,DI
U4079,2015-05-23,D08,CU,motile_caligus,0,2015,DI
U4085,2015-05-23,D08,CU,motile_caligus,0,2015,DI
U4086,2015-05-23,D08,CU,motile_caligus,0,2015,DI
U4092,2015-05-23,D08,CU,motile_caligus,0,2015,DI
U380,2015-05-23,D08,SO,motile_caligus,0,2015,DI
U397,2015-05-23,D08,SO,motile_caligus,3,2015,DI
U398,2015-05-23,D08,SO,motile_caligus,0,2015,DI
U375,2015-05-23,D08,SO,motile_caligus,1,2015,DI
U379,2015-05-23,D08,SO,motile_caligus,0,2015,DI
U378,2015-05-23,D08,SO,motile_caligus,2,2015,DI
U390,2015-05-23,D08,SO,motile_caligus,0,2015,DI
U394,2015-05-23,D08,SO,motile_caligus,0,2015,DI
U377,2015-05-23,D08,SO,motile_caligus,0,2015,DI
U376,2015-05-23,D08,SO,motile_caligus,0,2015,DI
U396,2015-05-23,D08,SO,motile_caligus,1,2015,DI
U505,2015-05-23,D10,SO,motile_caligus,0,2015,DI
U506,2015-05-23,D10,SO,motile_caligus,1,2015,DI
U456,2015-05-23,D10,SO,motile_caligus,0,2015,DI
U515,2015-05-23,D10,SO,motile_caligus,0,2015,DI
U454,2015-05-23,D10,SO,motile_caligus,1,2015,DI
U514,2015-05-23,D10,SO,motile_caligus,0,2015,DI
U455,2015-05-23,D10,SO,motile_caligus,0,2015,DI
U503,2015-05-23,D10,SO,motile_caligus,0,2015,DI
U513,2015-05-23,D10,SO,motile_caligus,0,2015,DI
U504,2015-05-23,D10,SO,motile_caligus,2,2015,DI
U319,2015-05-24,D09,SO,motile_caligus,1,2015,DI
U331,2015-05-24,D09,SO,motile_caligus,2,2015,DI
U308,2015-05-24,D09,SO,motile_caligus,1,2015,DI
U318,2015-05-24,D09,SO,motile_caligus,1,2015,DI
U332,2015-05-24,D09,SO,motile_caligus,0,2015,DI
U299,2015-05-24,D09,SO,motile_caligus,1,2015,DI
U307,2015-05-24,D09,SO,motile_caligus,3,2015,DI
U317,2015-05-24,D09,SO,motile_caligus,0,2015,DI
U333,2015-05-24,D09,SO,motile_caligus,0,2015,DI
U300,2015-05-24,D09,SO,motile_caligus,1,2015,DI
U1296,2015-05-25,D08,SO,motile_caligus,0,2015,DI
U483,2015-05-25,D08,SO,motile_caligus,0,2015,DI
U484,2015-05-25,D08,SO,motile_caligus,1,2015,DI
U494,2015-05-25,D08,SO,motile_caligus,1,2015,DI
U496,2015-05-25,D08,SO,motile_caligus,0,2015,DI
U485,2015-05-25,D08,SO,motile_caligus,0,2015,DI
U486,2015-05-25,D08,SO,motile_caligus,2,2015,DI
U495,2015-05-25,D08,SO,motile_caligus,1,2015,DI
U497,2015-05-25,D08,SO,motile_caligus,0,2015,DI
U493,2015-05-25,D08,SO,motile_caligus,0,2015,DI
U482,2015-05-25,D08,SO,motile_caligus,0,2015,DI
U414,2015-05-26,D10,SO,motile_caligus,2,2015,DI
U423,2015-05-26,D10,SO,motile_caligus,0,2015,DI
U415,2015-05-26,D10,SO,motile_caligus,0,2015,DI
U416,2015-05-26,D10,SO,motile_caligus,0,2015,DI
U413,2015-05-26,D10,SO,motile_caligus,1,2015,DI
U422,2015-05-26,D10,SO,motile_caligus,5,2015,DI
U412,2015-05-26,D10,SO,motile_caligus,1,2015,DI
U421,2015-05-26,D10,SO,motile_caligus,0,2015,DI
U400,2015-05-26,D10,SO,motile_caligus,4,2015,DI
U424,2015-05-26,D10,SO,motile_caligus,1,2015,DI
U3124,2015-05-26,D09,CU,motile_caligus,0,2015,DI
U3117,2015-05-26,D09,CU,motile_caligus,0,2015,DI
U3120,2015-05-26,D09,CU,motile_caligus,0,2015,DI
U3125,2015-05-26,D09,CU,motile_caligus,0,2015,DI
U3123,2015-05-26,D09,CU,motile_caligus,0,2015,DI
U335,2015-05-26,D09,SO,motile_caligus,0,2015,DI
U310,2015-05-26,D09,SO,motile_caligus,1,2015,DI
U342,2015-05-26,D09,SO,motile_caligus,1,2015,DI
U351,2015-05-26,D09,SO,motile_caligus,1,2015,DI
U343,2015-05-26,D09,SO,motile_caligus,0,2015,DI
U336,2015-05-26,D09,SO,motile_caligus,3,2015,DI
U309,2015-05-26,D09,SO,motile_caligus,0,2015,DI
U341,2015-05-26,D09,SO,motile_caligus,1,2015,DI
U320,2015-05-26,D09,SO,motile_caligus,2,2015,DI
U334,2015-05-26,D09,SO,motile_caligus,1,2015,DI
U406,2015-05-28,D10,SO,motile_caligus,0,2015,DI
U404,2015-05-28,D10,SO,motile_caligus,0,2015,DI
U462,2015-05-28,D10,SO,motile_caligus,1,2015,DI
U463,2015-05-28,D10,SO,motile_caligus,1,2015,DI
U405,2015-05-28,D10,SO,motile_caligus,2,2015,DI
U464,2015-05-28,D10,SO,motile_caligus,0,2015,DI
U407,2015-05-28,D10,SO,motile_caligus,1,2015,DI
U403,2015-05-28,D10,SO,motile_caligus,0,2015,DI
U461,2015-05-28,D10,SO,motile_caligus,2,2015,DI
U465,2015-05-28,D10,SO,motile_caligus,0,2015,DI
U3115,2015-05-28,D09,CU,motile_caligus,1,2015,DI
U3098,2015-05-28,D09,CU,motile_caligus,0,2015,DI
U3119,2015-05-28,D09,CU,motile_caligus,0,2015,DI
U3097,2015-05-28,D09,CU,motile_caligus,1,2015,DI
U3116,2015-05-28,D09,CU,motile_caligus,0,2015,DI
U444,2015-05-28,D09,SO,motile_caligus,0,2015,DI
U438,2015-05-28,D09,SO,motile_caligus,1,2015,DI
U439,2015-05-28,D09,SO,motile_caligus,0,2015,DI
U327,2015-05-28,D09,SO,motile_caligus,0,2015,DI
U445,2015-05-28,D09,SO,motile_caligus,0,2015,DI
U436,2015-05-28,D09,SO,motile_caligus,0,2015,DI
U443,2015-05-28,D09,SO,motile_caligus,0,2015,DI
U442,2015-05-28,D09,SO,motile_caligus,0,2015,DI
U437,2015-05-28,D09,SO,motile_caligus,1,2015,DI
U441,2015-05-28,D09,SO,motile_caligus,2,2015,DI
U4152,2015-05-31,D08,CU,motile_caligus,0,2015,DI
U4154,2015-05-31,D08,CU,motile_caligus,0,2015,DI
U4150,2015-05-31,D08,CU,motile_caligus,0,2015,DI
U4151,2015-05-31,D08,CU,motile_caligus,0,2015,DI
U4166,2015-05-31,D08,CU,motile_caligus,5,2015,DI
U4169,2015-05-31,D08,CU,motile_caligus,0,2015,DI
U4153,2015-05-31,D08,CU,motile_caligus,0,2015,DI
U4165,2015-05-31,D08,CU,motile_caligus,1,2015,DI
U4167,2015-05-31,D08,CU,motile_caligus,0,2015,DI
U4168,2015-05-31,D08,CU,motile_caligus,0,2015,DI
U1401,2015-05-31,D08,PI,motile_caligus,0,2015,DI
U546,2015-05-31,D08,SO,motile_caligus,2,2015,DI
U526,2015-05-31,D08,SO,motile_caligus,0,2015,DI
U452,2015-06-01,D10,SO,motile_caligus,1,2015,DI
U453,2015-06-01,D10,SO,motile_caligus,0,2015,DI
U450,2015-06-01,D10,SO,motile_caligus,0,2015,DI
U402,2015-06-01,D10,SO,motile_caligus,0,2015,DI
U449,2015-06-01,D10,SO,motile_caligus,0,2015,DI
U448,2015-06-01,D10,SO,motile_caligus,0,2015,DI
U451,2015-06-01,D10,SO,motile_caligus,1,2015,DI
U447,2015-06-01,D10,SO,motile_caligus,0,2015,DI
U446,2015-06-01,D10,SO,motile_caligus,1,2015,DI
U440,2015-06-01,D10,SO,motile_caligus,1,2015,DI
U2542,2015-06-01,D09,CU,motile_caligus,1,2015,DI
U2547,2015-06-01,D09,CU,motile_caligus,1,2015,DI
U2545,2015-06-01,D09,CU,motile_caligus,0,2015,DI
U2546,2015-06-01,D09,CU,motile_caligus,1,2015,DI
U2544,2015-06-01,D09,CU,motile_caligus,0,2015,DI
U532,2015-06-01,D09,SO,motile_caligus,0,2015,DI
U523,2015-06-01,D09,SO,motile_caligus,3,2015,DI
U543,2015-06-01,D09,SO,motile_caligus,1,2015,DI
U534,2015-06-01,D09,SO,motile_caligus,0,2015,DI
U545,2015-06-01,D09,SO,motile_caligus,0,2015,DI
U544,2015-06-01,D09,SO,motile_caligus,0,2015,DI
U535,2015-06-01,D09,SO,motile_caligus,2,2015,DI
U524,2015-06-01,D09,SO,motile_caligus,4,2015,DI
U533,2015-06-01,D09,SO,motile_caligus,0,2015,DI
U525,2015-06-01,D09,SO,motile_caligus,0,2015,DI
U229,2015-06-03,D10,SO,motile_caligus,0,2015,DI
U264,2015-06-03,D10,SO,motile_caligus,0,2015,DI
U227,2015-06-03,D10,SO,motile_caligus,2,2015,DI
U263,2015-06-03,D10,SO,motile_caligus,0,2015,DI
U257,2015-06-03,D10,SO,motile_caligus,2,2015,DI
U228,2015-06-03,D10,SO,motile_caligus,2,2015,DI
U265,2015-06-03,D10,SO,motile_caligus,1,2015,DI
U226,2015-06-03,D10,SO,motile_caligus,0,2015,DI
U259,2015-06-03,D10,SO,motile_caligus,1,2015,DI
U258,2015-06-03,D10,SO,motile_caligus,0,2015,DI
U3230,2015-06-03,D09,PI,motile_caligus,3,2015,DI
U794,2015-06-03,D09,SO,motile_caligus,0,2015,DI
U801,2015-06-03,D09,SO,motile_caligus,1,2015,DI
U775,2015-06-03,D09,SO,motile_caligus,2,2015,DI
U776,2015-06-03,D09,SO,motile_caligus,0,2015,DI
U770,2015-06-03,D09,SO,motile_caligus,1,2015,DI
U803,2015-06-03,D09,SO,motile_caligus,0,2015,DI
U802,2015-06-03,D09,SO,motile_caligus,0,2015,DI
U793,2015-06-03,D09,SO,motile_caligus,1,2015,DI
U795,2015-06-03,D09,SO,motile_caligus,0,2015,DI
U777,2015-06-03,D09,SO,motile_caligus,0,2015,DI
U796,2015-06-03,D09,SO,motile_caligus,0,2015,DI
U4762,2015-06-04,D08,SO,motile_caligus,0,2015,DI
U4771,2015-06-04,D08,SO,motile_caligus,0,2015,DI
U4763,2015-06-04,D08,SO,motile_caligus,0,2015,DI
U4764,2015-06-04,D08,SO,motile_caligus,0,2015,DI
U4765,2015-06-04,D08,SO,motile_caligus,0,2015,DI
U4766,2015-06-04,D08,SO,motile_caligus,0,2015,DI
U4767,2015-06-04,D08,SO,motile_caligus,0,2015,DI
U4768,2015-06-04,D08,SO,motile_caligus,0,2015,DI
U4769,2015-06-04,D08,SO,motile_caligus,0,2015,DI
U4770,2015-06-04,D08,SO,motile_caligus,0,2015,DI
U1005,2015-06-05,D10,SO,motile_caligus,1,2015,DI
U1014,2015-06-05,D10,SO,motile_caligus,0,2015,DI
U1006,2015-06-05,D10,SO,motile_caligus,0,2015,DI
U1007,2015-06-05,D10,SO,motile_caligus,0,2015,DI
U1000,2015-06-05,D10,SO,motile_caligus,0,2015,DI
U1013,2015-06-05,D10,SO,motile_caligus,1,2015,DI
U947,2015-06-05,D10,SO,motile_caligus,0,2015,DI
U1021,2015-06-05,D10,SO,motile_caligus,0,2015,DI
U948,2015-06-05,D10,SO,motile_caligus,0,2015,DI
U949,2015-06-05,D10,SO,motile_caligus,0,2015,DI
U999,2015-06-05,D10,SO,motile_caligus,0,2015,DI
U3151,2015-06-05,D09,CU,motile_caligus,0,2015,DI
U3143,2015-06-05,D09,CU,motile_caligus,0,2015,DI
U3142,2015-06-05,D09,CU,motile_caligus,1,2015,DI
U3090,2015-06-05,D09,CU,motile_caligus,0,2015,DI
U3148,2015-06-05,D09,CU,motile_caligus,0,2015,DI
U818,2015-06-05,D09,SO,motile_caligus,1,2015,DI
U759,2015-06-05,D09,SO,motile_caligus,0,2015,DI
U824,2015-06-05,D09,SO,motile_caligus,1,2015,DI
U833,2015-06-05,D09,SO,motile_caligus,1,2015,DI
U817,2015-06-05,D09,SO,motile_caligus,1,2015,DI
U834,2015-06-05,D09,SO,motile_caligus,0,2015,DI
U820,2015-06-05,D09,SO,motile_caligus,0,2015,DI
U760,2015-06-05,D09,SO,motile_caligus,0,2015,DI
U819,2015-06-05,D09,SO,motile_caligus,1,2015,DI
U832,2015-06-05,D09,SO,motile_caligus,0,2015,DI
U2629,2015-06-05,D07,CU,motile_caligus,0,2015,DI
U2625,2015-06-05,D07,CU,motile_caligus,0,2015,DI
U4155,2015-06-05,D07,CU,motile_caligus,0,2015,DI
U4170,2015-06-05,D07,CU,motile_caligus,0,2015,DI
U4960,2015-06-05,D07,CU,motile_caligus,1,2015,DI
U2628,2015-06-05,D07,CU,motile_caligus,1,2015,DI
U2824,2015-06-05,D07,CU,motile_caligus,1,2015,DI
U4965,2015-06-05,D07,CU,motile_caligus,1,2015,DI
U2633,2015-06-05,D07,CU,motile_caligus,0,2015,DI
U243,2015-06-05,D07,SO,motile_caligus,1,2015,DI
U242,2015-06-05,D07,SO,motile_caligus,3,2015,DI
U4707,2015-06-05,D07,SO,motile_caligus,1,2015,DI
U4709,2015-06-05,D07,SO,motile_caligus,1,2015,DI
U4708,2015-06-05,D07,SO,motile_caligus,1,2015,DI
U237,2015-06-05,D07,SO,motile_caligus,0,2015,DI
U244,2015-06-05,D07,SO,motile_caligus,3,2015,DI
U220,2015-06-05,D07,SO,motile_caligus,0,2015,DI
U239,2015-06-05,D07,SO,motile_caligus,0,2015,DI
U238,2015-06-05,D07,SO,motile_caligus,1,2015,DI
U222,2015-06-05,D07,SO,motile_caligus,1,2015,DI
U219,2015-06-05,D07,SO,motile_caligus,0,2015,DI
U221,2015-06-05,D07,SO,motile_caligus,1,2015,DI
U2664,2015-06-07,D09,CU,motile_caligus,0,2015,DI
U3141,2015-06-07,D09,CU,motile_caligus,0,2015,DI
U2665,2015-06-07,D09,CU,motile_caligus,0,2015,DI
U2661,2015-06-07,D09,CU,motile_caligus,0,2015,DI
U2663,2015-06-07,D09,CU,motile_caligus,0,2015,DI
U3207,2015-06-07,D09,PI,motile_caligus,0,2015,DI
U988,2015-06-07,D09,SO,motile_caligus,0,2015,DI
U987,2015-06-07,D09,SO,motile_caligus,1,2015,DI
U959,2015-06-07,D09,SO,motile_caligus,1,2015,DI
U986,2015-06-07,D09,SO,motile_caligus,0,2015,DI
U993,2015-06-07,D09,SO,motile_caligus,1,2015,DI
U994,2015-06-07,D09,SO,motile_caligus,1,2015,DI
U960,2015-06-07,D09,SO,motile_caligus,1,2015,DI
U958,2015-06-07,D09,SO,motile_caligus,0,2015,DI
U985,2015-06-07,D09,SO,motile_caligus,1,2015,DI
U946,2015-06-07,D09,SO,motile_caligus,1,2015,DI
U995,2015-06-07,D09,SO,motile_caligus,0,2015,DI
U992,2015-06-07,D09,SO,motile_caligus,0,2015,DI
U2032,2015-06-07,D07,CU,motile_caligus,1,2015,DI
U2934,2015-06-07,D07,CU,motile_caligus,1,2015,DI
U3026,2015-06-07,D07,CU,motile_caligus,0,2015,DI
U4156,2015-06-07,D07,CU,motile_caligus,0,2015,DI
U4157,2015-06-07,D07,CU,motile_caligus,1,2015,DI
U4970,2015-06-07,D07,CU,motile_caligus,1,2015,DI
U4971,2015-06-07,D07,CU,motile_caligus,0,2015,DI
U2919,2015-06-07,D07,CU,motile_caligus,0,2015,DI
U3008,2015-06-07,D07,CU,motile_caligus,0,2015,DI
U4158,2015-06-07,D07,CU,motile_caligus,0,2015,DI
U2861,2015-06-07,D07,PI,motile_caligus,1,2015,DI
U2863,2015-06-07,D07,PI,motile_caligus,0,2015,DI
U2525,2015-06-07,D07,PI,motile_caligus,1,2015,DI
U2530,2015-06-07,D07,PI,motile_caligus,0,2015,DI
U2862,2015-06-07,D07,PI,motile_caligus,0,2015,DI
U2513,2015-06-07,D07,PI,motile_caligus,0,2015,DI
U826,2015-06-07,D07,SO,motile_caligus,2,2015,DI
U849,2015-06-07,D07,SO,motile_caligus,1,2015,DI
U861,2015-06-07,D07,SO,motile_caligus,0,2015,DI
U840,2015-06-07,D07,SO,motile_caligus,0,2015,DI
U846,2015-06-07,D07,SO,motile_caligus,1,2015,DI
U850,2015-06-07,D07,SO,motile_caligus,0,2015,DI
U847,2015-06-07,D07,SO,motile_caligus,0,2015,DI
U864,2015-06-07,D07,SO,motile_caligus,0,2015,DI
U844,2015-06-07,D07,SO,motile_caligus,0,2015,DI
U845,2015-06-07,D07,SO,motile_caligus,0,2015,DI
U3153,2015-06-09,D09,CU,motile_caligus,0,2015,DI
U3158,2015-06-09,D09,CU,motile_caligus,1,2015,DI
U3156,2015-06-09,D09,CU,motile_caligus,1,2015,DI
U2666,2015-06-09,D09,CU,motile_caligus,0,2015,DI
U2543,2015-06-09,D09,CU,motile_caligus,1,2015,DI
U2838,2015-06-09,D09,PI,motile_caligus,2,2015,DI
U1316,2015-06-09,D09,SO,motile_caligus,0,2015,DI
U862,2015-06-09,D09,SO,motile_caligus,0,2015,DI
U863,2015-06-09,D09,SO,motile_caligus,0,2015,DI
U848,2015-06-09,D09,SO,motile_caligus,0,2015,DI
U839,2015-06-09,D09,SO,motile_caligus,0,2015,DI
U825,2015-06-09,D09,SO,motile_caligus,0,2015,DI
U827,2015-06-09,D09,SO,motile_caligus,0,2015,DI
U828,2015-06-09,D09,SO,motile_caligus,1,2015,DI
U1310,2015-06-09,D09,SO,motile_caligus,0,2015,DI
U1328,2015-06-09,D09,SO,motile_caligus,0,2015,DI
U3025,2015-06-09,D07,CU,motile_caligus,0,2015,DI
U2931,2015-06-09,D07,CU,motile_caligus,0,2015,DI
U3020,2015-06-09,D07,CU,motile_caligus,1,2015,DI
U3024,2015-06-09,D07,CU,motile_caligus,0,2015,DI
U3022,2015-06-09,D07,CU,motile_caligus,1,2015,DI
U2517,2015-06-09,D07,PI,motile_caligus,1,2015,DI
U2839,2015-06-09,D07,PI,motile_caligus,2,2015,DI
U1298,2015-06-09,D07,SO,motile_caligus,0,2015,DI
U876,2015-06-09,D07,SO,motile_caligus,0,2015,DI
U915,2015-06-09,D07,SO,motile_caligus,0,2015,DI
U877,2015-06-09,D07,SO,motile_caligus,3,2015,DI
U908,2015-06-09,D07,SO,motile_caligus,1,2015,DI
U907,2015-06-09,D07,SO,motile_caligus,0,2015,DI
U914,2015-06-09,D07,SO,motile_caligus,0,2015,DI
U910,2015-06-09,D07,SO,motile_caligus,0,2015,DI
U909,2015-06-09,D07,SO,motile_caligus,2,2015,DI
U1318,2015-06-09,D07,SO,motile_caligus,1,2015,DI
U3096,2015-06-11,D09,CU,motile_caligus,0,2015,DI
U3129,2015-06-11,D09,CU,motile_caligus,0,2015,DI
U3095,2015-06-11,D09,CU,motile_caligus,1,2015,DI
U3128,2015-06-11,D09,CU,motile_caligus,0,2015,DI
U3127,2015-06-11,D09,CU,motile_caligus,0,2015,DI
U2537,2015-06-11,D09,PI,motile_caligus,0,2015,DI
U769,2015-06-11,D09,SO,motile_caligus,0,2015,DI
U771,2015-06-11,D09,SO,motile_caligus,0,2015,DI
U792,2015-06-11,D09,SO,motile_caligus,0,2015,DI
U773,2015-06-11,D09,SO,motile_caligus,0,2015,DI
U755,2015-06-11,D09,SO,motile_caligus,0,2015,DI
U774,2015-06-11,D09,SO,motile_caligus,0,2015,DI
U791,2015-06-11,D09,SO,motile_caligus,0,2015,DI
U768,2015-06-11,D09,SO,motile_caligus,1,2015,DI
U772,2015-06-11,D09,SO,motile_caligus,0,2015,DI
U767,2015-06-11,D09,SO,motile_caligus,1,2015,DI
U3226,2015-06-11,D07,PI,motile_caligus,2,2015,DI
U3227,2015-06-11,D07,PI,motile_caligus,2,2015,DI
U3231,2015-06-11,D07,PI,motile_caligus,0,2015,DI
U4097,2015-06-13,D07,CU,motile_caligus,2,2015,DI
U2928,2015-06-13,D07,CU,motile_caligus,0,2015,DI
U4096,2015-06-13,D07,CU,motile_caligus,1,2015,DI
U2927,2015-06-13,D07,CU,motile_caligus,0,2015,DI
U3023,2015-06-13,D07,CU,motile_caligus,0,2015,DI
U3021,2015-06-13,D07,CU,motile_caligus,0,2015,DI
U4065,2015-06-13,D07,CU,motile_caligus,2,2015,DI
U4098,2015-06-13,D07,CU,motile_caligus,0,2015,DI
U4149,2015-06-13,D07,CU,motile_caligus,0,2015,DI
U3017,2015-06-13,D07,CU,motile_caligus,1,2015,DI
U2526,2015-06-13,D07,PI,motile_caligus,2,2015,DI
U2860,2015-06-13,D07,PI,motile_caligus,2,2015,DI
U2529,2015-06-13,D07,PI,motile_caligus,1,2015,DI
U868,2015-06-13,D07,SO,motile_caligus,0,2015,DI
U869,2015-06-13,D07,SO,motile_caligus,2,2015,DI
U870,2015-06-13,D07,SO,motile_caligus,3,2015,DI
U867,2015-06-13,D07,SO,motile_caligus,1,2015,DI
U891,2015-06-13,D07,SO,motile_caligus,1,2015,DI
U866,2015-06-13,D07,SO,motile_caligus,1,2015,DI
U882,2015-06-13,D07,SO,motile_caligus,2,2015,DI
U883,2015-06-13,D07,SO,motile_caligus,0,2015,DI
U881,2015-06-13,D07,SO,motile_caligus,0,2015,DI
U884,2015-06-13,D07,SO,motile_caligus,3,2015,DI
U3105,2015-06-14,D09,CU,motile_caligus,1,2015,DI
U3104,2015-06-14,D09,CU,motile_caligus,1,2015,DI
