x,y,region,species,year,daily_percent
136,1.306151923464479,DI,Pink,2015-2018,0.20184699984088939
137,1.5443167879897757,DI,Pink,2015-2018,0.23816486452529673
138,1.8251057571058902,DI,Pink,2015-2018,0.2807889691161145
139,2.1558301254701058,DI,Pink,2015-2018,0.3307243683642156
140,2.5449309736943015,DI,Pink,2015-2018,0.38910084822419577
141,3.002104974903267,DI,Pink,2015-2018,0.45717400120896556
142,3.5384242847932397,DI,Pink,2015-2018,0.5363193098899726
143,4.166440322833884,DI,Pink,2015-2018,0.6280160380406441
144,4.900257233190971,DI,Pink,2015-2018,0.7338169103570875
145,5.755555993880578,DI,Pink,2015-2018,0.8552987606896068
146,6.749544704798869,DI,Pink,2015-2018,0.9939887109182912
147,7.900804982126496,DI,Pink,2015-2018,1.1512602773276264
148,9.22899946626587,DI,Pink,2015-2018,1.3281944841393747
149,10.754402583791261,DI,Pink,2015-2018,1.525403117525391
150,12.497217864908713,DI,Pink,2015-2018,1.7428152811174513
151,14.476652834181358,DI,Pink,2015-2018,1.9794349692726456
152,16.709739547238925,DI,Pink,2015-2018,2.233086713057567
153,19.209917605060745,DI,Pink,2015-2018,2.5001780578218202
154,21.98543776177151,DI,Pink,2015-2018,2.7755201567107655
155,25.037695843848617,DI,Pink,2015-2018,3.052258082077106
156,28.35966192417627,DI,Pink,2015-2018,3.321966080327652
157,31.934616694473068,DI,Pink,2015-2018,3.5749547702967988
158,35.73542986514425,DI,Pink,2015-2018,3.80081317067118
159,39.72459793612274,DI,Pink,2015-2018,3.9891680709784936
160,43.85519024936117,DI,Pink,2015-2018,4.130592313238431
161,48.07273461046081,DI,Pink,2015-2018,4.217544361099641
162,52.317925084535,DI,Pink,2015-2018,4.245190474074185
163,56.52988746704576,DI,Pink,2015-2018,4.211962382510762
164,60.64963063204432,DI,Pink,2015-2018,4.11974316499856
165,64.6232749788316,DI,Pink,2015-2018,3.9736443467872817
166,68.40469347516934,DI,Pink,2015-2018,3.7814184963377357
167,71.9573132549832,DI,Pink,2015-2018,3.552619779813867
168,75.25497458244796,DI,Pink,2015-2018,3.297661327464752
169,78.28189100378253,DI,Pink,2015-2018,3.026916421334576
170,81.0318680999568,DI,Pink,2015-2018,2.7499770961742627
171,83.50700183538765,DI,Pink,2015-2018,2.475133735430859
172,85.71609068432755,DI,Pink,2015-2018,2.209088848939899
173,87.67296989689946,DI,Pink,2015-2018,1.9568792125719057
174,89.39492788750091,DI,Pink,2015-2018,1.721957990601453
175,90.90130941836124,DI,Pink,2015-2018,1.506381530860324
176,92.2123593966754,DI,Pink,2015-2018,1.3110499783141591
177,93.34832093874158,DI,Pink,2015-2018,1.135961542066184
178,94.32877374187858,DI,Pink,2015-2018,0.9804528031369983
179,95.17218272242248,DI,Pink,2015-2018,0.8434089805438987
180,95.89561988189182,DI,Pink,2015-2018,0.7234371594693414
181,96.51462167197747,DI,Pink,2015-2018,0.6190017900856475
182,97.04314725808719,DI,Pink,2015-2018,0.5285255861097227
183,97.4936081129776,DI,Pink,2015-2018,0.45046085489040877
184,97.87694498839745,DI,Pink,2015-2018,0.3833368754198574
185,98.20273370757197,DI,Pink,2015-2018,0.32578871917451124
186,98.47930597209702,DI,Pink,2015-2018,0.2765722645250577
187,98.71387531935919,DI,Pink,2015-2018,0.23456934726216616
188,98.91266149442495,DI,Pink,2015-2018,0.1987861750657629
136,18.891162266106235,DI,Sockeye,2015-2018,2.390606338816692
137,21.53877861956808,DI,Sockeye,2015-2018,2.6476163534618458
138,24.445624490840572,DI,Sockeye,2015-2018,2.906845871272491
139,27.60674151357634,DI,Sockeye,2015-2018,3.161117022735766
140,31.008862593798774,DI,Sockeye,2015-2018,3.402121080222436
141,34.62968896825386,DI,Sockeye,2015-2018,3.620826374455085
142,38.43775402163372,DI,Sockeye,2015-2018,3.8080650533798632
143,42.39300917663058,DI,Sockeye,2015-2018,3.9552551549968555
144,46.44818554652087,DI,Sockeye,2015-2018,4.05517636989029
145,50.55087527646609,DI,Sockeye,2015-2018,4.102689729945219
146,54.646159602993556,DI,Sockeye,2015-2018,4.095284326527469
147,58.67951396298039,DI,Sockeye,2015-2018,4.033354359986831
148,62.59966918596114,DI,Sockeye,2015-2018,3.9201552229807533
149,66.36111603237268,DI,Sockeye,2015-2018,3.7614468464115376
150,69.9260057975921,DI,Sockeye,2015-2018,3.5648897652194194
151,73.2653045496977,DI,Sockeye,2015-2018,3.3392987521056057
152,76.35917610238558,DI,Sockeye,2015-2018,3.0938715526878724
153,79.19667269081667,DI,Sockeye,2015-2018,2.837496588431094
154,81.7748842086444,DI,Sockeye,2015-2018,2.578211517827725
155,84.09772997210699,DI,Sockeye,2015-2018,2.3228457634625954
156,86.174574936657,DI,Sockeye,2015-2018,2.0768449645500056
157,88.01882524509546,DI,Sockeye,2015-2018,1.8442503084384612
158,89.6466180225776,DI,Sockeye,2015-2018,1.6277927774821421
159,91.07567799318778,DI,Sockeye,2015-2018,1.429059970610183
160,92.3243759967981,DI,Sockeye,2015-2018,1.2486980036103148
161,93.4109955034225,DI,Sockeye,2015-2018,1.0866195066244018
162,94.35319357831308,DI,Sockeye,2015-2018,0.9421980748905838
163,95.16763145856015,DI,Sockeye,2015-2018,0.8144378802470698
164,95.86974512328185,DI,Sockeye,2015-2018,0.7021136647216935
165,96.47362597483185,DI,Sockeye,2015-2018,0.6038808515500023
166,96.99198423349851,DI,Sockeye,2015-2018,0.518358258666666
167,97.43617151975407,DI,Sockeye,2015-2018,0.4441872862555556
168,97.81624341087092,DI,Sockeye,2015-2018,0.3800718911168559
169,98.14104692491173,DI,Sockeye,2015-2018,0.3248035140408092
170,98.41832158771086,DI,Sockeye,2015-2018,0.2772746627991296
171,98.65480584636731,DI,Sockeye,2015-2018,0.2364842586564464
172,98.85634309084567,DI,Sockeye,2015-2018,0.2015372444783594
173,99.02798348289683,DI,Sockeye,2015-2018,0.17164039205115955
174,99.17407924765975,DI,Sockeye,2015-2018,0.14609576476291863
175,99.29837214496244,DI,Sockeye,2015-2018,0.12429289730269488
176,99.40407258724817,DI,Sockeye,2015-2018,0.10570044228572328
177,99.49393038181387,DI,Sockeye,2015-2018,0.08985779456570242
178,99.57029740709531,DI,Sockeye,2015-2018,0.07636702528144212
179,99.63518273447822,DI,Sockeye,2015-2018,0.06488532738291042
180,99.69030081622051,DI,Sockeye,2015-2018,0.05511808174229316
181,99.7371134051147,DI,Sockeye,2015-2018,0.04681258889418416
182,99.7768658737364,DI,Sockeye,2015-2018,0.03975246862169968
183,99.81061857596653,DI,Sockeye,2015-2018,0.033752702230131604
184,99.83927385196448,DI,Sockeye,2015-2018,0.028655275997948593
185,99.86359922759897,DI,Sockeye,2015-2018,0.024325375634489887
186,99.88424730574339,DI,Sockeye,2015-2018,0.02064807814441849
187,99.90177279325576,DI,Sockeye,2015-2018,0.017525487512372706
188,99.91664705605722,DI,Sockeye,2015-2018,0.014874262801455984
189,99.92927054676714,DI,Sockeye,2015-2018,0.01262349070992741
136,7.803233110985656,DI,Chum,2015-2018,0.49573129512277436
137,8.329572112617514,DI,Chum,2015-2018,0.5263390016318583
138,8.88799090933988,DI,Chum,2015-2018,0.5584187967223659
139,9.479974924662509,DI,Chum,2015-2018,0.5919840153226286
140,10.107014146865335,DI,Chum,2015-2018,0.6270392222028267
141,10.770593084364947,DI,Chum,2015-2018,0.6635789374996115
142,11.47217939110291,DI,Chum,2015-2018,0.7015863067379637
143,12.213211123434434,DI,Chum,2015-2018,0.741031732331523
144,12.995082611589085,DI,Chum,2015-2018,0.7818714881546516
145,13.819128955323965,DI,Chum,2015-2018,0.8240463437348797
146,14.686609185110447,DI,Chum,2015-2018,0.8674802297864819
147,15.59868816713665,DI,Chum,2015-2018,0.9120789820262036
148,16.556417372399537,DI,Chum,2015-2018,0.9577292052628863
149,17.560714676759254,DI,Chum,2015-2018,1.0042973043597172
150,18.612343409273105,DI,Chum,2015-2018,1.0516287325138514
151,19.711890919297492,DI,Chum,2015-2018,1.0995475100243866
152,20.859746987231663,DI,Chum,2015-2018,1.1478560679341712
153,22.056082457467376,DI,Chum,2015-2018,1.196335470235713
154,23.30082852281276,DI,Chum,2015-2018,1.2447460653453852
155,24.593657134744387,DI,Chum,2015-2018,1.2928286119316255
156,25.933963050422303,DI,Chum,2015-2018,1.3403059156779165
157,27.320848052460867,DI,Chum,2015-2018,1.3868850020385644
158,28.753107887986165,DI,Chum,2015-2018,1.4322598355252971
159,30.22922246675051,DI,Chum,2015-2018,1.4761145787643457
160,31.74734983168274,DI,Chum,2015-2018,1.51812736493223
161,33.30532436755122,DI,Chum,2015-2018,1.5579745358684818
162,34.9006596436368,DI,Chum,2015-2018,1.595335276085578
163,36.53055619476487,DI,Chum,2015-2018,1.6298965511280699
164,38.1919144332821,DI,Chum,2015-2018,1.6613582385172307
165,39.88135275544905,DI,Chum,2015-2018,1.68943832216695
166,41.59523076340519,DI,Chum,2015-2018,1.71387800795614
167,43.329677373665604,DI,Chum,2015-2018,1.734446610260413
168,45.080623431286035,DI,Chum,2015-2018,1.7509460576204319
169,46.843838302235405,DI,Chum,2015-2018,1.7632148709493691
170,48.61496978218871,DI,Chum,2015-2018,1.7711314799533042
171,50.389586544673755,DI,Chum,2015-2018,1.7746167624850457
172,52.16322226130074,DI,Chum,2015-2018,1.773635716626984
173,53.931420466518546,DI,Chum,2015-2018,1.7681982052178071
174,55.68977921227929,DI,Chum,2015-2018,1.758358745760745
175,57.433994565643125,DI,Chum,2015-2018,1.7442153533638347
176,59.15990204429556,DI,Chum,2015-2018,1.725907478652438
177,60.863515158875174,DI,Chum,2015-2018,1.7036131145796105
178,62.54106033289606,DI,Chum,2015-2018,1.677545174020885
179,64.18900759548882,DI,Chum,2015-2018,1.6479472625927585
180,65.80409658275728,DI,Chum,2015-2018,1.6150889872684644
181,67.38335753330543,DI,Chum,2015-2018,1.5792609505481465
182,68.92412711541667,DI,Chum,2015-2018,1.5407695821112384
183,70.42405907082501,DI,Chum,2015-2018,1.4999319554083428
184,71.88112979712793,DI,Chum,2015-2018,1.4570707263029163
