ufn,sample_type,sample_id,sample_comments,analyzing_lab,quality_level,quality_log
U22040,sealice_microbiome,S22040SL1,,TChang_UBC,raw,
U22065,sealice_microbiome,S22065SL1,,TChang_UBC,raw,
U22067,sealice_microbiome,S22067SL1,,TChang_UBC,raw,
U22062,sealice_microbiome,S22062SL1,,TChang_UBC,raw,
U22160,sealice_microbiome,S22160SL1,,TChang_UBC,raw,
U22152,sealice_microbiome,S22152SL1,,TChang_UBC,raw,
U22158,sealice_microbiome,S22158SL1,,TChang_UBC,raw,
U22151,sealice_microbiome,S22151SL1,,TChang_UBC,raw,
U22157,sealice_microbiome,S22157SL1,,TChang_UBC,raw,
U22156,sealice_microbiome,S22156SL1,,TChang_UBC,raw,
U22155,sealice_microbiome,S22155SL1,,TChang_UBC,raw,
U22153,sealice_microbiome,S22153SL1,,TChang_UBC,raw,
U22122,sealice_microbiome,S22122SL1,,TChang_UBC,raw,
U22124,sealice_microbiome,S22124SL1,,TChang_UBC,raw,
U22126,sealice_microbiome,S22126SL1,,TChang_UBC,raw,
U22127,sealice_microbiome,S22127SL1,,TChang_UBC,raw,
U22129,sealice_microbiome,S22129SL1,,TChang_UBC,raw,
U22241,sealice_microbiome,S22241SL1,,TChang_UBC,raw,
U22242,sealice_microbiome,S22242SL1,,TChang_UBC,raw,
U22244,sealice_microbiome,S22244SL1,,TChang_UBC,raw,
U21102,sealice_microbiome,S21102SL1,,TChang_UBC,raw,
U21103,sealice_microbiome,S21103SL1,,TChang_UBC,raw,
U21104,sealice_microbiome,S21104SL1,,TChang_UBC,raw,
U22159,sealice_microbiome,S22159SL1,,TChang_UBC,raw,
U22142,sealice_microbiome,S22142SL1,,TChang_UBC,raw,
U22149,sealice_microbiome,S22149SL1,,TChang_UBC,raw,
U22145,sealice_microbiome,S22145SL1,,TChang_UBC,raw,
U22148,sealice_microbiome,S22148SL1,,TChang_UBC,raw,
U22141,sealice_microbiome,S22141SL1,,TChang_UBC,raw,
U22144,sealice_microbiome,S22144SL1,,TChang_UBC,raw,
U22146,sealice_microbiome,S22146SL1,,TChang_UBC,raw,
U22143,sealice_microbiome,S22143SL1,,TChang_UBC,raw,
U22147,sealice_microbiome,S22147SL1,,TChang_UBC,raw,
U22150,sealice_microbiome,S22150SL1,,TChang_UBC,raw,
U20862,sealice_microbiome,S20862SL1,,TChang_UBC,raw,
U21033,sealice_microbiome,S21033SL1,,TChang_UBC,raw,
U21034,sealice_microbiome,S21034SL1,,TChang_UBC,raw,
U21036,sealice_microbiome,S21036SL1,,TChang_UBC,raw,
U21035,sealice_microbiome,S21035SL1,,TChang_UBC,raw,
U22207,sealice_microbiome,S22207SL1,,TChang_UBC,raw,
U22204,sealice_microbiome,S22204SL1,,TChang_UBC,raw,
U20865,sealice_microbiome,S20865SL1,,TChang_UBC,raw,
U20870,sealice_microbiome,S20870SL1,,TChang_UBC,raw,
U20864,sealice_microbiome,S20864SL1,,TChang_UBC,raw,
U22231,sealice_microbiome,S22231SL1,,TChang_UBC,raw,
U22236,sealice_microbiome,S22236SL1,,TChang_UBC,raw,
U22333,sealice_microbiome,S22333SL1,,TChang_UBC,raw,
U22200,sealice_microbiome,S22200SL1,,TChang_UBC,raw,
U22196,sealice_microbiome,S22196SL1,,TChang_UBC,raw,
U22195,sealice_microbiome,S22195SL1,,TChang_UBC,raw,
U22199,sealice_microbiome,S22199SL1,,TChang_UBC,raw,
U22198,sealice_microbiome,S22198SL1,Sea louse broken,TChang_UBC,raw,
U22197,sealice_microbiome,S22197SL1,,TChang_UBC,raw,
U22193,sealice_microbiome,S22193SL1,,TChang_UBC,raw,
U22505,sealice_microbiome,S22505SL1,,TChang_UBC,raw,
U22503,sealice_microbiome,S22503SL1,,TChang_UBC,raw,
U22203,sealice_microbiome,S22203SL1,,TChang_UBC,raw,
U22202,sealice_microbiome,S22202SL1,,TChang_UBC,raw,
U22205,sealice_microbiome,S22205SL1,,TChang_UBC,raw,
U22201,sealice_microbiome,S22201SL1,,TChang_UBC,raw,
U21210,sealice_microbiome,S21210SL1,,TChang_UBC,raw,
U21204,sealice_microbiome,S21204SL1,,TChang_UBC,raw,
U22177,sealice_microbiome,S22177SL1,,TChang_UBC,raw,
U22178,sealice_microbiome,S22178SL1,,TChang_UBC,raw,
U22173,sealice_microbiome,S22173SL1,,TChang_UBC,raw,
U22171,sealice_microbiome,S22171SL1,,TChang_UBC,raw,
U22172,sealice_microbiome,S22172SL1,,TChang_UBC,raw,
U22179,sealice_microbiome,S22179SL1,,TChang_UBC,raw,
U22180,sealice_microbiome,S22180SL1,,TChang_UBC,raw,
U22176,sealice_microbiome,S22176SL1,,TChang_UBC,raw,
U22175,sealice_microbiome,S22175SL1,,TChang_UBC,raw,
U20540,sealice_microbiome,S20540SL1,,TChang_UBC,raw,
U20539,sealice_microbiome,S20539SL1,,TChang_UBC,raw,
U20538,sealice_microbiome,S20538SL1,,TChang_UBC,raw,
U20532,sealice_microbiome,S20532SL1,,TChang_UBC,raw,
U20537,sealice_microbiome,S20537SL1,,TChang_UBC,raw,
U22259,sealice_microbiome,S22259SL1,,TChang_UBC,raw,
U22255,sealice_microbiome,S22255SL1,,TChang_UBC,raw,
U22251,sealice_microbiome,S22251SL1,,TChang_UBC,raw,
U22257,sealice_microbiome,S22257SL1,,TChang_UBC,raw,
U22254,sealice_microbiome,S22254SL1,,TChang_UBC,raw,
U22260,sealice_microbiome,S22260SL1,,TChang_UBC,raw,
U20531,sealice_microbiome,S20531SL1,,TChang_UBC,raw,
U21313,sealice_microbiome,S21313SL1,,TChang_UBC,raw,
U21311,sealice_microbiome,S21311SL1,,TChang_UBC,raw,
U21315,sealice_microbiome,S21315SL1,,TChang_UBC,raw,
U21985,sealice_microbiome,S21985SL1,,TChang_UBC,raw,
U21990,sealice_microbiome,S21990SL1,,TChang_UBC,raw,
U21861,sealice_microbiome,S21861SL1,,TChang_UBC,raw,
U21868,sealice_microbiome,S21868SL1,,TChang_UBC,raw,
U21863,sealice_microbiome,S21863SL1,,TChang_UBC,raw,
U21867,sealice_microbiome,S21867SL1,,TChang_UBC,raw,
U21839,sealice_microbiome,S21839SL1,,TChang_UBC,raw,
U21838,sealice_microbiome,S21838SL1,,TChang_UBC,raw,
U21837,sealice_microbiome,S21837SL1,,TChang_UBC,raw,
U21832,sealice_microbiome,S21832SL1,,TChang_UBC,raw,
U21831,sealice_microbiome,S21831SL1,,TChang_UBC,raw,
U21835,sealice_microbiome,S21835SL1,,TChang_UBC,raw,
U21840,sealice_microbiome,S21840SL1,,TChang_UBC,raw,
U21866,sealice_microbiome,S21866SL1,,TChang_UBC,raw,
U21869,sealice_microbiome,S21869SL1,,TChang_UBC,raw,
U21435,sealice_microbiome,S21435SL1,,TChang_UBC,raw,
U21431,sealice_microbiome,S21431SL1,,TChang_UBC,raw,
U21433,sealice_microbiome,S21433SL1,,TChang_UBC,raw,
U21440,sealice_microbiome,S21440SL1,Only half of 1 louse,TChang_UBC,raw,
U21994,sealice_microbiome,S21994SL1,,TChang_UBC,raw,
U21992,sealice_microbiome,S21992SL1,,TChang_UBC,raw,
U21995,sealice_microbiome,S21995SL1,,TChang_UBC,raw,
U21991,sealice_microbiome,S21991SL1,,TChang_UBC,raw,
U21828,sealice_microbiome,S21828SL1,,TChang_UBC,raw,
U21824,sealice_microbiome,S21824SL1,,TChang_UBC,raw,
U21823,sealice_microbiome,S21823SL1,,TChang_UBC,raw,
U21821,sealice_microbiome,S21821SL1,,TChang_UBC,raw,
U21825,sealice_microbiome,S21825SL1,,TChang_UBC,raw,
U21361,sealice_microbiome,S21361SL1,,TChang_UBC,raw,
U22341,sealice_microbiome,S22341SL1,,TChang_UBC,raw,
U22371,sealice_microbiome,S22371SL1,,TChang_UBC,raw,
U21891,sealice_microbiome,S21891SL1,,TChang_UBC,raw,
U21897,sealice_microbiome,S21897SL1,,TChang_UBC,raw,
U21896,sealice_microbiome,S21896SL1,,TChang_UBC,raw,
U21892,sealice_microbiome,S21892SL1,,TChang_UBC,raw,
U21899,sealice_microbiome,S21899SL1,,TChang_UBC,raw,
U21898,sealice_microbiome,S21898SL1,,TChang_UBC,raw,
U21894,sealice_microbiome,S21894SL1,,TChang_UBC,raw,
U20708,sealice_microbiome,S20708SL1,,TChang_UBC,raw,
U20706,sealice_microbiome,S20706SL1,,TChang_UBC,raw,
U20702,sealice_microbiome,S20702SL1,,TChang_UBC,raw,
U20709,sealice_microbiome,S20709SL1,,TChang_UBC,raw,
U20710,sealice_microbiome,S20710SL1,Sea louse mangled,TChang_UBC,raw,
U20704,sealice_microbiome,S20704SL1,,TChang_UBC,raw,
U21214,sealice_microbiome,S21214SL1,,TChang_UBC,raw,
U22234,sealice_microbiome,S22234SL1,,TChang_UBC,raw,
U22238,sealice_microbiome,S22238SL1,,TChang_UBC,raw,
U22298,sealice_microbiome,S22298SL1,,TChang_UBC,raw,
U22300,sealice_microbiome,S22300SL1,,TChang_UBC,raw,
U22299,sealice_microbiome,S22299SL1,,TChang_UBC,raw,
U22291,sealice_microbiome,S22291SL1,,TChang_UBC,raw,
U22293,sealice_microbiome,S22293SL1,,TChang_UBC,raw,
U22292,sealice_microbiome,S22292SL1,,TChang_UBC,raw,
U22297,sealice_microbiome,S22297SL1,,TChang_UBC,raw,
U22296,sealice_microbiome,S22296SL1,,TChang_UBC,raw,
U20712,sealice_microbiome,S20712SL1,,TChang_UBC,raw,
U20719,sealice_microbiome,S20719SL1,,TChang_UBC,raw,
U20713,sealice_microbiome,S20713SL1,,TChang_UBC,raw,
U20711,sealice_microbiome,S20711SL1,,TChang_UBC,raw,
U20717,sealice_microbiome,S20717SL1,,TChang_UBC,raw,
U20126,sealice_microbiome,S20126SL1,,TChang_UBC,raw,
U20050,sealice_microbiome,S20050SL1,,TChang_UBC,raw,
U20045,sealice_microbiome,S20045SL1,,TChang_UBC,raw,
U20049,sealice_microbiome,S20049SL1,,TChang_UBC,raw,
U20048,sealice_microbiome,S20048SL1,,TChang_UBC,raw,
U20042,sealice_microbiome,S20042SL1,,TChang_UBC,raw,
U20041,sealice_microbiome,S20041SL1,,TChang_UBC,raw,
U20047,sealice_microbiome,S20047SL1,,TChang_UBC,raw,
U20046,sealice_microbiome,S20046SL1,,TChang_UBC,raw,
U20094,sealice_microbiome,S20094SL1,,TChang_UBC,raw,
U20095,sealice_microbiome,S20095SL1,,TChang_UBC,raw,
U21601,sealice_microbiome,S21601SL1,,TChang_UBC,raw,
U21609,sealice_microbiome,S21609SL1,,TChang_UBC,raw,
U21606,sealice_microbiome,S21606SL1,,TChang_UBC,raw,
U21607,sealice_microbiome,S21607SL1,,TChang_UBC,raw,
U20139,sealice_microbiome,S20139SL1,,TChang_UBC,raw,
U20140,sealice_microbiome,S20140SL1,,TChang_UBC,raw,
U20135,sealice_microbiome,S20135SL1,,TChang_UBC,raw,
U20136,sealice_microbiome,S20136SL1,,TChang_UBC,raw,
U20091,sealice_microbiome,S20091SL1,,TChang_UBC,raw,
U20092,sealice_microbiome,S20092SL1,,TChang_UBC,raw,
U20097,sealice_microbiome,S20097SL1,,TChang_UBC,raw,
U20099,sealice_microbiome,S20099SL1,,TChang_UBC,raw,
U20096,sealice_microbiome,S20096SL1,,TChang_UBC,raw,
U20106,sealice_microbiome,S20106SL1,,TChang_UBC,raw,
U20107,sealice_microbiome,S20107SL1,,TChang_UBC,raw,
U20121,sealice_microbiome,S20121SL1,,TChang_UBC,raw,
U20127,sealice_microbiome,S20127SL1,,TChang_UBC,raw,
U20128,sealice_microbiome,S20128SL1,,TChang_UBC,raw,
U20103,sealice_microbiome,S20103SL1,,TChang_UBC,raw,
U20109,sealice_microbiome,S20109SL1,,TChang_UBC,raw,
U20350,sealice_microbiome,S20350SL1,,TChang_UBC,raw,
U20347,sealice_microbiome,S20347SL1,,TChang_UBC,raw,
U20341,sealice_microbiome,S20341SL1,,TChang_UBC,raw,
U20342,sealice_microbiome,S20342SL1,,TChang_UBC,raw,
U22556,sealice_microbiome,S22556SL1,,TChang_UBC,raw,
U22558,sealice_microbiome,S22558SL1,,TChang_UBC,raw,
U22553,sealice_microbiome,S22553SL1,,TChang_UBC,raw,
U22551,sealice_microbiome,S22551SL1,,TChang_UBC,raw,
U22552,sealice_microbiome,S22552SL1,,TChang_UBC,raw,
U22559,sealice_microbiome,S22559SL1,,TChang_UBC,raw,
U22560,sealice_microbiome,S22560SL1,,TChang_UBC,raw,
U22557,sealice_microbiome,S22557SL1,,TChang_UBC,raw,
U22555,sealice_microbiome,S22555SL1,,TChang_UBC,raw,
U20236,sealice_microbiome,S20236SL1,,TChang_UBC,raw,
U20233,sealice_microbiome,S20233SL1,,TChang_UBC,raw,
U20745,sealice_microbiome,S20745SL1,,TChang_UBC,raw,
U20743,sealice_microbiome,S20743SL1,,TChang_UBC,raw,
U20744,sealice_microbiome,S20744SL1,,TChang_UBC,raw,
U20749,sealice_microbiome,S20749SL1,,TChang_UBC,raw,
U20746,sealice_microbiome,S20746SL1,,TChang_UBC,raw,
U20742,sealice_microbiome,S20742SL1,,TChang_UBC,raw,
U20747,sealice_microbiome,S20747SL1,,TChang_UBC,raw,
U20748,sealice_microbiome,S20748SL1,,TChang_UBC,raw,
U20741,sealice_microbiome,S20741SL1,,TChang_UBC,raw,
U20228,sealice_microbiome,S20228SL1,,TChang_UBC,raw,
U20225,sealice_microbiome,S20225SL1,,TChang_UBC,raw,
U20208,sealice_microbiome,S20208SL1,,TChang_UBC,raw,
U20206,sealice_microbiome,S20206SL1,,TChang_UBC,raw,
U20207,sealice_microbiome,S20207SL1,,TChang_UBC,raw,
U20204,sealice_microbiome,S20204SL1,,TChang_UBC,raw,
U20336,sealice_microbiome,S20336SL1,,TChang_UBC,raw,
U20333,sealice_microbiome,S20333SL1,,TChang_UBC,raw,
U20331,sealice_microbiome,S20331SL1,,TChang_UBC,raw,
U20340,sealice_microbiome,S20340SL1,,TChang_UBC,raw,
U20335,sealice_microbiome,S20335SL1,,TChang_UBC,raw,
U20334,sealice_microbiome,S20334SL1,,TChang_UBC,raw,
U20222,sealice_microbiome,S20222SL1,,TChang_UBC,raw,
U20226,sealice_microbiome,S20226SL1,,TChang_UBC,raw,
U20330,sealice_microbiome,S20330SL1,,TChang_UBC,raw,
U20324,sealice_microbiome,S20324SL1,,TChang_UBC,raw,
U21857,sealice_microbiome,S21857SL1,,TChang_UBC,raw,
U21860,sealice_microbiome,S21860SL1,,TChang_UBC,raw,
U21851,sealice_microbiome,S21851SL1,,TChang_UBC,raw,
U21856,sealice_microbiome,S21856SL1,,TChang_UBC,raw,
U20612,sealice_microbiome,S20612SL1,,TChang_UBC,raw,
U20613,sealice_microbiome,S20613SL1,,TChang_UBC,raw,
U20614,sealice_microbiome,S20614SL1,,TChang_UBC,raw,
U20619,sealice_microbiome,S20619SL1,,TChang_UBC,raw,
U20618,sealice_microbiome,S20618SL1,,TChang_UBC,raw,
U20783,sealice_microbiome,S20783SL1,,TChang_UBC,raw,
U20031,sealice_microbiome,S20031SL1,,TChang_UBC,raw,
U20779,sealice_microbiome,S20779SL1,,TChang_UBC,raw,
U20778,sealice_microbiome,S20778SL1,,TChang_UBC,raw,
U20292,sealice_microbiome,S20292SL1,Sea louse mangled; urosome might be unidentifiable,TChang_UBC,raw,
U20297,sealice_microbiome,S20297SL1,,TChang_UBC,raw,
U20291,sealice_microbiome,S20291SL1,,TChang_UBC,raw,
U20604,sealice_microbiome,S20604SL1,,TChang_UBC,raw,
U20283,sealice_microbiome,S20283SL1,,TChang_UBC,raw,
U20439,sealice_microbiome,S20439SL1,,TChang_UBC,raw,
U20431,sealice_microbiome,S20431SL1,,TChang_UBC,raw,
U20435,sealice_microbiome,S20435SL1,,TChang_UBC,raw,
U20642,sealice_microbiome,S20642SL1,,TChang_UBC,raw,
U20643,sealice_microbiome,S20643SL1,,TChang_UBC,raw,
U20289,sealice_microbiome,S20289SL1,,TChang_UBC,raw,
U20285,sealice_microbiome,S20285SL1,,TChang_UBC,raw,
U20287,sealice_microbiome,S20287SL1,,TChang_UBC,raw,
U20309,sealice_microbiome,S20309SL1,,TChang_UBC,raw,
U20305,sealice_microbiome,S20305SL1,,TChang_UBC,raw,
U20770,sealice_microbiome,S20770SL1,,TChang_UBC,raw,
U20762,sealice_microbiome,S20762SL1,,TChang_UBC,raw,
U20459,sealice_microbiome,S20459SL1,,TChang_UBC,raw,
U20456,sealice_microbiome,S20456SL1,,TChang_UBC,raw,
U20457,sealice_microbiome,S20457SL1,,TChang_UBC,raw,
U20454,sealice_microbiome,S20454SL1,,TChang_UBC,raw,
U20470,sealice_microbiome,S20470SL1,,TChang_UBC,raw,
U20464,sealice_microbiome,S20464SL1,,TChang_UBC,raw,
U21639,sealice_microbiome,S21639SL1,1 louse urosome separated,TChang_UBC,raw,
U21636,sealice_microbiome,S21636SL1,,TChang_UBC,raw,
U20765,sealice_microbiome,S20765SL1,,TChang_UBC,raw,
U20639,sealice_microbiome,S20639SL1,,TChang_UBC,raw,
U20401,sealice_microbiome,S20401SL1,,TChang_UBC,raw,
U21253,sealice_microbiome,S21253SL1,,TChang_UBC,raw,
U21259,sealice_microbiome,S21259SL1,,TChang_UBC,raw,
U21256,sealice_microbiome,S21256SL1,,TChang_UBC,raw,
U21260,sealice_microbiome,S21260SL1,,TChang_UBC,raw,
U21257,sealice_microbiome,S21257SL1,,TChang_UBC,raw,
U21251,sealice_microbiome,S21251SL1,,TChang_UBC,raw,
U21252,sealice_microbiome,S21252SL1,,TChang_UBC,raw,
U21309,sealice_microbiome,S21309SL1,,TChang_UBC,raw,
U21519,sealice_microbiome,S21519SL1,,TChang_UBC,raw,
U21515,sealice_microbiome,S21515SL1,,TChang_UBC,raw,
U21514,sealice_microbiome,S21514SL1,,TChang_UBC,raw,
U21518,sealice_microbiome,S21518SL1,,TChang_UBC,raw,
U21517,sealice_microbiome,S21517SL1,,TChang_UBC,raw,
U21516,sealice_microbiome,S21516SL1,,TChang_UBC,raw,
U21512,sealice_microbiome,S21512SL1,,TChang_UBC,raw,
U20997,sealice_microbiome,S20997SL1,,TChang_UBC,raw,
U20998,sealice_microbiome,S20998SL1,,TChang_UBC,raw,
U20995,sealice_microbiome,S20995SL1,,TChang_UBC,raw,
U21308,sealice_microbiome,S21308SL1,,TChang_UBC,raw,
U21305,sealice_microbiome,S21305SL1,,TChang_UBC,raw,
U20991,sealice_microbiome,S20991SL1,,TChang_UBC,raw,
U21381,sealice_microbiome,S21381SL1,,TChang_UBC,raw,
U21398,sealice_microbiome,S21398SL1,,TChang_UBC,raw,
U21346,sealice_microbiome,S21346SL1,,TChang_UBC,raw,
U21350,sealice_microbiome,S21350SL1,,TChang_UBC,raw,
U21345,sealice_microbiome,S21345SL1,1 cal no urosome,TChang_UBC,raw,
U21348,sealice_microbiome,S21348SL1,,TChang_UBC,raw,
U21341,sealice_microbiome,S21341SL1,,TChang_UBC,raw,
U21344,sealice_microbiome,S21344SL1,,TChang_UBC,raw,
U21342,sealice_microbiome,S21342SL1,,TChang_UBC,raw,
U21349,sealice_microbiome,S21349SL1,,TChang_UBC,raw,
U21347,sealice_microbiome,S21347SL1,,TChang_UBC,raw,
U21343,sealice_microbiome,S21343SL1,Half of lice were broken,TChang_UBC,raw,
U21030,sealice_microbiome,S21030SL1,,TChang_UBC,raw,
U21024,sealice_microbiome,S21024SL1,,TChang_UBC,raw,
U20845,sealice_microbiome,S20845SL1,,TChang_UBC,raw,
U20848,sealice_microbiome,S20848SL1,,TChang_UBC,raw,
U20850,sealice_microbiome,S20850SL1,,TChang_UBC,raw,
U20843,sealice_microbiome,S20843SL1,,TChang_UBC,raw,
U20842,sealice_microbiome,S20842SL1,,TChang_UBC,raw,
U21155,sealice_microbiome,S21155SL1,,TChang_UBC,raw,
U21151,sealice_microbiome,S21151SL1,,TChang_UBC,raw,
U21392,sealice_microbiome,S21392SL1,,TChang_UBC,raw,
U21391,sealice_microbiome,S21391SL1,,TChang_UBC,raw,
U21394,sealice_microbiome,S21394SL1,,TChang_UBC,raw,
U21395,sealice_microbiome,S21395SL1,,TChang_UBC,raw,
U21396,sealice_microbiome,S21396SL1,,TChang_UBC,raw,
U21400,sealice_microbiome,S21400SL1,,TChang_UBC,raw,
U21399,sealice_microbiome,S21399SL1,,TChang_UBC,raw,
U21397,sealice_microbiome,S21397SL1,,TChang_UBC,raw,
U21099,sealice_microbiome,S21099SL1,,TChang_UBC,raw,
U21092,sealice_microbiome,S21092SL1,,TChang_UBC,raw,
U21091,sealice_microbiome,S21091SL1,,TChang_UBC,raw,
U21093,sealice_microbiome,S21093SL1,,TChang_UBC,raw,
U21157,sealice_microbiome,S21157SL1,,TChang_UBC,raw,
U21156,sealice_microbiome,S21156SL1,,TChang_UBC,raw,
U21154,sealice_microbiome,S21154SL1,,TChang_UBC,raw,
U21153,sealice_microbiome,S21153SL1,,TChang_UBC,raw,
U21159,sealice_microbiome,S21159SL1,,TChang_UBC,raw,
U21158,sealice_microbiome,S21158SL1,,TChang_UBC,raw,
U21152,sealice_microbiome,S21152SL1,,TChang_UBC,raw,
U20971,sealice_microbiome,S20971SL1,,TChang_UBC,raw,
U20977,sealice_microbiome,S20977SL1,,TChang_UBC,raw,
U20978,sealice_microbiome,S20978SL1,,TChang_UBC,raw,
U20974,sealice_microbiome,S20974SL1,,TChang_UBC,raw,
U20980,sealice_microbiome,S20980SL1,,TChang_UBC,raw,
U20518,sealice_microbiome,S20518SL1,,TChang_UBC,raw,
U20517,sealice_microbiome,S20517SL1,,TChang_UBC,raw,
U20514,sealice_microbiome,S20514SL1,,TChang_UBC,raw,
U20892,sealice_microbiome,S20892SL1,,TChang_UBC,raw,
U20893,sealice_microbiome,S20893SL1,,TChang_UBC,raw,
U20894,sealice_microbiome,S20894SL1,,TChang_UBC,raw,
U20891,sealice_microbiome,S20891SL1,,TChang_UBC,raw,
U20900,sealice_microbiome,S20900SL1,,TChang_UBC,raw,
U21673,sealice_microbiome,S21673SL1,,TChang_UBC,raw,
U20577,sealice_microbiome,S20577SL1,,TChang_UBC,raw,
U20574,sealice_microbiome,S20574SL1,,TChang_UBC,raw,
U20515,sealice_microbiome,S20515SL1,,TChang_UBC,raw,
U20519,sealice_microbiome,S20519SL1,,TChang_UBC,raw,
U20578,sealice_microbiome,S20578SL1,,TChang_UBC,raw,
U20572,sealice_microbiome,S20572SL1,,TChang_UBC,raw,
U20571,sealice_microbiome,S20571SL1,,TChang_UBC,raw,
U20059,sealice_microbiome,S20059SL1,,TChang_UBC,raw,
U20051,sealice_microbiome,S20051SL1,,TChang_UBC,raw,
U20052,sealice_microbiome,S20052SL1,,TChang_UBC,raw,
U20721,sealice_microbiome,S20721SL1,,TChang_UBC,raw,
U21700,sealice_microbiome,S21700SL1,,TChang_UBC,raw,
U21697,sealice_microbiome,S21697SL1,,TChang_UBC,raw,
U21696,sealice_microbiome,S21696SL1,,TChang_UBC,raw,
U21695,sealice_microbiome,S21695SL1,,TChang_UBC,raw,
U20623,sealice_microbiome,S20623SL1,,TChang_UBC,raw,
U20015,sealice_microbiome,S20015SL1,Louse might be a chalimus B,TChang_UBC,raw,
U20019,sealice_microbiome,S20019SL1,,TChang_UBC,raw,
U20661,sealice_microbiome,S20661SL1,,TChang_UBC,raw,
U20902,sealice_microbiome,S20902SL1,,TChang_UBC,raw,
U20495,sealice_microbiome,S20495SL1,,TChang_UBC,raw,
U21291,sealice_microbiome,S21291SL1,,TChang_UBC,raw,
U21371,sealice_microbiome,S21371SL1,,TChang_UBC,raw,
U20371,sealice_microbiome,S20371SL1,,TChang_UBC,raw,
U20211,sealice_microbiome,S20211SL1,,TChang_UBC,raw,
U20196,sealice_microbiome,S20196SL1,,TChang_UBC,raw,
U21326,sealice_microbiome,S21326SL1,,TChang_UBC,raw,
U21325,sealice_microbiome,S21325SL1,,TChang_UBC,raw,
U21327,sealice_microbiome,S21327SL1,,TChang_UBC,raw,
U21329,sealice_microbiome,S21329SL1,,TChang_UBC,raw,
U20492,sealice_microbiome,S20492SL1,,TChang_UBC,raw,
U21508,sealice_microbiome,S21508SL1,,TChang_UBC,raw,
U21504,sealice_microbiome,S21504SL1,,TChang_UBC,raw,
U21501,sealice_microbiome,S21501SL1,,TChang_UBC,raw,
U21507,sealice_microbiome,S21507SL1,,TChang_UBC,raw,
U21506,sealice_microbiome,S21506SL1,,TChang_UBC,raw,
U21505,sealice_microbiome,S21505SL1,,TChang_UBC,raw,
U21502,sealice_microbiome,S21502SL1,,TChang_UBC,raw,
U21509,sealice_microbiome,S21509SL1,,TChang_UBC,raw,
U21510,sealice_microbiome,S21510SL1,,TChang_UBC,raw,
U21337,sealice_microbiome,S21337SL1,,TChang_UBC,raw,
U21339,sealice_microbiome,S21339SL1,,TChang_UBC,raw,
U20061,sealice_microbiome,S20061SL1,,TChang_UBC,raw,
U20064,sealice_microbiome,S20064SL1,,TChang_UBC,raw,
U20068,sealice_microbiome,S20068SL1,,TChang_UBC,raw,
U20065,sealice_microbiome,S20065SL1,,TChang_UBC,raw,
U21410,sealice_microbiome,S21410SL1,,TChang_UBC,raw,
U21408,sealice_microbiome,S21408SL1,,TChang_UBC,raw,
U21405,sealice_microbiome,S21405SL1,,TChang_UBC,raw,
U21406,sealice_microbiome,S21406SL1,,TChang_UBC,raw,
U20168,sealice_microbiome,S20168SL1,,TChang_UBC,raw,
U21401,sealice_microbiome,S21401SL1,,TChang_UBC,raw,
U20404,sealice_microbiome,S20404SL1,,TChang_UBC,raw,
U20403,sealice_microbiome,S20403SL1,,TChang_UBC,raw,
U20934,sealice_microbiome,S20934SL1,,TChang_UBC,raw,
U20938,sealice_microbiome,S20938SL1,,TChang_UBC,raw,
U20940,sealice_microbiome,S20940SL1,,TChang_UBC,raw,
U20933,sealice_microbiome,S20933SL1,,TChang_UBC,raw,
U20937,sealice_microbiome,S20937SL1,,TChang_UBC,raw,
U20935,sealice_microbiome,S20935SL1,,TChang_UBC,raw,
U20936,sealice_microbiome,S20936SL1,,TChang_UBC,raw,
U21195,sealice_microbiome,S21195SL1,,TChang_UBC,raw,
U21196,sealice_microbiome,S21196SL1,,TChang_UBC,raw,
U21336,sealice_microbiome,S21336SL1,,TChang_UBC,raw,
U21331,sealice_microbiome,S21331SL1,,TChang_UBC,raw,
U21335,sealice_microbiome,S21335SL1,,TChang_UBC,raw,
U21338,sealice_microbiome,S21338SL1,,TChang_UBC,raw,
U21332,sealice_microbiome,S21332SL1,,TChang_UBC,raw,
U21125,sealice_microbiome,S21125SL1,,TChang_UBC,raw,
U21127,sealice_microbiome,S21127SL1,,TChang_UBC,raw,
U21200,sealice_microbiome,S21200SL1,,TChang_UBC,raw,
U21193,sealice_microbiome,S21193SL1,,TChang_UBC,raw,
U21198,sealice_microbiome,S21198SL1,,TChang_UBC,raw,
U21194,sealice_microbiome,S21194SL1,,TChang_UBC,raw,
U21197,sealice_microbiome,S21197SL1,,TChang_UBC,raw,
U21191,sealice_microbiome,S21191SL1,,TChang_UBC,raw,
U21192,sealice_microbiome,S21192SL1,,TChang_UBC,raw,
U21630,sealice_microbiome,S21630SL1,,TChang_UBC,raw,
U20986,sealice_microbiome,S20986SL1,,TChang_UBC,raw,
U20990,sealice_microbiome,S20990SL1,,TChang_UBC,raw,
U20984,sealice_microbiome,S20984SL1,,TChang_UBC,raw,
U20982,sealice_microbiome,S20982SL1,,TChang_UBC,raw,
U20989,sealice_microbiome,S20989SL1,,TChang_UBC,raw,
U21428,sealice_microbiome,S21428SL1,,TChang_UBC,raw,
U20794,sealice_microbiome,S20794SL1,,TChang_UBC,raw,
U20793,sealice_microbiome,S20793SL1,,TChang_UBC,raw,
U20796,sealice_microbiome,S20796SL1,,TChang_UBC,raw,
