sample_id,sample_type,ufn,sample_comments,analyzing_lab,quality_level,quality_log
S12903XM1,extra_muscle,U12903,NA,NA,raw,NA
S12906XM1,extra_muscle,U12906,XM taken from right because all of Left used for FA,NA,raw,NA
S11062XM1,extra_muscle,U11062,NA,NA,raw,NA
S11061XM1,extra_muscle,U11061,NA,NA,raw,NA
S11067XM1,extra_muscle,U11067,NA,NA,raw,NA
S11063XM1,extra_muscle,U11063,NA,NA,raw,NA
S11069XM1,extra_muscle,U11069,NA,NA,raw,NA
S11070XM1,extra_muscle,U11070,NA,NA,raw,NA
S11068XM1,extra_muscle,U11068,NA,NA,raw,NA
S11066XM1,extra_muscle,U11066,NA,NA,raw,NA
S11064XM1,extra_muscle,U11064,NA,NA,raw,NA
S11065XM1,extra_muscle,U11065,NA,NA,raw,NA
S11060XM1,extra_muscle,U11060,NA,NA,raw,NA
S11054XM1,extra_muscle,U11054,NA,NA,raw,NA
S11053XM1,extra_muscle,U11053,NA,NA,raw,NA
S11059XM1,extra_muscle,U11059,NA,NA,raw,NA
S12615XM1,extra_muscle,U12615,NA,NA,raw,NA
S12612XM1,extra_muscle,U12612,NA,NA,raw,NA
S12613XM1,extra_muscle,U12613,NA,NA,raw,NA
S12618XM1,extra_muscle,U12618,NA,NA,raw,NA
S12620XM1,extra_muscle,U12620,NA,NA,raw,NA
S12611XM1,extra_muscle,U12611,NA,NA,raw,NA
S12616XM1,extra_muscle,U12616,NA,NA,raw,NA
S12617XM1,extra_muscle,U12617,NA,NA,raw,NA
S12619XM1,extra_muscle,U12619,NA,NA,raw,NA
S12614XM1,extra_muscle,U12614,NA,NA,raw,NA
S10781XM1,extra_muscle,U10781,Sample accidentally left in coolbox overnight in -20 freezer,NA,raw,NA
S10782XM1,extra_muscle,U10782,Sample accidentally left in coolbox overnight in -20 freezer,NA,raw,NA
S10701XM1,extra_muscle,U10701,Sample accidentally left in coolbox overnight in -20 freezer,NA,raw,NA
S10623XM1,extra_muscle,U10623,NA,NA,raw,NA
S10621XM1,extra_muscle,U10621,NA,NA,raw,NA
S10622XM1,extra_muscle,U10622,NA,NA,raw,NA
S10301XM1,extra_muscle,U10301,NA,NA,raw,NA
S10593XM1,extra_muscle,U10593,NA,NA,raw,NA
S10592XM1,extra_muscle,U10592,NA,NA,raw,NA
S10591XM1,extra_muscle,U10591,NA,NA,raw,NA
S10594XM1,extra_muscle,U10594,NA,NA,raw,NA
S10595XM1,extra_muscle,U10595,NA,NA,raw,NA
S10752XM1,extra_muscle,U10752,NA,NA,raw,NA
S10751XM1,extra_muscle,U10751,NA,NA,raw,NA
S11311XM1,extra_muscle,U11311,NA,NA,raw,NA
S10961XM1,extra_muscle,U10961,NA,NA,raw,NA
S10962XM1,extra_muscle,U10962,NA,NA,raw,NA
S10964XM1,extra_muscle,U10964,NA,NA,raw,NA
S10969XM1,extra_muscle,U10969,NA,NA,raw,NA
S10970XM1,extra_muscle,U10970,NA,NA,raw,NA
S10409XM1,extra_muscle,U10409,NA,NA,raw,NA
S10406XM1,extra_muscle,U10406,NA,NA,raw,NA
S10410XM1,extra_muscle,U10410,NA,NA,raw,NA
S10404XM1,extra_muscle,U10404,NA,NA,raw,NA
S10407XM1,extra_muscle,U10407,NA,NA,raw,NA
S10403XM1,extra_muscle,U10403,NA,NA,raw,NA
S10405XM1,extra_muscle,U10405,NA,NA,raw,NA
S10725XM1,extra_muscle,U10725,NA,NA,raw,NA
S10724XM1,extra_muscle,U10724,NA,NA,raw,NA
S10729XM1,extra_muscle,U10729,NA,NA,raw,NA
S10726XM1,extra_muscle,U10726,NA,NA,raw,NA
S10728XM1,extra_muscle,U10728,NA,NA,raw,NA
S10723XM1,extra_muscle,U10723,NA,NA,raw,NA
S10495XM1,extra_muscle,U10495,NA,NA,raw,NA
S12699XM1,extra_muscle,U12699,NA,NA,raw,NA
S12700XM1,extra_muscle,U12700,NA,NA,raw,NA
S12694XM1,extra_muscle,U12694,NA,NA,raw,NA
S12696XM1,extra_muscle,U12696,NA,NA,raw,NA
S12697XM1,extra_muscle,U12697,NA,NA,raw,NA
S12692XM1,extra_muscle,U12692,NA,NA,raw,NA
S12691XM1,extra_muscle,U12691,NA,NA,raw,NA
S10804XM1,extra_muscle,U10804,NA,NA,raw,NA
S10802XM1,extra_muscle,U10802,NA,NA,raw,NA
S12647XM1,extra_muscle,U12647,NA,NA,raw,NA
S12649XM1,extra_muscle,U12649,NA,NA,raw,NA
S12643XM1,extra_muscle,U12643,NA,NA,raw,NA
S12642XM1,extra_muscle,U12642,NA,NA,raw,NA
S12641XM1,extra_muscle,U12641,NA,NA,raw,NA
S12967XM1,extra_muscle,U12967,NA,NA,raw,NA
S12963XM1,extra_muscle,U12963,NA,NA,raw,NA
S12968XM1,extra_muscle,U12968,NA,NA,raw,NA
S12965XM1,extra_muscle,U12965,NA,NA,raw,NA
S12962XM1,extra_muscle,U12962,NA,NA,raw,NA
S12565XM1,extra_muscle,U12565,NA,NA,raw,NA
S12570XM1,extra_muscle,U12570,NA,NA,raw,NA
S10966XM1,extra_muscle,U10966,NA,NA,raw,NA
S10163XM1,extra_muscle,U10163,NA,NA,raw,NA
S10170XM1,extra_muscle,U10170,NA,NA,raw,NA
S10248XM1,extra_muscle,U10248,NA,NA,raw,NA
S10246XM1,extra_muscle,U10246,NA,NA,raw,NA
S10243XM1,extra_muscle,U10243,NA,NA,raw,NA
S10242XM1,extra_muscle,U10242,NA,NA,raw,NA
S12650XM1,extra_muscle,U12650,NA,NA,raw,NA
S12648XM1,extra_muscle,U12648,NA,NA,raw,NA
S12645XM1,extra_muscle,U12645,NA,NA,raw,NA
S12646XM1,extra_muscle,U12646,NA,NA,raw,NA
S11128XM1,extra_muscle,U11128,NA,NA,raw,NA
S11122XM1,extra_muscle,U11122,NA,NA,raw,NA
S11121XM1,extra_muscle,U11121,NA,NA,raw,NA
S11129XM1,extra_muscle,U11129,NA,NA,raw,NA
S11123XM1,extra_muscle,U11123,NA,NA,raw,NA
S11125XM1,extra_muscle,U11125,NA,NA,raw,NA
S10650XM1,extra_muscle,U10650,NA,NA,raw,NA
S10642XM1,extra_muscle,U10642,NA,NA,raw,NA
S10641XM1,extra_muscle,U10641,NA,NA,raw,NA
S10648XM1,extra_muscle,U10648,NA,NA,raw,NA
S12567XM1,extra_muscle,U12567,NA,NA,raw,NA
S12563XM1,extra_muscle,U12563,NA,NA,raw,NA
S12569XM1,extra_muscle,U12569,NA,NA,raw,NA
S12566XM1,extra_muscle,U12566,NA,NA,raw,NA
S10090XM1,extra_muscle,U10090,NA,NA,raw,NA
S10087XM1,extra_muscle,U10087,NA,NA,raw,NA
S10081XM1,extra_muscle,U10081,NA,NA,raw,NA
S10088XM1,extra_muscle,U10088,NA,NA,raw,NA
S10082XM1,extra_muscle,U10082,NA,NA,raw,NA
S10563XM1,extra_muscle,U10563,NA,NA,raw,NA
S10568XM1,extra_muscle,U10568,NA,NA,raw,NA
S10561XM1,extra_muscle,U10561,NA,NA,raw,NA
S10567XM1,extra_muscle,U10567,NA,NA,raw,NA
S10570XM1,extra_muscle,U10570,NA,NA,raw,NA
S12803XM1,extra_muscle,U12803,NA,NA,raw,NA
S12805XM1,extra_muscle,U12805,NA,NA,raw,NA
S12807XM1,extra_muscle,U12807,NA,NA,raw,NA
S12698XM1,extra_muscle,U12698,NA,NA,raw,NA
S12695XM1,extra_muscle,U12695,NA,NA,raw,NA
S12693XM1,extra_muscle,U12693,NA,NA,raw,NA
S10132XM1,extra_muscle,U10132,NA,NA,raw,NA
S10131XM1,extra_muscle,U10131,NA,NA,raw,NA
S10133XM1,extra_muscle,U10133,NA,NA,raw,NA
S10134XM1,extra_muscle,U10134,NA,NA,raw,NA
S10129XM1,extra_muscle,U10129,NA,NA,raw,NA
S10125XM1,extra_muscle,U10125,NA,NA,raw,NA
S10126XM1,extra_muscle,U10126,NA,NA,raw,NA
S10127XM1,extra_muscle,U10127,NA,NA,raw,NA
S10130XM1,extra_muscle,U10130,NA,NA,raw,NA
S11167XM1,extra_muscle,U11167,NA,NA,raw,NA
S11168XM1,extra_muscle,U11168,NA,NA,raw,NA
S11169XM1,extra_muscle,U11169,NA,NA,raw,NA
S11163XM1,extra_muscle,U11163,NA,NA,raw,NA
S11164XM1,extra_muscle,U11164,NA,NA,raw,NA
S11161XM1,extra_muscle,U11161,NA,NA,raw,NA
S11165XM1,extra_muscle,U11165,NA,NA,raw,NA
S12808XM1,extra_muscle,U12808,NA,NA,raw,NA
S10244XM1,extra_muscle,U10244,NA,NA,raw,NA
S10963XM1,extra_muscle,U10963,NA,NA,raw,NA
S10481XM1,extra_muscle,U10481,NA,NA,raw,NA
S10482XM1,extra_muscle,U10482,NA,NA,raw,NA
S10483XM1,extra_muscle,U10483,NA,NA,raw,NA
S10484XM1,extra_muscle,U10484,NA,NA,raw,NA
S10602XM1,extra_muscle,U10602,NA,NA,raw,NA
S10603XM1,extra_muscle,U10603,NA,NA,raw,NA
S10604XM1,extra_muscle,U10604,NA,NA,raw,NA
S10605XM1,extra_muscle,U10605,NA,NA,raw,NA
S11052XM1,extra_muscle,U11052,NA,NA,raw,NA
S11055XM1,extra_muscle,U11055,NA,NA,raw,NA
S10121XM1,extra_muscle,U10121,NA,NA,raw,NA
S10123XM1,extra_muscle,U10123,NA,NA,raw,NA
S10128XM1,extra_muscle,U10128,NA,NA,raw,NA
S10122XM1,extra_muscle,U10122,NA,NA,raw,NA
S10124XM1,extra_muscle,U10124,NA,NA,raw,NA
S10112XM1,extra_muscle,U10112,NA,NA,raw,NA
S10111XM1,extra_muscle,U10111,NA,NA,raw,NA
S10271XM1,extra_muscle,U10271,NA,NA,raw,NA
S5073XM1,extra_muscle,U5073,NA,NA,raw,NA
S5074XM1,extra_muscle,U5074,NA,NA,raw,NA
S5075XM1,extra_muscle,U5075,NA,NA,raw,NA
S10606XM1,extra_muscle,U10606,NA,NA,raw,NA
S10562XM1,extra_muscle,U10562,NA,NA,raw,NA
S10564XM1,extra_muscle,U10564,NA,NA,raw,NA
S10569XM1,extra_muscle,U10569,NA,NA,raw,NA
S10565XM1,extra_muscle,U10565,NA,NA,raw,NA
S10566XM1,extra_muscle,U10566,NA,NA,raw,NA
S11322XM1,extra_muscle,U11322,NA,NA,raw,NA
S11323XM1,extra_muscle,U11323,NA,NA,raw,NA
S11321XM1,extra_muscle,U11321,NA,NA,raw,NA
S10601XM1,extra_muscle,U10601,NA,NA,raw,NA
S10485XM1,extra_muscle,U10485,NA,NA,raw,NA
S10490XM1,extra_muscle,U10490,NA,NA,raw,NA
S10486XM1,extra_muscle,U10486,NA,NA,raw,NA
S10487XM1,extra_muscle,U10487,NA,NA,raw,NA
S10488XM1,extra_muscle,U10488,NA,NA,raw,NA
S10489XM1,extra_muscle,U10489,NA,NA,raw,NA
S12801XM1,extra_muscle,U12801,NA,NA,raw,NA
S12804XM1,extra_muscle,U12804,NA,NA,raw,NA
S12802XM1,extra_muscle,U12802,NA,NA,raw,NA
S12806XM1,extra_muscle,U12806,NA,NA,raw,NA
S12809XM1,extra_muscle,U12809,NA,NA,raw,NA
S12810XM1,extra_muscle,U12810,NA,NA,raw,NA
S11162XM1,extra_muscle,U11162,NA,NA,raw,NA
S11170XM1,extra_muscle,U11170,NA,NA,raw,NA
S11166XM1,extra_muscle,U11166,NA,NA,raw,NA
S10083XM1,extra_muscle,U10083,NA,NA,raw,NA
S10089XM1,extra_muscle,U10089,NA,NA,raw,NA
S10086XM1,extra_muscle,U10086,NA,NA,raw,NA
S10085XM1,extra_muscle,U10085,NA,NA,raw,NA
S10084XM1,extra_muscle,U10084,NA,NA,raw,NA
S12721XM1,extra_muscle,U12721,NA,NA,raw,NA
S12728XM1,extra_muscle,U12728,NA,NA,raw,NA
S12727XM1,extra_muscle,U12727,NA,NA,raw,NA
S12725XM1,extra_muscle,U12725,NA,NA,raw,NA
S12724XM1,extra_muscle,U12724,NA,NA,raw,NA
S12722XM1,extra_muscle,U12722,NA,NA,raw,NA
S12726XM1,extra_muscle,U12726,NA,NA,raw,NA
S12730XM1,extra_muscle,U12730,NA,NA,raw,NA
S12729XM1,extra_muscle,U12729,NA,NA,raw,NA
S12723XM1,extra_muscle,U12723,NA,NA,raw,NA
S10722XM1,extra_muscle,U10722,NA,NA,raw,NA
S10730XM1,extra_muscle,U10730,NA,NA,raw,NA
S10721XM1,extra_muscle,U10721,NA,NA,raw,NA
S10727XM1,extra_muscle,U10727,NA,NA,raw,NA
S11043XM1,extra_muscle,U11043,NA,NA,raw,NA
S11042XM1,extra_muscle,U11042,NA,NA,raw,NA
S11046XM1,extra_muscle,U11046,NA,NA,raw,NA
S11044XM1,extra_muscle,U11044,NA,NA,raw,NA
S11047XM1,extra_muscle,U11047,NA,NA,raw,NA
S11050XM1,extra_muscle,U11050,NA,NA,raw,NA
S11049XM1,extra_muscle,U11049,NA,NA,raw,NA
S11048XM1,extra_muscle,U11048,NA,NA,raw,NA
S11041XM1,extra_muscle,U11041,NA,NA,raw,NA
S11045XM1,extra_muscle,U11045,NA,NA,raw,NA
S10796XM1,extra_muscle,U10796,NA,NA,raw,NA
S10795XM1,extra_muscle,U10795,NA,NA,raw,NA
S10794XM1,extra_muscle,U10794,NA,NA,raw,NA
S10165XM1,extra_muscle,U10165,NA,NA,raw,NA
S10168XM1,extra_muscle,U10168,NA,NA,raw,NA
S10169XM1,extra_muscle,U10169,NA,NA,raw,NA
S10164XM1,extra_muscle,U10164,NA,NA,raw,NA
S10161XM1,extra_muscle,U10161,NA,NA,raw,NA
S10167XM1,extra_muscle,U10167,NA,NA,raw,NA
S10162XM1,extra_muscle,U10162,NA,NA,raw,NA
S10166XM1,extra_muscle,U10166,NA,NA,raw,NA
S12969XM1,extra_muscle,U12969,NA,NA,raw,NA
S12961XM1,extra_muscle,U12961,NA,NA,raw,NA
S12966XM1,extra_muscle,U12966,NA,NA,raw,NA
S12964XM1,extra_muscle,U12964,NA,NA,raw,NA
S12970XM1,extra_muscle,U12970,NA,NA,raw,NA
S10241XM1,extra_muscle,U10241,NA,NA,raw,NA
S10247XM1,extra_muscle,U10247,NA,NA,raw,NA
S10245XM1,extra_muscle,U10245,NA,NA,raw,NA
S12561XM1,extra_muscle,U12561,NA,NA,raw,NA
S12562XM1,extra_muscle,U12562,NA,NA,raw,NA
S10792XM1,extra_muscle,U10792,NA,NA,raw,NA
S10797XM1,extra_muscle,U10797,NA,NA,raw,NA
S10791XM1,extra_muscle,U10791,NA,NA,raw,NA
S10793XM1,extra_muscle,U10793,NA,NA,raw,NA
S10798XM1,extra_muscle,U10798,NA,NA,raw,NA
S10810XM1,extra_muscle,U10810,NA,NA,raw,NA
S10807XM1,extra_muscle,U10807,NA,NA,raw,NA
S10809XM1,extra_muscle,U10809,NA,NA,raw,NA
S10805XM1,extra_muscle,U10805,Slightly thawed,NA,raw,NA
S10806XM1,extra_muscle,U10806,NA,NA,raw,NA
S11130XM1,extra_muscle,U11130,NA,NA,raw,NA
S11124XM1,extra_muscle,U11124,NA,NA,raw,NA
S11126XM1,extra_muscle,U11126,NA,NA,raw,NA
S11127XM1,extra_muscle,U11127,NA,NA,raw,NA
S10882XM1,extra_muscle,U10882,NA,NA,raw,NA
S10883XM1,extra_muscle,U10883,NA,NA,raw,NA
S12403XM1,extra_muscle,U12403,NA,NA,raw,NA
S12409XM1,extra_muscle,U12409,NA,NA,raw,NA
S12401XM1,extra_muscle,U12401,NA,NA,raw,NA
S12402XM1,extra_muscle,U12402,NA,NA,raw,NA
S12406XM1,extra_muscle,U12406,NA,NA,raw,NA
S12404XM1,extra_muscle,U12404,NA,NA,raw,NA
S12410XM1,extra_muscle,U12410,NA,NA,raw,NA
S12408XM1,extra_muscle,U12408,NA,NA,raw,NA
S12407XM1,extra_muscle,U12407,NA,NA,raw,NA
S12405XM1,extra_muscle,U12405,NA,NA,raw,NA
S12564XM1,extra_muscle,U12564,NA,NA,raw,NA
S12568XM1,extra_muscle,U12568,NA,NA,raw,NA
S10967XM1,extra_muscle,U10967,NA,NA,raw,NA
S10968XM1,extra_muscle,U10968,NA,NA,raw,NA
S10965XM1,extra_muscle,U10965,NA,NA,raw,NA
S12644XM1,extra_muscle,U12644,NA,NA,raw,NA
S10408XM1,extra_muscle,U10408,NA,NA,raw,NA
S10402XM1,extra_muscle,U10402,NA,NA,raw,NA
S10401XM1,extra_muscle,U10401,NA,NA,raw,NA
S10803XM1,extra_muscle,U10803,NA,NA,raw,NA
S10801XM1,extra_muscle,U10801,NA,NA,raw,NA
S10808XM1,extra_muscle,U10808,NA,NA,raw,NA
S10645XM1,extra_muscle,U10645,NA,NA,raw,NA
S10644XM1,extra_muscle,U10644,NA,NA,raw,NA
S10646XM1,extra_muscle,U10646,NA,NA,raw,NA
S10649XM1,extra_muscle,U10649,NA,NA,raw,NA
S10643XM1,extra_muscle,U10643,NA,NA,raw,NA
S10647XM1,extra_muscle,U10647,NA,NA,raw,NA
S12999XM1,extra_muscle,U12999,NA,NA,raw,NA
S12998XM1,extra_muscle,U12998,Sample split with fatty acid,NA,raw,NA
S13201XM1,extra_muscle,U13201,NA,NA,raw,NA
S10522XM1,extra_muscle,U10522,NA,NA,raw,NA
S10521XM1,extra_muscle,U10521,NA,NA,raw,NA
S10530XM1,extra_muscle,U10530,NA,NA,raw,NA
S10524XM1,extra_muscle,U10524,NA,NA,raw,NA
S10529XM1,extra_muscle,U10529,NA,NA,raw,NA
S10528XM1,extra_muscle,U10528,NA,NA,raw,NA
S10523XM1,extra_muscle,U10523,NA,NA,raw,NA
S13000XM1,extra_muscle,U13000,NA,NA,raw,NA
S12991XM1,extra_muscle,U12991,NA,NA,raw,NA
S12997XM1,extra_muscle,U12997,NA,NA,raw,NA
S12992XM1,extra_muscle,U12992,NA,NA,raw,NA
S12996XM1,extra_muscle,U12996,NA,NA,raw,NA
S12993XM1,extra_muscle,U12993,NA,NA,raw,NA
S12995XM1,extra_muscle,U12995,NA,NA,raw,NA
S12994XM1,extra_muscle,U12994,NA,NA,raw,NA
S10514XM1,extra_muscle,U10514,NA,NA,raw,NA
S10517XM1,extra_muscle,U10517,NA,NA,raw,NA
S10511XM1,extra_muscle,U10511,NA,NA,raw,NA
S10518XM1,extra_muscle,U10518,NA,NA,raw,NA
S10515XM1,extra_muscle,U10515,NA,NA,raw,NA
S10516XM1,extra_muscle,U10516,NA,NA,raw,NA
S10512XM1,extra_muscle,U10512,NA,NA,raw,NA
S10519XM1,extra_muscle,U10519,NA,NA,raw,NA
S10513XM1,extra_muscle,U10513,NA,NA,raw,NA
S10520XM1,extra_muscle,U10520,NA,NA,raw,NA
S13008XM1,extra_muscle,U13008,NA,NA,raw,NA
S13002XM1,extra_muscle,U13002,NA,NA,raw,NA
S13010XM1,extra_muscle,U13010,NA,NA,raw,NA
S13001XM1,extra_muscle,U13001,NA,NA,raw,NA
S13005XM1,extra_muscle,U13005,NA,NA,raw,NA
S13004XM1,extra_muscle,U13004,NA,NA,raw,NA
S13006XM1,extra_muscle,U13006,NA,NA,raw,NA
S13007XM1,extra_muscle,U13007,NA,NA,raw,NA
S13003XM1,extra_muscle,U13003,NA,NA,raw,NA
S13009XM1,extra_muscle,U13009,NA,NA,raw,NA
S10525XM1,extra_muscle,U10525,NA,NA,raw,NA
S10527XM1,extra_muscle,U10527,NA,NA,raw,NA
S10526XM1,extra_muscle,U10526,NA,NA,raw,NA
S10610XM1,extra_muscle,U10610,NA,NA,raw,NA
S10609XM1,extra_muscle,U10609,NA,NA,raw,NA
S10608XM1,extra_muscle,U10608,NA,NA,raw,NA
S10607XM1,extra_muscle,U10607,NA,NA,raw,NA
S11081XM1,extra_muscle,U11081,NA,NA,raw,NA
S11085XM1,extra_muscle,U11085,NA,NA,raw,NA
S11090XM1,extra_muscle,U11090,NA,NA,raw,NA
S11086XM1,extra_muscle,U11086,NA,NA,raw,NA
S11089XM1,extra_muscle,U11089,NA,NA,raw,NA
S11084XM1,extra_muscle,U11084,NA,NA,raw,NA
S11083XM1,extra_muscle,U11083,NA,NA,raw,NA
S11082XM1,extra_muscle,U11082,NA,NA,raw,NA
S11088XM1,extra_muscle,U11088,NA,NA,raw,NA
S11087XM1,extra_muscle,U11087,NA,NA,raw,NA
S12685XM1,extra_muscle,U12685,NA,NA,raw,NA
S12682XM1,extra_muscle,U12682,NA,NA,raw,NA
S12681XM1,extra_muscle,U12681,NA,NA,raw,NA
S12442XM1,extra_muscle,U12442,NA,NA,raw,NA
S12441XM1,extra_muscle,U12441,NA,NA,raw,NA
S12449XM1,extra_muscle,U12449,NA,NA,raw,NA
S12444XM1,extra_muscle,U12444,NA,NA,raw,NA
S12447XM1,extra_muscle,U12447,NA,NA,raw,NA
S12448XM1,extra_muscle,U12448,NA,NA,raw,NA
S12450XM1,extra_muscle,U12450,NA,NA,raw,NA
S12446XM1,extra_muscle,U12446,NA,NA,raw,NA
S12445XM1,extra_muscle,U12445,NA,NA,raw,NA
S12690XM1,extra_muscle,U12690,NA,NA,raw,NA
S12686XM1,extra_muscle,U12686,NA,NA,raw,NA
S12687XM1,extra_muscle,U12687,NA,NA,raw,NA
S12688XM1,extra_muscle,U12688,NA,NA,raw,NA
S12689XM1,extra_muscle,U12689,NA,NA,raw,NA
S12684XM1,extra_muscle,U12684,NA,NA,raw,NA
S12683XM1,extra_muscle,U12683,NA,NA,raw,NA
S12926XM1,extra_muscle,U12926,NA,NA,raw,NA
S10881XM1,extra_muscle,U10881,NA,NA,raw,NA
S12922XM1,extra_muscle,U12922,NA,NA,raw,NA
S12923XM1,extra_muscle,U12923,NA,NA,raw,NA
S12925XM1,extra_muscle,U12925,NA,NA,raw,NA
S12924XM1,extra_muscle,U12924,NA,NA,raw,NA
S12927XM1,extra_muscle,U12927,NA,NA,raw,NA
S12929XM1,extra_muscle,U12929,NA,NA,raw,NA
S12930XM1,extra_muscle,U12930,NA,NA,raw,NA
S12928XM1,extra_muscle,U12928,NA,NA,raw,NA
S12921XM1,extra_muscle,U12921,NA,NA,raw,NA
S10688XM1,extra_muscle,U10688,NA,NA,raw,NA
S12443XM1,extra_muscle,U12443,NA,NA,raw,NA
S10684XM1,extra_muscle,U10684,NA,NA,raw,NA
S10681XM1,extra_muscle,U10681,NA,NA,raw,NA
S10371XM1,extra_muscle,U10371,NA,NA,raw,NA
S12605XM1,extra_muscle,U12605,NA,NA,raw,NA
S12608XM1,extra_muscle,U12608,NA,NA,raw,NA
S12610XM1,extra_muscle,U12610,NA,NA,raw,NA
S12609XM1,extra_muscle,U12609,NA,NA,raw,NA
S12607XM1,extra_muscle,U12607,NA,NA,raw,NA
S12606XM1,extra_muscle,U12606,NA,NA,raw,NA
S12601XM1,extra_muscle,U12601,NA,NA,raw,NA
S12603XM1,extra_muscle,U12603,NA,NA,raw,NA
S12602XM1,extra_muscle,U12602,NA,NA,raw,NA
S12604XM1,extra_muscle,U12604,NA,NA,raw,NA
S10769XM1,extra_muscle,U10769,NA,NA,raw,NA
S10768XM1,extra_muscle,U10768,NA,NA,raw,NA
S10767XM1,extra_muscle,U10767,NA,NA,raw,NA
S10762XM1,extra_muscle,U10762,NA,NA,raw,NA
S10763XM1,extra_muscle,U10763,NA,NA,raw,NA
S10770XM1,extra_muscle,U10770,NA,NA,raw,NA
S10764XM1,extra_muscle,U10764,NA,NA,raw,NA
S10765XM1,extra_muscle,U10765,NA,NA,raw,NA
S10761XM1,extra_muscle,U10761,NA,NA,raw,NA
S10766XM1,extra_muscle,U10766,NA,NA,raw,NA
S10845XM1,extra_muscle,U10845,NA,NA,raw,NA
S10841XM1,extra_muscle,U10841,NA,NA,raw,NA
S10847XM1,extra_muscle,U10847,NA,NA,raw,NA
S10842XM1,extra_muscle,U10842,NA,NA,raw,NA
S10846XM1,extra_muscle,U10846,NA,NA,raw,NA
S10844XM1,extra_muscle,U10844,NA,NA,raw,NA
S10848XM1,extra_muscle,U10848,NA,NA,raw,NA
S10849XM1,extra_muscle,U10849,NA,NA,raw,NA
S10843XM1,extra_muscle,U10843,NA,NA,raw,NA
S10850XM1,extra_muscle,U10850,NA,NA,raw,NA
S12764XM1,extra_muscle,U12764,NA,NA,raw,NA
S12769XM1,extra_muscle,U12769,NA,NA,raw,NA
S12762XM1,extra_muscle,U12762,NA,NA,raw,NA
S12761XM1,extra_muscle,U12761,NA,NA,raw,NA
S12768XM1,extra_muscle,U12768,NA,NA,raw,NA
S12765XM1,extra_muscle,U12765,NA,NA,raw,NA
S12770XM1,extra_muscle,U12770,NA,NA,raw,NA
S12766XM1,extra_muscle,U12766,NA,NA,raw,NA
S12767XM1,extra_muscle,U12767,NA,NA,raw,NA
S12763XM1,extra_muscle,U12763,NA,NA,raw,NA
S11410XM1,extra_muscle,U11410,NA,NA,raw,NA
S11408XM1,extra_muscle,U11408,NA,NA,raw,NA
S11409XM1,extra_muscle,U11409,NA,NA,raw,NA
S11405XM1,extra_muscle,U11405,NA,NA,raw,NA
S11407XM1,extra_muscle,U11407,NA,NA,raw,NA
S11404XM1,extra_muscle,U11404,NA,NA,raw,NA
S11406XM1,extra_muscle,U11406,NA,NA,raw,NA
S11401XM1,extra_muscle,U11401,NA,NA,raw,NA
S11402XM1,extra_muscle,U11402,NA,NA,raw,NA
S11403XM1,extra_muscle,U11403,NA,NA,raw,NA
S10285XM1,extra_muscle,U10285,NA,NA,raw,NA
S10287XM1,extra_muscle,U10287,NA,NA,raw,NA
S10282XM1,extra_muscle,U10282,NA,NA,raw,NA
S10286XM1,extra_muscle,U10286,NA,NA,raw,NA
S10290XM1,extra_muscle,U10290,NA,NA,raw,NA
S10289XM1,extra_muscle,U10289,NA,NA,raw,NA
S10288XM1,extra_muscle,U10288,NA,NA,raw,NA
S10281XM1,extra_muscle,U10281,NA,NA,raw,NA
S10283XM1,extra_muscle,U10283,NA,NA,raw,NA
S10284XM1,extra_muscle,U10284,NA,NA,raw,NA
S10927XM1,extra_muscle,U10927,NA,NA,raw,NA
S10930XM1,extra_muscle,U10930,NA,NA,raw,NA
S10926XM1,extra_muscle,U10926,NA,NA,raw,NA
S10923XM1,extra_muscle,U10923,NA,NA,raw,NA
S10925XM1,extra_muscle,U10925,NA,NA,raw,NA
S10921XM1,extra_muscle,U10921,NA,NA,raw,NA
S10929XM1,extra_muscle,U10929,NA,NA,raw,NA
S10928XM1,extra_muscle,U10928,NA,NA,raw,NA
S10922XM1,extra_muscle,U10922,NA,NA,raw,NA
S10924XM1,extra_muscle,U10924,NA,NA,raw,NA
S13082XM1,extra_muscle,U13082,NA,NA,raw,NA
S13088XM1,extra_muscle,U13088,Punctured body cavity on FA cut,NA,raw,NA
S13090XM1,extra_muscle,U13090,NA,NA,raw,NA
S13086XM1,extra_muscle,U13086,NA,NA,raw,NA
S13087XM1,extra_muscle,U13087,NA,NA,raw,NA
S13081XM1,extra_muscle,U13081,NA,NA,raw,NA
S13083XM1,extra_muscle,U13083,NA,NA,raw,NA
S13084XM1,extra_muscle,U13084,NA,NA,raw,NA
S13085XM1,extra_muscle,U13085,NA,NA,raw,NA
S13089XM1,extra_muscle,U13089,NA,NA,raw,NA
S13249XM1,extra_muscle,U13249,NA,NA,raw,NA
S13248XM1,extra_muscle,U13248,NA,NA,raw,NA
S13250XM1,extra_muscle,U13250,NA,NA,raw,NA
S13247XM1,extra_muscle,U13247,NA,NA,raw,NA
S13241XM1,extra_muscle,U13241,NA,NA,raw,NA
S13242XM1,extra_muscle,U13242,NA,NA,raw,NA
S13243XM1,extra_muscle,U13243,NA,NA,raw,NA
S13246XM1,extra_muscle,U13246,NA,NA,raw,NA
S13244XM1,extra_muscle,U13244,NA,NA,raw,NA
S13245XM1,extra_muscle,U13245,NA,NA,raw,NA
S10361XM1,extra_muscle,U10361,NA,NA,raw,NA
