ufn,sample_id,tissue_type,stock_1,region_1,prob_1,stock_2,region_2,prob_2,stock_3,region_3,prob_3,stock_4,region_4,prob_4,stock_5,region_5,prob_5,analyzing_lab,quality_level,quality_log
U10578,S10578FC1,finclip,CHILKO,3,1,0,0,0,0,0,0,0,0,0,0,0,0,PBS,provisional,NA
U10579,S10579FC1,finclip,CHILKO,3,0.9977,CHILKO_SOUTH,2,0.0022,BIRKENHEAD,3,1.00E-04,0,0,0,0,0,0,PBS,provisional,NA
U10580,S10580FC1,finclip,CHILKO,3,0.9774,CHILKO_SOUTH,2,0.0214,DUST,1,7.00E-04,GLUSKIE,1,2.00E-04,THOMPSON_N,2,2.00E-04,PBS,provisional,NA
U10581,S10581FC1,finclip,CHILKO,3,1,0,0,0,0,0,0,0,0,0,0,0,0,PBS,provisional,NA
U10582,S10582FC1,finclip,CHILKO,3,1,0,0,0,0,0,0,0,0,0,0,0,0,PBS,provisional,NA
U10583,S10583FC1,finclip,CHILKO,3,0.9985,CHILKO_SOUTH,2,9.00E-04,PINCHI_CR,3,6.00E-04,0,0,0,0,0,0,PBS,provisional,NA
U10584,S10584FC1,finclip,CHILKO,3,0.9984,CHILKO_SOUTH,2,8.00E-04,QUESNEL_HORSEF,3,6.00E-04,L_HORSEFLY,3,1.00E-04,FIVEMILE,1,1.00E-04,PBS,provisional,NA
U10585,S10585FC1,finclip,CHILKO,3,0.8265,STELLAKO,3,0.1359,NADINA,2,0.023,CHILKO_SOUTH,2,0.0067,HUDSON_BAY,1,0.0039,PBS,provisional,NA
U10586,S10586FC1,finclip,CHILKO,3,0.9982,CHILKO-NORTH,3,0.0017,PORTAGE_CR,4,1.00E-04,0,0,0,0,0,0,PBS,provisional,NA
U10587,S10587FC1,finclip,CHILKO,3,0.987,HUDSON_BAY,1,0.0081,FELIX,1,0.0027,SEYMOUR,2,0.001,SANDPOINT,1,3.00E-04,PBS,provisional,NA
U10588,S10588FC1,finclip,CHILKO,3,0.9807,U_HORSEFLY,3,0.0111,HORSEFLY,3,0.0059,QUESNEL_HORSEF,3,0.0014,CHILKO_SOUTH,2,8.00E-04,PBS,provisional,NA
U10589,S10589FC1,finclip,CHILKO,3,0.998,QUESNEL_HORSEF,3,0.0012,HORSEFLY,3,6.00E-04,CHILKO_SOUTH,2,2.00E-04,0,0,0,PBS,provisional,NA
U10590,S10590FC1,finclip,SEYMOUR,2,0.9972,SCOTCH,2,0.0015,EAGLE,2,0.0013,0,0,0,0,0,0,PBS,provisional,NA
U10641,S10641FC1,finclip,CHILKO,3,0.9998,FIVEMILE,1,1.00E-04,CHILKO_SOUTH,2,1.00E-04,0,0,0,0,0,0,PBS,provisional,NA
U10642,S10642FC1,finclip,CHILKO,3,0.9613,STELLAKO,3,0.0136,HUDSON_BAY,1,0.0069,QUESNEL_HORSEF,3,0.0046,BLACKWATER,1,0.0036,PBS,provisional,NA
U10643,S10643FC1,finclip,THOMPSON_N,2,0.9919,CHILKO,3,0.0077,STELLAKO,3,3.00E-04,FENNELL,2,1.00E-04,0,0,0,PBS,provisional,NA
U10644,S10644FC1,finclip,CHILKO,3,1,0,0,0,0,0,0,0,0,0,0,0,0,PBS,provisional,NA
U10645,S10645FC1,finclip,CHILKO,3,0.9998,HORSEFLY,3,1.00E-04,CHILKO-NORTH,3,1.00E-04,0,0,0,0,0,0,PBS,provisional,NA
U10646,S10646FC1,finclip,CHILKO,3,0.9994,CHILKO_SOUTH,2,6.00E-04,0,0,0,0,0,0,0,0,0,PBS,provisional,NA
U10647,S10647FC1,finclip,CHILKO,3,0.6583,THOMPSON_N,2,0.3245,STELLAKO,3,0.0159,QUESNEL_HORSEF,3,8.00E-04,HORSEFLY,3,3.00E-04,PBS,provisional,NA
U10648,S10648FC1,finclip,SEYMOUR,2,0.9923,SCOTCH,2,0.0074,STELLAKO,3,2.00E-04,CHILKO,3,1.00E-04,0,0,0,PBS,provisional,NA
U10649,S10649FC1,finclip,CHILKO,3,0.9808,QUESNEL_HORSEF,3,0.0085,U_HORSEFLY,3,0.0043,CHILKO_SOUTH,2,0.0019,HORSEFLY,3,0.0016,PBS,provisional,NA
U10650,S10650FC1,finclip,STELLAKO,3,0.6685,CHILKO,3,0.3213,NADINA,2,0.0034,CHILKO_SOUTH,2,0.0023,BLACKWATER,1,0.0016,PBS,provisional,NA
U10651,S10651FC1,finclip,CHILKO,3,0.9995,STELLAKO,3,2.00E-04,QUESNEL_HORSEF,3,1.00E-04,NADINA,2,1.00E-04,THOMPSON_N,2,1.00E-04,PBS,provisional,NA
U10652,S10652FC1,finclip,CHILKO,3,0.9898,PORTAGE_CR,4,0.0044,STELLAKO,3,0.0018,BLACKWATER,1,0.001,CHILKO_SOUTH,2,7.00E-04,PBS,provisional,NA
U10653,S10653FC1,finclip,CHILKO,3,0.97,NADINA,2,0.0166,CHILKO_SOUTH,2,0.007,WEAVER,4,0.0038,BIRKENHEAD,3,0.0019,PBS,provisional,NA
U10654,S10654FC1,finclip,CHILKO,3,0.8803,QUESNEL_HORSEF,3,0.0983,WASKO_CR,3,0.0065,ROARING,3,0.005,L_HORSEFLY,3,0.0037,PBS,provisional,NA
U10655,S10655FC1,finclip,CHILKO,3,0.996,PORTAGE_CR,4,0.0015,WASKO_CR,3,0.0011,LAKEWASHINGTON,5,0.001,L_HORSEFLY,3,1.00E-04,PBS,provisional,NA
U10656,S10656FC1,finclip,CHILKO,3,0.9945,PORTAGE_CR,4,0.0044,QUESNEL_HORSEF,3,3.00E-04,CHILKO_SOUTH,2,2.00E-04,THOMPSON_N,2,2.00E-04,PBS,provisional,NA
U10657,S10657FC1,finclip,NADINA,2,0.3782,STELLAKO,3,0.3364,CHILKO,3,0.2821,BLACKWATER,1,0.0013,FELIX,1,9.00E-04,PBS,provisional,NA
U10658,S10658FC1,finclip,CHILKO,3,1,0,0,0,0,0,0,0,0,0,0,0,0,PBS,provisional,NA
U10659,S10659FC1,finclip,CHILKO,3,0.9101,FELIX,1,0.0281,CHILKO_SOUTH,2,0.0205,BLACKWATER,1,0.0203,HUDSON_BAY,1,0.007,PBS,provisional,NA
U10660,S10660FC1,finclip,CHILKO,3,0.9952,CHILKO-NORTH,3,0.002,DUST,1,7.00E-04,THOMPSON_N,2,6.00E-04,STELLAKO,3,6.00E-04,PBS,provisional,NA
U10661,S10661FC1,finclip,STELLAKO,3,0.5312,CHILKO,3,0.4075,BIRKENHEAD,3,0.0388,LAKEWASHINGTON,5,0.0122,WEAVER,4,0.0039,PBS,provisional,NA
U10662,S10662FC1,finclip,CHILKO,3,0.9972,WASKO_CR,3,0.0019,QUESNEL_HORSEF,3,8.00E-04,HORSEFLY,3,1.00E-04,0,0,0,PBS,provisional,NA
U10663,S10663FC1,finclip,CHILKO,3,0.9992,QUESNEL_HORSEF,3,6.00E-04,HORSEFLY,3,2.00E-04,0,0,0,0,0,0,PBS,provisional,NA
U10664,S10664FC1,finclip,CHILKO,3,0.9709,THOMPSON_N,2,0.0219,STELLAKO,3,0.0039,PORTAGE_CR,4,0.002,NADINA,2,8.00E-04,PBS,provisional,NA
U10665,S10665FC1,finclip,CHILKO,3,0.9979,CHILKO_SOUTH,2,9.00E-04,CHILKO-NORTH,3,6.00E-04,FELIX,1,6.00E-04,0,0,0,PBS,provisional,NA
U10666,S10666FC1,finclip,CHILKO,3,0.9977,STELLAKO,3,8.00E-04,LITTLE,4,6.00E-04,BLACKWATER,1,4.00E-04,FIVEMILE,1,2.00E-04,PBS,provisional,NA
U10667,S10667FC1,finclip,CHILKO,3,0.3594,STELLAKO,3,0.3527,NADINA,2,0.2631,DUST,1,0.0074,CHILKO_SOUTH,2,0.0068,PBS,provisional,NA
U10668,S10668FC1,finclip,STELLAKO,3,0.5511,CHILKO,3,0.1785,NADINA,2,0.1708,FELIX,1,0.0262,BLACKWATER,1,0.0195,PBS,provisional,NA
U10669,S10669FC1,finclip,QUESNEL_HORSEF,3,0.7459,U_HORSEFLY,3,0.1391,L_HORSEFLY,3,0.0643,HORSEFLY,3,0.0423,M_HORSEFLY,3,0.0038,PBS,provisional,NA
U10670,S10670FC1,finclip,CHILKO,3,0.9953,HUDSON_BAY,1,0.0015,BLACKWATER,1,0.0015,ROSSETTE,1,0.0013,SANDPOINT,1,2.00E-04,PBS,provisional,NA
U10721,S10721FC1,finclip,CHILKO,3,0.9986,CHILKO_SOUTH,2,7.00E-04,THOMPSON_N,2,6.00E-04,STELLAKO,3,1.00E-04,0,0,0,PBS,provisional,NA
U10722,S10722FC1,finclip,SEYMOUR,2,0.9984,SCOTCH,2,0.0012,EAGLE,2,4.00E-04,0,0,0,0,0,0,PBS,provisional,NA
U10723,S10723FC1,finclip,CHILKO,3,0.9915,CHILKO_SOUTH,2,0.0084,FELIX,1,1.00E-04,0,0,0,0,0,0,PBS,provisional,NA
U10724,S10724FC1,finclip,CHILKO,3,0.9554,THOMPSON_N,2,0.0422,SEYMOUR,2,0.002,CHILKO-NORTH,3,2.00E-04,CHILKO_SOUTH,2,1.00E-04,PBS,provisional,NA
U10725,S10725FC1,finclip,CHILKO,3,0.903,QUESNEL_HORSEF,3,0.041,THOMPSON_N,2,0.0282,STELLAKO,3,0.02,HORSEFLY,3,0.0027,PBS,provisional,NA
U10726,S10726FC1,finclip,CHILKO,3,0.5765,QUESNEL_HORSEF,3,0.3254,U_HORSEFLY,3,0.0459,L_HORSEFLY,3,0.0228,HORSEFLY,3,0.0119,PBS,provisional,NA
U10727,S10727FC1,finclip,CHILKO,3,0.9922,THOMPSON_N,2,0.0048,CHILKO_SOUTH,2,0.0029,STELLAKO,3,1.00E-04,0,0,0,PBS,provisional,NA
U10728,S10728FC1,finclip,CHILKO,3,0.9993,CHILKO_SOUTH,2,6.00E-04,QUESNEL_HORSEF,3,1.00E-04,0,0,0,0,0,0,PBS,provisional,NA
U10729,S10729FC1,finclip,SEYMOUR,2,0.9884,SCOTCH,2,0.0115,EAGLE,2,1.00E-04,0,0,0,0,0,0,PBS,provisional,NA
U10730,S10730FC1,finclip,CHILKO,3,0.9914,THOMPSON_N,2,0.0062,HORSEFLY,3,0.0016,CHILKO_SOUTH,2,6.00E-04,MCKINLEY,3,1.00E-04,PBS,provisional,NA
U10731,S10731FC1,finclip,QUESNEL_HORSEF,3,0.7168,U_HORSEFLY,3,0.1367,L_HORSEFLY,3,0.0563,HORSEFLY,3,0.0426,CHILKO,3,0.033,PBS,provisional,NA
U10732,S10732FC1,finclip,CHILKO,3,0.5748,STELLAKO,3,0.3956,SEYMOUR,2,0.0244,SCOTCH,2,0.0013,WEAVER,4,0.001,PBS,provisional,NA
U10733,S10733FC1,finclip,CHILKO,3,0.9742,THOMPSON_N,2,0.0254,STELLAKO,3,4.00E-04,0,0,0,0,0,0,PBS,provisional,NA
U10734,S10734FC1,finclip,CHILKO,3,0.9447,PORTAGE_CR,4,0.0426,THOMPSON_N,2,0.0056,U_HORSEFLY,3,0.0035,QUESNEL_HORSEF,3,0.0019,PBS,provisional,NA
U10735,S10735FC1,finclip,CHILKO,3,0.9987,QUESNEL_HORSEF,3,7.00E-04,CHILKO_SOUTH,2,6.00E-04,0,0,0,0,0,0,PBS,provisional,NA
U10736,S10736FC1,finclip,CHILKO,3,0.8873,THOMPSON_N,2,0.1037,QUESNEL_HORSEF,3,0.0054,BIRKENHEAD,3,0.002,CHILKO-NORTH,3,8.00E-04,PBS,provisional,NA
U10737,S10737FC1,finclip,CHILKO,3,0.9345,QUESNEL_HORSEF,3,0.0345,STELLAKO,3,0.0182,U_HORSEFLY,3,0.0084,HORSEFLY,3,0.0013,PBS,provisional,NA
U10738,S10738FC1,finclip,CHILKO,3,0.9165,THOMPSON_N,2,0.0362,STELLAKO,3,0.0297,QUESNEL_HORSEF,3,0.0033,BLACKWATER,1,0.0029,PBS,provisional,NA
U10739,S10739FC1,finclip,SEYMOUR,2,0.9612,STELLAKO,3,0.0182,SCOTCH,2,0.0168,L_ADAMS,4,0.0014,PORTAGE_CR,4,0.0012,PBS,provisional,NA
U10740,S10740FC1,finclip,QUESNEL_HORSEF,3,0.706,U_HORSEFLY,3,0.1329,L_HORSEFLY,3,0.0601,HORSEFLY,3,0.0427,CHILKO,3,0.0213,PBS,provisional,NA
U10741,S10741FC1,finclip,PITT,2,0.5005,WEAVER,4,0.3208,BIG_SILVER,4,0.12,PORTAGE_CR,4,0.0291,CHILKO,3,0.0161,PBS,provisional,NA
U10742,S10742FC1,finclip,CHILKO,3,0.9998,CHILKO_SOUTH,2,1.00E-04,CHILKO-NORTH,3,1.00E-04,0,0,0,0,0,0,PBS,provisional,NA
U10791,S10791FC1,finclip,CHILKO,3,0.9833,CHILKO_SOUTH,2,0.008,STELLAKO,3,0.003,BLACKWATER,1,0.0029,HUDSON_BAY,1,0.0012,PBS,provisional,NA
U10792,S10792FC1,finclip,CHILKO,3,0.9795,QUESNEL_HORSEF,3,0.0134,L_HORSEFLY,3,0.0027,U_HORSEFLY,3,0.0016,HORSEFLY,3,0.0013,PBS,provisional,NA
U10793,S10793FC1,finclip,CHILKO,3,0.9629,QUESNEL_HORSEF,3,0.0182,MITCHELL,3,0.0085,WASKO_CR,3,0.0025,U_HORSEFLY,3,0.0017,PBS,provisional,NA
U10794,S10794FC1,finclip,CHILKO,3,0.9458,QUESNEL_HORSEF,3,0.0421,U_HORSEFLY,3,0.0054,L_HORSEFLY,3,0.0036,HORSEFLY,3,0.0019,PBS,provisional,NA
U10795,S10795FC1,finclip,CHILKO,3,0.9999,CHILKO_SOUTH,2,1.00E-04,0,0,0,0,0,0,0,0,0,PBS,provisional,NA
U10796,S10796FC1,finclip,PITT,2,1,0,0,0,0,0,0,0,0,0,0,0,0,PBS,provisional,NA
U10797,S10797FC1,finclip,CHILKO,3,1,0,0,0,0,0,0,0,0,0,0,0,0,PBS,provisional,NA
U10798,S10798FC1,finclip,CHILKO,3,0.999,PINCHI_CR,3,6.00E-04,CHILKO-NORTH,3,3.00E-04,L_HORSEFLY,3,1.00E-04,0,0,0,PBS,provisional,NA
U10801,S10801FC1,finclip,THOMPSON_N,2,0.7999,CHILKO,3,0.1769,QUESNEL_HORSEF,3,0.0108,U_HORSEFLY,3,0.0037,L_HORSEFLY,3,0.0024,PBS,provisional,NA
U10802,S10802FC1,finclip,CHILKO,3,0.9938,NADINA,2,0.0033,STELLAKO,3,0.001,PORTAGE_CR,4,6.00E-04,CHILKO-NORTH,3,3.00E-04,PBS,provisional,NA
U10803,S10803FC1,finclip,CHILKO,3,0.6846,QUESNEL_HORSEF,3,0.2324,U_HORSEFLY,3,0.0416,L_HORSEFLY,3,0.0214,HORSEFLY,3,0.0113,PBS,provisional,NA
U10804,S10804FC1,finclip,CHILKO,3,0.9961,CHILKO_SOUTH,2,0.0023,THOMPSON_N,2,0.0015,L_ADAMS,4,1.00E-04,0,0,0,PBS,provisional,NA
U10805,S10805FC1,finclip,CHILKO,3,0.9941,CHILKO_SOUTH,2,0.0035,STELLAKO,3,0.0023,CHILKO-NORTH,3,1.00E-04,0,0,0,PBS,provisional,NA
U10806,S10806FC1,finclip,CHILKO,3,0.5874,PORTAGE_CR,4,0.33,THOMPSON_N,2,0.0299,L_SHUSWAP,4,0.0181,L_ADAMS,4,0.0125,PBS,provisional,NA
U10807,S10807FC1,finclip,CHILKO,3,0.979,U_HORSEFLY,3,0.0085,HORSEFLY,3,0.0062,QUESNEL_HORSEF,3,0.0045,WASKO_CR,3,7.00E-04,PBS,provisional,NA
U10808,S10808FC1,finclip,CHILKO,3,0.988,STELLAKO,3,0.0041,QUESNEL_HORSEF,3,0.0017,U_HORSEFLY,3,0.0016,HORSEFLY,3,9.00E-04,PBS,provisional,NA
U10809,S10809FC1,finclip,QUESNEL_HORSEF,3,0.7487,U_HORSEFLY,3,0.1361,L_HORSEFLY,3,0.0642,HORSEFLY,3,0.0367,CHILKO,3,0.0089,PBS,provisional,NA
U10810,S10810FC1,finclip,MITCHELL,3,0.7186,WASKO_CR,3,0.0926,QUESNEL_MITCHE,3,0.0801,CHILKO,3,0.0742,QUESNEL_DECEPT,3,0.0156,PBS,provisional,NA
U10881,S10881FC1,finclip,CHILKO,3,0.9941,CHILKO_SOUTH,2,0.0039,THOMPSON_N,2,0.0015,CHILKO-NORTH,3,5.00E-04,0,0,0,PBS,provisional,NA
U10882,S10882FC1,finclip,STELLAKO,3,0.6547,CHILKO,3,0.1777,HUDSON_BAY,1,0.0717,BLACKWATER,1,0.0391,FELIX,1,0.031,PBS,provisional,NA
U10883,S10883FC1,finclip,CHILKO,3,0.9921,QUESNEL_HORSEF,3,0.0073,WASKO_CR,3,1.00E-04,BLACKWATER,1,1.00E-04,ROARING,3,1.00E-04,PBS,provisional,NA
U10961,S10961FC1,finclip,CHILKO,3,0.6885,THOMPSON_N,2,0.307,CHILKO_SOUTH,2,0.0027,WEAVER,4,0.0011,RAFT,2,3.00E-04,PBS,provisional,NA
U10962,S10962FC1,finclip,QUESNEL_HORSEF,3,0.7522,U_HORSEFLY,3,0.1377,L_HORSEFLY,3,0.062,HORSEFLY,3,0.0422,THOMPSON_N,2,0.003,PBS,provisional,NA
U10963,S10963FC1,finclip,QUESNEL_HORSEF,3,0.7402,U_HORSEFLY,3,0.1312,L_HORSEFLY,3,0.0679,HORSEFLY,3,0.0337,CHILKO,3,0.0138,PBS,provisional,NA
U10964,S10964FC1,finclip,CHILKO,3,0.9994,CHILKO-NORTH,3,6.00E-04,0,0,0,0,0,0,0,0,0,PBS,provisional,NA
U10965,S10965FC1,finclip,CHILKO,3,0.9701,QUESNEL_HORSEF,3,0.0123,THOMPSON_N,2,0.0056,WASKO_CR,3,0.0045,U_HORSEFLY,3,0.0034,PBS,provisional,NA
U10966,S10966FC1,finclip,CHILKO,3,0.9934,CHILKO_SOUTH,2,0.0064,HUDSON_BAY,1,1.00E-04,BLACKWATER,1,1.00E-04,0,0,0,PBS,provisional,NA
U10967,S10967FC1,finclip,CHILKO,3,0.991,CHILKO_SOUTH,2,0.0055,STELLAKO,3,0.0018,FELIX,1,0.0013,DUST,1,3.00E-04,PBS,provisional,NA
U10968,S10968FC1,finclip,CHILKO,3,0.9062,CHILKO_SOUTH,2,0.093,WEAVER,4,7.00E-04,FIVEMILE,1,1.00E-04,0,0,0,PBS,provisional,NA
U10969,S10969FC1,finclip,CHILKO,3,0.951,QUESNEL_HORSEF,3,0.0384,THOMPSON_N,2,0.0061,HORSEFLY,3,0.0023,L_HORSEFLY,3,0.0015,PBS,provisional,NA
U10970,S10970FC1,finclip,CHILKO,3,0.9722,CHILKO_SOUTH,2,0.0176,STELLAKO,3,0.0055,PORTAGE_CR,4,0.0022,THOMPSON_N,2,8.00E-04,PBS,provisional,NA
U10971,S10971FC1,finclip,CHILKO,3,0.9912,STELLAKO,3,0.0078,CHILKO_SOUTH,2,8.00E-04,HORSEFLY,3,2.00E-04,0,0,0,PBS,provisional,NA
U10972,S10972FC1,finclip,CHILKO,3,0.9928,QUESNEL_HORSEF,3,0.0028,PINCHI_CR,3,0.0012,HORSEFLY,3,0.001,STELLAKO,3,8.00E-04,PBS,provisional,NA
U10973,S10973FC1,finclip,SEYMOUR,2,0.92,SCOTCH,2,0.0699,THOMPSON_N,2,0.0089,DUST,1,6.00E-04,L_ADAMS,4,3.00E-04,PBS,provisional,NA
U10974,S10974FC1,finclip,CHILKO,3,0.9987,FELIX,1,0.0012,MIDDLE,3,1.00E-04,0,0,0,0,0,0,PBS,provisional,NA
U10975,S10975FC1,finclip,CHILKO,3,0.7065,FELIX,1,0.0937,BLACKWATER,1,0.065,HUDSON_BAY,1,0.039,THOMPSON_N,2,0.0342,PBS,provisional,NA
U10976,S10976FC1,finclip,CHILKO,3,0.9737,QUESNEL_HORSEF,3,0.0168,U_HORSEFLY,3,0.003,THOMPSON_N,2,0.0017,HORSEFLY,3,0.001,PBS,provisional,NA
U10977,S10977FC1,finclip,BIRKENHEAD,3,1,0,0,0,0,0,0,0,0,0,0,0,0,PBS,provisional,NA
U10978,S10978FC1,finclip,CHILKO,3,0.7457,THOMPSON_N,2,0.1926,STELLAKO,3,0.0532,CHILKO_SOUTH,2,0.007,FELIX,1,6.00E-04,PBS,provisional,NA
U10979,S10979FC1,finclip,CHILKO,3,0.9994,CHILKO-NORTH,3,6.00E-04,0,0,0,0,0,0,0,0,0,PBS,provisional,NA
U10980,S10980FC1,finclip,STELLAKO,3,0.8461,CHILKO,3,0.1103,HORSEFLY,3,0.0362,QUESNEL_HORSEF,3,0.0019,U_HORSEFLY,3,0.0017,PBS,provisional,NA
U10981,S10981FC1,finclip,THOMPSON_N,2,0.9992,RAFT,2,8.00E-04,0,0,0,0,0,0,0,0,0,PBS,provisional,NA
U10982,S10982FC1,finclip,CHILKO,3,0.9969,CHILKO_SOUTH,2,0.0031,0,0,0,0,0,0,0,0,0,PBS,provisional,NA
U10983,S10983FC1,finclip,CHILKO,3,0.7757,THOMPSON_N,2,0.1497,QUESNEL_HORSEF,3,0.0446,PORTAGE_CR,4,0.0076,WASKO_CR,3,0.0057,PBS,provisional,NA
U10984,S10984FC1,finclip,CHILKO,3,0.9756,STELLAKO,3,0.0146,CHILKO_SOUTH,2,0.0043,QUESNEL_HORSEF,3,0.0024,WASKO_CR,3,0.0012,PBS,provisional,NA
U10985,S10985FC1,finclip,THOMPSON_N,2,0.9836,SEYMOUR,2,0.0118,CHILKO,3,0.0043,CHILKO_SOUTH,2,2.00E-04,RAFT,2,1.00E-04,PBS,provisional,NA
U10986,S10986FC1,finclip,CHILKO,3,0.9891,QUESNEL_HORSEF,3,0.0072,CHILKO_SOUTH,2,9.00E-04,U_HORSEFLY,3,9.00E-04,L_HORSEFLY,3,7.00E-04,PBS,provisional,NA
U10987,S10987FC1,finclip,CHILKO,3,0.9799,THOMPSON_N,2,0.0054,CHILKO-NORTH,3,0.0052,QUESNEL_HORSEF,3,0.0037,WASKO_CR,3,0.002,PBS,provisional,NA
U10988,S10988FC1,finclip,CHILKO,3,0.9993,CHILKO_SOUTH,2,6.00E-04,WASKO_CR,3,1.00E-04,0,0,0,0,0,0,PBS,provisional,NA
U10989,S10989FC1,finclip,CHILKO,3,0.9967,FENNELL,2,0.0014,QUESNEL_HORSEF,3,6.00E-04,BIRKENHEAD,3,6.00E-04,BLACKWATER,1,2.00E-04,PBS,provisional,NA
U10990,S10990FC1,finclip,SEYMOUR,2,0.9884,SCOTCH,2,0.0091,CHILKO,3,0.0023,EAGLE,2,1.00E-04,STELLAKO,3,1.00E-04,PBS,provisional,NA
U11041,S11041FC1,finclip,QUESNEL_HORSEF,3,0.5348,THOMPSON_N,2,0.2418,U_HORSEFLY,3,0.0712,PORTAGE_CR,4,0.051,HORSEFLY,3,0.0296,PBS,provisional,NA
U11042,S11042FC1,finclip,SEYMOUR,2,0.9917,SCOTCH,2,0.0083,0,0,0,0,0,0,0,0,0,PBS,provisional,NA
U11043,S11043FC1,finclip,CHILKO,3,0.9992,QUESNEL_HORSEF,3,7.00E-04,L_ADAMS,4,1.00E-04,0,0,0,0,0,0,PBS,provisional,NA
U11044,S11044FC1,finclip,HUDSON_BAY,1,0.3501,FELIX,1,0.225,BLACKWATER,1,0.1577,STELLAKO,3,0.1501,FORFAR,1,0.0249,PBS,provisional,NA
U11045,S11045FC1,finclip,CHILKO,3,0.987,CHILKO_SOUTH,2,0.013,0,0,0,0,0,0,0,0,0,PBS,provisional,NA
U11046,S11046FC1,finclip,CHILKO,3,0.9974,CHILKO_SOUTH,2,0.0024,L_ADAMS,4,1.00E-04,PORTAGE_CR,4,1.00E-04,0,0,0,PBS,provisional,NA
U11047,S11047FC1,finclip,SEYMOUR,2,0.9898,SCOTCH,2,0.009,EAGLE,2,0.0012,0,0,0,0,0,0,PBS,provisional,NA
U11048,S11048FC1,finclip,SEYMOUR,2,0.9876,SCOTCH,2,0.0066,CHILKO,3,0.0026,GATES_CR,2,0.0013,PORTAGE_CR,4,7.00E-04,PBS,provisional,NA
U11049,S11049FC1,finclip,CHILKO,3,0.9926,BLACKWATER,1,0.0035,FELIX,1,0.001,STELLAKO,3,0.001,SEYMOUR,2,6.00E-04,PBS,provisional,NA
U11050,S11050FC1,finclip,SEYMOUR,2,0.9229,SCOTCH,2,0.0535,STELLAKO,3,0.0212,PORTAGE_CR,4,0.0013,THOMPSON_N,2,0.0011,PBS,provisional,NA
U11051,S11051FC1,finclip,STELLAKO,3,0.7967,CHILKO,3,0.2029,NADINA,2,2.00E-04,PINCHI_CR,3,1.00E-04,CHILKO_SOUTH,2,1.00E-04,PBS,provisional,NA
U11052,S11052FC1,finclip,CHILKO,3,0.9949,HUDSON_BAY,1,0.0024,BLACKWATER,1,0.0015,CHILKO_SOUTH,2,6.00E-04,SANDPOINT,1,3.00E-04,PBS,provisional,NA
U11053,S11053FC1,finclip,CHILKO,3,0.9715,CHILKO_SOUTH,2,0.0221,HUDSON_BAY,1,0.0014,STELLAKO,3,0.0012,BIRKENHEAD,3,9.00E-04,PBS,provisional,NA
U11054,S11054FC1,finclip,CHILKO,3,0.9937,CHILKO_SOUTH,2,0.0053,THOMPSON_N,2,6.00E-04,CHILKO-NORTH,3,2.00E-04,FELIX,1,1.00E-04,PBS,provisional,NA
U11055,S11055FC1,finclip,CHILKO,3,0.8502,HUDSON_BAY,1,0.0744,BLACKWATER,1,0.0337,FIVEMILE,1,0.0231,GLUSKIE,1,0.0047,PBS,provisional,NA
U11056,S11056FC1,finclip,CHILKO,3,0.8479,HUDSON_BAY,1,0.077,BLACKWATER,1,0.0218,STELLAKO,3,0.0172,FELIX,1,0.0112,PBS,provisional,NA
U11057,S11057FC1,finclip,STELLAKO,3,0.9658,PORTAGE_CR,4,0.0149,NADINA,2,0.0061,PINCHI_CR,3,0.0031,HUDSON_BAY,1,0.0025,PBS,provisional,NA
U11058,S11058FC1,finclip,STELLAKO,3,0.9863,FELIX,1,0.009,PINCHI_CR,3,0.0024,BLACKWATER,1,8.00E-04,HUDSON_BAY,1,7.00E-04,PBS,provisional,NA
U11059,S11059FC1,finclip,CHILKO,3,0.9575,STELLAKO,3,0.0243,WEAVER,4,0.0156,THOMPSON_N,2,0.0016,NADINA,2,8.00E-04,PBS,provisional,NA
U11060,S11060FC1,finclip,SEYMOUR,2,0.9907,SCOTCH,2,0.0068,BIG_SILVER,4,7.00E-04,LAKEWASHINGTON,5,4.00E-04,HARRISON,4,4.00E-04,PBS,provisional,NA
U11061,S11061FC1,finclip,CHILKO,3,0.9297,THOMPSON_N,2,0.0276,CHILKO_SOUTH,2,0.0176,QUESNEL_HORSEF,3,0.0095,PORTAGE_CR,4,0.0091,PBS,provisional,NA
U11062,S11062FC1,finclip,CHILKO,3,0.9997,BLACKWATER,1,2.00E-04,FIVEMILE,1,1.00E-04,0,0,0,0,0,0,PBS,provisional,NA
U11063,S11063FC1,finclip,PITT,2,0.9342,SEYMOUR,2,0.0356,LITTLE,4,0.0128,STELLAKO,3,0.005,WEAVER,4,0.0024,PBS,provisional,NA
U11064,S11064FC1,finclip,BIRKENHEAD,3,0.7626,WEAVER,4,0.214,CHILKO,3,0.0115,THOMPSON_N,2,0.008,NAHATLATCH,2,0.0023,PBS,provisional,NA
U11065,S11065FC1,finclip,THOMPSON_N,2,0.9897,CHILKO,3,0.0044,BLACKWATER,1,0.0037,NAHATLATCH,2,0.0012,HUDSON_BAY,1,6.00E-04,PBS,provisional,NA
U11066,S11066FC1,finclip,CHILKO,3,0.9993,PORTAGE_CR,4,6.00E-04,L_HORSEFLY,3,1.00E-04,0,0,0,0,0,0,PBS,provisional,NA
U11067,S11067FC1,finclip,CHILKO,3,1,0,0,0,0,0,0,0,0,0,0,0,0,PBS,provisional,NA
