ufn,sample_id,sample_comments,analyzing_lab,quality_level,quality_log
U4372,SFA4772,NA,NA,Raw,
U4373,SFA4773,NA,NA,Raw,
U4374,SFA4774,NA,NA,Raw,
U4375,SFA4775,NA,NA,Raw,
U4376,SFA4776,NA,NA,Raw,
U4377,SFA4777,NA,NA,Raw,
U4378,SFA4778,NA,NA,Raw,
U4379,SFA4779,NA,NA,Raw,
U4380,SFA4780,NA,NA,Raw,
U4381,SFA4781,NA,NA,Raw,
U4382,SFA4782,NA,NA,Raw,
U4383,SFA4783,NA,NA,Raw,
U4384,SFA4784,NA,NA,Raw,
U4385,SFA4785,NA,NA,Raw,
U4386,SFA4786,NA,NA,Raw,
U4387,SFA4787,NA,NA,Raw,
U4388,SFA4788,NA,NA,Raw,
U4389,SFA4789,NA,NA,Raw,
U4390,SFA4790,NA,NA,Raw,
U4391,SFA4791,NA,NA,Raw,
U4392,SFA4792,NA,NA,Raw,
U4393,SFA4793,NA,NA,Raw,
U4394,SFA4794,NA,NA,Raw,
U4395,SFA4795,NA,NA,Raw,
U4396,SFA4796,NA,NA,Raw,
U4397,SFA4797,NA,NA,Raw,
U4398,SFA4798,NA,NA,Raw,
U4399,SFA4799,NA,NA,Raw,
U4400,SFA4800,NA,NA,Raw,
U4401,SFA4801,NA,NA,Raw,
U4402,SFA4802,NA,NA,Raw,
U4403,SFA4803,NA,NA,Raw,
U4404,SFA4804,NA,NA,Raw,
U4405,SFA4805,NA,NA,Raw,
U4406,SFA4806,NA,NA,Raw,
U4407,SFA4807,NA,NA,Raw,
U4408,SFA4808,NA,NA,Raw,
U4409,SFA4809,NA,NA,Raw,
U4411,SFA4811,NA,NA,Raw,
U4412,SFA4812,NA,NA,Raw,
U4413,SFA4813,NA,NA,Raw,
U4414,SFA4814,NA,NA,Raw,
U4415,SFA4815,NA,NA,Raw,
U4416,SFA4816,NA,NA,Raw,
U4417,SFA4817,NA,NA,Raw,
U4418,SFA4818,NA,NA,Raw,
U4419,SFA4819,NA,NA,Raw,
U4420,SFA4820,NA,NA,Raw,
U4421,SFA4821,NA,NA,Raw,
U4422,SFA4822,NA,NA,Raw,
U4423,SFA4823,NA,NA,Raw,
U4424,SFA4824,NA,NA,Raw,
U4425,SFA4825,NA,NA,Raw,
U4426,SFA4826,NA,NA,Raw,
U4427,SFA4827,NA,NA,Raw,
U4428,SFA4828,NA,NA,Raw,
U4429,SFA4829,NA,NA,Raw,
U4430,SFA4830,NA,NA,Raw,
U4431,SFA4831,NA,NA,Raw,
U4432,SFA4832,NA,NA,Raw,
U4433,SFA4833,NA,NA,Raw,
U4434,SFA4834,NA,NA,Raw,
U4435,SFA4835,NA,NA,Raw,
U4436,SFA4836,NA,NA,Raw,
U4437,SFA4837,NA,NA,Raw,
U4438,SFA4838,NA,NA,Raw,
U4439,SFA4839,Fish slightly thawed,NA,Raw,
U4440,SFA4840,NA,NA,Raw,
U4441,SFA4841,NA,NA,Raw,
U4442,SFA4842,NA,NA,Raw,
U4443,SFA4843,NA,NA,Raw,
U4444,SFA4844,NA,NA,Raw,
U4445,SFA4845,NA,NA,Raw,
U4446,SFA4846,NA,NA,Raw,
U4447,SFA4847,NA,NA,Raw,
U4448,SFA4848,NA,NA,Raw,
U4449,SFA4849,NA,NA,Raw,
U4450,SFA4850,NA,NA,Raw,
U4451,SFA4851,NA,NA,Raw,
U4452,SFA4852,NA,NA,Raw,
U4453,SFA4853,NA,NA,Raw,
U4454,SFA4854,NA,NA,Raw,
U4455,SFA4855,NA,NA,Raw,
U4456,SFA4856,NA,NA,Raw,
U4457,SFA4857,NA,NA,Raw,
U4458,SFA4858,NA,NA,Raw,
U4459,SFA4859,NA,NA,Raw,
U4460,SFA4860,NA,NA,Raw,
U4461,SFA4861,NA,NA,Raw,
U4462,SFA4862,NA,NA,Raw,
U4463,SFA4863,NA,NA,Raw,
U4464,SFA4864,NA,NA,Raw,
U4465,SFA4865,NA,NA,Raw,
U4466,SFA4866,NA,NA,Raw,
U4467,SFA4867,NA,NA,Raw,
U4468,SFA4868,NA,NA,Raw,
U4469,SFA4869,NA,NA,Raw,
U4470,SFA4870,NA,NA,Raw,
U4471,SFA4871,NA,NA,Raw,
U4472,SFA4872,NA,NA,Raw,
U4473,SFA4873,NA,NA,Raw,
U4474,SFA4874,NA,NA,Raw,
U4475,SFA4875,NA,NA,Raw,
U4476,SFA4876,NA,NA,Raw,
U4477,SFA4877,NA,NA,Raw,
U4478,SFA4878,NA,NA,Raw,
U4479,SFA4879,NA,NA,Raw,
U4480,SFA4880,NA,NA,Raw,
U4481,SFA4881,NA,NA,Raw,
U4482,SFA4882,NA,NA,Raw,
U4483,SFA4883,NA,NA,Raw,
U4484,SFA4884,NA,NA,Raw,
U4485,SFA4885,NA,NA,Raw,
U4486,SFA4886,NA,NA,Raw,
U4487,SFA4887,NA,NA,Raw,
U4488,SFA4888,NA,NA,Raw,
U4489,SFA4889,NA,NA,Raw,
U4490,SFA4890,NA,NA,Raw,
U4491,SFA4891,NA,NA,Raw,
U4492,SFA4892,NA,NA,Raw,
U4493,SFA4893,NA,NA,Raw,
U4494,SFA4894,NA,NA,Raw,
U4495,SFA4895,NA,NA,Raw,
U4496,SFA4896,NA,NA,Raw,
U4497,SFA4897,NA,NA,Raw,
U4498,SFA4898,NA,NA,Raw,
U4499,SFA4899,NA,NA,Raw,
U4500,SFA4900,NA,NA,Raw,
U4501,SFA4901,NA,NA,Raw,
U4502,SFA4902,NA,NA,Raw,
U4503,SFA4903,NA,NA,Raw,
U4504,SFA4904,NA,NA,Raw,
U4505,SFA4905,NA,NA,Raw,
U4506,SFA4906,NA,NA,Raw,
U4507,SFA4907,NA,NA,Raw,
U4508,SFA4908,NA,NA,Raw,
U4509,SFA4909,NA,NA,Raw,
U4510,SFA4910,NA,NA,Raw,
U4511,SFA4911,NA,NA,Raw,
U4512,SFA4912,NA,NA,Raw,
U4513,SFA4913,NA,NA,Raw,
U4514,SFA4914,NA,NA,Raw,
U4515,SFA4915,NA,NA,Raw,
U4516,SFA4916,NA,NA,Raw,
U4517,SFA4917,NA,NA,Raw,
U4518,SFA4918,NA,NA,Raw,
U4519,SFA4919,NA,NA,Raw,
U4520,SFA4920,NA,NA,Raw,
U4521,SFA4921,NA,NA,Raw,
U4522,SFA4922,NA,NA,Raw,
U4523,SFA4923,NA,NA,Raw,
U4524,SFA4924,NA,NA,Raw,
U4525,SFA4925,NA,NA,Raw,
U4526,SFA4926,NA,NA,Raw,
U4527,SFA4927,NA,NA,Raw,
U4528,SFA4928,NA,NA,Raw,
U4529,SFA4929,Fatty acid sample fell on floor.,NA,Raw,
U4530,SFA4930,NA,NA,Raw,
U4531,SFA4931,NA,NA,Raw,
U4532,SFA4932,NA,NA,Raw,
U4533,SFA4933,NA,NA,Raw,
U4534,SFA4934,NA,NA,Raw,
U4535,SFA4935,NA,NA,Raw,
U4536,SFA4936,NA,NA,Raw,
U4537,SFA4937,NA,NA,Raw,
U4538,SFA4938,NA,NA,Raw,
U4539,SFA4939,NA,NA,Raw,
U4540,SFA4940,NA,NA,Raw,
U4541,SFA4941,NA,NA,Raw,
U4542,SFA4942,NA,NA,Raw,
U4543,SFA4943,NA,NA,Raw,
U4544,SFA4944,NA,NA,Raw,
U4545,SFA4945,NA,NA,Raw,
U4546,SFA4946,NA,NA,Raw,
U4547,SFA4947,NA,NA,Raw,
U4548,SFA4948,NA,NA,Raw,
U4549,SFA4949,NA,NA,Raw,
U4550,SFA4950,NA,NA,Raw,
U4551,SFA4951,NA,NA,Raw,
U4552,SFA4952,NA,NA,Raw,
U4553,SFA4953,NA,NA,Raw,
U4554,SFA4954,NA,NA,Raw,
U4555,SFA4955,NA,NA,Raw,
U4556,SFA4956,NA,NA,Raw,
U4557,SFA4957,fish slid on to sterilized part of bench,NA,Raw,
U4558,SFA4958,NA,NA,Raw,
U4559,SFA4959,NA,NA,Raw,
U4560,SFA4960,NA,NA,Raw,
U4561,SFA4961,NA,NA,Raw,
U4562,SFA4962,NA,NA,Raw,
U4563,SFA4963,NA,NA,Raw,
U4564,SFA4964,NA,NA,Raw,
U4565,SFA4965,NA,NA,Raw,
U4566,SFA4966,NA,NA,Raw,
U4567,SFA4967,NA,NA,Raw,
U4568,SFA4968,NA,NA,Raw,
U4569,SFA4969,NA,NA,Raw,
U4570,SFA4970,NA,NA,Raw,
U4571,SFA4971,NA,NA,Raw,
U4572,SFA4972,NA,NA,Raw,
U4573,SFA4973,NA,NA,Raw,
U4574,SFA4974,NA,NA,Raw,
U4575,SFA4975,NA,NA,Raw,
U4576,SFA4976,NA,NA,Raw,
U4577,SFA4977,NA,NA,Raw,
U4578,SFA4978,NA,NA,Raw,
U4579,SFA4979,NA,NA,Raw,
U4580,SFA4980,NA,NA,Raw,
U4581,SFA4981,NA,NA,Raw,
U4582,SFA4982,Fish slid on to bench top,NA,Raw,
U4583,SFA4983,NA,NA,Raw,
U4584,SFA4984,NA,NA,Raw,
U4585,SFA4985,NA,NA,Raw,
U4586,SFA4986,NA,NA,Raw,
U4587,SFA4987,NA,NA,Raw,
U4588,SFA4988,NA,NA,Raw,
U4589,SFA4989,NA,NA,Raw,
U4590,SFA4990,NA,NA,Raw,
U4591,SFA4991,NA,NA,Raw,
U4609,SFA5009,NA,NA,Raw,
U4610,SFA5010,NA,NA,Raw,
U4611,SFA5011,NA,NA,Raw,
U4612,SFA5012,NA,NA,Raw,
U4613,SFA5013,NA,NA,Raw,
U4614,SFA5014,NA,NA,Raw,
U4615,SFA5015,NA,NA,Raw,
U4616,SFA5016,NA,NA,Raw,
U4617,SFA5017,NA,NA,Raw,
U4618,SFA5018,NA,NA,Raw,
U4619,SFA5019,NA,NA,Raw,
U4620,SFA5020,NA,NA,Raw,
U4621,SFA5021,NA,NA,Raw,
U4622,SFA5022,NA,NA,Raw,
U4623,SFA5023,NA,NA,Raw,
U4624,SFA5024,NA,NA,Raw,
U4625,SFA5025,NA,NA,Raw,
U4626,SFA5026,NA,NA,Raw,
U4627,SFA5027,NA,NA,Raw,
U4628,SFA5028,NA,NA,Raw,
U4629,SFA5029,NA,NA,Raw,
U4630,SFA5030,NA,NA,Raw,
U4631,SFA5031,NA,NA,Raw,
U4632,SFA5032,NA,NA,Raw,
U4633,SFA5033,NA,NA,Raw,
U4634,SFA5034,NA,NA,Raw,
U4635,SFA5035,NA,NA,Raw,
U4636,SFA5036,NA,NA,Raw,
U4637,SFA5037,NA,NA,Raw,
U4638,SFA5038,NA,NA,Raw,
U4639,SFA5039,NA,NA,Raw,
U4640,SFA5040,NA,NA,Raw,
U4649,SFA5049,NA,NA,Raw,
U4650,SFA5050,NA,NA,Raw,
U4651,SFA5051,NA,NA,Raw,
U4657,SFA5057,NA,NA,Raw,
U4658,SFA5058,NA,NA,Raw,
U4659,SFA5059,NA,NA,Raw,
U4660,SFA5060,NA,NA,Raw,
U4661,SFA5061,NA,NA,Raw,
U4662,SFA5062,NA,NA,Raw,
U4663,SFA5063,NA,NA,Raw,
U4664,SFA5064,NA,NA,Raw,
U4665,SFA5065,NA,NA,Raw,
U4666,SFA5066,NA,NA,Raw,
U4667,SFA5067,NA,NA,Raw,
U4668,SFA5068,NA,NA,Raw,
U4669,SFA5069,NA,NA,Raw,
U4670,SFA5070,NA,NA,Raw,
U4671,SFA5071,NA,NA,Raw,
U4672,SFA5072,NA,NA,Raw,
U4681,SFA5081,NA,NA,Raw,
U4682,SFA5082,NA,NA,Raw,
U4683,SFA5083,NA,NA,Raw,
U4684,SFA5084,NA,NA,Raw,
U4685,SFA5085,NA,NA,Raw,
U4686,SFA5086,NA,NA,Raw,
U4687,SFA5087,NA,NA,Raw,
U4688,SFA5088,NA,NA,Raw,
U4689,SFA5089,NA,NA,Raw,
U4690,SFA5090,NA,NA,Raw,
U4691,SFA5091,NA,NA,Raw,
U4728,SFA5178,NA,NA,Raw,
U4729,SFA5179,NA,NA,Raw,
U4730,SFA5180,NA,NA,Raw,
U4731,SFA5181,NA,NA,Raw,
U4732,SFA5182,NA,NA,Raw,
U4733,SFA5183,NA,NA,Raw,
U4734,SFA5184,NA,NA,Raw,
U4735,SFA5185,NA,NA,Raw,
U4736,SFA5186,NA,NA,Raw,
U4737,SFA5187,NA,NA,Raw,
U4738,SFA5188,NA,NA,Raw,
U4739,SFA5189,NA,NA,Raw,
U4740,SFA5190,NA,NA,Raw,
U4741,SFA5191,NA,NA,Raw,
U4742,SFA5192,NA,NA,Raw,
U4743,SFA5193,NA,NA,Raw,
U4744,SFA5194,NA,NA,Raw,
U4745,SFA5195,NA,NA,Raw,
U4746,SFA5196,NA,NA,Raw,
U4747,SFA5197,NA,NA,Raw,
U4748,SFA5198,NA,NA,Raw,
U4749,SFA5199,NA,NA,Raw,
U4752,SFA5202,NA,NA,Raw,
U4753,SFA5203,NA,NA,Raw,
U4754,SFA5204,NA,NA,Raw,
U4755,SFA5205,NA,NA,Raw,
U4757,SFA5207,NA,NA,Raw,
U4758,SFA5208,NA,NA,Raw,
U4759,SFA5209,NA,NA,Raw,
U4760,SFA5210,NA,NA,Raw,
U4776,SFA5226,NA,NA,Raw,
U4777,SFA5227,NA,NA,Raw,
U4778,SFA5228,NA,NA,Raw,
U4779,SFA5229,NA,NA,Raw,
U4780,SFA5230,NA,NA,Raw,
U4781,SFA5231,NA,NA,Raw,
U4782,SFA5232,NA,NA,Raw,
U4783,SFA5233,NA,NA,Raw,
U4784,SFA5234,NA,NA,Raw,
U4785,SFA5235,NA,NA,Raw,
U4786,SFA5236,NA,NA,Raw,
U4787,SFA5237,NA,NA,Raw,
U4788,SFA5238,NA,NA,Raw,
U4789,SFA5239,NA,NA,Raw,
U4790,SFA5240,NA,NA,Raw,
U4791,SFA5241,NA,NA,Raw,
U4792,SFA5242,NA,NA,Raw,
U4793,SFA5243,NA,NA,Raw,
U4794,SFA5244,NA,NA,Raw,
U4795,SFA5245,NA,NA,Raw,
U4796,SFA5246,NA,NA,Raw,
U4797,SFA5247,NA,NA,Raw,
U4798,SFA5248,NA,NA,Raw,
U4799,SFA5249,NA,NA,Raw,
U4800,SFA5250,NA,NA,Raw,
U4801,SFA5251,NA,NA,Raw,
U4802,SFA5252,NA,NA,Raw,
U4803,SFA5253,NA,NA,Raw,
U4804,SFA5254,NA,NA,Raw,
U4805,SFA5255,NA,NA,Raw,
U4806,SFA5256,NA,NA,Raw,
U4807,SFA5257,NA,NA,Raw,
U4808,SFA5258,NA,NA,Raw,
U4809,SFA5259,NA,NA,Raw,
U4810,SFA5260,NA,NA,Raw,
U4811,SFA5261,NA,NA,Raw,
U4812,SFA5262,NA,NA,Raw,
U4813,SFA5263,NA,NA,Raw,
U4814,SFA5264,NA,NA,Raw,
U4815,SFA5265,NA,NA,Raw,
U4816,SFA5266,NA,NA,Raw,
U4817,SFA5267,NA,NA,Raw,
U4818,SFA5268,NA,NA,Raw,
U4819,SFA5269,NA,NA,Raw,
U4820,SFA5270,NA,NA,Raw,
U4821,SFA5271,NA,NA,Raw,
U4822,SFA5272,NA,NA,Raw,
U4823,SFA5273,NA,NA,Raw,
U4824,SFA5274,NA,NA,Raw,
U4825,SFA5275,NA,NA,Raw,
U4826,SFA5276,NA,NA,Raw,
U4827,SFA5277,NA,NA,Raw,
U4848,SFA5298,NA,NA,Raw,
U4849,SFA5299,NA,NA,Raw,
U4850,SFA5300,NA,NA,Raw,
U4851,SFA5301,NA,NA,Raw,
U4852,SFA5302,NA,NA,Raw,
U4853,SFA5303,NA,NA,Raw,
U4854,SFA5304,NA,NA,Raw,
U4855,SFA5305,NA,NA,Raw,
U4856,SFA5306,NA,NA,Raw,
U4857,SFA5307,NA,NA,Raw,
U4858,SFA5308,NA,NA,Raw,
U4859,SFA5309,NA,NA,Raw,
U4860,SFA5310,NA,NA,Raw,
U4861,SFA5311,NA,NA,Raw,
U4863,SFA5313,NA,NA,Raw,
U4864,SFA5314,NA,NA,Raw,
U4865,SFA5315,NA,NA,Raw,
U4866,SFA5316,NA,NA,Raw,
U4867,SFA5317,NA,NA,Raw,
U4868,SFA5318,NA,NA,Raw,
U4869,SFA5319,NA,NA,Raw,
U4870,SFA5320,NA,NA,Raw,
U4871,SFA5321,NA,NA,Raw,
U3772,SFA4172,NA,NA,Raw,
U3773,SFA4173,NA,NA,Raw,
U3774,SFA4174,NA,NA,Raw,
U3775,SFA4175,NA,NA,Raw,
U3776,SFA4176,NA,NA,Raw,
U3777,SFA4177,NA,NA,Raw,
U3778,SFA4178,NA,NA,Raw,
U3779,SFA4179,NA,NA,Raw,
U3780,SFA4180,NA,NA,Raw,
U3906,SFA4306,NA,NA,Raw,
U3781,SFA4181,NA,NA,Raw,
U3904,SFA4304,NA,NA,Raw,
U3782,SFA4182,NA,NA,Raw,
U4915,SFA5415,NA,NA,Raw,
U4916,SFA5416,NA,NA,Raw,
U4918,SFA5418,NA,NA,Raw,
U4919,SFA5419,NA,NA,Raw,
U4920,SFA5420,NA,NA,Raw,
U4921,SFA5421,NA,NA,Raw,
U4922,SFA5422,NA,NA,Raw,
U4923,SFA5423,NA,NA,Raw,
U4924,SFA5424,NA,NA,Raw,
U4925,SFA5425,NA,NA,Raw,
U4926,SFA5426,NA,NA,Raw,
U4927,SFA5427,NA,NA,Raw,
U4928,SFA5428,NA,NA,Raw,
U4929,SFA5429,NA,NA,Raw,
U4930,SFA5430,NA,NA,Raw,
U4931,SFA5431,NA,NA,Raw,
U4932,SFA5432,NA,NA,Raw,
U4933,SFA5433,NA,NA,Raw,
U4934,SFA5434,NA,NA,Raw,
U4935,SFA5435,NA,NA,Raw,
U4936,SFA5436,NA,NA,Raw,
U4937,SFA5437,NA,NA,Raw,
U4938,SFA5438,NA,NA,Raw,
U4939,SFA5439,NA,NA,Raw,
U4940,SFA5440,NA,NA,Raw,
U4941,SFA5441,NA,NA,Raw,
U4942,SFA5442,NA,NA,Raw,
U4943,SFA5443,NA,NA,Raw,
U4944,SFA5444,NA,NA,Raw,
U4945,SFA5445,NA,NA,Raw,
U4946,SFA5446,NA,NA,Raw,
U4947,SFA5447,NA,NA,Raw,
U4948,SFA5448,NA,NA,Raw,
U4949,SFA5449,NA,NA,Raw,
U4950,SFA5450,NA,NA,Raw,
U4951,SFA5451,NA,NA,Raw,
U4952,SFA5452,NA,NA,Raw,
U4953,SFA5453,NA,NA,Raw,
U4954,SFA5454,NA,NA,Raw,
U4955,SFA5455,NA,NA,Raw,
U4956,SFA5456,NA,NA,Raw,
U4957,SFA5457,NA,NA,Raw,
U4960,SFA5499,NA,NA,Raw,
U4965,SFA5504,NA,NA,Raw,
U4970,SFA5509,NA,NA,Raw,
U4971,SFA5510,NA,NA,Raw,
U4972,SFA5511,NA,NA,Raw,
U4973,SFA5512,NA,NA,Raw,
U4974,SFA5513,NA,NA,Raw,
U4975,SFA5514,NA,NA,Raw,
U4976,SFA5515,NA,NA,Raw,
U4977,SFA5516,NA,NA,Raw,
U4978,SFA5517,NA,NA,Raw,
U4979,SFA5518,NA,NA,Raw,
U4980,SFA5519,NA,NA,Raw,
U4998,SFA5537,NA,NA,Raw,
U4999,SFA5538,NA,NA,Raw,
U5000,SFA5539,NA,NA,Raw,
U5001,SFA5540,NA,NA,Raw,
U5002,SFA5541,NA,NA,Raw,
U5003,SFA5542,NA,NA,Raw,
U5004,SFA5543,NA,NA,Raw,
U5005,SFA5544,NA,NA,Raw,
U5006,SFA5545,NA,NA,Raw,
U5007,SFA5546,NA,NA,Raw,
U5008,SFA5547,NA,NA,Raw,
U5009,SFA5548,NA,NA,Raw,
U5010,SFA5549,NA,NA,Raw,
U5011,SFA5550,NA,NA,Raw,
U5012,SFA5551,NA,NA,Raw,
U5013,SFA5552,NA,NA,Raw,
U5014,SFA5553,NA,NA,Raw,
U5015,SFA5554,NA,NA,Raw,
U5016,SFA5555,NA,NA,Raw,
U5017,SFA5556,NA,NA,Raw,
U5018,SFA5557,NA,NA,Raw,
U5019,SFA5558,NA,NA,Raw,
U5020,SFA5559,NA,NA,Raw,
U5021,SFA5560,NA,NA,Raw,
U5022,SFA5561,NA,NA,Raw,
U5023,SFA5562,NA,NA,Raw,
U5024,SFA5563,NA,NA,Raw,
U5025,SFA5564,NA,NA,Raw,
U5026,SFA5565,NA,NA,Raw,
U5027,SFA5566,NA,NA,Raw,
U5028,SFA5567,NA,NA,Raw,
U5029,SFA5568,NA,NA,Raw,
U5030,SFA5569,NA,NA,Raw,
U5031,SFA5570,NA,NA,Raw,
U5032,SFA5571,NA,NA,Raw,
U5033,SFA5572,NA,NA,Raw,
U5034,SFA5573,NA,NA,Raw,
U5035,SFA5574,NA,NA,Raw,
U5036,SFA5575,NA,NA,Raw,
U5037,SFA5576,NA,NA,Raw,
U5038,SFA5577,NA,NA,Raw,
U5039,SFA5578,NA,NA,Raw,
U5040,SFA5579,NA,NA,Raw,
U5041,SFA5580,NA,NA,Raw,
U5042,SFA5581,NA,NA,Raw,
U5043,SFA5582,NA,NA,Raw,
U5045,SFA5584,NA,NA,Raw,
U5046,SFA5585,NA,NA,Raw,
U5047,SFA5586,NA,NA,Raw,
U5048,SFA5587,NA,NA,Raw,
U5049,SFA5588,NA,NA,Raw,
U5050,SFA5589,NA,NA,Raw,
U5051,SFA5590,NA,NA,Raw,
U5052,SFA5591,NA,NA,Raw,
U5053,SFA5592,NA,NA,Raw,
U5054,SFA5593,NA,NA,Raw,
U5055,SFA5594,NA,NA,Raw,
U5056,SFA5595,NA,NA,Raw,
U5057,SFA5596,NA,NA,Raw,
U5058,SFA5597,NA,NA,Raw,
U5059,SFA5598,NA,NA,Raw,
U5060,SFA5599,NA,NA,Raw,
U5061,SFA5600,NA,NA,Raw,
U5062,SFA5601,NA,NA,Raw,
U5063,SFA5602,NA,NA,Raw,
U5064,SFA5603,NA,NA,Raw,
U5065,SFA5604,NA,NA,Raw,
U5066,SFA5605,NA,NA,Raw,
U5067,SFA5606,NA,NA,Raw,
U5068,SFA5607,NA,NA,Raw,
U5069,SFA5608,NA,NA,Raw,
U5070,SFA5609,NA,NA,Raw,
U10187,S10187FA1,"dorsal sample taken, posterior of dorsal fin. Sample accidentally left in dry ice cooler at -65C overnight.",NA,Raw,
U10186,S10186FA1,"dorsal sample taken, posterior of dorsal fin. Sample accidentally left in dry ice cooler at -65C overnight.",NA,Raw,
U12740,S12740FA1,Fish have been compromised because they were sitting at -65C for ~4 hours (accidentally forgotten in Freezer 1 during while it was defrosting on 2017-12-08,NA,Raw,
U12736,S12736FA1,Fish have been compromised because they were sitting at -65C for ~4 hours (accidentally forgotten in Freezer 1 during while it was defrosting on 2017-12-08,NA,Raw,
U12735,S12735FA1,Fish have been compromised because they were sitting at -65C for ~4 hours (accidentally forgotten in Freezer 1 during while it was defrosting on 2017-12-08,NA,Raw,
U12988,S12988FA1,NA,NA,Raw,
U12981,S12981FA1,NA,NA,Raw,
U12982,S12982FA1,NA,NA,Raw,
U12983,S12983FA1,NA,NA,Raw,
U12987,S12987FA1,NA,NA,Raw,
U12989,S12989FA1,NA,NA,Raw,
U12986,S12986FA1,NA,NA,Raw,
U12990,S12990FA1,NA,NA,Raw,
U12985,S12985FA1,NA,NA,Raw,
U12984,S12984FA1,NA,NA,Raw,
U12827,S12827FA1,NA,NA,Raw,
U12822,S12822FA1,NA,NA,Raw,
U10182,S10182FA1,"dorsal sample taken, posterior of dorsal fin. Sample accidentally left in dry ice cooler at -65C overnight.",NA,Raw,
U10183,S10183FA1,"dorsal sample taken, posterior of dorsal fin. Sample accidentally left in dry ice cooler at -65C overnight.",NA,Raw,
U10185,S10185FA1,"dorsal sample taken, posterior of dorsal fin. Sample accidentally left in dry ice cooler at -65C overnight.",NA,Raw,
U10189,S10189FA1,"dorsal sample taken, posterior of dorsal fin. Sample accidentally left in dry ice cooler at -65C overnight.",NA,Raw,
U10181,S10181FA1,"dorsal sample taken, posterior of dorsal fin. Sample accidentally left in dry ice cooler at -65C overnight.",NA,Raw,
U10184,S10184FA1,"dorsal sample taken, posterior of dorsal fin. Sample accidentally left in dry ice cooler at -65C overnight.",NA,Raw,
U10190,S10190FA1,"dorsal sample taken, posterior of dorsal fin. Sample accidentally left in dry ice cooler at -65C overnight.",NA,Raw,
U12824,S12824FA1,NA,NA,Raw,
U12821,S12821FA1,NA,NA,Raw,
U12825,S12825FA1,NA,NA,Raw,
U12823,S12823FA1,NA,NA,Raw,
U12830,S12830FA1,NA,NA,Raw,
U12829,S12829FA1,NA,NA,Raw,
U12828,S12828FA1,NA,NA,Raw,
U12826,S12826FA1,NA,NA,Raw,
U12745,S12745FA1,NA,NA,Raw,
U12742,S12742FA1,NA,NA,Raw,
U12749,S12749FA1,NA,NA,Raw,
U12750,S12750FA1,NA,NA,Raw,
U12748,S12748FA1,NA,NA,Raw,
U10188,S10188FA1,"dorsal sample taken, posterior of dorsal fin. Sample accidentally left in dry ice cooler at -65C overnight.",NA,Raw,
U10177,S10177FA1,"dorsal sample taken, posterior of dorsal fin. Sample accidentally left in dry ice cooler at -65C overnight.",NA,Raw,
U10179,S10179FA1,"dorsal sample taken, posterior of dorsal fin. Sample accidentally left in dry ice cooler at -65C overnight.",NA,Raw,
U10171,S10171FA1,"dorsal sample taken, posterior of dorsal fin. Sample accidentally left in dry ice cooler at -65C overnight.",NA,Raw,
U10173,S10173FA1,"dorsal sample taken, posterior of dorsal fin. Sample accidentally left in dry ice cooler at -65C overnight.",NA,Raw,
U10172,S10172FA1,"dorsal sample taken, posterior of dorsal fin. Sample accidentally left in dry ice cooler at -65C overnight.",NA,Raw,
U10175,S10175FA1,"dorsal sample taken, posterior of dorsal fin. Sample accidentally left in dry ice cooler at -65C overnight.",NA,Raw,
U10180,S10180FA1,"dorsal sample taken, posterior of dorsal fin. Sample accidentally left in dry ice cooler at -65C overnight.",NA,Raw,
U12731,S12731FA1,Fish have been compromised because they were sitting at -65C for ~4 hours (accidentally forgotten in Freezer 1 during while it was defrosting on 2017-12-08,NA,Raw,
U12732,S12732FA1,Fish have been compromised because they were sitting at -65C for ~4 hours (accidentally forgotten in Freezer 1 during while it was defrosting on 2017-12-08,NA,Raw,
U12733,S12733FA1,Fish have been compromised because they were sitting at -65C for ~4 hours (accidentally forgotten in Freezer 1 during while it was defrosting on 2017-12-08,NA,Raw,
U12734,S12734FA1,Fish have been compromised because they were sitting at -65C for ~4 hours (accidentally forgotten in Freezer 1 during while it was defrosting on 2017-12-08,NA,Raw,
U12738,S12738FA1,Fish have been compromised because they were sitting at -65C for ~4 hours (accidentally forgotten in Freezer 1 during while it was defrosting on 2017-12-08,NA,Raw,
U12739,S12739FA1,Fish have been compromised because they were sitting at -65C for ~4 hours (accidentally forgotten in Freezer 1 during while it was defrosting on 2017-12-08,NA,Raw,
U12737,S12737FA1,Fish have been compromised because they were sitting at -65C for ~4 hours (accidentally forgotten in Freezer 1 during while it was defrosting on 2017-12-08,NA,Raw,
U10990,S10990FA1,NA,NA,Raw,
U10983,S10983FA1,NA,NA,Raw,
U10984,S10984FA1,NA,NA,Raw,
U10989,S10989FA1,NA,NA,Raw,
U10988,S10988FA1,NA,NA,Raw,
U10985,S10985FA1,NA,NA,Raw,
U10982,S10982FA1,NA,NA,Raw,
U10986,S10986FA1,NA,NA,Raw,
U10987,S10987FA1,NA,NA,Raw,
U10981,S10981FA1,NA,NA,Raw,
U10660,S10660FA1,NA,NA,Raw,
U10657,S10657FA1,NA,NA,Raw,
U10651,S10651FA1,NA,NA,Raw,
U12741,S12741FA1,NA,NA,Raw,
U12744,S12744FA1,NA,NA,Raw,
U12743,S12743FA1,NA,NA,Raw,
U12747,S12747FA1,NA,NA,Raw,
U12746,S12746FA1,NA,NA,Raw,
U10092,S10092FA1,NA,NA,Raw,
U10095,S10095FA1,NA,NA,Raw,
