ufn,sample_id,sample_comments,analyzing_lab,quality_level,quality_log
U2199,SFA5152,NA,NA,Raw,
U2200,SFA5153,NA,NA,Raw,
U2201,S2201FA1,NA,NA,Raw,
U2202,S2202FA1,NA,NA,Raw,
U2203,S2203FA1,NA,NA,Raw,
U2204,S2204FA1,NA,NA,Raw,
U2205,S2205FA1,NA,NA,Raw,
U2206,S2206FA1,NA,NA,Raw,
U2207,S2207FA1,NA,NA,Raw,
U2208,S2208FA1,NA,NA,Raw,
U2209,S2209FA1,NA,NA,Raw,
U2210,S2210FA1,NA,NA,Raw,
U2211,S2211FA1,NA,NA,Raw,
U2212,S2212FA1,NA,NA,Raw,
U2213,S2213FA1,NA,NA,Raw,
U2214,S2214FA1,NA,NA,Raw,
U2215,S2215FA1,NA,NA,Raw,
U2216,S2216FA1,NA,NA,Raw,
U2217,S2217FA1,NA,NA,Raw,
U2218,S2218FA1,NA,NA,Raw,
U2219,S2219FA1,NA,NA,Raw,
U2220,S2220FA1,NA,NA,Raw,
U2241,S2241FA1,NA,NA,Raw,
U2242,S2242FA1,NA,NA,Raw,
U2243,S2243FA1,NA,NA,Raw,
U2244,S2244FA1,NA,NA,Raw,
U2245,S2245FA1,NA,NA,Raw,
U2246,S2246FA1,NA,NA,Raw,
U2247,S2247FA1,NA,NA,Raw,
U2248,S2248FA1,NA,NA,Raw,
U2249,S2249FA1,NA,NA,Raw,
U2250,S2250FA1,NA,NA,Raw,
U2261,S2261FA1,NA,NA,Raw,
U2262,S2262FA1,NA,NA,Raw,
U2263,S2263FA1,NA,NA,Raw,
U2264,S2264FA1,NA,NA,Raw,
U2265,S2265FA1,NA,NA,Raw,
U2266,S2266FA1,NA,NA,Raw,
U2267,S2267FA1,NA,NA,Raw,
U2268,S2268FA1,NA,NA,Raw,
U2269,S2269FA1,NA,NA,Raw,
U2270,S2270FA1,NA,NA,Raw,
U2271,S2271FA1,NA,NA,Raw,
U2272,S2272FA1,NA,NA,Raw,
U2273,S2273FA1,NA,NA,Raw,
U2274,S2274FA1,NA,NA,Raw,
U2275,S2275FA1,NA,NA,Raw,
U2276,S2276FA1,NA,NA,Raw,
U2277,S2277FA1,NA,NA,Raw,
U2278,S2278FA1,NA,NA,Raw,
U2279,S2279FA1,NA,NA,Raw,
U2280,S2280FA1,NA,NA,Raw,
U2300,S2300FA1,NA,NA,Raw,
U2301,S2301FA1,NA,NA,Raw,
U2302,S2302FA1,NA,NA,Raw,
U2303,S2303FA1,NA,NA,Raw,
U2304,S2304FA1,NA,NA,Raw,
U2325,S2325FA1,NA,NA,Raw,
U2326,S2326FA1,NA,NA,Raw,
U2327,S2327FA1,NA,NA,Raw,
U2328,S2328FA1,NA,NA,Raw,
U2329,S2329FA1,NA,NA,Raw,
U2330,S2330FA1,NA,NA,Raw,
U2331,S2331FA1,NA,NA,Raw,
U2332,S2332FA1,NA,NA,Raw,
U2333,S2333FA1,NA,NA,Raw,
U2334,S2334FA1,NA,NA,Raw,
U2335,S2335FA1,NA,NA,Raw,
U2336,S2336FA1,NA,NA,Raw,
U2337,S2337FA1,NA,NA,Raw,
U2338,S2338FA1,NA,NA,Raw,
U2339,S2339FA1,NA,NA,Raw,
U2340,S2340FA1,NA,NA,Raw,
U2341,S2341FA1,NA,NA,Raw,
U2342,S2342FA1,NA,NA,Raw,
U2343,S2343FA1,NA,NA,Raw,
U2344,S2344FA1,NA,NA,Raw,
U2345,S2345FA1,NA,NA,Raw,
U2346,S2346FA1,NA,NA,Raw,
U2347,S2347FA1,NA,NA,Raw,
U2348,S2348FA1,NA,NA,Raw,
U2349,S2349FA1,NA,NA,Raw,
U2350,S2350FA1,NA,NA,Raw,
U2351,S2351FA1,NA,NA,Raw,
U2352,S2352FA1,NA,NA,Raw,
U2353,S2353FA1,NA,NA,Raw,
U2354,S2354FA1,NA,NA,Raw,
U2355,S2355FA1,NA,NA,Raw,
U2356,S2356FA1,NA,NA,Raw,
U2357,S2357FA1,NA,NA,Raw,
U2358,S2358FA1,NA,NA,Raw,
U2359,S2359FA1,NA,NA,Raw,
U2360,S2360FA1,NA,NA,Raw,
U2361,S2361FA1,NA,NA,Raw,
U2362,S2362FA1,NA,NA,Raw,
U2363,S2363FA1,NA,NA,Raw,
U2364,S2364FA1,NA,NA,Raw,
U2365,S2365FA1,NA,NA,Raw,
U2366,S2366FA1,NA,NA,Raw,
U2367,S2367FA1,NA,NA,Raw,
U2368,S2368FA1,NA,NA,Raw,
U2369,S2369FA1,NA,NA,Raw,
U2370,S2370FA1,NA,NA,Raw,
U2371,S2371FA1,NA,NA,Raw,
U2372,S2372FA1,NA,NA,Raw,
U2373,S2373FA1,NA,NA,Raw,
U2374,S2374FA1,NA,NA,Raw,
U2375,S2375FA1,NA,NA,Raw,
U2376,S2376FA1,NA,NA,Raw,
U2377,S2377FA1,NA,NA,Raw,
U2378,S2378FA1,NA,NA,Raw,
U2379,S2379FA1,NA,NA,Raw,
U2380,S2380FA1,NA,NA,Raw,
U2381,S2381FA1,NA,NA,Raw,
U2382,S2382FA1,NA,NA,Raw,
U2383,S2383FA1,NA,NA,Raw,
U2384,S2384FA1,NA,NA,Raw,
U2385,S2385FA1,NA,NA,Raw,
U2386,S2386FA1,NA,NA,Raw,
U2387,S2387FA1,NA,NA,Raw,
U2388,S2388FA1,NA,NA,Raw,
U2389,S2389FA1,NA,NA,Raw,
U2390,S2390FA1,NA,NA,Raw,
U2391,S2391FA1,NA,NA,Raw,
U2392,S2392FA1,NA,NA,Raw,
U2393,S2393FA1,NA,NA,Raw,
U2394,S2394FA1,NA,NA,Raw,
U2395,S2395FA1,NA,NA,Raw,
U2396,S2396FA1,NA,NA,Raw,
U2397,S2397FA1,NA,NA,Raw,
U2398,S2398FA1,NA,NA,Raw,
U2399,S2399FA1,NA,NA,Raw,
U2400,S2400FA1,NA,NA,Raw,
U2411,S2411FA1,NA,NA,Raw,
U2412,S2412FA1,NA,NA,Raw,
U2413,S2413FA1,NA,NA,Raw,
U2414,S2414FA1,NA,NA,Raw,
U2415,S2415FA1,NA,NA,Raw,
U2416,S2416FA1,NA,NA,Raw,
U2417,S2417FA1,NA,NA,Raw,
U2418,S2418FA1,NA,NA,Raw,
U2419,S2419FA1,NA,NA,Raw,
U2420,S2420FA1,NA,NA,Raw,
U2421,S2421FA1,NA,NA,Raw,
U2422,S2422FA1,NA,NA,Raw,
U2423,S2423FA1,Samples somewhat thawed due to new employee training,NA,Raw,
U2424,S2424FA1,NA,NA,Raw,
U2425,S2425FA1,NA,NA,Raw,
U2426,S2426FA1,NA,NA,Raw,
U2427,S2427FA1,NA,NA,Raw,
U2428,S2428FA1,NA,NA,Raw,
U2429,S2429FA1,NA,NA,Raw,
U2430,S2430FA1,NA,NA,Raw,
U2431,S2431FA1,NA,NA,Raw,
U2432,S2432FA1,NA,NA,Raw,
U2433,S2433FA1,NA,NA,Raw,
U2434,S2434FA1,NA,NA,Raw,
U2435,S2435FA1,NA,NA,Raw,
U2436,S2436FA1,NA,NA,Raw,
U2437,S2437FA1,NA,NA,Raw,
U2438,S2438FA1,NA,NA,Raw,
U2439,S2439FA1,NA,NA,Raw,
U2451,S2451FA1,NA,NA,Raw,
U2452,S2452FA1,NA,NA,Raw,
U2453,S2453FA1,NA,NA,Raw,
U2454,S2454FA1,NA,NA,Raw,
U2455,S2455FA1,NA,NA,Raw,
U2456,S2456FA1,NA,NA,Raw,
U2457,S2457FA1,NA,NA,Raw,
U2458,S2458FA1,NA,NA,Raw,
U2459,S2459FA1,NA,NA,Raw,
U2460,S2460FA1,NA,NA,Raw,
U2461,S2461FA1,NA,NA,Raw,
U2462,S2462FA1,NA,NA,Raw,
U2463,S2463FA1,NA,NA,Raw,
U2464,S2464FA1,NA,NA,Raw,
U2465,S2465FA1,NA,NA,Raw,
U2466,S2466FA1,NA,NA,Raw,
U2467,S2467FA1,NA,NA,Raw,
U2468,S2468FA1,NA,NA,Raw,
U2469,S2469FA1,NA,NA,Raw,
U2470,S2470FA1,NA,NA,Raw,
U2471,S2471FA1,NA,NA,Raw,
U2472,S2472FA1,NA,NA,Raw,
U2473,S2473FA1,NA,NA,Raw,
U2494,S2494FA1,NA,NA,Raw,
U2495,S2495FA1,NA,NA,Raw,
U2496,S2496FA1,NA,NA,Raw,
U2497,S2497FA1,NA,NA,Raw,
U2498,S2498FA1,NA,NA,Raw,
U2499,S2499FA1,NA,NA,Raw,
U2500,S2500FA1,NA,NA,Raw,
U2501,S2501FA1,NA,NA,Raw,
U2502,S2502FA1,NA,NA,Raw,
U2503,S2503FA1,NA,NA,Raw,
U2504,S2504FA1,NA,NA,Raw,
U2505,S2505FA1,NA,NA,Raw,
U2506,S2506FA1,NA,NA,Raw,
U2507,S2507FA1,NA,NA,Raw,
U2508,S2508FA1,NA,NA,Raw,
U2509,S2509FA1,NA,NA,Raw,
U2510,S2510FA1,NA,NA,Raw,
U2511,S2511FA1,NA,NA,Raw,
U2512,S2512FA1,NA,NA,Raw,
U2513,S2513FA1,NA,NA,Raw,
U2514,S2514FA1,NA,NA,Raw,
U2515,S2515FA1,NA,NA,Raw,
U2516,S2516FA1,NA,NA,Raw,
U2517,S2517FA1,NA,NA,Raw,
U2518,S2518FA1,NA,NA,Raw,
U2519,S2519FA1,NA,NA,Raw,
U2520,S2520FA1,NA,NA,Raw,
U2521,S2521FA1,NA,NA,Raw,
U2522,S2522FA1,NA,NA,Raw,
U2523,S2523FA1,NA,NA,Raw,
U2524,S2524FA1,NA,NA,Raw,
U2525,S2525FA1,NA,NA,Raw,
U2526,S2526FA1,NA,NA,Raw,
U2527,S2527FA1,NA,NA,Raw,
U2528,S2528FA1,NA,NA,Raw,
U2529,S2529FA1,NA,NA,Raw,
U2530,S2530FA1,NA,NA,Raw,
U2531,S2531FA1,NA,NA,Raw,
U2532,S2532FA1,NA,NA,Raw,
U2533,S2533FA1,NA,NA,Raw,
U2534,S2534FA1,NA,NA,Raw,
U2535,S2535FA1,NA,NA,Raw,
U2537,S2537FA1,NA,NA,Raw,
U2538,S2538FA1,NA,NA,Raw,
U2539,S2539FA1,NA,NA,Raw,
U2540,S2540FA1,NA,NA,Raw,
U2541,S2541FA1,NA,NA,Raw,
U2542,S2542FA1,NA,NA,Raw,
U2543,S2543FA1,NA,NA,Raw,
U2544,S2544FA1,NA,NA,Raw,
U2545,S2545FA1,NA,NA,Raw,
U2546,S2546FA1,NA,NA,Raw,
U2547,S2547FA1,NA,NA,Raw,
U2548,S2548FA1,NA,NA,Raw,
U2549,S2549FA1,NA,NA,Raw,
U2550,S2550FA1,NA,NA,Raw,
U2551,S2551FA1,NA,NA,Raw,
U2552,S2552FA1,NA,NA,Raw,
U2553,S2553FA1,NA,NA,Raw,
U2554,S2554FA1,NA,NA,Raw,
U2555,S2555FA1,NA,NA,Raw,
U2601,S2601FA1,NA,NA,Raw,
U2602,S2602FA1,NA,NA,Raw,
U2603,S2603FA1,NA,NA,Raw,
U2604,S2604FA1,NA,NA,Raw,
U2605,S2605FA1,NA,NA,Raw,
U2606,S2606FA1,NA,NA,Raw,
U2607,S2607FA1,NA,NA,Raw,
U2608,S2608FA1,NA,NA,Raw,
U2609,S2609FA1,NA,NA,Raw,
U2610,S2610FA1,NA,NA,Raw,
U2611,S2611FA1,NA,NA,Raw,
U2612,S2612FA1,NA,NA,Raw,
U2613,S2613FA1,NA,NA,Raw,
U2614,S2614FA1,NA,NA,Raw,
U2615,S2615FA1,NA,NA,Raw,
U2616,S2616FA1,NA,NA,Raw,
U2617,S2617FA1,NA,NA,Raw,
U2618,S2618FA1,NA,NA,Raw,
U2619,S2619FA1,NA,NA,Raw,
U2620,S2620FA1,NA,NA,Raw,
U2621,S2621FA1,NA,NA,Raw,
U2622,S2622FA1,NA,NA,Raw,
U2623,S2623FA1,NA,NA,Raw,
U2624,S2624FA1,NA,NA,Raw,
U2625,S2625FA1,NA,NA,Raw,
U2626,S2626FA1,NA,NA,Raw,
U2627,S2627FA1,NA,NA,Raw,
U2628,S2628FA1,NA,NA,Raw,
U2629,S2629FA1,NA,NA,Raw,
U2630,S2630FA1,NA,NA,Raw,
U2631,S2631FA1,NA,NA,Raw,
U2632,S2632FA1,NA,NA,Raw,
U2633,S2633FA1,NA,NA,Raw,
U2634,S2634FA1,NA,NA,Raw,
U2635,S2635FA1,NA,NA,Raw,
U2636,S2636FA1,NA,NA,Raw,
U2637,S2637FA1,NA,NA,Raw,
U2638,S2638FA1,NA,NA,Raw,
U2639,S2639FA1,NA,NA,Raw,
U2640,S2640FA1,Fish fell on floor,NA,Raw,
U2641,S2641FA1,NA,NA,Raw,
U2642,S2642FA1,NA,NA,Raw,
U2643,S2643FA1,NA,NA,Raw,
U2644,S2644FA1,NA,NA,Raw,
U2645,S2645FA1,NA,NA,Raw,
U2646,S2646FA1,NA,NA,Raw,
U2647,S2647FA1,NA,NA,Raw,
U2648,S2648FA1,NA,NA,Raw,
U2649,S2649FA1,NA,NA,Raw,
U2650,S2650FA1,NA,NA,Raw,
U2651,S2651FA1,NA,NA,Raw,
U2652,S2652FA1,NA,NA,Raw,
U2653,S2653FA1,NA,NA,Raw,
U2654,S2654FA1,NA,NA,Raw,
U2655,S2655FA1,NA,NA,Raw,
U2656,S2656FA1,NA,NA,Raw,
U2657,S2657FA1,NA,NA,Raw,
U2658,S2658FA1,NA,NA,Raw,
U2659,S2659FA1,NA,NA,Raw,
U2660,S2660FA1,NA,NA,Raw,
U2661,S2661FA1,NA,NA,Raw,
U2662,S2662FA1,NA,NA,Raw,
U2663,S2663FA1,NA,NA,Raw,
U2664,S2664FA1,NA,NA,Raw,
U2665,S2665FA1,NA,NA,Raw,
U2666,S2666FA1,NA,NA,Raw,
U2667,S2667FA1,NA,NA,Raw,
U2668,S2668FA1,NA,NA,Raw,
U2669,S2669FA1,NA,NA,Raw,
U2701,S2701FA1,NA,NA,Raw,
U2702,S2702FA1,NA,NA,Raw,
U2703,S2703FA1,NA,NA,Raw,
U2704,S2704FA1,NA,NA,Raw,
U2705,S2705FA1,NA,NA,Raw,
U2706,S2706FA1,NA,NA,Raw,
U2707,S2707FA1,NA,NA,Raw,
U2708,S2708FA1,NA,NA,Raw,
U2709,S2709FA1,NA,NA,Raw,
U2710,S2710FA1,NA,NA,Raw,
U2711,S2711FA1,NA,NA,Raw,
U2712,S2712FA1,NA,NA,Raw,
U2713,S2713FA1,NA,NA,Raw,
U2714,S2714FA1,NA,NA,Raw,
U2715,S2715FA1,NA,NA,Raw,
U2716,S2716FA1,NA,NA,Raw,
U2717,S2717FA1,NA,NA,Raw,
U2718,S2718FA1,NA,NA,Raw,
U2719,S2719FA1,NA,NA,Raw,
U2720,S2720FA1,NA,NA,Raw,
U2721,S2721FA1,NA,NA,Raw,
U2722,S2722FA1,NA,NA,Raw,
U2723,S2723FA1,NA,NA,Raw,
U2724,S2724FA1,NA,NA,Raw,
U2725,S2725FA1,NA,NA,Raw,
U2726,S2726FA1,NA,NA,Raw,
U2727,S2727FA1,NA,NA,Raw,
U2728,S2728FA1,NA,NA,Raw,
U2729,S2729FA1,NA,NA,Raw,
U2730,S2730FA1,NA,NA,Raw,
U2731,S2731FA1,NA,NA,Raw,
U2732,S2732FA1,NA,NA,Raw,
U2733,S2733FA1,NA,NA,Raw,
U2734,S2734FA1,NA,NA,Raw,
U2735,S2735FA1,NA,NA,Raw,
U2736,S2736FA1,NA,NA,Raw,
U2737,S2737FA1,NA,NA,Raw,
U2738,S2738FA1,NA,NA,Raw,
U2739,S2739FA1,NA,NA,Raw,
U2740,S2740FA1,NA,NA,Raw,
U2741,S2741FA1,NA,NA,Raw,
U2742,S2742FA1,NA,NA,Raw,
U2743,S2743FA1,NA,NA,Raw,
U2744,S2744FA1,NA,NA,Raw,
U2745,S2745FA1,NA,NA,Raw,
U2746,S2746FA1,NA,NA,Raw,
U2747,S2747FA1,NA,NA,Raw,
U2748,S2748FA1,NA,NA,Raw,
U2749,S2749FA1,NA,NA,Raw,
U2750,S2750FA1,NA,NA,Raw,
U2751,S2751FA1,NA,NA,Raw,
U2752,S2752FA1,NA,NA,Raw,
U2753,S2753FA1,NA,NA,Raw,
U2754,S2754FA1,NA,NA,Raw,
U2755,S2755FA1,NA,NA,Raw,
U2756,S2756FA1,NA,NA,Raw,
U2757,S2757FA1,NA,NA,Raw,
U2758,S2758FA1,NA,NA,Raw,
U2759,S2759FA1,NA,NA,Raw,
U2760,S2760FA1,NA,NA,Raw,
U2761,S2761FA1,NA,NA,Raw,
U2762,S2762FA1,NA,NA,Raw,
U2763,S2763FA1,NA,NA,Raw,
U2764,S2764FA1,NA,NA,Raw,
U2765,S2765FA1,NA,NA,Raw,
U2766,S2766FA1,NA,NA,Raw,
U2767,S2767FA1,NA,NA,Raw,
U2768,S2768FA1,NA,NA,Raw,
U2769,S2769FA1,NA,NA,Raw,
U2770,S2770FA1,NA,NA,Raw,
U2771,S2771FA1,NA,NA,Raw,
U2772,S2772FA1,NA,NA,Raw,
U2773,S2773FA1,NA,NA,Raw,
U2774,S2774FA1,NA,NA,Raw,
U2775,S2775FA1,NA,NA,Raw,
U2776,S2776FA1,NA,NA,Raw,
U2777,S2777FA1,NA,NA,Raw,
U2778,S2778FA1,NA,NA,Raw,
U2779,S2779FA1,NA,NA,Raw,
U2780,S2780FA1,NA,NA,Raw,
U2781,S2781FA1,NA,NA,Raw,
U2782,S2782FA1,NA,NA,Raw,
U2783,S2783FA1,NA,NA,Raw,
U2784,S2784FA1,NA,NA,Raw,
U2785,S2785FA1,NA,NA,Raw,
U2786,S2786FA1,NA,NA,Raw,
U2787,S2787FA1,NA,NA,Raw,
U2788,S2788FA1,NA,NA,Raw,
U2789,S2789FA1,NA,NA,Raw,
U2790,S2790FA1,NA,NA,Raw,
U2791,S2791FA1,NA,NA,Raw,
U2792,S2792FA1,NA,NA,Raw,
U2793,S2793FA1,NA,NA,Raw,
U2794,S2794FA1,NA,NA,Raw,
U2795,S2795FA1,NA,NA,Raw,
U2796,S2796FA1,NA,NA,Raw,
U2797,S2797FA1,NA,NA,Raw,
U2798,S2798FA1,NA,NA,Raw,
U2799,S2799FA1,NA,NA,Raw,
U2800,S2800FA1,NA,NA,Raw,
U2801,S2801FA1,NA,NA,Raw,
U2802,S2802FA1,NA,NA,Raw,
U2803,S2803FA1,NA,NA,Raw,
U2804,S2804FA1,NA,NA,Raw,
U2805,S2805FA1,NA,NA,Raw,
U2806,S2806FA1,NA,NA,Raw,
U2807,S2807FA1,NA,NA,Raw,
U2808,S2808FA1,NA,NA,Raw,
U2809,S2809FA1,NA,NA,Raw,
U2810,S2810FA1,NA,NA,Raw,
U2811,S2811FA1,NA,NA,Raw,
U2812,S2812FA1,NA,NA,Raw,
U2813,S2813FA1,NA,NA,Raw,
U2814,S2814FA1,NA,NA,Raw,
U2815,S2815FA1,NA,NA,Raw,
U2816,S2816FA1,NA,NA,Raw,
U2817,S2817FA1,NA,NA,Raw,
U2818,S2818FA1,NA,NA,Raw,
U2819,S2819FA1,NA,NA,Raw,
U2820,S2820FA1,NA,NA,Raw,
U2821,S2821FA1,NA,NA,Raw,
U2822,S2822FA1,NA,NA,Raw,
U2823,S2823FA1,NA,NA,Raw,
U2824,S2824FA1,NA,NA,Raw,
U2825,S2825FA1,NA,NA,Raw,
U2826,S2826FA1,NA,NA,Raw,
U2827,S2827FA1,NA,NA,Raw,
U2828,S2828FA1,NA,NA,Raw,
U2830,S2830FA1,NA,NA,Raw,
U2831,S2831FA1,NA,NA,Raw,
U2832,S2832FA1,NA,NA,Raw,
U2833,S2833FA1,NA,NA,Raw,
U2834,S2834FA1,NA,NA,Raw,
U2835,S2835FA1,NA,NA,Raw,
U2836,S2836FA1,NA,NA,Raw,
U2837,S2837FA1,NA,NA,Raw,
U2838,S2838FA1,NA,NA,Raw,
U2839,S2839FA1,NA,NA,Raw,
U2840,S2840FA1,NA,NA,Raw,
U2841,S2841FA1,NA,NA,Raw,
U2842,S2842FA1,NA,NA,Raw,
U2843,S2843FA1,NA,NA,Raw,
U2844,S2844FA1,NA,NA,Raw,
U2845,S2845FA1,NA,NA,Raw,
U2846,S2846FA1,NA,NA,Raw,
U2847,S2847FA1,NA,NA,Raw,
U2848,S2848FA1,NA,NA,Raw,
U2849,S2849FA1,NA,NA,Raw,
U2850,S2850FA1,NA,NA,Raw,
U2851,S2851FA1,NA,NA,Raw,
U2852,S2852FA1,NA,NA,Raw,
U2853,S2853FA1,NA,NA,Raw,
U2854,S2854FA1,NA,NA,Raw,
U2855,S2855FA1,NA,NA,Raw,
U2856,S2856FA1,NA,NA,Raw,
U2857,S2857FA1,NA,NA,Raw,
U2858,S2858FA1,NA,NA,Raw,
U2859,S2859FA1,NA,NA,Raw,
U2860,S2860FA1,NA,NA,Raw,
U2861,S2861FA1,NA,NA,Raw,
U2862,S2862FA1,NA,NA,Raw,
U2863,S2863FA1,NA,NA,Raw,
U2864,S2864FA1,NA,NA,Raw,
U2865,S2865FA1,NA,NA,Raw,
U2866,S2866FA1,NA,NA,Raw,
U2867,S2867FA1,NA,NA,Raw,
U2868,S2868FA1,NA,NA,Raw,
U2869,S2869FA1,NA,NA,Raw,
U2870,S2870FA1,NA,NA,Raw,
U2871,S2871FA1,NA,NA,Raw,
U2872,S2872FA1,NA,NA,Raw,
U2873,S2873FA1,NA,NA,Raw,
U2874,S2874FA1,NA,NA,Raw,
U2875,S2875FA1,NA,NA,Raw,
U2876,S2876FA1,NA,NA,Raw,
U2877,S2877FA1,NA,NA,Raw,
U2878,S2878FA1,NA,NA,Raw,
U2879,S2879FA1,NA,NA,Raw,
U2880,S2880FA1,NA,NA,Raw,
U2881,S2881FA1,NA,NA,Raw,
U2882,S2882FA1,NA,NA,Raw,
U2883,S2883FA1,NA,NA,Raw,
U2884,S2884FA1,NA,NA,Raw,
U2885,S2885FA1,NA,NA,Raw,
U2886,S2886FA1,NA,NA,Raw,
U2887,S2887FA1,NA,NA,Raw,
U2888,S2888FA1,NA,NA,Raw,
U2889,S2889FA1,NA,NA,Raw,
U2890,S2890FA1,NA,NA,Raw,
U2891,S2891FA1,NA,NA,Raw,
U2892,S2892FA1,NA,NA,Raw,
U2893,S2893FA1,NA,NA,Raw,
U2894,S2894FA1,NA,NA,Raw,
U2895,S2895FA1,NA,NA,Raw,
U2896,S2896FA1,NA,NA,Raw,
U2897,S2897FA1,NA,NA,Raw,
U2898,S2898FA1,NA,NA,Raw,
U2899,S2899FA1,NA,NA,Raw,
U2900,S2900FA1,NA,NA,Raw,
U2901,S2901FA1,NA,NA,Raw,
U2902,S2902FA1,NA,NA,Raw,
U2903,S2903FA1,NA,NA,Raw,
U2904,S2904FA1,NA,NA,Raw,
U2905,S2905FA1,NA,NA,Raw,
U2906,S2906FA1,NA,NA,Raw,
U2907,S2907FA1,NA,NA,Raw,
U2908,S2908FA1,NA,NA,Raw,
U2909,S2909FA1,NA,NA,Raw,
U2910,S2910FA1,NA,NA,Raw,
U2911,S2911FA1,NA,NA,Raw,
U2912,S2912FA1,NA,NA,Raw,
U2913,S2913FA1,NA,NA,Raw,
U2914,S2914FA1,NA,NA,Raw,
U2915,S2915FA1,NA,NA,Raw,
U2916,S2916FA1,NA,NA,Raw,
U2917,S2917FA1,NA,NA,Raw,
U2918,S2918FA1,NA,NA,Raw,
U2919,S2919FA1,NA,NA,Raw,
U2920,S2920FA1,NA,NA,Raw,
U2921,S2921FA1,NA,NA,Raw,
U2922,S2922FA1,NA,NA,Raw,
U2923,S2923FA1,NA,NA,Raw,
U2924,S2924FA1,NA,NA,Raw,
U2925,S2925FA1,NA,NA,Raw,
U2926,S2926FA1,NA,NA,Raw,
U2927,S2927FA1,NA,NA,Raw,
U2928,S2928FA1,NA,NA,Raw,
U2929,S2929FA1,NA,NA,Raw,
U2930,S2930FA1,NA,NA,Raw,
U2931,S2931FA1,NA,NA,Raw,
U2932,S2932FA1,NA,NA,Raw,
U2933,S2933FA1,NA,NA,Raw,
U2934,S2934FA1,NA,NA,Raw,
U2935,S2935FA1,NA,NA,Raw,
U2936,S2936FA1,NA,NA,Raw,
U2937,S2937FA1,NA,NA,Raw,
U2938,S2938FA1,NA,NA,Raw,
U2939,S2939FA1,NA,NA,Raw,
U2940,S2940FA1,NA,NA,Raw,
U2941,S2941FA1,NA,NA,Raw,
U2942,S2942FA1,NA,NA,Raw,
U2943,S2943FA1,NA,NA,Raw,
U2944,S2944FA1,NA,NA,Raw,
U2945,S2945FA1,NA,NA,Raw,
U2946,S2946FA1,NA,NA,Raw,
U2947,S2947FA1,NA,NA,Raw,
U2948,S2948FA1,NA,NA,Raw,
U2949,S2949FA1,NA,NA,Raw,
U2950,S2950FA1,NA,NA,Raw,
U2951,S2951FA1,NA,NA,Raw,
U2952,S2952FA1,NA,NA,Raw,
U2953,S2953FA1,NA,NA,Raw,
U2954,S2954FA1,NA,NA,Raw,
U2955,S2955FA1,NA,NA,Raw,
U2956,S2956FA1,NA,NA,Raw,
U2957,S2957FA1,NA,NA,Raw,
U2958,S2958FA1,NA,NA,Raw,
U2959,S2959FA1,NA,NA,Raw,
U2960,S2960FA1,NA,NA,Raw,
U2961,S2961FA1,NA,NA,Raw,
U2962,S2962FA1,NA,NA,Raw,
U2963,S2963FA1,NA,NA,Raw,
U2964,S2964FA1,NA,NA,Raw,
U2965,S2965FA1,NA,NA,Raw,
U2966,S2966FA1,NA,NA,Raw,
U2967,S2967FA1,NA,NA,Raw,
U2968,S2968FA1,NA,NA,Raw,
U2969,S2969FA1,NA,NA,Raw,
U2970,S2970FA1,NA,NA,Raw,
U2971,S2971FA1,NA,NA,Raw,
U2972,S2972FA1,NA,NA,Raw,
U2973,S2973FA1,NA,NA,Raw,
U2974,S2974FA1,NA,NA,Raw,
U2975,S2975FA1,NA,NA,Raw,
U2976,S2976FA1,NA,NA,Raw,
U2977,S2977FA1,NA,NA,Raw,
U2978,S2978FA1,NA,NA,Raw,
U2979,S2979FA1,NA,NA,Raw,
U2981,S2981FA1,NA,NA,Raw,
U2982,S2982FA1,NA,NA,Raw,
U2983,S2983FA1,NA,NA,Raw,
U2984,S2984FA1,NA,NA,Raw,
U2985,S2985FA1,NA,NA,Raw,
U2986,S2986FA1,NA,NA,Raw,
U2987,S2987FA1,NA,NA,Raw,
U2988,S2988FA1,NA,NA,Raw,
U2989,S2989FA1,NA,NA,Raw,
U2990,S2990FA1,NA,NA,Raw,
U2991,S2991FA1,NA,NA,Raw,
U2992,S2992FA1,NA,NA,Raw,
U2993,S2993FA1,NA,NA,Raw,
U2994,S2994FA1,NA,NA,Raw,
U2995,S2995FA1,NA,NA,Raw,
U2996,S2996FA1,NA,NA,Raw,
U2997,S2997FA1,NA,NA,Raw,
U2998,S2998FA1,NA,NA,Raw,
U2999,S2999FA1,NA,NA,Raw,
U3000,S3000FA1,NA,NA,Raw,
U3001,S3001FA1,NA,NA,Raw,
U3002,S3002FA1,NA,NA,Raw,
U3003,S3003FA1,NA,NA,Raw,
U3004,S3004FA1,NA,NA,Raw,
U3005,S3005FA1,NA,NA,Raw,
U3006,S3006FA1,NA,NA,Raw,
U3007,S3007FA1,NA,NA,Raw,
U3008,S3008FA1,NA,NA,Raw,
U3009,S3009FA1,NA,NA,Raw,
U3010,S3010FA1,NA,NA,Raw,
U3011,S3011FA1,NA,NA,Raw,
U3012,S3012FA1,NA,NA,Raw,
U3013,S3013FA1,NA,NA,Raw,
U3014,S3014FA1,NA,NA,Raw,
U3015,S3015FA1,NA,NA,Raw,
U3016,S3016FA1,NA,NA,Raw,
U3017,S3017FA1,NA,NA,Raw,
U3018,S3018FA1,NA,NA,Raw,
U3019,S3019FA1,NA,NA,Raw,
U3020,S3020FA1,NA,NA,Raw,
U3021,S3021FA1,NA,NA,Raw,
