sample_id,stock_1,region_1,prob_1,stock_2,region_2,prob_2,stock_3,region_3,prob_3,stock_4,region_4,prob_4,stock_5,region_5,prob_5,analyzing_lab,stock_id_quality_flag,stock_id_quality_level,stock_id_quality_log
SDN1100,PHILLIPS,6,1,PORCUPINESLOUG,14,0,WANNOCK,18,0,CHILKOOTLKBEACH,20,0,BEARSLOUGH,16,0,PBS,AV,level1,NA
SDN1101,CHILKO_SOUTH,2,0.75,CHILKO,3,0.24,L_ADAMS,4,0.01,CHILKO-NORTH,3,0,RAFT,2,0,PBS,AV,level1,NA
SDN1108,CHILKO,3,0.94,CHILKO_SOUTH,2,0.04,QUESNEL_HORSEF,3,0.01,PINCHI_CR,3,0.01,NA,NA,NA,PBS,AV,level1,NA
SDN1109,PITT,2,1,SCUD,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1110,QUESNEL_MITCHE,3,0.93,WASKO_CR,3,0.06,ROARING,3,0.01,MITCHELL,3,0.01,BLUE_LEAD_CK,3,0,PBS,AV,level1,NA
SDN1090,QUESNEL_HORSEF,3,0.6,L_HORSEFLY,3,0.39,RAFT,2,0.01,M_HORSEFLY,3,0,U_HORSEFLY,3,0,PBS,AV,level1,NA
SDN1091,SCOTCH,2,0.88,L_ADAMS,4,0.07,SEYMOUR,2,0.04,LITTLE,4,0.01,CHILKO_SOUTH,2,0,PBS,AV,level1,NA
SDN1092,BLACKWATER,1,0.72,CHILKO_SOUTH,2,0.14,SINTA,1,0.05,CHILKO,3,0.05,DUST,1,0.01,PBS,AV,level1,NA
SDN1093,WASKO_CR,3,0.73,QUESNEL_HORSEF,3,0.1,QUESNEL_MITCHE,3,0.07,L_HORSEFLY,3,0.05,CHILKO,3,0.03,PBS,AV,level1,NA
SDN1102,CHILKO_SOUTH,2,0.81,CHILKO,3,0.19,PORTAGE_CR,4,0,CHILKO-NORTH,3,0,L_ADAMS,4,0,PBS,AV,level1,NA
SDN1103,CHILKO,3,0.9,CHILKO_SOUTH,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1111,CHILKO_SOUTH,2,0.61,PINCHI_CR,3,0.21,CHILKO,3,0.17,MIDDLE,3,0.01,QUESNEL_HORSEF,3,0,PBS,AV,level1,NA
SDN1112,QUESNEL_MITCHE,3,0.99,MITCHELL,3,0.01,WASKO_CR,3,0,BLUE_LEAD_CK,3,0,NA,NA,NA,PBS,AV,level1,NA
SDN1113,CHILKO_SOUTH,2,0.53,CHILKO,3,0.46,CHILKO-NORTH,3,0,L_ADAMS,4,0,LITTLE,4,0,PBS,AV,level1,NA
SDN1118,U_HORSEFLY,3,0.99,L_HORSEFLY,3,0.01,CHILKO,3,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1104,CHILKO,3,0.96,L_ADAMS,4,0.01,CHILKO-NORTH,3,0.01,QUESNEL_HORSEF,3,0.01,CHILKO_SOUTH,2,0.01,PBS,AV,level1,NA
SDN1105,BIRKENHEAD,3,0.63,CHILKO_SOUTH,2,0.32,LAKEWASHINGTON,5,0.02,L_ADAMS,4,0.02,CHILKO,3,0.01,PBS,AV,level1,NA
SDN1106,SCOTCH,2,0.99,SEYMOUR,2,0.01,L_ADAMS,4,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1119,CHILKO,3,1,U_HORSEFLY,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1120,CHILKO,3,0.97,CHILKO_SOUTH,2,0.03,L_ADAMS,4,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1121,SCOTCH,2,0.97,SEYMOUR,2,0.02,L_SHUSWAP,4,0,BIRKENHEAD,3,0,NA,NA,NA,PBS,AV,level1,NA
SDN1122,BLACKWATER,1,0.98,"NADINA",2,0.01,SANDPOINT,1,0,DUST,1,0,ROSSETTE,1,0,PBS,AV,level1,NA
SDN1123,QUESNEL_HORSEF,3,0.6,L_HORSEFLY,3,0.33,CHILKO,3,0.04,L_ADAMS,4,0.01,LITTLE,4,0.01,PBS,AV,level1,NA
SDN1124,QUESNEL_HORSEF,3,0.51,L_HORSEFLY,3,0.36,WASKO_CR,3,0.05,L_ADAMS,4,0.02,LITTLE,4,0.01,PBS,AV,level1,NA
SDN1139,CHILKO,3,0.8,CHILKO_SOUTH,2,0.16,PORTER_CR,1,0.02,KUZKWA_CR,3,0.01,"NARROWS",1,0,PBS,AV,level1,NA
SDN1347,CHILKO,3,0.96,U_HORSEFLY,3,0.03,CHILKO_SOUTH,2,0.01,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1348,CHILKO,3,0.97,CHILKO_SOUTH,2,0.01,BIRKENHEAD,3,0.01,PITT,2,0,L_ADAMS,4,0,PBS,AV,level1,NA
SDN1349,MITCHELL,3,1,QUESNEL_MITCHE,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1350,MITCHELL,3,0.99,ROARING,3,0,L_ADAMS,4,0,BLUE_LEAD_CK,3,0,THOMPSON_N,2,0,PBS,AV,level1,NA
SDN1367,CHILKO,3,1,MIDDLE,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1368,KUZKWA_CR,3,0.39,CHILKO,3,0.33,PINCHI_CR,3,0.16,CHILKO_SOUTH,2,0.06,TACHIE,3,0.04,PBS,AV,level1,NA
SDN1369,PORTER_CR,1,0.59,KUZKWA_CR,3,0.2,PINCHI_CR,3,0.05,STELLAKO,3,0.04,"NARROWS",1,0.03,PBS,AV,level1,NA
SDN1107,CHILKO_SOUTH,2,0.68,CHILKO,3,0.31,WASKO_CR,3,0,BLACKWATER,1,0,THOMPSON_N,2,0,PBS,AV,level1,NA
SDN1114,PINCHI_CR,3,0.9,MIDDLE,3,0.06,BAKER_LAKE,5,0.03,QUESNEL_HORSEF,3,0.01,PITT,2,0,PBS,AV,level1,NA
SDN1115,BLACKWATER,1,0.64,SINTA,1,0.24,SANDPOINT,1,0.07,KYNOCK,1,0.03,FIVEMILE,1,0.01,PBS,AV,level1,NA
SDN1116,U_HORSEFLY,3,0.99,L_HORSEFLY,3,0,THOMPSON_N,2,0,HORSEFLY,3,0,MCKINLEY,3,0,PBS,AV,level1,NA
SDN1125,U_HORSEFLY,3,0.97,L_ADAMS,4,0.02,L_HORSEFLY,3,0.01,HORSEFLY,3,0,NA,NA,NA,PBS,AV,level1,NA
SDN1126,CHILKO,3,0.93,MITCHELL,3,0.03,L_ADAMS,4,0.02,MIDDLE,3,0.02,CHILKO_SOUTH,2,0.01,PBS,AV,level1,NA
SDN1127,QUESNEL_HORSEF,3,0.57,L_HORSEFLY,3,0.2,WASKO_CR,3,0.11,L_ADAMS,4,0.06,LITTLE,4,0.03,PBS,AV,level1,NA
SDN1128,QUESNEL_HORSEF,3,0.61,L_HORSEFLY,3,0.38,M_HORSEFLY,3,0,U_HORSEFLY,3,0,HORSEFLY,3,0,PBS,AV,level1,NA
SDN1129,L_ADAMS,4,0.86,CHILKO_SOUTH,2,0.11,CHILKO,3,0.01,EAGLE_L,4,0,LITTLE,4,0,PBS,AV,level1,NA
SDN1130,THOMPSON_N,2,0.26,RAFT,2,0.21,CHILKO_SOUTH,2,0.11,CHILKO,3,0.11,L_ADAMS,4,0.11,PBS,AV,level1,NA
SDN1117,CHILKO,3,0.66,U_HORSEFLY,3,0.17,MIDDLE,3,0.11,STELLAKO,3,0.05,HORSEFLY,3,0,PBS,AV,level1,NA
SDN1131,L_ADAMS,4,1,CHILKO,3,0,LITTLE,4,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1132,L_ADAMS,4,0.94,U_HORSEFLY,3,0.05,LITTLE,4,0,L_HORSEFLY,3,0,PITT,2,0,PBS,AV,level1,NA
SDN1133,CHILKO,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1134,SCOTCH,2,0.99,SEYMOUR,2,0.01,L_ADAMS,4,0,EAGLE_L,4,0,MIDDLESHUSWAP,4,0,PBS,AV,level1,NA
SDN1140,THOMPSON_N,2,0.49,BIRKENHEAD,3,0.34,CHILKO,3,0.11,L_HORSEFLY,3,0.04,PINCHI_CR,3,0.01,PBS,AV,level1,NA
SDN1141,THOMPSON_N,2,0.95,CHILKO,3,0.04,PORTAGE_CR,4,0.01,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1142,CHILKO,3,1,CHILKO_SOUTH,2,0,PORTAGE_CR,4,0,L_SHUSWAP,4,0,MIDDLE,3,0,PBS,AV,level1,NA
SDN1143,QUESNEL_HORSEF,3,0.92,ROARING,3,0.04,U_HORSEFLY,3,0.02,HORSEFLY,3,0.01,M_HORSEFLY,3,0.01,PBS,AV,level1,NA
SDN1144,PITT,2,1,BIRKENHEAD,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1135,BOWRON,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1136,CHILKO,3,0.28,CHILKO_SOUTH,2,0.17,SCOTCH,2,0.13,QUESNEL_HORSEF,3,0.12,L_HORSEFLY,3,0.09,PBS,AV,level1,NA
SDN1137,GATES_CR,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1145,CHILKO,3,0.94,CHILKO_SOUTH,2,0.05,MITCHELL,3,0,KUZKWA_CR,3,0,TACHIE,3,0,PBS,AV,level1,NA
SDN1146,MITCHELL,3,1,BLUE_LEAD_CK,3,0,WASKO_CR,3,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1147,CHILKO,3,0.74,CHILKO_SOUTH,2,0.25,PINCHI_CR,3,0,THOMPSON_N,2,0,ROSSETTE,1,0,PBS,AV,level1,NA
SDN1148,PITT,2,1,YONAKINA,16,0,CRAIG,14,0,TUSKWA,16,0,NA,NA,NA,PBS,AV,level1,NA
SDN1149,QUESNEL_HORSEF,3,0.68,L_SHUSWAP,4,0.11,STELLAKO,3,0.07,L_ADAMS,4,0.06,PORTAGE_CR,4,0.02,PBS,AV,level1,NA
SDN1150,PITT,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1151,L_ADAMS,4,0.71,LITTLE,4,0.28,MIDDLESHUSWAP,4,0,DUST,1,0,SEYMOUR,2,0,PBS,AV,level1,NA
SDN1138,GATES_CR,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1152,CHILKO,3,0.71,KUZKWA_CR,3,0.12,PINCHI_CR,3,0.06,CHILKO_SOUTH,2,0.04,PORTER_CR,1,0.02,PBS,AV,level1,NA
SDN1153,CHILKO,3,0.99,QUESNEL_HORSEF,3,0.01,"NARROWS",1,0.01,ROSSETTE,1,0,CHILKO-NORTH,3,0,PBS,AV,level1,NA
SDN1154,QUESNEL_HORSEF,3,0.72,ROARING,3,0.16,CHILKO,3,0.06,"NARROWS",1,0.02,WASKO_CR,3,0.01,PBS,AV,level1,NA
SDN1155,CHILKO_SOUTH,2,0.71,CHILKO,3,0.29,QUESNEL_HORSEF,3,0,CHILKO-NORTH,3,0,THOMPSON_N,2,0,PBS,AV,level1,NA
SDN1161,BIRKENHEAD,3,0.48,WASKO_CR,3,0.33,CHILKO_SOUTH,2,0.14,L_ADAMS,4,0.01,QUESNEL_HORSEF,3,0.01,PBS,AV,level1,NA
SDN1162,CHILKO,3,0.97,CHILKO-NORTH,3,0.02,QUESNEL_HORSEF,3,0,CHILKO_SOUTH,2,0,BLACKWATER,1,0,PBS,AV,level1,NA
SDN1163,CHILKO,3,0.97,CHILKO_SOUTH,2,0.01,HORSEFLY,3,0,QUESNEL_HORSEF,3,0,ROARING,3,0,PBS,AV,level1,NA
SDN1164,QUESNEL_HORSEF,3,0.99,HORSEFLY,3,0,L_HORSEFLY,3,0,M_HORSEFLY,3,0,ROARING,3,0,PBS,AV,level1,NA
SDN1165,"NARROWS",1,0.96,CHILKO,3,0.03,CHILKO-NORTH,3,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1156,SCOTCH,2,0.94,FENNELL,2,0.03,SEYMOUR,2,0.02,CHILKO,3,0.01,L_SHUSWAP,4,0,PBS,AV,level1,NA
SDN1166,BOWRON,2,0.91,QUESNEL_HORSEF,3,0.08,L_HORSEFLY,3,0.01,WASKO_CR,3,0,BLUE_LEAD_CK,3,0,PBS,AV,level1,NA
SDN1167,L_ADAMS,4,0.48,LITTLE,4,0.22,CHILKO_SOUTH,2,0.1,QUESNEL_HORSEF,3,0.05,WASKO_CR,3,0.05,PBS,AV,level1,NA
SDN1168,NIMPKISH,7,0.71,WOSS_LAKE,7,0.28,VERNON,7,0.01,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1191,"NARROWS",1,0.21,QUESNEL_HORSEF,3,0.15,STELLAKO,3,0.12,BIRKENHEAD,3,0.09,SCOTCH,2,0.07,PBS,AV,level1,NA
SDN1192,PITT,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1193,PHILLIPS,6,1,CHILKO,3,0,THOMPSON_N,2,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1209,MITCHELL,3,0.98,QUESNEL_MITCHE,3,0.01,ROARING,3,0.01,WASKO_CR,3,0,BLUE_LEAD_CK,3,0,PBS,AV,level1,NA
SDN1210,"NARROWS",1,0.99,SINTA,1,0,BLACKWATER,1,0,PORTER_CR,1,0,FIVEMILE,1,0,PBS,AV,level1,NA
SDN1157,L_SHUSWAP,4,0.84,PORTAGE_CR,4,0.12,L_ADAMS,4,0.03,LITTLE,4,0,MIDDLESHUSWAP,4,0,PBS,AV,level1,NA
SDN1158,BLACKWATER,1,0.75,L_ADAMS,4,0.1,MIDDLE,3,0.04,SANDPOINT,1,0.03,LITTLE,4,0.02,PBS,AV,level1,NA
SDN1159,QUESNEL_HORSEF,3,0.42,L_HORSEFLY,3,0.37,BLACKWATER,1,0.09,SCOTCH,2,0.04,CHILKO_SOUTH,2,0.03,PBS,AV,level1,NA
SDN1169,QUESNEL_HORSEF,3,0.97,U_HORSEFLY,3,0.02,HORSEFLY,3,0.01,CHILKO,3,0,L_HORSEFLY,3,0,PBS,AV,level1,NA
SDN1170,"NARROWS",1,0.51,STELLAKO,3,0.39,ROSSETTE,1,0.02,SANDPOINT,1,0.02,SINTA,1,0.01,PBS,AV,level1,NA
SDN1171,ROARING,3,0.34,CHILKO,3,0.18,SCOTCH,2,0.13,STELLAKO,3,0.11,MITCHELL,3,0.09,PBS,AV,level1,NA
SDN1177,WASKO_CR,3,0.8,QUESNEL_HORSEF,3,0.08,ROARING,3,0.04,QUESNEL_MITCHE,3,0.02,BLACKWATER,1,0.01,PBS,AV,level1,NA
SDN1178,NIMPKISH,7,0.58,VERNON,7,0.38,WOSS_LAKE,7,0.04,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1180,MITCHELL,3,0.77,ROARING,3,0.2,CHILKO,3,0.02,QUESNEL_MITCHE,3,0.01,WASKO_CR,3,0,PBS,AV,level1,NA
SDN1160,BLACKWATER,1,0.92,SINTA,1,0.05,SANDPOINT,1,0.01,MIDDLE,3,0.01,FIVEMILE,1,0.01,PBS,AV,level1,NA
SDN1172,L_ADAMS,4,0.9,LITTLE,4,0.07,WASKO_CR,3,0.01,BIRKENHEAD,3,0.01,CHILKO,3,0.01,PBS,AV,level1,NA
SDN1173,BIRKENHEAD,3,0.98,WASKO_CR,3,0.01,CHILKO,3,0,CHILKO_SOUTH,2,0,L_ADAMS,4,0,PBS,AV,level1,NA
SDN1174,NIMPKISH,7,0.7,VERNON,7,0.18,WOSS_LAKE,7,0.12,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1175,SAKINAW,6,1,L_ADAMS,4,0,LITTLE,4,0,PORTAGE_CR,4,0,NA,NA,NA,PBS,AV,level1,NA
SDN1181,QUESNEL_HORSEF,3,0.98,U_HORSEFLY,3,0.01,ROARING,3,0,WASKO_CR,3,0,L_HORSEFLY,3,0,PBS,AV,level1,NA
SDN1182,L_SHUSWAP,4,0.62,PORTAGE_CR,4,0.2,CHILKO,3,0.1,L_ADAMS,4,0.04,SCOTCH,2,0.02,PBS,AV,level1,NA
SDN1183,LITTLE,4,0.41,THOMPSON_N,2,0.25,L_ADAMS,4,0.15,CHILKO_SOUTH,2,0.1,L_SHUSWAP,4,0.02,PBS,AV,level1,NA
SDN1185,"NARROWS",1,0.97,ROSSETTE,1,0.02,SANDPOINT,1,0.01,HUDSON_BAY,1,0,BIVOUAC,1,0,PBS,AV,level1,NA
SDN1176,CHILKO,3,0.96,CHILKO_SOUTH,2,0.03,"NARROWS",1,0.01,CHILKO-NORTH,3,0,PITT,2,0,PBS,AV,level1,NA
SDN1186,GATES_CR,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1187,NIMPKISH,7,0.68,WOSS_LAKE,7,0.29,VERNON,7,0.03,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1188,NIMPKISH,7,0.7,VERNON,7,0.16,WOSS_LAKE,7,0.14,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1189,SCOTCH,2,0.93,SEYMOUR,2,0.06,L_ADAMS,4,0,LITTLE,4,0,CHILKO,3,0,PBS,AV,level1,NA
SDN1190,QUESNEL_HORSEF,3,0.62,SCOTCH,2,0.19,ROARING,3,0.04,L_SHUSWAP,4,0.04,MITCHELL,3,0.03,PBS,AV,level1,NA
SDN1195,PITT,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1211,SCOTCH,2,0.7,L_SHUSWAP,4,0.13,CHILKO,3,0.09,"NARROWS",1,0.05,SEYMOUR,2,0.02,PBS,AV,level1,NA
SDN1212,CHILKO,3,0.96,QUESNEL_HORSEF,3,0.02,"NARROWS",1,0.01,ROARING,3,0,WASKO_CR,3,0,PBS,AV,level1,NA
SDN1213,CHILKO,3,0.9,CHILKO_SOUTH,2,0.09,L_ADAMS,4,0,BLACKWATER,1,0,CHILKO-NORTH,3,0,PBS,AV,level1,NA
SDN1196,CHILKO,3,0.75,SCOTCH,2,0.07,QUESNEL_HORSEF,3,0.04,L_ADAMS,4,0.03,ROSSETTE,1,0.02,PBS,AV,level1,NA
SDN1197,MITCHELL,3,0.9,ROARING,3,0.06,WASKO_CR,3,0.02,QUESNEL_MITCHE,3,0.02,QUESNEL_HORSEF,3,0,PBS,AV,level1,NA
SDN1198,L_ADAMS,4,0.56,LITTLE,4,0.4,MIDDLESHUSWAP,4,0.01,PORTAGE_CR,4,0.01,SCOTCH,2,0,PBS,AV,level1,NA
SDN1199,SCOTCH,2,0.51,L_ADAMS,4,0.36,SEYMOUR,2,0.06,LITTLE,4,0.05,EAGLE_L,4,0.01,PBS,AV,level1,NA
SDN1200,CHILKO_SOUTH,2,0.57,CHILKO,3,0.42,CHILKO-NORTH,3,0.02,LITTLE,4,0,NA,NA,NA,PBS,AV,level1,NA
SDN1201,LITTLE,4,0.51,L_ADAMS,4,0.39,MIDDLESHUSWAP,4,0.05,L_SHUSWAP,4,0.03,PORTAGE_CR,4,0.01,PBS,AV,level1,NA
SDN1202,ROARING,3,0.35,MITCHELL,3,0.18,QUESNEL_HORSEF,3,0.18,WASKO_CR,3,0.16,CHILKO,3,0.12,PBS,AV,level1,NA
SDN1214,STELLAKO,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1215,BIRKENHEAD,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1216,SCOTCH,2,0.8,CHILKO,3,0.13,SEYMOUR,2,0.04,L_SHUSWAP,4,0.02,L_ADAMS,4,0.01,PBS,AV,level1,NA
SDN1203,CHILKO,3,1,CHILKO_SOUTH,2,0,"NARROWS",1,0,CHILKO-NORTH,3,0,GLUSKIE,1,0,PBS,AV,level1,NA
SDN1204,PHILLIPS,6,0.91,"NARROWS",1,0.09,ROSSETTE,1,0,FELIX,1,0,STELLAKO,3,0,PBS,AV,level1,NA
SDN1205,L_ADAMS,4,0.66,LITTLE,4,0.29,L_HORSEFLY,3,0.04,QUESNEL_HORSEF,3,0.02,EAGLE_L,4,0,PBS,AV,level1,NA
SDN1206,CHILKO,3,0.68,LITTLE,4,0.25,CHILKO-NORTH,3,0.04,CHILKO_SOUTH,2,0.01,L_HORSEFLY,3,0.01,PBS,AV,level1,NA
SDN1207,PITT,2,0.94,L_ADAMS,4,0.03,RAFT,2,0.01,CHILKO_SOUTH,2,0.01,THOMPSON_N,2,0,PBS,AV,level1,NA
SDN1208,QUESNEL_MITCHE,3,0.99,MITCHELL,3,0.01,WASKO_CR,3,0.01,BLUE_LEAD_CK,3,0,ROARING,3,0,PBS,AV,level1,NA
SDN1217,STELLAKO,3,1,KUZKWA_CR,3,0,PINCHI_CR,3,0,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1218,CHILKO,3,0.53,CHILKO_SOUTH,2,0.13,L_ADAMS,4,0.12,QUESNEL_HORSEF,3,0.12,L_HORSEFLY,3,0.04,PBS,AV,level1,NA
SDN1219,CHILKO,3,0.95,CHILKO_SOUTH,2,0.04,CHILKO-NORTH,3,0.01,QUESNEL_HORSEF,3,0,L_ADAMS,4,0,PBS,AV,level1,NA
SDN1220,CHILKO,3,0.99,CHILKO_SOUTH,2,0,SANDPOINT,1,0,HUDSON_BAY,1,0,NA,NA,NA,PBS,AV,level1,NA
SDN1221,MITCHELL,3,0.89,ROARING,3,0.07,QUESNEL_MITCHE,3,0.02,WASKO_CR,3,0.01,CHILKO,3,0.01,PBS,AV,level1,NA
SDN1222,QUESNEL_HORSEF,3,0.51,L_HORSEFLY,3,0.35,CHILKO_SOUTH,2,0.04,L_ADAMS,4,0.03,M_HORSEFLY,3,0.02,PBS,AV,level1,NA
SDN1229,SEYMOUR,2,0.82,BIRKENHEAD,3,0.17,EAGLE,2,0.01,SCOTCH,2,0.01,L_ADAMS,4,0,PBS,AV,level1,NA
SDN1230,STELLAKO,3,1,PINCHI_CR,3,0,MIDDLE,3,0,TACHIE,3,0,ROSSETTE,1,0,PBS,AV,level1,NA
SDN1231,CHILKO,3,0.98,PORTAGE_CR,4,0.01,L_ADAMS,4,0.01,MITCHELL,3,0,L_SHUSWAP,4,0,PBS,AV,level1,NA
SDN1232,CHILKO,3,0.97,KYNOCK,1,0.01,MIDDLE,3,0.01,CHILKO-NORTH,3,0.01,L_ADAMS,4,0,PBS,AV,level1,NA
SDN1251,QUESNEL_HORSEF,3,0.99,LITTLE,4,0.01,L_ADAMS,4,0,HORSEFLY,3,0,M_HORSEFLY,3,0,PBS,AV,level1,NA
SDN1252,CHILKO,3,0.99,CHILKO_SOUTH,2,0,QUESNEL_DECEPT,3,0,L_ADAMS,4,0,M_HORSEFLY,3,0,PBS,AV,level1,NA
SDN1253,CHILKO,3,0.53,QUESNEL_HORSEF,3,0.25,WASKO_CR,3,0.15,CHILKO_SOUTH,2,0.04,L_HORSEFLY,3,0.02,PBS,AV,level1,NA
SDN1264,CHILKO,3,0.99,CHILKO_SOUTH,2,0.01,QUESNEL_HORSEF,3,0,L_ADAMS,4,0,CHILKO-NORTH,3,0,PBS,AV,level1,NA
SDN1223,L_ADAMS,4,0.61,SCOTCH,2,0.16,LITTLE,4,0.09,SEYMOUR,2,0.07,QUESNEL_HORSEF,3,0.02,PBS,AV,level1,NA
SDN1224,CHILKO,3,0.98,CHILKO_SOUTH,2,0.02,CHILKO-NORTH,3,0,L_ADAMS,4,0,NA,NA,NA,PBS,AV,level1,NA
SDN1225,QUESNEL_HORSEF,3,0.98,U_HORSEFLY,3,0.01,HORSEFLY,3,0.01,L_HORSEFLY,3,0,M_HORSEFLY,3,0,PBS,AV,level1,NA
SDN1233,CHILKO,3,0.99,QUESNEL_HORSEF,3,0.01,CHILKO-NORTH,3,0,MIDDLE,3,0,L_HORSEFLY,3,0,PBS,AV,level1,NA
SDN1234,LITTLE,4,0.36,SCOTCH,2,0.33,L_ADAMS,4,0.31,EAGLE,2,0,SEYMOUR,2,0,PBS,AV,level1,NA
SDN1235,CHILKO,3,0.97,L_ADAMS,4,0.02,CHILKO_SOUTH,2,0.01,CHILKO-NORTH,3,0,LITTLE,4,0,PBS,AV,level1,NA
SDN1236,L_SHUSWAP,4,0.71,PORTAGE_CR,4,0.15,L_ADAMS,4,0.06,QUESNEL_HORSEF,3,0.03,CHILKO,3,0.02,PBS,AV,level1,NA
SDN1237,MITCHELL,3,0.96,ROARING,3,0.02,QUESNEL_MITCHE,3,0.02,WASKO_CR,3,0,BLUE_LEAD_CK,3,0,PBS,AV,level1,NA
SDN1245,SANDPOINT,1,0.29,PAULA,1,0.29,PORTER_CR,1,0.09,SINTA,1,0.07,FORFAR,1,0.07,PBS,AV,level1,NA
SDN1248,SEYMOUR,2,0.91,SCOTCH,2,0.06,L_ADAMS,4,0.03,LITTLE,4,0,NA,NA,NA,PBS,AV,level1,NA
SDN1226,CHILKO,3,0.6,L_ADAMS,4,0.25,BIRKENHEAD,3,0.05,LITTLE,4,0.04,CHILKO_SOUTH,2,0.04,PBS,AV,level1,NA
SDN1227,CHILKO,3,0.65,L_ADAMS,4,0.08,PORTAGE_CR,4,0.06,SCOTCH,2,0.05,ROARING,3,0.03,PBS,AV,level1,NA
SDN1228,BIRKENHEAD,3,1,PITT,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1238,PITT,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1249,KITKIATA_LAKE,15,0.51,L_ADAMS,4,0.17,RED_BAY_LAKE,20,0.12,PORTAGE_CR,4,0.09,LITTLE,4,0.04,PBS,AV,level1,NA
SDN1254,MITCHELL,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,AV,level1,NA
SDN1255,CHILKO,3,0.92,L_ADAMS,4,0.04,PINCHI_CR,3,0.03,CHILKO-NORTH,3,0.01,TACHIE,3,0,PBS,AV,level1,NA
SDN1256,L_ADAMS,4,0.79,LITTLE,4,0.07,MIDDLESHUSWAP,4,0.07,SEYMOUR,2,0.02,PORTAGE_CR,4,0.02,PBS,AV,level1,NA
SDN1257,CHILKO_SOUTH,2,0.67,CHILKO,3,0.33,CHILKO-NORTH,3,0,PORTAGE_CR,4,0,NA,NA,NA,PBS,AV,level1,NA
SDN1239,CHILKO,3,0.24,SANDPOINT,1,0.18,SINTA,1,0.15,RAFT,2,0.13,THOMPSON_N,2,0.08,PBS,AV,level1,NA
SDN1240,THOMPSON_N,2,0.44,L_ADAMS,4,0.22,RAFT,2,0.15,QUESNEL_HORSEF,3,0.14,CHILKO,3,0.02,PBS,AV,level1,NA
SDN1241,CHILKO,3,0.74,CHILKO_SOUTH,2,0.07,THOMPSON_N,2,0.07,RAFT,2,0.06,MIDDLE,3,0.02,PBS,AV,level1,NA
SDN1242,L_SHUSWAP,4,0.52,PORTAGE_CR,4,0.32,L_ADAMS,4,0.08,LITTLE,4,0.04,CHILKO,3,0.01,PBS,AV,level1,NA
SDN1243,L_SHUSWAP,4,0.99,SCOTCH,2,0.01,SEYMOUR,2,0,PORTAGE_CR,4,0,NA,NA,NA,PBS,AV,level1,NA
