ufn,survey_date,site_id,species,motile_lep,motile_caligus,all_lice
U4337,2016-05-15T00:00:00Z,D22,SO,0,0,0
U4366,2016-05-15T00:00:00Z,D22,SO,0,0,0
U4364,2016-05-15T00:00:00Z,D22,SO,0,0,0
U4342,2016-05-15T00:00:00Z,D22,SO,0,0,0
U2817,2016-05-16T00:00:00Z,D21,SO,0,0,0
U2812,2016-05-16T00:00:00Z,D21,SO,0,0,0
U2511,2016-05-16T00:00:00Z,D21,SO,0,0,0
U2813,2016-05-16T00:00:00Z,D21,SO,0,0,0
U2509,2016-05-16T00:00:00Z,D21,SO,0,0,0
U2815,2016-05-16T00:00:00Z,D21,SO,0,0,0
U2510,2016-05-16T00:00:00Z,D21,SO,0,0,0
U2816,2016-05-16T00:00:00Z,D21,SO,0,1,1
U2508,2016-05-16T00:00:00Z,D21,SO,0,1,1
U2814,2016-05-16T00:00:00Z,D21,SO,0,0,0
U2903,2016-05-18T00:00:00Z,D25,SO,0,0,0
U2787,2016-05-18T00:00:00Z,D25,SO,0,0,0
U2821,2016-05-18T00:00:00Z,D25,SO,0,0,0
U2822,2016-05-18T00:00:00Z,D25,SO,0,0,0
U2820,2016-05-18T00:00:00Z,D25,SO,0,0,0
U2788,2016-05-18T00:00:00Z,D25,SO,0,0,0
U2819,2016-05-18T00:00:00Z,D25,SO,0,0,0
U2823,2016-05-18T00:00:00Z,D25,SO,0,0,0
U2786,2016-05-18T00:00:00Z,D25,SO,0,0,0
U2818,2016-05-18T00:00:00Z,D25,SO,0,0,0
U4084,2016-05-19T00:00:00Z,D08,CU,0,0,0
U4274,2016-05-19T00:00:00Z,D08,SO,0,0,0
U2760,2016-05-19T00:00:00Z,D08,SO,0,0,0
U4202,2016-05-19T00:00:00Z,D08,SO,0,0,0
U4279,2016-05-19T00:00:00Z,D08,SO,0,0,0
U2763,2016-05-19T00:00:00Z,D08,SO,0,0,0
U2767,2016-05-19T00:00:00Z,D08,SO,0,0,0
U2765,2016-05-19T00:00:00Z,D08,SO,0,0,0
U4280,2016-05-19T00:00:00Z,D08,SO,0,1,1
U4227,2016-05-19T00:00:00Z,D08,SO,0,0,0
U4203,2016-05-19T00:00:00Z,D08,SO,0,0,0
U4277,2016-05-19T00:00:00Z,D08,SO,0,0,0
U2762,2016-05-19T00:00:00Z,D08,SO,0,0,0
U4276,2016-05-19T00:00:00Z,D08,SO,0,0,0
U4204,2016-05-19T00:00:00Z,D08,SO,0,0,0
U4275,2016-05-19T00:00:00Z,D08,SO,0,0,0
U4281,2016-05-19T00:00:00Z,D08,SO,0,0,0
U4278,2016-05-19T00:00:00Z,D08,SO,0,0,0
U4282,2016-05-19T00:00:00Z,D08,SO,0,0,0
U4230,2016-05-19T00:00:00Z,D08,SO,0,0,0
U4226,2016-05-19T00:00:00Z,D08,SO,0,0,0
U4228,2016-05-19T00:00:00Z,D08,SO,0,0,0
U4225,2016-05-19T00:00:00Z,D08,SO,0,1,1
U2761,2016-05-19T00:00:00Z,D08,SO,0,0,0
U4229,2016-05-19T00:00:00Z,D08,SO,0,0,0
U2759,2016-05-19T00:00:00Z,D08,SO,0,0,0
U2764,2016-05-19T00:00:00Z,D08,SO,0,0,0
U2768,2016-05-19T00:00:00Z,D08,SO,0,0,0
U2766,2016-05-19T00:00:00Z,D08,SO,0,0,0
U4201,2016-05-19T00:00:00Z,D08,SO,0,0,0
U4273,2016-05-19T00:00:00Z,D08,SO,0,0,0
U2504,2016-05-19T00:00:00Z,D24,SO,0,0,0
U2809,2016-05-19T00:00:00Z,D24,SO,0,0,0
U2505,2016-05-19T00:00:00Z,D24,SO,0,0,0
U2507,2016-05-19T00:00:00Z,D24,SO,0,0,0
U2506,2016-05-19T00:00:00Z,D24,SO,0,0,0
U2806,2016-05-19T00:00:00Z,D24,SO,0,0,0
U2810,2016-05-19T00:00:00Z,D24,SO,0,1,1
U2811,2016-05-19T00:00:00Z,D24,SO,0,0,0
U2808,2016-05-19T00:00:00Z,D24,SO,0,0,0
U2807,2016-05-19T00:00:00Z,D24,SO,0,1,1
U4667,2016-05-19T00:00:00Z,D07,SO,0,1,1
U4570,2016-05-19T00:00:00Z,D07,SO,0,0,0
U4568,2016-05-19T00:00:00Z,D07,SO,0,0,0
U4684,2016-05-19T00:00:00Z,D07,SO,0,0,0
U4668,2016-05-19T00:00:00Z,D07,SO,0,0,0
U4685,2016-05-19T00:00:00Z,D07,SO,0,0,0
U4686,2016-05-19T00:00:00Z,D07,SO,0,0,0
U4663,2016-05-19T00:00:00Z,D07,SO,0,0,0
U4665,2016-05-19T00:00:00Z,D07,SO,0,0,0
U4632,2016-05-19T00:00:00Z,D07,SO,0,0,0
U1967,2016-05-19T00:00:00Z,D07,SO,0,0,0
U4670,2016-05-19T00:00:00Z,D07,SO,0,1,1
U1968,2016-05-19T00:00:00Z,D07,SO,0,0,0
U1965,2016-05-19T00:00:00Z,D07,SO,0,2,2
U1970,2016-05-19T00:00:00Z,D07,SO,0,0,0
U1963,2016-05-19T00:00:00Z,D07,SO,0,0,0
U1966,2016-05-19T00:00:00Z,D07,SO,0,0,0
U1981,2016-05-19T00:00:00Z,D07,SO,0,0,0
U1969,2016-05-19T00:00:00Z,D07,SO,0,0,0
U1952,2016-05-19T00:00:00Z,D07,SO,0,0,0
U4566,2016-05-19T00:00:00Z,D07,SO,0,0,0
U1964,2016-05-19T00:00:00Z,D07,SO,0,0,0
U4681,2016-05-19T00:00:00Z,D07,SO,0,1,1
U4664,2016-05-19T00:00:00Z,D07,SO,0,0,0
U4669,2016-05-19T00:00:00Z,D07,SO,0,0,0
U4682,2016-05-19T00:00:00Z,D07,SO,0,0,0
U4666,2016-05-19T00:00:00Z,D07,SO,0,1,1
U4683,2016-05-19T00:00:00Z,D07,SO,0,0,0
U4567,2016-05-19T00:00:00Z,D07,SO,0,0,0
U4569,2016-05-19T00:00:00Z,D07,SO,0,0,0
U2610,2016-05-20T00:00:00Z,J05,SO,0,0,0
U2717,2016-05-20T00:00:00Z,J05,SO,0,0,0
U2719,2016-05-20T00:00:00Z,J05,SO,0,0,0
U2713,2016-05-20T00:00:00Z,J05,SO,0,0,0
U2716,2016-05-20T00:00:00Z,J05,SO,0,0,0
U2714,2016-05-20T00:00:00Z,J05,SO,0,0,0
U2611,2016-05-20T00:00:00Z,J05,SO,0,0,0
U2712,2016-05-20T00:00:00Z,J05,SO,0,0,0
U2718,2016-05-20T00:00:00Z,J05,SO,0,0,0
U2715,2016-05-20T00:00:00Z,J05,SO,0,0,0
U2473,2016-05-21T00:00:00Z,J06,SO,0,0,0
U2494,2016-05-21T00:00:00Z,J06,SO,0,0,0
U2304,2016-05-21T00:00:00Z,J06,SO,0,1,1
U2326,2016-05-21T00:00:00Z,J06,SO,0,0,0
U2325,2016-05-21T00:00:00Z,J06,SO,0,0,0
U2328,2016-05-21T00:00:00Z,J06,SO,0,0,0
U2301,2016-05-21T00:00:00Z,J06,SO,0,1,1
U2303,2016-05-21T00:00:00Z,J06,SO,0,1,1
U2302,2016-05-21T00:00:00Z,J06,SO,0,0,0
U2327,2016-05-21T00:00:00Z,J06,SO,0,0,0
U2436,2016-05-21T00:00:00Z,J07,SO,0,1,1
U2160,2016-05-21T00:00:00Z,J07,SO,0,0,0
U2438,2016-05-21T00:00:00Z,J07,SO,0,0,0
U2434,2016-05-21T00:00:00Z,J07,SO,0,0,0
U2159,2016-05-21T00:00:00Z,J07,SO,0,0,0
U2261,2016-05-21T00:00:00Z,J07,SO,0,1,1
U2431,2016-05-21T00:00:00Z,J07,SO,0,1,1
U2439,2016-05-21T00:00:00Z,J07,SO,0,0,0
U2430,2016-05-21T00:00:00Z,J07,SO,0,0,0
U2433,2016-05-21T00:00:00Z,J07,SO,0,0,0
U2262,2016-05-21T00:00:00Z,J07,SO,0,0,0
U2435,2016-05-21T00:00:00Z,J07,SO,0,0,0
U2432,2016-05-21T00:00:00Z,J07,SO,0,1,1
U2437,2016-05-21T00:00:00Z,J07,SO,0,0,0
U2263,2016-05-21T00:00:00Z,J08,SO,0,0,0
U2455,2016-05-21T00:00:00Z,J08,SO,0,0,0
U2453,2016-05-21T00:00:00Z,J08,SO,0,0,0
U2457,2016-05-21T00:00:00Z,J08,SO,0,0,0
U2454,2016-05-21T00:00:00Z,J08,SO,0,0,0
U2264,2016-05-21T00:00:00Z,J08,SO,0,0,0
U2458,2016-05-21T00:00:00Z,J08,SO,0,0,0
U2456,2016-05-21T00:00:00Z,J08,SO,0,0,0
U2452,2016-05-21T00:00:00Z,J08,SO,0,1,1
U2451,2016-05-21T00:00:00Z,J08,SO,0,0,0
U3931,2016-05-22T00:00:00Z,J09,CO,0,0,0
U3933,2016-05-22T00:00:00Z,J09,CO,0,0,0
U3929,2016-05-22T00:00:00Z,J09,CO,0,1,1
U3932,2016-05-22T00:00:00Z,J09,CO,0,1,1
U3930,2016-05-22T00:00:00Z,J09,CO,0,0,0
U3663,2016-05-22T00:00:00Z,J09,CU,0,0,0
U3667,2016-05-22T00:00:00Z,J09,CU,0,0,0
U3668,2016-05-22T00:00:00Z,J09,CU,0,0,0
U3671,2016-05-22T00:00:00Z,J09,CU,0,0,0
U3664,2016-05-22T00:00:00Z,J09,CU,0,0,0
U3670,2016-05-22T00:00:00Z,J09,CU,0,0,0
U3665,2016-05-22T00:00:00Z,J09,CU,0,0,0
U3669,2016-05-22T00:00:00Z,J09,CU,0,0,0
U3666,2016-05-22T00:00:00Z,J09,CU,0,0,0
U3981,2016-05-22T00:00:00Z,J09,HE,0,0,0
U3874,2016-05-22T00:00:00Z,J09,PI,0,1,1
U3823,2016-05-22T00:00:00Z,J09,PI,0,0,0
U3873,2016-05-22T00:00:00Z,J09,PI,0,1,1
U3866,2016-05-22T00:00:00Z,J09,PI,0,0,0
U3822,2016-05-22T00:00:00Z,J09,PI,0,1,1
U3869,2016-05-22T00:00:00Z,J09,PI,0,0,0
U3871,2016-05-22T00:00:00Z,J09,PI,0,0,0
U3870,2016-05-22T00:00:00Z,J09,PI,0,0,0
U3875,2016-05-22T00:00:00Z,J09,PI,0,0,0
U3872,2016-05-22T00:00:00Z,J09,PI,0,2,2
U1891,2016-05-22T00:00:00Z,J09,SO,0,0,0
U1688,2016-05-22T00:00:00Z,J09,SO,0,3,3
U4584,2016-05-22T00:00:00Z,J09,SO,0,0,0
U4583,2016-05-22T00:00:00Z,J09,SO,0,1,1
U1958,2016-05-22T00:00:00Z,J09,SO,0,0,0
U1867,2016-05-22T00:00:00Z,J09,SO,0,0,0
U4582,2016-05-22T00:00:00Z,J09,SO,0,1,1
U4353,2016-05-22T00:00:00Z,J09,SO,0,1,1
U4326,2016-05-22T00:00:00Z,J09,SO,0,0,0
U4216,2016-05-22T00:00:00Z,J09,SO,0,0,0
U4321,2016-05-22T00:00:00Z,J09,SO,0,1,1
U4651,2016-05-22T00:00:00Z,J09,SO,0,0,0
U4325,2016-05-22T00:00:00Z,J09,SO,0,3,3
U4323,2016-05-22T00:00:00Z,J09,SO,0,0,0
U4322,2016-05-22T00:00:00Z,J09,SO,0,0,0
U4320,2016-05-22T00:00:00Z,J09,SO,0,1,1
U4319,2016-05-22T00:00:00Z,J09,SO,0,0,0
U4215,2016-05-22T00:00:00Z,J09,SO,0,1,1
U4352,2016-05-22T00:00:00Z,J09,SO,0,0,0
U4324,2016-05-22T00:00:00Z,J09,SO,0,0,0
U4351,2016-05-22T00:00:00Z,J09,SO,0,1,1
U4318,2016-05-22T00:00:00Z,J09,SO,0,0,0
U4649,2016-05-22T00:00:00Z,J09,SO,0,0,0
U4354,2016-05-22T00:00:00Z,J09,SO,0,0,0
U4650,2016-05-22T00:00:00Z,J09,SO,0,1,1
U1869,2016-05-22T00:00:00Z,J09,SO,0,0,0
U1858,2016-05-22T00:00:00Z,J09,SO,0,2,2
U1690,2016-05-22T00:00:00Z,J09,SO,0,0,0
U1689,2016-05-22T00:00:00Z,J09,SO,0,1,1
U1868,2016-05-22T00:00:00Z,J09,SO,0,0,0
U2350,2016-05-22T00:00:00Z,J10,SO,0,0,0
U2355,2016-05-22T00:00:00Z,J10,SO,0,1,1
U2349,2016-05-22T00:00:00Z,J10,SO,0,0,0
U2351,2016-05-22T00:00:00Z,J10,SO,0,0,0
U2358,2016-05-22T00:00:00Z,J10,SO,0,0,0
U2353,2016-05-22T00:00:00Z,J10,SO,0,0,0
U2356,2016-05-22T00:00:00Z,J10,SO,0,0,0
U2354,2016-05-22T00:00:00Z,J10,SO,0,0,0
U2357,2016-05-22T00:00:00Z,J10,SO,0,0,0
U2352,2016-05-22T00:00:00Z,J10,SO,0,1,1
U3940,2016-05-22T00:00:00Z,J02,CO,1,1,2
U3706,2016-05-22T00:00:00Z,J02,CU,0,0,0
U3704,2016-05-22T00:00:00Z,J02,CU,0,1,1
U3707,2016-05-22T00:00:00Z,J02,CU,0,0,0
U3703,2016-05-22T00:00:00Z,J02,CU,0,0,0
U3710,2016-05-22T00:00:00Z,J02,CU,0,0,0
U3705,2016-05-22T00:00:00Z,J02,CU,0,0,0
U3709,2016-05-22T00:00:00Z,J02,CU,0,0,0
U3708,2016-05-22T00:00:00Z,J02,CU,0,0,0
U3814,2016-05-22T00:00:00Z,J02,PI,0,2,2
U3853,2016-05-22T00:00:00Z,J02,PI,0,0,0
U3817,2016-05-22T00:00:00Z,J02,PI,0,0,0
U3854,2016-05-22T00:00:00Z,J02,PI,0,0,0
U3815,2016-05-22T00:00:00Z,J02,PI,0,2,2
U3855,2016-05-22T00:00:00Z,J02,PI,0,0,0
U3852,2016-05-22T00:00:00Z,J02,PI,0,1,1
U3818,2016-05-22T00:00:00Z,J02,PI,0,1,1
U3856,2016-05-22T00:00:00Z,J02,PI,1,0,1
U3816,2016-05-22T00:00:00Z,J02,PI,0,1,1
U1863,2016-05-22T00:00:00Z,J02,SO,0,1,1
U1864,2016-05-22T00:00:00Z,J02,SO,0,1,1
U1855,2016-05-22T00:00:00Z,J02,SO,0,0,0
U1862,2016-05-22T00:00:00Z,J02,SO,0,0,0
U1866,2016-05-22T00:00:00Z,J02,SO,0,0,0
U2010,2016-05-22T00:00:00Z,J02,SO,0,0,0
U1856,2016-05-22T00:00:00Z,J02,SO,0,0,0
U1865,2016-05-22T00:00:00Z,J02,SO,0,1,1
U1854,2016-05-22T00:00:00Z,J02,SO,0,3,3
U1857,2016-05-22T00:00:00Z,J02,SO,0,0,0
U3949,2016-05-23T00:00:00Z,D09,CO,0,0,0
U3323,2016-05-23T00:00:00Z,D09,CU,0,2,2
U2976,2016-05-23T00:00:00Z,D09,CU,4,1,5
U3321,2016-05-23T00:00:00Z,D09,CU,0,1,1
U3324,2016-05-23T00:00:00Z,D09,CU,0,0,0
U3322,2016-05-23T00:00:00Z,D09,CU,0,1,1
U3319,2016-05-23T00:00:00Z,D09,CU,3,2,5
U2975,2016-05-23T00:00:00Z,D09,CU,0,0,0
U2977,2016-05-23T00:00:00Z,D09,CU,0,0,0
U3318,2016-05-23T00:00:00Z,D09,CU,0,0,0
U3320,2016-05-23T00:00:00Z,D09,CU,0,0,0
U3448,2016-05-23T00:00:00Z,D09,PI,0,0,0
U3751,2016-05-23T00:00:00Z,D09,PI,0,0,0
U3441,2016-05-23T00:00:00Z,D09,PI,1,1,2
U3447,2016-05-23T00:00:00Z,D09,PI,0,0,0
U3442,2016-05-23T00:00:00Z,D09,PI,0,0,0
U3443,2016-05-23T00:00:00Z,D09,PI,0,0,0
U3444,2016-05-23T00:00:00Z,D09,PI,0,0,0
U3440,2016-05-23T00:00:00Z,D09,PI,0,0,0
U3445,2016-05-23T00:00:00Z,D09,PI,1,0,1
U3446,2016-05-23T00:00:00Z,D09,PI,0,1,1
U1996,2016-05-23T00:00:00Z,D09,SO,0,0,0
U4615,2016-05-23T00:00:00Z,D09,SO,0,0,0
U4618,2016-05-23T00:00:00Z,D09,SO,0,0,0
U4555,2016-05-23T00:00:00Z,D09,SO,0,0,0
U4531,2016-05-23T00:00:00Z,D09,SO,0,0,0
U2002,2016-05-23T00:00:00Z,D09,SO,0,0,0
U2001,2016-05-23T00:00:00Z,D09,SO,0,1,1
U4621,2016-05-23T00:00:00Z,D09,SO,0,0,0
U4529,2016-05-23T00:00:00Z,D09,SO,0,0,0
U4619,2016-05-23T00:00:00Z,D09,SO,0,2,2
U4526,2016-05-23T00:00:00Z,D09,SO,0,0,0
U2000,2016-05-23T00:00:00Z,D09,SO,0,0,0
U4620,2016-05-23T00:00:00Z,D09,SO,0,0,0
U4558,2016-05-23T00:00:00Z,D09,SO,0,0,0
U4530,2016-05-23T00:00:00Z,D09,SO,0,0,0
U4527,2016-05-23T00:00:00Z,D09,SO,0,0,0
U4556,2016-05-23T00:00:00Z,D09,SO,0,0,0
U4616,2016-05-23T00:00:00Z,D09,SO,0,0,0
U4633,2016-05-23T00:00:00Z,D09,SO,0,0,0
U4634,2016-05-23T00:00:00Z,D09,SO,0,0,0
U4392,2016-05-23T00:00:00Z,D09,SO,0,0,0
U4528,2016-05-23T00:00:00Z,D09,SO,0,0,0
U1999,2016-05-23T00:00:00Z,D09,SO,0,0,0
U4617,2016-05-23T00:00:00Z,D09,SO,0,1,1
U1998,2016-05-23T00:00:00Z,D09,SO,0,0,0
U1997,2016-05-23T00:00:00Z,D09,SO,0,0,0
U1953,2016-05-23T00:00:00Z,D09,SO,0,0,0
U4557,2016-05-23T00:00:00Z,D09,SO,0,0,0
U1995,2016-05-23T00:00:00Z,D09,SO,0,0,0
U2003,2016-05-23T00:00:00Z,D09,SO,0,0,0
U2499,2016-05-23T00:00:00Z,D27,SO,0,1,1
U2497,2016-05-23T00:00:00Z,D27,SO,0,0,0
U2500,2016-05-23T00:00:00Z,D27,SO,0,1,1
U2805,2016-05-23T00:00:00Z,D27,SO,0,0,0
U2802,2016-05-23T00:00:00Z,D27,SO,0,1,1
U2803,2016-05-23T00:00:00Z,D27,SO,0,0,0
U2496,2016-05-23T00:00:00Z,D27,SO,0,0,0
U2804,2016-05-23T00:00:00Z,D27,SO,0,0,0
U2801,2016-05-23T00:00:00Z,D27,SO,0,0,0
U2498,2016-05-23T00:00:00Z,D27,SO,0,1,1
U3959,2016-05-23T00:00:00Z,D22,CO,0,0,0
U3921,2016-05-23T00:00:00Z,D22,CO,0,1,1
U3920,2016-05-23T00:00:00Z,D22,CO,0,0,0
U3919,2016-05-23T00:00:00Z,D22,CO,0,0,0
U3958,2016-05-23T00:00:00Z,D22,CO,0,1,1
U3917,2016-05-23T00:00:00Z,D22,CO,1,0,1
U3918,2016-05-23T00:00:00Z,D22,CO,1,0,1
U3627,2016-05-23T00:00:00Z,D22,CU,0,0,0
U3630,2016-05-23T00:00:00Z,D22,CU,0,0,0
U3629,2016-05-23T00:00:00Z,D22,CU,0,0,0
U3632,2016-05-23T00:00:00Z,D22,CU,0,0,0
U3626,2016-05-23T00:00:00Z,D22,CU,0,0,0
U3624,2016-05-23T00:00:00Z,D22,CU,0,0,0
U3628,2016-05-23T00:00:00Z,D22,CU,0,0,0
U3623,2016-05-23T00:00:00Z,D22,CU,0,0,0
U3631,2016-05-23T00:00:00Z,D22,CU,0,0,0
U3625,2016-05-23T00:00:00Z,D22,CU,0,0,0
U3996,2016-05-23T00:00:00Z,D22,HE,0,0,0
U3995,2016-05-23T00:00:00Z,D22,HE,0,1,1
U3997,2016-05-23T00:00:00Z,D22,HE,0,0,0
U3868,2016-05-23T00:00:00Z,D22,PI,0,0,0
U3863,2016-05-23T00:00:00Z,D22,PI,0,0,0
U3858,2016-05-23T00:00:00Z,D22,PI,0,0,0
U3859,2016-05-23T00:00:00Z,D22,PI,0,1,1
U3857,2016-05-23T00:00:00Z,D22,PI,0,0,0
U3864,2016-05-23T00:00:00Z,D22,PI,0,0,0
U3862,2016-05-23T00:00:00Z,D22,PI,0,1,1
U3861,2016-05-23T00:00:00Z,D22,PI,0,0,0
U3860,2016-05-23T00:00:00Z,D22,PI,0,1,1
U1923,2016-05-23T00:00:00Z,D22,SO,0,0,0
U4331,2016-05-23T00:00:00Z,D22,SO,0,0,0
U4220,2016-05-23T00:00:00Z,D22,SO,0,0,0
U4357,2016-05-23T00:00:00Z,D22,SO,0,0,0
U4360,2016-05-23T00:00:00Z,D22,SO,0,0,0
U1921,2016-05-23T00:00:00Z,D22,SO,0,0,0
U1978,2016-05-23T00:00:00Z,D22,SO,0,2,2
U1943,2016-05-23T00:00:00Z,D22,SO,0,0,0
U1977,2016-05-23T00:00:00Z,D22,SO,0,1,1
U1975,2016-05-23T00:00:00Z,D22,SO,0,0,0
U4333,2016-05-23T00:00:00Z,D22,SO,0,1,1
U1980,2016-05-23T00:00:00Z,D22,SO,0,0,0
U1976,2016-05-23T00:00:00Z,D22,SO,0,0,0
U1979,2016-05-23T00:00:00Z,D22,SO,0,0,0
U4355,2016-05-23T00:00:00Z,D22,SO,0,0,0
U4334,2016-05-23T00:00:00Z,D22,SO,0,0,0
U4362,2016-05-23T00:00:00Z,D22,SO,0,0,0
U4219,2016-05-23T00:00:00Z,D22,SO,0,0,0
U4328,2016-05-23T00:00:00Z,D22,SO,0,0,0
U4356,2016-05-23T00:00:00Z,D22,SO,0,0,0
U4332,2016-05-23T00:00:00Z,D22,SO,0,0,0
U4330,2016-05-23T00:00:00Z,D22,SO,0,0,0
U1922,2016-05-23T00:00:00Z,D22,SO,0,1,1
U4218,2016-05-23T00:00:00Z,D22,SO,0,0,0
U4217,2016-05-23T00:00:00Z,D22,SO,0,0,0
U4358,2016-05-23T00:00:00Z,D22,SO,0,0,0
U4327,2016-05-23T00:00:00Z,D22,SO,0,0,0
U4361,2016-05-23T00:00:00Z,D22,SO,0,0,0
U4329,2016-05-23T00:00:00Z,D22,SO,0,0,0
U4359,2016-05-23T00:00:00Z,D22,SO,0,0,0
U2501,2016-05-24T00:00:00Z,D21,SO,0,0,0
U2265,2016-05-24T00:00:00Z,D21,SO,0,0,0
U2266,2016-05-24T00:00:00Z,D21,SO,1,0,1
U2269,2016-05-24T00:00:00Z,D21,SO,0,0,0
U2495,2016-05-24T00:00:00Z,D21,SO,0,0,0
U2502,2016-05-24T00:00:00Z,D21,SO,0,0,0
U2267,2016-05-24T00:00:00Z,D21,SO,0,0,0
U2503,2016-05-24T00:00:00Z,D21,SO,0,0,0
U2268,2016-05-24T00:00:00Z,D21,SO,0,1,1
U2270,2016-05-24T00:00:00Z,D21,SO,0,0,0
U1945,2016-05-26T00:00:00Z,D07,SO,0,0,0
U1982,2016-05-26T00:00:00Z,D07,SO,0,0,0
U4287,2016-05-26T00:00:00Z,D07,SO,0,0,0
U4286,2016-05-26T00:00:00Z,D07,SO,0,0,0
U4288,2016-05-26T00:00:00Z,D07,SO,0,0,0
U4290,2016-05-26T00:00:00Z,D07,SO,0,1,1
U4289,2016-05-26T00:00:00Z,D07,SO,0,0,0
U4270,2016-05-26T00:00:00Z,D07,SO,0,0,0
U4291,2016-05-26T00:00:00Z,D07,SO,0,0,0
U4271,2016-05-26T00:00:00Z,D07,SO,0,0,0
U4208,2016-05-26T00:00:00Z,D07,SO,0,1,1
U4207,2016-05-26T00:00:00Z,D07,SO,0,0,0
U4269,2016-05-26T00:00:00Z,D07,SO,0,0,0
U4272,2016-05-26T00:00:00Z,D07,SO,0,2,2
U4205,2016-05-26T00:00:00Z,D07,SO,0,1,1
U1944,2016-05-26T00:00:00Z,D07,SO,0,1,1
U1962,2016-05-26T00:00:00Z,D07,SO,0,0,0
U1947,2016-05-26T00:00:00Z,D07,SO,0,0,0
U1961,2016-05-26T00:00:00Z,D07,SO,0,0,0
U1948,2016-05-26T00:00:00Z,D07,SO,0,0,0
U1946,2016-05-26T00:00:00Z,D07,SO,0,1,1
U1950,2016-05-26T00:00:00Z,D07,SO,0,2,2
U4206,2016-05-26T00:00:00Z,D07,SO,0,1,1
U1949,2016-05-26T00:00:00Z,D07,SO,0,4,4
U4301,2016-05-26T00:00:00Z,D07,SO,0,0,0
U4300,2016-05-26T00:00:00Z,D07,SO,0,2,2
U4299,2016-05-26T00:00:00Z,D07,SO,0,0,0
U4285,2016-05-26T00:00:00Z,D07,SO,0,0,0
U4297,2016-05-26T00:00:00Z,D07,SO,0,0,0
U4298,2016-05-26T00:00:00Z,D07,SO,0,0,0
U2464,2016-05-26T00:00:00Z,J04,SO,0,0,0
U2720,2016-05-26T00:00:00Z,J04,SO,0,0,0
U2466,2016-05-26T00:00:00Z,J04,SO,0,0,0
U2467,2016-05-26T00:00:00Z,J04,SO,0,0,0
U2468,2016-05-26T00:00:00Z,J04,SO,0,1,1
U2465,2016-05-26T00:00:00Z,J04,SO,0,0,0
U2470,2016-05-26T00:00:00Z,J04,SO,0,1,1
U2469,2016-05-26T00:00:00Z,J04,SO,0,0,0
U2722,2016-05-26T00:00:00Z,J04,SO,0,0,0
U2721,2016-05-26T00:00:00Z,J04,SO,0,2,2
U2366,2016-05-26T00:00:00Z,J05,SO,0,0,0
U2363,2016-05-26T00:00:00Z,J05,SO,0,0,0
U2361,2016-05-26T00:00:00Z,J05,SO,0,0,0
U2362,2016-05-26T00:00:00Z,J05,SO,0,0,0
U2365,2016-05-26T00:00:00Z,J05,SO,0,0,0
U2359,2016-05-26T00:00:00Z,J05,SO,0,0,0
U2364,2016-05-26T00:00:00Z,J05,SO,0,0,0
U2360,2016-05-26T00:00:00Z,J05,SO,0,0,0
U2367,2016-05-26T00:00:00Z,J05,SO,0,0,0
U2368,2016-05-26T00:00:00Z,J05,SO,0,0,0
U3610,2016-05-27T00:00:00Z,D22,CU,0,0,0
U3606,2016-05-27T00:00:00Z,D22,CU,0,0,0
U3605,2016-05-27T00:00:00Z,D22,CU,0,1,1
U3607,2016-05-27T00:00:00Z,D22,CU,0,0,0
U3611,2016-05-27T00:00:00Z,D22,CU,0,0,0
U3612,2016-05-27T00:00:00Z,D22,CU,0,0,0
U3609,2016-05-27T00:00:00Z,D22,CU,0,0,0
U3608,2016-05-27T00:00:00Z,D22,CU,0,0,0
U3755,2016-05-27T00:00:00Z,D22,PI,0,0,0
U3756,2016-05-27T00:00:00Z,D22,PI,0,0,0
U3752,2016-05-27T00:00:00Z,D22,PI,0,0,0
U3757,2016-05-27T00:00:00Z,D22,PI,0,0,0
U3760,2016-05-27T00:00:00Z,D22,PI,0,0,0
U3753,2016-05-27T00:00:00Z,D22,PI,0,0,0
U3758,2016-05-27T00:00:00Z,D22,PI,0,0,0
U3761,2016-05-27T00:00:00Z,D22,PI,0,0,0
U3754,2016-05-27T00:00:00Z,D22,PI,1,0,1
U3759,2016-05-27T00:00:00Z,D22,PI,2,0,2
U1951,2016-05-27T00:00:00Z,D22,SO,0,1,1
U4483,2016-05-27T00:00:00Z,D22,SO,0,0,0
U4487,2016-05-27T00:00:00Z,D22,SO,0,0,0
U4488,2016-05-27T00:00:00Z,D22,SO,0,1,1
U1991,2016-05-27T00:00:00Z,D22,SO,1,1,2
U4486,2016-05-27T00:00:00Z,D22,SO,0,1,1
U4609,2016-05-27T00:00:00Z,D22,SO,0,0,0
U4587,2016-05-27T00:00:00Z,D22,SO,0,0,0
U4611,2016-05-27T00:00:00Z,D22,SO,0,1,1
U4389,2016-05-27T00:00:00Z,D22,SO,0,0,0
U4386,2016-05-27T00:00:00Z,D22,SO,0,0,0
U1929,2016-05-27T00:00:00Z,D22,SO,0,1,1
U4482,2016-05-27T00:00:00Z,D22,SO,0,0,0
U4388,2016-05-27T00:00:00Z,D22,SO,0,3,3
U4387,2016-05-27T00:00:00Z,D22,SO,0,0,0
U1918,2016-05-27T00:00:00Z,D22,SO,0,0,0
U4610,2016-05-27T00:00:00Z,D22,SO,0,1,1
U4612,2016-05-27T00:00:00Z,D22,SO,0,0,0
U1994,2016-05-27T00:00:00Z,D22,SO,0,0,0
