sample_id,sample_type,ufn,sample_comments,analyzing_lab,sample_quality_flag,sample_quality_log
S151OT1,otolith,U151,NA,UBC_Hunt,AV,NA
S152OT1,otolith,U152,NA,UBC_Hunt,AV,NA
S153OT1,otolith,U153,NA,UBC_Hunt,AV,NA
S125OT1,otolith,U125,NA,UBC_Hunt,AV,NA
S131OT1,otolith,U131,NA,NA,AV,NA
S132OT1,otolith,U132,NA,NA,AV,NA
S145OT1,otolith,U145,NA,UBC_Hunt,AV,NA
S146OT1,otolith,U146,NA,UBC_Hunt,AV,NA
S147OT1,otolith,U147,1 otolith,NA,AV,NA
S148OT1,otolith,U148,NA,NA,AV,NA
S149OT1,otolith,U149,NA,NA,AV,NA
S150OT1,otolith,U150,NA,NA,AV,NA
S154OT1,otolith,U154,NA,UBC_Hunt,AV,NA
S155OT1,otolith,U155,NA,UBC_Hunt,AV,NA
S156OT1,otolith,U156,NA,UBC_Hunt,AV,NA
S157OT1,otolith,U157,NA,NA,AV,NA
S158OT1,otolith,U158,NA,UBC_Hunt,AV,NA
S133OT1,otolith,U133,NA,UBC_Hunt,AV,NA
S134OT1,otolith,U134,NA,UBC_Hunt,AV,NA
S135OT1,otolith,U135,NA,UBC_Hunt,AV,NA
S136OT1,otolith,U136,NA,UBC_Hunt,AV,NA
S137OT1,otolith,U137,NA,UBC_Hunt,AV,NA
S138OT1,otolith,U138,NA,UBC_Hunt,AV,NA
S159OT1,otolith,U159,NA,UBC_Hunt,AV,NA
S160OT1,otolith,U160,NA,UBC_Hunt,AV,NA
S161OT1,otolith,U161,1 otolith,UBC_Hunt,AV,NA
S162OT1,otolith,U162,NA,UBC_Hunt,AV,NA
S171OT1,otolith,U171,NA,UBC_Hunt,AV,NA
S139OT1,otolith,U139,NA,UBC_Hunt,AV,NA
S140OT1,otolith,U140,NA,UBC_Hunt,AV,NA
S163OT1,otolith,U163,NA,UBC_Hunt,AV,NA
S164OT1,otolith,U164,NA,UBC_Hunt,AV,NA
S165OT1,otolith,U165,NA,UBC_Hunt,AV,NA
S166OT1,otolith,U166,NA,UBC_Hunt,AV,NA
S172OT1,otolith,U172,NA,UBC_Hunt,AV,NA
S174OT1,otolith,U174,NA,UBC_Hunt,AV,NA
S181OT1,otolith,U181,NA,UBC_Hunt,AV,NA
S182OT1,otolith,U182,NA,UBC_Hunt,AV,NA
S183OT1,otolith,U183,NA,UBC_Hunt,AV,NA
S126OT1,otolith,U126,NA,UBC_Hunt,AV,NA
S167OT1,otolith,U167,NA,UBC_Hunt,AV,NA
S168OT1,otolith,U168,NA,UBC_Hunt,AV,NA
S169OT1,otolith,U169,NA,UBC_Hunt,AV,NA
S170OT1,otolith,U170,1 otolith,UBC_Hunt,AV,NA
S175OT1,otolith,U175,NA,UBC_Hunt,AV,NA
S176OT1,otolith,U176,"Cracked otolith, only 1 retained",UBC_Hunt,AV,NA
S177OT1,otolith,U177,NA,UBC_Hunt,AV,NA
S178OT1,otolith,U178,NA,UBC_Hunt,AV,NA
S179OT1,otolith,U179,NA,UBC_Hunt,AV,NA
S184OT1,otolith,U184,NA,UBC_Hunt,AV,NA
S185OT1,otolith,U185,NA,UBC_Hunt,AV,NA
S186OT1,otolith,U186,NA,UBC_Hunt,AV,NA
S187OT1,otolith,U187,NA,UBC_Hunt,AV,NA
S188OT1,otolith,U188,NA,UBC_Hunt,AV,NA
S189OT1,otolith,U189,NA,UBC_Hunt,AV,NA
S191OT1,otolith,U191,1 otolith,UBC_Hunt,AV,NA
S180OT1,otolith,U180,NA,UBC_Hunt,AV,NA
S192OT1,otolith,U192,NA,UBC_Hunt,AV,NA
S193OT1,otolith,U193,1 otolith,UBC_Hunt,AV,NA
S194OT1,otolith,U194,NA,UBC_Hunt,AV,NA
S195OT1,otolith,U195,NA,NA,AV,NA
S201OT1,otolith,U201,NA,UBC_Hunt,AV,NA
S202OT1,otolith,U202,NA,UBC_Hunt,AV,NA
S203OT1,otolith,U203,NA,UBC_Hunt,AV,NA
S204OT1,otolith,U204,NA,NA,AV,NA
S190OT1,otolith,U190,NA,NA,AV,NA
S196OT1,otolith,U196,1 otolith,NA,AV,NA
S197OT1,otolith,U197,NA,UBC_Hunt,AV,NA
S198OT1,otolith,U198,NA,NA,AV,NA
S199OT1,otolith,U199,NA,NA,AV,NA
S205OT1,otolith,U205,NA,NA,AV,NA
S206OT1,otolith,U206,NA,NA,AV,NA
S211OT1,otolith,U211,NA,NA,AV,NA
S212OT1,otolith,U212,NA,NA,AV,NA
S127OT1,otolith,U127,1 otolith,UBC_Hunt,AV,NA
S200OT1,otolith,U200,NA,UBC_Hunt,AV,NA
S207OT1,otolith,U207,NA,UBC_Hunt,AV,NA
S208OT1,otolith,U208,NA,UBC_Hunt,AV,NA
S209OT1,otolith,U209,NA,UBC_Hunt,AV,NA
S213OT1,otolith,U213,NA,UBC_Hunt,AV,NA
S214OT1,otolith,U214,NA,UBC_Hunt,AV,NA
S215OT1,otolith,U215,NA,UBC_Hunt,AV,NA
S216OT1,otolith,U216,NA,UBC_Hunt,AV,NA
S217OT1,otolith,U217,NA,UBC_Hunt,AV,NA
S231OT1,otolith,U231,NA,UBC_Hunt,AV,NA
S232OT1,otolith,U232,NA,UBC_Hunt,AV,NA
S233OT1,otolith,U233,NA,UBC_Hunt,AV,NA
S234OT1,otolith,U234,NA,UBC_Hunt,AV,NA
S235OT1,otolith,U235,NA,UBC_Hunt,AV,NA
S241OT1,otolith,U241,NA,UBC_Hunt,AV,NA
S128OT1,otolith,U128,NA,UBC_Hunt,AV,NA
S218OT1,otolith,U218,NA,UBC_Hunt,AV,NA
S219OT1,otolith,U219,NA,UBC_Hunt,AV,NA
S220OT1,otolith,U220,NA,UBC_Hunt,AV,NA
S221OT1,otolith,U221,NA,UBC_Hunt,AV,NA
S222OT1,otolith,U222,NA,UBC_Hunt,AV,NA
S223OT1,otolith,U223,NA,UBC_Hunt,AV,NA
S236OT1,otolith,U236,NA,UBC_Hunt,AV,NA
S237OT1,otolith,U237,NA,UBC_Hunt,AV,NA
S238OT1,otolith,U238,NA,UBC_Hunt,AV,NA
S239OT1,otolith,U239,NA,UBC_Hunt,AV,NA
S240OT1,otolith,U240,NA,UBC_Hunt,AV,NA
S242OT1,otolith,U242,NA,UBC_Hunt,AV,NA
S243OT1,otolith,U243,1 otolith,UBC_Hunt,AV,NA
S244OT1,otolith,U244,NA,UBC_Hunt,AV,NA
S245OT1,otolith,U245,NA,UBC_Hunt,AV,NA
S246OT1,otolith,U246,NA,UBC_Hunt,AV,NA
S247OT1,otolith,U247,NA,UBC_Hunt,AV,NA
S248OT1,otolith,U248,NA,UBC_Hunt,AV,NA
S249OT1,otolith,U249,NA,UBC_Hunt,AV,NA
S250OT1,otolith,U250,NA,UBC_Hunt,AV,NA
S251OT1,otolith,U251,NA,UBC_Hunt,AV,NA
S252OT1,otolith,U252,NA,UBC_Hunt,AV,NA
S253OT1,otolith,U253,NA,UBC_Hunt,AV,NA
S254OT1,otolith,U254,NA,UBC_Hunt,AV,NA
S255OT1,otolith,U255,NA,UBC_Hunt,AV,NA
S129OT1,otolith,U129,NA,UBC_Hunt,AV,NA
S224OT1,otolith,U224,NA,UBC_Hunt,AV,NA
S225OT1,otolith,U225,NA,UBC_Hunt,AV,NA
S226OT1,otolith,U226,NA,UBC_Hunt,AV,NA
S227OT1,otolith,U227,NA,UBC_Hunt,AV,NA
S228OT1,otolith,U228,NA,UBC_Hunt,AV,NA
S229OT1,otolith,U229,NA,UBC_Hunt,AV,NA
S256OT1,otolith,U256,NA,UBC_Hunt,AV,NA
S257OT1,otolith,U257,NA,UBC_Hunt,AV,NA
S258OT1,otolith,U258,NA,UBC_Hunt,AV,NA
S259OT1,otolith,U259,NA,UBC_Hunt,AV,NA
S260OT1,otolith,U260,NA,UBC_Hunt,AV,NA
S261OT1,otolith,U261,NA,UBC_Hunt,AV,NA
S262OT1,otolith,U262,NA,UBC_Hunt,AV,NA
S263OT1,otolith,U263,NA,UBC_Hunt,AV,NA
S264OT1,otolith,U264,NA,UBC_Hunt,AV,NA
S265OT1,otolith,U265,NA,UBC_Hunt,AV,NA
S230OT1,otolith,U230,NA,UBC_Hunt,AV,NA
S271OT1,otolith,U271,NA,UBC_Hunt,AV,NA
S272OT1,otolith,U272,NA,UBC_Hunt,AV,NA
S273OT1,otolith,U273,NA,UBC_Hunt,AV,NA
S274OT1,otolith,U274,NA,UBC_Hunt,AV,NA
S281OT1,otolith,U281,NA,UBC_Hunt,AV,NA
S284OT1,otolith,U284,NA,UBC_Hunt,AV,NA
S285OT1,otolith,U285,NA,UBC_Hunt,AV,NA
S286OT1,otolith,U286,NA,UBC_Hunt,AV,NA
S130OT1,otolith,U130,NA,UBC_Hunt,AV,NA
S266OT1,otolith,U266,1 otolith,UBC_Hunt,AV,NA
S267OT1,otolith,U267,NA,UBC_Hunt,AV,NA
S268OT1,otolith,U268,NA,UBC_Hunt,AV,NA
S269OT1,otolith,U269,NA,UBC_Hunt,AV,NA
S270OT1,otolith,U270,NA,UBC_Hunt,AV,NA
S275OT1,otolith,U275,NA,UBC_Hunt,AV,NA
S276OT1,otolith,U276,NA,UBC_Hunt,AV,NA
S277OT1,otolith,U277,NA,UBC_Hunt,AV,NA
S278OT1,otolith,U278,NA,UBC_Hunt,AV,NA
S279OT1,otolith,U279,NA,UBC_Hunt,AV,NA
S287OT1,otolith,U287,NA,UBC_Hunt,AV,NA
S288OT1,otolith,U288,NA,UBC_Hunt,AV,NA
S289OT1,otolith,U289,NA,UBC_Hunt,AV,NA
S290OT1,otolith,U290,NA,UBC_Hunt,AV,NA
S291OT1,otolith,U291,NA,UBC_Hunt,AV,NA
S280OT1,otolith,U280,NA,UBC_Hunt,AV,NA
S292OT1,otolith,U292,NA,UBC_Hunt,AV,NA
S293OT1,otolith,U293,NA,UBC_Hunt,AV,NA
S294OT1,otolith,U294,NA,UBC_Hunt,AV,NA
S295OT1,otolith,U295,NA,UBC_Hunt,AV,NA
S296OT1,otolith,U296,NA,UBC_Hunt,AV,NA
S297OT1,otolith,U297,NA,UBC_Hunt,AV,NA
S301OT1,otolith,U301,NA,UBC_Hunt,AV,NA
S302OT1,otolith,U302,NA,UBC_Hunt,AV,NA
S303OT1,otolith,U303,NA,UBC_Hunt,AV,NA
S304OT1,otolith,U304,NA,UBC_Hunt,AV,NA
S305OT1,otolith,U305,NA,UBC_Hunt,AV,NA
S311OT1,otolith,U311,NA,UBC_Hunt,AV,NA
S312OT1,otolith,U312,NA,UBC_Hunt,AV,NA
S313OT1,otolith,U313,NA,UBC_Hunt,AV,NA
S315OT1,otolith,U315,NA,UBC_Hunt,AV,NA
S298OT1,otolith,U298,NA,UBC_Hunt,AV,NA
S299OT1,otolith,U299,NA,UBC_Hunt,AV,NA
S300OT1,otolith,U300,NA,UBC_Hunt,AV,NA
S306OT1,otolith,U306,NA,UBC_Hunt,AV,NA
S307OT1,otolith,U307,NA,UBC_Hunt,AV,NA
S308OT1,otolith,U308,NA,UBC_Hunt,AV,NA
S309OT1,otolith,U309,NA,UBC_Hunt,AV,NA
S310OT1,otolith,U310,NA,UBC_Hunt,AV,NA
S316OT1,otolith,U316,NA,UBC_Hunt,AV,NA
S317OT1,otolith,U317,NA,UBC_Hunt,AV,NA
S318OT1,otolith,U318,NA,UBC_Hunt,AV,NA
S319OT1,otolith,U319,NA,UBC_Hunt,AV,NA
S320OT1,otolith,U320,NA,UBC_Hunt,AV,NA
S321OT1,otolith,U321,NA,UBC_Hunt,AV,NA
S331OT1,otolith,U331,NA,UBC_Hunt,AV,NA
S333OT1,otolith,U333,NA,UBC_Hunt,AV,NA
S334OT1,otolith,U334,NA,UBC_Hunt,AV,NA
S341OT1,otolith,U341,1 otolith,UBC_Hunt,AV,NA
S335OT1,otolith,U335,NA,UBC_Hunt,AV,NA
S336OT1,otolith,U336,NA,UBC_Hunt,AV,NA
S337OT1,otolith,U337,1 otolith,UBC_Hunt,AV,NA
S338OT1,otolith,U338,NA,UBC_Hunt,AV,NA
S339OT1,otolith,U339,NA,UBC_Hunt,AV,NA
S340OT1,otolith,U340,NA,UBC_Hunt,AV,NA
S342OT1,otolith,U342,NA,UBC_Hunt,AV,NA
S343OT1,otolith,U343,NA,UBC_Hunt,AV,NA
S344OT1,otolith,U344,NA,UBC_Hunt,AV,NA
S345OT1,otolith,U345,NA,UBC_Hunt,AV,NA
S346OT1,otolith,U346,NA,UBC_Hunt,AV,NA
S347OT1,otolith,U347,NA,UBC_Hunt,AV,NA
S348OT1,otolith,U348,NA,UBC_Hunt,AV,NA
S351OT1,otolith,U351,NA,UBC_Hunt,AV,NA
S352OT1,otolith,U352,NA,UBC_Hunt,AV,NA
S353OT1,otolith,U353,NA,UBC_Hunt,AV,NA
S354OT1,otolith,U354,NA,UBC_Hunt,AV,NA
S355OT1,otolith,U355,NA,UBC_Hunt,AV,NA
S356OT1,otolith,U356,NA,UBC_Hunt,AV,NA
S361OT1,otolith,U361,NA,UBC_Hunt,AV,NA
S349OT1,otolith,U349,1 otolith,UBC_Hunt,AV,NA
S350OT1,otolith,U350,NA,UBC_Hunt,AV,NA
S357OT1,otolith,U357,NA,UBC_Hunt,AV,NA
S358OT1,otolith,U358,NA,UBC_Hunt,AV,NA
S359OT1,otolith,U359,NA,UBC_Hunt,AV,NA
S360OT1,otolith,U360,NA,UBC_Hunt,AV,NA
S362OT1,otolith,U362,NA,UBC_Hunt,AV,NA
S363OT1,otolith,U363,NA,UBC_Hunt,AV,NA
S364OT1,otolith,U364,NA,UBC_Hunt,AV,NA
S365OT1,otolith,U365,NA,UBC_Hunt,AV,NA
S366OT1,otolith,U366,NA,UBC_Hunt,AV,NA
S367OT1,otolith,U367,NA,UBC_Hunt,AV,NA
S371OT1,otolith,U371,NA,UBC_Hunt,AV,NA
S372OT1,otolith,U372,NA,UBC_Hunt,AV,NA
S373OT1,otolith,U373,NA,UBC_Hunt,AV,NA
S374OT1,otolith,U374,NA,UBC_Hunt,AV,NA
S381OT1,otolith,U381,NA,UBC_Hunt,AV,NA
S368OT1,otolith,U368,1 otolith,UBC_Hunt,AV,NA
S369OT1,otolith,U369,NA,UBC_Hunt,AV,NA
S370OT1,otolith,U370,NA,UBC_Hunt,AV,NA
S382OT1,otolith,U382,NA,UBC_Hunt,AV,NA
S383OT1,otolith,U383,NA,UBC_Hunt,AV,NA
S384OT1,otolith,U384,NA,UBC_Hunt,AV,NA
S385OT1,otolith,U385,NA,UBC_Hunt,AV,NA
S386OT1,otolith,U386,NA,UBC_Hunt,AV,NA
S391OT1,otolith,U391,NA,UBC_Hunt,AV,NA
S375OT1,otolith,U375,NA,UBC_Hunt,AV,NA
S376OT1,otolith,U376,NA,UBC_Hunt,AV,NA
S377OT1,otolith,U377,NA,UBC_Hunt,AV,NA
S378OT1,otolith,U378,NA,UBC_Hunt,AV,NA
S379OT1,otolith,U379,NA,UBC_Hunt,AV,NA
S380OT1,otolith,U380,NA,UBC_Hunt,AV,NA
S387OT1,otolith,U387,NA,UBC_Hunt,AV,NA
S388OT1,otolith,U388,NA,UBC_Hunt,AV,NA
S389OT1,otolith,U389,1 otolith,UBC_Hunt,AV,NA
S390OT1,otolith,U390,NA,UBC_Hunt,AV,NA
S394OT1,otolith,U394,NA,UBC_Hunt,AV,NA
S395OT1,otolith,U395,NA,UBC_Hunt,AV,NA
S396OT1,otolith,U396,NA,UBC_Hunt,AV,NA
S397OT1,otolith,U397,NA,UBC_Hunt,AV,NA
S398OT1,otolith,U398,NA,UBC_Hunt,AV,NA
S399OT1,otolith,U399,NA,UBC_Hunt,AV,NA
S401OT1,otolith,U401,NA,UBC_Hunt,AV,NA
S411OT1,otolith,U411,NA,UBC_Hunt,AV,NA
S412OT1,otolith,U412,NA,UBC_Hunt,AV,NA
S413OT1,otolith,U413,NA,UBC_Hunt,AV,NA
S414OT1,otolith,U414,NA,UBC_Hunt,AV,NA
S415OT1,otolith,U415,NA,UBC_Hunt,AV,NA
S416OT1,otolith,U416,NA,UBC_Hunt,AV,NA
S417OT1,otolith,U417,NA,UBC_Hunt,AV,NA
S418OT1,otolith,U418,NA,UBC_Hunt,AV,NA
S421OT1,otolith,U421,NA,UBC_Hunt,AV,NA
S422OT1,otolith,U422,NA,UBC_Hunt,AV,NA
S423OT1,otolith,U423,NA,UBC_Hunt,AV,NA
S424OT1,otolith,U424,NA,UBC_Hunt,AV,NA
S425OT1,otolith,U425,NA,UBC_Hunt,AV,NA
S426OT1,otolith,U426,NA,UBC_Hunt,AV,NA
S322OT1,otolith,U322,NA,UBC_Hunt,AV,NA
S323OT1,otolith,U323,NA,UBC_Hunt,AV,NA
S324OT1,otolith,U324,NA,UBC_Hunt,AV,NA
S325OT1,otolith,U325,NA,UBC_Hunt,AV,NA
S419OT1,otolith,U419,NA,UBC_Hunt,AV,NA
S420OT1,otolith,U420,NA,UBC_Hunt,AV,NA
S431OT1,otolith,U431,NA,UBC_Hunt,AV,NA
S432OT1,otolith,U432,NA,UBC_Hunt,AV,NA
S326OT1,otolith,U326,NA,UBC_Hunt,AV,NA
S427OT1,otolith,U427,NA,UBC_Hunt,AV,NA
S428OT1,otolith,U428,NA,UBC_Hunt,AV,NA
S429OT1,otolith,U429,NA,UBC_Hunt,AV,NA
S430OT1,otolith,U430,NA,UBC_Hunt,AV,NA
S433OT1,otolith,U433,NA,UBC_Hunt,AV,NA
S434OT1,otolith,U434,NA,UBC_Hunt,AV,NA
S435OT1,otolith,U435,NA,UBC_Hunt,AV,NA
S436OT1,otolith,U436,NA,UBC_Hunt,AV,NA
S437OT1,otolith,U437,NA,UBC_Hunt,AV,NA
S441OT1,otolith,U441,NA,UBC_Hunt,AV,NA
S442OT1,otolith,U442,NA,UBC_Hunt,AV,NA
S327OT1,otolith,U327,NA,UBC_Hunt,AV,NA
S438OT1,otolith,U438,NA,UBC_Hunt,AV,NA
S439OT1,otolith,U439,NA,UBC_Hunt,AV,NA
S440OT1,otolith,U440,NA,UBC_Hunt,AV,NA
S443OT1,otolith,U443,1 otolith,UBC_Hunt,AV,NA
S444OT1,otolith,U444,1 cracked otolith,UBC_Hunt,AV,NA
S445OT1,otolith,U445,NA,UBC_Hunt,AV,NA
S446OT1,otolith,U446,NA,UBC_Hunt,AV,NA
S447OT1,otolith,U447,NA,UBC_Hunt,AV,NA
S448OT1,otolith,U448,NA,UBC_Hunt,AV,NA
S449OT1,otolith,U449,NA,UBC_Hunt,AV,NA
S451OT1,otolith,U451,NA,UBC_Hunt,AV,NA
S452OT1,otolith,U452,NA,UBC_Hunt,AV,NA
S453OT1,otolith,U453,NA,UBC_Hunt,AV,NA
S402OT1,otolith,U402,NA,UBC_Hunt,AV,NA
S403OT1,otolith,U403,NA,UBC_Hunt,AV,NA
S404OT1,otolith,U404,NA,UBC_Hunt,AV,NA
S405OT1,otolith,U405,NA,UBC_Hunt,AV,NA
S406OT1,otolith,U406,NA,UBC_Hunt,AV,NA
S407OT1,otolith,U407,NA,UBC_Hunt,AV,NA
S450OT1,otolith,U450,NA,UBC_Hunt,AV,NA
S461OT1,otolith,U461,NA,UBC_Hunt,AV,NA
S462OT1,otolith,U462,NA,UBC_Hunt,AV,NA
S463OT1,otolith,U463,NA,UBC_Hunt,AV,NA
S464OT1,otolith,U464,NA,UBC_Hunt,AV,NA
S465OT1,otolith,U465,NA,UBC_Hunt,AV,NA
S328OT1,otolith,U328,NA,UBC_Hunt,AV,NA
S408OT1,otolith,U408,NA,UBC_Hunt,AV,NA
S409OT1,otolith,U409,NA,UBC_Hunt,AV,NA
S410OT1,otolith,U410,NA,UBC_Hunt,AV,NA
S466OT1,otolith,U466,NA,UBC_Hunt,AV,NA
S467OT1,otolith,U467,NA,UBC_Hunt,AV,NA
S468OT1,otolith,U468,NA,UBC_Hunt,AV,NA
S469OT1,otolith,U469,1 otolith,UBC_Hunt,AV,NA
S470OT1,otolith,U470,NA,UBC_Hunt,AV,NA
S481OT1,otolith,U481,Both otoliths cracked,UBC_Hunt,AV,NA
S491OT1,otolith,U491,NA,UBC_Hunt,AV,NA
S492OT1,otolith,U492,NA,UBC_Hunt,AV,NA
S482OT1,otolith,U482,1 otolith,UBC_Hunt,AV,NA
