sample_id,sample_type,sample_subtype,ufn,sample_comments,analyzing_lab,sample_quality_flag,sample_quality_log
S42IS1,isotope,bulk,U42,NA,UBC_Hunt,AV,NA
S43IS1,isotope,bulk,U43,NA,UBC_Hunt,AV,NA
S45IS1,isotope,bulk,U45,NA,UBC_Hunt,AV,NA
S46IS1,isotope,bulk,U46,NA,UBC_Hunt,AV,NA
S47IS1,isotope,bulk,U47,NA,UBC_Hunt,AV,NA
S48IS1,isotope,bulk,U48,NA,UBC_Hunt,AV,NA
S49IS1,isotope,bulk,U49,NA,UBC_Hunt,AV,NA
S50IS1,isotope,bulk,U50,NA,UBC_Hunt,AV,NA
S51IS1,isotope,bulk,U51,NA,UBC_Hunt,AV,NA
S52IS1,isotope,bulk,U52,NA,UBC_Hunt,AV,NA
S53IS1,isotope,bulk,U53,NA,UBC_Hunt,AV,NA
S54IS1,isotope,bulk,U54,NA,UBC_Hunt,AV,NA
S55IS1,isotope,bulk,U55,NA,UBC_Hunt,AV,NA
S56IS1,isotope,bulk,U56,NA,UBC_Hunt,AV,NA
S57IS1,isotope,bulk,U57,NA,UBC_Hunt,AV,NA
S58IS1,isotope,bulk,U58,NA,UBC_Hunt,AV,NA
S59IS1,isotope,bulk,U59,NA,UBC_Hunt,AV,NA
S60IS1,isotope,bulk,U60,NA,UBC_Hunt,AV,NA
S61IS1,isotope,bulk,U61,NA,UBC_Hunt,AV,NA
S62IS1,isotope,bulk,U62,NA,UBC_Hunt,AV,NA
S63IS1,isotope,bulk,U63,NA,UBC_Hunt,AV,NA
S65IS1,isotope,bulk,U65,NA,UBC_Hunt,AV,NA
S66IS1,isotope,bulk,U66,NA,UBC_Hunt,AV,NA
S68IS1,isotope,bulk,U68,NA,UBC_Hunt,AV,NA
S69IS1,isotope,bulk,U69,NA,UBC_Hunt,AV,NA
S70IS1,isotope,bulk,U70,NA,UBC_Hunt,AV,NA
S71IS1,isotope,bulk,U71,NA,UBC_Hunt,AV,NA
S72IS1,isotope,bulk,U72,NA,UBC_Hunt,AV,NA
S73IS1,isotope,bulk,U73,NA,UBC_Hunt,AV,NA
S74IS1,isotope,bulk,U74,NA,UBC_Hunt,AV,NA
S75IS1,isotope,bulk,U75,NA,UBC_Hunt,AV,NA
S76IS1,isotope,bulk,U76,NA,UBC_Hunt,AV,NA
S77IS1,isotope,bulk,U77,NA,UBC_Hunt,AV,NA
S78IS1,isotope,bulk,U78,NA,UBC_Hunt,AV,NA
S79IS1,isotope,bulk,U79,NA,UBC_Hunt,AV,NA
S80IS1,isotope,bulk,U80,NA,UBC_Hunt,AV,NA
S81IS1,isotope,bulk,U81,NA,UBC_Hunt,AV,NA
S82IS1,isotope,bulk,U82,NA,UBC_Hunt,AV,NA
S83IS1,isotope,bulk,U83,NA,UBC_Hunt,AV,NA
S84IS1,isotope,bulk,U84,NA,UBC_Hunt,AV,NA
S85IS1,isotope,bulk,U85,NA,UBC_Hunt,AV,NA
S86IS1,isotope,bulk,U86,NA,UBC_Hunt,AV,NA
S87IS1,isotope,bulk,U87,NA,UBC_Hunt,AV,NA
S88IS1,isotope,bulk,U88,NA,UBC_Hunt,AV,NA
S89IS1,isotope,bulk,U89,NA,UBC_Hunt,AV,NA
S90IS1,isotope,bulk,U90,NA,UBC_Hunt,AV,NA
S91IS1,isotope,bulk,U91,NA,UBC_Hunt,AV,NA
S92IS1,isotope,bulk,U92,NA,UBC_Hunt,AV,NA
S93IS1,isotope,bulk,U93,NA,UBC_Hunt,AV,NA
S94IS1,isotope,bulk,U94,NA,UBC_Hunt,AV,NA
S96IS1,isotope,bulk,U96,NA,UBC_Hunt,AV,NA
S97IS1,isotope,bulk,U97,NA,UBC_Hunt,AV,NA
S98IS1,isotope,bulk,U98,NA,UBC_Hunt,AV,NA
S99IS1,isotope,bulk,U99,NA,UBC_Hunt,AV,NA
S101IS1,isotope,bulk,U101,NA,UBC_Hunt,AV,NA
S102IS1,isotope,bulk,U102,NA,UBC_Hunt,AV,NA
S103IS1,isotope,bulk,U103,NA,UBC_Hunt,AV,NA
S104IS1,isotope,bulk,U104,NA,UBC_Hunt,AV,NA
S105IS1,isotope,bulk,U105,NA,UBC_Hunt,AV,NA
S106IS1,isotope,bulk,U106,NA,UBC_Hunt,AV,NA
S107IS1,isotope,bulk,U107,NA,UBC_Hunt,AV,NA
S108IS1,isotope,bulk,U108,NA,UBC_Hunt,AV,NA
S109IS1,isotope,bulk,U109,NA,UBC_Hunt,AV,NA
S110IS1,isotope,bulk,U110,NA,UBC_Hunt,AV,NA
S111IS1,isotope,bulk,U111,NA,UBC_Hunt,AV,NA
S112IS1,isotope,bulk,U112,NA,UBC_Hunt,AV,NA
S113IS1,isotope,bulk,U113,NA,UBC_Hunt,AV,NA
S114IS1,isotope,bulk,U114,NA,UBC_Hunt,AV,NA
S115IS1,isotope,bulk,U115,NA,UBC_Hunt,AV,NA
S116IS1,isotope,bulk,U116,NA,UBC_Hunt,AV,NA
S117IS1,isotope,bulk,U117,NA,UBC_Hunt,AV,NA
S118IS1,isotope,bulk,U118,NA,UBC_Hunt,AV,NA
S119IS1,isotope,bulk,U119,NA,UBC_Hunt,AV,NA
S120IS1,isotope,bulk,U120,NA,UBC_Hunt,AV,NA
S121IS1,isotope,bulk,U121,NA,UBC_Hunt,AV,NA
S122IS1,isotope,bulk,U122,NA,UBC_Hunt,AV,NA
S123IS1,isotope,bulk,U123,NA,UBC_Hunt,AV,NA
S124IS1,isotope,bulk,U124,NA,UBC_Hunt,AV,NA
S125IS1,isotope,bulk,U125,NA,UBC_Hunt,AV,NA
S126IS1,isotope,bulk,U126,NA,UBC_Hunt,AV,NA
S127IS1,isotope,bulk,U127,NA,UBC_Hunt,AV,NA
S128IS1,isotope,bulk,U128,NA,UBC_Hunt,AV,NA
S129IS1,isotope,bulk,U129,NA,UBC_Hunt,AV,NA
S130IS1,isotope,bulk,U130,NA,UBC_Hunt,AV,NA
S131IS1,isotope,bulk,U131,NA,UBC_Hunt,AV,NA
S132IS1,isotope,bulk,U132,NA,UBC_Hunt,AV,NA
S133IS1,isotope,bulk,U133,NA,UBC_Hunt,AV,NA
S134IS1,isotope,bulk,U134,NA,UBC_Hunt,AV,NA
S135IS1,isotope,bulk,U135,NA,UBC_Hunt,AV,NA
S136IS1,isotope,bulk,U136,NA,UBC_Hunt,AV,NA
S137IS1,isotope,bulk,U137,NA,UBC_Hunt,AV,NA
S138IS1,isotope,bulk,U138,NA,UBC_Hunt,AV,NA
S139IS1,isotope,bulk,U139,NA,UBC_Hunt,AV,NA
S140IS1,isotope,bulk,U140,NA,UBC_Hunt,AV,NA
S141IS1,isotope,bulk,U141,NA,UBC_Hunt,AV,NA
S142IS1,isotope,bulk,U142,NA,UBC_Hunt,AV,NA
S143IS1,isotope,bulk,U143,NA,UBC_Hunt,AV,NA
S144IS1,isotope,bulk,U144,NA,UBC_Hunt,AV,NA
S145IS1,isotope,bulk,U145,NA,UBC_Hunt,AV,NA
S146IS1,isotope,bulk,U146,NA,UBC_Hunt,AV,NA
S147IS1,isotope,bulk,U147,NA,UBC_Hunt,AV,NA
S148IS1,isotope,bulk,U148,NA,UBC_Hunt,AV,NA
S149IS1,isotope,bulk,U149,NA,UBC_Hunt,AV,NA
S150IS1,isotope,bulk,U150,NA,UBC_Hunt,AV,NA
S151IS1,isotope,bulk,U151,NA,UBC_Hunt,AV,NA
S152IS1,isotope,bulk,U152,NA,UBC_Hunt,AV,NA
S153IS1,isotope,bulk,U153,NA,UBC_Hunt,AV,NA
S154IS1,isotope,bulk,U154,NA,UBC_Hunt,AV,NA
S155IS1,isotope,bulk,U155,NA,UBC_Hunt,AV,NA
S156IS1,isotope,bulk,U156,NA,UBC_Hunt,AV,NA
S157IS1,isotope,bulk,U157,NA,UBC_Hunt,AV,NA
S158IS1,isotope,bulk,U158,NA,UBC_Hunt,AV,NA
S159IS1,isotope,bulk,U159,NA,UBC_Hunt,AV,NA
S160IS1,isotope,bulk,U160,NA,UBC_Hunt,AV,NA
S161IS1,isotope,bulk,U161,NA,UBC_Hunt,AV,NA
S162IS1,isotope,bulk,U162,NA,UBC_Hunt,AV,NA
S163IS1,isotope,bulk,U163,NA,UBC_Hunt,AV,NA
S164IS1,isotope,bulk,U164,NA,UBC_Hunt,AV,NA
S165IS1,isotope,bulk,U165,NA,UBC_Hunt,AV,NA
S166IS1,isotope,bulk,U166,NA,UBC_Hunt,AV,NA
S167IS1,isotope,bulk,U167,NA,UBC_Hunt,AV,NA
S168IS1,isotope,bulk,U168,NA,UBC_Hunt,AV,NA
S169IS1,isotope,bulk,U169,NA,UBC_Hunt,AV,NA
S170IS1,isotope,bulk,U170,NA,UBC_Hunt,SVC,Cannot be verified. Transcribed duplicate location BISSO3-94
S171IS1,isotope,bulk,U171,NA,UBC_Hunt,AV,NA
S172IS1,isotope,bulk,U172,NA,UBC_Hunt,SVC,Cannot be verified. Transcribed duplicate location BISSO3-47
S174IS1,isotope,bulk,U174,NA,UBC_Hunt,AV,NA
S175IS1,isotope,bulk,U175,NA,UBC_Hunt,AV,NA
S176IS1,isotope,bulk,U176,NA,UBC_Hunt,AV,NA
S177IS1,isotope,bulk,U177,NA,UBC_Hunt,AV,NA
S178IS1,isotope,bulk,U178,NA,UBC_Hunt,AV,NA
S179IS1,isotope,bulk,U179,NA,UBC_Hunt,AV,NA
S180IS1,isotope,bulk,U180,NA,UBC_Hunt,AV,NA
S181IS1,isotope,bulk,U181,NA,UBC_Hunt,AV,NA
S182IS1,isotope,bulk,U182,NA,UBC_Hunt,AV,NA
S183IS1,isotope,bulk,U183,NA,UBC_Hunt,AV,NA
S184IS1,isotope,bulk,U184,NA,UBC_Hunt,AV,NA
S185IS1,isotope,bulk,U185,NA,UBC_Hunt,AV,NA
S186IS1,isotope,bulk,U186,NA,UBC_Hunt,AV,NA
S187IS1,isotope,bulk,U187,NA,UBC_Hunt,AV,NA
S188IS1,isotope,bulk,U188,NA,UBC_Hunt,AV,NA
S189IS1,isotope,bulk,U189,NA,UBC_Hunt,AV,NA
S190IS1,isotope,bulk,U190,NA,UBC_Hunt,AV,NA
S191IS1,isotope,bulk,U191,NA,UBC_Hunt,AV,NA
S192IS1,isotope,bulk,U192,NA,UBC_Hunt,AV,NA
S193IS1,isotope,bulk,U193,NA,UBC_Hunt,AV,NA
S194IS1,isotope,bulk,U194,NA,UBC_Hunt,AV,NA
S195IS1,isotope,bulk,U195,NA,UBC_Hunt,AV,NA
S196IS1,isotope,bulk,U196,NA,UBC_Hunt,AV,NA
S197IS1,isotope,bulk,U197,NA,UBC_Hunt,AV,NA
S198IS1,isotope,bulk,U198,NA,UBC_Hunt,AV,NA
S199IS1,isotope,bulk,U199,NA,UBC_Hunt,AV,NA
S200IS1,isotope,bulk,U200,NA,UBC_Hunt,AV,NA
S201IS1,isotope,bulk,U201,NA,UBC_Hunt,AV,NA
S202IS1,isotope,bulk,U202,NA,UBC_Hunt,AV,NA
S203IS1,isotope,bulk,U203,NA,UBC_Hunt,AV,NA
S204IS1,isotope,bulk,U204,NA,UBC_Hunt,AV,NA
S205IS1,isotope,bulk,U205,NA,UBC_Hunt,AV,NA
S206IS1,isotope,bulk,U206,NA,UBC_Hunt,AV,NA
S207IS1,isotope,bulk,U207,NA,UBC_Hunt,AV,NA
S208IS1,isotope,bulk,U208,NA,UBC_Hunt,AV,NA
S209IS1,isotope,bulk,U209,NA,UBC_Hunt,AV,NA
S210IS1,isotope,bulk,U210,NA,UBC_Hunt,AV,NA
S211IS1,isotope,bulk,U211,NA,UBC_Hunt,AV,NA
S212IS1,isotope,bulk,U212,NA,UBC_Hunt,AV,NA
S213IS1,isotope,bulk,U213,NA,UBC_Hunt,AV,NA
S214IS1,isotope,bulk,U214,NA,UBC_Hunt,AV,NA
S215IS1,isotope,bulk,U215,NA,UBC_Hunt,AV,NA
S216IS1,isotope,bulk,U216,NA,UBC_Hunt,AV,NA
S217IS1,isotope,bulk,U217,NA,UBC_Hunt,AV,NA
S218IS1,isotope,bulk,U218,NA,UBC_Hunt,AV,NA
S219IS1,isotope,bulk,U219,NA,UBC_Hunt,AV,NA
S220IS1,isotope,bulk,U220,NA,UBC_Hunt,AV,NA
S221IS1,isotope,bulk,U221,NA,UBC_Hunt,AV,NA
S222IS1,isotope,bulk,U222,NA,UBC_Hunt,AV,NA
S223IS1,isotope,bulk,U223,NA,UBC_Hunt,AV,NA
S224IS1,isotope,bulk,U224,NA,UBC_Hunt,AV,NA
S225IS1,isotope,bulk,U225,NA,UBC_Hunt,AV,NA
S226IS1,isotope,bulk,U226,NA,UBC_Hunt,AV,NA
S227IS1,isotope,bulk,U227,NA,UBC_Hunt,AV,NA
S228IS1,isotope,bulk,U228,NA,UBC_Hunt,AV,NA
S229IS1,isotope,bulk,U229,NA,UBC_Hunt,AV,NA
S230IS1,isotope,bulk,U230,NA,UBC_Hunt,AV,NA
S231IS1,isotope,bulk,U231,NA,UBC_Hunt,AV,NA
S232IS1,isotope,bulk,U232,NA,UBC_Hunt,AV,NA
S233IS1,isotope,bulk,U233,NA,UBC_Hunt,AV,NA
S234IS1,isotope,bulk,U234,NA,UBC_Hunt,AV,NA
S235IS1,isotope,bulk,U235,NA,UBC_Hunt,AV,NA
S236IS1,isotope,bulk,U236,NA,UBC_Hunt,AV,NA
S237IS1,isotope,bulk,U237,NA,UBC_Hunt,AV,NA
S238IS1,isotope,bulk,U238,NA,UBC_Hunt,AV,NA
S239IS1,isotope,bulk,U239,NA,UBC_Hunt,AV,NA
S240IS1,isotope,bulk,U240,NA,UBC_Hunt,AV,NA
S241IS1,isotope,bulk,U241,NA,UBC_Hunt,AV,NA
S242IS1,isotope,bulk,U242,NA,UBC_Hunt,AV,NA
S243IS1,isotope,bulk,U243,NA,UBC_Hunt,AV,NA
S244IS1,isotope,bulk,U244,NA,UBC_Hunt,AV,NA
S245IS1,isotope,bulk,U245,NA,UBC_Hunt,AV,NA
S246IS1,isotope,bulk,U246,NA,UBC_Hunt,AV,NA
S247IS1,isotope,bulk,U247,NA,UBC_Hunt,AV,NA
S248IS1,isotope,bulk,U248,NA,UBC_Hunt,AV,NA
S249IS1,isotope,bulk,U249,NA,UBC_Hunt,AV,NA
S250IS1,isotope,bulk,U250,NA,UBC_Hunt,AV,NA
S251IS1,isotope,bulk,U251,NA,UBC_Hunt,AV,NA
S252IS1,isotope,bulk,U252,NA,UBC_Hunt,AV,NA
S253IS1,isotope,bulk,U253,NA,UBC_Hunt,AV,NA
S254IS1,isotope,bulk,U254,NA,UBC_Hunt,AV,NA
S255IS1,isotope,bulk,U255,NA,UBC_Hunt,AV,NA
S256IS1,isotope,bulk,U256,NA,UBC_Hunt,AV,NA
S257IS1,isotope,bulk,U257,NA,UBC_Hunt,AV,NA
S258IS1,isotope,bulk,U258,NA,UBC_Hunt,AV,NA
S259IS1,isotope,bulk,U259,NA,UBC_Hunt,AV,NA
S260IS1,isotope,bulk,U260,NA,UBC_Hunt,AV,NA
S261IS1,isotope,bulk,U261,NA,UBC_Hunt,AV,NA
S262IS1,isotope,bulk,U262,NA,UBC_Hunt,AV,NA
S263IS1,isotope,bulk,U263,NA,UBC_Hunt,AV,NA
S264IS1,isotope,bulk,U264,NA,UBC_Hunt,AV,NA
S265IS1,isotope,bulk,U265,NA,UBC_Hunt,AV,NA
S266IS1,isotope,bulk,U266,NA,UBC_Hunt,AV,NA
S267IS1,isotope,bulk,U267,NA,UBC_Hunt,AV,NA
S268IS1,isotope,bulk,U268,NA,UBC_Hunt,AV,NA
S269IS1,isotope,bulk,U269,NA,UBC_Hunt,AV,NA
S270IS1,isotope,bulk,U270,NA,UBC_Hunt,AV,NA
S271IS1,isotope,bulk,U271,NA,UBC_Hunt,AV,NA
S272IS1,isotope,bulk,U272,NA,UBC_Hunt,AV,NA
S273IS1,isotope,bulk,U273,NA,UBC_Hunt,AV,NA
S274IS1,isotope,bulk,U274,NA,UBC_Hunt,AV,NA
S275IS1,isotope,bulk,U275,NA,UBC_Hunt,AV,NA
S276IS1,isotope,bulk,U276,NA,UBC_Hunt,AV,NA
S277IS1,isotope,bulk,U277,NA,UBC_Hunt,AV,NA
S278IS1,isotope,bulk,U278,NA,UBC_Hunt,AV,NA
S279IS1,isotope,bulk,U279,NA,UBC_Hunt,AV,NA
S280IS1,isotope,bulk,U280,NA,UBC_Hunt,AV,NA
S281IS1,isotope,bulk,U281,NA,UBC_Hunt,AV,NA
S284IS1,isotope,bulk,U284,NA,UBC_Hunt,AV,NA
S285IS1,isotope,bulk,U285,NA,UBC_Hunt,AV,NA
S286IS1,isotope,bulk,U286,NA,UBC_Hunt,AV,NA
S287IS1,isotope,bulk,U287,NA,UBC_Hunt,AV,NA
S288IS1,isotope,bulk,U288,NA,UBC_Hunt,AV,NA
S289IS1,isotope,bulk,U289,NA,UBC_Hunt,AV,NA
S290IS1,isotope,bulk,U290,NA,UBC_Hunt,AV,NA
S291IS1,isotope,bulk,U291,NA,UBC_Hunt,AV,NA
S292IS1,isotope,bulk,U292,NA,UBC_Hunt,AV,NA
S293IS1,isotope,bulk,U293,NA,UBC_Hunt,AV,NA
S294IS1,isotope,bulk,U294,NA,UBC_Hunt,AV,NA
S295IS1,isotope,bulk,U295,NA,UBC_Hunt,AV,NA
S296IS1,isotope,bulk,U296,NA,UBC_Hunt,AV,NA
S297IS1,isotope,bulk,U297,NA,UBC_Hunt,AV,NA
S298IS1,isotope,bulk,U298,NA,UBC_Hunt,AV,NA
S299IS1,isotope,bulk,U299,NA,UBC_Hunt,AV,NA
S300IS1,isotope,bulk,U300,NA,UBC_Hunt,AV,NA
S301IS1,isotope,bulk,U301,NA,UBC_Hunt,AV,NA
S302IS1,isotope,bulk,U302,NA,UBC_Hunt,AV,NA
S303IS1,isotope,bulk,U303,NA,UBC_Hunt,AV,NA
S304IS1,isotope,bulk,U304,NA,UBC_Hunt,AV,NA
S305IS1,isotope,bulk,U305,NA,UBC_Hunt,AV,NA
S306IS1,isotope,bulk,U306,NA,UBC_Hunt,AV,NA
S307IS1,isotope,bulk,U307,NA,UBC_Hunt,AV,NA
S308IS1,isotope,bulk,U308,NA,UBC_Hunt,AV,NA
S309IS1,isotope,bulk,U309,NA,UBC_Hunt,AV,NA
S310IS1,isotope,bulk,U310,NA,UBC_Hunt,AV,NA
S311IS1,isotope,bulk,U311,NA,UBC_Hunt,AV,NA
S312IS1,isotope,bulk,U312,NA,UBC_Hunt,AV,NA
S313IS1,isotope,bulk,U313,NA,UBC_Hunt,AV,NA
S315IS1,isotope,bulk,U315,NA,UBC_Hunt,AV,NA
S316IS1,isotope,bulk,U316,NA,UBC_Hunt,AV,NA
S317IS1,isotope,bulk,U317,NA,UBC_Hunt,AV,NA
S318IS1,isotope,bulk,U318,NA,UBC_Hunt,AV,NA
S319IS1,isotope,bulk,U319,NA,UBC_Hunt,AV,NA
S320IS1,isotope,bulk,U320,NA,UBC_Hunt,AV,NA
S321IS1,isotope,bulk,U321,NA,UBC_Hunt,AV,NA
S322IS1,isotope,bulk,U322,NA,UBC_Hunt,AV,NA
S323IS1,isotope,bulk,U323,NA,UBC_Hunt,AV,NA
S324IS1,isotope,bulk,U324,NA,UBC_Hunt,AV,NA
S325IS1,isotope,bulk,U325,NA,UBC_Hunt,AV,NA
S326IS1,isotope,bulk,U326,NA,UBC_Hunt,AV,NA
S327IS1,isotope,bulk,U327,NA,UBC_Hunt,AV,NA
S328IS1,isotope,bulk,U328,NA,UBC_Hunt,AV,NA
S329IS1,isotope,bulk,U329,NA,UBC_Hunt,AV,NA
S330IS1,isotope,bulk,U330,NA,UBC_Hunt,AV,NA
S331IS1,isotope,bulk,U331,NA,UBC_Hunt,AV,NA
S332IS1,isotope,bulk,U332,NA,UBC_Hunt,AV,NA
S333IS1,isotope,bulk,U333,NA,UBC_Hunt,AV,NA
S334IS1,isotope,bulk,U334,NA,UBC_Hunt,AV,NA
S335IS1,isotope,bulk,U335,NA,UBC_Hunt,AV,NA
S336IS1,isotope,bulk,U336,NA,UBC_Hunt,AV,NA
S337IS1,isotope,bulk,U337,NA,UBC_Hunt,AV,NA
S338IS1,isotope,bulk,U338,NA,UBC_Hunt,AV,NA
S339IS1,isotope,bulk,U339,NA,UBC_Hunt,AV,NA
S340IS1,isotope,bulk,U340,NA,UBC_Hunt,AV,NA
S341IS1,isotope,bulk,U341,NA,UBC_Hunt,AV,NA
S342IS1,isotope,bulk,U342,NA,UBC_Hunt,AV,NA
S343IS1,isotope,bulk,U343,NA,UBC_Hunt,AV,NA
S344IS1,isotope,bulk,U344,NA,UBC_Hunt,AV,NA
S345IS1,isotope,bulk,U345,NA,UBC_Hunt,AV,NA
S346IS1,isotope,bulk,U346,NA,UBC_Hunt,AV,NA
S347IS1,isotope,bulk,U347,NA,UBC_Hunt,AV,NA
S348IS1,isotope,bulk,U348,NA,UBC_Hunt,AV,NA
S349IS1,isotope,bulk,U349,NA,UBC_Hunt,AV,NA
S350IS1,isotope,bulk,U350,NA,UBC_Hunt,AV,NA
S351IS1,isotope,bulk,U351,NA,UBC_Hunt,AV,NA
S352IS1,isotope,bulk,U352,NA,UBC_Hunt,AV,NA
S353IS1,isotope,bulk,U353,NA,UBC_Hunt,AV,NA
S354IS1,isotope,bulk,U354,NA,UBC_Hunt,AV,NA
S355IS1,isotope,bulk,U355,NA,UBC_Hunt,AV,NA
S356IS1,isotope,bulk,U356,NA,UBC_Hunt,AV,NA
S357IS1,isotope,bulk,U357,NA,UBC_Hunt,AV,NA
S358IS1,isotope,bulk,U358,NA,UBC_Hunt,AV,NA
S359IS1,isotope,bulk,U359,NA,UBC_Hunt,AV,NA
S360IS1,isotope,bulk,U360,NA,UBC_Hunt,AV,NA
S361IS1,isotope,bulk,U361,NA,UBC_Hunt,AV,NA
S362IS1,isotope,bulk,U362,NA,UBC_Hunt,AV,NA
S363IS1,isotope,bulk,U363,NA,UBC_Hunt,AV,NA
S364IS1,isotope,bulk,U364,NA,UBC_Hunt,AV,NA
S365IS1,isotope,bulk,U365,NA,UBC_Hunt,AV,NA
S366IS1,isotope,bulk,U366,NA,UBC_Hunt,AV,NA
S367IS1,isotope,bulk,U367,NA,UBC_Hunt,AV,NA
S368IS1,isotope,bulk,U368,NA,UBC_Hunt,AV,NA
S369IS1,isotope,bulk,U369,NA,UBC_Hunt,AV,NA
S370IS1,isotope,bulk,U370,NA,UBC_Hunt,AV,NA
S371IS1,isotope,bulk,U371,NA,UBC_Hunt,AV,NA
S372IS1,isotope,bulk,U372,NA,UBC_Hunt,AV,NA
S373IS1,isotope,bulk,U373,NA,UBC_Hunt,AV,NA
S374IS1,isotope,bulk,U374,NA,UBC_Hunt,AV,NA
S375IS1,isotope,bulk,U375,NA,UBC_Hunt,AV,NA
S376IS1,isotope,bulk,U376,NA,UBC_Hunt,AV,NA
S377IS1,isotope,bulk,U377,NA,UBC_Hunt,AV,NA
S378IS1,isotope,bulk,U378,NA,UBC_Hunt,AV,NA
S379IS1,isotope,bulk,U379,NA,UBC_Hunt,AV,NA
S380IS1,isotope,bulk,U380,NA,UBC_Hunt,AV,NA
S381IS1,isotope,bulk,U381,NA,UBC_Hunt,AV,NA
S382IS1,isotope,bulk,U382,NA,UBC_Hunt,AV,NA
S383IS1,isotope,bulk,U383,NA,UBC_Hunt,AV,NA
S384IS1,isotope,bulk,U384,NA,UBC_Hunt,AV,NA
S385IS1,isotope,bulk,U385,NA,UBC_Hunt,AV,NA
S386IS1,isotope,bulk,U386,NA,UBC_Hunt,AV,NA
S387IS1,isotope,bulk,U387,NA,UBC_Hunt,AV,NA
S388IS1,isotope,bulk,U388,NA,UBC_Hunt,AV,NA
S389IS1,isotope,bulk,U389,NA,UBC_Hunt,AV,NA
S390IS1,isotope,bulk,U390,NA,UBC_Hunt,AV,NA
S391IS1,isotope,bulk,U391,NA,UBC_Hunt,AV,NA
S392IS1,isotope,bulk,U392,NA,UBC_Hunt,AV,NA
S393IS1,isotope,bulk,U393,NA,UBC_Hunt,AV,NA
S394IS1,isotope,bulk,U394,NA,UBC_Hunt,AV,NA
S395IS1,isotope,bulk,U395,NA,UBC_Hunt,AV,NA
S396IS1,isotope,bulk,U396,NA,UBC_Hunt,AV,NA
S397IS1,isotope,bulk,U397,NA,UBC_Hunt,AV,NA
S398IS1,isotope,bulk,U398,NA,UBC_Hunt,AV,NA
S399IS1,isotope,bulk,U399,NA,UBC_Hunt,AV,NA
S400IS1,isotope,bulk,U400,NA,UBC_Hunt,AV,NA
S401IS1,isotope,bulk,U401,NA,UBC_Hunt,AV,NA
S402IS1,isotope,bulk,U402,NA,UBC_Hunt,AV,NA
S403IS1,isotope,bulk,U403,NA,UBC_Hunt,AV,NA
S404IS1,isotope,bulk,U404,NA,UBC_Hunt,AV,NA
S405IS1,isotope,bulk,U405,NA,UBC_Hunt,AV,NA
S406IS1,isotope,bulk,U406,NA,UBC_Hunt,AV,NA
