survey_date,site_id,gather_lat,gather_long,ysi_unit_sn,sampling_bout,collected,quality_log,temperature_0m,temperature_1m,salinity_0m,salinity_1m
2019-06-10T00:00:00Z,D09,50.306067,-125.330583,15B102233,2,2019-06-10 10:59:00 PDT,NA,11.5,10.6,29.5,29.4
2019-06-17T00:00:00Z,D09,50.305667,-125.33775,15B102233,1,2019-06-17 07:57:00 PDT,NA,10.8,10.8,29.9,29.8
2019-06-17T00:00:00Z,D09,50.305667,-125.33775,15B102233,2,2019-06-17 11:10:00 PDT,NA,11,10.9,29.8,29.7
2019-06-24T00:00:00Z,D09,50.307533,-125.33005,15B102233,1,2019-06-24 07:51:00 PDT,NA,10.6,10.6,29.8,29.8
2019-06-24T00:00:00Z,D09,50.307533,-125.33005,15B102233,2,2019-06-24 10:19:00 PDT,NA,10.8,10.6,29.8,29.9
2019-07-02T00:00:00Z,D09,50.305633,-125.337583,15B102233,1,2019-07-02 07:52:00 PDT,fish capture site for second net set,11.5,11.4,29.2,29.2
2019-07-02T00:00:00Z,D09,50.305633,-125.337583,15B102233,2,2019-07-02 10:03:00 PDT,fish capture site for second net set,11.4,11.3,29.1,29.2
2019-07-02T00:00:00Z,D09,50.305633,-125.337583,15B102233,6,2019-07-02 11:29:00 PDT,fish capture site for third net set,11.5,11.5,29.1,29.1
2019-07-08T00:00:00Z,D09,50.305917,-125.333817,15B102233,1,2019-07-08 07:50:00 PDT,NA,11.9,11.8,29.3,29.3
2019-07-08T00:00:00Z,D09,50.305917,-125.333817,15B102233,2,2019-07-08 09:40:00 PDT,NA,12,11.9,29.4,29.3
2019-07-22T00:00:00Z,D09,50.308483,-125.324317,15B102233,1,2019-07-22 08:32:00 PDT,NA,11.6,11.5,29.2,29
2019-07-22T00:00:00Z,D09,50.308483,-125.324317,15B102233,2,2019-07-22 10:03:00 PDT,NA,12.9,11.6,29.1,29.2
2020-05-19T00:00:00Z,D09,50.30724773,-125.3343331,15B102233,1,2020-05-19 07:19:00 PDT,NA,10.2,10.1,26.6,26.7
2020-05-19T00:00:00Z,D09,50.30758654,-125.3341329,15B102233,2,2020-05-19 08:24:00 PDT,NA,10.2,10.1,26.1,26.4
2020-05-19T00:00:00Z,D09,50.30752996,-125.3339508,15B102233,3,2020-05-19 10:11:00 PDT,NA,10.6,10.5,26.6,26.6
2020-05-19T00:00:00Z,D09,50.30753185,-125.3300492,15B102233,4,2020-05-19 10:24:00 PDT,NA,26.6,10.4,10.4,26.6
2020-05-26T00:00:00Z,D09,50.30955637,-125.3208974,15B102233,1,2020-05-26 07:45:21 PDT,NA,10.1,10.1,26.8,26.8
2020-05-26T00:00:00Z,D09,50.30978377,-125.3222506,15B102233,2,2020-05-26 08:24:30 PDT,NA,10.2,10.1,26.9,26.9
2020-05-26T00:00:00Z,D09,50.30967352,-125.3201576,15B102233,4,2020-05-26 10:27:00 PDT,NA,10.2,10.2,26.8,26.9
2020-05-26T00:00:00Z,D09,50.30741192,-125.3290902,15B102233,6,2020-05-26 10:56:00 PDT,NA,10.2,10.2,26.9,26.9
2020-06-02T00:00:00Z,D09,50.30708414,-125.3311215,15B102233,1,2020-06-02 07:16:00 PDT,NA,10.3,NA,28.4,NA
2020-06-02T00:00:00Z,D09,50.30708414,-125.3311215,15B102233,1,2020-06-02 07:17:00 PDT,NA,NA,10.3,NA,28.4
2020-06-02T00:00:00Z,D09,50.30673886,-125.3314709,15B102233,2,2020-06-02 07:51:00 PDT,NA,10.3,NA,28.4,NA
2020-06-02T00:00:00Z,D09,50.30673886,-125.3314709,15B102233,2,2020-06-02 07:52:00 PDT,NA,NA,10.3,NA,28.5
2020-06-02T00:00:00Z,D09,50.30697583,-125.3326643,15B102233,3,2020-06-02 08:16:00 PDT,NA,10.3,NA,28.8,NA
2020-06-02T00:00:00Z,D09,50.30697583,-125.3326643,15B102233,3,2020-06-02 08:17:00 PDT,NA,NA,10.2,NA,28.5
2020-06-02T00:00:00Z,D09,50.30604448,-125.3332664,15B102233,5,2020-06-02 11:25:00 PDT,NA,10.3,10.3,28.4,28.5
2020-06-02T00:00:00Z,D09,NA,NA,15B102233,7,2020-06-02 11:49:00 PDT,NA,10.2,10.2,28.4,28.5
2020-06-08T00:00:00Z,D09,NA,NA,15B102233,1,2020-06-08 07:04:00 PDT,NA,10.4,10.3,29.8,29.8
2020-06-08T00:00:00Z,D09,50.30602692,-125.3365676,15B102233,2,2020-06-08 07:43:00 PDT,NA,10.3,10.3,29.8,29.8
2020-06-08T00:00:00Z,D09,50.30651878,-125.3360766,15B102233,3,2020-06-08 10:42:00 PDT,NA,10.8,10.5,29.7,29.8
2020-06-08T00:00:00Z,D09,50.30742069,-125.3298593,15B102233,5,2020-06-08 10:51:00 PDT,NA,10.8,10.7,29.6,29.7
2020-06-16T00:00:00Z,D09,50.30657239,-125.336711,15B102233,1,2020-06-16 07:03:00 PDT,NA,11.1,11.1,26,26
2020-06-16T00:00:00Z,D09,50.3066477,-125.3365507,15B102233,2,2020-06-16 07:24:00 PDT,NA,11.1,11,25.2,26
2020-06-16T00:00:00Z,D09,50.30710464,-125.3347927,15B102233,3,2020-06-16 09:53:00 PDT,NA,11.3,11.3,25.9,25.9
2020-06-16T00:00:00Z,D09,50.30724829,-125.3300347,15B102233,5,2020-06-16 10:06:00 PDT,NA,11.4,11.3,25.9,25.9
2020-06-22T00:00:00Z,D09,50.30705206,-125.332225,15B102233,3,2020-06-22 08:15:00 PDT,NA,11.4,11.3,28.5,28.7
2020-06-22T00:00:00Z,D09,50.30758106,-125.3336129,15B102233,4,2020-06-22 08:38:00 PDT,NA,11.4,11.4,27.5,28.7
2020-06-22T00:00:00Z,D09,50.30694009,-125.3332866,15B102233,5,2020-06-22 11:54:00 PDT,NA,11.5,11.4,28.7,28.6
2020-06-22T00:00:00Z,D09,50.30736321,-125.3306759,15B102233,7,2020-06-22 12:08:00 PDT,NA,11.5,11.5,28.6,28.6
2020-06-29T00:00:00Z,D09,50.30886198,-125.324851,15B102233,1,2020-06-29 07:39:00 PDT,NA,11.1,11.1,28.4,28.5
2020-06-29T00:00:00Z,D09,50.30943391,-125.3236088,15B102233,2,2020-06-29 08:02:00 PDT,NA,11.2,11.1,28.5,28.5
2020-06-29T00:00:00Z,D09,50.30919516,-125.3243668,15B102233,3,2020-06-29 10:45:00 PDT,NA,11.7,11.6,28.7,28.6
2020-06-29T00:00:00Z,D09,50.3071736,-125.3300149,15B102233,5,2020-06-29 10:59:00 PDT,NA,11.5,11.2,28.6,28.6
2020-07-06T00:00:00Z,D09,50.30660136,-125.3334466,15B102233,1,2020-07-06 07:47:00 PDT,NA,10.9,10.9,28.9,28.9
2020-07-06T00:00:00Z,D09,50.30649206,-125.3319058,15B102233,2,2020-07-06 08:02:00 PDT,NA,10.9,10.9,28.9,28.9
2020-07-06T00:00:00Z,D09,50.30673536,-125.3329018,15B102233,3,2020-07-06 10:15:00 PDT,NA,10.9,10.9,29,29
2020-07-06T00:00:00Z,D09,50.30722399,-125.3304907,15B102233,5,2020-07-06 10:28:00 PDT,NA,11,11,28.9,29.1
2021-05-17T00:00:00Z,D09,NA,NA,15B102233,1,2021-05-17 07:17:00 PDT,couldn't remember if we kept the ysi data from bottles we dumped out,9.5,9.5,25.9,26.4
2021-05-17T00:00:00Z,D09,NA,NA,15B102233,2,2021-05-17 09:07:00 PDT,NA,9.6,9.6,26.4,26.4
2021-05-17T00:00:00Z,D09,NA,NA,15B102233,3,2021-05-17 09:49:00 PDT,NA,9.7,9.7,26.5,26.4
2021-05-25T00:00:00Z,D09,NA,NA,15B102233,1,2021-05-25 08:50:00 PDT,NA,9.6,9.6,26.7,26.7
2021-05-25T00:00:00Z,D09,NA,NA,15B102233,3,2021-05-25 11:45:00 PDT,NA,9.9,9.8,27.1,26.8
2021-05-31T00:00:00Z,D09,NA,NA,15B102233,1,2021-05-31 07:23:00 PDT,NA,10.3,10.1,27.2,27.2
2021-05-31T00:00:00Z,D09,NA,NA,15B102233,2,2021-05-31 08:03:00 PDT,NA,10.2,10.1,26.9,27.3
2021-05-31T00:00:00Z,D09,NA,NA,15B102233,3,2021-05-31 11:15:00 PDT,NA,10.3,10.3,26.7,27.2
2021-05-31T00:00:00Z,D09,NA,NA,15B102233,5,2021-05-31 11:27:00 PDT,NA,10.3,10.1,27.4,27.3
2021-06-07T00:00:00Z,D09,NA,NA,15B102233,1,2021-06-07 07:49:00 PDT,NA,10.1,10.1,26.4,26.5
2021-06-07T00:00:00Z,D09,NA,NA,15B102233,2,2021-06-07 09:18:00 PDT,NA,10.4,10.2,26.4,26.4
2021-06-07T00:00:00Z,D09,NA,NA,15B102233,3,2021-06-07 12:27:00 PDT,NA,10.2,10.3,26.3,26.3
2021-06-07T00:00:00Z,D09,NA,NA,15B102233,5,2021-06-07 12:37:00 PDT,NA,10.3,10.2,26.3,26.4
2021-06-14T00:00:00Z,D09,NA,NA,15B102233,1,2021-06-14 07:45:00 PDT,NA,10.9,10.8,26.7,26.7
2021-06-14T00:00:00Z,D09,NA,NA,15B102233,2,2021-06-14 09:10:00 PDT,NA,11.1,10.9,26.7,26.7
2021-06-14T00:00:00Z,D09,NA,NA,15B102233,3,2021-06-14 12:30:00 PDT,NA,10.8,10.8,26.9,26.8
2021-06-14T00:00:00Z,D09,NA,NA,15B102233,5,2021-06-14 12:44:00 PDT,NA,11,10.9,26.8,26.8
2021-06-21T00:00:00Z,D09,NA,NA,15B102233,1,2021-06-21 07:21:00 PDT,NA,10.7,10.7,26,26
2021-06-21T00:00:00Z,D09,NA,NA,15B102233,2,2021-06-21 08:25:00 PDT,NA,10.7,10.7,25.9,26
2021-06-21T00:00:00Z,D09,NA,NA,15B102233,3,2021-06-21 12:41:00 PDT,"set was really close to standard oceanography site, so did eDNA and JSP oceanography at the same spot",11.1,10.8,26.1,26.1
2021-06-28T00:00:00Z,D09,NA,NA,15B102233,1,2021-06-28 07:37:00 PDT,NA,10.6,10.5,27.5,27.5
2021-06-28T00:00:00Z,D09,NA,NA,15B102233,2,2021-06-28 08:30:00 PDT,NA,10.8,10.6,27.6,27.6
2021-06-28T00:00:00Z,D09,NA,NA,15B102233,3,2021-06-28 11:05:00 PDT,"set was really close to standard oceanography site, so did eDNA and JSP oceanography at the same spot",10.7,10.6,27.6,27.5
2021-07-05T00:00:00Z,D09,NA,NA,15B102233,1,2021-07-05 06:53:00 PDT,50°18.521N 125°19.440W,11.2,11.2,27.6,27.6
2021-07-05T00:00:00Z,D09,NA,NA,15B102233,2,2021-07-05 07:20:00 PDT,50°18.563N 125°19.423W,11.2,11.2,27.7,27.7
2021-07-05T00:00:00Z,D09,NA,NA,15B102233,3,2021-07-05 09:33:00 PDT,50°18.563N 125°19.300W,11.5,11.3,27.7,27.6
2021-07-05T00:00:00Z,D09,NA,NA,15B102233,5,2021-07-05 09:42:00 PDT,50°18.434N 125°19.789W,11.6,11.4,27.6,27.6
2015-05-23T00:00:00Z,D10,NA,NA,15B102233,1,2015-05-23 12:15:00 PDT,YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,10.6,10.4,28.8,28.8
2015-05-26T00:00:00Z,D10,NA,NA,15B102233,1,2015-05-26 10:45:00 PDT,"Not sure if field form had location on it: 50.444664N 125.280402W
2: YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG",11.2,10.8,26.7,28.1
2015-05-28T00:00:00Z,D10,50.448787,-125.328487,15B102233,1,2015-05-28 08:45:00 PDT,YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,12.3,11.4,23.4,26.3
2015-06-01T00:00:00Z,D10,NA,NA,15B102233,1,2015-06-01 08:34:00 PDT,YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,10.4,10.3,28.6,28.6
2015-06-03T00:00:00Z,D10,50.450026,-125.287937,15B102233,1,2015-06-03 08:42:00 PDT,YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,10.1,10.2,29,28.9
2015-06-05T00:00:00Z,D10,50.443443,-125.278459,15B102233,1,2015-06-05 07:00:00 PDT,YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,10.6,10.7,28.4,28.4
2015-06-22T00:00:00Z,D10,50.44911,-125.324304,15B102233,1,2015-06-22 10:01:00 PDT,Secchi 10.5 m,10.8,10.6,29,28.9
2015-06-24T00:00:00Z,D10,50.440489,-125.270759,15B102233,1,2015-06-24 08:14:00 PDT,Secchi 11.0 m,10.6,10.5,28.7,29
2017-06-28T00:00:00Z,D10,50.44220425,-125.2728974,15B102233,1,2017-06-28 08:57:48 PDT,NA,10.3,10.3,28.3,28.3
2017-07-06T00:00:00Z,D10,50.44448556,-125.2789286,15B102233,1,2017-07-06 07:53:29 PDT,NA,10.3,10.3,28.3,28.4
2018-05-11T00:00:00Z,D10,50.44241082,-125.2735609,15B102233,1,2018-05-11 08:21:00 PDT,NA,9.6,9.6,29.3,29.3
2018-05-17T00:00:00Z,D10,50.44249503,-125.273261,15B102233,1,2018-05-17 07:11:00 PDT,NA,9.7,9.7,29.5,29.8
2018-05-24T00:00:00Z,D10,50.44220458,-125.2737356,15B102233,1,2018-05-24 08:03:00 PDT,NA,9.8,9.7,28.6,28.7
2018-05-30T00:00:00Z,D10,NA,NA,15B102233,1,2018-05-30 10:48:00 PDT,NA,9.7,9.7,28.9,28.9
2018-06-07T00:00:00Z,D10,NA,NA,15B102233,1,2018-06-07 10:47:00 PDT,NA,9.9,9.9,28.5,28.6
2018-06-13T00:00:00Z,D10,50.44327005,-125.27551390000001,15B102233,1,2018-06-13 09:57:00 PDT,NA,9.9,9.9,28.3,28.3
2018-06-20T00:00:00Z,D10,50.44206144,-125.2731859,15B102233,1,2018-06-20 13:35:00 PDT,"YSI calibrated to 12,880 us/cm at 20C instead of 25C",10.4,10.3,28.9,28.9
2018-06-27T00:00:00Z,D10,50.44303165,-125.2754033,15B102233,1,2018-06-27 08:15:00 PDT,"YSI calibrated to 12,880 us/cm at 20C instead of 25C",10.3,10.3,28.8,28.7
2018-07-05T00:00:00Z,D10,50.43627585,-125.2647243,15B102233,1,2018-07-05 07:54:00 PDT,"YSI calibrated to 12,880 us/cm at 20C instead of 25C",10.3,10.2,28.8,28.9
2018-07-05T00:00:00Z,D10,50.442138,-125.2728375,15B102233,2,2018-07-05 09:04:00 PDT,"YSI calibrated to 12,880 us/cm at 20C instead of 25C",10.6,10.5,28.6,28.6
2019-05-14T00:00:00Z,D10,50.307276,-125.329834,15B102233,1,2019-05-14 10:20:00 PDT,NA,9.5,9.5,29.4,29.4
2019-05-23T00:00:00Z,D10,50.442683,-125.277333,15B102233,2,2019-05-23 10:26:00 PDT,NA,10.1,10.1,29.3,29.3
2019-05-27T00:00:00Z,D10,50.307276,-125.329834,15B102233,1,2019-05-27 09:11:00 PDT,NA,9.8,9.7,29.3,29.4
2019-05-30T00:00:00Z,D10,50.307276,-125.329834,15B102233,1,2019-05-30 09:13:00 PDT,NA,9.6,9.6,29,29.5
2019-06-03T00:00:00Z,D10,50.307276,-125.329834,15B102233,2,2019-06-03 07:47:00 PDT,NA,9.7,9.7,29.4,29.4
2019-06-06T00:00:00Z,D10,50.44365,-125.27435,15B102233,1,2019-06-06 08:14:00 PDT,NA,9.7,9.7,29.5,29.5
2019-06-06T00:00:00Z,D10,50.44365,-125.27435,15B102233,2,2019-06-06 10:50:00 PDT,NA,9.8,9.8,29.5,29.4
2019-06-12T00:00:00Z,D10,50.43845,-125.267033,15B102233,1,2019-06-12 07:58:00 PDT,NA,9.8,9.8,29.3,29.3
2019-06-12T00:00:00Z,D10,50.43845,-125.267033,15B102233,2,2019-06-12 09:45:00 PDT,NA,10,10,29.4,29.4
2019-06-20T00:00:00Z,D10,50.307276,-125.329834,15B102233,1,2019-06-20 07:40:00 PDT,NA,10.1,10,29.7,29.9
2019-06-26T00:00:00Z,D10,50.307276,-125.329834,15B102233,1,2019-06-26 07:32:00 PDT,NA,9.9,9.9,29.4,29.4
2019-07-04T00:00:00Z,D10,50.307276,-125.329834,15B102233,1,2019-07-04 07:43:00 PDT,No CTD deployed. Secchi depth 12 m at 07:43,10.2,10.2,29.6,29.6
2019-07-11T00:00:00Z,D10,50.307276,-125.329834,15B102233,1,2019-07-11 07:32:00 PDT,No CTD deployed. Secchi depth 13.5 m,10.6,10.5,29,29
2020-05-22T00:00:00Z,D10,50.43967677,-125.270217,15B102233,1,2020-05-22 08:07:13 PDT,NA,9.6,9.6,26.5,26.6
2020-05-22T00:00:00Z,D10,50.43839238,-125.2684849,15B102233,2,2020-05-22 08:24:38 PDT,NA,9.6,9.6,26.6,26.6
2020-05-22T00:00:00Z,D10,NA,NA,15B102233,4,2020-05-22 11:19:39 PDT,NA,9.7,9.7,26.8,26.8
2020-05-22T00:00:00Z,D10,NA,NA,15B102233,7,2020-05-22 11:43:18 PDT,NA,9.8,9.7,26.8,26.7
2020-06-05T00:00:00Z,D10,NA,NA,15B102233,2,2020-06-05 10:23:00 PDT,NA,9.8,9.8,29.8,29.8
2020-06-19T00:00:00Z,D10,50.44370086,-125.2790383,15B102233,3,2020-06-19 09:41:00 PDT,NA,10.3,10.3,29.2,29.2
2020-06-19T00:00:00Z,D10,50.44240996,-125.2733971,15B102233,4,2020-06-19 10:09:00 PDT,NA,10.3,10.3,29.1,29.1
2020-06-25T00:00:00Z,D10,50.44218966,-125.2733574,15B102233,2,2020-06-25 09:58:00 PDT,NA,11,10.7,25.8,27.4
2020-07-03T00:00:00Z,D10,50.44148508,-125.273931,15B102233,1,2020-07-03 09:18:00 PDT,NA,9.9,9.9,28.9,29
2020-07-03T00:00:00Z,D10,50.44228497,-125.2749322,15B102233,2,2020-07-03 09:40:00 PDT,NA,9.9,9.9,28.9,29
2020-07-03T00:00:00Z,D10,50.44139795,-125.2727521,15B102233,3,2020-07-03 12:08:00 PDT,NA,10.3,10.2,29,29
2021-05-21T00:00:00Z,D10,NA,NA,15B102233,1,2021-05-21 07:46:00 PDT,50°26.603N 125°16.734W,9.1,9,25.4,25.5
2021-05-21T00:00:00Z,D10,NA,NA,15B102233,2,2021-05-21 08:13:00 PDT,50°26.539N 125°16.625W,9.2,9.1,25.3,25.5
2021-05-21T00:00:00Z,D10,NA,NA,15B102233,4,2021-05-21 10:42:00 PDT,50°26.560N 125°16.702W,9.5,9.4,25.4,25.4
2021-05-21T00:00:00Z,D10,NA,NA,15B102233,5,2021-05-21 10:55:00 PDT,50°26.518N 125°16.364W,9.5,9.5,25.2,25.3
2021-06-04T00:00:00Z,D10,NA,NA,15B102233,1,2021-06-04 07:54:00 PDT,NA,9.4,9.4,27,26.9
2021-06-04T00:00:00Z,D10,NA,NA,15B102233,2,2021-06-04 08:48:00 PDT,NA,9.4,9.4,27,26.9
2021-06-04T00:00:00Z,D10,NA,NA,15B102233,3,2021-06-04 12:46:00 PDT,NA,9.7,9.6,26.7,26.7
2021-06-04T00:00:00Z,D10,NA,NA,15B102233,5,2021-06-04 12:58:00 PDT,NA,10.2,9.58,25.1,26.4
2021-06-18T00:00:00Z,D10,NA,NA,15B102233,1,2021-06-18 08:17:00 PDT,NA,9.8,9.8,29.1,29.1
2021-06-18T00:00:00Z,D10,NA,NA,15B102233,2,2021-06-18 10:43:00 PDT,NA,10.6,10.3,26.8,27.6
2021-06-18T00:00:00Z,D10,NA,NA,15B102233,3,2021-06-18 12:40:00 PDT,NA,10.1,10,29,29.1
2021-06-18T00:00:00Z,D10,NA,NA,15B102233,5,2021-06-18 13:04:00 PDT,NA,10.4,10.4,28.5,28.4
2021-07-02T00:00:00Z,D10,NA,NA,15B102233,1,2021-07-02 07:25:00 PDT,50°26.352N 125°16.181W,10,9.9,26.8,26.8
2021-07-02T00:00:00Z,D10,NA,NA,15B102233,2,2021-07-02 08:06:00 PDT,50°26.307N 125°16.112W,10,9.9,26.8,26.8
2021-07-02T00:00:00Z,D10,NA,NA,15B102233,4,2021-07-02 10:19:00 PDT,NA,10.4,10.3,26.5,26.5
2021-07-02T00:00:00Z,D10,NA,NA,15B102233,5,2021-07-02 10:27:00 PDT,NA,10.6,10.6,26.1,26.2
2015-05-24T00:00:00Z,D11,50.347663,-125.455357,15B102233,1,2015-05-24 08:40:00 PDT,YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,10.6,10.6,27.3,29.2
2015-06-01T00:00:00Z,D11,50.347619,-125.453207,15B102233,1,2015-06-01 11:32:00 PDT,YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,11.1,10.9,28.9,29
2015-06-03T00:00:00Z,D11,50.348802,-125.446203,15B102233,1,2015-06-03 12:21:00 PDT,YSI time estimated 2 hours after time of set to account for processing time (no data recorded). Added 2018-07-18 JG,10.9,10.8,29.1,29.2
2015-06-14T00:00:00Z,D11,50.347406,-125.453326,15B102233,1,2015-06-14 12:54:00 PDT,Secchi 15.5 m,11,10.9,29.2,29.3
2015-06-16T00:00:00Z,D11,NA,NA,15B102233,1,2015-06-16 12:55:00 PDT,"Lat 50.348285 Lon 125.450011
2: Secchi 14.9 m
3: Secchi 14.9 m
Lat 50.348285 Lon 125.450011",11,10.9,29.3,29.3
2015-06-18T00:00:00Z,D11,NA,NA,15B102233,1,2015-06-18 10:25:00 PDT,"Changed Salinity from 29.6 (2018-07-16 JG)
2: Secchi 13.0",10.7,NA,29.5,NA
2015-06-18T00:00:00Z,D11,NA,NA,15B102233,1,2015-06-18 10:25:00 PDT,"Changed Salinity from 29.5 (2018-07-16 JG)
2: Secchi 13.0",NA,10.7,NA,29.6
2015-06-20T00:00:00Z,D11,NA,NA,15B102233,1,2015-06-20 11:47:00 PDT,"Secchi 10.8 m
2: Secchi 10.8 m
Set Location: 50.347580N -125.455296W
3: Set Location: 50.347580N -125.455296W",10.8,10.8,29.6,29.6
2015-06-24T00:00:00Z,D11,50.348554,-125.445381,15B102233,1,2015-06-24 10:20:00 PDT,Secchi 13.8 m,11.2,NA,29.2,NA
2015-06-24T00:00:00Z,D11,50.348554,-125.445381,15B102233,1,2015-06-24 10:21:00 PDT,Secchi 13.8 m,NA,11.2,NA,29.2
2015-06-29T00:00:00Z,D11,50.348645,-125.446688,15B102233,1,2015-06-29 10:14:00 PDT,Secchi 12.9 m,11.4,11.4,29.1,29.2
2015-07-05T00:00:00Z,D11,50.348557,-125.445679,15B102233,1,2015-07-05 14:59:00 PDT,Secchi 11.9 m,11.4,11.3,28.8,28.9
2015-07-06T00:00:00Z,D11,50.348394,-125.448635,15B102233,1,2015-07-06 10:41:00 PDT,Secchi 11.6 m,11.1,11,29.3,29.3
2015-07-07T00:00:00Z,D11,50.34823,-125.455593,15B102233,1,2015-07-07 13:34:00 PDT,Secchi 12.9 m,11.6,11.3,29.6,29.7
2015-07-14T00:00:00Z,D11,50.348205,-125.454567,15B102233,1,2015-07-14 12:33:00 PDT,Secchi 15.8 m,11.9,11.7,29.2,29.2
2016-05-11T00:00:00Z,D11,50.330036,-125.459332,15B102233,1,2016-05-11 11:53:02 PDT,NA,10.1,10,28.7,28.8
2016-05-16T00:00:00Z,D11,NA,NA,15B102233,1,2016-05-16 08:09:35 PDT,NA,10.2,10.1,28.7,28.8
2016-05-24T00:00:00Z,D11,50.348309,-125.455531,15B102233,1,2016-05-24 07:10:55 PDT,NA,10.4,10.4,28.9,28.9
2016-06-02T00:00:00Z,D11,NA,NA,15B102233,1,2016-06-02 09:17:00 PDT,NA,NA,10.7,NA,28.6
2016-06-02T00:00:00Z,D11,NA,NA,15B102233,1,2016-06-02 09:20:00 PDT,NA,10.8,NA,28.7,NA
2016-06-08T00:00:00Z,D11,50.347585,-125.455286,15B102233,1,2016-06-08 08:25:00 PDT,NA,10.9,10.9,29,25
2016-06-13T00:00:00Z,D11,50.347515,-125.455708,15B102233,1,2016-06-13 13:15:00 PDT,NA,10.9,10.9,29.2,29.2
2016-06-30T00:00:00Z,D11,50.348167,-125.455889,15B102233,1,2016-06-30 11:20:00 PDT,NA,11.6,11.4,28.7,28.7
2016-05-11T00:00:00Z,D20,50.448247,-125.399584,15B102233,1,2016-05-11 08:24:00 PDT,NA,10,NA,28.3,NA
2016-05-11T00:00:00Z,D20,50.448247,-125.399584,15B102233,1,2016-05-11 08:25:00 PDT,NA,NA,10,NA,28.5
2016-05-16T00:00:00Z,D20,50.451705,-125.397663,15B102233,1,2016-05-16 13:27:29 PDT,NA,11.3,11.1,27.5,27.6
2016-05-24T00:00:00Z,D20,50.462309,-125.365434,15B102233,1,2016-05-24 12:59:40 PDT,NA,11,10.9,28.3,28.3
2016-06-02T00:00:00Z,D20,50.462687,-125.368536,15B102233,1,2016-06-02 16:01:00 PDT,NA,11.9,10.9,26.9,28.1
2016-06-08T00:00:00Z,D20,50.461644,-125.368409,15B102233,1,2016-06-08 13:31:00 PDT,NA,13.1,NA,23.7,NA
2016-06-08T00:00:00Z,D20,50.461644,-125.368409,15B102233,1,2016-06-08 13:33:00 PDT,NA,NA,11.6,NA,27.4
2016-06-13T00:00:00Z,D20,NA,NA,15B102233,1,2016-06-13 08:08:00 PDT,NA,10.8,10.8,28.2,28.4
2016-06-22T00:00:00Z,D20,50.458911,-125.36509,15B102233,1,2016-06-22 14:37:00 PDT,NA,12.4,11.5,22.9,26.9
2016-06-30T00:00:00Z,D20,50.461125,-125.364761,15B102233,1,2016-06-30 14:54:00 PDT,NA,15.8,12.4,19,27
2016-05-11T00:00:00Z,D21,50.385418,-125.375003,15B102233,1,2016-05-11 09:30:17 PDT,NA,10.6,10.2,28,28.3
2016-05-16T00:00:00Z,D21,NA,NA,15B102233,1,2016-05-16 11:48:58 PDT,NA,10.4,10.4,28.5,28.5
2016-05-24T00:00:00Z,D21,NA,NA,15B102233,1,2016-05-24 11:05:12 PDT,NA,10.9,10.8,28.5,28.3
2016-06-02T00:00:00Z,D21,NA,NA,15B102233,1,2016-06-02 10:58:00 PDT,NA,12.5,11.3,28.3,28.6
2016-06-08T00:00:00Z,D21,50.391795,-125.370589,15B102233,1,2016-06-08 09:53:00 PDT,NA,10.9,NA,28.8,NA
2016-06-08T00:00:00Z,D21,50.391795,-125.370589,15B102233,1,2016-06-08 09:54:00 PDT,NA,NA,10.9,NA,28.7
2016-06-13T00:00:00Z,D21,50.391089,-125.365123,15B102233,1,2016-06-13 11:38:00 PDT,NA,10.8,10.8,28.9,28.9
2016-06-22T00:00:00Z,D21,NA,NA,15B102233,1,2016-06-22 08:59:00 PDT,NA,11.4,11.3,28.8,28.7
2016-06-30T00:00:00Z,D21,50.379674,-125.373072,15B102233,1,2016-06-30 08:22:00 PDT,NA,11.1,11,28.4,28.4
2016-05-07T00:00:00Z,D22,50.224243,-125.395419,15B102233,1,2016-05-07 07:50:00 PDT,NA,10,10,28.9,28.9
2016-05-15T00:00:00Z,D22,NA,NA,15B102233,1,2016-05-15 12:24:43 PDT,NA,10.5,10.6,28,28.1
2016-05-23T00:00:00Z,D22,50.224682,-125.394319,15B102233,1,2016-05-23 15:31:00 PDT,NA,11.1,11,28.1,28.2
2016-05-27T00:00:00Z,D22,50.244213,-125.397113,15B102233,1,2016-05-27 09:04:25 PDT,NA,10.8,10.8,28,28.2
2016-06-01T00:00:00Z,D22,50.246032,-125.395935,15B102233,1,2016-06-01 16:45:00 PDT,NA,11.4,11,28.1,28.6
2016-06-07T00:00:00Z,D22,50.244139,-125.397094,15B102233,1,2016-06-07 12:30:00 PDT,NA,11.3,11.3,28.9,28.9
2016-06-14T00:00:00Z,D22,50.235447,-125.399181,15C100324,1,2016-06-14 10:53:00 PDT,NA,11,11,28.2,29
