sample_id,sample_type,sample_subtype,ufn,sample_comments,analyzing_lab,sample_quality_flag,sample_quality_log
SDN820,DNA,liver,U868,NA,PBS,AV,NA
SDN821,DNA,liver,U869,NA,PBS,AV,NA
S87DN1,DNA,liver,U87,NA,NA,AV,NA
SDN822,DNA,liver,U870,NA,PBS,AV,NA
SDN817,DNA,liver,U871,NA,PBS,AV,NA
SDN850,DNA,liver,U872,NA,PBS,AV,NA
SDN851,DNA,liver,U873,NA,PBS,AV,NA
SDN852,DNA,liver,U874,NA,PBS,AV,NA
SDN853,DNA,liver,U875,NA,PBS,AV,NA
SDN854,DNA,liver,U876,NA,PBS,AV,NA
SDN855,DNA,liver,U877,NA,PBS,AV,NA
SDN868,DNA,liver,U878,NA,PBS,AV,NA
SDN869,DNA,liver,U879,NA,PBS,AV,NA
S88DN1,DNA,liver,U88,NA,NA,AV,NA
SDN870,DNA,liver,U880,NA,PBS,AV,NA
SDN818,DNA,liver,U881,NA,PBS,AV,NA
SDN823,DNA,liver,U882,NA,PBS,AV,NA
SDN824,DNA,liver,U883,NA,PBS,AV,NA
SDN825,DNA,liver,U884,NA,PBS,AV,NA
SDN826,DNA,liver,U885,NA,PBS,AV,NA
SDN830,DNA,liver,U886,NA,PBS,AV,NA
SDN831,DNA,liver,U887,NA,PBS,AV,NA
SDN832,DNA,liver,U888,NA,PBS,AV,NA
SDN833,DNA,liver,U889,NA,PBS,AV,NA
S89DN1,DNA,liver,U89,NA,NA,AV,NA
SDN834,DNA,liver,U890,NA,PBS,AV,NA
SDN827,DNA,liver,U891,NA,PBS,AV,NA
SDN828,DNA,liver,U892,NA,PBS,AV,NA
SDN835,DNA,liver,U893,NA,PBS,AV,NA
SDN836,DNA,liver,U894,NA,PBS,AV,NA
SDN837,DNA,liver,U895,NA,PBS,AV,NA
SDN838,DNA,liver,U896,NA,PBS,AV,NA
SDN839,DNA,liver,U897,NA,PBS,AV,NA
SDN840,DNA,liver,U898,NA,PBS,AV,NA
SDN842,DNA,liver,U899,NA,PBS,AV,NA
S90DN1,DNA,liver,U90,NA,NA,AV,NA
SDN843,DNA,liver,U900,NA,PBS,AV,NA
SDN844,DNA,liver,U901,NA,PBS,AV,NA
SDN845,DNA,liver,U902,NA,PBS,AV,NA
SDN846,DNA,liver,U903,NA,PBS,AV,NA
SDN847,DNA,liver,U904,NA,PBS,AV,NA
SDN856,DNA,liver,U905,NA,PBS,AV,NA
SDN857,DNA,liver,U906,NA,PBS,AV,NA
SDN858,DNA,liver,U907,NA,PBS,AV,NA
SDN859,DNA,liver,U908,NA,PBS,AV,NA
SDN860,DNA,liver,U909,NA,PBS,AV,NA
S91DN1,DNA,liver,U91,NA,NA,AV,NA
SDN861,DNA,liver,U910,NA,PBS,AV,NA
SDN848,DNA,liver,U911,NA,PBS,AV,NA
SDN862,DNA,liver,U912,NA,PBS,AV,NA
SDN863,DNA,liver,U913,NA,PBS,AV,NA
SDN864,DNA,liver,U914,NA,PBS,AV,NA
SDN865,DNA,liver,U915,NA,PBS,AV,NA
SDN871,DNA,liver,U916,NA,PBS,AV,NA
SDN872,DNA,liver,U917,NA,PBS,AV,NA
SDN873,DNA,liver,U918,NA,PBS,AV,NA
SDN874,DNA,liver,U919,NA,PBS,AV,NA
S92DN1,DNA,liver,U92,NA,NA,AV,NA
SDN888,DNA,liver,U920,NA,PBS,AV,NA
SDN875,DNA,liver,U921,NA,PBS,AV,NA
SDN876,DNA,liver,U922,NA,PBS,AV,NA
SDN889,DNA,liver,U923,NA,PBS,AV,NA
SDN890,DNA,liver,U924,NA,PBS,AV,NA
SDN891,DNA,liver,U925,NA,PBS,AV,NA
SDN892,DNA,liver,U926,NA,PBS,AV,NA
SDN893,DNA,liver,U927,NA,PBS,AV,NA
SDN894,DNA,liver,U928,NA,PBS,AV,NA
SDN902,DNA,liver,U929,NA,PBS,AV,NA
SDN903,DNA,liver,U930,NA,PBS,AV,NA
SDN877,DNA,liver,U931,NA,PBS,AV,NA
SDN878,DNA,liver,U932,NA,PBS,AV,NA
SDN879,DNA,liver,U933,NA,PBS,AV,NA
SDN880,DNA,liver,U934,NA,PBS,AV,NA
SDN881,DNA,liver,U935,NA,PBS,AV,NA
SDN882,DNA,liver,U936,NA,PBS,AV,NA
S937DN1,DNA,liver,U937,NA,PBS,AV,NA
S938DN1,DNA,liver,U938,NA,PBS,AV,NA
SDN897,DNA,liver,U939,NA,PBS,AV,NA
SDN904,DNA,liver,U940,NA,PBS,AV,NA
SDN898,DNA,liver,U941,NA,PBS,AV,NA
SDN905,DNA,liver,U942,NA,PBS,AV,NA
SDN906,DNA,liver,U943,NA,PBS,AV,NA
SDN921,DNA,liver,U944,NA,PBS,AV,NA
SDN922,DNA,liver,U945,NA,PBS,AV,NA
SDN923,DNA,liver,U946,NA,PBS,AV,NA
SDN968,DNA,liver,U947,NA,PBS,AV,NA
SDN969,DNA,liver,U948,NA,PBS,AV,NA
SDN970,DNA,liver,U949,NA,PBS,AV,NA
SDN971,DNA,liver,U950,NA,PBS,AV,NA
SDN907,DNA,liver,U951,NA,PBS,AV,NA
SDN908,DNA,liver,U952,NA,PBS,AV,NA
SDN909,DNA,liver,U953,NA,PBS,AV,NA
SDN910,DNA,liver,U954,NA,PBS,AV,NA
SDN911,DNA,liver,U955,NA,PBS,AV,NA
SDN912,DNA,liver,U956,NA,PBS,AV,NA
SDN924,DNA,liver,U957,NA,PBS,AV,NA
SDN925,DNA,liver,U958,NA,PBS,AV,NA
SDN926,DNA,liver,U959,NA,PBS,AV,NA
S96DN1,DNA,liver,U96,NA,NA,AV,NA
SDN927,DNA,liver,U960,NA,PBS,AV,NA
SDN899,DNA,liver,U961,NA,PBS,AV,NA
SDN900,DNA,liver,U962,NA,PBS,AV,NA
SDN901,DNA,liver,U963,NA,PBS,AV,NA
SDN913,DNA,liver,U964,NA,PBS,AV,NA
SDN914,DNA,liver,U965,NA,PBS,AV,NA
SDN915,DNA,liver,U966,NA,PBS,AV,NA
SDN916,DNA,liver,U967,NA,PBS,AV,NA
SDN917,DNA,liver,U968,NA,PBS,AV,NA
SDN918,DNA,liver,U969,NA,PBS,AV,NA
SDN95,DNA,liver,U97,NA,PBS,AV,NA
SDN928,DNA,liver,U970,NA,PBS,AV,NA
SDN1324,DNA,liver,U971,NA,PBS,AV,NA
SDN1325,DNA,liver,U972,NA,PBS,AV,NA
SDN1340,DNA,liver,U973,NA,PBS,AV,NA
SDN1341,DNA,liver,U974,NA,PBS,AV,NA
SDN1342,DNA,liver,U975,NA,PBS,AV,NA
SDN1343,DNA,liver,U976,NA,PBS,AV,NA
SDN1359,DNA,liver,U977,NA,PBS,AV,NA
SDN1360,DNA,liver,U978,NA,PBS,AV,NA
SDN1361,DNA,liver,U979,NA,PBS,AV,NA
SDN96,DNA,liver,U98,NA,PBS,AV,NA
SDN1362,DNA,liver,U980,NA,PBS,AV,NA
SDN919,DNA,liver,U981,NA,PBS,AV,NA
SDN920,DNA,liver,U982,NA,PBS,AV,NA
SDN929,DNA,liver,U983,NA,PBS,AV,NA
SDN930,DNA,liver,U984,NA,PBS,AV,NA
SDN931,DNA,liver,U985,NA,PBS,AV,NA
SDN932,DNA,liver,U986,NA,PBS,AV,NA
SDN933,DNA,liver,U987,NA,PBS,AV,NA
SDN947,DNA,liver,U988,NA,PBS,AV,NA
SDN948,DNA,liver,U989,NA,PBS,AV,NA
SDN123,DNA,liver,U99,NA,PBS,AV,NA
SDN949,DNA,liver,U990,NA,PBS,AV,NA
SDN934,DNA,liver,U991,NA,PBS,AV,NA
SDN935,DNA,liver,U992,NA,PBS,AV,NA
SDN936,DNA,liver,U993,NA,PBS,AV,NA
SDN937,DNA,liver,U994,NA,PBS,AV,NA
SDN950,DNA,liver,U995,NA,PBS,AV,NA
SDN951,DNA,liver,U996,NA,PBS,AV,NA
SDN952,DNA,liver,U997,NA,PBS,AV,NA
SDN953,DNA,liver,U998,NA,PBS,AV,NA
SDN954,DNA,liver,U999,NA,PBS,AV,NA
JS01302,DNA,fin_clip,U1422,NA,NA,AV,NA
JS01307,DNA,fin_clip,U1423,NA,NA,AV,NA
JS01308,DNA,fin_clip,U1424,NA,NA,AV,NA
JS00412,DNA,fin_clip,U1425,NA,PBS,AV,NA
JS00416,DNA,fin_clip,U1426,NA,PBS,AV,NA
JS00417,DNA,fin_clip,U1427,NA,PBS,AV,NA
DS00708,DNA,fin_clip,U1428,NA,PBS,AV,NA
DS00705,DNA,fin_clip,U1429,NA,PBS,AV,NA
DS00710,DNA,fin_clip,U1430,NA,PBS,AV,NA
JS01301,DNA,fin_clip,U1431,NA,PBS,AV,NA
JS01306,DNA,fin_clip,U1432,NA,NA,AV,NA
JS01309,DNA,fin_clip,U1433,NA,NA,AV,NA
JS01303,DNA,fin_clip,U1434,NA,NA,AV,NA
JS01310,DNA,fin_clip,U1435,NA,NA,AV,NA
JS01304,DNA,fin_clip,U1436,NA,NA,AV,NA
JS01205,DNA,fin_clip,U1437,NA,PBS,AV,NA
JS01206,DNA,fin_clip,U1438,NA,PBS,AV,NA
JS01045,DNA,fin_clip,U1439,NA,PBS,AV,NA
JS01041,DNA,fin_clip,U1440,NA,PBS,AV,NA
JS01305,DNA,fin_clip,U1441,NA,NA,AV,NA
JS01204,DNA,fin_clip,U1442,NA,PBS,AV,NA
JS01210,DNA,fin_clip,U1443,NA,PBS,AV,NA
JS01208,DNA,fin_clip,U1444,NA,PBS,AV,NA
JS01209,DNA,fin_clip,U1445,NA,PBS,AV,NA
JS01202,DNA,fin_clip,U1446,NA,PBS,AV,NA
JS01048,DNA,fin_clip,U1447,NA,PBS,AV,NA
JS01042,DNA,fin_clip,U1448,NA,PBS,AV,NA
JS01043,DNA,fin_clip,U1449,NA,PBS,AV,NA
JS01046,DNA,fin_clip,U1450,NA,PBS,AV,NA
JS01201,DNA,fin_clip,U1451,NA,PBS,AV,NA
JS01207,DNA,fin_clip,U1452,NA,PBS,AV,NA
JS01203,DNA,fin_clip,U1453,NA,PBS,AV,NA
JS01044,DNA,fin_clip,U1454,NA,PBS,AV,NA
JS01050,DNA,fin_clip,U1455,NA,PBS,AV,NA
JS01049,DNA,fin_clip,U1461,NA,PBS,AV,NA
JS01280,DNA,fin_clip,U1462,NA,PBS,AV,NA
JS01271,DNA,fin_clip,U1463,NA,PBS,AV,NA
JS01277,DNA,fin_clip,U1464,NA,PBS,AV,NA
JS01098,DNA,fin_clip,U1465,NA,PBS,AV,NA
JS01096,DNA,fin_clip,U1466,NA,PBS,AV,NA
JS01093,DNA,fin_clip,U1467,NA,PBS,AV,NA
JS01099,DNA,fin_clip,U1468,NA,PBS,AV,NA
JS01091,DNA,fin_clip,U1469,NA,PBS,AV,NA
JS00994,DNA,fin_clip,U1470,NA,PBS,AV,NA
JS01047,DNA,fin_clip,U1471,NA,PBS,AV,NA
JS01274,DNA,fin_clip,U1472,NA,PBS,AV,NA
JS01278,DNA,fin_clip,U1473,NA,PBS,AV,NA
JS01279,DNA,fin_clip,U1474,NA,NA,AV,NA
JS01272,DNA,fin_clip,U1475,NA,PBS,AV,NA
JS01275,DNA,fin_clip,U1476,NA,PBS,AV,NA
JS01273,DNA,fin_clip,U1477,NA,PBS,AV,NA
JS01276,DNA,fin_clip,U1478,NA,PBS,AV,NA
DS01025,DNA,fin_clip,U1479,NA,PBS,AV,NA
DS01029,DNA,fin_clip,U1480,NA,PBS,AV,NA
DS01026,DNA,fin_clip,U1481,NA,PBS,AV,NA
DS01030,DNA,fin_clip,U1482,NA,PBS,AV,NA
DS01022,DNA,fin_clip,U1483,NA,PBS,AV,NA
DS01024,DNA,fin_clip,U1484,NA,PBS,AV,NA
DS01023,DNA,fin_clip,U1485,NA,PBS,AV,NA
DS01027,DNA,fin_clip,U1486,NA,PBS,AV,NA
DS01028,DNA,fin_clip,U1487,NA,NA,AV,NA
DS01021,DNA,fin_clip,U1488,NA,PBS,AV,NA
JS00969,DNA,fin_clip,U1489,NA,PBS,AV,NA
JS00967,DNA,fin_clip,U1490,NA,PBS,AV,NA
JS00968,DNA,fin_clip,U1491,NA,PBS,AV,NA
JS00970,DNA,fin_clip,U1492,NA,PBS,AV,NA
JS00964,DNA,fin_clip,U1493,NA,PBS,AV,NA
JS00966,DNA,fin_clip,U1494,NA,PBS,AV,NA
JS00972,DNA,fin_clip,U1495,NA,PBS,AV,NA
JS00965,DNA,fin_clip,U1496,NA,PBS,AV,NA
JS00963,DNA,fin_clip,U1497,NA,PBS,AV,NA
JS00962,DNA,fin_clip,U1498,NA,PBS,AV,NA
JS01097,DNA,fin_clip,U1499,NA,PBS,AV,NA
JS01095,DNA,fin_clip,U1500,NA,PBS,AV,NA
JS01100,DNA,fin_clip,U1501,NA,PBS,AV,NA
JS01092,DNA,fin_clip,U1502,NA,PBS,AV,NA
JS01094,DNA,fin_clip,U1503,NA,PBS,AV,NA
JS00995,DNA,fin_clip,U1504,NA,PBS,AV,NA
JS00996,DNA,fin_clip,U1505,NA,PBS,AV,NA
JS00993,DNA,fin_clip,U1506,NA,PBS,AV,NA
JS00992,DNA,fin_clip,U1507,NA,PBS,AV,NA
JS00999,DNA,fin_clip,U1508,NA,PBS,AV,NA
JS01000,DNA,fin_clip,U1509,NA,PBS,AV,NA
JS01343,DNA,fin_clip,U1510,NA,NA,AV,NA
JS00997,DNA,fin_clip,U1511,NA,PBS,AV,NA
JS00998,DNA,fin_clip,U1512,NA,PBS,AV,NA
JS00991,DNA,fin_clip,U1513,NA,PBS,AV,NA
JS00536,DNA,fin_clip,U1514,NA,PBS,AV,NA
DS00816,DNA,fin_clip,U1515,NA,PBS,AV,NA
DS00815,DNA,fin_clip,U1516,NA,PBS,AV,NA
DS00814,DNA,fin_clip,U1517,NA,PBS,AV,NA
DS00818,DNA,fin_clip,U1518,NA,PBS,AV,NA
DS00817,DNA,fin_clip,U1519,NA,PBS,AV,NA
DS00812,DNA,fin_clip,U1520,NA,PBS,AV,NA
JS01349,DNA,fin_clip,U1521,NA,NA,AV,NA
JS01345,DNA,fin_clip,U1522,NA,NA,AV,NA
JS01348,DNA,fin_clip,U1523,NA,NA,AV,NA
JS01344,DNA,fin_clip,U1524,NA,NA,AV,NA
JS01350,DNA,fin_clip,U1525,NA,NA,AV,NA
JS01342,DNA,fin_clip,U1526,NA,NA,AV,NA
JS01347,DNA,fin_clip,U1527,NA,NA,AV,NA
JS01454,DNA,fin_clip,U1528,NA,PBS,AV,NA
JS01460,DNA,fin_clip,U1529,NA,PBS,AV,NA
JS01459,DNA,fin_clip,U1530,NA,PBS,AV,NA
JS01346,DNA,fin_clip,U1531,NA,NA,AV,NA
JS01453,DNA,fin_clip,U1532,NA,PBS,AV,NA
JS01458,DNA,fin_clip,U1533,NA,PBS,AV,NA
JS01456,DNA,fin_clip,U1534,NA,PBS,AV,NA
JS01455,DNA,fin_clip,U1535,NA,PBS,AV,NA
JS01411,DNA,fin_clip,U1536,NA,PBS,AV,NA
JS01417,DNA,fin_clip,U1537,NA,PBS,AV,NA
JS01412,DNA,fin_clip,U1538,NA,PBS,AV,NA
JS01414,DNA,fin_clip,U1539,NA,PBS,AV,NA
JS00672,DNA,fin_clip,U1540,NA,PBS,AV,NA
JS01457,DNA,fin_clip,U1541,NA,PBS,AV,NA
JS01451,DNA,fin_clip,U1542,NA,PBS,AV,NA
JS01452,DNA,fin_clip,U1543,NA,PBS,AV,NA
JS01415,DNA,fin_clip,U1544,NA,PBS,AV,NA
JS01416,DNA,fin_clip,U1545,NA,PBS,AV,NA
JS01418,DNA,fin_clip,U1546,NA,PBS,AV,NA
JS01413,DNA,fin_clip,U1547,NA,PBS,AV,NA
JS01420,DNA,fin_clip,U1548,NA,PBS,AV,NA
JS01419,DNA,fin_clip,U1549,NA,PBS,AV,NA
JS00679,DNA,fin_clip,U1550,NA,PBS,AV,NA
JS00673,DNA,fin_clip,U1551,NA,PBS,AV,NA
JS00677,DNA,fin_clip,U1552,NA,PBS,AV,NA
JS00678,DNA,fin_clip,U1553,NA,PBS,AV,NA
JS00674,DNA,fin_clip,U1554,NA,PBS,AV,NA
JS00680,DNA,fin_clip,U1555,NA,PBS,AV,NA
JS01341,DNA,fin_clip,U1556,NA,NA,AV,NA
JS00418,DNA,fin_clip,U1557,NA,PBS,AV,NA
JS00419,DNA,fin_clip,U1558,NA,PBS,AV,NA
JS00788,DNA,fin_clip,U1559,NA,PBS,AV,NA
JS00784,DNA,fin_clip,U1560,NA,PBS,AV,NA
JS00671,DNA,fin_clip,U1561,NA,PBS,AV,NA
JS00675,DNA,fin_clip,U1562,NA,PBS,AV,NA
JS00676,DNA,fin_clip,U1563,NA,PBS,AV,NA
JS00410,DNA,fin_clip,U1564,NA,PBS,AV,NA
JS00420,DNA,fin_clip,U1565,NA,PBS,AV,NA
JS00413,DNA,fin_clip,U1566,NA,PBS,AV,NA
JS00414,DNA,fin_clip,U1567,NA,PBS,AV,NA
JS00415,DNA,fin_clip,U1568,NA,PBS,AV,NA
DS01264,DNA,fin_clip,U1569,NA,PBS,AV,NA
DS01265,DNA,fin_clip,U1570,NA,PBS,AV,NA
DS01266,DNA,fin_clip,U1571,NA,PBS,AV,NA
DS01269,DNA,fin_clip,U1572,NA,PBS,AV,NA
DS01268,DNA,fin_clip,U1573,NA,PBS,AV,NA
DS01262,DNA,fin_clip,U1574,NA,PBS,AV,NA
DS01267,DNA,fin_clip,U1575,NA,PBS,AV,NA
DS01261,DNA,fin_clip,U1576,NA,PBS,AV,NA
DS01263,DNA,fin_clip,U1577,NA,PBS,AV,NA
DS01270,DNA,fin_clip,U1578,NA,PBS,AV,NA
JS00531,DNA,fin_clip,U1579,NA,PBS,AV,NA
JS00540,DNA,fin_clip,U1580,NA,PBS,AV,NA
JS00534,DNA,fin_clip,U1581,NA,PBS,AV,NA
JS00539,DNA,fin_clip,U1582,NA,PBS,AV,NA
JS00533,DNA,fin_clip,U1583,NA,PBS,AV,NA
JS00535,DNA,fin_clip,U1584,NA,NA,AV,NA
JS00538,DNA,fin_clip,U1585,NA,PBS,AV,NA
JS00532,DNA,fin_clip,U1586,NA,PBS,AV,NA
JS00537,DNA,fin_clip,U1587,NA,PBS,AV,NA
DS00819,DNA,fin_clip,U1588,NA,PBS,AV,NA
DS00820,DNA,fin_clip,U1589,NA,PBS,AV,NA
DS00813,DNA,fin_clip,U1590,NA,PBS,AV,NA
JS00381,DNA,fin_clip,U1591,NA,PBS,AV,NA
JS00389,DNA,fin_clip,U1592,NA,PBS,AV,NA
JS00384,DNA,fin_clip,U1593,NA,PBS,AV,NA
JS00382,DNA,fin_clip,U1594,NA,PBS,AV,NA
JS00789,DNA,fin_clip,U1595,NA,PBS,AV,NA
JS00786,DNA,fin_clip,U1596,NA,PBS,AV,NA
JS00785,DNA,fin_clip,U1597,NA,PBS,AV,NA
JS00783,DNA,fin_clip,U1598,NA,PBS,AV,NA
JS00353,DNA,fin_clip,U1599,NA,PBS,AV,NA
JS00360,DNA,fin_clip,U1600,NA,PBS,AV,NA
DS00811,DNA,fin_clip,U1601,NA,PBS,AV,NA
JS00388,DNA,fin_clip,U1602,NA,PBS,AV,NA
JS00383,DNA,fin_clip,U1603,NA,PBS,AV,NA
JS00387,DNA,fin_clip,U1604,NA,PBS,AV,NA
JS00386,DNA,fin_clip,U1605,NA,PBS,AV,NA
JS00385,DNA,fin_clip,U1606,NA,PBS,AV,NA
JS00390,DNA,fin_clip,U1607,NA,PBS,AV,NA
JS00790,DNA,fin_clip,U1608,NA,PBS,AV,NA
JS00787,DNA,fin_clip,U1609,NA,PBS,AV,NA
JS00782,DNA,fin_clip,U1610,NA,PBS,AV,NA
JS00781,DNA,fin_clip,U1611,NA,PBS,AV,NA
JS00354,DNA,fin_clip,U1612,NA,PBS,AV,NA
JS00355,DNA,fin_clip,U1613,NA,PBS,AV,NA
JS00351,DNA,fin_clip,U1614,NA,PBS,AV,NA
JS00357,DNA,fin_clip,U1621,NA,PBS,AV,NA
JS00352,DNA,fin_clip,U1622,NA,PBS,AV,NA
JS00356,DNA,fin_clip,U1623,NA,PBS,AV,NA
JS00359,DNA,fin_clip,U1624,NA,PBS,AV,NA
JS00747,DNA,fin_clip,U1625,NA,PBS,AV,NA
JS00746,DNA,fin_clip,U1626,NA,PBS,AV,NA
JS00744,DNA,fin_clip,U1627,NA,PBS,AV,NA
JS00750,DNA,fin_clip,U1628,NA,PBS,AV,NA
JS00749,DNA,fin_clip,U1629,NA,PBS,AV,NA
JS00742,DNA,fin_clip,U1630,NA,PBS,AV,NA
JS00358,DNA,fin_clip,U1631,NA,PBS,AV,NA
JS00745,DNA,fin_clip,U1632,NA,PBS,AV,NA
JS00743,DNA,fin_clip,U1633,NA,PBS,AV,NA
JS00741,DNA,fin_clip,U1634,NA,PBS,AV,NA
JS00748,DNA,fin_clip,U1635,NA,PBS,AV,NA
DS00701,DNA,fin_clip,U1636,NA,PBS,AV,NA
DS00706,DNA,fin_clip,U1637,NA,PBS,AV,NA
JS00306,DNA,fin_clip,U1638,NA,NA,AV,NA
JS00305,DNA,fin_clip,U1639,NA,PBS,AV,NA
JS00301,DNA,fin_clip,U1640,NA,PBS,AV,NA
DS00707,DNA,fin_clip,U1641,NA,PBS,AV,NA
DS00702,DNA,fin_clip,U1642,NA,PBS,AV,NA
DS00703,DNA,fin_clip,U1643,NA,PBS,AV,NA
DS00704,DNA,fin_clip,U1644,NA,PBS,AV,NA
DS00709,DNA,fin_clip,U1645,NA,PBS,AV,NA
JS00304,DNA,fin_clip,U1646,NA,PBS,AV,NA
JS00308,DNA,fin_clip,U1647,NA,PBS,AV,NA
JS00309,DNA,fin_clip,U1648,NA,PBS,AV,NA
JS00302,DNA,fin_clip,U1649,NA,PBS,AV,NA
JS00310,DNA,fin_clip,U1651,NA,PBS,AV,NA
JS00303,DNA,fin_clip,U1652,NA,PBS,AV,NA
JS00307,DNA,fin_clip,U1653,NA,PBS,AV,NA
DS00832,DNA,fin_clip,U1654,NA,PBS,AV,NA
DS00840,DNA,fin_clip,U1655,NA,NA,AV,NA
DS00839,DNA,fin_clip,U1656,NA,PBS,AV,NA
DS00792,DNA,fin_clip,U1657,NA,PBS,AV,NA
DS00795,DNA,fin_clip,U1658,NA,PBS,AV,NA
DS00798,DNA,fin_clip,U1659,NA,PBS,AV,NA
DS00794,DNA,fin_clip,U1660,NA,PBS,AV,NA
DS00835,DNA,fin_clip,U1661,NA,PBS,AV,NA
DS00838,DNA,fin_clip,U1662,NA,PBS,AV,NA
DS00833,DNA,fin_clip,U1663,NA,NA,AV,NA
DS00793,DNA,fin_clip,U1664,NA,NA,AV,NA
DS00796,DNA,fin_clip,U1665,NA,NA,AV,NA
DS00800,DNA,fin_clip,U1666,NA,PBS,AV,NA
JS00926,DNA,fin_clip,U1667,NA,PBS,AV,NA
JS00922,DNA,fin_clip,U1668,NA,PBS,AV,NA
JS00924,DNA,fin_clip,U1669,NA,PBS,AV,NA
JS00925,DNA,fin_clip,U1670,NA,PBS,AV,NA
DS00831,DNA,fin_clip,U1671,NA,PBS,AV,NA
DS00836,DNA,fin_clip,U1672,NA,PBS,AV,NA
DS00834,DNA,fin_clip,U1673,NA,PBS,AV,NA
DS00837,DNA,fin_clip,U1674,NA,PBS,AV,NA
DS00791,DNA,fin_clip,U1675,NA,PBS,AV,NA
DS00799,DNA,fin_clip,U1676,NA,PBS,AV,NA
DS00797,DNA,fin_clip,U1677,NA,PBS,AV,NA
JS00928,DNA,fin_clip,U1678,NA,NA,AV,NA
DS00499,DNA,fin_clip,U1679,NA,PBS,AV,NA
DS00492,DNA,fin_clip,U1680,NA,PBS,AV,NA
DS00497,DNA,fin_clip,U1681,NA,PBS,AV,NA
DS00494,DNA,fin_clip,U1682,NA,PBS,AV,NA
DS00491,DNA,fin_clip,U1683,NA,PBS,AV,NA
DS00498,DNA,fin_clip,U1684,NA,PBS,AV,NA
DS00493,DNA,fin_clip,U1685,NA,PBS,AV,NA
DS00496,DNA,fin_clip,U1686,NA,PBS,AV,NA
DS00495,DNA,fin_clip,U1687,NA,PBS,AV,NA
JS00130,DNA,fin_clip,U1688,NA,PBS,AV,NA
JS00128,DNA,fin_clip,U1689,NA,PBS,AV,NA
JS00127,DNA,fin_clip,U1690,NA,PBS,AV,NA
JS00923,DNA,fin_clip,U1691,NA,PBS,AV,NA
JS00929,DNA,fin_clip,U1692,NA,PBS,AV,NA
JS00930,DNA,fin_clip,U1693,NA,PBS,AV,NA
DS00963,DNA,fin_clip,U1694,NA,PBS,AV,NA
DS01110,DNA,fin_clip,U1695,NA,PBS,AV,NA
DS01108,DNA,fin_clip,U1696,NA,PBS,AV,NA
DS01102,DNA,fin_clip,U1697,NA,PBS,AV,NA
DS01103,DNA,fin_clip,U1698,NA,PBS,AV,NA
DS01106,DNA,fin_clip,U1699,NA,PBS,AV,NA
JS01178,DNA,fin_clip,U1700,NA,PBS,AV,NA
JS00921,DNA,fin_clip,U1701,NA,PBS,AV,NA
JS00927,DNA,fin_clip,U1702,NA,PBS,AV,NA
DS00961,DNA,fin_clip,U1703,NA,PBS,AV,NA
DS00962,DNA,fin_clip,U1704,NA,PBS,AV,NA
DS00967,DNA,fin_clip,U1705,NA,PBS,AV,NA
DS00968,DNA,fin_clip,U1706,NA,PBS,AV,NA
DS00964,DNA,fin_clip,U1707,NA,PBS,AV,NA
DS00965,DNA,fin_clip,U1708,NA,PBS,AV,NA
DS00966,DNA,fin_clip,U1709,NA,PBS,AV,NA
DS00969,DNA,fin_clip,U1710,NA,PBS,AV,NA
DS00970,DNA,fin_clip,U1711,NA,PBS,AV,NA
DS01109,DNA,fin_clip,U1712,NA,PBS,AV,NA
DS01107,DNA,fin_clip,U1713,NA,PBS,AV,NA
DS01101,DNA,fin_clip,U1714,NA,PBS,AV,NA
DS01104,DNA,fin_clip,U1715,NA,PBS,AV,NA
DS01105,DNA,fin_clip,U1716,NA,PBS,AV,NA
JS01179,DNA,fin_clip,U1717,NA,PBS,AV,NA
JS01172,DNA,fin_clip,U1718,NA,PBS,AV,NA
JS01174,DNA,fin_clip,U1720,NA,PBS,AV,NA
JS01213,DNA,fin_clip,U1721,NA,PBS,AV,NA
JS01211,DNA,fin_clip,U1722,NA,PBS,AV,NA
JS01218,DNA,fin_clip,U1723,NA,PBS,AV,NA
JS01212,DNA,fin_clip,U1724,NA,PBS,AV,NA
JS01214,DNA,fin_clip,U1725,NA,PBS,AV,NA
JS01215,DNA,fin_clip,U1726,NA,PBS,AV,NA
JS01216,DNA,fin_clip,U1727,NA,PBS,AV,NA
JS01219,DNA,fin_clip,U1728,NA,PBS,AV,NA
JS01217,DNA,fin_clip,U1729,NA,PBS,AV,NA
JS01220,DNA,fin_clip,U1730,NA,PBS,AV,NA
JS00935,DNA,fin_clip,U1731,NA,PBS,AV,NA
JS00931,DNA,fin_clip,U1732,NA,PBS,AV,NA
JS00937,DNA,fin_clip,U1733,NA,PBS,AV,NA
JS00939,DNA,fin_clip,U1734,NA,PBS,AV,NA
JS00932,DNA,fin_clip,U1735,NA,PBS,AV,NA
DS01245,DNA,fin_clip,U1736,NA,PBS,AV,NA
DS01248,DNA,fin_clip,U1737,NA,PBS,AV,NA
DS01247,DNA,fin_clip,U1738,NA,PBS,AV,NA
DS01244,DNA,fin_clip,U1739,NA,PBS,AV,NA
DS01242,DNA,fin_clip,U1740,NA,PBS,AV,NA
JS01173,DNA,fin_clip,U1741,NA,PBS,AV,NA
JS01175,DNA,fin_clip,U1742,NA,PBS,AV,NA
JS01176,DNA,fin_clip,U1743,NA,PBS,AV,NA
JS01177,DNA,fin_clip,U1744,NA,PBS,AV,NA
JS01171,DNA,fin_clip,U1745,NA,PBS,AV,NA
JS00936,DNA,fin_clip,U1746,NA,PBS,AV,NA
