sample_id,sample_type,sample_subtype,ufn,sample_comments
S10123CA1,carcass,muscle,U10123,NA
S10128CA1,carcass,muscle,U10128,NA
S10122CA1,carcass,muscle,U10122,NA
S10124CA1,carcass,muscle,U10124,NA
S10112CA1,carcass,muscle,U10112,NA
S10111CA1,carcass,muscle,U10111,NA
S10271CA1,carcass,muscle,U10271,NA
S5073CA1,carcass,muscle,U5073,NA
S5074CA1,carcass,muscle,U5074,NA
S5075CA1,carcass,muscle,U5075,NA
S10606CA1,carcass,muscle,U10606,NA
S10562CA1,carcass,muscle,U10562,NA
S10564CA1,carcass,muscle,U10564,NA
S10569CA1,carcass,muscle,U10569,NA
S10565CA1,carcass,muscle,U10565,NA
S10566CA1,carcass,muscle,U10566,NA
S10601CA1,carcass,muscle,U10601,NA
S10485CA1,carcass,muscle,U10485,NA
S10490CA1,carcass,muscle,U10490,NA
S10486CA1,carcass,muscle,U10486,NA
S10487CA1,carcass,muscle,U10487,NA
S10488CA1,carcass,muscle,U10488,NA
S10489CA1,carcass,muscle,U10489,NA
S12801CA1,carcass,muscle,U12801,NA
S12804CA1,carcass,muscle,U12804,NA
S12802CA1,carcass,muscle,U12802,NA
S12806CA1,carcass,muscle,U12806,NA
S12809CA1,carcass,muscle,U12809,NA
S12810CA1,carcass,muscle,U12810,NA
S11162CA1,carcass,muscle,U11162,NA
S11170CA1,carcass,muscle,U11170,NA
S11166CA1,carcass,muscle,U11166,NA
S10083CA1,carcass,muscle,U10083,NA
S10089CA1,carcass,muscle,U10089,NA
S10086CA1,carcass,muscle,U10086,NA
S10085CA1,carcass,muscle,U10085,NA
S10084CA1,carcass,muscle,U10084,NA
S12721CA1,carcass,muscle,U12721,NA
S12728CA1,carcass,muscle,U12728,NA
S12727CA1,carcass,muscle,U12727,NA
S12725CA1,carcass,muscle,U12725,NA
S12724CA1,carcass,muscle,U12724,NA
S12722CA1,carcass,muscle,U12722,NA
S12726CA1,carcass,muscle,U12726,NA
S12730CA1,carcass,muscle,U12730,NA
S12729CA1,carcass,muscle,U12729,NA
S12723CA1,carcass,muscle,U12723,NA
S10722CA1,carcass,muscle,U10722,NA
S10730CA1,carcass,muscle,U10730,NA
S10721CA1,carcass,muscle,U10721,NA
S10727CA1,carcass,muscle,U10727,NA
S11043CA1,carcass,muscle,U11043,NA
S11042CA1,carcass,muscle,U11042,NA
S11046CA1,carcass,muscle,U11046,NA
S11044CA1,carcass,muscle,U11044,NA
S11047CA1,carcass,muscle,U11047,NA
S11050CA1,carcass,muscle,U11050,NA
S11049CA1,carcass,muscle,U11049,NA
S11048CA1,carcass,muscle,U11048,NA
S11041CA1,carcass,muscle,U11041,NA
S11045CA1,carcass,muscle,U11045,NA
S10796CA1,carcass,muscle,U10796,NA
S10795CA1,carcass,muscle,U10795,NA
S10794CA1,carcass,muscle,U10794,NA
S10165CA1,carcass,muscle,U10165,NA
S10168CA1,carcass,muscle,U10168,NA
S10169CA1,carcass,muscle,U10169,NA
S10164CA1,carcass,muscle,U10164,NA
S10161CA1,carcass,muscle,U10161,NA
S10167CA1,carcass,muscle,U10167,NA
S10162CA1,carcass,muscle,U10162,NA
S10166CA1,carcass,muscle,U10166,NA
S12969CA1,carcass,muscle,U12969,NA
S12961CA1,carcass,muscle,U12961,NA
S12966CA1,carcass,muscle,U12966,NA
S12964CA1,carcass,muscle,U12964,NA
S12970CA1,carcass,muscle,U12970,NA
S10241CA1,carcass,muscle,U10241,NA
S10247CA1,carcass,muscle,U10247,NA
S10245CA1,carcass,muscle,U10245,NA
S12561CA1,carcass,muscle,U12561,NA
S12562CA1,carcass,muscle,U12562,NA
S10792CA1,carcass,muscle,U10792,NA
S10797CA1,carcass,muscle,U10797,NA
S10791CA1,carcass,muscle,U10791,NA
S10793CA1,carcass,muscle,U10793,NA
S10798CA1,carcass,muscle,U10798,NA
S10810CA1,carcass,muscle,U10810,NA
S10807CA1,carcass,muscle,U10807,NA
S10809CA1,carcass,muscle,U10809,NA
S10805CA1,carcass,muscle,U10805,NA
S10806CA1,carcass,muscle,U10806,NA
S11130CA1,carcass,muscle,U11130,NA
S11124CA1,carcass,muscle,U11124,NA
S11126CA1,carcass,muscle,U11126,NA
S11127CA1,carcass,muscle,U11127,NA
S10882CA1,carcass,muscle,U10882,NA
S10883CA1,carcass,muscle,U10883,NA
S12403CA1,carcass,muscle,U12403,NA
S12409CA1,carcass,muscle,U12409,NA
S12401CA1,carcass,muscle,U12401,NA
S12402CA1,carcass,muscle,U12402,NA
S12406CA1,carcass,muscle,U12406,NA
S12404CA1,carcass,muscle,U12404,NA
S12410CA1,carcass,muscle,U12410,NA
S12408CA1,carcass,muscle,U12408,NA
S12407CA1,carcass,muscle,U12407,NA
S12405CA1,carcass,muscle,U12405,NA
S12564CA1,carcass,muscle,U12564,NA
S12568CA1,carcass,muscle,U12568,NA
S10967CA1,carcass,muscle,U10967,NA
S10968CA1,carcass,muscle,U10968,NA
S10965CA1,carcass,muscle,U10965,NA
S12644CA1,carcass,muscle,U12644,NA
S10408CA1,carcass,muscle,U10408,NA
S10402CA1,carcass,muscle,U10402,NA
S10401CA1,carcass,muscle,U10401,NA
S10803CA1,carcass,muscle,U10803,NA
S10801CA1,carcass,muscle,U10801,NA
S10808CA1,carcass,muscle,U10808,NA
S10645CA1,carcass,muscle,U10645,NA
S10644CA1,carcass,muscle,U10644,NA
S10646CA1,carcass,muscle,U10646,NA
S10649CA1,carcass,muscle,U10649,NA
S10643CA1,carcass,muscle,U10643,NA
S10647CA1,carcass,muscle,U10647,NA
S12999CA1,carcass,muscle,U12999,NA
S12998CA1,carcass,muscle,U12998,NA
S13201CA1,carcass,muscle,U13201,NA
S10522CA1,carcass,muscle,U10522,NA
S10521CA1,carcass,muscle,U10521,NA
S10530CA1,carcass,muscle,U10530,NA
S10524CA1,carcass,muscle,U10524,NA
S10529CA1,carcass,muscle,U10529,NA
S10528CA1,carcass,muscle,U10528,NA
S10523CA1,carcass,muscle,U10523,NA
S13000CA1,carcass,muscle,U13000,NA
S12991CA1,carcass,muscle,U12991,NA
S12997CA1,carcass,muscle,U12997,NA
S12992CA1,carcass,muscle,U12992,NA
S12996CA1,carcass,muscle,U12996,NA
S12993CA1,carcass,muscle,U12993,NA
S12995CA1,carcass,muscle,U12995,NA
S12994CA1,carcass,muscle,U12994,NA
S10514CA1,carcass,muscle,U10514,NA
S10517CA1,carcass,muscle,U10517,NA
S10511CA1,carcass,muscle,U10511,NA
S10518CA1,carcass,muscle,U10518,NA
S10515CA1,carcass,muscle,U10515,NA
S10516CA1,carcass,muscle,U10516,NA
S10512CA1,carcass,muscle,U10512,NA
S10519CA1,carcass,muscle,U10519,NA
S10513CA1,carcass,muscle,U10513,NA
S10520CA1,carcass,muscle,U10520,NA
S13008CA1,carcass,muscle,U13008,NA
S13002CA1,carcass,muscle,U13002,NA
S13010CA1,carcass,muscle,U13010,NA
S13001CA1,carcass,muscle,U13001,NA
S13005CA1,carcass,muscle,U13005,NA
S13004CA1,carcass,muscle,U13004,NA
S13006CA1,carcass,muscle,U13006,NA
S13007CA1,carcass,muscle,U13007,NA
S13003CA1,carcass,muscle,U13003,NA
S13009CA1,carcass,muscle,U13009,NA
S10525CA1,carcass,muscle,U10525,NA
S10527CA1,carcass,muscle,U10527,NA
S10526CA1,carcass,muscle,U10526,NA
S10610CA1,carcass,muscle,U10610,NA
S10609CA1,carcass,muscle,U10609,NA
S10608CA1,carcass,muscle,U10608,NA
S10607CA1,carcass,muscle,U10607,NA
S11081CA1,carcass,muscle,U11081,NA
S11085CA1,carcass,muscle,U11085,NA
S11090CA1,carcass,muscle,U11090,NA
S11086CA1,carcass,muscle,U11086,NA
S11089CA1,carcass,muscle,U11089,NA
S11084CA1,carcass,muscle,U11084,NA
S11083CA1,carcass,muscle,U11083,NA
S11082CA1,carcass,muscle,U11082,NA
S11088CA1,carcass,muscle,U11088,NA
S11087CA1,carcass,muscle,U11087,NA
S12685CA1,carcass,muscle,U12685,NA
S12682CA1,carcass,muscle,U12682,NA
S12681CA1,carcass,muscle,U12681,NA
S12442CA1,carcass,muscle,U12442,NA
S12441CA1,carcass,muscle,U12441,NA
S12449CA1,carcass,muscle,U12449,NA
S12444CA1,carcass,muscle,U12444,NA
S12447CA1,carcass,muscle,U12447,NA
S12448CA1,carcass,muscle,U12448,NA
S12450CA1,carcass,muscle,U12450,NA
S12446CA1,carcass,muscle,U12446,NA
S12445CA1,carcass,muscle,U12445,NA
S12690CA1,carcass,muscle,U12690,NA
S12686CA1,carcass,muscle,U12686,NA
S12687CA1,carcass,muscle,U12687,NA
S12688CA1,carcass,muscle,U12688,NA
S12689CA1,carcass,muscle,U12689,NA
S12684CA1,carcass,muscle,U12684,NA
S12683CA1,carcass,muscle,U12683,NA
S12926CA1,carcass,muscle,U12926,NA
S10881CA1,carcass,muscle,U10881,NA
S12922CA1,carcass,muscle,U12922,NA
S12923CA1,carcass,muscle,U12923,NA
S12925CA1,carcass,muscle,U12925,NA
S12924CA1,carcass,muscle,U12924,NA
S12927CA1,carcass,muscle,U12927,NA
S12929CA1,carcass,muscle,U12929,NA
S12930CA1,carcass,muscle,U12930,NA
S12928CA1,carcass,muscle,U12928,NA
S12921CA1,carcass,muscle,U12921,NA
S10688CA1,carcass,muscle,U10688,NA
S12443CA1,carcass,muscle,U12443,NA
S10684CA1,carcass,muscle,U10684,NA
S10681CA1,carcass,muscle,U10681,NA
S10371CA1,carcass,muscle,U10371,NA
S4762CA1,carcass,muscle,U4762,NA
S4763CA1,carcass,muscle,U4763,NA
S4764CA1,carcass,muscle,U4764,NA
S4765CA1,carcass,muscle,U4765,NA
S4766CA1,carcass,muscle,U4766,NA
S4767CA1,carcass,muscle,U4767,NA
S4768CA1,carcass,muscle,U4768,NA
S4769CA1,carcass,muscle,U4769,NA
S4770CA1,carcass,muscle,U4770,NA
S4771CA1,carcass,muscle,U4771,NA
S15326CA1,carcass,muscle,U15326,NA
S12605CA1,carcass,muscle,U12605,NA
S12608CA1,carcass,muscle,U12608,NA
S12610CA1,carcass,muscle,U12610,NA
S12609CA1,carcass,muscle,U12609,NA
S12607CA1,carcass,muscle,U12607,NA
S12606CA1,carcass,muscle,U12606,NA
S12601CA1,carcass,muscle,U12601,NA
S12603CA1,carcass,muscle,U12603,NA
S12602CA1,carcass,muscle,U12602,NA
S12604CA1,carcass,muscle,U12604,NA
S10769CA1,carcass,muscle,U10769,NA
S10768CA1,carcass,muscle,U10768,NA
S10767CA1,carcass,muscle,U10767,NA
S10762CA1,carcass,muscle,U10762,NA
S10763CA1,carcass,muscle,U10763,NA
S10770CA1,carcass,muscle,U10770,NA
S10764CA1,carcass,muscle,U10764,NA
S10765CA1,carcass,muscle,U10765,NA
S10761CA1,carcass,muscle,U10761,NA
S10766CA1,carcass,muscle,U10766,NA
S10845CA1,carcass,muscle,U10845,NA
S10841CA1,carcass,muscle,U10841,NA
S10847CA1,carcass,muscle,U10847,NA
S10842CA1,carcass,muscle,U10842,NA
S10846CA1,carcass,muscle,U10846,NA
S10844CA1,carcass,muscle,U10844,NA
S10848CA1,carcass,muscle,U10848,NA
S10849CA1,carcass,muscle,U10849,NA
S10843CA1,carcass,muscle,U10843,NA
S10850CA1,carcass,muscle,U10850,NA
S12764CA1,carcass,muscle,U12764,NA
S12769CA1,carcass,muscle,U12769,NA
S12762CA1,carcass,muscle,U12762,NA
S12761CA1,carcass,muscle,U12761,NA
S12768CA1,carcass,muscle,U12768,NA
S12765CA1,carcass,muscle,U12765,NA
S12770CA1,carcass,muscle,U12770,NA
S12766CA1,carcass,muscle,U12766,NA
S12767CA1,carcass,muscle,U12767,NA
S12763CA1,carcass,muscle,U12763,NA
S11410CA1,carcass,muscle,U11410,NA
S11408CA1,carcass,muscle,U11408,NA
S11409CA1,carcass,muscle,U11409,NA
S11405CA1,carcass,muscle,U11405,NA
S11407CA1,carcass,muscle,U11407,NA
S11404CA1,carcass,muscle,U11404,NA
S11406CA1,carcass,muscle,U11406,NA
S11401CA1,carcass,muscle,U11401,NA
S11402CA1,carcass,muscle,U11402,NA
S11403CA1,carcass,muscle,U11403,NA
S10285CA1,carcass,muscle,U10285,NA
S10287CA1,carcass,muscle,U10287,NA
S10282CA1,carcass,muscle,U10282,NA
S10286CA1,carcass,muscle,U10286,NA
S10290CA1,carcass,muscle,U10290,NA
S10289CA1,carcass,muscle,U10289,NA
S10288CA1,carcass,muscle,U10288,NA
S10281CA1,carcass,muscle,U10281,NA
S10283CA1,carcass,muscle,U10283,NA
S10284CA1,carcass,muscle,U10284,NA
S10927CA1,carcass,muscle,U10927,NA
S10930CA1,carcass,muscle,U10930,NA
S10926CA1,carcass,muscle,U10926,NA
S10923CA1,carcass,muscle,U10923,NA
S10925CA1,carcass,muscle,U10925,NA
S10921CA1,carcass,muscle,U10921,NA
S10929CA1,carcass,muscle,U10929,NA
S10928CA1,carcass,muscle,U10928,NA
S10922CA1,carcass,muscle,U10922,NA
S10924CA1,carcass,muscle,U10924,NA
S13082CA1,carcass,muscle,U13082,NA
S13088CA1,carcass,muscle,U13088,NA
S13090CA1,carcass,muscle,U13090,NA
S13086CA1,carcass,muscle,U13086,NA
S13087CA1,carcass,muscle,U13087,NA
S13081CA1,carcass,muscle,U13081,NA
S13083CA1,carcass,muscle,U13083,NA
S13084CA1,carcass,muscle,U13084,NA
S13085CA1,carcass,muscle,U13085,NA
S13089CA1,carcass,muscle,U13089,NA
S13249CA1,carcass,muscle,U13249,NA
S13248CA1,carcass,muscle,U13248,NA
S13250CA1,carcass,muscle,U13250,NA
S13247CA1,carcass,muscle,U13247,NA
S13241CA1,carcass,muscle,U13241,NA
S13242CA1,carcass,muscle,U13242,NA
S13243CA1,carcass,muscle,U13243,NA
S13246CA1,carcass,muscle,U13246,NA
S13244CA1,carcass,muscle,U13244,NA
S13245CA1,carcass,muscle,U13245,NA
S10361CA1,carcass,muscle,U10361,NA
S10364CA1,carcass,muscle,U10364,NA
S10369CA1,carcass,muscle,U10369,NA
S10447CA1,carcass,muscle,U10447,NA
S10449CA1,carcass,muscle,U10449,NA
S10446CA1,carcass,muscle,U10446,NA
S10448CA1,carcass,muscle,U10448,NA
S10442CA1,carcass,muscle,U10442,NA
S10444CA1,carcass,muscle,U10444,NA
S10443CA1,carcass,muscle,U10443,NA
S10445CA1,carcass,muscle,U10445,NA
S10441CA1,carcass,muscle,U10441,NA
S10450CA1,carcass,muscle,U10450,NA
S11247CA1,carcass,muscle,U11247,NA
S11241CA1,carcass,muscle,U11241,NA
S11248CA1,carcass,muscle,U11248,NA
S11246CA1,carcass,muscle,U11246,NA
S11245CA1,carcass,muscle,U11245,NA
S11249CA1,carcass,muscle,U11249,NA
S11244CA1,carcass,muscle,U11244,NA
S11243CA1,carcass,muscle,U11243,NA
S11242CA1,carcass,muscle,U11242,NA
S11250CA1,carcass,muscle,U11250,NA
S10042CA1,carcass,muscle,U10042,NA
S10041CA1,carcass,muscle,U10041,NA
S10044CA1,carcass,muscle,U10044,NA
S10043CA1,carcass,muscle,U10043,NA
S10685CA1,carcass,muscle,U10685,NA
S10689CA1,carcass,muscle,U10689,NA
S10686CA1,carcass,muscle,U10686,NA
S10687CA1,carcass,muscle,U10687,NA
S10682CA1,carcass,muscle,U10682,NA
S10683CA1,carcass,muscle,U10683,NA
S10690CA1,carcass,muscle,U10690,NA
S12850CA1,carcass,muscle,U12850,NA
S12848CA1,carcass,muscle,U12848,NA
S12842CA1,carcass,muscle,U12842,NA
S12841CA1,carcass,muscle,U12841,NA
S12844CA1,carcass,muscle,U12844,NA
S12846CA1,carcass,muscle,U12846,NA
S12847CA1,carcass,muscle,U12847,NA
S12843CA1,carcass,muscle,U12843,NA
S12845CA1,carcass,muscle,U12845,NA
S12849CA1,carcass,muscle,U12849,NA
S12774CA1,carcass,muscle,U12774,NA
S12773CA1,carcass,muscle,U12773,NA
S12771CA1,carcass,muscle,U12771,NA
S12772CA1,carcass,muscle,U12772,NA
S12775CA1,carcass,muscle,U12775,NA
S12458CA1,carcass,muscle,U12458,NA
S12456CA1,carcass,muscle,U12456,NA
S12451CA1,carcass,muscle,U12451,NA
S12457CA1,carcass,muscle,U12457,NA
S12454CA1,carcass,muscle,U12454,NA
S12452CA1,carcass,muscle,U12452,NA
S12453CA1,carcass,muscle,U12453,NA
S12455CA1,carcass,muscle,U12455,NA
S12932CA1,carcass,muscle,U12932,NA
S12931CA1,carcass,muscle,U12931,NA
S13251CA1,carcass,muscle,U13251,NA
S13252CA1,carcass,muscle,U13252,NA
S11007CA1,carcass,muscle,U11007,NA
S11005CA1,carcass,muscle,U11005,NA
S11001CA1,carcass,muscle,U11001,NA
S11006CA1,carcass,muscle,U11006,NA
S11009CA1,carcass,muscle,U11009,NA
S11008CA1,carcass,muscle,U11008,NA
S11002CA1,carcass,muscle,U11002,NA
S11004CA1,carcass,muscle,U11004,NA
S11010CA1,carcass,muscle,U11010,NA
S11003CA1,carcass,muscle,U11003,NA
S11326CA1,carcass,muscle,U11326,NA
S11330CA1,carcass,muscle,U11330,NA
S11327CA1,carcass,muscle,U11327,NA
S11328CA1,carcass,muscle,U11328,NA
S11324CA1,carcass,muscle,U11324,NA
S11325CA1,carcass,muscle,U11325,NA
S11329CA1,carcass,muscle,U11329,NA
S13014CA1,carcass,muscle,U13014,NA
S13013CA1,carcass,muscle,U13013,NA
S13012CA1,carcass,muscle,U13012,NA
S13011CA1,carcass,muscle,U13011,NA
S10212CA1,carcass,muscle,U10212,NA
S10214CA1,carcass,muscle,U10214,NA
S10213CA1,carcass,muscle,U10213,NA
S10211CA1,carcass,muscle,U10211,NA
S10215CA1,carcass,muscle,U10215,NA
S10911CA1,carcass,muscle,U10911,NA
S10915CA1,carcass,muscle,U10915,NA
S10916CA1,carcass,muscle,U10916,NA
S10913CA1,carcass,muscle,U10913,NA
S10912CA1,carcass,muscle,U10912,NA
S10918CA1,carcass,muscle,U10918,NA
S10914CA1,carcass,muscle,U10914,NA
S10917CA1,carcass,muscle,U10917,NA
S12751CA1,carcass,muscle,U12751,NA
S12911CA1,carcass,muscle,U12911,NA
S12912CA1,carcass,muscle,U12912,NA
S12913CA1,carcass,muscle,U12913,NA
S13239CA1,carcass,muscle,U13239,NA
S13238CA1,carcass,muscle,U13238,NA
S13234CA1,carcass,muscle,U13234,NA
S13231CA1,carcass,muscle,U13231,NA
S13237CA1,carcass,muscle,U13237,NA
S13232CA1,carcass,muscle,U13232,NA
S10372CA1,carcass,muscle,U10372,NA
S10373CA1,carcass,muscle,U10373,NA
S10374CA1,carcass,muscle,U10374,NA
S13074CA1,carcass,muscle,U13074,NA
S13073CA1,carcass,muscle,U13073,NA
S13072CA1,carcass,muscle,U13072,NA
S13071CA1,carcass,muscle,U13071,NA
S13076CA1,carcass,muscle,U13076,NA
S13075CA1,carcass,muscle,U13075,NA
S13240CA1,carcass,muscle,U13240,NA
S13236CA1,carcass,muscle,U13236,NA
S13235CA1,carcass,muscle,U13235,NA
S13233CA1,carcass,muscle,U13233,NA
S12709CA1,carcass,muscle,U12709,NA
S12708CA1,carcass,muscle,U12708,NA
S12703CA1,carcass,muscle,U12703,NA
S12701CA1,carcass,muscle,U12701,NA
S12710CA1,carcass,muscle,U12710,NA
S12702CA1,carcass,muscle,U12702,NA
S12705CA1,carcass,muscle,U12705,NA
S12704CA1,carcass,muscle,U12704,NA
S12706CA1,carcass,muscle,U12706,NA
S12707CA1,carcass,muscle,U12707,NA
S12789CA1,carcass,muscle,U12789,NA
S12787CA1,carcass,muscle,U12787,NA
S12788CA1,carcass,muscle,U12788,NA
S12790CA1,carcass,muscle,U12790,NA
S12781CA1,carcass,muscle,U12781,NA
S12784CA1,carcass,muscle,U12784,NA
S12782CA1,carcass,muscle,U12782,NA
S12785CA1,carcass,muscle,U12785,NA
S12783CA1,carcass,muscle,U12783,NA
S12786CA1,carcass,muscle,U12786,NA
S12862CA1,carcass,muscle,U12862,NA
S12861CA1,carcass,muscle,U12861,NA
S13021CA1,carcass,muscle,U13021,NA
S13022CA1,carcass,muscle,U13022,NA
S13023CA1,carcass,muscle,U13023,NA
S13024CA1,carcass,muscle,U13024,NA
S13025CA1,carcass,muscle,U13025,NA
S13262CA1,carcass,muscle,U13262,NA
S13261CA1,carcass,muscle,U13261,NA
S12941CA1,carcass,muscle,U12941,NA
S14039CA1,carcass,muscle,U14039,NA
S14004CA1,carcass,muscle,U14004,NA
S14041CA1,carcass,muscle,U14041,NA
S14040CA1,carcass,muscle,U14040,NA
S14001CA1,carcass,muscle,U14001,NA
S14002CA1,carcass,muscle,U14002,NA
S14003CA1,carcass,muscle,U14003,NA
S13110CA1,carcass,muscle,U13110,NA
S13105CA1,carcass,muscle,U13105,NA
S13104CA1,carcass,muscle,U13104,NA
S13106CA1,carcass,muscle,U13106,NA
S13107CA1,carcass,muscle,U13107,NA
S13109CA1,carcass,muscle,U13109,NA
S13108CA1,carcass,muscle,U13108,NA
S13102CA1,carcass,muscle,U13102,NA
S13101CA1,carcass,muscle,U13101,NA
S13103CA1,carcass,muscle,U13103,NA
S10221CA1,carcass,muscle,U10221,NA
S10461CA1,carcass,muscle,U10461,NA
S10541CA1,carcass,muscle,U10541,NA
S10542CA1,carcass,muscle,U10542,NA
S10543CA1,carcass,muscle,U10543,NA
S10861CA1,carcass,muscle,U10861,NA
S10942CA1,carcass,muscle,U10942,NA
S10941CA1,carcass,muscle,U10941,NA
S11022CA1,carcass,muscle,U11022,NA
S11021CA1,carcass,muscle,U11021,NA
S11023CA1,carcass,muscle,U11023,NA
S16561CA1,carcass,muscle,U16561,NA
S16562CA1,carcass,muscle,U16562,NA
S16563CA1,carcass,muscle,U16563,NA
S16564CA1,carcass,muscle,U16564,NA
S16565CA1,carcass,muscle,U16565,NA
S16566CA1,carcass,muscle,U16566,NA
S16567CA1,carcass,muscle,U16567,NA
S16568CA1,carcass,muscle,U16568,NA
S21560CA1,carcass,whole,U21560,NA
S21555CA1,carcass,whole,U21555,NA
S21556CA1,carcass,whole,U21556,NA
S21760CA1,carcass,whole,U21760,NA
S21757CA1,carcass,whole,U21757,NA
S21758CA1,carcass,whole,U21758,NA
S21751CA1,carcass,whole,U21751,NA
S23457CA1,carcass,whole,U23457,NA
S23458CA1,carcass,whole,U23458,NA
S23459CA1,carcass,whole,U23459,NA
S23460CA1,carcass,whole,U23460,NA
S21551CA1,carcass,whole,U21551,NA
S21554CA1,carcass,whole,U21554,NA
S21553CA1,carcass,whole,U21553,NA
S21552CA1,carcass,whole,U21552,NA
S21558CA1,carcass,whole,U21558,NA
S21559CA1,carcass,whole,U21559,NA
S21557CA1,carcass,whole,U21557,NA
S21754CA1,carcass,whole,U21754,NA
S21752CA1,carcass,whole,U21752,NA
S21753CA1,carcass,whole,U21753,NA
S21769CA1,carcass,whole,U21769,NA
S21762CA1,carcass,whole,U21762,NA
S21761CA1,carcass,whole,U21761,NA
S21763CA1,carcass,whole,U21763,NA
S21767CA1,carcass,whole,U21767,NA
S21768CA1,carcass,whole,U21768,NA
S21764CA1,carcass,whole,U21764,NA
S21770CA1,carcass,whole,U21770,NA
S21766CA1,carcass,whole,U21766,NA
S21765CA1,carcass,whole,U21765,NA
S21759CA1,carcass,whole,U21759,NA
S21756CA1,carcass,whole,U21756,NA
S21755CA1,carcass,whole,U21755,NA
S23337CA1,carcass,whole,U23337,NA
S23336CA1,carcass,whole,U23336,NA
S23340CA1,carcass,whole,U23340,NA
S23338CA1,carcass,whole,U23338,NA
S23339CA1,carcass,whole,U23339,NA
S23335CA1,carcass,whole,U23335,NA
S23331CA1,carcass,whole,U23331,NA
S23332CA1,carcass,whole,U23332,NA
S23333CA1,carcass,whole,U23333,NA
S23334CA1,carcass,whole,U23334,NA
S21746CA1,carcass,whole,U21746,NA
S21748CA1,carcass,whole,U21748,NA
S23453CA1,carcass,whole,U23453,NA
S23454CA1,carcass,whole,U23454,NA
S23451CA1,carcass,whole,U23451,NA
S23452CA1,carcass,whole,U23452,NA
S23456CA1,carcass,whole,U23456,NA
S23455CA1,carcass,whole,U23455,NA
S23148CA1,carcass,whole,U23148,NA
S23147CA1,carcass,whole,U23147,NA
S23142CA1,carcass,whole,U23142,NA
S23141CA1,carcass,whole,U23141,NA
S23150CA1,carcass,whole,U23150,NA
S23149CA1,carcass,whole,U23149,NA
S23145CA1,carcass,whole,U23145,NA
S23146CA1,carcass,whole,U23146,NA
S23143CA1,carcass,whole,U23143,NA
S23144CA1,carcass,whole,U23144,NA
S23347CA1,carcass,whole,U23347,NA
S23348CA1,carcass,whole,U23348,NA
S23342CA1,carcass,whole,U23342,NA
S23341CA1,carcass,whole,U23341,NA
S23343CA1,carcass,whole,U23343,NA
S21750CA1,carcass,whole,U21750,NA
S21749CA1,carcass,whole,U21749,NA
S21747CA1,carcass,whole,U21747,NA
S21743CA1,carcass,whole,U21743,NA
S21744CA1,carcass,whole,U21744,NA
S21745CA1,carcass,whole,U21745,NA
S21741CA1,carcass,whole,U21741,NA
S21742CA1,carcass,whole,U21742,NA
S23376CA1,carcass,whole,U23376,NA
S23375CA1,carcass,whole,U23375,NA
S23374CA1,carcass,whole,U23374,NA
S23373CA1,carcass,whole,U23373,NA
S23372CA1,carcass,whole,U23372,NA
S23371CA1,carcass,whole,U23371,NA
S21587CA1,carcass,whole,U21587,NA
S21589CA1,carcass,whole,U21589,NA
S21590CA1,carcass,whole,U21590,NA
S21588CA1,carcass,whole,U21588,NA
S21585CA1,carcass,whole,U21585,NA
S21583CA1,carcass,whole,U21583,NA
S21581CA1,carcass,whole,U21581,NA
S21586CA1,carcass,whole,U21586,NA
S21584CA1,carcass,whole,U21584,NA
S21582CA1,carcass,whole,U21582,NA
S23349CA1,carcass,whole,U23349,NA
S23350CA1,carcass,whole,U23350,NA
S23344CA1,carcass,whole,U23344,NA
S23346CA1,carcass,whole,U23346,NA
S23345CA1,carcass,whole,U23345,NA
S21569CA1,carcass,whole,U21569,NA
S21567CA1,carcass,whole,U21567,NA
S21564CA1,carcass,whole,U21564,NA
S21568CA1,carcass,whole,U21568,NA
S21563CA1,carcass,whole,U21563,NA
S21562CA1,carcass,whole,U21562,NA
S21561CA1,carcass,whole,U21561,NA
S21566CA1,carcass,whole,U21566,NA
S21570CA1,carcass,whole,U21570,NA
S21565CA1,carcass,whole,U21565,NA
S23308CA1,carcass,whole,U23308,NA
S23301CA1,carcass,whole,U23301,NA
S23307CA1,carcass,whole,U23307,NA
S23306CA1,carcass,whole,U23306,NA
S23310CA1,carcass,whole,U23310,NA
S23487CA1,carcass,whole,U23487,NA
S23488CA1,carcass,whole,U23488,NA
S23489CA1,carcass,whole,U23489,NA
S23486CA1,carcass,whole,U23486,NA
S23485CA1,carcass,whole,U23485,NA
S23481CA1,carcass,whole,U23481,NA
S23483CA1,carcass,whole,U23483,NA
S23484CA1,carcass,whole,U23484,NA
S23482CA1,carcass,whole,U23482,NA
S23031CA1,carcass,whole,U23031,NA
S21481CA1,carcass,whole,U21481,NA
S23029CA1,carcass,whole,U23029,NA
S23022CA1,carcass,whole,U23022,NA
S23021CA1,carcass,whole,U23021,NA
S23023CA1,carcass,whole,U23023,NA
S23024CA1,carcass,whole,U23024,NA
S23025CA1,carcass,whole,U23025,NA
S23026CA1,carcass,whole,U23026,NA
S23028CA1,carcass,whole,U23028,NA
S23027CA1,carcass,whole,U23027,NA
S23309CA1,carcass,whole,U23309,NA
S23305CA1,carcass,whole,U23305,NA
S23304CA1,carcass,whole,U23304,NA
S23303CA1,carcass,whole,U23303,NA
S23302CA1,carcass,whole,U23302,NA
S23221CA1,carcass,whole,U23221,NA
S23222CA1,carcass,whole,U23222,NA
S21720CA1,carcass,whole,U21720,NA
S21714CA1,carcass,whole,U21714,NA
