sample_id,sample_type,ufn,sample_comments,analyzing_lab,sample_quality_flag,sample_quality_log
S403FA1,fatty_acid,U403,NA,NA,AV,NA
S404FA1,fatty_acid,U404,NA,NA,AV,NA
S405FA1,fatty_acid,U405,NA,NA,AV,NA
S406FA1,fatty_acid,U406,NA,NA,AV,NA
S407FA1,fatty_acid,U407,NA,NA,AV,NA
S408FA1,fatty_acid,U408,NA,NA,AV,NA
S409FA1,fatty_acid,U409,NA,NA,AV,NA
S410FA1,fatty_acid,U410,NA,NA,AV,NA
S411FA1,fatty_acid,U411,NA,NA,AV,NA
S412FA1,fatty_acid,U412,NA,NA,AV,NA
S413FA1,fatty_acid,U413,NA,NA,AV,NA
S414FA1,fatty_acid,U414,NA,NA,AV,NA
S415FA1,fatty_acid,U415,NA,NA,AV,NA
S416FA1,fatty_acid,U416,NA,NA,AV,NA
S417FA1,fatty_acid,U417,NA,NA,AV,NA
S418FA1,fatty_acid,U418,NA,NA,AV,NA
S419FA1,fatty_acid,U419,NA,NA,AV,NA
S420FA1,fatty_acid,U420,NA,NA,AV,NA
S421FA1,fatty_acid,U421,NA,NA,AV,NA
S422FA1,fatty_acid,U422,NA,NA,AV,NA
S423FA1,fatty_acid,U423,NA,NA,AV,NA
S424FA1,fatty_acid,U424,NA,NA,AV,NA
S425FA1,fatty_acid,U425,NA,NA,AV,NA
S426FA1,fatty_acid,U426,NA,NA,AV,NA
S427FA1,fatty_acid,U427,NA,NA,AV,NA
S428FA1,fatty_acid,U428,NA,NA,AV,NA
S429FA1,fatty_acid,U429,NA,NA,AV,NA
S430FA1,fatty_acid,U430,NA,NA,AV,NA
S431FA1,fatty_acid,U431,NA,NA,AV,NA
S432FA1,fatty_acid,U432,NA,NA,AV,NA
S433FA1,fatty_acid,U433,NA,NA,AV,NA
S434FA1,fatty_acid,U434,NA,NA,AV,NA
S435FA1,fatty_acid,U435,NA,NA,AV,NA
S436FA1,fatty_acid,U436,NA,UBC_Hunt,AV,NA
S437FA1,fatty_acid,U437,NA,UBC_Hunt,AV,NA
S438FA1,fatty_acid,U438,NA,UBC_Hunt,AV,NA
S439FA1,fatty_acid,U439,NA,UBC_Hunt,AV,NA
S440FA1,fatty_acid,U440,NA,NA,AV,NA
S441FA1,fatty_acid,U441,NA,UBC_Hunt,AV,NA
S442FA1,fatty_acid,U442,NA,UBC_Hunt,AV,NA
S443FA1,fatty_acid,U443,NA,UBC_Hunt,AV,NA
S444FA1,fatty_acid,U444,NA,UBC_Hunt,AV,NA
S445FA1,fatty_acid,U445,NA,UBC_Hunt,AV,NA
S446FA1,fatty_acid,U446,NA,NA,AV,NA
S447FA1,fatty_acid,U447,NA,NA,AV,NA
S448FA1,fatty_acid,U448,NA,NA,AV,NA
S449FA1,fatty_acid,U449,NA,NA,AV,NA
S450FA1,fatty_acid,U450,NA,NA,AV,NA
S451FA1,fatty_acid,U451,NA,NA,AV,NA
S452FA1,fatty_acid,U452,NA,NA,AV,NA
S453FA1,fatty_acid,U453,NA,NA,AV,NA
S454FA1,fatty_acid,U454,NA,NA,AV,NA
S455FA1,fatty_acid,U455,NA,NA,AV,NA
S456FA1,fatty_acid,U456,NA,NA,AV,NA
S457FA1,fatty_acid,U457,NA,NA,AV,NA
S458FA1,fatty_acid,U458,NA,NA,AV,NA
S459FA1,fatty_acid,U459,NA,NA,AV,NA
S460FA1,fatty_acid,U460,NA,NA,AV,NA
S461FA1,fatty_acid,U461,NA,NA,AV,NA
S462FA1,fatty_acid,U462,NA,NA,AV,NA
S463FA1,fatty_acid,U463,NA,NA,AV,NA
S464FA1,fatty_acid,U464,NA,NA,AV,NA
S465FA1,fatty_acid,U465,NA,NA,AV,NA
S466FA1,fatty_acid,U466,NA,NA,AV,NA
S467FA1,fatty_acid,U467,NA,NA,AV,NA
S468FA1,fatty_acid,U468,NA,NA,AV,NA
S469FA1,fatty_acid,U469,NA,NA,AV,NA
S470FA1,fatty_acid,U470,NA,NA,AV,NA
S471FA1,fatty_acid,U471,NA,NA,AV,NA
S472FA1,fatty_acid,U472,NA,NA,AV,NA
S473FA1,fatty_acid,U473,NA,NA,AV,NA
S474FA1,fatty_acid,U474,NA,NA,AV,NA
S475FA1,fatty_acid,U475,NA,UBC_Hunt,AV,NA
S476FA1,fatty_acid,U476,NA,NA,AV,NA
S477FA1,fatty_acid,U477,NA,UBC_Hunt,AV,NA
S478FA1,fatty_acid,U478,NA,UBC_Hunt,AV,NA
S479FA1,fatty_acid,U479,NA,NA,AV,NA
S480FA1,fatty_acid,U480,NA,UBC_Hunt,AV,NA
S481FA1,fatty_acid,U481,NA,NA,AV,NA
S482FA1,fatty_acid,U482,NA,NA,AV,NA
S483FA1,fatty_acid,U483,NA,NA,AV,NA
S484FA1,fatty_acid,U484,NA,NA,AV,NA
S485FA1,fatty_acid,U485,NA,NA,AV,NA
S486FA1,fatty_acid,U486,NA,NA,AV,NA
S487FA1,fatty_acid,U487,NA,NA,AV,NA
S489FA1,fatty_acid,U489,NA,NA,AV,NA
S490FA1,fatty_acid,U490,NA,NA,AV,NA
S491FA1,fatty_acid,U491,NA,NA,AV,NA
S492FA1,fatty_acid,U492,NA,NA,AV,NA
S493FA1,fatty_acid,U493,NA,NA,AV,NA
S494FA1,fatty_acid,U494,NA,NA,AV,NA
S495FA1,fatty_acid,U495,NA,NA,AV,NA
S496FA1,fatty_acid,U496,NA,NA,AV,NA
S497FA1,fatty_acid,U497,NA,NA,AV,NA
S498FA1,fatty_acid,U498,NA,NA,AV,NA
S499FA1,fatty_acid,U499,NA,NA,AV,NA
S500FA1,fatty_acid,U500,NA,NA,AV,NA
S501FA1,fatty_acid,U501,NA,NA,AV,NA
S502FA1,fatty_acid,U502,NA,NA,AV,NA
S503FA1,fatty_acid,U503,NA,NA,AV,NA
S504FA1,fatty_acid,U504,NA,NA,AV,NA
S505FA1,fatty_acid,U505,NA,NA,AV,NA
S506FA1,fatty_acid,U506,NA,NA,AV,NA
S507FA1,fatty_acid,U507,NA,NA,AV,NA
S508FA1,fatty_acid,U508,NA,NA,AV,NA
S509FA1,fatty_acid,U509,NA,NA,AV,NA
S510FA1,fatty_acid,U510,NA,NA,AV,NA
S511FA1,fatty_acid,U511,NA,NA,AV,NA
S512FA1,fatty_acid,U512,NA,NA,AV,NA
S513FA1,fatty_acid,U513,NA,NA,AV,NA
S514FA1,fatty_acid,U514,NA,NA,AV,NA
S515FA1,fatty_acid,U515,NA,NA,AV,NA
S516FA1,fatty_acid,U516,NA,NA,AV,NA
S517FA1,fatty_acid,U517,NA,NA,AV,NA
S518FA1,fatty_acid,U518,NA,NA,AV,NA
S519FA1,fatty_acid,U519,NA,NA,AV,NA
S520FA1,fatty_acid,U520,NA,NA,AV,NA
S521FA1,fatty_acid,U521,NA,NA,AV,NA
S522FA1,fatty_acid,U522,NA,NA,AV,NA
S523FA1,fatty_acid,U523,NA,UBC_Hunt,AV,NA
S524FA1,fatty_acid,U524,NA,UBC_Hunt,AV,NA
S525FA1,fatty_acid,U525,NA,UBC_Hunt,AV,NA
S526FA1,fatty_acid,U526,NA,NA,AV,NA
S527FA1,fatty_acid,U527,NA,UBC_Hunt,AV,NA
S528FA1,fatty_acid,U528,NA,UBC_Hunt,AV,NA
S529FA1,fatty_acid,U529,NA,UBC_Hunt,AV,NA
S530FA1,fatty_acid,U530,NA,UBC_Hunt,AV,NA
S531FA1,fatty_acid,U531,NA,NA,AV,NA
S532FA1,fatty_acid,U532,NA,UBC_Hunt,AV,NA
S533FA1,fatty_acid,U533,NA,UBC_Hunt,AV,NA
S534FA1,fatty_acid,U534,NA,UBC_Hunt,AV,NA
S535FA1,fatty_acid,U535,NA,UBC_Hunt,AV,NA
S536FA1,fatty_acid,U536,NA,NA,AV,NA
S537FA1,fatty_acid,U537,NA,UBC_Hunt,AV,NA
S538FA1,fatty_acid,U538,NA,UBC_Hunt,AV,NA
S539FA1,fatty_acid,U539,NA,NA,AV,NA
S540FA1,fatty_acid,U540,NA,NA,AV,NA
S541FA1,fatty_acid,U541,NA,NA,AV,NA
S542FA1,fatty_acid,U542,NA,NA,AV,NA
S543FA1,fatty_acid,U543,NA,UBC_Hunt,AV,NA
S544FA1,fatty_acid,U544,NA,UBC_Hunt,AV,NA
S545FA1,fatty_acid,U545,NA,UBC_Hunt,AV,NA
S546FA1,fatty_acid,U546,NA,NA,AV,NA
S547FA1,fatty_acid,U547,NA,UBC_Hunt,AV,NA
S548FA1,fatty_acid,U548,NA,UBC_Hunt,AV,NA
S549FA1,fatty_acid,U549,NA,UBC_Hunt,AV,NA
S550FA1,fatty_acid,U550,NA,NA,AV,NA
S551FA1,fatty_acid,U551,NA,NA,AV,NA
S552FA1,fatty_acid,U552,NA,NA,AV,NA
S553FA1,fatty_acid,U553,NA,NA,AV,NA
S554FA1,fatty_acid,U554,NA,NA,AV,NA
S555FA1,fatty_acid,U555,NA,NA,AV,NA
S556FA1,fatty_acid,U556,NA,NA,AV,NA
S557FA1,fatty_acid,U557,NA,NA,AV,NA
S558FA1,fatty_acid,U558,NA,UBC_Hunt,AV,NA
S559FA1,fatty_acid,U559,NA,UBC_Hunt,AV,NA
S560FA1,fatty_acid,U560,NA,NA,AV,NA
S561FA1,fatty_acid,U561,NA,NA,AV,NA
S562FA1,fatty_acid,U562,NA,NA,AV,NA
S563FA1,fatty_acid,U563,NA,NA,AV,NA
S564FA1,fatty_acid,U564,NA,NA,AV,NA
S565FA1,fatty_acid,U565,NA,UBC_Hunt,AV,NA
S566FA1,fatty_acid,U566,NA,UBC_Hunt,AV,NA
S567FA1,fatty_acid,U567,NA,NA,AV,NA
S568FA1,fatty_acid,U568,NA,UBC_Hunt,AV,NA
S570FA1,fatty_acid,U570,NA,NA,AV,NA
S571FA1,fatty_acid,U571,NA,NA,AV,NA
S572FA1,fatty_acid,U572,NA,NA,AV,NA
S573FA1,fatty_acid,U573,NA,NA,AV,NA
S574FA1,fatty_acid,U574,NA,NA,AV,NA
S575FA1,fatty_acid,U575,NA,NA,AV,NA
S576FA1,fatty_acid,U576,NA,UBC_Hunt,AV,NA
S577FA1,fatty_acid,U577,NA,NA,AV,NA
S578FA1,fatty_acid,U578,NA,NA,AV,NA
S579FA1,fatty_acid,U579,NA,UBC_Hunt,AV,NA
S580FA1,fatty_acid,U580,NA,NA,AV,NA
S581FA1,fatty_acid,U581,NA,NA,AV,NA
S582FA1,fatty_acid,U582,NA,NA,AV,NA
S583FA1,fatty_acid,U583,NA,NA,AV,NA
S584FA1,fatty_acid,U584,NA,UBC_Hunt,AV,NA
S586FA1,fatty_acid,U586,NA,UBC_Hunt,AV,NA
S587FA1,fatty_acid,U587,NA,NA,AV,NA
S588FA1,fatty_acid,U588,NA,NA,AV,NA
S589FA1,fatty_acid,U589,NA,NA,AV,NA
S590FA1,fatty_acid,U590,NA,NA,AV,NA
S591FA1,fatty_acid,U591,NA,UBC_Hunt,AV,NA
S592FA1,fatty_acid,U592,NA,UBC_Hunt,AV,NA
S593FA1,fatty_acid,U593,NA,UBC_Hunt,AV,NA
S594FA1,fatty_acid,U594,NA,NA,AV,NA
S595FA1,fatty_acid,U595,NA,UBC_Hunt,AV,NA
S596FA1,fatty_acid,U596,NA,UBC_Hunt,AV,NA
S597FA1,fatty_acid,U597,NA,UBC_Hunt,AV,NA
S598FA1,fatty_acid,U598,NA,UBC_Hunt,AV,NA
S599FA1,fatty_acid,U599,NA,UBC_Hunt,AV,NA
S600FA1,fatty_acid,U600,NA,NA,AV,NA
S601FA1,fatty_acid,U601,Fish fell on floor,NA,AV,NA
S602FA1,fatty_acid,U602,NA,NA,AV,NA
S603FA1,fatty_acid,U603,NA,UBC_Hunt,AV,NA
S604FA1,fatty_acid,U604,NA,NA,AV,NA
S605FA1,fatty_acid,U605,NA,NA,AV,NA
S606FA1,fatty_acid,U606,NA,NA,AV,NA
S607FA1,fatty_acid,U607,NA,NA,AV,NA
S608FA1,fatty_acid,U608,NA,NA,AV,NA
S609FA1,fatty_acid,U609,NA,NA,AV,NA
S610FA1,fatty_acid,U610,NA,NA,AV,NA
S611FA1,fatty_acid,U611,NA,NA,AV,NA
S613FA1,fatty_acid,U613,NA,UBC_Hunt,AV,NA
S614FA1,fatty_acid,U614,NA,UBC_Hunt,AV,NA
S615FA1,fatty_acid,U615,NA,UBC_Hunt,AV,NA
S616FA1,fatty_acid,U616,NA,UBC_Hunt,AV,NA
S617FA1,fatty_acid,U617,NA,UBC_Hunt,AV,NA
S618FA1,fatty_acid,U618,NA,UBC_Hunt,AV,NA
S619FA1,fatty_acid,U619,NA,NA,AV,NA
S620FA1,fatty_acid,U620,NA,NA,AV,NA
S621FA1,fatty_acid,U621,NA,UBC_Hunt,AV,NA
S622FA1,fatty_acid,U622,NA,UBC_Hunt,AV,NA
S623FA1,fatty_acid,U623,NA,NA,AV,NA
S624FA1,fatty_acid,U624,NA,UBC_Hunt,AV,NA
S625FA1,fatty_acid,U625,NA,UBC_Hunt,AV,NA
S626FA1,fatty_acid,U626,NA,NA,AV,NA
S627FA1,fatty_acid,U627,NA,NA,AV,NA
S628FA1,fatty_acid,U628,NA,NA,AV,NA
S629FA1,fatty_acid,U629,NA,NA,AV,NA
S630FA1,fatty_acid,U630,NA,NA,AV,NA
S631FA1,fatty_acid,U631,NA,UBC_Hunt,AV,NA
S632FA1,fatty_acid,U632,NA,UBC_Hunt,AV,NA
S633FA1,fatty_acid,U633,NA,UBC_Hunt,AV,NA
S634FA1,fatty_acid,U634,NA,NA,AV,NA
S635FA1,fatty_acid,U635,NA,UBC_Hunt,AV,NA
S636FA1,fatty_acid,U636,NA,UBC_Hunt,AV,NA
S637FA1,fatty_acid,U637,NA,UBC_Hunt,AV,NA
S638FA1,fatty_acid,U638,NA,UBC_Hunt,AV,NA
S639FA1,fatty_acid,U639,NA,UBC_Hunt,AV,NA
S640FA1,fatty_acid,U640,NA,UBC_Hunt,AV,NA
S641FA1,fatty_acid,U641,NA,NA,AV,NA
S642FA1,fatty_acid,U642,NA,UBC_Hunt,AV,NA
S643FA1,fatty_acid,U643,NA,NA,AV,NA
S644FA1,fatty_acid,U644,NA,NA,AV,NA
S645FA1,fatty_acid,U645,NA,NA,AV,NA
S646FA1,fatty_acid,U646,NA,NA,AV,NA
S647FA1,fatty_acid,U647,NA,UBC_Hunt,AV,NA
S648FA1,fatty_acid,U648,NA,NA,AV,NA
S649FA1,fatty_acid,U649,NA,UBC_Hunt,AV,NA
S650FA1,fatty_acid,U650,NA,UBC_Hunt,AV,NA
S651FA1,fatty_acid,U651,NA,UBC_Hunt,AV,NA
S652FA1,fatty_acid,U652,NA,NA,AV,NA
S653FA1,fatty_acid,U653,NA,NA,AV,NA
S654FA1,fatty_acid,U654,NA,NA,AV,NA
S655FA1,fatty_acid,U655,NA,UBC_Hunt,AV,NA
S656FA1,fatty_acid,U656,NA,UBC_Hunt,AV,NA
S657FA1,fatty_acid,U657,NA,UBC_Hunt,AV,NA
S658FA1,fatty_acid,U658,NA,UBC_Hunt,AV,NA
S659FA1,fatty_acid,U659,NA,NA,AV,NA
S660FA1,fatty_acid,U660,NA,UBC_Hunt,AV,NA
S661FA1,fatty_acid,U661,NA,NA,AV,NA
S662FA1,fatty_acid,U662,NA,UBC_Hunt,AV,NA
S663FA1,fatty_acid,U663,NA,UBC_Hunt,AV,NA
S664FA1,fatty_acid,U664,NA,UBC_Hunt,AV,NA
S665FA1,fatty_acid,U665,NA,UBC_Hunt,AV,NA
S666FA1,fatty_acid,U666,NA,UBC_Hunt,AV,NA
S667FA1,fatty_acid,U667,NA,UBC_Hunt,AV,NA
S668FA1,fatty_acid,U668,NA,NA,AV,NA
S669FA1,fatty_acid,U669,NA,NA,AV,NA
S670FA1,fatty_acid,U670,NA,NA,AV,NA
S671FA1,fatty_acid,U671,NA,UBC_Hunt,AV,NA
S672FA1,fatty_acid,U672,NA,UBC_Hunt,AV,NA
S673FA1,fatty_acid,U673,NA,UBC_Hunt,AV,NA
S674FA1,fatty_acid,U674,NA,UBC_Hunt,AV,NA
S675FA1,fatty_acid,U675,NA,UBC_Hunt,AV,NA
